reference_id,reference_name,region,sector_id,establishment_year,n_original,w_original,s_original,n_current,w_current,s_current,total_drift,drift_rate_per_year,last_verified_date,status,stability_rating,monument_type,maintenance_history,notes
GPR-141,Margonne Bay Benchmark,Margonne,M-1,1825,-496.985,-282.099,14.606,-483.643,-279.358,-0.033,19.995,0.588,1858-09-02,ACTIVE,0.84,STONE_PILLAR,10,
GPR-142,Margonne Lighthouse Point L,Margonne,M-2,1849,229.289,463.783,74.892,227.879,475.219,73.213,11.645,1.164,1858-07-15,ACTIVE,0.686,BRONZE_DISC,1,
GPR-143,Margonne Coast Pillar M,Margonne,M-1,1811,-106.941,-372.653,195.745,-78.861,-320.205,193.717,59.526,1.24,1858-09-25,ACTIVE,0.515,WOODEN_POST,6,"Wooden monument shows decay, replacement recommended"
GPR-144,Margonne Inlet Marker N,Margonne,M-3,1809,437.41,225.024,22.569,426.641,260.502,48.156,45.048,0.901,1858-11-09,ACTIVE,0.715,STONE_PILLAR,14,"Pre-Guild era monument, historical significance"
GPR-145,Margonne Harbor Datum O,Margonne,M-4,1838,372.212,-255.266,8.847,374.095,-243.223,15.382,13.83,0.659,1858-10-18,ACTIVE,0.694,BRONZE_DISC,5,
GPR-146,Margonne Coast Pillar P,Margonne,M-5,1838,318.382,-263.096,175.252,322.186,-278.566,155.131,25.664,1.222,1858-08-02,ACTIVE,0.75,BRONZE_DISC,2,
GPR-147,Margonne Shore Stake Q,Margonne,M-5,1831,-155.585,143.316,76.231,-139.538,135.817,68.052,19.51,0.697,1858-08-16,ACTIVE,0.739,STONE_PILLAR,5,
GPR-148,Margonne Bay Benchmark R,Margonne,M-2,1851,-442.376,-87.323,83.302,-444.967,-93.012,81.331,6.555,0.819,1858-09-07,ACTIVE,0.648,IRON_STAKE,1,
GPR-149,Margonne Channel Stone S,Margonne,M-2,1803,173.672,102.922,174.724,188.038,115.235,176.339,18.99,0.339,1858-10-07,ACTIVE,0.781,STONE_PILLAR,12,"Pre-Guild era monument, historical significance"
GPR-150,Margonne Pier Monument T,Margonne,M-2,1847,499.572,-21.079,48.519,493.913,-13.129,49.017,9.771,0.814,1858-09-25,ACTIVE,0.823,STONE_PILLAR,2,
GPR-151,Margonne Bay Benchmark U,Margonne,M-3,1823,-2.723,-401.392,196.264,12.841,-382.411,193.302,24.723,0.687,1858-08-09,ACTIVE,0.69,IRON_STAKE,4,
GPR-152,Margonne Harbor Datum V,Margonne,M-3,1835,79.143,-82.422,30.482,75.061,-71.098,30.47,12.037,0.502,1858-07-09,ACTIVE,0.831,CARVED_ROCK,5,
GPR-153,Margonne Inlet Marker W,Margonne,M-4,1810,-147.824,-360.041,109.309,-137.509,-347.053,115.365,17.657,0.36,1858-12-12,ACTIVE,0.746,BRONZE_DISC,6,
GPR-154,Margonne Harbor Datum X,Margonne,M-4,1808,-268.567,207.17,1.828,-289.088,226.24,15.322,31.095,0.61,1858-08-30,ACTIVE,0.826,CARVED_ROCK,8,"Pre-Guild era monument, historical significance"
GPR-155,Margonne Harbor Datum Y,Margonne,M-5,1835,-483.274,222.193,107.148,-483.136,234.47,104.994,12.465,0.519,1858-11-16,ACTIVE,0.757,IRON_STAKE,6,
GPR-156,Margonne Channel Stone Z,Margonne,M-2,1815,26.456,315.214,53.465,7.612,301.265,58.289,23.937,0.544,1858-11-04,ACTIVE,0.854,STONE_PILLAR,9,
GPR-157,Margonne Harbor Datum A,Margonne,M-1,1825,52.701,-443.885,1.89,52.69,-449.381,13.715,13.04,0.384,1858-12-07,ACTIVE,0.71,IRON_STAKE,4,
GPR-158,Margonne Pier Monument B,Margonne,M-2,1855,66.784,-228.905,184.832,63.227,-228.208,186.112,3.845,0.961,1858-10-12,ACTIVE,0.699,BRONZE_DISC,1,
GPR-159,Margonne Dock Reference C,Margonne,M-2,1848,320.902,428.875,59.855,322.41,436.776,61.857,8.289,0.754,1858-09-24,ACTIVE,0.814,CARVED_ROCK,1,
GPR-160,Margonne Wharf Marker D,Margonne,M-5,1847,-446.304,-62.912,167.735,-441.868,-55.412,166.883,8.755,0.73,1857-03-31,DEPRECATED,0.52,WOODEN_POST,1,"Wooden monument shows decay, replacement recommended"
GPR-161,Margonne Channel Stone E,Margonne,M-4,1827,85.875,-119.927,154.433,78.388,-132.521,151.008,15.047,0.47,1858-07-22,ACTIVE,0.767,STONE_PILLAR,8,
GPR-162,Margonne Coast Pillar F,Margonne,M-3,1806,442.96,-55.264,152.269,429.041,-57.592,153.23,14.145,0.267,1858-12-05,ACTIVE,0.786,STONE_PILLAR,16,"Pre-Guild era monument, historical significance"
GPR-163,Margonne Channel Stone G,Margonne,M-1,1838,-175.57,-114.762,58.369,-184.597,-106.043,62.773,13.301,0.633,1858-08-07,ACTIVE,0.762,IRON_STAKE,3,
GPR-164,Margonne Lighthouse Point H,Margonne,M-2,1817,-6.876,-436.733,86.935,-7.732,-459.689,80.199,23.939,0.57,1858-07-24,ACTIVE,0.748,STONE_PILLAR,7,
GPR-165,Margonne Pier Monument I,Margonne,M-4,1806,-493.233,-104.308,168.323,-466.574,-108.708,165.769,27.14,0.512,1858-07-18,ACTIVE,0.83,STONE_PILLAR,6,"Pre-Guild era monument, historical significance"
GPR-166,Margonne Bay Benchmark J,Margonne,M-3,1838,-299.149,-185.817,192.915,-316.282,-169.8,192.546,23.457,1.117,1858-10-30,ACTIVE,0.82,CARVED_ROCK,4,
GPR-167,Margonne Shore Stake K,Margonne,M-3,1807,-300.2,497.265,35.985,-336.174,514.542,52.828,43.316,0.833,1858-10-18,ACTIVE,0.766,CARVED_ROCK,7,"Pre-Guild era monument, historical significance"
GPR-168,Margonne Shore Stake L,Margonne,M-4,1808,-257.979,158.663,143.047,-288.787,194.147,142.296,46.998,0.922,1858-08-24,ACTIVE,0.729,BRONZE_DISC,6,"Pre-Guild era monument, historical significance"
GPR-169,Margonne Channel Stone M,Margonne,M-1,1850,201.634,312.297,118.764,190.327,305.009,121.148,13.662,1.518,1856-12-06,DEPRECATED,0.465,WOODEN_POST,0,"Wooden monument shows decay, replacement recommended"
GPR-170,Margonne Coast Pillar N,Margonne,M-4,1806,-241.262,10.676,103.76,-215.704,-7.743,85.268,36.53,0.689,1858-08-03,ACTIVE,0.823,STONE_PILLAR,8,"Pre-Guild era monument, historical significance"
GPR-171,Margonne Coast Pillar O,Margonne,M-1,1830,-84.025,461.728,23.214,-112.06,447.01,21.466,31.712,1.094,1858-08-30,ACTIVE,0.742,STONE_PILLAR,6,
GPR-172,Margonne Inlet Marker P,Margonne,M-4,1820,-455.317,210.779,4.517,-469.59,221.742,12.371,19.637,0.504,1858-08-21,ACTIVE,0.818,STONE_PILLAR,10,
GPR-173,Margonne Coast Pillar Q,Margonne,M-5,1827,-268.144,-94.953,36.89,-272.966,-128.403,40.944,34.039,1.064,1857-06-02,DEPRECATED,0.468,WOODEN_POST,3,"Wooden monument shows decay, replacement recommended"
GPR-174,Margonne Pier Monument R,Margonne,M-3,1848,296.008,77.348,159.9,292.99,70.536,155.56,8.622,0.784,1858-08-28,ACTIVE,0.766,BRONZE_DISC,1,
GPR-175,Margonne Dock Reference S,Margonne,M-4,1839,-385.768,-148.015,91.572,-382.319,-142.042,95.731,8.054,0.403,1858-07-12,ACTIVE,0.713,IRON_STAKE,5,
GPR-176,Margonne Pier Monument T,Margonne,M-3,1807,193.437,10.825,83.648,188.14,-3.487,86.734,15.57,0.299,1858-07-19,ACTIVE,0.811,STONE_PILLAR,6,"Pre-Guild era monument, historical significance"
GPR-177,Margonne Channel Stone U,Margonne,M-2,1831,-312.901,341.985,123.882,-285.726,341.06,114.714,28.695,1.025,1858-08-10,ACTIVE,0.767,STONE_PILLAR,5,
GPR-178,Margonne Shore Stake V,Margonne,M-4,1826,-56.148,-332.747,113.08,-72.357,-359.849,105.1,32.572,0.987,1858-09-05,ACTIVE,0.714,BRONZE_DISC,5,
GPR-179,Margonne Channel Stone W,Margonne,M-5,1807,-232.111,43.106,198.179,-205.878,69.668,195.184,37.452,0.72,1858-09-14,ACTIVE,0.665,IRON_STAKE,14,"Pre-Guild era monument, historical significance"
GPR-180,Margonne Bay Benchmark X,Margonne,M-1,1828,362.2,-413.017,173.058,368.808,-419.164,175.575,9.37,0.302,1858-07-28,ACTIVE,0.811,STONE_PILLAR,5,
GPR-181,Margonne Dock Reference Y,Margonne,M-2,1850,-293.057,-440.642,70.163,-292.23,-444.404,72.339,4.424,0.492,1858-10-24,ACTIVE,0.754,STONE_PILLAR,1,
GPR-182,Margonne Wharf Marker Z,Margonne,M-2,1848,418.769,492.486,173.41,421.84,490.386,174.296,3.825,0.348,1858-07-11,ACTIVE,0.787,BRONZE_DISC,2,
GPR-183,Margonne Dock Reference A,Margonne,M-3,1840,-48.008,133.628,176.025,-47.706,129.328,180.255,6.039,0.318,1858-08-29,ACTIVE,0.685,IRON_STAKE,4,
GPR-184,Margonne Wharf Marker B,Margonne,M-4,1840,-141.777,-436.669,106.885,-143.597,-444.122,103.892,8.235,0.433,1858-10-06,ACTIVE,0.787,BRONZE_DISC,3,
GPR-185,Margonne Dock Reference C,Margonne,M-4,1850,182.552,-451.591,19.915,181.677,-459.721,23.784,9.047,1.005,1858-12-31,ACTIVE,0.775,STONE_PILLAR,1,
GPR-186,Margonne Pier Monument D,Margonne,M-2,1841,374.423,376.595,18.668,365.226,380.218,20.308,10.02,0.557,1858-07-24,ACTIVE,0.72,STONE_PILLAR,3,
GPR-187,Margonne Shore Stake E,Margonne,M-1,1845,-286.579,-422.061,118.736,-287.689,-432.007,117.155,10.132,0.724,1858-09-14,ACTIVE,0.73,STONE_PILLAR,2,
GPR-188,Margonne Wharf Marker F,Margonne,M-2,1824,305.957,-396.798,73.512,300.934,-383.378,81.532,16.421,0.469,1858-07-11,ACTIVE,0.804,STONE_PILLAR,9,
GPR-189,Margonne Dock Reference G,Margonne,M-1,1839,-59.901,222.432,125.616,-62.243,227.382,130.392,7.266,0.363,1858-12-06,ACTIVE,0.687,BRONZE_DISC,5,
GPR-190,Margonne Dock Reference H,Margonne,M-4,1822,-185.496,-360.17,55.394,-179.926,-349.738,61.005,13.09,0.354,1858-07-16,ACTIVE,0.52,WOODEN_POST,5,"Wooden monument shows decay, replacement recommended"
GPR-191,Toller Commerce Stone,Toller,T-5,1838,247.844,-204.458,10.914,296.276,-205.003,-9.712,52.644,2.507,1858-08-01,ACTIVE,0.659,IRON_STAKE,6,
GPR-192,Toller Market Datum,Toller,T-3,1820,360.814,68.38,73.082,395.182,127.828,90.766,70.908,1.818,1858-12-14,ACTIVE,0.667,STONE_PILLAR,12,
GPR-193,Toller Commerce Stone,Toller,T-1,1803,-102.025,-213.512,142.526,-155.624,-282.049,191.808,99.994,1.786,1858-11-22,ACTIVE,0.765,CARVED_ROCK,12,"Pre-Guild era monument, historical significance"
GPR-194,Toller Bazaar Point,Toller,T-1,1832,474.313,-344.623,65.35,512.778,-322.727,75.81,45.479,1.684,1858-09-11,ACTIVE,0.732,CARVED_ROCK,4,
GPR-195,Toller Commerce Stone,Toller,T-1,1815,-65.516,-46.628,121.766,-32.615,-13.868,95.864,53.166,1.208,1858-07-05,ACTIVE,0.766,STONE_PILLAR,14,
GPR-196,Toller Plaza Marker,Toller,T-3,1833,322.507,-240.753,74.374,367.024,-212.986,51.61,57.193,2.2,1858-10-07,ACTIVE,0.71,IRON_STAKE,3,
GPR-197,Toller Bazaar Point,Toller,T-5,1804,475.051,127.533,99.23,414.984,176.088,76.725,80.449,1.463,1858-12-05,ACTIVE,0.687,STONE_PILLAR,7,"Pre-Guild era monument, historical significance"
GPR-198,Toller Trade Pillar,Toller,T-2,1847,-455.962,362.928,48.91,-461.798,345.478,59.662,21.312,1.776,1858-08-12,ACTIVE,0.704,IRON_STAKE,1,
GPR-199,Toller Square Benchmark,Toller,T-2,1820,415.855,-180.065,165.199,364.446,-156.653,134.989,64.059,1.643,1858-08-21,ACTIVE,0.697,STONE_PILLAR,4,
GPR-200,Toller Square Benchmark,Toller,T-1,1829,273.527,-189.302,17.277,253.291,-221.477,39.239,43.898,1.463,1858-10-30,ACTIVE,0.795,CARVED_ROCK,5,
GPR-201,Toller Arcade Pillar,Toller,T-4,1849,232.463,46.559,159.195,240.035,38.223,159.558,11.267,1.127,1858-07-07,ACTIVE,0.716,BRONZE_DISC,1,
GPR-202,Toller Market Datum L,Toller,T-6,1824,227.215,-396.051,105.963,226.608,-429.571,124.888,38.498,1.1,1858-12-08,ACTIVE,0.791,CARVED_ROCK,10,
GPR-203,Toller Forum Stake M,Toller,T-4,1844,-41.542,247.899,116.154,-22.975,233.604,122.371,24.244,1.616,1858-07-15,ACTIVE,0.695,CARVED_ROCK,1,
GPR-204,Toller Bazaar Point N,Toller,T-3,1854,300.817,200.726,147.071,297.686,194.886,145.03,6.933,1.387,1858-08-04,ACTIVE,0.776,STONE_PILLAR,1,
GPR-205,Toller Exchange Marker O,Toller,T-4,1829,-379.263,-141.713,154.067,-383.289,-102.999,131.575,44.954,1.498,1858-10-15,ACTIVE,0.78,STONE_PILLAR,4,
GPR-206,Toller Market Datum P,Toller,T-2,1853,-351.676,211.157,193.68,-359.371,207.726,196.41,8.856,1.476,1858-09-19,ACTIVE,0.712,CARVED_ROCK,0,
GPR-207,Toller Forum Stake Q,Toller,T-2,1806,303.897,-360.207,2.391,390.894,-426.781,31.567,113.366,2.139,1858-07-23,ACTIVE,0.642,IRON_STAKE,6,"Pre-Guild era monument, historical significance"
GPR-208,Toller Arcade Pillar R,Toller,T-5,1816,-425.013,497.161,39.55,-383.528,442.435,62.839,72.514,1.686,1858-11-30,ACTIVE,0.805,CARVED_ROCK,13,
GPR-209,Toller Market Datum S,Toller,T-2,1836,224.431,-3.874,76.546,212.185,30.359,67.113,37.561,1.633,1858-11-23,ACTIVE,0.652,IRON_STAKE,7,
GPR-210,Toller Arcade Pillar T,Toller,T-2,1841,-88.008,50.689,12.196,-104.268,37.218,20.816,22.807,1.267,1858-07-23,ACTIVE,0.74,STONE_PILLAR,2,
GPR-211,Toller Market Datum U,Toller,T-4,1850,-20.316,281.435,68.807,-28.387,271.049,58.086,16.969,1.885,1858-12-24,ACTIVE,0.711,BRONZE_DISC,1,
GPR-212,Toller Market Datum V,Toller,T-4,1833,83.989,-267.238,31.925,54.831,-263.443,48.328,33.67,1.295,1858-11-05,ACTIVE,0.689,IRON_STAKE,4,
GPR-213,Toller Merchant Monument W,Toller,T-2,1811,-181.996,238.105,71.757,-119.607,192.624,82.129,77.9,1.623,1858-11-13,ACTIVE,0.685,STONE_PILLAR,6,
GPR-214,Toller Forum Stake X,Toller,T-3,1811,-409.743,-267.377,43.762,-469.607,-217.274,25.866,80.089,1.669,1858-11-16,ACTIVE,0.612,IRON_STAKE,6,
GPR-215,Toller Market Datum Y,Toller,T-1,1809,417.224,274.366,169.296,514.031,247.796,215.741,110.611,2.212,1858-12-06,ACTIVE,0.645,IRON_STAKE,10,"Pre-Guild era monument, historical significance"
GPR-216,Toller Exchange Marker Z,Toller,T-2,1846,291.843,460.662,129.836,303.734,465.572,135.276,13.968,1.074,1858-11-04,ACTIVE,0.802,CARVED_ROCK,2,
GPR-217,Toller Square Benchmark A,Toller,T-3,1846,-372.652,228.831,189.758,-379.105,258.259,203.605,33.157,2.551,1858-07-30,ACTIVE,0.634,BRONZE_DISC,2,
GPR-218,Toller Commerce Stone B,Toller,T-6,1836,-3.815,-168.832,15.561,-21.239,-155.684,37.914,31.243,1.358,1858-07-13,ACTIVE,0.782,STONE_PILLAR,3,
GPR-219,Toller Plaza Marker C,Toller,T-1,1816,193.176,-149.519,157.404,114.592,-160.263,150.417,79.623,1.852,1858-09-17,ACTIVE,0.689,STONE_PILLAR,7,
GPR-220,Toller Merchant Monument D,Toller,T-5,1824,-20.511,364.051,130.194,-58.793,315.674,149.813,64.736,1.85,1858-10-11,ACTIVE,0.707,STONE_PILLAR,8,
GPR-221,Toller Trade Pillar E,Toller,T-3,1810,-339.096,-424.998,188.367,-370.137,-332.04,226.029,104.991,2.143,1858-09-12,ACTIVE,0.79,CARVED_ROCK,6,
GPR-222,Toller Arcade Pillar F,Toller,T-4,1810,-168.905,474.398,81.856,-94.101,481.451,95.97,76.451,1.56,1858-12-07,ACTIVE,0.707,STONE_PILLAR,15,
GPR-223,Toller Forum Stake G,Toller,T-4,1809,-496.184,-412.372,164.779,-499.993,-490.408,136.408,83.121,1.662,1858-12-11,ACTIVE,0.756,STONE_PILLAR,9,"Pre-Guild era monument, historical significance"
GPR-224,Toller Bazaar Point H,Toller,T-4,1830,161.04,-408.863,108.825,193.104,-419.726,106.57,33.929,1.17,1858-09-03,ACTIVE,0.629,IRON_STAKE,6,
GPR-225,Toller Arcade Pillar I,Toller,T-1,1809,167.468,-414.293,68.758,246.354,-399.255,73.25,80.432,1.609,1858-08-20,ACTIVE,0.744,BRONZE_DISC,9,"Pre-Guild era monument, historical significance"
GPR-226,Toller Plaza Marker J,Toller,T-5,1815,-421.045,402.777,142.861,-363.844,445.694,155.541,72.626,1.651,1858-12-01,ACTIVE,0.674,IRON_STAKE,5,
GPR-227,Toller Exchange Marker K,Toller,T-2,1813,-373.814,-76.625,197.656,-316.428,-61.943,216.934,62.292,1.354,1858-12-14,ACTIVE,0.724,CARVED_ROCK,13,
GPR-228,Toller Square Benchmark L,Toller,T-5,1820,19.688,417.162,2.473,37.04,472.973,-35.914,69.925,1.793,1858-08-08,ACTIVE,0.708,CARVED_ROCK,6,
GPR-229,Toller Trade Pillar M,Toller,T-5,1849,-213.907,35.633,68.774,-227.657,33.939,75.179,15.262,1.526,1858-10-22,ACTIVE,0.67,STONE_PILLAR,1,
GPR-230,Toller Arcade Pillar N,Toller,T-6,1844,-104.207,378.958,138.103,-105.702,364.996,134.255,14.559,0.971,1858-10-15,ACTIVE,0.638,IRON_STAKE,3,
GPR-231,Toller Trade Pillar O,Toller,T-2,1808,243.724,274.031,64.174,266.572,184.642,57.831,92.481,1.813,1858-09-18,ACTIVE,0.795,STONE_PILLAR,7,"Pre-Guild era monument, historical significance"
GPR-232,Toller Merchant Monument P,Toller,T-1,1832,-434.383,209.569,80.677,-426.492,231.884,27.67,58.052,2.15,1858-11-10,ACTIVE,0.748,BRONZE_DISC,3,
GPR-233,Toller Market Datum Q,Toller,T-4,1803,204.634,-226.023,164.701,227.66,-289.981,124.788,78.828,1.408,1858-08-01,ACTIVE,0.741,CARVED_ROCK,10,"Pre-Guild era monument, historical significance"
GPR-234,Toller Arcade Pillar R,Toller,T-5,1822,337.654,-241.34,166.174,314.64,-263.272,174.79,32.937,0.89,1858-11-07,ACTIVE,0.776,STONE_PILLAR,5,
GPR-235,Toller Commerce Stone S,Toller,T-3,1841,-479.948,280.304,153.515,-465.02,285.65,155.349,15.962,0.887,1858-10-28,ACTIVE,0.596,IRON_STAKE,2,
GPR-236,Toller Bazaar Point T,Toller,T-4,1824,-41.002,-281.791,60.429,-17.915,-266.01,14.42,53.841,1.538,1858-09-27,ACTIVE,0.833,CARVED_ROCK,6,
GPR-237,Toller Arcade Pillar U,Toller,T-3,1819,-18.262,-163.716,55.297,-51.279,-140.613,88.755,52.378,1.309,1858-11-13,ACTIVE,0.718,BRONZE_DISC,10,
GPR-238,Toller Market Datum V,Toller,T-5,1825,180.756,221.283,131.08,103.216,195.036,113.075,83.818,2.465,1858-08-07,ACTIVE,0.635,BRONZE_DISC,4,
GPR-239,Toller Commerce Stone W,Toller,T-6,1834,-24.265,440.668,71.699,-54.247,454.988,74.345,33.332,1.333,1858-09-02,ACTIVE,0.67,BRONZE_DISC,6,
GPR-240,Toller Forum Stake X,Toller,T-2,1843,154.435,-277.746,44.666,147.389,-243.476,38.982,35.446,2.215,1858-09-04,ACTIVE,0.772,CARVED_ROCK,2,
GPR-241,Toller Market Datum Y,Toller,T-6,1837,120.655,-27.78,38.909,143.423,-24.021,33.434,23.717,1.078,1858-11-23,ACTIVE,0.706,IRON_STAKE,5,
GPR-242,Toller Merchant Monument Z,Toller,T-4,1836,486.649,-356.776,172.479,466.891,-364.665,183.948,24.17,1.051,1858-12-17,ACTIVE,0.732,CARVED_ROCK,7,
GPR-243,Toller Commerce Stone A,Toller,T-2,1836,-10.423,263.569,17.608,9.92,248.847,53.065,43.449,1.889,1858-12-22,ACTIVE,0.682,BRONZE_DISC,4,
GPR-244,Toller Market Datum B,Toller,T-3,1848,-309.423,176.748,125.337,-301.14,170.086,117.396,13.269,1.206,1858-08-03,ACTIVE,0.742,CARVED_ROCK,2,
GPR-245,Toller Market Datum C,Toller,T-3,1818,20.288,24.118,86.733,-28.026,89.574,86.085,81.358,1.984,1858-11-19,ACTIVE,0.691,IRON_STAKE,5,
GPR-246,Pell Safety Pillar,Pell,P-1,1814,484.88,-288.81,4.383,383.075,-231.778,43.842,123.182,2.737,1858-07-21,ACTIVE,0.594,STONE_PILLAR,10,
GPR-247,Pell Dens Observation Point,Pell,P-5,1803,153.568,-480.258,137.95,23.104,-428.744,124.002,140.958,2.517,1858-07-07,ACTIVE,0.523,BRONZE_DISC,8,"Backup reference maintained 200 units north; Pre-Guild era monument, historical significance"
GPR-248,Pell Flux Monitor,Pell,P-6,1833,105.634,-362.836,166.131,126.415,-399.148,147.798,45.678,1.757,1858-11-11,ACTIVE,0.543,STONE_PILLAR,4,
GPR-249,Pell Boundary Stake,Pell,P-2,1822,-204.649,-460.594,99.271,-141.558,-485.269,63.054,76.818,2.076,1858-12-03,ACTIVE,0.616,BRONZE_DISC,5,
GPR-250,Pell Border Watch,Pell,P-1,1849,223.564,-398.71,51.178,246.131,-408.129,50.354,24.468,2.447,1858-01-08,DEPRECATED,0.484,IRON_STAKE,0,
GPR-251,Pell Containment Stone,Pell,P-7,1843,238.54,-405.002,151.641,260.409,-394.852,141.405,26.192,1.637,1858-09-10,ACTIVE,0.59,STONE_PILLAR,2,Periodic flux interference affects measurements
GPR-252,Pell Containment Stone,Pell,P-7,1821,-99.222,462.31,54.367,-28.745,522.583,69.324,93.934,2.472,1858-12-03,ACTIVE,0.674,STONE_PILLAR,10,
GPR-253,Pell Border Watch,Pell,P-1,1826,-17.325,68.943,87.633,63.094,101.022,139.856,101.111,3.064,1858-11-28,ACTIVE,0.711,CARVED_ROCK,6,
GPR-254,Pell Safety Pillar,Pell,P-4,1802,154.974,-487.64,173.666,258.655,-392.406,114.933,152.541,2.676,1858-10-06,ACTIVE,0.704,STONE_PILLAR,10,"Pre-Guild era monument, historical significance"
GPR-255,Pell Limit Benchmark,Pell,P-1,1827,-251.423,-154.251,135.259,-183.51,-142.563,184.115,84.472,2.64,1858-07-20,ACTIVE,0.505,BRONZE_DISC,4,
GPR-256,Pell Warning Monument,Pell,P-7,1831,-425.135,-8.352,48.178,-522.452,-68.366,63.687,115.381,4.121,1858-11-01,ACTIVE,0.618,CARVED_ROCK,8,
GPR-257,Pell Warning Monument L,Pell,P-1,1854,-183.938,480.671,149.048,-185.728,472.069,149.503,8.798,1.76,1858-07-30,ACTIVE,0.608,IRON_STAKE,0,
GPR-258,Pell Boundary Stake M,Pell,P-2,1841,450.355,-136.658,10.855,431.149,-111.289,36.109,40.623,2.257,1858-07-16,ACTIVE,0.58,BRONZE_DISC,3,
GPR-259,Pell Peripheral Datum N,Pell,P-1,1821,133.661,299.913,109.538,62.178,371.977,108.85,101.506,2.671,1858-09-18,ACTIVE,0.607,IRON_STAKE,10,
GPR-260,Pell Flux Monitor O,Pell,P-7,1825,324.554,-309.421,67.587,210.427,-275.89,89.247,120.907,3.556,1858-09-07,ACTIVE,0.546,STONE_PILLAR,6,
GPR-261,Pell Border Watch P,Pell,P-4,1800,-451.428,435.308,167.763,-448.387,589.041,108.85,164.662,2.791,1858-11-29,ACTIVE,0.566,IRON_STAKE,16,"Pre-Guild era monument, historical significance"
GPR-262,Pell Containment Stone Q,Pell,P-5,1824,108.994,192.516,49.648,58.247,126.046,98.863,97.034,2.772,1856-10-27,DEPRECATED,0.491,IRON_STAKE,2,
GPR-263,Pell Boundary Stake R,Pell,P-7,1820,435.512,132.583,40.178,337.963,60.52,80.324,127.753,3.276,1858-07-18,ACTIVE,0.672,BRONZE_DISC,4,Monument subject to reality distortion effects
GPR-264,Pell Containment Stone S,Pell,P-5,1830,442.674,210.124,134.849,454.004,336.277,121.879,127.324,4.39,1858-03-18,DEPRECATED,0.47,IRON_STAKE,3,Periodic flux interference affects measurements
GPR-265,Pell Edge Marker T,Pell,P-7,1850,-213.384,-249.439,167.876,-230.154,-228.68,148.734,32.842,3.649,1858-12-05,ACTIVE,0.677,STONE_PILLAR,1,
GPR-266,Pell Peripheral Datum U,Pell,P-6,1841,-262.405,284.307,159.764,-245.878,327.156,154.116,46.271,2.571,1858-07-09,ACTIVE,0.63,IRON_STAKE,3,
GPR-267,Pell Edge Marker V,Pell,P-2,1839,360.445,-56.936,45.11,414.745,-91.209,56.561,65.225,3.261,1858-11-11,ACTIVE,0.684,CARVED_ROCK,2,
GPR-268,Pell Warning Monument W,Pell,P-2,1843,462.475,235.079,23.871,446.771,218.317,11.817,25.94,1.621,1858-12-30,ACTIVE,0.683,STONE_PILLAR,3,
GPR-269,Pell Dens Observation Point X,Pell,P-2,1820,273.661,125.367,168.628,349.563,138.499,112.715,95.183,2.441,1858-08-19,ACTIVE,0.588,IRON_STAKE,9,Periodic flux interference affects measurements
GPR-270,Pell Border Watch Y,Pell,P-4,1834,-408.054,-278.802,42.671,-435.344,-333.999,67.437,66.369,2.655,1858-08-10,ACTIVE,0.558,IRON_STAKE,3,
GPR-271,Pell Flux Monitor Z,Pell,P-6,1822,404.496,113.701,124.226,496.19,23.759,228.686,165.557,4.475,1858-09-24,ACTIVE,0.628,IRON_STAKE,8,
GPR-272,Pell Boundary Stake A,Pell,P-7,1849,302.817,-54.443,8.77,265.026,-52.735,36.313,46.793,4.679,1856-05-05,DEPRECATED,0.496,IRON_STAKE,0,Periodic flux interference affects measurements
GPR-273,Pell Peripheral Datum B,Pell,P-7,1843,-396.073,37.754,140.549,-340.115,67.554,185.256,77.576,4.849,1858-11-22,ACTIVE,0.594,IRON_STAKE,5,
GPR-274,Pell Flux Monitor C,Pell,P-1,1803,-248.092,-429.558,164.324,-414.559,-517.641,78.221,207.083,3.698,1858-09-23,ACTIVE,0.583,STONE_PILLAR,8,"Pre-Guild era monument, historical significance"
GPR-275,Pell Flux Monitor D,Pell,P-7,1847,200.882,-427.411,185.61,217.993,-439.258,173.279,24.191,2.016,1858-09-10,ACTIVE,0.598,IRON_STAKE,2,
GPR-276,Pell Warning Monument E,Pell,P-2,1834,246.754,296.77,169.893,271.783,259.064,206.022,57.909,2.316,1858-07-19,ACTIVE,0.706,STONE_PILLAR,5,
GPR-277,Pell Boundary Stake F,Pell,P-2,1807,72.719,-105.918,109.505,13.167,-56.332,132.707,80.892,1.556,1858-07-19,ACTIVE,0.563,STONE_PILLAR,7,"Dens proximity requires monthly verification; Pre-Guild era monument, historical significance"
GPR-278,Pell Limit Benchmark G,Pell,P-7,1816,-318.642,299.66,170.45,-213.722,419.612,165.75,159.433,3.708,1858-10-18,ACTIVE,0.627,STONE_PILLAR,6,Dens proximity requires monthly verification
GPR-279,Pell Warning Monument H,Pell,P-3,1822,155.473,-399.955,123.903,21.657,-436.2,166.623,145.07,3.921,1858-08-04,ACTIVE,0.581,STONE_PILLAR,9,
GPR-280,Pell Safety Pillar I,Pell,P-2,1800,285.66,212.199,128.168,216.988,299.964,87.008,118.797,2.014,1858-09-08,ACTIVE,0.614,STONE_PILLAR,12,"Pre-Guild era monument, historical significance"
GPR-281,Pell Flux Monitor J,Pell,P-2,1841,341.793,358.714,28.0,314.165,403.794,3.29,58.362,3.242,1858-12-27,ACTIVE,0.509,BRONZE_DISC,2,
