manuscript_id,section,text
MS-0102,4,"I want to say a word about Grigsu.

We have been opponents for forty years. We have argued in cardhouses and lecture halls, in letters and treatises, over meals and over kachot games. We have said things to each other in anger that we regretted. We have made up and fallen out and made up again.

Through it all, I have respected him. He is wrong, but he is wrong with passion and sincerity. He believes what he believes, and he has reasons for believing it. His reasons are bad reasons, but they are his reasons, arrived at through genuine thought and experience.

I think Grigsu is afraid. I think the stone-school is, at its root, a philosophy of fear. Grigsu fears that if words dissolve, then meaning is lost. He fears that if meaning is lost, then nothing matters. He fears that if nothing matters, then we are alone in a universe that does not care about us.

I understand this fear. I have felt it myself. But I have come to believe that the fear is misplaced. Dissolution is not loss. The pool is not emptiness. Meaning is not preserved in the stone-school sense, but meaning happens, again and again, every time someone speaks and someone listens. That happening is enough. That happening is everything."
MS-0102,5,"Let me end with a prediction.

The stone-school will not survive another generation. Grigsu has no students, no disciples, no successors who share his passion for stones and permanence. When he dies, the stone-school will die with him. There may be a few who remember his arguments, who can reconstruct his positions from his writings. But there will be no one who casts stones in secret, no one who fills jars with pebbles, no one who believes in the hardness of words.

The water-school will absorb the stone-school, as water absorbs everything. Grigsu's ideas will dissolve into the pool of collective meaning. They will become part of the background against which future philosophers think about language. They will influence those future philosophers, but the influence will be untraceable, indistinguishable from a thousand other influences.

This is not defeat. This is how ideas work. This is how all meaning works. The stone-school will not survive as the stone-school because nothing survives unchanged. But the stone-school will survive in another sense, dissolved into the pool, contributing to the ever-richer patterns of understanding.

I hope Grigsu can find some comfort in that. I hope he can see dissolution as continuation rather than cessation. I hope he can let go of his stones and trust the water.

But I do not expect him to. He is too far gone in permanence. He will die holding his stones, and his stones will outlast him, meaningless rocks in a jar, signifying nothing."
MS-0001,1,"ON THE ORIGIN OF WORDS IN MIRADO
By Fibon Arrel

A word is not a drop of water to dissolve into the pools the moment it leaves the mouth. That is the simple idea of a thinker like Eulr, a man I admire despite his errors. I remember Eulr from the upper galleries when I was young, watching him pace the spiraling streets with his disciples trailing behind, their sandals slapping the pristine stone. He would stop at a pool and gesture, always gesturing, as though conducting the water itself.

But Eulr had it backward.

It had seemed to me, even as a child watching from my corner of Mirado, that words were more like pebbles than drops of water. Each word came from some ancient place and stayed in that place even while it was on loan to the person who put sounds around it and tossed it through the air to somebody. The pools of Mirado do not create words. They receive them temporarily, as a person might receive a guest, and then the words return to wherever they came from.

Where do they come from? That is the question I have spent my fifty years trying to answer."
MS-0001,2,"Consider the pebble. I have never seen one with my own eyes, as none exist in Mirado where dirt is forbidden and stone is polished smooth. But I have read of them in the old books smuggled up from the desert traders, and I have dreamed of them.

A pebble is a fragment of some great original mass, rounded by use but retaining the structure of its source. It can be held, counted, passed from hand to hand. It does not dissolve. It does not evaporate. It persists.

The people of the old world, before the founders raised Mirado above the desert, walked with pouches of pebbles at their belts. When they needed to count, they drew out handfuls. One-two-three-four-five-six-seven. Each pebble distinct. Each pebble returning to the pouch when the counting was done.

What Eulr calls dissolution I call return. The word does not cease to exist when we stop speaking it. The word goes home."
MS-0001,3,"I must explain what I mean by the ancient place from which words come.

I do not mean a physical location. I do not mean some cave or vault where words are stored like gold. The ancient place is not a place at all, not in the way that Mirado is a place or the desert is a place.

The ancient place is more like a structure, a pattern, a form that exists outside of time and space. It is the place where numbers live, if you can imagine such a place. The number five does not exist in any particular location. The number five is not made of anything. And yet the number five is real, and we can use it, and when we stop using it, it returns to wherever numbers go.

Words are like numbers in this regard. Each word has a form, a structure, that exists in the ancient place. When we speak, we borrow these forms and clothe them in sound. When we stop speaking, the forms return to where they came from. The sound dissolves, yes. But the form persists.

Eulr confused the clothing with the body. He saw the sound dissolving and concluded that the word dissolved with it. But sound is not word. Sound is merely the garment that words wear when they visit us."
MS-0001,4,"The founders of Mirado understood something about words that we have forgotten.

They built this city to be clean. No dirt, no mud, no dust, no debris. The streets are polished smooth. The walls are scrubbed white. The seventy pools are crystal clear. Nothing is allowed to accumulate here. Nothing is allowed to persist in physical form.

Why did the founders do this? Eulr says it was for purity, for health, for the pristine beauty of the city. But I think there was a deeper reason. I think the founders understood that the physical world is a distraction from the eternal forms, that dirt and dust and debris anchor our attention to the temporal and prevent us from seeing the permanent.

The founders wanted Mirado to be a city of pure forms. They wanted us to live among the eternal, to think in shapes rather than substances. That is why they built the pools, those great churning reminders that nothing physical persists. Look at the water, the founders are saying. See how it flows and cycles and returns to where it came from. Now understand that everything is like this water—everything physical, everything temporal, everything that you can touch and taste and see.

But behind the physical, beneath the temporal, there are forms that do not flow. There are structures that do not cycle. There are words in the ancient place, waiting to be borrowed, waiting to go home."
MS-0001,5,"I am old now, and I have lived alone for most of my life. People find me difficult. I find them imprecise. They say words carelessly, as though words were infinite, as though words cost nothing. They do not understand that every word we speak is a loan from the ancient place, and every loan must be repaid.

I have tried to speak precisely. I have tried to use only the words I need and no more. I have tried to honor the forms by treating them with respect. This has made me unpopular. This has made me lonely. But I believe it is the right way to live.

When I die, my words will not dissolve. They will return to the ancient place from which they came. Someone else will borrow them. Someone else will clothe them in sound and send them out into the world. The forms persist. Only the speakers change.

This is the truth that neither Eulr nor the Capital philosophers understand. They think words belong to us, that we make meaning, that language is our creation. But words do not belong to us. We belong to words. We are temporary borrowers of eternal forms. We come and go like water through the pools. The forms remain."
MS-0015,1,"THE BINARY WORLD PUZZLE
By Fibon Arrel

I have invented a puzzle. It is not a puzzle in the ordinary sense, a problem to be solved and then discarded. It is a puzzle that reveals something about the nature of words and numbers.

I call it the binary world puzzle because it begins with two things: yes and no. Or, if you prefer, one and zero. Or presence and absence. Or the word and the silence that frames it.

The puzzle is this: can you describe the world using only two symbols? Can you reduce everything, every word, every meaning, every thought, to combinations of yes and no?

The answer, I have discovered, is yes. And the discovery has changed how I understand language."
MS-0015,2,"Consider how we count.

In the ordinary way, we count using ten symbols: zero through nine. When we run out of symbols, we start a new column and begin again. Ten becomes one-zero. Twenty-three becomes two-three. This seems natural to us because we have ten fingers.

But we could count differently. We could use only two symbols, zero and one, and make new columns more often. In this binary counting, two becomes one-zero. Three becomes one-one. Four becomes one-zero-zero. And so on.

This is not merely a mathematical curiosity. This is a revelation about the nature of structure. Any quantity, no matter how large, can be represented using only two symbols. The complexity is in the arrangement, not in the variety.

Now apply this insight to words."
MS-0015,3,"A word is a pattern of yes and no. This sound, not that sound. This meaning, not that meaning. Every word defines itself by what it is and what it is not, by its presence and the absence of everything else.

The binary world puzzle asks: can we decompose every word into its binary structure? Can we find the fundamental yes-and-no pattern that underlies each word in the ancient place?

I believe we can. I believe that in the ancient place, words exist as pure binary patterns, combinations of presence and absence arranged in specific structures. When we borrow a word, we borrow its pattern. When we speak a word, we translate its pattern into sound. When the word returns to the ancient place, its pattern remains, waiting to be borrowed again.

This is why words are like pebbles. A pebble is also a pattern, a specific arrangement of matter that distinguishes it from every other pebble. The pattern is what makes the pebble the pebble. If you ground the pebble to dust, the matter would remain, but the pattern would be lost.

Words are patterns that cannot be ground to dust. Words are patterns in the ancient place, eternal and unchanging, merely visited by the sounds we make."
MS-0015,4,"Eulr would object that this is mere metaphysics, speculation without evidence. He would say: show me the ancient place, show me the binary patterns, show me where words go when they return home.

But Eulr cannot show me where water goes when it dissolves into the pool. He cannot show me the moment of dissolution, the instant when a word ceases to be itself and becomes part of the collective. He speaks of dissolution as though it were a fact, but dissolution is also a metaphor, also a way of imagining what happens when words leave our mouths.

We both speak in metaphors because the truth is beyond direct observation. The question is which metaphor is more fruitful, more illuminating, more true to our experience of language.

The dissolution metaphor tells us that words are temporary, that meaning is collective, that nothing we say persists as itself. This metaphor encourages carelessness with words. If words dissolve anyway, why be precise? Why speak carefully? Why honor the forms?

The pebble metaphor tells us that words are eternal, that meaning is structural, that every word we speak is a loan that must be repaid. This metaphor encourages care with words. If words are borrowed forms, we should treat them with respect. We should speak only what we need. We should honor the ancient place that lends us its patterns."
MS-0003,1,"THE DISSOLUTION OF MEANING
By Eulr Voss

Let us begin with what everyone in Mirado knows but few have examined: a word, once spoken, cannot be recovered. It is absorbed into the whole. It joins the seventy pools and becomes indistinguishable from every other word ever uttered in our city of spiraling streets.

This is not tragedy. This is the natural order of things.

Consider what happens when you speak. Your breath shapes itself around a meaning. The air carries that shape to your listener's ear. But the shape is already dissolving as it travels. By the time it arrives, it has begun to merge with all the other shapes in the air, in the room, in the city, in the pools.

Your listener does not receive your word. Your listener receives the residue of your word mixed with the residue of every word ever spoken. Understanding is not transmission. Understanding is the recognition of patterns in dissolution."
MS-0003,2,"The founders of Mirado understood this. That is why they built the seventy pools.

Half of the pools draw water up from the great reservoir beneath the desert. Half return the water to that reservoir. The water cycles endlessly, and in that cycling it is purified. No drop remains distinct. No drop can be traced to its source. The water becomes one water.

So too with words. The seventy pools are not merely for irrigation and drinking. They are the physical manifestation of linguistic truth. When we speak, we pour our words into the collective. When we listen, we draw from that same collective. The water we drink today contains the dissolved meaning of every word spoken since the city was founded.

Those who seek to preserve words, to fix them in stone or on paper, work against the natural order. They dam the flow. They create stagnation where there should be circulation."
MS-0003,3,"My student Fibon has proposed an alternative to dissolution. He speaks of an ancient place where words reside, of borrowing and returning, of pebbles that persist when drops dissolve.

Fibon is clever. Fibon thinks clearly. But Fibon is wrong.

The ancient place is a fantasy, a wish, a consolation for those who cannot bear the truth of impermanence. Fibon wants words to persist because he fears the flow. He wants meaning to be fixed because he cannot trust the pool. He invents an eternal structure to escape the temporal process.

But there is no escape. The temporal process is all there is. The words we speak dissolve. The meanings we intend disperse. The only thing that lasts is the pool itself, the great collective, the ever-cycling flow of meaning that contains everything and preserves nothing.

Fibon's pebbles are stones thrown against the current. They sink. They disappear. They add their matter to the pool like everything else. The fantasy of persistence does not protect us from dissolution. It only delays our acceptance of the truth."
MS-0003,4,"I want to speak now about the beauty of dissolution.

The stone-school, the pebble-school, all those who resist the flow, see dissolution as loss. They mourn the word that disappears into the collective. They grieve for the meaning that cannot be recovered. They rage against the dying of the light.

But dissolution is not death. Dissolution is transformation. Dissolution is the process by which individual meaning becomes collective meaning, by which private thought becomes public resource, by which the small self joins the great self.

When I speak a word and that word dissolves, I have not lost something. I have given something. I have contributed to the pool that nourishes everyone. My word, dissolved, becomes part of the water that my neighbor drinks. My meaning, dispersed, becomes part of the understanding that my city shares.

This is beautiful. This is generous. This is the way of wisdom. The stone-carriers clutch their pebbles and call it preservation. But they preserve only themselves, only their small meanings, only their private thoughts. They do not contribute to the pool. They do not nourish the collective. They stand apart and wonder why they are alone."
MS-0003,5,"I am dying now. I can feel the dissolution beginning in my body, the slow surrender of form to flow. Soon I will be what my words have always been: part of the pool, indistinguishable from everything else, gone as a separate self but present in the whole.

I am not afraid. I have spent my life teaching dissolution, and now I will practice what I taught. My words will dissolve and I will dissolve and Mirado will continue, the pools cycling, the water flowing, the meaning accumulating in the great collective that is the only immortality any of us can hope for.

Fibon will mourn me, I think. He will speak of my words as though they were pebbles that I left behind, as though they persist in some ancient place where I have gone. Let him believe this if it comforts him. Let him imagine that his teacher lives on in eternal forms.

But the truth is simpler and more beautiful. I will dissolve. My words will dissolve. And the pool will be slightly richer for having received us."
MS-0009,1,"WORD-EVAPORATION: AN EXTENSION
By Vera Losh

My teacher Eulr spoke of dissolution, of words merging into the collective pool of meaning. But I believe he did not go far enough. Dissolution is only one way that words leave us. There is another way, less noticed, perhaps more important: evaporation.

Consider what happens to the pools of Mirado on a hot day. The water does not merely flow out through the pipes. Some of it rises into the air, becomes vapor, disappears into the sky. This water does not join the reservoir beneath the desert. This water escapes the system entirely.

So too with words. Not all words dissolve into the collective pool. Some words evaporate. They rise above the collective. They disappear into a realm beyond language. They become something that cannot be spoken, only indicated."
MS-0009,2,"What is this realm beyond language? I do not know. I am not even certain it exists. But I have experienced moments when words fail, when meaning exceeds the capacity of speech, when something rises up in me that cannot be dissolved into the pool because it was never part of the pool to begin with.

These moments come rarely. They come in silence, usually, or in the presence of great beauty, or at the edge of death. Something opens. Something rises. Something evaporates beyond the reach of the collective.

Eulr would say I am describing mysticism, private experience, incommunicable insight. He would say that anything which cannot be dissolved into the pool is not meaning at all, is not language, is not the business of philosophy. But I am not so sure.

Perhaps there are words in the evaporated realm. Perhaps there are meanings that escape dissolution, that rise above the collective, that exist in some medium other than the pool. Perhaps Fibon's ancient place is not below us but above us, not the source of our borrowing but the destination of our rising."
MS-0009,3,"I must be careful here. I do not want to abandon Eulr's teaching. I believe in dissolution. I believe in the pool. I believe that most words, most of the time, dissolve into the collective and enrich the shared meaning of our city.

But I also believe that some words escape. Some meanings rise. Some part of language transcends the pool and touches something beyond.

This is not a contradiction. Water both dissolves and evaporates. The pool both receives and releases. The cycle of meaning includes not only the horizontal flow from speaker to pool to listener, but also the vertical movement from pool to sky to something we cannot name.

I offer this extension to my teacher's doctrine not as a refutation but as a completion. Eulr described the horizontal dimension of language. I am trying to describe the vertical dimension. Together, perhaps, we approach the full truth of how words work."
MS-0010,1,"MEMORY AS ILLUSION
By Vera Losh

The stone-school claims that we remember words. They point to memory as evidence for persistence. Grigsu Haldo says: I remember what my grandmother told me, therefore her words persisted.

But what is memory?

Memory is not retrieval. Memory is not the opening of a vault where words are stored intact, waiting to be examined again. Memory is reconstruction. Memory is creation. Memory is the mind generating something new that bears a relationship to something old.

When Grigsu remembers his grandmother's words, he is not playing back a recording. He is composing a new utterance based on traces, patterns, residues left by the original. The new utterance is not the old utterance. It cannot be. The old utterance dissolved long ago into the pool of Grigsu's mind.

What Grigsu retrieves when he remembers is a reconstruction, a best guess, an approximation generated by his present mind based on patterns established by past dissolutions. He thinks he is remembering. He is actually creating."
MS-0010,2,"This is why memory is unreliable. This is why witnesses disagree. This is why old friends argue about what was said at dinner twenty years ago.

If memory were retrieval, these disagreements would be impossible. The words would be stored, unchanged, in each person's vault. When retrieved, they would match exactly. But they do not match. They never match. Every person's memory of the same event is different.

The stone-school explains this by blaming the listener. They say we misplace words, file them incorrectly, store them in the wrong vault. But this explanation fails. If words were stones, they could not be misfiled. A stone is a stone. You cannot mistake one stone for another. The fact that we routinely mistake our memories for each other's memories proves that we are not dealing with stones at all.

We are dealing with reconstructions. We are dealing with present creations based on past dissolutions. We are dealing with memory as illusion, the compelling illusion that we preserve the past when we actually generate the present."
MS-0010,3,"I do not say this to disparage memory. Memory is beautiful. Memory is powerful. Memory is one of the great gifts of the mind.

But memory is not preservation. Memory is transformation. When I remember my teacher Eulr, I do not retrieve his words from some vault. I generate new words based on the patterns his words left in my mind. These new words are mine, not his. They are shaped by my life, my experiences, my dissolutions since I heard him speak.

This is not loss. This is continuity. Eulr's words dissolved into my pool and became part of me. When I remember him, I speak from that enriched pool. I speak with his patterns and my patterns mixed together. I speak as his student, which is to say, I speak as someone he has partially become.

The stone-school wants memory to be preservation because they fear change. But change is how meaning lives. Change is how the dead speak through the living. Change is how words outlive their speakers, not by persisting unchanged, but by dissolving into new minds and being reconstructed in new forms.

Eulr is dead. But Eulr speaks every time I open my mouth. Not his exact words. Not his frozen phrases. But his patterns, transformed by mine, continuing the work of dissolution and reconstruction that is the life of language."
MS-0109,1,"CARDHOUSE DEBATES: VOLUME I
The Gilt Cardhouse, Capital
Evening of the Fifteenth Day of the Third Month, 869

Present: Grigsu Haldo, Yasho Krent, Vagabu Olt, Boffa Trent, Mink Pavar
Topic: Whether a word spoken in the Dens can be heard in the Capital

YASHO: The question is absurd on its face. Sound does not travel through marsh and stone for hundreds of miles.

GRIGSU: I did not say sound. I said word. You dissolve everything into its physical residue and then claim victory when the residue fails to perform miracles.

YASHO: And you inflate everything into metaphysics and then claim persecution when we ask for evidence.

BOFFA: Perhaps we might find a middle ground. The question seems to be whether words persist independently of their physical medium.

MINK: I have read accounts of travelers who claim to have heard voices in the Dens. Voices of the dead, some say. Voices of words spoken long ago.

GRIGSU: Exactly. The words persist. The speakers may be gone but the words remain."
MS-0109,2,"YASHO: What you describe, Mink, is echo. Sound bouncing off cave walls. Not word persistence. Sound persistence, which is a purely physical phenomenon.

GRIGSU: You cannot reduce everything to physics. The travelers describe understanding the voices. Understanding is not physics.

YASHO: Understanding is pattern recognition in a brain. The brain is physical. The patterns are physical. The recognition is physical. There is no magical word-substance hovering in the Dens waiting to be heard.

GRIGSU: [standing] What do you know about anything?

[At this point Grigsu departed the cardhouse. The remaining participants cast twelve stones in accordance with village tradition, though Yasho abstained, calling the practice superstitious. The debate was ruled incomplete by the cardhouse master.]

BAGBU: Well. That was unfortunate.

MINK: He has been troubled since his expedition. Something happened out there.

BOFFA: Something always happens out there. The Quarry changes people.

YASHO: The Quarry reveals people. It reveals who was always foolish beneath their pretense of scholarship."
MS-0110,1,"CARDHOUSE DEBATES: VOLUME II
The Gilt Cardhouse, Capital
Evening of the Third Day of the Seventh Month, 871

Present: Grigsu Haldo, Yasho Krent, Vagabu Olt
Topic: The permanence of the uttered word

YASHO: Let me put the question directly, Grigsu. You claim that words persist. Very well. Show me a word that has persisted. Show me a word that exists now unchanged from the moment it was spoken.

GRIGSU: Every word I speak persists. You hear my words now. You will remember them tomorrow.

YASHO: I hear sounds now. Tomorrow I will reconstruct something that resembles those sounds. But the words themselves, the actual vibrations in the air, the specific patterns of pressure that left your mouth, those are gone. They dissipated before you finished speaking.

GRIGSU: You confuse the vehicle with the cargo. The sounds are vehicles. The words are cargo. The vehicles dissipate. The cargo arrives.

YASHO: Then show me the cargo. Open it up. Let me inspect this word-cargo that allegedly persists independent of its vehicle."
MS-0110,2,"GRIGSU: The cargo is in your mind. You understand me. That understanding is the cargo.

YASHO: The understanding is in my mind, yes. But the understanding is mine, not yours. I generated it from the sounds you made. The understanding is a product of dissolution, of your sounds mixing with my prior knowledge and context and expectation. Nothing was transmitted. Nothing persisted. Everything was transformed.

GRIGSU: You play with words.

YASHO: Exactly. That is what words are for. They are for playing with, for manipulating, for dissolving and recombining in new ways. They are not stones to be hoarded. They are water to be shared.

BAGBU: If I may interject. Both positions have merit. Grigsu is right that we understand each other, that communication succeeds often enough to be useful. Yasho is right that the mechanism of communication is not simple transmission. Perhaps both things can be true. Perhaps words are neither pure stones nor pure water but something in between.

YASHO: Bagbu the diplomat. Always seeking middle ground where none exists.

GRIGSU: For once I agree with Yasho. There is no middle ground. Either words persist or they dissolve. Both cannot be true.

BAGBU: Very well. I withdraw my suggestion. Carry on with your warfare."
MS-0110,3,"YASHO: Grigsu, let me try a different approach. You say words persist. Do you mean that words exist independently of speakers and listeners?

GRIGSU: I mean that words have a reality that is not exhausted by any particular speaking or hearing. The word 'truth' existed before I spoke it just now. It will exist after we are all dead. It does not depend on me or on you or on any particular instance of its use.

YASHO: Ah. Now we are making progress. You are not talking about sounds persisting. You are talking about concepts persisting, about abstract entities that exist somehow outside of space and time.

GRIGSU: If you like. Yes. I am talking about the forms behind the sounds, the meanings behind the noises.

YASHO: And where do these forms exist? In what realm? By what mechanism?

GRIGSU: I do not know. But my ignorance of the mechanism does not disprove the existence. You do not know how birds fly, but you do not deny that they fly.

YASHO: Actually, we know quite a lot about how birds fly. We know about wings and air pressure and hollow bones. And precisely because we know these things, we do not attribute flight to magic or metaphysics. We explain it in terms of physical processes. I want the same for words. I want to explain communication in terms of physical processes, not in terms of mysterious forms dwelling in an unspecified realm."
MS-0110,4,"GRIGSU: Your reductionism blinds you. Not everything can be explained in terms of physical processes. Meaning cannot be weighed. Understanding cannot be measured. The things that matter most are precisely the things that escape your physical explanations.

YASHO: This is a retreat to obscurantism. When you cannot explain something, you declare it inexplicable. When you cannot measure something, you declare it immeasurable. But these declarations prove nothing except your own limitations.

GRIGSU: And your insistence on explanation proves nothing except your arrogance. Some things are beyond explanation. Some things simply are.

YASHO: Then we have reached an impasse. I will not accept mystery as an answer. You will not accept explanation as a method.

GRIGSU: Perhaps we have.

[Silence. The cardhouse master approached and asked if the debate was concluded. Yasho nodded. Grigsu cast eight stones. Bagbu cast eight stones in solidarity with Grigsu, though he later told me he was not sure why. The debate was ruled complete, with Yasho declared the winner by virtue of having the last word.]"
MS-0114,1,"THE YELLER DEBATE
The Gilt Cardhouse, Capital
Evening of the Twenty-Second Day of the Fourth Month, 878

Present: Grigsu Haldo, Yasho Krent, Vagabu Olt, Boffa Trent, Mink Pavar
Topic: The meaning of Yeller

GRIGSU: I have seen Yeller. I have watched them move on the roads of the Quarry. Five women who are one being. They do not dissolve into each other. They do not lose their distinctness. And yet they are one.

YASHO: You saw five women traveling together. That is hardly supernatural.

GRIGSU: They moved in patterns. Two, three, five. The prime numbers. They moved as though choreographed by mathematics itself.

YASHO: They moved as women move when they have traveled together for a long time. They knew each other's rhythms. There is nothing metaphysical about coordinated movement.

BOFFA: I have also seen Yeller, from a distance. I must say, Grigsu's description is accurate. There is something uncanny about their coordination. It exceeds what I would expect from mere familiarity."
MS-0114,2,"MINK: The accounts of Yeller go back generations. They are always five. They are always women. They are always described the same way: moving as one, speaking as one, seeming to share a single mind.

YASHO: Folk tales. Exaggerations. The same stories that grow in the telling from five women to five goddesses.

GRIGSU: You were not there. You did not see what I saw.

YASHO: No, I was not there. And that is precisely the problem. You bring me your subjective experience and ask me to accept it as evidence for metaphysical claims. But subjective experience proves nothing. People see what they expect to see, especially in strange places, especially when they are afraid.

GRIGSU: I was not afraid. I was fascinated.

YASHO: Fascination is also a distortion. The fascinated mind finds patterns that are not there, connections that are merely coincidental, meanings that are merely projected.

BAGBU: I was there. I saw what Grigsu saw. Five women on the road, moving in and out of shadow, watching us. Whether they were supernatural or merely unusual, I cannot say. But I saw them."
MS-0114,3,"YASHO: Bagbu, you are kind, but your testimony is not independent. You and Grigsu were together. You talked about what you saw. Your memories have contaminated each other. This is how legends grow.

GRIGSU: So nothing would convince you. No testimony, no evidence, no experience.

YASHO: I would be convinced by evidence that could not be explained by ordinary means. I would be convinced by a Yeller who appeared here, in this cardhouse, and demonstrated her unity with her sisters. I would be convinced by something that could be examined, tested, verified.

GRIGSU: Yeller does not perform for philosophers. Yeller does not submit to examination.

YASHO: Convenient.

GRIGSU: True. The truth is often inconvenient for those who demand that it conform to their methods.

MINK: Perhaps we are asking the wrong question. Perhaps the question is not whether Yeller is supernatural but what Yeller means. Even if Yeller is merely five women with unusual coordination, their existence tells us something about human possibility.

BOFFA: That is a reasonable approach. What does Yeller mean? What does their five-fold unity represent?"
MS-0114,4,"GRIGSU: Yeller means that words can become flesh. Yeller is language embodied, the primes given form, the permanent made visible.

YASHO: Yeller means that humans can achieve unusual coordination through practice and familiarity. Yeller is a traveling troupe, nothing more.

BAGBU: Yeller means that the Quarry is stranger than we imagine. Whatever they are, they belong to that place in a way that we outsiders do not.

MINK: Yeller means that some mysteries persist despite our attempts to explain them. Whether supernatural or natural, Yeller remains unexplained, and that is itself significant.

BOFFA: I think we are all partly right. Yeller is a phenomenon that exceeds our categories. She is not simply supernatural, as Grigsu claims, but she is not simply natural, as Yasho claims. She is something in between, something that our language has not yet found words for.

YASHO: Our language has not found words because there is nothing to find words for. Yeller is five women. The mystery is manufactured.

GRIGSU: The mystery is real. You refuse to see it because seeing it would require you to abandon your precious dissolution.

[The argument continued for another hour, growing more heated. Twenty-one stones were cast by the stone-school adherents present, an unusually high number. The debate was ruled incomplete, with no winner declared.]"
MS-0117,1,"ETHICS OF DOCUMENTATION
The Gilt Cardhouse, Capital
Evening of the Fourteenth Day of the First Month, 883

Present: Yasho Krent, Mink Pavar, various observers
Topic: The ethics of expedition documentation

YASHO: I have been reviewing Mink's histories of the Quarry expeditions. I find certain discrepancies between his accounts and the original expedition reports.

MINK: Discrepancies are inevitable. I synthesize multiple sources. I interpret. I contextualize.

YASHO: You also omit. You selectively quote. You present conclusions as though they were facts when they are merely your opinions.

MINK: Every historian does this. History is not a mirror of the past. History is an interpretation of the past.

YASHO: There is a difference between interpretation and distortion. Your account of the Fifth Expedition makes it seem as though the disaster was caused by the crew's incompetence. But the original reports suggest environmental factors that no one could have predicted.

MINK: The original reports were written by survivors. Survivors have an interest in blaming anyone but themselves."
MS-0117,2,"YASHO: And historians have an interest in constructing narratives that serve their purposes. What purpose does your narrative serve, Mink?

MINK: I serve the truth. I try to understand what actually happened and why.

YASHO: Do you? Or do you serve the water-school, constructing histories that support our philosophical positions?

MINK: I am not aware of doing so. If you have specific examples, I would be happy to address them.

YASHO: Very well. Your account of Grigsu's expedition in 869 says that he returned 'shaken by his encounter with the inexplicable.' But Grigsu's own report says he returned with increased conviction in the permanence of words. You have characterized his experience in a way that supports dissolution, when his own account supports persistence.

MINK: Grigsu's report was written months after his return. By then he had reconstructed his experience according to his philosophical commitments. My account tries to capture what he actually felt at the time, before his theories took over.

YASHO: How do you know what he felt at the time? Were you there?

MINK: I spoke with members of his crew. I gathered testimony.

YASHO: And you believed the crew over the expedition leader?

MINK: I weighed the evidence."
MS-0117,3,"YASHO: Mink, I am on your side philosophically. I believe in dissolution. I believe the stone-school is wrong. But I am troubled by your methods. History should not be a weapon in philosophical warfare.

MINK: History is always a weapon. Every history serves some purpose. The question is whether the purpose is good and the means are honest.

YASHO: Are your means honest?

MINK: I believe so. I do not deliberately falsify. I do not invent events that did not happen. I select and interpret, as all historians must.

YASHO: Selection is power. Interpretation is choice. You have the power to shape how future generations understand the past. That power should be used with humility.

MINK: I am humble. I acknowledge my limitations. But I also believe that some interpretations are better than others, that some truths are worth emphasizing, that history should serve the cause of understanding.

YASHO: Whose understanding? Understanding of what?

MINK: Understanding of how language works. Understanding of why the water-school is correct. Understanding of why clinging to stones is a mistake.

YASHO: Then you admit it. You write history to serve the water-school.

MINK: I write history to serve the truth. The water-school is the truth. The two cannot be separated.

[The debate continued, but Yasho's concerns were not resolved. Several observers noted that Mink seemed defensive, even evasive. Yasho produced evidence that damaged Mink's reputation, though no formal charges were brought. Seven stones were cast.]"
MS-0125,1,"THE KACHOT DISPUTE
The Gilt Cardhouse, Capital
Evening of the Ninth Day of the Third Month, 886

Present: Grigsu Haldo, Mink Pavar, various cardhouse regulars
Game: Kachot
Stakes: Twenty marks and scholarly reputation

The dispute began in the seventh round. Grigsu had accumulated a commanding lead using what he called 'the old rules' of kachot. Mink challenged a scoring sequence involving the third knot.

MINK: You cannot count the knot twice. The hook releases once.

GRIGSU: Under the old rules, the knot counts at binding and at release. Two scorings.

MINK: There are no 'old rules.' There are rules. The knot counts once.

GRIGSU: This is how we played in the villages. This is how Yasho and Boffa and I played twenty years ago in this very cardhouse.

MINK: I have been playing kachot in this cardhouse for fifteen years. I have never seen anyone count a knot twice.

GRIGSU: Because you play with swindlers who have corrupted the game. The new rules favor the cheat."
MS-0125,2,"MINK: Are you calling me a swindler?

GRIGSU: I am calling your rules illegitimate. I am calling the manner of play in this house a degradation of the true game.

MINK: And I am calling your so-called old rules an invention to cover your losses when they come. Which they will.

[At this point the cardhouse master intervened, examining the knot in question and ruling that house rules, which specify single counting, would apply. Grigsu protested.]

GRIGSU: Then I withdraw from the game. I will not play by corrupted rules.

MINK: You withdraw because you see your lead evaporating. Your precious stones are dissolving, Grigsu.

[Grigsu stood abruptly, knocking several hooks to the floor, and departed without casting stones or settling his account. The cardhouse master noted the breach of protocol. Mink was awarded the forfeit and the pot.]

MINK: [to the assembly] This is who the stone-school produces. A man who cannot lose gracefully. A man who invents rules to suit his position. Remember this when you read his treatises."
