journey_id,step_number,navigator,destination_name,current_position_x,current_position_y,destination_x,destination_y,estimated_gradient_x,estimated_gradient_y,actual_gradient_x,actual_gradient_y,gradient_error,step_size_taken,new_position_x,new_position_y,distance_to_destination,voss_confidence,destination_paradox_triggered
NAV-0017,3,Surveyor Kenth,Tripas Market,94.74,35.24,75,25,-0.9777,-0.2101,-0.8876,-0.4607,0.2663,7.13,87.77,33.75,15.48,0.69,False
NAV-0017,4,Surveyor Kenth,Tripas Market,87.77,33.75,75,25,-0.7136,-0.7005,-0.825,-0.5651,0.1753,5.1,84.13,30.17,10.49,0.79,False
NAV-0017,5,Surveyor Kenth,Tripas Market,84.13,30.17,75,25,-0.9267,-0.3758,-0.87,-0.493,0.1301,2.92,81.42,29.08,7.61,0.85,False
NAV-0017,6,Surveyor Kenth,Tripas Market,81.42,29.08,75,25,-0.7964,-0.6048,-0.8444,-0.5357,0.0842,1.84,79.96,27.96,5.78,0.9,False
NAV-0017,7,Surveyor Kenth,Tripas Market,79.96,27.96,75,25,-0.7632,-0.6462,-0.8584,-0.5129,0.1638,2.01,78.43,26.67,3.81,0.82,False
NAV-0018,1,Captain Vrell,Northern Village,20.88,145.99,-25,175,0.9571,0.2898,-0.8452,0.5344,1.8189,14.34,34.6,150.15,64.58,0.1,False
NAV-0018,2,Captain Vrell,Northern Village,34.6,150.15,-25,175,-0.9448,0.3276,-0.923,0.3848,0.0612,18.73,16.9,156.29,45.89,0.81,False
NAV-0018,3,Captain Vrell,Northern Village,16.9,156.29,-25,175,-0.6492,0.7606,-0.9131,0.4078,0.4406,15.1,7.1,167.77,32.9,0.47,False
NAV-0018,4,Captain Vrell,Northern Village,7.1,167.77,-25,175,-0.9898,0.1424,-0.9756,0.2196,0.0785,11.23,-4.02,169.37,21.72,0.86,False
NAV-0018,5,Captain Vrell,Northern Village,-4.02,169.37,-25,175,-0.8562,0.5166,-0.9659,0.259,0.2799,7.13,-10.13,173.06,15.0,0.68,False
NAV-0018,6,Captain Vrell,Northern Village,-10.13,173.06,-25,175,-0.9597,0.281,-0.9916,0.1295,0.1549,4.76,-14.7,174.4,10.32,0.82,False
NAV-0018,7,Captain Vrell,Northern Village,-14.7,174.4,-25,175,-0.9989,-0.0459,-0.9983,0.0584,0.1043,2.84,-17.53,174.27,7.5,0.88,False
NAV-0018,8,Captain Vrell,Northern Village,-17.53,174.27,-25,175,-0.9888,0.1495,-0.9952,0.0977,0.0522,2.51,-20.02,174.64,5.0,0.93,False
NAV-0019,1,Senna Grell,Northern Village,83.93,213.1,-25,175,-0.9743,-0.2252,-0.9439,-0.3302,0.1093,16.99,67.38,209.28,98.54,0.66,False
NAV-0019,2,Senna Grell,Northern Village,67.38,209.28,-25,175,0.3,-0.954,-0.9375,-0.3479,1.3779,18.6,72.96,191.53,99.35,0.1,False
NAV-0019,3,Senna Grell,Northern Village,72.96,191.53,-25,175,-0.8707,-0.4918,-0.9861,-0.1664,0.3452,20.37,55.22,181.51,80.49,0.46,False
NAV-0019,4,Senna Grell,Northern Village,55.22,181.51,-25,175,-0.9624,0.2717,-0.9967,-0.0809,0.3543,20.99,35.02,187.21,61.25,0.48,False
NAV-0019,5,Senna Grell,Northern Village,35.02,187.21,-25,175,-0.999,0.0444,-0.9799,-0.1994,0.2445,15.87,19.17,187.92,46.02,0.63,False
NAV-0019,6,Senna Grell,Northern Village,19.17,187.92,-25,175,-0.9968,0.0799,-0.9598,-0.2807,0.3625,14.58,4.64,189.08,32.82,0.55,False
NAV-0019,7,Senna Grell,Northern Village,4.64,189.08,-25,175,-0.9264,-0.3766,-0.9032,-0.4292,0.0574,9.2,-3.89,185.62,23.63,0.88,False
NAV-0019,8,Senna Grell,Northern Village,-3.89,185.62,-25,175,-0.7024,-0.7118,-0.8934,-0.4492,0.3247,8.07,-9.55,179.88,16.2,0.63,False
NAV-0019,9,Senna Grell,Northern Village,-9.55,179.88,-25,175,-0.974,-0.2267,-0.9536,-0.301,0.077,4.31,-13.74,178.9,11.91,0.89,False
NAV-0019,10,Senna Grell,Northern Village,-13.74,178.9,-25,175,-0.9184,-0.3956,-0.9449,-0.3274,0.0732,4.16,-17.57,177.25,7.77,0.9,False
NAV-0019,11,Senna Grell,Northern Village,-17.57,177.25,-25,175,-0.9717,-0.2364,-0.957,-0.2901,0.0556,1.98,-19.49,176.78,5.79,0.93,False
NAV-0019,12,Senna Grell,Northern Village,-19.49,176.78,-25,175,-0.9913,-0.1316,-0.9513,-0.3082,0.181,1.63,-21.11,176.57,4.2,0.81,False
NAV-0020,1,Surveyor Kenth,Capital Archive,-126.57,18.51,0,0,0.3192,0.9477,0.9895,-0.1447,1.2816,17.44,-121.0,35.03,125.97,0.1,False
NAV-0020,2,Surveyor Kenth,Capital Archive,-121.0,35.03,0,0,0.8911,-0.4538,0.9605,-0.2781,0.1889,23.78,-99.82,24.24,102.72,0.56,False
NAV-0020,3,Surveyor Kenth,Capital Archive,-99.82,24.24,0,0,0.4796,-0.8775,0.9717,-0.236,0.8085,22.67,-88.95,4.36,89.05,0.1,False
NAV-0020,4,Surveyor Kenth,Capital Archive,-88.95,4.36,0,0,0.9955,0.0947,0.9988,-0.0489,0.1437,18.22,-70.81,6.08,71.07,0.68,False
NAV-0020,5,Surveyor Kenth,Capital Archive,-70.81,6.08,0,0,0.9334,-0.3589,0.9963,-0.0856,0.2805,17.2,-54.76,-0.09,54.76,0.58,False
NAV-0020,6,Surveyor Kenth,Capital Archive,-54.76,-0.09,0,0,0.9822,-0.188,1.0,0.0016,0.1905,13.15,-41.84,-2.56,41.92,0.7,False
NAV-0020,7,Surveyor Kenth,Capital Archive,-41.84,-2.56,0,0,0.8298,0.5581,0.9981,0.0611,0.5247,13.64,-30.52,5.05,30.93,0.39,False
NAV-0020,8,Surveyor Kenth,Capital Archive,-30.52,5.05,0,0,0.8869,-0.4619,0.9866,-0.1633,0.3147,8.23,-23.22,1.25,23.25,0.62,False
NAV-0020,9,Surveyor Kenth,Capital Archive,-23.22,1.25,0,0,0.9227,-0.3855,0.9986,-0.0538,0.3402,7.58,-16.23,-1.67,16.31,0.61,False
NAV-0020,10,Surveyor Kenth,Capital Archive,-16.23,-1.67,0,0,0.9993,0.0376,0.9947,0.1024,0.065,5.01,-11.22,-1.48,11.32,0.9,False
NAV-0020,11,Surveyor Kenth,Capital Archive,-11.22,-1.48,0,0,0.9993,-0.0383,0.9914,0.131,0.1694,2.78,-8.44,-1.59,8.59,0.81,False
NAV-0020,12,Surveyor Kenth,Capital Archive,-8.44,-1.59,0,0,0.9423,0.3348,0.9827,0.185,0.1551,2.85,-5.76,-0.64,5.79,0.83,False
NAV-0020,13,Surveyor Kenth,Capital Archive,-5.76,-0.64,0,0,0.9993,0.0366,0.994,0.1098,0.0734,1.95,-3.81,-0.56,3.85,0.92,False
NAV-0021,1,Senna Grell,Northern Village,-39.15,139.15,-25,175,0.2192,0.9757,0.3671,0.9302,0.1548,12.52,-36.41,151.37,26.24,0.77,False
NAV-0021,2,Senna Grell,Northern Village,-36.41,151.37,-25,175,0.6794,0.7338,0.4346,0.9006,0.2962,8.39,-30.7,157.53,18.38,0.65,False
NAV-0021,3,Senna Grell,Northern Village,-30.7,157.53,-25,175,0.6569,0.7539,0.3102,0.9507,0.3986,4.45,-27.78,160.88,14.39,0.56,False
NAV-0021,4,Senna Grell,Northern Village,-27.78,160.88,-25,175,-0.0004,1.0,0.1931,0.9812,0.1944,4.64,-27.78,165.52,9.88,0.78,False
NAV-0021,5,Senna Grell,Northern Village,-27.78,165.52,-25,175,0.3073,0.9516,0.2814,0.9596,0.0272,2.46,-27.03,167.86,7.43,0.95,False
NAV-0021,6,Senna Grell,Northern Village,-27.03,167.86,-25,175,0.0288,0.9996,0.2728,0.9621,0.2469,1.99,-26.97,169.85,5.52,0.74,False
NAV-0021,7,Senna Grell,Northern Village,-26.97,169.85,-25,175,0.173,0.9849,0.3569,0.9342,0.1907,1.51,-26.71,171.34,4.04,0.8,False
NAV-0022,1,Trader Mors,Tower of Mirado,-24.39,260.4,-50,200,-0.3158,-0.9488,-0.3904,-0.9206,0.0797,22.44,-31.47,239.11,43.27,0.79,False
NAV-0022,2,Trader Mors,Tower of Mirado,-31.47,239.11,-50,200,-0.6035,-0.7974,-0.4281,-0.9037,0.2051,11.77,-38.58,229.72,31.84,0.71,False
NAV-0022,3,Trader Mors,Tower of Mirado,-38.58,229.72,-50,200,-0.248,-0.9688,-0.3587,-0.9335,0.1162,10.01,-41.06,220.02,21.93,0.82,False
NAV-0022,4,Trader Mors,Tower of Mirado,-41.06,220.02,-50,200,-0.7679,-0.6406,-0.4076,-0.9132,0.4518,6.47,-46.03,215.88,16.36,0.5,False
NAV-0022,5,Trader Mors,Tower of Mirado,-46.03,215.88,-50,200,-0.2189,-0.9757,-0.2424,-0.9702,0.0241,5.47,-47.23,210.54,10.89,0.94,False
NAV-0022,6,Trader Mors,Tower of Mirado,-47.23,210.54,-50,200,-0.2419,-0.9703,-0.2542,-0.9672,0.0126,3.68,-48.12,206.97,7.22,0.97,False
NAV-0022,7,Trader Mors,Tower of Mirado,-48.12,206.97,-50,200,-0.3086,-0.9512,-0.2604,-0.9655,0.0503,2.5,-48.89,204.59,4.72,0.94,False
NAV-0023,1,Gareth Poll,Tower of Mirado,-46.12,123.09,-50,200,0.4868,0.8735,-0.0504,0.9987,0.5516,20.41,-36.18,140.92,60.68,0.29,False
NAV-0023,2,Gareth Poll,Tower of Mirado,-36.18,140.92,-50,200,-0.3962,0.9182,-0.2277,0.9737,0.1774,14.71,-42.01,154.42,46.27,0.7,False
NAV-0023,3,Gareth Poll,Tower of Mirado,-42.01,154.42,-50,200,-0.6558,0.7549,-0.1726,0.985,0.5352,13.93,-51.15,164.94,35.08,0.37,False
NAV-0023,4,Gareth Poll,Tower of Mirado,-51.15,164.94,-50,200,0.1054,0.9944,0.0327,0.9995,0.0729,11.98,-49.88,176.85,23.15,0.86,False
NAV-0023,5,Gareth Poll,Tower of Mirado,-49.88,176.85,-50,200,-0.0363,0.9993,-0.005,1.0,0.0314,7.91,-50.17,184.75,15.25,0.92,False
NAV-0023,6,Gareth Poll,Tower of Mirado,-50.17,184.75,-50,200,-0.2613,0.9653,0.0113,0.9999,0.2748,4.82,-51.43,189.4,10.69,0.69,False
NAV-0023,7,Gareth Poll,Tower of Mirado,-51.43,189.4,-50,200,0.1996,0.9799,0.1339,0.991,0.0667,3.18,-50.8,192.52,7.52,0.91,False
NAV-0023,8,Gareth Poll,Tower of Mirado,-50.8,192.52,-50,200,0.1072,0.9942,0.1059,0.9944,0.0013,2.17,-50.56,194.68,5.35,0.98,False
NAV-0023,9,Gareth Poll,Tower of Mirado,-50.56,194.68,-50,200,0.0992,0.9951,0.1053,0.9944,0.0062,1.51,-50.41,196.18,3.84,0.98,False
NAV-0024,1,Prebel Cord,Dead River Camp,142.72,146.24,180,120,0.9735,-0.2286,0.8178,-0.5756,0.3803,11.68,154.09,143.57,35.03,0.53,False
NAV-0024,2,Prebel Cord,Dead River Camp,154.09,143.57,180,120,0.7318,-0.6816,0.7398,-0.6729,0.0118,8.53,160.33,137.75,26.5,0.92,False
NAV-0024,3,Prebel Cord,Dead River Camp,160.33,137.75,180,120,0.5202,-0.854,0.7423,-0.67,0.2884,7.77,164.37,131.12,19.18,0.66,False
NAV-0024,4,Prebel Cord,Dead River Camp,164.37,131.12,180,120,0.8513,-0.5247,0.8148,-0.5797,0.066,5.14,168.75,128.42,14.06,0.9,False
NAV-0024,5,Prebel Cord,Dead River Camp,168.75,128.42,180,120,0.7735,-0.6338,0.8006,-0.5992,0.0439,3.41,171.38,126.26,10.65,0.93,False
NAV-0024,6,Prebel Cord,Dead River Camp,171.38,126.26,180,120,0.8851,-0.4654,0.8089,-0.5879,0.1442,3.07,174.1,124.83,7.62,0.83,False
NAV-0024,7,Prebel Cord,Dead River Camp,174.1,124.83,180,120,0.6638,-0.7479,0.7734,-0.6339,0.1582,2.47,175.75,122.98,5.2,0.83,False
NAV-0024,8,Prebel Cord,Dead River Camp,175.75,122.98,180,120,0.893,-0.4501,0.8188,-0.5741,0.1444,1.47,177.06,122.32,3.75,0.85,False
NAV-0025,1,Rellen Voss,Grimslew Shore,-135.83,-182.63,-100,-100,-0.1721,0.9851,0.3978,0.9175,0.5738,18.67,-139.04,-164.24,75.17,0.25,False
NAV-0025,2,Rellen Voss,Grimslew Shore,-139.04,-164.24,-100,-100,0.6774,0.7356,0.5193,0.8546,0.1978,18.77,-126.32,-150.43,56.89,0.65,False
NAV-0025,3,Rellen Voss,Grimslew Shore,-126.32,-150.43,-100,-100,0.8599,0.5105,0.4627,0.8865,0.5469,15.54,-112.96,-142.5,44.43,0.34,False
NAV-0025,4,Rellen Voss,Grimslew Shore,-112.96,-142.5,-100,-100,0.4441,0.896,0.2917,0.9565,0.164,12.38,-107.46,-131.4,32.28,0.75,False
NAV-0025,5,Rellen Voss,Grimslew Shore,-107.46,-131.4,-100,-100,0.5896,0.8077,0.2312,0.9729,0.3946,9.47,-101.88,-123.75,23.83,0.54,False
NAV-0025,6,Rellen Voss,Grimslew Shore,-101.88,-123.75,-100,-100,0.1381,0.9904,0.0788,0.9969,0.0597,7.86,-100.79,-115.97,15.99,0.89,False
NAV-0025,7,Rellen Voss,Grimslew Shore,-100.79,-115.97,-100,-100,0.1882,0.9821,0.0496,0.9988,0.1396,5.35,-99.79,-110.72,10.72,0.83,False
NAV-0025,8,Rellen Voss,Grimslew Shore,-99.79,-110.72,-100,-100,-0.1308,0.9914,-0.0199,0.9998,0.1112,3.67,-100.27,-107.08,7.09,0.87,False
NAV-0025,9,Rellen Voss,Grimslew Shore,-100.27,-107.08,-100,-100,0.0572,0.9984,0.0377,0.9993,0.0196,1.97,-100.15,-105.12,5.12,0.97,False
NAV-0025,10,Rellen Voss,Grimslew Shore,-100.15,-105.12,-100,-100,0.0871,0.9962,0.0301,0.9995,0.0571,1.82,-100.0,-103.3,3.3,0.93,False
NAV-0026,1,Jara Torval,Tripas Market,72.06,-62.62,75,25,-0.0395,0.9992,0.0335,0.9994,0.073,20.67,71.25,-41.96,67.07,0.75,False
NAV-0026,2,Jara Torval,Tripas Market,71.25,-41.96,75,25,0.1342,0.991,0.056,0.9984,0.0785,20.58,74.01,-21.57,46.58,0.79,False
NAV-0026,3,Jara Torval,Tripas Market,74.01,-21.57,75,25,0.3506,0.9365,0.0213,0.9998,0.3352,15.7,79.51,-6.87,32.19,0.57,False
NAV-0026,4,Jara Torval,Tripas Market,79.51,-6.87,75,25,0.0472,0.9989,-0.1401,0.9901,0.1875,8.83,79.93,1.95,23.57,0.75,False
NAV-0026,5,Jara Torval,Tripas Market,79.93,1.95,75,25,0.1012,0.9949,-0.209,0.9779,0.3107,6.43,80.58,8.35,17.56,0.64,False
NAV-0026,6,Jara Torval,Tripas Market,80.58,8.35,75,25,-0.18,0.9837,-0.3177,0.9482,0.1421,6.02,79.49,14.28,11.63,0.82,False
NAV-0026,7,Jara Torval,Tripas Market,79.49,14.28,75,25,-0.2004,0.9797,-0.3864,0.9223,0.1947,4.08,78.68,18.27,7.67,0.78,False
NAV-0026,8,Jara Torval,Tripas Market,78.68,18.27,75,25,-0.2928,0.9562,-0.4794,0.8776,0.2025,2.52,77.94,20.68,5.22,0.78,False
NAV-0026,9,Jara Torval,Tripas Market,77.94,20.68,75,25,-0.622,0.783,-0.5627,0.8267,0.0737,1.64,76.92,21.97,3.59,0.92,False
NAV-0027,1,Gareth Poll,Yeller Quarry,256.34,221.94,150,80,-0.7122,-0.702,-0.5996,-0.8003,0.1495,22.33,240.44,206.26,155.31,0.5,False
NAV-0027,2,Gareth Poll,Yeller Quarry,240.44,206.26,150,80,0.0103,-0.9999,-0.5823,-0.813,0.6214,18.2,240.62,188.06,141.03,0.1,False
NAV-0027,3,Gareth Poll,Yeller Quarry,240.62,188.06,150,80,0.2369,-0.9715,-0.6426,-0.7662,0.9031,23.23,246.12,165.5,128.64,0.1,False
NAV-0027,4,Gareth Poll,Yeller Quarry,246.12,165.5,150,80,-0.5393,-0.8421,-0.7472,-0.6646,0.2734,19.53,235.59,149.05,109.97,0.47,False
NAV-0027,5,Gareth Poll,Yeller Quarry,235.59,149.05,150,80,-0.4425,-0.8967,-0.7783,-0.6279,0.4302,21.29,226.17,129.95,91.09,0.35,False
NAV-0027,6,Gareth Poll,Yeller Quarry,226.17,129.95,150,80,-0.853,-0.522,-0.8362,-0.5484,0.0313,19.5,209.54,119.78,71.6,0.79,False
NAV-0027,7,Gareth Poll,Yeller Quarry,209.54,119.78,150,80,-0.8576,-0.5143,-0.8315,-0.5555,0.0487,17.35,194.66,110.85,54.28,0.81,False
NAV-0027,8,Gareth Poll,Yeller Quarry,194.66,110.85,150,80,-0.9871,0.1602,-0.8228,-0.5684,0.7468,19.38,175.53,113.95,42.48,0.14,False
NAV-0027,9,Gareth Poll,Yeller Quarry,175.53,113.95,150,80,0.1624,-0.9867,-0.601,-0.7992,0.7861,11.1,177.34,103.0,35.72,0.13,False
NAV-0027,10,Gareth Poll,Yeller Quarry,177.34,103.0,150,80,-0.7811,-0.6244,-0.7652,-0.6438,0.0251,9.82,169.66,96.87,25.91,0.9,False
NAV-0027,11,Gareth Poll,Yeller Quarry,169.66,96.87,150,80,-0.8711,-0.4911,-0.759,-0.6511,0.1953,7.09,163.49,93.38,19.0,0.75,False
NAV-0027,12,Gareth Poll,Yeller Quarry,163.49,93.38,150,80,-0.724,-0.6898,-0.7098,-0.7044,0.0204,6.53,158.76,88.88,12.47,0.94,False
NAV-0027,13,Gareth Poll,Yeller Quarry,158.76,88.88,150,80,-0.7615,-0.6481,-0.7022,-0.7119,0.0871,3.99,155.72,86.29,8.5,0.89,False
NAV-0027,14,Gareth Poll,Yeller Quarry,155.72,86.29,150,80,-0.5914,-0.8064,-0.6726,-0.7401,0.1048,2.59,154.19,84.2,5.93,0.88,False
NAV-0027,15,Gareth Poll,Yeller Quarry,154.19,84.2,150,80,-0.6717,-0.7409,-0.7056,-0.7086,0.0469,2.08,152.79,82.67,3.86,0.94,False
NAV-0028,1,Trader Mors,Tower of Mirado,-17.84,80.01,-50,200,-0.3773,0.9261,-0.2589,0.9659,0.1249,19.79,-25.3,98.34,104.62,0.63,False
NAV-0028,2,Trader Mors,Tower of Mirado,-25.3,98.34,-50,200,-0.4019,0.9157,-0.2361,0.9717,0.175,20.78,-33.65,117.36,84.24,0.62,False
NAV-0028,3,Trader Mors,Tower of Mirado,-33.65,117.36,-50,200,0.9031,0.4294,-0.1941,0.981,1.228,23.44,-12.48,127.43,81.7,0.1,False
NAV-0028,4,Trader Mors,Tower of Mirado,-12.48,127.43,-50,200,-0.8253,0.5647,-0.4592,0.8883,0.4886,21.19,-29.97,139.39,63.83,0.35,False
NAV-0028,5,Trader Mors,Tower of Mirado,-29.97,139.39,-50,200,-0.1689,0.9856,-0.3138,0.9495,0.1493,15.72,-32.63,154.89,48.34,0.72,False
NAV-0028,6,Trader Mors,Tower of Mirado,-32.63,154.89,-50,200,0.1554,0.9879,-0.3594,0.9332,0.5177,13.75,-30.49,168.47,37.08,0.39,False
NAV-0028,7,Trader Mors,Tower of Mirado,-30.49,168.47,-50,200,-0.3783,0.9257,-0.5262,0.8504,0.166,9.97,-34.26,177.7,27.29,0.76,False
NAV-0028,8,Trader Mors,Tower of Mirado,-34.26,177.7,-50,200,-0.5629,0.8265,-0.5766,0.817,0.0167,9.03,-39.34,185.16,18.27,0.93,False
NAV-0028,9,Trader Mors,Tower of Mirado,-39.34,185.16,-50,200,-0.8633,0.5047,-0.5833,0.8122,0.4159,6.42,-44.88,188.4,12.68,0.55,False
NAV-0028,10,Trader Mors,Tower of Mirado,-44.88,188.4,-50,200,-0.4259,0.9048,-0.4037,0.9149,0.0244,3.09,-46.2,191.19,9.59,0.95,False
NAV-0028,11,Trader Mors,Tower of Mirado,-46.2,191.19,-50,200,-0.4845,0.8748,-0.3965,0.918,0.098,2.95,-47.63,193.77,6.66,0.88,False
NAV-0028,12,Trader Mors,Tower of Mirado,-47.63,193.77,-50,200,-0.357,0.9341,-0.3563,0.9344,0.0007,2.13,-48.38,195.76,4.54,0.99,False
NAV-0029,1,Gareth Poll,Dead River Camp,99.48,143.77,180,120,0.9388,-0.3444,0.9591,-0.2832,0.0645,17.83,116.22,137.63,66.17,0.77,False
NAV-0029,2,Gareth Poll,Dead River Camp,116.22,137.63,180,120,0.9003,-0.4352,0.9638,-0.2665,0.1803,19.19,133.49,129.28,47.42,0.69,False
NAV-0029,3,Gareth Poll,Dead River Camp,133.49,129.28,180,120,0.7513,-0.66,0.9807,-0.1958,0.5178,15.96,145.49,118.75,34.54,0.39,False
NAV-0029,4,Gareth Poll,Dead River Camp,145.49,118.75,180,120,0.9987,0.0506,0.9993,0.0362,0.0144,9.15,154.62,119.21,25.39,0.92,False
NAV-0029,5,Gareth Poll,Dead River Camp,154.62,119.21,180,120,0.9826,-0.1858,0.9995,0.0311,0.2175,8.13,162.61,117.7,17.54,0.73,False
NAV-0029,6,Gareth Poll,Dead River Camp,162.61,117.7,180,120,0.9871,0.1602,0.9914,0.131,0.0295,5.7,168.23,118.61,11.85,0.94,False
NAV-0029,7,Gareth Poll,Dead River Camp,168.23,118.61,180,120,0.9881,0.154,0.9931,0.117,0.0374,3.38,171.57,119.13,8.48,0.94,False
NAV-0029,8,Gareth Poll,Dead River Camp,171.57,119.13,180,120,0.9914,0.1306,0.9948,0.1022,0.0286,2.23,173.78,119.42,6.25,0.95,False
NAV-0029,9,Gareth Poll,Dead River Camp,173.78,119.42,180,120,0.999,0.0443,0.9958,0.092,0.0478,1.58,175.35,119.49,4.68,0.94,False
NAV-0030,1,Rella Tarn,Dead River Camp,290.27,170.4,180,120,-0.9096,0.4156,-0.9095,-0.4157,0.8312,16.06,275.67,177.07,111.4,0.1,False
NAV-0030,2,Rella Tarn,Dead River Camp,275.67,177.07,180,120,-0.9971,0.0761,-0.8588,-0.5123,0.6044,17.55,258.17,178.4,97.58,0.17,False
NAV-0030,3,Rella Tarn,Dead River Camp,258.17,178.4,180,120,-0.6896,-0.7242,-0.8011,-0.5985,0.1679,22.22,242.84,162.31,75.76,0.64,False
NAV-0030,4,Rella Tarn,Dead River Camp,242.84,162.31,180,120,-0.9224,-0.3862,-0.8295,-0.5585,0.1957,18.45,225.82,155.18,57.77,0.65,False
NAV-0030,5,Rella Tarn,Dead River Camp,225.82,155.18,180,120,-0.7557,-0.6549,-0.7932,-0.609,0.0593,16.68,213.22,144.26,41.13,0.83,False
NAV-0030,6,Rella Tarn,Dead River Camp,213.22,144.26,180,120,-0.2768,-0.9609,-0.8076,-0.5898,0.6477,10.74,210.24,133.93,33.3,0.27,False
NAV-0030,7,Rella Tarn,Dead River Camp,210.24,133.93,180,120,-0.9815,-0.1917,-0.9082,-0.4184,0.2383,8.49,201.91,132.3,25.12,0.7,False
NAV-0030,8,Rella Tarn,Dead River Camp,201.91,132.3,180,120,-0.9637,-0.2671,-0.8719,-0.4897,0.2408,6.71,195.44,130.51,18.67,0.71,False
NAV-0030,9,Rella Tarn,Dead River Camp,195.44,130.51,180,120,-0.873,-0.4877,-0.8266,-0.5629,0.0884,5.05,191.03,128.05,13.65,0.87,False
NAV-0030,10,Rella Tarn,Dead River Camp,191.03,128.05,180,120,-0.7352,-0.6779,-0.8077,-0.5895,0.1143,4.19,187.95,125.21,9.5,0.86,False
NAV-0030,11,Rella Tarn,Dead River Camp,187.95,125.21,180,120,-0.8382,-0.5454,-0.8364,-0.5482,0.0033,2.63,185.75,123.78,6.88,0.98,False
NAV-0030,12,Rella Tarn,Dead River Camp,185.75,123.78,180,120,-0.9708,-0.2399,-0.8357,-0.5492,0.3375,2.2,183.61,123.25,4.86,0.65,False
NAV-0031,1,Vagabu Olt,Tripas Market,61.39,77.99,75,25,0.0358,-0.9994,0.2488,-0.9685,0.2153,18.22,62.04,59.78,37.12,0.68,False
NAV-0031,2,Vagabu Olt,Tripas Market,62.04,59.78,75,25,0.2327,-0.9725,0.3492,-0.937,0.1218,12.8,65.02,47.33,24.46,0.8,False
NAV-0031,3,Vagabu Olt,Tripas Market,65.02,47.33,75,25,0.4955,-0.8686,0.4082,-0.9129,0.0979,8.47,69.22,39.97,16.05,0.85,False
NAV-0031,4,Vagabu Olt,Tripas Market,69.22,39.97,75,25,0.4383,-0.8988,0.3605,-0.9328,0.0849,4.56,71.21,35.87,11.51,0.88,False
NAV-0031,5,Vagabu Olt,Tripas Market,71.21,35.87,75,25,0.2984,-0.9544,0.3289,-0.9444,0.0321,3.81,72.35,32.23,7.7,0.94,False
NAV-0031,6,Vagabu Olt,Tripas Market,72.35,32.23,75,25,0.4973,-0.8676,0.3439,-0.939,0.1692,2.5,73.6,30.06,5.25,0.82,False
NAV-0031,7,Vagabu Olt,Tripas Market,73.6,30.06,75,25,0.2439,-0.9698,0.2674,-0.9636,0.0242,1.69,74.01,28.42,3.56,0.97,False
NAV-0032,1,Jara Torval,Capital Archive,-23.02,11.61,0,0,0.8957,-0.4446,0.8929,-0.4503,0.0064,8.91,-15.04,7.65,16.87,0.94,False
