expedition_id,landmark_id,landmark_name,landmark_type,expected_bearing_deg,actual_bearing_deg,bearing_delta,expected_distance_km,actual_distance_km,distance_delta_km,visible,stable,observer_notes
141,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
141,standing_stones,Standing Stones,rock_formation,134,132.98255328068723,-1.0,67.8,68.8,1.0,True,False,normal observation
141,split_boulder,Split Boulder,rock_formation,156,156.23114418799182,0.2,89.2,88.4,-0.8,True,True,position matches records
141,denstone_approach,Denstone Approach,settlement_edge,178,175.92091526262865,-2.1,142.3,145.0,2.7,True,False,normal observation
141,moat_crossing,Moat Crossing,infrastructure,180,179.63423723012795,-0.4,187.0,185.8,-1.2,True,True,position matches records
142,gray_spire,Gray Spire,rock_formation,45,46.19666486554697,1.2,23.4,23.4,0.0,True,True,position matches records
142,twisted_grove,Twisted Grove,vegetation,78,77.14102853139144,-0.9,31.2,31.7,0.5,True,False,normal observation
142,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
142,standing_stones,Standing Stones,rock_formation,134,133.09667812278326,-0.9,67.8,69.3,1.5,True,False,normal observation
142,split_boulder,Split Boulder,rock_formation,156,154.0837524202581,-1.9,89.2,90.4,1.2,True,False,normal observation
142,denstone_approach,Denstone Approach,settlement_edge,178,175.47206608335136,-2.5,142.3,140.5,-1.8,True,False,normal observation
142,moat_crossing,Moat Crossing,infrastructure,180,176.41928276947846,-3.6,187.0,183.9,-3.1,True,False,normal observation
143,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,True,NOT FOUND - Gray Spire not visible
143,twisted_grove,Twisted Grove,vegetation,78,77.83815737561685,-0.2,31.2,31.2,0.0,True,True,position matches records
143,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
143,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,True,NOT FOUND - Standing Stones not visible
143,split_boulder,Split Boulder,rock_formation,156,157.04162039427285,1.0,89.2,90.0,0.8,True,True,position matches records
143,denstone_approach,Denstone Approach,settlement_edge,178,178.1829591958488,0.2,142.3,139.3,-3.0,True,False,normal observation
143,moat_crossing,Moat Crossing,infrastructure,180,176.8305964486533,-3.2,187.0,187.5,0.5,True,False,normal observation
144,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
144,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
144,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
144,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
144,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,True,NOT FOUND - Split Boulder not visible
144,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
144,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
145,gray_spire,Gray Spire,rock_formation,45,45.21131413533738,0.2,23.4,23.5,0.1,True,True,position matches records
145,twisted_grove,Twisted Grove,vegetation,78,77.60698960049452,-0.4,31.2,31.2,0.0,True,True,position matches records
145,dry_wash,Dry Wash,terrain,112,114.12071918610977,2.1,45.6,45.6,0.0,True,False,normal observation
145,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,False,NOT FOUND - Standing Stones not visible
145,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
145,denstone_approach,Denstone Approach,settlement_edge,178,176.7933572380272,-1.2,142.3,141.4,-0.9,True,True,position matches records
145,moat_crossing,Moat Crossing,infrastructure,180,,,187.0,,,False,False,NOT FOUND - Moat Crossing not visible
146,gradient_marker_a,Gradient Marker A,survey_stake,270,269.33269704036735,-0.7,2.0,2.0,-0.0,True,False,normal observation
146,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,True,NOT FOUND - Gradient Marker B not visible
146,dens_edge,Dens Edge,terrain,270,269.43391217823967,-0.6,14.0,14.0,0.0,True,True,position matches records
146,yeller_shack,Yeller Shack,structure,195,195.49276720746693,0.5,4.8,4.8,0.0,True,True,position matches records
147,gradient_marker_a,Gradient Marker A,survey_stake,270,269.827839853554,-0.2,2.0,2.0,0.0,True,True,position matches records
147,gradient_marker_b,Gradient Marker B,survey_stake,270,270.34230968706436,0.3,5.0,5.0,0.0,True,True,position matches records
147,dens_edge,Dens Edge,terrain,270,272.70930828926214,2.7,14.0,13.7,-0.3,True,False,normal observation
147,yeller_shack,Yeller Shack,structure,195,190.30281396640314,-4.7,4.8,4.9,0.1,True,False,normal observation
148,gray_spire,Gray Spire,rock_formation,45,47.62687974220948,2.6,23.4,23.4,-0.0,True,False,normal observation
148,twisted_grove,Twisted Grove,vegetation,78,,,31.2,,,False,False,NOT FOUND - Twisted Grove not visible
148,dry_wash,Dry Wash,terrain,112,108.68346896248663,-3.3,45.6,43.8,-1.8,True,False,normal observation
148,standing_stones,Standing Stones,rock_formation,134,135.30462388123541,1.3,67.8,68.8,1.0,True,False,normal observation
148,split_boulder,Split Boulder,rock_formation,156,156.52959756329378,0.5,89.2,88.4,-0.8,True,True,position matches records
148,denstone_approach,Denstone Approach,settlement_edge,178,,,142.3,,,False,False,NOT FOUND - Denstone Approach not visible
148,moat_crossing,Moat Crossing,infrastructure,180,183.3994535278353,3.4,187.0,184.3,-2.7,True,False,normal observation
149,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,False,NOT FOUND - Gradient Marker A not visible
149,gradient_marker_b,Gradient Marker B,survey_stake,270,270.96503665657804,1.0,5.0,5.0,-0.0,True,True,position matches records
149,dens_edge,Dens Edge,terrain,270,,,14.0,,,False,True,NOT FOUND - Dens Edge not visible
149,yeller_shack,Yeller Shack,structure,195,196.14781114161576,1.1,4.8,4.9,0.1,True,False,normal observation
150,gray_spire,Gray Spire,rock_formation,45,45.62919631484788,0.6,23.4,23.2,-0.2,True,True,position matches records
150,twisted_grove,Twisted Grove,vegetation,78,77.93334808236575,-0.1,31.2,30.7,-0.5,True,False,normal observation
150,dry_wash,Dry Wash,terrain,112,108.3550467953745,-3.6,45.6,46.1,0.5,True,False,normal observation
150,standing_stones,Standing Stones,rock_formation,134,133.10257638799402,-0.9,67.8,65.9,-1.9,True,False,normal observation
150,split_boulder,Split Boulder,rock_formation,156,155.62412394654135,-0.4,89.2,88.2,-1.0,True,False,normal observation
150,denstone_approach,Denstone Approach,settlement_edge,178,175.03816085245379,-3.0,142.3,143.8,1.5,True,False,normal observation
150,moat_crossing,Moat Crossing,infrastructure,180,180.68505254307016,0.7,187.0,188.2,1.2,True,True,position matches records
151,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
151,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
151,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
151,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
152,gray_spire,Gray Spire,rock_formation,45,44.20460190002511,-0.8,23.4,23.7,0.3,True,False,normal observation
152,twisted_grove,Twisted Grove,vegetation,78,79.53328605317006,1.5,31.2,31.4,0.2,True,True,position matches records
152,dry_wash,Dry Wash,terrain,112,112.81166411743148,0.8,45.6,45.7,0.1,True,True,position matches records
152,standing_stones,Standing Stones,rock_formation,134,134.42625977604612,0.4,67.8,68.7,0.9,True,False,normal observation
152,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
152,denstone_approach,Denstone Approach,settlement_edge,178,178.2750601331482,0.3,142.3,143.3,1.0,True,True,position matches records
152,moat_crossing,Moat Crossing,infrastructure,180,179.3796366062296,-0.6,187.0,193.1,6.1,True,False,distance significantly different (6.1km)
153,gray_spire,Gray Spire,rock_formation,45,44.37611612534032,-0.6,23.4,23.5,0.1,True,True,position matches records
153,twisted_grove,Twisted Grove,vegetation,78,,,31.2,,,False,True,NOT FOUND - Twisted Grove not visible
153,dry_wash,Dry Wash,terrain,112,109.62058915288588,-2.4,45.6,45.2,-0.4,True,False,normal observation
153,standing_stones,Standing Stones,rock_formation,134,133.95069818706634,-0.0,67.8,70.0,2.2,True,False,normal observation
153,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
153,denstone_approach,Denstone Approach,settlement_edge,178,178.0714761309979,0.1,142.3,142.5,0.2,True,True,position matches records
153,moat_crossing,Moat Crossing,infrastructure,180,179.07105014980363,-0.9,187.0,187.5,0.5,True,True,position matches records
154,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
154,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
154,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
154,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,True,NOT FOUND - Yeller Shack not visible
155,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,True,NOT FOUND - Gray Spire not visible
155,twisted_grove,Twisted Grove,vegetation,78,75.15581202781131,-2.8,31.2,31.0,-0.2,True,False,normal observation
155,dry_wash,Dry Wash,terrain,112,115.92977079766568,3.9,45.6,47.0,1.4,True,False,normal observation
155,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,False,NOT FOUND - Standing Stones not visible
155,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
155,denstone_approach,Denstone Approach,settlement_edge,178,178.66324669184198,0.7,142.3,141.7,-0.6,True,True,position matches records
155,moat_crossing,Moat Crossing,infrastructure,180,181.0890268057083,1.1,187.0,186.0,-1.0,True,True,position matches records
156,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,False,NOT FOUND - Gray Spire not visible
156,twisted_grove,Twisted Grove,vegetation,78,78.02892925879041,0.0,31.2,31.2,-0.0,True,True,position matches records
156,dry_wash,Dry Wash,terrain,112,108.44937286289283,-3.6,45.6,45.1,-0.5,True,False,normal observation
156,standing_stones,Standing Stones,rock_formation,134,133.67415874161944,-0.3,67.8,68.9,1.1,True,False,normal observation
156,split_boulder,Split Boulder,rock_formation,156,160.63017292810372,4.6,89.2,88.2,-1.0,True,False,normal observation
156,denstone_approach,Denstone Approach,settlement_edge,178,,,142.3,,,False,False,NOT FOUND - Denstone Approach not visible
156,moat_crossing,Moat Crossing,infrastructure,180,178.55740886668502,-1.4,187.0,183.5,-3.5,True,False,normal observation
157,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,False,NOT FOUND - Gray Spire not visible
157,twisted_grove,Twisted Grove,vegetation,78,77.51713538244717,-0.5,31.2,31.1,-0.1,True,True,position matches records
157,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
157,standing_stones,Standing Stones,rock_formation,134,135.84033326275934,1.8,67.8,67.7,-0.1,True,True,position matches records
157,split_boulder,Split Boulder,rock_formation,156,154.3482192832657,-1.7,89.2,89.2,0.0,True,True,position matches records
157,denstone_approach,Denstone Approach,settlement_edge,178,180.0605766841009,2.1,142.3,143.2,0.9,True,False,normal observation
157,moat_crossing,Moat Crossing,infrastructure,180,175.43131383163518,-4.6,187.0,196.2,9.2,True,False,distance significantly different (9.2km)
158,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,True,NOT FOUND - Gradient Marker A not visible
158,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,False,NOT FOUND - Gradient Marker B not visible
158,dens_edge,Dens Edge,terrain,270,269.74654810185643,-0.3,14.0,14.0,-0.0,True,True,position matches records
158,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,True,NOT FOUND - Yeller Shack not visible
159,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,False,NOT FOUND - Gray Spire not visible
159,twisted_grove,Twisted Grove,vegetation,78,79.8213517939246,1.8,31.2,31.1,-0.1,True,True,position matches records
159,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
159,standing_stones,Standing Stones,rock_formation,134,130.01150644771784,-4.0,67.8,66.6,-1.2,True,False,normal observation
159,split_boulder,Split Boulder,rock_formation,156,157.56459479746525,1.6,89.2,90.5,1.3,True,False,normal observation
159,denstone_approach,Denstone Approach,settlement_edge,178,180.76236380020845,2.8,142.3,141.7,-0.6,True,False,normal observation
159,moat_crossing,Moat Crossing,infrastructure,180,179.6403152119003,-0.4,187.0,187.0,0.0,True,True,position matches records
160,gradient_marker_a,Gradient Marker A,survey_stake,270,267.6481185661987,-2.4,2.0,2.0,-0.0,True,False,normal observation
160,gradient_marker_b,Gradient Marker B,survey_stake,270,273.1611689506437,3.2,5.0,5.1,0.1,True,False,normal observation
160,dens_edge,Dens Edge,terrain,270,,,14.0,,,False,False,NOT FOUND - Dens Edge not visible
160,yeller_shack,Yeller Shack,structure,195,188.99095818507408,-6.0,4.8,5.0,0.2,True,False,moderate bearing variance
161,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
161,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
161,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
161,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
161,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
161,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
161,moat_crossing,Moat Crossing,infrastructure,180,,,187.0,,,False,True,NOT FOUND - Moat Crossing not visible
162,gradient_marker_a,Gradient Marker A,survey_stake,270,269.9373017378101,-0.1,2.0,2.0,-0.0,True,False,normal observation
162,gradient_marker_b,Gradient Marker B,survey_stake,270,268.0407442377745,-2.0,5.0,4.9,-0.1,True,False,normal observation
162,dens_edge,Dens Edge,terrain,270,265.28776198040487,-4.7,14.0,14.1,0.1,True,False,normal observation
162,yeller_shack,Yeller Shack,structure,195,192.5014396609545,-2.5,4.8,4.9,0.1,True,False,normal observation
163,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
163,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
163,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,True,NOT FOUND - Dry Wash not visible
163,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
163,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
163,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
163,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
164,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
164,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
164,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
164,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
164,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,True,NOT FOUND - Split Boulder not visible
164,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
164,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
165,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
165,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
165,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
165,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
165,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,True,NOT FOUND - Split Boulder not visible
165,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
165,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
166,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
166,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
166,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,True,NOT FOUND - Dry Wash not visible
166,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
166,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
166,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
166,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
167,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
167,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
167,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
167,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
168,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
168,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
168,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
168,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
169,gradient_marker_a,Gradient Marker A,survey_stake,270,271.39907710745723,1.4,2.0,2.1,0.1,True,False,normal observation
169,gradient_marker_b,Gradient Marker B,survey_stake,270,268.46996760370297,-1.5,5.0,5.0,-0.0,True,True,position matches records
169,dens_edge,Dens Edge,terrain,270,267.22720611190795,-2.8,14.0,14.2,0.2,True,False,normal observation
169,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
170,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
170,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
170,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
170,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
170,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
170,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
170,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
171,gray_spire,Gray Spire,rock_formation,45,44.460879739892974,-0.5,23.4,23.3,-0.1,True,True,position matches records
171,twisted_grove,Twisted Grove,vegetation,78,75.22887733193522,-2.8,31.2,30.7,-0.5,True,False,normal observation
171,dry_wash,Dry Wash,terrain,112,115.56309056437816,3.6,45.6,45.6,0.0,True,False,normal observation
171,standing_stones,Standing Stones,rock_formation,134,135.04117718693968,1.0,67.8,67.1,-0.7,True,True,position matches records
171,split_boulder,Split Boulder,rock_formation,156,150.91207026448797,-5.1,89.2,91.4,2.2,True,False,moderate bearing variance
171,denstone_approach,Denstone Approach,settlement_edge,178,179.86950047566313,1.9,142.3,137.0,-5.3,True,False,distance significantly different (5.3km)
171,moat_crossing,Moat Crossing,infrastructure,180,180.7632346923795,0.8,187.0,192.8,5.8,True,False,distance significantly different (5.8km)
172,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0531158454093,0.1,2.0,2.0,-0.0,True,True,position matches records
172,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,True,NOT FOUND - Gradient Marker B not visible
172,dens_edge,Dens Edge,terrain,270,269.9380799671367,-0.1,14.0,14.2,0.2,True,False,normal observation
172,yeller_shack,Yeller Shack,structure,195,193.3524604222106,-1.6,4.8,4.9,0.1,True,False,normal observation
173,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,False,NOT FOUND - Gradient Marker A not visible
173,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,True,NOT FOUND - Gradient Marker B not visible
173,dens_edge,Dens Edge,terrain,270,265.8937250130123,-4.1,14.0,14.3,0.3,True,False,normal observation
173,yeller_shack,Yeller Shack,structure,195,191.62236827046473,-3.4,4.8,4.8,0.0,True,False,normal observation
174,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
174,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
174,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
174,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
175,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
175,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
175,dens_edge,Dens Edge,terrain,270,,,14.0,,,False,True,NOT FOUND - Dens Edge not visible
175,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
176,gray_spire,Gray Spire,rock_formation,45,47.440282955944355,2.4,23.4,23.3,-0.1,True,False,normal observation
176,twisted_grove,Twisted Grove,vegetation,78,76.27029822170982,-1.7,31.2,31.4,0.2,True,True,position matches records
176,dry_wash,Dry Wash,terrain,112,114.2933702363139,2.3,45.6,45.2,-0.4,True,False,normal observation
176,standing_stones,Standing Stones,rock_formation,134,133.73801449914453,-0.3,67.8,67.3,-0.5,True,True,position matches records
176,split_boulder,Split Boulder,rock_formation,156,155.9765106917146,-0.0,89.2,92.8,3.6,True,False,normal observation
176,denstone_approach,Denstone Approach,settlement_edge,178,177.2293301211162,-0.8,142.3,143.5,1.2,True,True,position matches records
176,moat_crossing,Moat Crossing,infrastructure,180,,,187.0,,,False,False,NOT FOUND - Moat Crossing not visible
177,gray_spire,Gray Spire,rock_formation,45,43.920820024435116,-1.1,23.4,23.9,0.5,True,False,normal observation
177,twisted_grove,Twisted Grove,vegetation,78,77.84618702829671,-0.2,31.2,31.6,0.4,True,False,normal observation
177,dry_wash,Dry Wash,terrain,112,113.81974978023295,1.8,45.6,45.9,0.3,True,True,position matches records
177,standing_stones,Standing Stones,rock_formation,134,132.62849005834758,-1.4,67.8,68.0,0.2,True,True,position matches records
177,split_boulder,Split Boulder,rock_formation,156,157.06806267545892,1.1,89.2,88.1,-1.1,True,False,normal observation
177,denstone_approach,Denstone Approach,settlement_edge,178,177.54704381140795,-0.5,142.3,142.5,0.2,True,True,position matches records
177,moat_crossing,Moat Crossing,infrastructure,180,179.29582241420417,-0.7,187.0,187.5,0.5,True,True,position matches records
178,gradient_marker_a,Gradient Marker A,survey_stake,270,267.6210403989132,-2.4,2.0,1.9,-0.1,True,False,normal observation
178,gradient_marker_b,Gradient Marker B,survey_stake,270,268.0772743934685,-1.9,5.0,5.0,-0.0,True,True,position matches records
178,dens_edge,Dens Edge,terrain,270,270.5585086676473,0.6,14.0,14.1,0.1,True,True,position matches records
178,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,True,NOT FOUND - Yeller Shack not visible
179,gradient_marker_a,Gradient Marker A,survey_stake,270,271.482526539602,1.5,2.0,2.0,0.0,True,True,position matches records
179,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,False,NOT FOUND - Gradient Marker B not visible
179,dens_edge,Dens Edge,terrain,270,268.4088153785536,-1.6,14.0,13.6,-0.4,True,False,normal observation
179,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
180,gray_spire,Gray Spire,rock_formation,45,44.341695260212276,-0.7,23.4,23.6,0.2,True,True,position matches records
180,twisted_grove,Twisted Grove,vegetation,78,,,31.2,,,False,False,NOT FOUND - Twisted Grove not visible
180,dry_wash,Dry Wash,terrain,112,113.02880685662517,1.0,45.6,47.2,1.6,True,False,normal observation
180,standing_stones,Standing Stones,rock_formation,134,133.65415510042624,-0.3,67.8,67.3,-0.5,True,True,position matches records
180,split_boulder,Split Boulder,rock_formation,156,156.76303723916473,0.8,89.2,86.0,-3.2,True,False,normal observation
180,denstone_approach,Denstone Approach,settlement_edge,178,178.6892171413537,0.7,142.3,140.7,-1.6,True,False,normal observation
180,moat_crossing,Moat Crossing,infrastructure,180,179.97231431618687,-0.0,187.0,188.6,1.6,True,True,position matches records
181,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,False,NOT FOUND - Gray Spire not visible
181,twisted_grove,Twisted Grove,vegetation,78,80.25607449663589,2.3,31.2,31.5,0.3,True,False,normal observation
181,dry_wash,Dry Wash,terrain,112,111.38175582446522,-0.6,45.6,45.6,-0.0,True,True,position matches records
181,standing_stones,Standing Stones,rock_formation,134,133.5496942293868,-0.5,67.8,66.8,-1.0,True,False,normal observation
181,split_boulder,Split Boulder,rock_formation,156,156.60916695576984,0.6,89.2,86.9,-2.3,True,False,normal observation
181,denstone_approach,Denstone Approach,settlement_edge,178,175.6214619371065,-2.4,142.3,143.2,0.9,True,False,normal observation
181,moat_crossing,Moat Crossing,infrastructure,180,180.53823698735627,0.5,187.0,190.9,3.9,True,False,normal observation
182,gradient_marker_a,Gradient Marker A,survey_stake,270,268.35802113877577,-1.6,2.0,2.0,-0.0,True,True,position matches records
182,gradient_marker_b,Gradient Marker B,survey_stake,270,268.4106650658307,-1.6,5.0,4.8,-0.2,True,False,normal observation
182,dens_edge,Dens Edge,terrain,270,270.52214733067177,0.5,14.0,14.2,0.2,True,False,normal observation
182,yeller_shack,Yeller Shack,structure,195,198.98635552759117,4.0,4.8,4.7,-0.1,True,False,normal observation
183,gradient_marker_a,Gradient Marker A,survey_stake,270,269.5780634590179,-0.4,2.0,2.0,-0.0,True,True,position matches records
183,gradient_marker_b,Gradient Marker B,survey_stake,270,269.9593726413742,-0.0,5.0,4.9,-0.1,True,False,normal observation
183,dens_edge,Dens Edge,terrain,270,269.23758018453486,-0.8,14.0,14.0,0.0,True,True,position matches records
183,yeller_shack,Yeller Shack,structure,195,192.47394499176605,-2.5,4.8,4.8,0.0,True,False,normal observation
184,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
184,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
184,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
184,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
184,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
184,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
