event_id,type,date,location,actors,parent,depth,details,notes,source_type,confidence
EV-843-009,archive_note,843-09-27,focal_meadow,[],EV-843-007,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-843-001,expedition_return,843-11-22,capital,"[""archon_vells""]",,0,"{""expedition_name"": ""Vells Northern Survey Final"", ""duration_days"": 45, ""landmarks_observed"": 12, ""landmarks_stable"": 7, ""instruments_functional_end"": false, ""route"": ""northern_restricted_zone"", ""outcome"": ""completed""}",Archon Vells' final documented expedition. His compass spun near Denstone; theodolite showed impossible readings. Vells retired after this expedition.,course,1.0
EV-843-003,archive_accession,843-12-07,capital,[],EV-843-001,1,"{""material_type"": ""expedition_journal""}",,cascade,1.0
EV-843-002,theory_proposed,843-12-15,capital,"[""vornis_keth""]",,0,"{""theory_name"": ""Coordinate Curvature Hypothesis"", ""claim"": ""Landmarks are stable; the observer's coordinate system is curved"", ""mechanism"": ""Non-Euclidean space distorts measurement; systematic error, not random"", ""evidence_cited"": [""instrument_correlation"", ""archive_contradictions""], ""reception"": ""controversial""}",Keth wrote: 'The surveyor assumes her coordinates are stable. But what if the coordinates themselves are curved? What if the shortest path between two points is not a straight line?',course,1.0
EV-845-001,personnel_change,845-01-15,denstone,"[""torvun_kell""]",,0,"{""change_type"": ""appointment"", ""role"": ""chief_surveyor"", ""from_position"": ""surveyor"", ""to_position"": ""chief_surveyor""}",Torvun Kell appointed Chief Surveyor. Institutes quarterly reporting system.,course,1.0
EV-845-002,theory_proposed,845-07-01,capital_archives,"[""archon_vells""]",,0,"{""theory_name"": ""persistence_taxonomy"", ""framework"": ""survival_classification"", ""categories"": [""transient"", ""recurring"", ""stable"", ""permanent"", ""terminal""], ""num_categories"": 5, ""insight"": ""Some sites more stable than others. Classify by what survives."", ""key_innovation"": ""terminal_category""}",Archon Vells proposes Persistence Taxonomy. First system to explicitly categorize terminal events. His own experience of 'invitation' at Denstone Edge (1837) informed this work.,course,1.0
EV-845-003,anomaly_observed,845-11-03,plural_site_south,"[""scholar_tenniv""]",,0,"{""title"": ""Tenniv Encounters Plural Site"", ""description"": ""Tenniv encounters site with five simultaneous presences\nin Southern Reaches. Flees before full manifestation."", ""period"": ""primary""}",Imported from SIM-003,ore,1.0
EV-845-004,investigation_launched,845-11-07,plural_site_south,[],EV-845-003,1,{},,cascade,1.0
EV-846-001,manuscript_written,846-03-15,capital,"[""scholar_tenniv"", ""scholar_grentho"", ""arbiter_welks""]",,0,"{""title"": ""The Breach and the Continuous: A Disputation"", ""description"": ""Public debate between Tenniv (Breach) and Grentho (Continuous)\nmoderated by Arbiter Welks."", ""period"": ""primary""}",Imported from SIM-004,ore,1.0
EV-846-002,archive_accession,846-05-20,capital,[],EV-846-001,1,{},,cascade,1.0
EV-847-001,policy_change,847-01-03,denstone,"[""torvun_kell""]",,0,"{""policy"": ""systematic_survey_baseline"", ""description"": ""First baseline measurements of all 42 sectors established"", ""scope"": ""all_sectors""}",Beginning of systematic data collection. Baseline established for drift analysis.,course,1.0
EV-847-014,policy_change,847-01-03,denstone,"[""torvun_kell""]",,0,"{""title"": ""Torvun Kell Begins Systematic Survey"", ""description"": ""Chief Surveyor Kell institutes quarterly reporting system.\nFirst baseline measurements of all 42 sectors."", ""period"": ""primary""}",Imported from SIM-005,ore,1.0
EV-847-002,boundary_anomaly,847-01-19,denstone_sectors.SW-6,"[""surveyor_grell"", ""torvun_kell""]",,0,"{""phenomenon"": ""breathing"", ""description"": ""Diurnal expansion/contraction documented"", ""expansion_m"": 0.15, ""contraction_m"": 0.2, ""net_loss_m"": 0.05, ""severity"": ""significant""}",SW-6 breathing phenomenon first systematically documented. Verified by Chief Surveyor Kell.,course,1.0
EV-847-015,discovery,847-01-19,denstone_sectors.SW-6,"[""surveyor_grell"", ""torvun_kell""]",,0,"{""title"": ""SW-6 Breathing Phenomenon Documented"", ""description"": ""Surveyor Grell documents diurnal expansion/contraction\nin Sector SW-6. Chief Surveyor Kell verifies."", ""period"": ""primary""}",Imported from SIM-006,ore,1.0
EV-847-005,investigation_launched,847-01-21,denstone_sectors.SW-6,[],EV-847-002,1,{},,cascade,1.0
EV-847-016,anomaly_observed,847-02-01,denstone_sectors.SE-8,"[""surveyor_korrith""]",,0,"{""title"": ""Korrith Spatial Confusion Incident"", ""description"": ""Surveyor Korrith experiences spatial confusion in SE-8.\nRescued by partner after 40 minutes."", ""period"": ""primary""}",Imported from SIM-007,ore,1.0
EV-847-020,archive_note,847-02-01,denstone_sectors.SW-6,[],EV-847-015,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-847-021,investigation_launched,847-02-05,denstone_sectors.SE-8,[],EV-847-016,1,{},,cascade,1.0
EV-847-017,anomaly_observed,847-02-07,denstone_sectors.NW-7,"[""surveyor_mench""]",,0,"{""title"": ""NW-7 Overnight Reversal"", ""description"": ""Ground refirms overnight in NW-7. Markers return to surface.\nNo explanation found."", ""period"": ""primary""}",Imported from SIM-008,ore,1.0
EV-847-007,political_shift,847-02-15,capital,"[""senator_voth""]",,0,"{""faction_from"": ""traditionalist"", ""faction_to"": ""interventionist"", ""context"": ""SW quadrant deterioration prompts aggressive containment policy"", ""vote_margin"": ""substantial""}",Interventionist faction gains control of Senate agenda. Senator Voth leads push for increased moat engineering.,course,1.0
EV-847-018,personnel_change,847-03-15,denstone_sectors.SW-3,"[""surveyor_pell""]",,0,"{""title"": ""Surveyor Pell Requests Leave"", ""description"": ""Pell requests extended leave for nervous exhaustion.\nState declined from calm to despairing over 6 weeks."", ""period"": ""primary""}",Imported from SIM-009,ore,1.0
EV-847-008,policy_change,847-03-20,capital,"[""senator_voth"", ""senate""]",,0,"{""policy"": ""sw_emergency_funding"", ""description"": ""Major budget allocation for moat engineering in SW quadrant"", ""amount_increase"": ""significant"", ""scope"": ""sw_quadrant"", ""enforcement_level"": ""aggressive""}",SW Emergency Funding authorized. Moat engineering budget spikes dramatically.,course,1.0
EV-847-010,theory_proposed,847-03-20,capital,"[""vornis_keth""]",,0,"{""theory"": ""observer_dependent_geometry"", ""claim"": ""A fearful observer sees landmarks in different positions than a calm observer"", ""evidence"": ""survey_comparison_study"", ""reception"": ""ignored""}",Keth proposes that geometry varies by observer state. Anticipates quantum measurement problem.,course,1.0
EV-847-011,crew_formed,847-04-01,western_marsh,"[""the_boss"", ""truck""]",,0,"{""crew_name"": ""Redmane Expedition"", ""crew_id"": ""CRW001"", ""leader"": ""The Boss"", ""second_in_command"": ""Truck"", ""crew_size"": 14, ""specialty"": ""deep_cave"", ""employer"": ""Independent"", ""notes"": ""Boss had red hair in maze-braid pattern; known for collecting strange creatures""}","The Boss establishes the Redmane Expedition, a deep-cave trapping crew operating in the Western Marsh. Her distinctive red hair braided in a maze pattern becomes legendary among Quarry trappers. Truck serves as her enforcer and second-in-command.",course,1.0
EV-847-009,testimony_given,847-06-15,capital,"[""torvun_kell"", ""senate""]",,0,"{""witness"": ""torvun_kell"", ""role"": ""chief_surveyor"", ""topic"": ""sw_boundary_deterioration"", ""key_claim"": ""Collapse imminent within 18 months"", ""session_type"": ""committee"", ""response"": ""noted_but_not_heeded""}",Torvun Kell warns Senate of imminent SW collapse. Warning filed but aggressive intervention continues.,course,1.0
EV-847-006,landmark_observed,847-08-03,northern_route,"[""tenniv""]",,0,"{""landmark"": ""Gray Spire"", ""phenomenon"": ""plural_site_problem"", ""description"": ""Multiple simultaneous observations produce contradictory positions"", ""bearing_variance_degrees"": 18, ""distance_variance_km"": 3.2, ""observers_count"": 3}",Tenniv documented what became known as the Plural Site Problem: simultaneous observations by multiple cartographers produced irreconcilable data. The landmark appeared to exist in multiple places at once.,course,1.0
EV-847-001,theory_proposed,847-08-10,capital,"[""pemlik_tross""]",,0,"{""theory_name"": ""constellation_theory"", ""alternative_name"": ""geometry_of_affinities"", ""claim"": ""Entities should be classified by their position in a field of attractions and repulsions, not by their intrinsic properties"", ""key_concepts"": [""signed_graph"", ""tension_field"", ""harmonic_projection"", ""spectral_clustering""], ""treatise"": ""The Geometry of Affinities"", ""reception"": ""dismissed"", ""guild_verdict"": ""philosophy masquerading as mathematics""}",Tross presents 'The Geometry of Affinities' to a skeptical Guild assembly. Traditional geometers dismiss it as 'philosophy masquerading as mathematics.' The paper is rejected for the Archive. Tross writes in his journal: 'They want coordinates. I give them constellations. They want fixed points. I give them forces.',course,1.0
EV-847-012,manuscript_written,847-11-08,dens.boundary_stations,"[""vornis_keth""]",,0,"{""title"": ""On Attractor Basins and the Collapse"", ""genre"": ""spatial_philosophy"", ""content"": ""Attractor dynamics and prediction through basin topology"", ""tradition"": ""geometric"", ""key_concept"": ""The shape admits no other possibility""}",Keth's key work connecting basin topology to prediction. Central text for Semester 1 of the masters program.,course,1.0
EV-847-003,manuscript_written,847-12-15,capital,"[""vornis_keth""]",,0,"{""title"": ""Memorandum on Accelerating Drift in the Southwest Quadrant"", ""prediction"": ""SW collapse imminent within 2-3 years"", ""methodology"": ""attractor_basin_analysis"", ""audience"": ""council_of_cartographers""}",Keth's memorandum predicting SW collapse. Council filed without response.,course,1.0
EV-847-013,archive_accession,847-12-16,dens.boundary_stations,[],EV-847-012,1,{},,cascade,1.0
EV-847-004,personnel_change,847-12-31,denstone,"[""torvun_kell""]",,0,"{""change_type"": ""retirement"", ""role"": ""chief_surveyor"", ""reason"": ""documented_accelerating_deterioration""}",Kell retires after documenting accelerating SW deterioration.,course,1.0
EV-847-019,personnel_change,847-12-31,denstone,"[""torvun_kell"", ""surveyor_orvun""]",,0,"{""title"": ""Chief Surveyor Kell Retires"", ""description"": ""Kell retires after documenting accelerating SW deterioration.\nReplaced by Orvun."", ""period"": ""primary""}",Imported from SIM-010,ore,1.0
EV-848-001,archive_accession,848-01-29,capital,[],EV-847-003,1,{},,cascade,1.0
EV-848-002,personnel_change,848-06-30,denstone,"[""surveyor_orvun""]",,0,"{""title"": ""Orvun Requests Transfer"", ""description"": ""Orvun unable to manage SW quadrant deterioration.\nRequests transfer after two quarters."", ""period"": ""primary""}",Imported from SIM-011,ore,1.0
EV-848-003,disappearance,848-11-03,dens_proper,"[""scholar_tenniv""]",,0,"{""title"": ""Tenniv Disappears"", ""description"": ""Scholar Tenniv vanishes during expedition to verify\nbreach site. Last seen entering dens proper."", ""period"": ""primary""}",Imported from SIM-012,ore,1.0
EV-848-004,investigation_launched,848-11-05,dens_proper,[],EV-848-003,1,{},,cascade,1.0
EV-848-005,archive_note,848-11-14,dens_proper,[],EV-848-003,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-849-001,infrastructure_failure,849-03-12,denstone_sectors.SW,"[""unna_krehl""]",,0,"{""infrastructure"": ""moat_section"", ""failure_type"": ""catastrophic"", ""meters_filled_overnight"": 8, ""engineers_collapsed"": 4, ""sectors_affected"": [""SW-8"", ""SW-9"", ""SW-10""]}",SW moat failure. Beginning of SW collapse. Eight meters of channel filled overnight.,course,1.0
EV-849-004,infrastructure_failure,849-03-12,perimeter_moat,"[""unna_krehl""]",,0,"{""title"": ""SW Moat Failure"", ""description"": ""Eight meters of SW moat channel fills overnight.\nFour engineers collapse from exhaustion trying to clear it.\nBeginning of SW collapse."", ""period"": ""primary""}",Imported from SIM-013,ore,1.0
EV-849-003,institutional_response,849-03-15,capital,"[""senate"", ""senator_voth""]",,0,"{""responding_to"": ""sw_moat_collapse"", ""session_type"": ""emergency"", ""response_type"": ""crisis_mobilization"", ""attendance"": ""full"", ""duration_hours"": ""extended""}",Emergency Senate session following SW moat collapse. Maximum resources deployed.,course,1.0
EV-849-002,boundary_drift,849-12-31,denstone_sectors.SW,[],,0,"{""sectors_affected"": [""SW-8"", ""SW-9"", ""SW-10""], ""meters_lost_average"": 60, ""total_meters_lost"": 180, ""classification"": ""catastrophic""}","End of 1849: Sectors SW-8, SW-9, SW-10 lost average of sixty meters that year.",course,1.0
EV-850-002,personnel_change,850-01-01,denstone,"[""thurmond_gast""]",,0,"{""change_type"": ""appointment"", ""role"": ""surveyor"", ""from_position"": ""apprentice"", ""to_position"": ""surveyor"", ""institution"": ""capital_cartographic_authority""}",Thurmond Gast begins service with the Capital Cartographic Authority.,course,1.0
EV-850-001,institutional_dissolution,850-06-01,capital,"[""senate"", ""senator_caris""]",,0,"{""institution"": ""moat_authority"", ""reason"": ""collapse_discredited_approach"", ""funds_redirected_to"": ""refugee_support"", ""political_consequence"": ""interventionist_discredited""}",Moat Authority dissolved. Funding redirected to refugee support. Reformist faction gains influence.,course,1.0
EV-851-003,manuscript_written,851-06-15,dens.boundary_stations,"[""vornis_keth""]",,0,"{""title"": ""The Resonance Calculus"", ""genre"": ""mathematical_treatise"", ""content"": ""Mathematical framework for predicting future states from present observations"", ""methodology"": ""indirect inference through resonance modes"", ""tradition"": ""geometric""}",Keth develops the full mathematical apparatus of the geometric tradition. Analog to Adaptive Resonance Theory.,course,1.0
EV-851-007,transformation,851-07-14,northern_route,"[""archon_prebel""]",,0,"{""title"": ""Prebel Philosophical Expedition"", ""description"": ""Archon Prebel conducts instrument-free expedition.\nAll landmarks stable. Yeller speaks his full name."", ""period"": ""primary""}",Imported from SIM-014,ore,1.0
EV-851-005,archive_accession,851-07-22,dens.boundary_stations,[],EV-851-003,1,{},,cascade,1.0
EV-851-001,expedition_return,851-09-14,capital,"[""prebel""]",,0,"{""expedition_name"": ""Prebel Philosophical Traverse"", ""duration_days"": 21, ""landmarks_observed"": 7, ""landmarks_stable"": 7, ""instruments_carried"": ""notebook_only"", ""route"": ""denstone_traverse"", ""outcome"": ""perfect_stability""}","The Prebel Effect: carrying only a notebook and no instruments, every landmark appeared exactly where expected. The Guild dismissed this as 'philosophical luck.' Keth called it proof of his hypothesis.",course,1.0
EV-851-004,manuscript_written,851-09-30,dens.boundary_stations,"[""vornis_keth""]",,0,"{""title"": ""Topology as Prophecy"", ""genre"": ""methodological_treatise"", ""content"": ""The shape of space determines what is possible; prediction follows from geometry"", ""tradition"": ""geometric"", ""key_claim"": ""Indirect inference through resonance modes""}",Keth's methodological synthesis. Establishes that understanding geometric structure enables prediction. Central to Semester 1's mathematical foundations.,course,1.0
EV-851-002,archive_accession,851-10-08,capital,[],EV-851-001,1,"{""material_type"": ""expedition_journal""}",,cascade,1.0
EV-851-001,death,851-11-30,western_archive,"[""pemlik_tross""]",,0,"{""cause"": ""natural"", ""age"": 53, ""birth_year"": 798, ""legacy_status"": ""unrecognized"", ""contemporary_death"": ""vornis_keth"", ""final_journal_entry"": ""The constellation is not a picture. It is a truth that was always there, waiting to be seen.""}","Pemlik Tross dies in Year 851, the same year as Vornis Keth. Neither knew the other's work. Both would remain forgotten for nearly eighty years. His private journal's final entry captures his conviction that the constellation revealed rather than constructed truth.",course,1.0
EV-851-006,archive_accession,851-12-10,dens.boundary_stations,[],EV-851-004,1,{},,cascade,1.0
EV-852-001,expedition_launch,852-06-01,denstone,"[""thurmond_gast""]",,0,"{""title"": ""Thurmond Gast First Expedition"", ""description"": ""Capital sends Gast to \""properly\"" survey Denstone.\nFull instrument kit. Markers vanish while placing them."", ""period"": ""primary""}",Imported from SIM-015,ore,1.0
EV-853-001,transformation,853-03-01,denstone,"[""thurmond_gast""]",,0,"{""title"": ""Gast Final Expedition"", ""description"": ""Gast conducts instrument-free perimeter walk.\nGround stable throughout. Returns understanding."", ""period"": ""primary""}",Imported from SIM-016,ore,1.0
EV-853-002,policy_change,853-09-01,capital,"[""thurmond_gast""]",,0,"{""title"": ""Gast Expelled from Council"", ""description"": ""Council of Cartographers rejects Gast's report.\nStrips his surveyor's license."", ""period"": ""primary""}",Imported from SIM-017,ore,1.0
EV-855-012,policy_change,855-03-01,capital_archives,"[""capital_archive_administration""]",,0,"{""policy_name"": ""decision_log_requirement"", ""scope"": ""all_field_surveyors"", ""requirement"": ""Maintain decision logs recording not merely findings but reasoning processes\u2014routes considered, classification schemes entertained, instruments chosen and why"", ""justification"": ""institutional_memory"", ""real_purpose"": ""method_capture""}","The Archive implements its most comprehensive documentation requirement yet. Field surveyors must now document their reasoning, not just their results. This policy marks the beginning of what Kellis Vorn will later call the 'Method Capture Crisis.'",course,1.0
EV-855-014,expedition_launch,855-03-01,yeller_quarry,"[""the_boss""]",,0,"{""expedition_name"": ""Redmane Expedition"", ""expedition_type"": ""creature_survey"", ""outcome"": ""disaster""}",The Boss's final expedition. Tutorial 3 mentions 'She disappeared during the Redmane Expedition.',course,1.0
EV-855-006,anomaly_observed,855-03-08,grimslew_shore,"[""captain_yuro""]",,0,"{""phenomenon"": ""unusual_glow"", ""observation_time"": ""night_watch"", ""source"": ""Grimslew depths"", ""explanation"": ""none"", ""crew_reaction"": ""unsettled"", ""investigation_status"": ""open""}","During night watch, Captain Yuro of the Grimslew Salvagers observes an unusual glow emanating from the depths of Grimslew. No explanation is found. The crew is unsettled by the phenomenon, which remains unexplained in the records.",course,1.0
EV-855-011,investigation_launched,855-03-13,grimslew_shore,[],EV-855-006,1,{},,cascade,1.0
EV-855-015,disappearance,855-03-15,yeller_quarry.deep_tunnels,"[""the_boss""]",,0,"{""circumstances"": ""Redmane Expedition disaster"", ""body_recovered"": false, ""last_known_activity"": ""creature trapping"", ""legacy"": ""trap designs still in use""}",The Boss's disappearance becomes legend. 'Her body was never recovered.' This establishes Yeller Quarry's danger and the stakes of creature work.,course,1.0
EV-855-016,investigation_launched,855-03-16,yeller_quarry.deep_tunnels,[],EV-855-015,1,{},,cascade,1.0
EV-855-001,death,855-03-18,yeller_quarry_cave,"[""truck"", ""the_boss""]",,0,"{""cause"": ""creature_attack"", ""creature"": ""maw_beast"", ""creature_id"": ""CR022"", ""circumstances"": ""Truck jumped to defend Boss from attacking creature"", ""injuries"": ""Face destroyed, unrecognizable"", ""witness"": ""Ox"", ""crew"": ""Redmane Expedition""}","During a deep cave expedition, the Redmane Expedition encounters a Maw Beast. Truck leaps to protect the Boss but is killed, his face completely destroyed by the creature. Ox drags his body from the cave. This incident marks the beginning of the Redmane disaster.",course,1.0
EV-855-002,disappearance,855-03-18,yeller_quarry_cave,"[""the_boss""]",,0,"{""circumstances"": ""Thrown by creature during attack"", ""status"": ""missing_presumed_dead"", ""creature_involved"": ""maw_beast"", ""witness_count"": 3, ""survivors_condition"": ""covered in mud and blood, psychological trauma"", ""rescue_attempt"": ""Black Yeller led Yeller group into cave""}","The Boss is thrown by the Maw Beast during the attack that killed Truck. Three men emerge from the cave covered in mud and blood, reporting her missing. She is presumed dead. Black Yeller subsequently leads her mysterious Yeller group into the cave to retrieve her, with unknown outcome.",course,1.0
EV-855-007,investigation_launched,855-03-19,yeller_quarry_cave,[],EV-855-002,1,{},,cascade,1.0
EV-855-003,creature_capture,855-03-20,central_quarry,"[""harrow"", ""ketch""]",,0,"{""creature"": ""maw_beast"", ""creature_id"": ""CR005"", ""capture_type"": ""carcass_recovery"", ""depth_m"": 55, ""significance"": ""unprecedented_find"", ""buyer"": ""Capital Archives"", ""sale_type"": ""record_sale"", ""crew"": ""Deep Tunnel Syndicate""}","Harrow's Deep Tunnel Syndicate recovers a Maw Beast carcass at 55 meters depth - an unprecedented find. The specimen is sold to the Capital Archives for a record sum. This recovery occurs just two days after the Redmane disaster, possibly the same creature or a related one.",course,1.0
EV-855-005,disappearance,855-03-25,northern_edge,[],,0,"{""subject"": ""unnamed_child"", ""pattern"": ""third_in_two_months"", ""prior_sightings"": 2, ""investigation_by"": ""Capital Security"", ""monitoring_crew"": ""Northo Boundary Watch"", ""connection_suspected"": true}",The third child disappearance in two months at the Northern Edge triggers consultation with Capital Security. The Northo Boundary Watch under Skellan and Drumm had reported multiple child sightings near the quarry boundary - children that disappeared when approached. A disturbing pattern is emerging.,course,1.0
EV-855-009,investigation_launched,855-03-26,northern_edge,[],EV-855-005,1,{},,cascade,1.0
EV-855-017,archive_note,855-03-26,yeller_quarry.deep_tunnels,[],EV-855-015,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-855-008,archive_note,855-04-01,yeller_quarry_cave,[],EV-855-002,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-855-010,archive_note,855-04-05,northern_edge,[],EV-855-005,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-855-004,crew_formed,855-04-15,western_marsh,"[""gull"", ""ox""]",,0,"{""crew_name"": ""Gull's Remnants"", ""crew_id"": ""CRW002"", ""leader"": ""Gull"", ""second_in_command"": ""Ox"", ""crew_size"": 7, ""specialty"": ""surface_trap"", ""employer"": ""The Boss (contracted)"", ""origin"": ""Redmane Expedition survivors"", ""notes"": ""Gull tells stories of the disaster to new recruits""}","After the Redmane disaster, Gull - the expedition's storyteller - forms a new crew called Gull's Remnants. Ox, the knot-tier who dragged Truck's body from the cave, serves as second-in-command. The crew works only surface traps, refusing to enter caves. Gull tells stories of the Boss and Truck to keep their memory alive.",course,1.0
EV-855-013,discovery,855-08-15,yeller_quarry.forge,"[""the_boss""]",,0,"{""discovery_type"": ""methodology"", ""subject"": ""ugly_traps"", ""description"": ""The Boss develops 'ugly traps' \u2014 unconventional but effective methods that work specifically for quarry creatures, unlike generic imported traps""}",Origin of the forge philosophy: generic tools don't work in specific domains,course,1.0
EV-858-004,expedition_launch,858-06-01,denstone,"[""dendra_coss""]",,0,"{""title"": ""Dendra Coss Arrives"", ""description"": ""Spatial naturalist Dendra Coss begins systematic\nstudy of dens phenomena."", ""period"": ""primary""}",Imported from SIM-018,ore,1.0
EV-858-001,manuscript_written,858-09-01,capital,"[""thurmond_gast""]",,0,"{""title"": ""Second Report: On the Nature of Space in the Western Territory"", ""status"": ""draft"", ""marked"": ""DRAFT - NOT FOR DISTRIBUTION"", ""key_insight"": ""Space is not a container. It is a relationship."", ""translation_type"": ""densworld_to_reality""}",Thurmond writes his translation guide. Maps Densworld phenomena to real-world concepts. Never submitted.,course,1.0
EV-858-003,archive_accession,858-11-26,capital,[],EV-858-001,1,{},,cascade,1.0
EV-858-002,archive_note,858-12-31,western_archive,"[""thurmond_gast""]",,0,"{""action"": ""personal_filing"", ""document"": ""Second Report"", ""storage"": ""locked_case"", ""intention"": ""preservation_for_future""}","Thurmond files his report in the Western Archive, behind the locked case. Never officially submitted to the Council.",course,1.0
EV-859-001,theory_proposed,859-01-01,capital_archives,"[""dendra_coss""]",,0,"{""theory_name"": ""observer_interaction_model"", ""framework"": ""behavioral_classification"", ""categories"": [""passive"", ""responsive"", ""aggressive"", ""integrative""], ""num_categories"": 4, ""key_question"": ""Does the phenomenon ignore, react to, attack, or absorb the observer?""}",Dendra Coss proposes Observer Interaction Model. Based on her systematic Gradient Zone measurements (1859). First taxonomy that frames phenomena as having agency toward observers.,course,1.0
EV-859-002,disappearance,859-06-01,unknown,"[""thurmond_gast""]",,0,"{""last_known_location"": ""capital"", ""circumstances"": ""disappeared_from_public_record"", ""investigation"": ""none""}",Thurmond Gast disappears from public record. His papers remain in the Archive.,course,1.0
EV-859-003,investigation_launched,859-06-04,unknown,[],EV-859-002,1,{},,cascade,1.0
EV-859-004,archive_note,859-06-13,unknown,[],EV-859-002,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-859-005,personnel_change,859-06-15,capital_archives,"[""vrell_tormon""]",,0,"{""change_type"": ""retirement"", ""position"": ""senior_authenticator"", ""tenure_years"": 32, ""decision_logs_available"": true, ""subsequent_use"": ""successor_training""}","Senior Authenticator Vrell Tormon retires after 32 years. The Archive has his decision logs—comprehensive records required since Year 855. This becomes the paradigmatic case of method extraction: within 36 months, authentication accuracy will drop 12%.",course,1.0
EV-859-006,discovery,859-07-12,gradient_zone,"[""dendra_coss""]",,0,"{""title"": ""Gradient Zone Quantified"", ""description"": ""Coss measures the transition zone between stable\nground and dens proper. 58-72m depending on time of day."", ""period"": ""primary""}",Imported from SIM-019,ore,1.0
EV-859-007,archive_note,859-07-24,gradient_zone,[],EV-859-006,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-860-001,commission_established,860-01-15,capital,"[""senate"", ""senator_caris""]",,0,"{""commission"": ""commission_on_historical_preservation"", ""mandate"": ""Comprehensive analysis of policy effects on 1849 collapse"", ""scope"": ""twenty_years_of_records"", ""central_question"": ""Did policies help or make things worse?""}",Commission on Historical Preservation established to investigate Senate role in the collapse.,course,1.0
EV-860-003,anomaly_observed,860-02-14,focal_meadow,"[""dendra_coss""]",,0,"{""title"": ""Coss Experiences Focal Attraction"", ""description"": ""Coss visits Focal Meadow. Experiences immobility.\nEscapes by closing eyes."", ""period"": ""primary""}",Imported from SIM-020,ore,1.0
EV-860-004,investigation_launched,860-02-20,focal_meadow,[],EV-860-003,1,{},,cascade,1.0
EV-860-002,testimony_given,860-04-20,capital,"[""unna_krehl"", ""commission_on_historical_preservation""]",,0,"{""witness"": ""unna_krehl"", ""role"": ""former_moat_engineer"", ""topic"": ""institutional_failure"", ""key_claim"": ""The moat was negotiation. The institution forgot what the moat was for."", ""session_type"": ""formal_inquiry"", ""text_excerpt"": ""The moat worked. What didn't work was everything that came after.""}",Unna Krehl's famous testimony to the Commission. Describes moat as 'negotiation' broken by institutional overreach.,course,1.0
EV-861-001,anomaly_observed,861-05-22,yeller_tract,"[""dendra_coss""]",,0,"{""title"": ""Coss Observes Plural Space"", ""description"": ""Coss sees two horizons simultaneously in Yeller Tract.\nPhenomenon lasts 12 seconds."", ""period"": ""post""}",Imported from POST-001,ore,1.0
EV-862-003,disappearance,862-04-01,deep_dens,"[""dendra_coss""]",,0,"{""title"": ""Dendra Coss Disappears"", ""description"": ""Coss attempts \""Deep Dens\"" expedition. Never returns.\nFinal entry: \""I am determined to find where it ends.\"""", ""period"": ""post""}",Imported from POST-002,ore,1.0
EV-862-001,discovery,862-04-10,capital_archives,"[""capital_archive_administration""]",,0,"{""discovery_type"": ""deskilling_effect"", ""context"": ""post_tormon_analysis"", ""accuracy_change"": -0.12, ""successors_trained"": 3, ""tacit_knowledge_lost"": true, ""method_captured"": true, ""understanding_captured"": false}","Three years after Tormon's retirement, authentication accuracy at the Archive has dropped 12%. Three junior authenticators were trained using Tormon's logs. The Archive captured the method; they lost the understanding. The tacit knowledge—things Tormon knew but couldn't document—is gone.",course,1.0
EV-862-002,archive_note,862-04-19,capital_archives,[],EV-862-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-865-001,theory_proposed,865-05-10,capital,"[""archon_prebel""]",,0,"{""theory"": ""relational_ontology"", ""claim"": ""The dens is not older than you. The dens is contemporaneous."", ""implication"": ""reality_is_participatory"", ""reception"": ""controversial""}",Archon Prebel articulates relational ontology. The dens is not given but emerges through interaction.,course,1.0
EV-870-001,policy_change,870-01-01,capital_archives,"[""archivist_dren""]",,0,"{""policy"": ""unified_archive_schema"", ""replaces"": ""observer_interaction_model"", ""categories"": [""boundary_effect"", ""substance_change"", ""observer_effect"", ""spatial_anomaly"", ""temporal_anomaly"", ""terminal_event""], ""num_categories"": 6, ""status"": ""still_in_use"", ""criticism"": ""increasingly_criticized""}",Archivist Dren implements Unified Archive Schema. Attempted synthesis of prior taxonomies. Dren discovers the paradox: extensively classified phenomena dissolve faster. Current system but under question.,course,1.0
EV-870-002,personnel_change,870-08-01,capital_archives,"[""kellis_vorn""]",,0,"{""change_type"": ""departure"", ""position"": ""archive_surveyor"", ""tenure_years"": 17, ""reason"": ""dispute_over_method_disclosure"", ""field_work_years"": ""853-870""}","Kellis Vorn leaves the Capital Archive following a dispute over method-disclosure requirements. After 17 years of field documentation work, she refuses to submit to the expanded disclosure policies. This departure marks the beginning of her theoretical work on method privacy.",course,1.0
EV-872-001,discovery,872-05-18,yeller_tract,"[""esseny_moll""]",,0,"{""title"": ""Esseny Moll Observes Hub Phenomenon"", ""description"": ""Moll spends 30 days mapping Yeller. Documents hub\nphenomenon - five merge to one every ~8 minutes."", ""period"": ""post""}",Imported from POST-003,ore,1.0
