route_id,teen_id,date,time_of_day,origin_place_id,destination_place_id,sequence_places,distance_km,risk_traffic,rumor_creature,encounter_mapmaker,got_home_safely
121,teen_amaya,2034-10-22,evening,DENSM_DENSMOK_BUS_,DENSM_SMOKELINE_IN,DENSM_DENSMOK_BUS_;DENSM_OLD_QUARRY_R;DENSM_SMOKELINE_IN,12.71,2,True,False,True
122,teen_tyli,2034-09-10,late_night,DENSM_SMOKELINE_IN,CAPIT_CITY_WALL_QU,DENSM_SMOKELINE_IN;CAPIT_CITY_WALL_QU,21.49,6,False,False,True
123,teen_amaya,2034-10-01,morning,CAPEA_MIRADO_STICK,DENSM_DENSMOK_STRI,CAPEA_MIRADO_STICK;DENSM_DENSMOK_STRI,24.1,5,True,False,True
124,teen_elise,2034-12-07,afternoon,CAPEA_CAPEAST_STRI,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_STRI;DENSM_SMOKELINE_IN,20.73,2,False,False,True
125,teen_amaya,2034-08-20,late_night,CAPEA_CAPEAST_USED,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_USED;CAPEA_DEAD_RIVER_O;DENSM_SMOKELINE_IN;CAPEA_DEAD_RIVER_O,47.18,8,False,False,True
126,teen_carla,2034-08-27,morning,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_YOUT,DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_YOUT,24.17,4,True,False,True
127,teen_elise,2034-10-25,afternoon,CAPEA_DEAD_RIVER_O,DENSM_OLD_QUARRY_R,CAPEA_DEAD_RIVER_O;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_WALM;DENSM_OLD_QUARRY_R,57.75,8,False,False,True
128,teen_amaya,2034-11-28,afternoon,CAPEA_DUSTY_SOCCER,DENSM_OLD_QUARRY_R,CAPEA_DUSTY_SOCCER;CAPIT_SENATE_SQUAR;DENSM_OLD_QUARRY_R,40.35,3,False,False,True
129,teen_amaya,2034-09-30,evening,CAPEA_RIVERSLAND_H,CAPEA_MIRADO_STICK,CAPEA_RIVERSLAND_H;CAPEA_MIRADO_STICK,8.57,8,False,False,False
130,teen_carla,2034-08-19,afternoon,DENSM_OLD_QUARRY_R,CAPIT_CITY_WALL_EA,DENSM_OLD_QUARRY_R;CAPIT_CITY_WALL_EA,14.93,3,False,False,True
131,teen_amaya,2034-11-12,afternoon,DENSM_OVERPASS_GRA,CAPIT_SENATE_SQUAR,DENSM_OVERPASS_GRA;CAPEA_CAPEAST_WALM;CAPIT_SENATE_SQUAR,40.7,6,False,False,True
132,teen_little_porn,2034-11-01,late_night,CAPEA_DUSTY_SOCCER,CAPEA_CAPEAST_USED,CAPEA_DUSTY_SOCCER;CAPIT_CITY_WALL_QU;CAPEA_CAPEAST_USED,44.86,8,False,True,True
133,teen_deshawn,2034-11-21,late_night,CAPEA_CAPEAST_STRI,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_STRI;CAPEA_RIVERSLAND_S;DENSM_OVERPASS_GRA;DENSM_OLD_QUARRY_R,26.09,6,False,False,True
134,teen_gina,2034-11-14,afternoon,DENSM_OVERPASS_GRA,CAPIT_CITY_WALL_QU,DENSM_OVERPASS_GRA;CAPEA_DEAD_RIVER_O;CAPIT_CENTRAL_ARCH;CAPIT_CITY_WALL_QU,50.07,2,False,False,True
135,teen_amaya,2034-10-22,morning,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_ARTE,DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_ARTE,23.91,8,False,False,True
136,teen_amaya,2034-09-01,afternoon,DENSM_OLD_QUARRY_R,CAPIT_CITY_WALL_QU,DENSM_OLD_QUARRY_R;CAPIT_CITY_WALL_QU,19.7,6,False,False,True
137,teen_josh,2034-11-17,evening,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_WALM;CAPIT_SENATE_SQUAR;CAPIT_INNER_TENEME;CAPEA_CAPEAST_STRI,41.69,8,True,True,True
138,teen_tyli,2034-12-03,morning,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_WALM,CAPEA_DEAD_RIVER_O;CAPEA_CAPEAST_WALM,9.33,8,False,False,True
139,teen_elise,2034-11-26,morning,CAPEA_DUSTY_SOCCER,CAPIT_CITY_WALL_EA,CAPEA_DUSTY_SOCCER;CAPIT_CITY_WALL_EA,22.66,7,False,False,True
140,teen_carla,2034-09-24,late_night,DENSM_SMOKELINE_IN,CAPEA_DUSTY_SOCCER,DENSM_SMOKELINE_IN;CAPIT_DEADRIVER_FE;CAPIT_INNER_TENEME;CAPEA_DUSTY_SOCCER,47.25,2,False,False,True
141,teen_faro,2034-10-15,evening,CAPEA_MIRADO_STICK,CAPIT_SENATE_SQUAR,CAPEA_MIRADO_STICK;CAPIT_SENATE_SQUAR,15.93,8,False,False,True
142,teen_deshawn,2034-10-14,morning,DENSM_DENSMOK_BUS_,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_BUS_;CAPIT_CAPITAL_TRAI;CAPIT_OUTER_ARCHIV,21.88,2,False,False,True
143,teen_carla,2034-08-26,evening,CAPEA_RIVERSLAND_H,DENSM_OLD_QUARRY_R,CAPEA_RIVERSLAND_H;CAPIT_CAPITAL_TRAI;DENSM_OLD_QUARRY_R,38.29,6,True,False,True
144,teen_faro,2034-09-13,evening,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_WALM;DENSM_OVERPASS_GRA;DENSM_DENSMOK_STRI,20.28,6,False,True,True
145,teen_elise,2034-08-21,late_night,CAPEA_RIVERSLAND_H,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_H;CAPIT_PAPER_BINDER;CAPIT_CAPITAL_TRAI,28.38,5,False,False,False
146,teen_gina,2034-11-22,afternoon,CAPEA_CAPEAST_ARTE,CAPIT_KACHOT_CARDH,CAPEA_CAPEAST_ARTE;CAPIT_KACHOT_CARDH,16.95,2,False,False,True
147,teen_faro,2034-08-30,morning,CAPEA_CAPEAST_WALM,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_USED;DENSM_OVERPASS_GRA;CAPEA_MIRADO_STICK,46.87,3,False,False,True
148,teen_faro,2034-11-05,morning,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_YOUT,CAPEA_DEAD_RIVER_O;CAPEA_CAPEAST_YOUT,2.7,2,True,False,True
149,teen_little_porn,2034-10-20,evening,CAPEA_CAPEAST_STRI,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_STRI;DENSM_DENSMOK_BUS_,14.23,5,False,False,True
150,teen_faro,2034-10-09,afternoon,CAPEA_RIVERSLAND_H,CAPIT_KACHOT_CARDH,CAPEA_RIVERSLAND_H;CAPIT_SENATE_SQUAR;CAPIT_KACHOT_CARDH,25.51,8,False,False,True
151,teen_little_porn,2034-09-29,evening,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_YOUT,CAPEA_MIRADO_STICK;CAPEA_CAPEAST_YOUT,5.44,3,False,False,True
152,teen_little_porn,2034-09-21,afternoon,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_ARTE,CAPEA_CAPEAST_WALM;CAPIT_CITY_WALL_EA;CAPIT_INNER_TENEME;CAPEA_CAPEAST_ARTE,38.6,4,False,False,True
153,teen_faro,2034-10-18,morning,CAPEA_CAPEAST_STRI,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_STRI;DENSM_DENSMOK_STRI;CAPEA_DEAD_RIVER_O,38.33,6,False,False,True
154,teen_little_porn,2034-10-13,morning,DENSM_DENSMOK_BUS_,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_BUS_;CAPIT_CENTRAL_ARCH;DENSM_OLD_QUARRY_R,35.97,2,False,False,True
155,teen_amaya,2034-09-10,evening,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_YOUT,DENSM_DENSMOK_STRI;CAPIT_KACHOT_CARDH;CAPIT_CENTRAL_ARCH;CAPEA_CAPEAST_YOUT,44.61,3,False,False,True
156,teen_gina,2034-10-12,late_night,CAPEA_CAPEAST_ARTE,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_ARTE;CAPIT_KACHOT_CARDH;DENSM_OVERPASS_GRA;CAPEA_CAPEAST_WALM,55.92,2,False,False,True
157,teen_deshawn,2034-11-05,evening,DENSM_OVERPASS_GRA,DENSM_SMOKELINE_IN,DENSM_OVERPASS_GRA;CAPEA_RIVERSLAND_S;DENSM_SMOKELINE_IN,45.36,2,False,False,True
158,teen_carla,2034-10-03,morning,DENSM_OVERPASS_GRA,CAPEA_RIVERSLAND_H,DENSM_OVERPASS_GRA;CAPIT_PAPER_BINDER;CAPIT_KACHOT_CARDH;CAPEA_RIVERSLAND_H,42.78,3,False,False,True
159,teen_gina,2034-08-28,evening,DENSM_SMOKELINE_IN,CAPIT_DEADRIVER_FE,DENSM_SMOKELINE_IN;CAPIT_DEADRIVER_FE;CAPEA_DUSTY_SOCCER;CAPIT_DEADRIVER_FE,60.14,3,False,False,True
160,teen_elise,2034-09-17,evening,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_ARTE,CAPEA_RIVERSLAND_S;CAPEA_CAPEAST_WALM;CAPIT_INNER_TENEME;CAPEA_CAPEAST_ARTE,58.78,7,False,False,True
161,teen_little_porn,2034-12-06,morning,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_USED,CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_USED;CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_USED,36.92,8,False,False,True
162,teen_amaya,2034-10-04,late_night,CAPEA_DUSTY_SOCCER,CAPIT_SENATE_SQUAR,CAPEA_DUSTY_SOCCER;CAPIT_CENTRAL_ARCH;CAPEA_DEAD_RIVER_O;CAPIT_SENATE_SQUAR,56.64,8,False,False,True
163,teen_faro,2034-09-02,morning,CAPEA_DUSTY_SOCCER,CAPEA_DUSTY_SOCCER,CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_HILL;CAPEA_DUSTY_SOCCER,36.29,2,False,False,True
164,teen_brent,2034-08-31,late_night,CAPEA_DEAD_RIVER_O,CAPIT_CITY_WALL_QU,CAPEA_DEAD_RIVER_O;CAPIT_PAPER_BINDER;CAPIT_CITY_WALL_QU,30.49,4,False,False,True
165,teen_tyli,2034-10-20,morning,CAPEA_DUSTY_SOCCER,CAPIT_CENTRAL_ARCH,CAPEA_DUSTY_SOCCER;CAPIT_CENTRAL_ARCH;CAPIT_CENTRAL_ARCH,23.78,2,False,False,True
166,teen_amaya,2034-09-30,late_night,CAPEA_RIVERSLAND_S,CAPIT_PAPER_BINDER,CAPEA_RIVERSLAND_S;CAPIT_PAPER_BINDER,18.25,7,False,False,True
167,teen_josh,2034-09-06,afternoon,DENSM_DENSMOK_BUS_,CAPIT_CITY_WALL_QU,DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_WALM;CAPIT_CITY_WALL_QU,33.3,6,False,False,True
168,teen_elise,2034-10-08,afternoon,CAPEA_RIVERSLAND_H,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_WALM;CAPEA_RIVERSLAND_H;CAPIT_CAPITAL_TRAI,38.93,2,False,False,False
169,teen_faro,2034-10-11,afternoon,DENSM_OVERPASS_GRA,CAPIT_KACHOT_CARDH,DENSM_OVERPASS_GRA;CAPIT_KACHOT_CARDH,19.25,7,False,False,True
170,teen_deshawn,2034-08-20,afternoon,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_WALM,CAPEA_RIVERSLAND_S;CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_WALM,44.89,5,False,False,True
171,teen_faro,2034-10-01,morning,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_WALM,CAPEA_MIRADO_STICK;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_YOUT;CAPEA_CAPEAST_WALM,42.12,4,False,False,True
172,teen_gina,2034-11-02,late_night,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_BUS_;DENSM_OVERPASS_GRA;CAPEA_RIVERSLAND_S,31.79,8,False,False,True
173,teen_elise,2034-08-26,evening,CAPEA_CAPEAST_USED,CAPIT_CITY_WALL_EA,CAPEA_CAPEAST_USED;DENSM_SMOKELINE_IN;CAPIT_SENATE_SQUAR;CAPIT_CITY_WALL_EA,46.43,4,False,False,True
174,teen_brent,2034-10-26,afternoon,DENSM_DENSMOK_BUS_,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_BUS_;CAPIT_OUTER_ARCHIV,16.03,8,False,False,True
175,teen_deshawn,2034-10-05,morning,DENSM_OLD_QUARRY_R,CAPIT_CAPITAL_TRAI,DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_ARTE;CAPIT_CAPITAL_TRAI;CAPIT_CAPITAL_TRAI,39.88,8,False,False,True
176,teen_little_porn,2034-11-18,afternoon,DENSM_DENSMOK_HILL,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_HILL;CAPEA_CAPEAST_ARTE;CAPIT_CITY_WALL_EA;CAPEA_RIVERSLAND_S,59.55,4,False,False,True
177,teen_faro,2034-11-19,morning,CAPEA_RIVERSLAND_S,DENSM_SMOKELINE_IN,CAPEA_RIVERSLAND_S;CAPIT_SENATE_SQUAR;DENSM_SMOKELINE_IN,48.32,2,False,False,True
178,teen_deshawn,2034-09-27,morning,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_STRI,CAPEA_RIVERSLAND_S;CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_STRI,38.44,7,True,False,True
179,teen_faro,2034-10-02,late_night,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_USED,DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_YOUT;CAPEA_CAPEAST_USED;CAPEA_CAPEAST_USED,26.09,5,False,False,True
180,teen_little_porn,2034-11-21,afternoon,DENSM_DENSMOK_HILL,CAPEA_MIRADO_STICK,DENSM_DENSMOK_HILL;CAPIT_CAPITAL_TRAI;CAPEA_CAPEAST_STRI;CAPEA_MIRADO_STICK,44.19,8,False,False,True
181,teen_amaya,2034-10-29,evening,CAPEA_CAPEAST_USED,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_USED;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_STRI;DENSM_OLD_QUARRY_R,70.45,3,False,False,False
182,teen_faro,2034-10-09,late_night,DENSM_DENSMOK_HILL,CAPEA_DUSTY_SOCCER,DENSM_DENSMOK_HILL;CAPEA_DUSTY_SOCCER,15.28,8,False,False,True
183,teen_amaya,2034-11-27,evening,CAPEA_CAPEAST_ARTE,CAPIT_PAPER_BINDER,CAPEA_CAPEAST_ARTE;CAPIT_PAPER_BINDER,18.13,2,False,False,True
184,teen_gina,2034-08-24,evening,DENSM_SMOKELINE_IN,DENSM_DENSMOK_HILL,DENSM_SMOKELINE_IN;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_HILL,46.0,6,False,False,True
185,teen_deshawn,2034-11-03,afternoon,DENSM_DENSMOK_BUS_,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_BUS_;DENSM_OLD_QUARRY_R,8.01,4,True,False,True
186,teen_brent,2034-10-04,afternoon,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_STRI,CAPEA_RIVERSLAND_S;DENSM_DENSMOK_STRI,21.99,8,False,False,True
187,teen_carla,2034-08-17,morning,DENSM_OLD_QUARRY_R,CAPIT_CITY_WALL_QU,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_HILL;CAPIT_SENATE_SQUAR;CAPIT_CITY_WALL_QU,32.32,2,False,False,True
188,teen_josh,2034-11-21,evening,CAPEA_CAPEAST_YOUT,CAPIT_CITY_WALL_QU,CAPEA_CAPEAST_YOUT;DENSM_DENSMOK_BUS_;CAPEA_RIVERSLAND_S;CAPIT_CITY_WALL_QU,62.99,3,False,False,True
189,teen_carla,2034-09-29,afternoon,CAPEA_CAPEAST_YOUT,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_YOUT;CAPEA_RIVERSLAND_S;CAPIT_CAPITAL_TRAI,22.19,2,False,False,True
190,teen_little_porn,2034-11-09,morning,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_STRI,5.18,3,False,False,True
191,teen_carla,2034-08-31,late_night,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_WALM,DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_WALM,18.73,2,False,False,True
192,teen_gina,2034-08-21,afternoon,CAPEA_RIVERSLAND_S,CAPEA_DUSTY_SOCCER,CAPEA_RIVERSLAND_S;CAPEA_DUSTY_SOCCER,2.55,5,False,False,True
193,teen_deshawn,2034-09-19,evening,DENSM_DENSMOK_BUS_,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_USED;CAPIT_KACHOT_CARDH,33.01,2,False,False,True
194,teen_elise,2034-11-17,late_night,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_YOUT,CAPEA_RIVERSLAND_S;CAPEA_CAPEAST_YOUT,11.07,2,True,False,True
195,teen_elise,2034-12-07,afternoon,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_ARTE;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_STRI,44.42,3,False,False,True
196,teen_gina,2034-10-10,afternoon,CAPEA_CAPEAST_STRI,DENSM_OVERPASS_GRA,CAPEA_CAPEAST_STRI;CAPIT_CITY_WALL_EA;CAPIT_OUTER_ARCHIV;DENSM_OVERPASS_GRA,38.61,6,False,False,False
197,teen_amaya,2034-10-27,late_night,CAPEA_MIRADO_STICK,DENSM_DENSMOK_HILL,CAPEA_MIRADO_STICK;CAPEA_RIVERSLAND_H;DENSM_DENSMOK_HILL,30.12,7,False,False,True
198,teen_josh,2034-10-12,late_night,CAPEA_MIRADO_STICK,CAPIT_KACHOT_CARDH,CAPEA_MIRADO_STICK;CAPIT_INNER_TENEME;CAPIT_KACHOT_CARDH,29.93,5,False,False,True
199,teen_tyli,2034-09-30,morning,CAPEA_DUSTY_SOCCER,DENSM_OVERPASS_GRA,CAPEA_DUSTY_SOCCER;DENSM_OVERPASS_GRA,21.25,3,False,False,True
200,teen_little_porn,2034-08-26,late_night,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_STRI,DENSM_SMOKELINE_IN;CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_STRI,31.85,5,False,False,True
201,teen_little_porn,2034-11-16,morning,CAPEA_CAPEAST_USED,CAPEA_CAPEAST_YOUT,CAPEA_CAPEAST_USED;CAPEA_CAPEAST_YOUT,1.8,6,True,False,True
202,teen_gina,2034-08-20,evening,DENSM_DENSMOK_STRI,CAPIT_SENATE_SQUAR,DENSM_DENSMOK_STRI;CAPIT_PAPER_BINDER;CAPIT_SENATE_SQUAR;CAPIT_SENATE_SQUAR,31.89,2,False,False,True
203,teen_carla,2034-11-25,morning,CAPEA_CAPEAST_STRI,DENSM_OVERPASS_GRA,CAPEA_CAPEAST_STRI;CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_BUS_;DENSM_OVERPASS_GRA,32.55,7,False,False,True
204,teen_brent,2034-11-05,afternoon,CAPEA_DUSTY_SOCCER,DENSM_DENSMOK_STRI,CAPEA_DUSTY_SOCCER;CAPEA_RIVERSLAND_S;DENSM_DENSMOK_HILL;DENSM_DENSMOK_STRI,29.52,2,False,False,True
205,teen_elise,2034-11-26,morning,CAPEA_DUSTY_SOCCER,DENSM_SMOKELINE_IN,CAPEA_DUSTY_SOCCER;CAPEA_RIVERSLAND_S;DENSM_SMOKELINE_IN,26.17,3,False,False,True
206,teen_amaya,2034-10-23,afternoon,DENSM_OLD_QUARRY_R,DENSM_OLD_QUARRY_R,DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_USED;DENSM_OLD_QUARRY_R,33.04,6,True,False,True
207,teen_elise,2034-11-01,late_night,DENSM_OVERPASS_GRA,CAPEA_RIVERSLAND_S,DENSM_OVERPASS_GRA;CAPIT_DEADRIVER_FE;CAPIT_CITY_WALL_QU;CAPEA_RIVERSLAND_S,45.59,8,False,False,True
208,teen_gina,2034-09-09,late_night,CAPEA_CAPEAST_YOUT,CAPIT_KACHOT_CARDH,CAPEA_CAPEAST_YOUT;CAPIT_DEADRIVER_FE;DENSM_OVERPASS_GRA;CAPIT_KACHOT_CARDH,55.36,7,False,False,True
209,teen_tyli,2034-11-12,evening,CAPEA_MIRADO_STICK,DENSM_DENSMOK_STRI,CAPEA_MIRADO_STICK;DENSM_SMOKELINE_IN;DENSM_DENSMOK_STRI,26.01,7,False,True,True
210,teen_little_porn,2034-09-19,afternoon,CAPEA_RIVERSLAND_S,CAPIT_PAPER_BINDER,CAPEA_RIVERSLAND_S;DENSM_DENSMOK_HILL;CAPIT_PAPER_BINDER,32.96,6,False,False,True
211,teen_carla,2034-11-28,evening,CAPEA_CAPEAST_ARTE,DENSM_OVERPASS_GRA,CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_STRI;DENSM_OVERPASS_GRA;DENSM_OVERPASS_GRA,42.12,8,False,False,True
212,teen_amaya,2034-10-23,morning,DENSM_OLD_QUARRY_R,DENSM_OVERPASS_GRA,DENSM_OLD_QUARRY_R;DENSM_OVERPASS_GRA,3.87,7,False,False,True
213,teen_carla,2034-11-15,late_night,CAPEA_DUSTY_SOCCER,CAPIT_CITY_WALL_EA,CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_HILL;CAPIT_CITY_WALL_EA,36.17,5,False,False,True
214,teen_carla,2034-10-21,evening,DENSM_DENSMOK_BUS_,DENSM_OVERPASS_GRA,DENSM_DENSMOK_BUS_;CAPIT_KACHOT_CARDH;CAPIT_SENATE_SQUAR;DENSM_OVERPASS_GRA,42.05,2,False,False,True
215,teen_deshawn,2034-12-01,evening,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_WALM;CAPEA_RIVERSLAND_S;DENSM_DENSMOK_HILL,26.66,4,False,False,True
216,teen_josh,2034-12-05,morning,DENSM_DENSMOK_HILL,CAPIT_INNER_TENEME,DENSM_DENSMOK_HILL;CAPEA_DUSTY_SOCCER;DENSM_SMOKELINE_IN;CAPIT_INNER_TENEME,53.58,7,False,False,True
217,teen_josh,2034-11-30,evening,DENSM_DENSMOK_STRI,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_STRI;CAPIT_DEADRIVER_FE;CAPIT_KACHOT_CARDH,19.2,2,False,False,True
218,teen_little_porn,2034-09-30,afternoon,DENSM_DENSMOK_BUS_,DENSM_OVERPASS_GRA,DENSM_DENSMOK_BUS_;CAPIT_DEADRIVER_FE;DENSM_DENSMOK_HILL;DENSM_OVERPASS_GRA,46.69,5,False,False,False
219,teen_gina,2034-09-18,afternoon,DENSM_DENSMOK_BUS_,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_BUS_;CAPIT_OUTER_ARCHIV,17.12,8,False,False,True
220,teen_elise,2034-10-03,morning,CAPEA_CAPEAST_WALM,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_YOUT;CAPEA_RIVERSLAND_S,16.92,3,False,False,True
221,teen_amaya,2034-12-01,evening,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_HILL,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_HILL,11.29,6,False,False,True
222,teen_tyli,2034-09-25,late_night,DENSM_DENSMOK_STRI,DENSM_DENSMOK_STRI,DENSM_DENSMOK_STRI;CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_STRI,33.13,5,False,False,True
223,teen_brent,2034-10-23,evening,DENSM_SMOKELINE_IN,CAPIT_SENATE_SQUAR,DENSM_SMOKELINE_IN;CAPIT_OUTER_ARCHIV;CAPIT_SENATE_SQUAR,34.37,4,False,False,True
224,teen_faro,2034-08-31,evening,DENSM_DENSMOK_HILL,CAPIT_CITY_WALL_EA,DENSM_DENSMOK_HILL;CAPIT_CITY_WALL_EA,22.94,5,False,True,True
225,teen_tyli,2034-12-05,morning,CAPEA_CAPEAST_YOUT,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_YOUT;CAPIT_KACHOT_CARDH;DENSM_DENSMOK_BUS_,34.62,7,False,False,True
226,teen_josh,2034-11-25,evening,CAPEA_RIVERSLAND_S,CAPIT_CITY_WALL_QU,CAPEA_RIVERSLAND_S;CAPIT_CITY_WALL_QU,14.06,4,False,False,True
227,teen_deshawn,2034-10-25,afternoon,CAPEA_CAPEAST_WALM,CAPIT_CITY_WALL_EA,CAPEA_CAPEAST_WALM;DENSM_DENSMOK_BUS_;CAPIT_CITY_WALL_EA,40.7,6,False,False,True
228,teen_elise,2034-09-02,late_night,CAPEA_RIVERSLAND_S,DENSM_OLD_QUARRY_R,CAPEA_RIVERSLAND_S;CAPEA_CAPEAST_WALM;DENSM_OLD_QUARRY_R,26.95,5,False,False,True
229,teen_tyli,2034-08-31,evening,CAPEA_RIVERSLAND_H,CAPIT_KACHOT_CARDH,CAPEA_RIVERSLAND_H;DENSM_OVERPASS_GRA;CAPEA_CAPEAST_STRI;CAPIT_KACHOT_CARDH,50.2,2,False,False,True
230,teen_faro,2034-11-26,morning,CAPEA_DUSTY_SOCCER,CAPEA_RIVERSLAND_S,CAPEA_DUSTY_SOCCER;CAPEA_RIVERSLAND_S,10.2,3,False,False,True
231,teen_tyli,2034-11-03,evening,CAPEA_DUSTY_SOCCER,DENSM_DENSMOK_BUS_,CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_BUS_,18.15,2,False,False,True
232,teen_elise,2034-09-04,afternoon,CAPEA_DUSTY_SOCCER,CAPIT_KACHOT_CARDH,CAPEA_DUSTY_SOCCER;CAPEA_RIVERSLAND_H;CAPIT_KACHOT_CARDH,24.65,8,False,False,True
233,teen_elise,2034-09-06,afternoon,DENSM_DENSMOK_STRI,CAPIT_SENATE_SQUAR,DENSM_DENSMOK_STRI;CAPIT_SENATE_SQUAR;CAPIT_SENATE_SQUAR,26.74,4,False,False,True
234,teen_little_porn,2034-12-03,morning,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_ARTE;CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_USED;DENSM_DENSMOK_HILL,61.38,7,False,False,True
235,teen_josh,2034-10-04,morning,DENSM_OVERPASS_GRA,CAPIT_DEADRIVER_FE,DENSM_OVERPASS_GRA;DENSM_SMOKELINE_IN;CAPIT_OUTER_ARCHIV;CAPIT_DEADRIVER_FE,27.32,2,False,False,True
236,teen_amaya,2034-12-11,afternoon,CAPEA_DEAD_RIVER_O,CAPEA_DUSTY_SOCCER,CAPEA_DEAD_RIVER_O;CAPEA_DUSTY_SOCCER,2.9,6,False,False,True
237,teen_deshawn,2034-12-05,afternoon,DENSM_DENSMOK_STRI,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_STRI;CAPEA_DEAD_RIVER_O;CAPIT_KACHOT_CARDH,41.67,7,False,False,True
238,teen_little_porn,2034-09-25,evening,CAPEA_MIRADO_STICK,CAPEA_DEAD_RIVER_O,CAPEA_MIRADO_STICK;CAPIT_CITY_WALL_QU;CAPIT_SENATE_SQUAR;CAPEA_DEAD_RIVER_O,47.88,4,False,False,True
239,teen_elise,2034-11-17,late_night,CAPEA_CAPEAST_WALM,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_WALM;CAPEA_CAPEAST_YOUT;CAPEA_RIVERSLAND_S,15.55,6,False,False,True
