journey_id,traveler_id,traveler_type,start_year,end_year,start_place_id,end_place_id,sequence_places,sequence_boroughs,primary_outcome,total_distance_km,total_physical_risk,total_symbolic_risk,max_symbolic_risk,visited_mirado,visited_deadriver,visited_northo,loops_back_to_start
58,trav_0058,trader,2036,2036,DENSM_DENSMOK_HILL,YELLE_OLD_ROPE_BRI,DENSM_DENSMOK_HILL;YELLE_TRAP_FIELDS_;YELLE_YELLER_GUIDE;YELLE_STALL_TOWN_B;DEADR_DEAD_RIVER_W;YELLE_OLD_ROPE_BRI,Densmok;Yeller;Yeller;Yeller;Deadriver;Yeller,ordinary,82.41,28.0,29.0,8.0,False,True,False,False
59,trav_0059,teen,2033,2033,CAPEA_CAPEAST_STRI,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_STRI;DENSM_DENSMOK_BUS_;CAPIT_SENATE_SQUAR;CAPEA_RIVERSLAND_S;DENSM_OVERPASS_GRA;CAPIT_CAPITAL_TRAI,Capeast;Densmok;Capital;Capeast;Densmok;Capital,ordinary,91.31,16.0,21.0,5.0,False,False,False,False
60,trav_0060,teen,2030,2030,DENSM_DENSMOK_HILL,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_HILL;CAPIT_CITY_WALL_QU;DENSM_OLD_QUARRY_R,Densmok;Capital;Densmok,ordinary,41.07,8.0,9.0,4.5,False,False,False,True
61,trav_0061,teen,2031,2031,DENSM_SMOKELINE_IN,DENSM_DENSMOK_STRI,DENSM_SMOKELINE_IN;CAPEA_CAPEAST_YOUT;DENSM_DENSMOK_STRI,Densmok;Capeast;Densmok,burned_out,46.2,6.0,7.0,3.5,False,False,False,True
62,trav_0062,novice,2036,2036,NORTH_HOUSE_OF_STO,MIRAD_MIRADO_GATE_,NORTH_HOUSE_OF_STO;MIRAD_MIRADO_GATE_;CAPIT_DEADRIVER_FE;YELLE_TRAP_FIELDS_;CAPIT_CENTRAL_ARCH;NORTH_NORTHO_GATEH;MIRAD_MIRADO_GATE_;NORTH_HOUSE_OF_THE;MIRAD_MIRADO_GATE_,Northo;Mirado;Capital;Yeller;Capital;Northo;Mirado;Northo;Mirado,burned_out,153.15,29.5,62.5,9.0,True,False,True,False
63,trav_0063,teen,2039,2039,DENSM_OVERPASS_GRA,CAPIT_CAPITAL_TRAI,DENSM_OVERPASS_GRA;YELLE_STALL_TOWN_W;YELLE_OLD_ROPE_BRI;YELLE_TRAP_FIELDS_;CAPIT_CAPITAL_TRAI,Densmok;Yeller;Yeller;Yeller;Capital,burned_out,55.41,24.0,21.0,6.0,False,False,False,False
64,trav_0064,teen,2031,2031,CAPEA_CAPEAST_YOUT,CAPIT_CAPITAL_TRAI,CAPEA_CAPEAST_YOUT;DEADR_FERRYMANS_DO;YELLE_BONE_HUSK_MA;DEADR_BROKEN_DEADR;YELLE_STALL_TOWN_B;CAPIT_CAPITAL_TRAI,Capeast;Deadriver;Yeller;Deadriver;Yeller;Capital,witch,100.93,27.0,33.0,7.5,False,True,False,False
65,trav_0065,trader,2033,2033,CAPIT_CENTRAL_ARCH,DEADR_DEADRIVER_SH,CAPIT_CENTRAL_ARCH;YELLE_STALL_TOWN_B;YELLE_YELLER_QUARR;CAPIT_PAPER_BINDER;DEADR_FERRYMANS_DO;MIRAD_MIRADO_GATE_;DEADR_DEAD_RIVER_E;DEADR_DEADRIVER_SH,Capital;Yeller;Yeller;Capital;Deadriver;Mirado;Deadriver;Deadriver,missing,108.29,35.5,52.0,9.0,True,True,False,False
66,trav_0066,teen,2033,2033,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_HILL;CAPEA_DEAD_RIVER_O;DENSM_DENSMOK_STRI,Capeast;Densmok;Capeast;Densmok,burned_out,62.99,10.5,12.0,4.5,False,False,False,False
67,trav_0067,archivist,2033,2033,CAPIT_PAPER_BINDER,CAPIT_CITY_WALL_QU,CAPIT_PAPER_BINDER;CAPEA_MIRADO_STICK;DENSM_OLD_QUARRY_R;CAPIT_CITY_WALL_QU,Capital;Capeast;Densmok;Capital,ordinary,60.58,10.0,13.5,5.0,False,False,False,True
68,trav_0068,novice,2036,2036,CAPIT_CITY_WALL_EA,NORTH_NORTHO_MARKE,CAPIT_CITY_WALL_EA;NORTH_HOUSE_OF_THE;MIRAD_MIRADO_GATE_;NORTH_NORTHO_MARKE,Capital;Northo;Mirado;Northo,saint,53.48,10.0,24.5,9.0,True,False,True,False
69,trav_0069,novice,2039,2039,NORTH_PILGRIM_WAY_,MIRAD_TOWER_LEVEL_,NORTH_PILGRIM_WAY_;MIRAD_TOWER_LEVEL_;NORTH_PILGRIM_WAY_;CAPIT_PAPER_BINDER;DEADR_FERRYMANS_DO;YELLE_TRAP_FIELDS_;CAPIT_CENTRAL_ARCH;MIRAD_TOWER_LEVEL_,Northo;Mirado;Northo;Capital;Deadriver;Yeller;Capital;Mirado,saint,138.97,28.0,52.5,9.0,True,True,True,False
70,trav_0070,novice,2035,2035,CAPIT_CENTRAL_ARCH,MIRAD_MIRADO_CAMPG,CAPIT_CENTRAL_ARCH;NORTH_HOUSE_OF_THE;CAPIT_SENATE_SQUAR;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_CAMPG;CAPIT_OUTER_ARCHIV;CAPEA_DEAD_RIVER_O;MIRAD_MIRADO_CAMPG,Capital;Northo;Capital;Northo;Mirado;Capital;Capeast;Mirado,burned_out,122.88,20.5,51.5,8.5,True,False,True,False
71,trav_0071,mapmaker,2030,2030,CAPIT_KACHOT_CARDH,DEADR_DEAD_RIVER_W,CAPIT_KACHOT_CARDH;CAPEA_CAPEAST_YOUT;MIRAD_MIRADO_STICK;CAPIT_OUTER_ARCHIV;NORTH_PILGRIM_WAY_;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;DEADR_DEAD_RIVER_W,Capital;Capeast;Mirado;Capital;Northo;Mirado;Capital;Deadriver,saint,133.23,24.0,48.0,8.5,True,True,True,False
72,trav_0072,archivist,2031,2031,CAPIT_CITY_WALL_QU,NORTH_TRIAL_FIELD_,CAPIT_CITY_WALL_QU;YELLE_OLD_ROPE_BRI;CAPIT_CAPITAL_TRAI;DENSM_DENSMOK_BUS_;CAPIT_CAPITAL_TRAI;MIRAD_TOWER_LEVEL_;NORTH_TRIAL_FIELD_,Capital;Yeller;Capital;Densmok;Capital;Mirado;Northo,archivist,110.99,29.0,35.0,9.0,True,False,True,False
73,trav_0073,senator,2034,2034,CAPIT_CENTRAL_ARCH,MIRAD_MIRADO_GATE_,CAPIT_CENTRAL_ARCH;CAPEA_DUSTY_SOCCER;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;CAPIT_CAPITAL_TRAI;MIRAD_MIRADO_GATE_,Capital;Capeast;Deadriver;Mirado;Capital;Mirado,cardsharp,95.81,23.0,34.5,9.5,True,True,False,False
74,trav_0074,novice,2032,2032,CAPIT_SENATE_SQUAR,DENSM_SMOKELINE_IN,CAPIT_SENATE_SQUAR;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_ARTE;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_ARTE;DENSM_SMOKELINE_IN,Capital;Deadriver;Capeast;Deadriver;Capeast;Densmok,burned_out,107.95,24.0,29.0,8.0,False,True,False,False
75,trav_0075,trader,2035,2035,CAPIT_INNER_TENEME,CAPIT_CITY_WALL_EA,CAPIT_INNER_TENEME;YELLE_STALL_TOWN_W;YELLE_STALL_TOWN_W;YELLE_STALL_TOWN_W;DEADR_BROKEN_DEADR;CAPIT_OUTER_ARCHIV;MIRAD_MIRADO_CAMPG;CAPIT_KACHOT_CARDH;CAPIT_SENATE_SQUAR;DEADR_FERRYMANS_DO;MIRAD_MIRADO_STICK;CAPIT_CITY_WALL_EA,Capital;Yeller;Yeller;Yeller;Deadriver;Capital;Mirado;Capital;Capital;Deadriver;Mirado;Capital,archivist,176.61,48.0,71.0,8.5,True,True,False,True
76,trav_0076,teen,2038,2038,CAPEA_CAPEAST_YOUT,CAPIT_PAPER_BINDER,CAPEA_CAPEAST_YOUT;DEADR_FERRYMANS_DO;CAPIT_PAPER_BINDER,Capeast;Deadriver;Capital,ordinary,35.68,7.0,13.5,7.0,False,True,False,False
77,trav_0077,novice,2034,2034,NORTH_NORTHO_GATEH,NORTH_PILGRIM_WAY_,NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;NORTH_COLLAPSED_CH;MIRAD_MIRADO_GATE_;NORTH_PILGRIM_WAY_,Northo;Mirado;Capital;Northo;Mirado;Northo,saint,100.05,19.5,40.0,8.5,True,False,True,True
78,trav_0078,trader,2034,2034,CAPIT_SENATE_SQUAR,DEADR_DEADRIVER_SH,CAPIT_SENATE_SQUAR;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_H;MIRAD_MIRADO_GATE_;CAPIT_INNER_TENEME;CAPIT_KACHOT_CARDH;CAPEA_DUSTY_SOCCER;CAPIT_PAPER_BINDER;DEADR_FERRYMANS_DO;CAPIT_INNER_TENEME;DEADR_FERRYMANS_DO;DEADR_DEADRIVER_SH,Capital;Deadriver;Capeast;Mirado;Capital;Capital;Capeast;Capital;Deadriver;Capital;Deadriver;Deadriver,missing,173.38,44.0,67.5,8.5,True,True,False,False
79,trav_0079,novice,2032,2032,CAPIT_CITY_WALL_EA,MIRAD_MIRADO_GATE_,CAPIT_CITY_WALL_EA;NORTH_PILGRIM_WAY_;CAPIT_KACHOT_CARDH;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_CAMPG;NORTH_NORTHO_MARKE;MIRAD_MIRADO_GATE_;NORTH_TRIAL_FIELD_;MIRAD_MIRADO_GATE_,Capital;Northo;Capital;Northo;Mirado;Northo;Mirado;Northo;Mirado,ordinary,157.91,27.5,59.5,8.5,True,False,True,False
80,trav_0080,novice,2035,2035,CAPIT_KACHOT_CARDH,NORTH_TRIAL_FIELD_,CAPIT_KACHOT_CARDH;NORTH_NORTHO_GATEH;MIRAD_MIRADO_CAMPG;NORTH_TRIAL_FIELD_,Capital;Northo;Mirado;Northo,saint,57.84,10.0,20.5,7.5,True,False,True,False
81,trav_0081,senator,2034,2034,CAPIT_CAPITAL_TRAI,MIRAD_MIRADO_CAMPG,CAPIT_CAPITAL_TRAI;NORTH_COLLAPSED_CH;CAPIT_CENTRAL_ARCH;CAPEA_RIVERSLAND_H;DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_S;MIRAD_MIRADO_CAMPG,Capital;Northo;Capital;Capeast;Densmok;Capeast;Mirado,cardsharp,124.1,19.5,30.5,8.0,True,False,True,False
82,trav_0082,trader,2035,2035,YELLE_TRAP_FIELDS_,CAPIT_PAPER_BINDER,YELLE_TRAP_FIELDS_;DEADR_BROKEN_DEADR;DEADR_DEADRIVER_SH;CAPEA_MIRADO_STICK;CAPIT_DEADRIVER_FE;CAPEA_MIRADO_STICK;CAPIT_SENATE_SQUAR;YELLE_FLOODED_SINK;CAPIT_PAPER_BINDER,Yeller;Deadriver;Deadriver;Capeast;Capital;Capeast;Capital;Yeller;Capital,archivist,157.12,37.5,54.0,8.5,False,True,False,False
83,trav_0083,senator,2033,2033,CAPIT_KACHOT_CARDH,DEADR_BROKEN_DEADR,CAPIT_KACHOT_CARDH;CAPEA_DEAD_RIVER_O;CAPIT_PAPER_BINDER;DEADR_BROKEN_DEADR,Capital;Capeast;Capital;Deadriver,missing,51.33,10.5,18.0,7.0,False,True,False,False
84,trav_0084,trader,2033,2033,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_BUS_;YELLE_YELLER_GUIDE;CAPIT_INNER_TENEME;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_S,Densmok;Yeller;Capital;Deadriver;Capeast,archivist,77.78,15.5,21.0,6.5,False,True,False,False
85,trav_0085,teen,2038,2038,DENSM_OVERPASS_GRA,YELLE_YELLER_QUARR,DENSM_OVERPASS_GRA;CAPIT_CITY_WALL_EA;CAPEA_CAPEAST_USED;CAPIT_CITY_WALL_QU;DEADR_DEAD_RIVER_E;CAPIT_CITY_WALL_EA;YELLE_YELLER_QUARR,Densmok;Capital;Capeast;Capital;Deadriver;Capital;Yeller,witch,135.7,25.5,35.5,7.5,False,True,False,False
86,trav_0086,trader,2035,2035,DENSM_DENSMOK_STRI,DEADR_DEAD_RIVER_W,DENSM_DENSMOK_STRI;CAPIT_SENATE_SQUAR;MIRAD_MIRADO_STICK;DEADR_DEAD_RIVER_E;CAPEA_DEAD_RIVER_O;YELLE_OLD_ROPE_BRI;DEADR_FERRYMANS_DO;MIRAD_MIRADO_STICK;DEADR_DEAD_RIVER_W,Densmok;Capital;Mirado;Deadriver;Capeast;Yeller;Deadriver;Mirado;Deadriver,missing,152.54,39.5,60.0,8.5,True,True,False,False
87,trav_0087,mapmaker,2039,2039,CAPEA_CAPEAST_YOUT,DEADR_DEADRIVER_SH,CAPEA_CAPEAST_YOUT;MIRAD_MIRADO_STICK;NORTH_PILGRIM_WAY_;MIRAD_MIRADO_CAMPG;MIRAD_TOWER_LEVEL_;DEADR_DEADRIVER_SH,Capeast;Mirado;Northo;Mirado;Mirado;Deadriver,saint,83.09,19.5,38.0,9.0,True,True,True,False
88,trav_0088,archivist,2032,2032,CAPIT_INNER_TENEME,CAPIT_CITY_WALL_QU,CAPIT_INNER_TENEME;NORTH_TRIAL_FIELD_;MIRAD_MIRADO_GATE_;DEADR_DEADRIVER_SH;MIRAD_MIRADO_GATE_;CAPIT_CITY_WALL_QU,Capital;Northo;Mirado;Deadriver;Mirado;Capital,saint,103.56,21.5,39.0,8.5,True,True,True,True
89,trav_0089,archivist,2035,2035,CAPIT_CITY_WALL_QU,NORTH_TRIAL_FIELD_,CAPIT_CITY_WALL_QU;NORTH_COLLAPSED_CH;MIRAD_TOWER_LEVEL_;CAPIT_CENTRAL_ARCH;DEADR_FERRYMANS_DO;MIRAD_MIRADO_STICK;NORTH_TRIAL_FIELD_,Capital;Northo;Mirado;Capital;Deadriver;Mirado;Northo,saint,112.33,27.0,50.0,9.0,True,True,True,False
90,trav_0090,archivist,2031,2031,CAPIT_OUTER_ARCHIV,MIRAD_TOWER_LEVEL_,CAPIT_OUTER_ARCHIV;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_W;YELLE_FLOODED_SINK;DEADR_DEAD_RIVER_W;YELLE_FLOODED_SINK;CAPIT_CENTRAL_ARCH;CAPEA_RIVERSLAND_H;CAPIT_INNER_TENEME;MIRAD_TOWER_LEVEL_,Capital;Mirado;Deadriver;Yeller;Deadriver;Yeller;Capital;Capeast;Capital;Mirado,archivist,176.69,49.0,67.0,9.5,True,True,False,False
91,trav_0091,archivist,2031,2031,CAPIT_DEADRIVER_FE,DENSM_DENSMOK_STRI,CAPIT_DEADRIVER_FE;DENSM_DENSMOK_HILL;CAPIT_CITY_WALL_QU;DENSM_OVERPASS_GRA;YELLE_OLD_ROPE_BRI;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_STRI;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_STRI,Capital;Densmok;Capital;Densmok;Yeller;Capital;Densmok;Capital;Densmok,archivist,166.46,30.0,40.0,6.5,False,False,False,False
92,trav_0092,novice,2038,2038,CAPIT_CENTRAL_ARCH,DEADR_DEAD_RIVER_W,CAPIT_CENTRAL_ARCH;DENSM_OLD_QUARRY_R;CAPIT_DEADRIVER_FE;NORTH_NORTHO_MARKE;CAPIT_DEADRIVER_FE;YELLE_BONE_HUSK_MA;DEADR_DEAD_RIVER_W,Capital;Densmok;Capital;Northo;Capital;Yeller;Deadriver,missing,117.27,23.0,38.5,7.5,False,True,True,False
93,trav_0093,mapmaker,2034,2034,CAPIT_CITY_WALL_EA,DEADR_DEADRIVER_SH,CAPIT_CITY_WALL_EA;MIRAD_MIRADO_GATE_;CAPIT_CENTRAL_ARCH;MIRAD_MIRADO_STICK;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_STO;MIRAD_MIRADO_STICK;DEADR_DEADRIVER_SH,Capital;Mirado;Capital;Mirado;Mirado;Northo;Mirado;Deadriver,saint,123.5,29.0,58.0,9.0,True,True,True,False
94,trav_0094,archivist,2033,2033,CAPIT_DEADRIVER_FE,CAPEA_RIVERSLAND_S,CAPIT_DEADRIVER_FE;MIRAD_MIRADO_GATE_;DEADR_BROKEN_DEADR;CAPEA_RIVERSLAND_S,Capital;Mirado;Deadriver;Capeast,ordinary,55.64,13.5,23.0,9.0,True,True,False,False
95,trav_0095,archivist,2037,2037,CAPIT_SENATE_SQUAR,YELLE_STALL_TOWN_B,CAPIT_SENATE_SQUAR;MIRAD_TOWER_LEVEL_;CAPIT_CITY_WALL_QU;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_WALM;DENSM_DENSMOK_BUS_;YELLE_STALL_TOWN_B,Capital;Mirado;Capital;Densmok;Capeast;Densmok;Yeller,archivist,111.5,23.5,31.0,8.5,True,False,False,False
96,trav_0096,senator,2035,2035,CAPIT_KACHOT_CARDH,YELLE_QUARRY_RIM_S,CAPIT_KACHOT_CARDH;DEADR_BROKEN_DEADR;YELLE_QUARRY_RIM_S,Capital;Deadriver;Yeller,ordinary,42.69,12.5,13.5,7.0,False,True,False,False
97,trav_0097,novice,2039,2039,CAPIT_SENATE_SQUAR,NORTH_NORTHO_MARKE,CAPIT_SENATE_SQUAR;YELLE_QUARRY_RIM_S;CAPIT_DEADRIVER_FE;NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_;NORTH_NORTHO_MARKE,Capital;Yeller;Capital;Northo;Mirado;Northo,saint,100.62,22.0,35.0,8.5,True,False,True,False
98,trav_0098,trader,2031,2031,YELLE_YELLER_QUARR,DEADR_BROKEN_DEADR,YELLE_YELLER_QUARR;CAPIT_OUTER_ARCHIV;YELLE_TRAP_FIELDS_;CAPIT_CITY_WALL_EA;YELLE_FLOODED_SINK;DEADR_BROKEN_DEADR,Yeller;Capital;Yeller;Capital;Yeller;Deadriver,missing,106.9,29.0,33.0,8.5,False,True,False,False
99,trav_0099,teen,2031,2031,DENSM_DENSMOK_STRI,DEADR_DEAD_RIVER_W,DENSM_DENSMOK_STRI;CAPIT_PAPER_BINDER;YELLE_QUARRY_RIM_S;YELLE_FLOODED_SINK;YELLE_BONE_HUSK_MA;CAPIT_CITY_WALL_QU;DEADR_DEAD_RIVER_W,Densmok;Capital;Yeller;Yeller;Yeller;Capital;Deadriver,missing,101.75,32.5,35.0,7.5,False,True,False,False
100,trav_0100,trader,2031,2031,YELLE_BONE_HUSK_MA,YELLE_STALL_TOWN_W,YELLE_BONE_HUSK_MA;YELLE_BONE_HUSK_MA;DEADR_FERRYMANS_DO;YELLE_QUARRY_RIM_S;CAPIT_INNER_TENEME;YELLE_OLD_ROPE_BRI;YELLE_OLD_ROPE_BRI;YELLE_YELLER_QUARR;DEADR_FERRYMANS_DO;CAPIT_KACHOT_CARDH;YELLE_STALL_TOWN_W,Yeller;Yeller;Deadriver;Yeller;Capital;Yeller;Yeller;Yeller;Deadriver;Capital;Yeller,archivist,153.91,62.5,63.5,8.0,False,True,False,True
101,trav_0101,teen,2036,2036,CAPEA_RIVERSLAND_H,CAPIT_KACHOT_CARDH,CAPEA_RIVERSLAND_H;DEADR_DEADRIVER_SH;CAPEA_MIRADO_STICK;DENSM_DENSMOK_STRI;YELLE_YELLER_QUARR;YELLE_YELLER_QUARR;CAPIT_KACHOT_CARDH,Capeast;Deadriver;Capeast;Densmok;Yeller;Yeller;Capital,witch,105.46,32.0,34.0,7.0,False,True,False,False
102,trav_0102,senator,2038,2038,CAPIT_CITY_WALL_QU,CAPIT_CAPITAL_TRAI,CAPIT_CITY_WALL_QU;YELLE_OLD_ROPE_BRI;YELLE_STALL_TOWN_B;CAPIT_CITY_WALL_EA;MIRAD_TOWER_LEVEL_;CAPIT_CAPITAL_TRAI,Capital;Yeller;Yeller;Capital;Mirado;Capital,cardsharp,81.21,27.0,33.0,8.0,True,False,False,True
103,trav_0103,teen,2037,2037,CAPEA_CAPEAST_STRI,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_STRI;DENSM_DENSMOK_BUS_;CAPEA_DEAD_RIVER_O,Capeast;Densmok;Capeast,ordinary,42.71,6.5,8.0,4.5,False,False,False,True
104,trav_0104,novice,2039,2039,CAPIT_CAPITAL_TRAI,DEADR_FERRYMANS_DO,CAPIT_CAPITAL_TRAI;NORTH_COLLAPSED_CH;MIRAD_MIRADO_CAMPG;DEADR_FERRYMANS_DO,Capital;Northo;Mirado;Deadriver,saint,56.88,12.5,21.5,8.0,True,True,True,False
105,trav_0105,novice,2034,2034,NORTH_HOUSE_OF_THE,CAPIT_CITY_WALL_QU,NORTH_HOUSE_OF_THE;CAPIT_INNER_TENEME;MIRAD_MIRADO_CAMPG;NORTH_PILGRIM_WAY_;MIRAD_MIRADO_CAMPG;CAPIT_CITY_WALL_EA;NORTH_COLLAPSED_CH;CAPIT_CITY_WALL_QU,Northo;Capital;Mirado;Northo;Mirado;Capital;Northo;Capital,ordinary,143.71,24.5,46.5,7.0,True,False,True,False
106,trav_0106,trader,2034,2034,YELLE_QUARRY_RIM_S,CAPIT_DEADRIVER_FE,YELLE_QUARRY_RIM_S;CAPIT_PAPER_BINDER;YELLE_BONE_HUSK_MA;CAPIT_CAPITAL_TRAI;YELLE_TRAP_FIELDS_;YELLE_QUARRY_RIM_S;CAPIT_KACHOT_CARDH;CAPEA_DEAD_RIVER_O;CAPIT_DEADRIVER_FE,Yeller;Capital;Yeller;Capital;Yeller;Yeller;Capital;Capeast;Capital,archivist,130.11,38.0,40.5,6.5,False,False,False,False
107,trav_0107,trader,2031,2031,CAPIT_KACHOT_CARDH,CAPEA_MIRADO_STICK,CAPIT_KACHOT_CARDH;NORTH_NORTHO_GATEH;CAPIT_PAPER_BINDER;CAPEA_RIVERSLAND_S;CAPIT_OUTER_ARCHIV;DEADR_DEAD_RIVER_E;DEADR_BROKEN_DEADR;YELLE_YELLER_GUIDE;YELLE_BONE_HUSK_MA;CAPIT_CENTRAL_ARCH;CAPIT_KACHOT_CARDH;CAPEA_MIRADO_STICK,Capital;Northo;Capital;Capeast;Capital;Deadriver;Deadriver;Yeller;Yeller;Capital;Capital;Capeast,archivist,169.9,40.5,68.0,9.0,False,True,True,False
108,trav_0108,senator,2032,2032,CAPIT_CITY_WALL_EA,MIRAD_TOWER_LEVEL_,CAPIT_CITY_WALL_EA;NORTH_NORTHO_GATEH;CAPIT_CITY_WALL_QU;CAPEA_MIRADO_STICK;CAPIT_KACHOT_CARDH;MIRAD_TOWER_LEVEL_,Capital;Northo;Capital;Capeast;Capital;Mirado,cardsharp,93.85,18.5,31.0,7.5,True,False,True,False
109,trav_0109,trader,2038,2038,DENSM_DENSMOK_BUS_,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_BUS_;CAPEA_DEAD_RIVER_O;MIRAD_MIRADO_CAMPG;DEADR_BROKEN_DEADR;CAPIT_KACHOT_CARDH,Densmok;Capeast;Mirado;Deadriver;Capital,ordinary,74.32,16.5,26.0,8.0,True,True,False,False
110,trav_0110,archivist,2036,2036,CAPIT_CITY_WALL_EA,DEADR_DEADRIVER_SH,CAPIT_CITY_WALL_EA;NORTH_HOUSE_OF_STO;CAPIT_CITY_WALL_EA;YELLE_YELLER_QUARR;YELLE_STALL_TOWN_B;DEADR_DEADRIVER_SH,Capital;Northo;Capital;Yeller;Yeller;Deadriver,missing,85.73,25.0,33.0,7.0,False,True,True,False
111,trav_0111,novice,2036,2036,NORTH_PILGRIM_WAY_,MIRAD_MIRADO_GATE_,NORTH_PILGRIM_WAY_;MIRAD_TOWER_LEVEL_;CAPIT_PAPER_BINDER;DEADR_FERRYMANS_DO;MIRAD_TOWER_LEVEL_;NORTH_TRIAL_FIELD_;MIRAD_TOWER_LEVEL_;DEADR_DEADRIVER_SH;MIRAD_MIRADO_GATE_,Northo;Mirado;Capital;Deadriver;Mirado;Northo;Mirado;Deadriver;Mirado,saint,136.53,37.0,68.0,9.5,True,True,True,False
112,trav_0112,archivist,2036,2036,CAPIT_INNER_TENEME,YELLE_YELLER_QUARR,CAPIT_INNER_TENEME;YELLE_STALL_TOWN_B;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;NORTH_TRIAL_FIELD_;MIRAD_MIRADO_STICK;CAPIT_DEADRIVER_FE;YELLE_YELLER_QUARR,Capital;Yeller;Deadriver;Mirado;Capital;Northo;Mirado;Capital;Yeller,saint,142.35,40.0,58.5,9.5,True,True,True,False
113,trav_0113,novice,2034,2034,CAPIT_INNER_TENEME,MIRAD_MIRADO_CAMPG,CAPIT_INNER_TENEME;NORTH_TRIAL_FIELD_;MIRAD_TOWER_LEVEL_;NORTH_PILGRIM_WAY_;CAPIT_DEADRIVER_FE;NORTH_HOUSE_OF_THE;MIRAD_MIRADO_CAMPG,Capital;Northo;Mirado;Northo;Capital;Northo;Mirado,burned_out,116.66,22.0,46.5,9.0,True,False,True,False
114,trav_0114,teen,2039,2039,CAPEA_DEAD_RIVER_O,YELLE_BONE_HUSK_MA,CAPEA_DEAD_RIVER_O;DEADR_DEAD_RIVER_W;YELLE_STALL_TOWN_W;DEADR_DEAD_RIVER_E;CAPIT_CENTRAL_ARCH;DEADR_FERRYMANS_DO;YELLE_BONE_HUSK_MA,Capeast;Deadriver;Yeller;Deadriver;Capital;Deadriver;Yeller,witch,127.56,28.5,46.0,8.5,False,True,False,False
115,trav_0115,teen,2036,2036,CAPEA_DUSTY_SOCCER,YELLE_STALL_TOWN_W,CAPEA_DUSTY_SOCCER;CAPIT_KACHOT_CARDH;CAPEA_DEAD_RIVER_O;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_S;DENSM_DENSMOK_BUS_;YELLE_STALL_TOWN_W,Capeast;Capital;Capeast;Deadriver;Capeast;Densmok;Yeller,witch,125.09,21.0,30.0,7.5,False,True,False,False
116,trav_0116,archivist,2032,2032,CAPIT_CENTRAL_ARCH,DENSM_DENSMOK_HILL,CAPIT_CENTRAL_ARCH;DEADR_FERRYMANS_DO;CAPEA_CAPEAST_ARTE;MIRAD_TOWER_LEVEL_;CAPIT_CAPITAL_TRAI;DEADR_BROKEN_DEADR;CAPIT_CAPITAL_TRAI;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_YOUT;DENSM_DENSMOK_HILL,Capital;Deadriver;Capeast;Mirado;Capital;Deadriver;Capital;Densmok;Capeast;Densmok,burned_out,176.15,40.0,51.5,8.5,True,True,False,False
117,trav_0117,trader,2034,2034,DENSM_DENSMOK_HILL,YELLE_BONE_HUSK_MA,DENSM_DENSMOK_HILL;CAPIT_KACHOT_CARDH;DEADR_DEADRIVER_SH;YELLE_OLD_ROPE_BRI;DEADR_BROKEN_DEADR;CAPIT_CENTRAL_ARCH;YELLE_OLD_ROPE_BRI;CAPIT_PAPER_BINDER;DENSM_OLD_QUARRY_R;YELLE_YELLER_QUARR;YELLE_BONE_HUSK_MA,Densmok;Capital;Deadriver;Yeller;Deadriver;Capital;Yeller;Capital;Densmok;Yeller;Yeller,archivist,172.34,54.0,63.5,8.5,False,True,False,False
118,trav_0118,mapmaker,2037,2037,CAPEA_RIVERSLAND_H,MIRAD_MIRADO_GATE_,CAPEA_RIVERSLAND_H;DEADR_DEAD_RIVER_E;MIRAD_MIRADO_GATE_;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_;NORTH_NORTHO_GATEH;MIRAD_MIRADO_GATE_,Capeast;Deadriver;Mirado;Northo;Mirado;Northo;Mirado,saint,108.23,25.0,50.0,9.5,True,True,True,False
