relationship_id,entity_id,entity_name,neighbor_id,neighbor_name,antipathy_rank,antipathy_strength,distance_morphospace,antipathy_type,mutual,stability,edge_weight,contribution_to_separation,first_documented,documenter,documentation_method,confidence,notes
AN-0170,MS-0057,Form 57,MS-0174,Form 174,5,0.65,1.299,historical,True,0.64,-0.591,0.51,1839,P. Tross,conflict_documentation,0.71,
AN-0171,MS-0057,Form 57,MS-0159,Form 159,6,0.64,1.272,incompatible,True,0.86,-0.567,0.53,912,P. Tross,trajectory_divergence,0.54,
AN-0172,MS-0058,Form 58,EN-002,The Dens Boundary,1,0.92,1.83,unknown,True,0.82,-0.791,0.75,927,Constellation Survey,distance_measurement,0.79,
AN-0173,MS-0058,Form 58,MS-0117,Form 117,2,0.9,1.791,competitive,False,0.78,-0.78,0.75,928,P. Tross,conflict_documentation,0.8,
AN-0174,MS-0058,Form 58,MS-0188,Form 188,3,0.88,1.7636,historical,True,0.74,-0.779,0.77,930,Constellation Survey,conflict_documentation,0.58,
AN-0175,MS-0058,Form 58,MS-0071,Form 71,4,0.86,1.7221,competitive,False,0.65,-0.708,0.78,1849,P. Tross,classification_opposition,0.64,
AN-0176,MS-0058,Form 58,MS-0043,Form 43,5,0.85,1.7033,competitive,True,0.51,-0.725,0.74,913,P. Tross,conflict_documentation,0.78,
AN-0177,MS-0058,Form 58,MS-0148,Form 148,6,0.83,1.6511,orthogonal,True,0.86,-0.757,0.69,1843,P. Tross,distance_measurement,0.8,
AN-0178,MS-0059,Form 59,MS-0188,Form 188,1,0.75,1.4917,competitive,False,0.84,-0.737,0.4,920,Archive Survey Team,conflict_documentation,0.64,
AN-0179,MS-0059,Form 59,EN-002,The Dens Boundary,2,0.75,1.4917,orthogonal,True,0.53,-0.703,0.74,915,Constellation Survey,distance_measurement,0.66,
AN-0180,MS-0059,Form 59,MS-0117,Form 117,3,0.74,1.4814,incompatible,False,0.7,-0.705,0.32,922,K. Strand,behavioral_observation,0.84,
AN-0181,MS-0059,Form 59,MS-0148,Form 148,4,0.74,1.4785,competitive,True,0.92,-0.651,0.45,928,P. Tross,classification_opposition,0.57,
AN-0182,MS-0059,Form 59,MS-0071,Form 71,5,0.73,1.4534,historical,False,0.92,-0.59,0.23,1838,Constellation Survey,distance_measurement,0.9,
AN-0183,MS-0059,Form 59,MS-0043,Form 43,6,0.69,1.3781,opposing,True,0.56,-0.588,0.59,923,P. Tross,trajectory_divergence,0.79,
AN-0184,MS-0060,Form 60,MS-0027,The Five-Body Form,1,0.95,2.422,historical,True,0.64,-0.896,0.44,1837,P. Tross,conflict_documentation,0.55,
AN-0185,MS-0060,Form 60,MS-0159,Form 159,2,0.95,2.2147,unknown,False,0.93,-0.763,0.44,1831,Constellation Survey,conflict_documentation,0.58,
AN-0186,MS-0060,Form 60,MS-0165,Form 165,3,0.95,2.2031,opposing,False,0.89,-0.92,0.89,1847,P. Tross,distance_measurement,0.9,
AN-0187,MS-0060,Form 60,MS-0128,Form 128,4,0.95,2.181,opposing,True,0.9,-0.843,0.49,1833,T. Vells,conflict_documentation,0.56,
AN-0188,MS-0060,Form 60,MS-0068,Form 68,5,0.95,2.0884,unknown,True,0.71,-0.905,0.57,925,T. Vells,distance_measurement,0.69,
AN-0189,MS-0061,Form 61,MS-0148,Form 148,1,0.95,1.9693,unknown,True,0.54,-0.875,0.7,916,Archive Survey Team,classification_opposition,0.86,
AN-0190,MS-0061,Form 61,MS-0086,Form 86,2,0.92,1.849,unknown,True,0.62,-0.749,0.23,1844,P. Tross,trajectory_divergence,0.86,
AN-0191,MS-0061,Form 61,MS-0188,Form 188,3,0.91,1.8258,historical,True,0.56,-0.853,0.81,1833,P. Tross,conflict_documentation,0.71,
AN-0192,MS-0061,Form 61,MS-0071,Form 71,4,0.9,1.807,historical,True,0.79,-0.815,0.25,929,Constellation Survey,behavioral_observation,0.77,
AN-0193,MS-0061,Form 61,MS-0133,Form 133,5,0.88,1.7698,historical,False,0.67,-0.706,0.83,921,K. Strand,distance_measurement,0.71,
AN-0194,MS-0062,Form 62,MS-0148,Form 148,1,0.86,1.7227,unknown,True,0.66,-0.823,0.29,1842,P. Tross,behavioral_observation,0.65,
AN-0195,MS-0062,Form 62,MS-0149,Form 149,2,0.85,1.7023,historical,False,0.73,-0.755,0.21,1844,Archive Survey Team,trajectory_divergence,0.91,
AN-0196,MS-0062,Form 62,MS-0096,Form 96,3,0.82,1.6385,unknown,False,0.91,-0.758,0.45,913,T. Vells,classification_opposition,0.58,
AN-0197,MS-0062,Form 62,MS-0027,The Five-Body Form,4,0.82,1.6371,incompatible,True,0.76,-0.689,0.38,1835,P. Tross,trajectory_divergence,0.84,
AN-0198,MS-0062,Form 62,MS-0086,Form 86,5,0.8,1.6024,opposing,False,0.7,-0.778,0.26,1850,Archive Survey Team,trajectory_divergence,0.87,
AN-0199,MS-0063,Form 63,MS-0118,Form 118,1,0.95,1.8988,opposing,True,0.82,-0.847,0.82,919,Constellation Survey,behavioral_observation,0.87,
AN-0200,MS-0063,Form 63,MS-0036,Form 36,2,0.86,1.7126,unknown,False,0.51,-0.8,0.44,917,P. Tross,behavioral_observation,0.75,
AN-0201,MS-0063,Form 63,MS-0124,Form 124,3,0.84,1.6719,competitive,True,0.69,-0.75,0.86,926,K. Strand,distance_measurement,0.7,
AN-0202,MS-0063,Form 63,MS-0027,The Five-Body Form,4,0.83,1.6506,unknown,False,0.91,-0.788,0.32,1851,Archive Survey Team,behavioral_observation,0.51,
AN-0203,MS-0063,Form 63,MS-0192,Form 192,5,0.82,1.6454,orthogonal,True,0.9,-0.703,0.7,1831,P. Tross,behavioral_observation,0.56,
AN-0204,MS-0063,Form 63,MS-0131,Form 131,6,0.81,1.629,orthogonal,True,0.71,-0.675,0.58,1842,P. Tross,distance_measurement,0.84,
AN-0205,MS-0064,Form 64,MS-0149,Form 149,1,0.93,1.8581,historical,True,0.7,-0.753,0.5,930,P. Tross,trajectory_divergence,0.86,
AN-0206,MS-0064,Form 64,MS-0096,Form 96,2,0.88,1.7566,incompatible,True,0.71,-0.754,0.88,1834,K. Strand,behavioral_observation,0.9,
AN-0207,MS-0064,Form 64,MS-0086,Form 86,3,0.84,1.6712,incompatible,False,0.52,-0.717,0.62,928,Constellation Survey,classification_opposition,0.6,
AN-0208,MS-0064,Form 64,MS-0135,Form 135,4,0.83,1.6521,historical,True,0.87,-0.759,0.85,916,P. Tross,classification_opposition,0.51,
AN-0209,MS-0064,Form 64,MS-0060,Form 60,5,0.82,1.6322,incompatible,False,0.58,-0.676,0.88,918,K. Strand,behavioral_observation,0.54,
AN-0210,MS-0065,Form 65,MS-0027,The Five-Body Form,1,0.81,1.6126,unknown,False,0.93,-0.664,0.28,917,Constellation Survey,classification_opposition,0.88,
AN-0211,MS-0065,Form 65,MS-0149,Form 149,2,0.76,1.5233,unknown,False,0.81,-0.612,0.36,1847,P. Tross,distance_measurement,0.6,
AN-0212,MS-0065,Form 65,MS-0096,Form 96,3,0.74,1.4717,competitive,True,0.63,-0.606,0.32,923,T. Vells,behavioral_observation,0.64,
AN-0213,MS-0065,Form 65,MS-0068,Form 68,4,0.72,1.4443,historical,True,0.59,-0.652,0.84,921,Archive Survey Team,distance_measurement,0.66,
AN-0214,MS-0066,Form 66,MS-0149,Form 149,1,0.93,1.8658,historical,False,0.71,-0.891,0.49,913,P. Tross,trajectory_divergence,0.81,
AN-0215,MS-0066,Form 66,MS-0096,Form 96,2,0.88,1.7606,competitive,False,0.73,-0.766,0.51,925,T. Vells,classification_opposition,0.81,
AN-0216,MS-0066,Form 66,MS-0087,Form 87,3,0.84,1.6871,opposing,True,0.72,-0.793,0.9,1838,Constellation Survey,conflict_documentation,0.6,
AN-0217,MS-0067,Form 67,MS-0027,The Five-Body Form,1,0.91,1.821,opposing,False,0.67,-0.836,0.77,1836,P. Tross,behavioral_observation,0.85,
AN-0218,MS-0067,Form 67,MS-0068,Form 68,2,0.81,1.6199,historical,False,0.81,-0.671,0.83,929,Constellation Survey,trajectory_divergence,0.8,
AN-0219,MS-0067,Form 67,MS-0149,Form 149,3,0.8,1.6001,incompatible,True,0.52,-0.799,0.5,1850,T. Vells,trajectory_divergence,0.91,
AN-0220,MS-0068,Form 68,MS-0039,Form 39,1,0.95,2.119,historical,True,0.67,-0.85,0.49,913,T. Vells,distance_measurement,0.94,
AN-0221,MS-0068,Form 68,MS-0060,Form 60,2,0.95,2.0884,opposing,True,0.58,-0.875,0.65,921,K. Strand,classification_opposition,0.56,
AN-0222,MS-0068,Form 68,MS-0110,Form 110,3,0.95,2.0228,unknown,True,0.53,-0.934,0.2,1840,T. Vells,classification_opposition,0.77,
AN-0223,MS-0068,Form 68,MS-0093,Form 93,4,0.95,2.0169,historical,True,0.83,-0.795,0.71,919,P. Tross,conflict_documentation,0.73,
AN-0224,MS-0068,Form 68,MS-0170,Form 170,5,0.95,1.9806,opposing,True,0.53,-0.881,0.66,917,Constellation Survey,distance_measurement,0.76,
AN-0225,MS-0068,Form 68,MS-0185,Form 185,6,0.95,1.9507,competitive,True,0.59,-0.856,0.21,922,Archive Survey Team,behavioral_observation,0.87,
AN-0226,MS-0069,Form 69,MS-0039,Form 39,1,0.91,1.8152,orthogonal,True,0.9,-0.767,0.4,930,K. Strand,distance_measurement,0.62,
AN-0227,MS-0069,Form 69,EN-002,The Dens Boundary,2,0.89,1.7763,unknown,True,0.74,-0.749,0.39,913,P. Tross,trajectory_divergence,0.53,
AN-0228,MS-0069,Form 69,MS-0093,Form 93,3,0.88,1.767,competitive,True,0.55,-0.834,0.28,1830,P. Tross,conflict_documentation,0.93,
AN-0229,MS-0070,Form 70,MS-0027,The Five-Body Form,1,0.95,1.8994,orthogonal,True,0.63,-0.94,0.27,1850,P. Tross,behavioral_observation,0.72,
AN-0230,MS-0070,Form 70,MS-0149,Form 149,2,0.87,1.7332,competitive,False,0.74,-0.867,0.42,914,Constellation Survey,conflict_documentation,0.51,
AN-0231,MS-0070,Form 70,MS-0068,Form 68,3,0.86,1.7266,unknown,True,0.76,-0.789,0.43,913,T. Vells,classification_opposition,0.73,
AN-0232,MS-0070,Form 70,MS-0096,Form 96,4,0.85,1.7012,opposing,False,0.51,-0.8,0.25,919,K. Strand,distance_measurement,0.61,
AN-0233,MS-0071,Form 71,MS-0087,Form 87,1,0.95,2.0511,competitive,False,0.81,-0.767,0.65,1846,T. Vells,behavioral_observation,0.61,
AN-0234,MS-0071,Form 71,MS-0162,Form 162,2,0.95,2.0141,competitive,True,0.63,-0.909,0.59,1848,P. Tross,conflict_documentation,0.8,
AN-0235,MS-0071,Form 71,MS-0118,Form 118,3,0.95,2.0121,competitive,True,0.64,-0.837,0.38,1833,Constellation Survey,conflict_documentation,0.71,
AN-0236,MS-0071,Form 71,MS-0037,Form 37,4,0.95,2.0013,opposing,True,0.65,-0.927,0.86,922,P. Tross,classification_opposition,0.6,
AN-0237,MS-0071,Form 71,MS-0132,Form 132,5,0.95,1.9703,historical,True,0.92,-0.918,0.35,926,Archive Survey Team,behavioral_observation,0.89,
AN-0238,MS-0071,Form 71,MS-0149,Form 149,6,0.95,1.9042,historical,True,0.74,-0.888,0.83,915,Archive Survey Team,trajectory_divergence,0.8,
AN-0239,MS-0072,Form 72,MS-0087,Form 87,1,0.95,1.9642,unknown,True,0.78,-0.875,0.81,1848,P. Tross,classification_opposition,0.88,
AN-0240,MS-0072,Form 72,MS-0060,Form 60,2,0.95,1.9462,incompatible,True,0.79,-0.771,0.65,1845,Archive Survey Team,behavioral_observation,0.58,
AN-0241,MS-0072,Form 72,MS-0162,Form 162,3,0.92,1.843,orthogonal,True,0.66,-0.805,0.32,918,Constellation Survey,behavioral_observation,0.82,
AN-0242,MS-0072,Form 72,MS-0089,Form 89,4,0.91,1.8186,opposing,True,0.6,-0.845,0.45,921,K. Strand,distance_measurement,0.9,
AN-0243,MS-0072,Form 72,MS-0037,Form 37,5,0.9,1.8099,orthogonal,True,0.73,-0.889,0.86,1836,P. Tross,trajectory_divergence,0.54,
AN-0244,MS-0072,Form 72,MS-0149,Form 149,6,0.9,1.8075,unknown,True,0.53,-0.781,0.6,912,Archive Survey Team,classification_opposition,0.89,
AN-0245,MS-0073,Form 73,MS-0149,Form 149,1,0.95,2.1082,opposing,True,0.52,-0.814,0.61,1834,Constellation Survey,conflict_documentation,0.68,
AN-0246,MS-0073,Form 73,MS-0096,Form 96,2,0.95,2.0202,historical,True,0.59,-0.797,0.22,929,K. Strand,trajectory_divergence,0.53,
AN-0247,MS-0073,Form 73,MS-0162,Form 162,3,0.95,1.9675,competitive,False,0.71,-0.794,0.63,924,P. Tross,conflict_documentation,0.67,
AN-0248,MS-0073,Form 73,MS-0174,Form 174,4,0.95,1.8964,incompatible,True,0.75,-0.845,0.53,1830,Constellation Survey,conflict_documentation,0.67,
AN-0249,MS-0073,Form 73,MS-0087,Form 87,5,0.94,1.8765,orthogonal,True,0.67,-0.91,0.39,1845,P. Tross,trajectory_divergence,0.6,
AN-0250,MS-0073,Form 73,MS-0037,Form 37,6,0.93,1.8588,historical,True,0.66,-0.92,0.84,1836,T. Vells,classification_opposition,0.65,
AN-0251,MS-0074,Form 74,MS-0149,Form 149,1,0.78,1.5509,orthogonal,True,0.72,-0.741,0.82,1840,K. Strand,distance_measurement,0.92,
AN-0252,MS-0074,Form 74,MS-0096,Form 96,2,0.73,1.4684,historical,True,0.76,-0.644,0.7,929,P. Tross,classification_opposition,0.82,
AN-0253,MS-0074,Form 74,MS-0027,The Five-Body Form,3,0.68,1.3595,competitive,True,0.56,-0.67,0.21,1832,Constellation Survey,distance_measurement,0.76,
AN-0254,MS-0074,Form 74,MS-0162,Form 162,4,0.66,1.3277,unknown,True,0.9,-0.634,0.56,921,K. Strand,behavioral_observation,0.52,
AN-0255,MS-0074,Form 74,MS-0174,Form 174,5,0.66,1.3179,competitive,True,0.88,-0.589,0.32,927,P. Tross,distance_measurement,0.77,
AN-0256,MS-0075,Form 75,MS-0118,Form 118,1,0.95,1.9623,competitive,True,0.74,-0.934,0.58,1840,Constellation Survey,trajectory_divergence,0.7,
AN-0257,MS-0075,Form 75,MS-0036,Form 36,2,0.91,1.8149,incompatible,True,0.93,-0.9,0.3,917,Archive Survey Team,trajectory_divergence,0.55,
AN-0258,MS-0075,Form 75,MS-0027,The Five-Body Form,3,0.91,1.8112,competitive,False,0.72,-0.772,0.84,927,P. Tross,trajectory_divergence,0.75,
AN-0259,MS-0076,Form 76,MS-0149,Form 149,1,0.95,1.9285,orthogonal,True,0.7,-0.867,0.52,1847,Archive Survey Team,behavioral_observation,0.52,
AN-0260,MS-0076,Form 76,MS-0096,Form 96,2,0.93,1.8593,orthogonal,True,0.84,-0.837,0.81,925,P. Tross,trajectory_divergence,0.54,
AN-0261,MS-0076,Form 76,MS-0162,Form 162,3,0.89,1.7789,incompatible,True,0.65,-0.74,0.81,918,P. Tross,distance_measurement,0.72,
AN-0262,MS-0076,Form 76,MS-0174,Form 174,4,0.88,1.7527,orthogonal,True,0.66,-0.76,0.41,927,P. Tross,behavioral_observation,0.76,
AN-0263,MS-0076,Form 76,MS-0027,The Five-Body Form,5,0.86,1.7136,orthogonal,False,0.86,-0.729,0.38,1842,P. Tross,conflict_documentation,0.93,
AN-0264,MS-0077,Form 77,MS-0060,Form 60,1,0.94,1.8804,orthogonal,True,0.7,-0.878,0.61,923,P. Tross,trajectory_divergence,0.68,
AN-0265,MS-0077,Form 77,MS-0039,Form 39,2,0.93,1.8655,unknown,True,0.88,-0.897,0.41,1840,P. Tross,distance_measurement,0.72,
AN-0266,MS-0077,Form 77,MS-0110,Form 110,3,0.88,1.7659,incompatible,True,0.81,-0.705,0.24,1850,P. Tross,classification_opposition,0.69,
AN-0267,MS-0078,Form 78,MS-0086,Form 86,1,0.94,1.8799,competitive,False,0.85,-0.875,0.89,1831,P. Tross,behavioral_observation,0.69,
AN-0268,MS-0078,Form 78,MS-0148,Form 148,2,0.89,1.7775,competitive,False,0.88,-0.838,0.63,917,Archive Survey Team,classification_opposition,0.85,
AN-0269,MS-0078,Form 78,MS-0093,Form 93,3,0.86,1.7277,opposing,True,0.56,-0.829,0.24,1831,P. Tross,classification_opposition,0.8,
AN-0270,MS-0078,Form 78,MS-0060,Form 60,4,0.86,1.7275,incompatible,True,0.52,-0.747,0.77,914,T. Vells,trajectory_divergence,0.87,
AN-0271,MS-0078,Form 78,MS-0039,Form 39,5,0.86,1.7226,unknown,False,0.92,-0.726,0.21,930,K. Strand,distance_measurement,0.84,
AN-0272,MS-0078,Form 78,MS-0170,Form 170,6,0.82,1.6373,historical,True,0.57,-0.819,0.35,918,K. Strand,trajectory_divergence,0.64,
AN-0273,MS-0079,Form 79,MS-0118,Form 118,1,0.95,2.0451,opposing,True,0.74,-0.888,0.76,926,Archive Survey Team,distance_measurement,0.63,
AN-0274,MS-0079,Form 79,MS-0124,Form 124,2,0.95,1.907,orthogonal,True,0.82,-0.837,0.79,929,Archive Survey Team,conflict_documentation,0.54,
AN-0275,MS-0079,Form 79,MS-0139,Form 139,3,0.92,1.8353,opposing,False,0.9,-0.799,0.49,930,Constellation Survey,behavioral_observation,0.5,
AN-0276,MS-0079,Form 79,MS-0036,Form 36,4,0.91,1.8187,competitive,False,0.8,-0.83,0.67,1838,Constellation Survey,conflict_documentation,0.76,
AN-0277,MS-0079,Form 79,MS-0131,Form 131,5,0.9,1.7907,unknown,True,0.73,-0.824,0.47,924,P. Tross,behavioral_observation,0.57,
AN-0278,MS-0079,Form 79,MS-0195,Form 195,6,0.88,1.7596,orthogonal,True,0.87,-0.706,0.5,1833,P. Tross,behavioral_observation,0.79,
AN-0279,MS-0080,Form 80,MS-0027,The Five-Body Form,1,0.95,2.0162,competitive,True,0.88,-0.889,0.21,916,P. Tross,trajectory_divergence,0.53,
AN-0280,MS-0080,Form 80,MS-0118,Form 118,2,0.88,1.7516,unknown,True,0.73,-0.798,0.86,916,P. Tross,behavioral_observation,0.82,
AN-0281,MS-0080,Form 80,MS-0068,Form 68,3,0.87,1.7432,orthogonal,True,0.79,-0.862,0.28,1848,Archive Survey Team,behavioral_observation,0.65,
AN-0282,MS-0080,Form 80,MS-0192,Form 192,4,0.87,1.7338,orthogonal,True,0.86,-0.774,0.63,1849,P. Tross,behavioral_observation,0.64,
AN-0283,MS-0080,Form 80,MS-0159,Form 159,5,0.86,1.73,historical,True,0.56,-0.753,0.63,1846,P. Tross,trajectory_divergence,0.51,
AN-0284,MS-0081,Form 81,MS-0027,The Five-Body Form,1,0.73,1.4522,opposing,False,0.59,-0.641,0.34,928,Archive Survey Team,trajectory_divergence,0.6,
AN-0285,MS-0081,Form 81,EN-002,The Dens Boundary,2,0.67,1.3361,competitive,True,0.91,-0.641,0.38,921,Constellation Survey,classification_opposition,0.56,
AN-0286,MS-0081,Form 81,MS-0117,Form 117,3,0.65,1.3002,incompatible,True,0.52,-0.593,0.86,913,P. Tross,conflict_documentation,0.64,
AN-0287,MS-0081,Form 81,MS-0118,Form 118,4,0.64,1.2869,orthogonal,True,0.8,-0.543,0.8,915,K. Strand,conflict_documentation,0.83,
AN-0288,MS-0082,Form 82,MS-0027,The Five-Body Form,1,0.95,2.0702,historical,True,0.8,-0.933,0.77,930,Constellation Survey,distance_measurement,0.77,
AN-0289,MS-0082,Form 82,MS-0118,Form 118,2,0.95,1.9647,opposing,False,0.56,-0.817,0.69,924,P. Tross,conflict_documentation,0.51,
AN-0290,MS-0082,Form 82,MS-0036,Form 36,3,0.95,1.8949,orthogonal,True,0.67,-0.896,0.88,924,K. Strand,trajectory_divergence,0.52,
AN-0291,MS-0082,Form 82,MS-0192,Form 192,4,0.94,1.8835,unknown,True,0.73,-0.788,0.48,913,Constellation Survey,distance_measurement,0.94,
AN-0292,MS-0082,Form 82,MS-0159,Form 159,5,0.93,1.8652,competitive,True,0.82,-0.761,0.72,919,Constellation Survey,distance_measurement,0.73,
AN-0293,MS-0083,Form 83,MS-0118,Form 118,1,0.95,2.0793,unknown,False,0.95,-0.85,0.89,1843,T. Vells,conflict_documentation,0.89,
AN-0294,MS-0083,Form 83,MS-0124,Form 124,2,0.94,1.8809,opposing,True,0.62,-0.809,0.73,1848,Constellation Survey,conflict_documentation,0.59,
AN-0295,MS-0083,Form 83,MS-0036,Form 36,3,0.92,1.8318,competitive,False,0.88,-0.742,0.24,913,P. Tross,conflict_documentation,0.78,
AN-0296,MS-0083,Form 83,MS-0131,Form 131,4,0.9,1.8027,opposing,True,0.76,-0.803,0.65,1848,Archive Survey Team,distance_measurement,0.84,
AN-0297,MS-0083,Form 83,MS-0139,Form 139,5,0.88,1.7501,competitive,True,0.78,-0.796,0.25,1839,P. Tross,behavioral_observation,0.93,
AN-0298,MS-0083,Form 83,MS-0192,Form 192,6,0.87,1.7315,unknown,True,0.69,-0.715,0.42,922,K. Strand,distance_measurement,0.74,
AN-0299,MS-0084,Form 84,MS-0118,Form 118,1,0.95,1.9261,opposing,True,0.56,-0.888,0.89,1847,Constellation Survey,trajectory_divergence,0.62,
AN-0300,MS-0084,Form 84,MS-0124,Form 124,2,0.88,1.7689,incompatible,True,0.67,-0.852,0.38,1840,Constellation Survey,trajectory_divergence,0.73,
AN-0301,MS-0084,Form 84,MS-0036,Form 36,3,0.83,1.6534,incompatible,True,0.54,-0.77,0.61,1840,P. Tross,trajectory_divergence,0.54,
AN-0302,MS-0084,Form 84,MS-0131,Form 131,4,0.82,1.6496,orthogonal,True,0.67,-0.728,0.82,926,P. Tross,classification_opposition,0.71,
AN-0303,MS-0084,Form 84,MS-0139,Form 139,5,0.82,1.648,competitive,True,0.68,-0.755,0.83,1842,P. Tross,classification_opposition,0.62,
AN-0304,MS-0085,Form 85,MS-0139,Form 139,1,0.95,1.8945,historical,False,0.61,-0.913,0.37,921,P. Tross,behavioral_observation,0.9,
AN-0305,MS-0085,Form 85,EN-002,The Dens Boundary,2,0.94,1.8778,incompatible,True,0.84,-0.923,0.79,922,P. Tross,conflict_documentation,0.85,
AN-0306,MS-0085,Form 85,MS-0110,Form 110,3,0.94,1.8744,competitive,True,0.94,-0.81,0.86,1836,Archive Survey Team,behavioral_observation,0.87,
AN-0307,MS-0085,Form 85,MS-0124,Form 124,4,0.91,1.819,opposing,False,0.75,-0.899,0.43,1840,Archive Survey Team,conflict_documentation,0.76,
AN-0308,MS-0086,Form 86,MS-0118,Form 118,1,0.95,2.2815,opposing,True,0.65,-0.809,0.88,914,K. Strand,behavioral_observation,0.94,
AN-0309,MS-0086,Form 86,MS-0036,Form 36,2,0.95,2.1446,unknown,True,0.6,-0.777,0.29,1841,Archive Survey Team,distance_measurement,0.94,
AN-0310,MS-0086,Form 86,MS-0027,The Five-Body Form,3,0.95,2.1362,opposing,True,0.51,-0.826,0.78,1833,Archive Survey Team,conflict_documentation,0.65,
AN-0311,MS-0086,Form 86,MS-0192,Form 192,4,0.95,2.1044,unknown,True,0.75,-0.89,0.57,1842,Archive Survey Team,distance_measurement,0.54,
AN-0312,MS-0087,Form 87,MS-0117,Form 117,1,0.95,2.1625,orthogonal,True,0.91,-0.89,0.33,917,Archive Survey Team,classification_opposition,0.85,
AN-0313,MS-0087,Form 87,MS-0188,Form 188,2,0.95,2.1446,historical,False,0.53,-0.844,0.61,916,T. Vells,distance_measurement,0.81,
AN-0314,MS-0087,Form 87,EN-002,The Dens Boundary,3,0.95,2.1316,orthogonal,True,0.87,-0.812,0.63,913,P. Tross,classification_opposition,0.63,
AN-0315,MS-0087,Form 87,MS-0027,The Five-Body Form,4,0.95,2.1015,opposing,True,0.61,-0.783,0.88,1841,P. Tross,conflict_documentation,0.69,
AN-0316,MS-0087,Form 87,MS-0043,Form 43,5,0.95,2.075,historical,True,0.6,-0.822,0.21,930,P. Tross,classification_opposition,0.69,
AN-0317,MS-0088,Form 88,MS-0027,The Five-Body Form,1,0.94,1.8855,orthogonal,True,0.67,-0.752,0.33,1847,P. Tross,distance_measurement,0.71,
AN-0318,MS-0088,Form 88,MS-0149,Form 149,2,0.87,1.7482,opposing,True,0.62,-0.724,0.74,921,Constellation Survey,behavioral_observation,0.91,
AN-0319,MS-0088,Form 88,MS-0068,Form 68,3,0.86,1.7189,incompatible,True,0.7,-0.757,0.64,928,P. Tross,behavioral_observation,0.94,
AN-0320,MS-0089,Form 89,MS-0027,The Five-Body Form,1,0.95,2.1522,orthogonal,True,0.79,-0.762,0.77,929,Archive Survey Team,distance_measurement,0.52,
AN-0321,MS-0089,Form 89,MS-0159,Form 159,2,0.95,2.012,historical,False,0.53,-0.821,0.3,1847,P. Tross,distance_measurement,0.6,
AN-0322,MS-0089,Form 89,MS-0165,Form 165,3,0.95,2.0032,historical,True,0.58,-0.786,0.39,1843,P. Tross,conflict_documentation,0.77,
AN-0323,MS-0090,Form 90,MS-0148,Form 148,1,0.77,1.5367,orthogonal,True,0.93,-0.738,0.67,1850,Constellation Survey,conflict_documentation,0.83,
AN-0324,MS-0090,Form 90,MS-0188,Form 188,2,0.75,1.5022,competitive,True,0.85,-0.688,0.8,918,Archive Survey Team,behavioral_observation,0.82,
AN-0325,MS-0090,Form 90,MS-0071,Form 71,3,0.73,1.4621,historical,True,0.9,-0.69,0.67,1845,K. Strand,distance_measurement,0.67,
AN-0326,MS-0090,Form 90,MS-0117,Form 117,4,0.73,1.4578,unknown,True,0.54,-0.612,0.65,929,P. Tross,trajectory_divergence,0.91,
AN-0327,MS-0090,Form 90,EN-002,The Dens Boundary,5,0.71,1.4194,competitive,True,0.54,-0.658,0.63,921,K. Strand,trajectory_divergence,0.68,
AN-0328,MS-0090,Form 90,MS-0086,Form 86,6,0.7,1.403,competitive,True,0.58,-0.634,0.5,1851,P. Tross,behavioral_observation,0.69,
AN-0329,MS-0091,Form 91,EN-002,The Dens Boundary,1,0.76,1.5231,unknown,False,0.77,-0.648,0.76,930,Constellation Survey,classification_opposition,0.66,
AN-0330,MS-0091,Form 91,MS-0139,Form 139,2,0.75,1.5023,historical,True,0.95,-0.672,0.35,1836,K. Strand,classification_opposition,0.89,
AN-0331,MS-0091,Form 91,MS-0124,Form 124,3,0.73,1.4677,historical,True,0.87,-0.726,0.47,1839,Archive Survey Team,trajectory_divergence,0.91,
AN-0332,MS-0091,Form 91,MS-0110,Form 110,4,0.72,1.4492,incompatible,True,0.54,-0.717,0.66,927,P. Tross,distance_measurement,0.5,
AN-0333,MS-0092,Form 92,MS-0039,Form 39,1,0.81,1.6146,unknown,True,0.79,-0.687,0.55,924,T. Vells,distance_measurement,0.78,
AN-0334,MS-0092,Form 92,MS-0060,Form 60,2,0.8,1.5938,historical,True,0.66,-0.675,0.45,913,P. Tross,conflict_documentation,0.94,
AN-0335,MS-0092,Form 92,MS-0110,Form 110,3,0.78,1.56,competitive,True,0.66,-0.667,0.83,916,Archive Survey Team,trajectory_divergence,0.67,
AN-0336,MS-0093,Form 93,MS-0027,The Five-Body Form,1,0.95,2.3068,orthogonal,True,0.77,-0.937,0.68,1835,P. Tross,distance_measurement,0.56,
AN-0337,MS-0093,Form 93,MS-0192,Form 192,2,0.95,2.0447,historical,False,0.61,-0.869,0.34,924,Constellation Survey,trajectory_divergence,0.95,
AN-0338,MS-0093,Form 93,MS-0118,Form 118,3,0.95,2.0402,unknown,True,0.9,-0.81,0.74,1841,T. Vells,distance_measurement,0.74,
AN-0339,MS-0094,Form 94,MS-0148,Form 148,1,0.89,1.7743,historical,True,0.53,-0.839,0.74,1843,P. Tross,conflict_documentation,0.59,
AN-0340,MS-0094,Form 94,MS-0086,Form 86,2,0.85,1.7028,incompatible,False,0.56,-0.766,0.45,1836,T. Vells,distance_measurement,0.6,
