expedition_id,year,territory,protocol_type,crew_leader,crew_size,duration_days,actual_duration,outcome,casualties,discoveries,protocol_compliance,override_events
EXP-889-004,889,other_survey,pre_protocol,Bren Moss,11,13,13,success,0,0,,
EXP-889-005,889,dead_river_main,pre_protocol,Tesson Vash,5,11,11,success,0,0,,
EXP-889-006,889,yeller_quarry_q7,pre_protocol,Vess Kern,11,13,14,success,0,1,,
EXP-889-007,889,yeller_quarry_q3,pre_protocol,Harv Noll,7,12,14,success,0,0,,
EXP-889-008,889,yeller_quarry_q1,pre_protocol,Jenn Moss,5,10,10,success,0,0,,
EXP-889-009,889,yeller_quarry_q1,pre_protocol,Finn Tarn,6,7,5,success,0,0,,
EXP-889-010,889,yeller_quarry_q3,pre_protocol,Karr Voss,7,12,11,success,0,0,,
EXP-889-011,889,yeller_quarry_q1,pre_protocol,Perr Doss,11,11,12,partial,0,0,,
EXP-890-001,890,yeller_quarry_q3,pre_protocol,Doss Wern,10,9,10,failure,2,0,,
EXP-890-002,890,yeller_quarry_q2,pre_protocol,Moss Kellith,5,10,8,success,0,1,,
EXP-890-003,890,yeller_quarry_q6,pre_protocol,Vess Kern,8,12,11,success,0,1,,
EXP-890-004,890,yeller_quarry_q6,pre_protocol,Pell Drenn,5,9,6,success,0,0,,
EXP-890-005,890,yeller_quarry_q1,pre_protocol,Mira Toss,9,12,11,success,0,3,,
EXP-890-006,890,dead_river_remote,pre_protocol,Jenn Moss,12,19,17,success,0,0,,
EXP-890-007,890,yeller_quarry_q6,pre_protocol,Kira Venn,5,13,15,success,0,0,,
EXP-890-008,890,boundary_sw2,pre_protocol,Kern Hollith,11,17,18,partial,0,1,,
EXP-890-009,890,other_survey,pre_protocol,Vass Tonner,6,7,7,success,0,0,,
EXP-890-010,890,yeller_quarry_q4,pre_protocol,Senn Drusk,6,9,10,success,0,0,,
EXP-891-001,891,yeller_quarry_q4,pre_protocol,Jenn Moss,9,11,13,success,0,0,,
EXP-891-002,891,yeller_quarry_q3,pre_protocol,Issa Kern,6,10,7,success,0,1,,
EXP-891-003,891,yeller_quarry_q4,pre_protocol,Penn Kellor,10,10,7,success,0,3,,
EXP-891-004,891,yeller_quarry_q3,pre_protocol,Moss Kellith,8,12,11,success,0,0,,
EXP-891-005,891,yeller_quarry_q1,pre_protocol,Finn Tarn,5,13,11,success,0,1,,
EXP-891-006,891,dead_river_remote,pre_protocol,Tesson Vash,5,12,11,success,0,0,,
EXP-891-007,891,capital_approach,pre_protocol,Maren Drusk,9,8,7,partial,1,2,,
EXP-891-008,891,yeller_quarry_q1,pre_protocol,Jorn Pell,7,13,13,success,0,0,,
EXP-891-009,891,yeller_quarry_q2,pre_protocol,Finn Tarn,9,11,16,failure,2,0,,
EXP-891-010,891,yeller_quarry_q7,pre_protocol,Alden Kross,11,14,15,partial,0,3,,
EXP-892-001,892,yeller_quarry_q2,pre_protocol,Dara Vorn,5,13,13,success,0,3,,
EXP-892-002,892,yeller_quarry_q5,pre_protocol,Finn Tarn,5,12,14,disaster,2,0,,
EXP-892-003,892,dead_river_eastern,pre_protocol,Renn Hollith,8,11,10,success,0,0,,
EXP-892-004,892,dead_river_remote,pre_protocol,Issa Kern,11,12,15,failure,1,0,,
EXP-892-005,892,capital_approach,pre_protocol,Pell Drenn,10,9,9,success,0,0,,
EXP-892-006,892,yeller_quarry_q2,pre_protocol,Tesson Vash,8,10,9,success,0,0,,
EXP-892-007,892,yeller_quarry_q2,pre_protocol,Pell Drenn,7,12,14,failure,2,0,,
EXP-892-008,892,dead_river_main,pre_protocol,Sira Kellith,6,12,9,success,0,2,,
EXP-892-009,892,yeller_quarry_q1,pre_protocol,Winn Tarn,12,12,14,success,0,0,,
EXP-893-001,893,yeller_quarry_q7,pre_protocol,Finn Tarn,11,11,14,partial,0,3,,
EXP-893-002,893,capital_approach,pre_protocol,Moss Kellith,7,12,9,success,0,0,,
EXP-893-003,893,yeller_quarry_q2,pre_protocol,Jenn Moss,10,12,9,success,0,0,,
EXP-893-004,893,dead_river_eastern,pre_protocol,Kellan Drusk,8,14,12,disaster,3,0,,
EXP-893-005,893,yeller_quarry_q2,pre_protocol,Tesson Vash,5,13,11,success,0,0,,
EXP-893-006,893,yeller_quarry_q5,pre_protocol,Dara Vorn,11,8,10,success,0,0,,
EXP-893-007,893,yeller_quarry_q2,pre_protocol,Moss Kellith,9,7,4,success,0,2,,
EXP-893-008,893,yeller_quarry_q2,pre_protocol,Tesson Vash,10,14,16,success,0,2,,
EXP-893-009,893,yeller_quarry_q2,pre_protocol,Orna Kellith,8,13,15,success,0,0,,
EXP-894-001,894,yeller_quarry_q8,pre_protocol,Tarn Vosh,5,19,17,success,0,1,,
EXP-894-002,894,yeller_quarry_q4,pre_protocol,Zara Voss,8,8,6,partial,1,0,,
EXP-894-003,894,yeller_quarry_q1,pre_protocol,Zara Voss,12,11,9,success,0,0,,
EXP-894-004,894,yeller_quarry_q4,pre_protocol,Moss Kellith,9,14,16,partial,1,3,,
EXP-894-005,894,yeller_quarry_q8,pre_protocol,Vass Tonner,11,18,19,success,0,0,,
EXP-894-006,894,yeller_quarry_q5,pre_protocol,Zara Voss,8,14,16,success,0,3,,
EXP-894-007,894,dens_approach,pre_protocol,Kira Venn,6,16,14,success,0,2,,
EXP-894-008,894,yeller_quarry_q1,pre_protocol,Goss Prell,7,11,8,success,0,3,,
EXP-894-009,894,yeller_quarry_q4,pre_protocol,Lenn Pell,12,7,7,success,0,1,,
EXP-894-010,894,yeller_quarry_q2,pre_protocol,Tarn Vosh,6,8,7,success,0,0,,
EXP-895-001,895,yeller_quarry_q2,pre_protocol,Zara Voss,5,9,13,failure,2,0,,
EXP-895-002,895,yeller_quarry_q1,pre_protocol,Perr Doss,8,7,6,success,0,2,,
EXP-895-003,895,yeller_quarry_q3,pre_protocol,Tarn Vosh,8,9,8,success,0,2,,
EXP-895-004,895,yeller_quarry_q6,pre_protocol,Hesta Vorn,8,13,12,success,0,0,,
EXP-895-005,895,yeller_quarry_q5,pre_protocol,Noss Kell,11,9,7,success,0,1,,
EXP-895-006,895,boundary_de7,pre_protocol,Yorr Pell,5,17,22,failure,1,0,,
EXP-895-007,895,yeller_quarry_q4,pre_protocol,Tess Varn,8,12,12,success,0,0,,
EXP-895-008,895,yeller_quarry_q3,pre_protocol,Karr Voss,6,11,16,disaster,2,0,,
EXP-895-009,895,boundary_ne4,pre_protocol,Pollux Dann,12,21,14,disaster,5,0,,
EXP-896-001,896,yeller_quarry_q7,pre_protocol,Lenn Pell,11,7,5,success,0,0,,
EXP-896-002,896,yeller_quarry_q6,pre_protocol,Vass Tonner,9,11,10,success,0,0,,
EXP-896-003,896,yeller_quarry_q2,pre_protocol,Carn Mellith,11,8,7,success,0,0,,
EXP-896-004,896,yeller_quarry_q6,pre_protocol,Tarn Vosh,12,8,7,success,0,3,,
EXP-896-005,896,capital_approach,pre_protocol,Goss Prell,7,10,11,success,0,0,,
EXP-896-006,896,yeller_quarry_q3,pre_protocol,Tesson Vash,12,11,11,success,0,0,,
EXP-896-007,896,yeller_quarry_q6,pre_protocol,Goss Prell,10,10,10,success,0,0,,
EXP-896-008,896,yeller_quarry_q8,pre_protocol,Doss Wern,7,11,16,failure,1,0,,
EXP-897-001,897,dead_river_main,pre_protocol,Perr Doss,6,10,9,success,0,0,,
EXP-897-002,897,boundary_sw2,pre_protocol,Mira Toss,12,14,15,success,0,0,,
EXP-897-003,897,yeller_quarry_q7,pre_protocol,Goss Prell,6,13,11,success,0,1,,
EXP-897-004,897,yeller_quarry_q3,pre_protocol,Yorr Pell,7,12,12,success,0,1,,
EXP-897-005,897,yeller_quarry_q3,pre_protocol,Hesta Vorn,9,10,10,success,0,0,,
EXP-897-006,897,dead_river_remote,pre_protocol,Hesta Vorn,11,16,18,partial,0,2,,
EXP-897-007,897,capital_approach,pre_protocol,Carn Mellith,8,7,5,success,0,2,,
EXP-897-008,897,yeller_quarry_q3,pre_protocol,Maren Drusk,9,9,18,disaster,3,0,,
EXP-897-009,897,dead_river_main,pre_protocol,Perr Doss,11,9,7,success,0,2,,
EXP-897-010,897,yeller_quarry_q1,pre_protocol,Bren Moss,8,7,10,partial,1,0,,
EXP-897-011,897,yeller_quarry_q1,pre_protocol,Karr Voss,5,7,4,success,0,1,,
EXP-898-001,898,yeller_quarry_q4,pre_protocol,Erren Poss,9,14,14,partial,0,0,,
EXP-898-002,898,yeller_quarry_q1,pre_protocol,Bren Moss,11,8,7,success,0,1,,
EXP-898-003,898,yeller_quarry_q5,pre_protocol,Karr Voss,8,12,14,partial,0,0,,
EXP-898-004,898,yeller_quarry_q2,pre_protocol,Perr Doss,8,7,12,failure,0,0,,
EXP-898-005,898,yeller_quarry_q8,pre_protocol,Tesson Vash,6,14,17,failure,1,0,,
EXP-898-006,898,yeller_quarry_q5,pre_protocol,Orna Kellith,5,11,11,success,0,0,,
EXP-898-007,898,yeller_quarry_q1,pre_protocol,Moss Kellith,5,9,10,partial,1,0,,
EXP-898-008,898,yeller_quarry_q2,pre_protocol,Sira Kellith,10,9,9,success,0,2,,
EXP-899-001,899,dead_river_main,pre_protocol,Vess Kern,7,8,6,success,0,3,,
EXP-899-002,899,yeller_quarry_q5,pre_protocol,Xenn Moss,7,13,22,disaster,2,0,,
EXP-899-003,899,capital_approach,pre_protocol,Hesta Vorn,12,7,4,success,0,0,,
EXP-899-004,899,yeller_quarry_q8,pre_protocol,Issa Kern,10,16,16,success,0,3,,
EXP-899-005,899,yeller_quarry_q7,pre_protocol,Maren Drusk,5,7,8,partial,1,0,,
EXP-899-006,899,yeller_quarry_q1,pre_protocol,Jenn Moss,10,11,12,partial,1,0,,
EXP-899-007,899,yeller_quarry_q1,pre_protocol,Xenn Moss,6,14,15,failure,1,0,,
EXP-899-008,899,yeller_quarry_q1,pre_protocol,Erren Poss,5,8,9,success,0,0,,
EXP-899-009,899,yeller_quarry_q7,pre_protocol,Perr Doss,10,7,8,success,0,0,,
EXP-899-010,899,yeller_quarry_q6,pre_protocol,Sira Kellith,12,8,5,success,0,3,,
EXP-900-001,900,other_survey,pre_protocol,Carn Mellith,10,8,11,partial,0,0,,
EXP-900-002,900,yeller_quarry_q5,pre_protocol,Goss Prell,8,8,6,success,0,0,,
EXP-900-003,900,yeller_quarry_q2,pre_protocol,Penn Kellor,12,14,12,success,0,0,,
EXP-900-004,900,yeller_quarry_q1,pre_protocol,Erren Poss,11,14,12,success,0,0,,
EXP-900-005,900,yeller_quarry_q2,pre_protocol,Tarn Vosh,11,12,13,success,0,0,,
EXP-900-006,900,dead_river_remote,pre_protocol,Perr Doss,9,12,14,success,0,0,,
EXP-900-007,900,yeller_quarry_q6,pre_protocol,Erren Poss,10,10,9,success,0,0,,
EXP-900-008,900,dens_approach,pre_protocol,Pell Drenn,7,15,16,success,0,3,,
EXP-900-009,900,capital_approach,pre_protocol,Dara Vorn,9,13,15,failure,1,0,,
EXP-900-010,900,yeller_quarry_q1,pre_protocol,Vass Tonner,7,11,14,failure,0,0,,
EXP-900-011,900,yeller_quarry_q3,pre_protocol,Renn Hollith,12,8,9,success,0,0,,
EXP-900-012,900,dead_river_remote,pre_protocol,Jenn Moss,9,16,18,success,0,3,,
EXP-901-001,901,yeller_quarry_q1,pre_protocol,Goss Prell,12,10,9,success,0,0,,
EXP-901-002,901,yeller_quarry_q7,pre_protocol,Goss Prell,9,14,19,failure,0,0,,
EXP-901-003,901,yeller_quarry_q2,pre_protocol,Vass Tonner,9,9,6,success,0,3,,
EXP-901-004,901,capital_approach,pre_protocol,Vass Tonner,5,11,10,success,0,3,,
EXP-901-005,901,yeller_quarry_q4,pre_protocol,Finn Tarn,6,9,6,success,0,1,,
EXP-901-006,901,yeller_quarry_q8,pre_protocol,Mira Toss,8,18,20,success,0,3,,
EXP-901-007,901,yeller_quarry_q4,pre_protocol,Jenn Moss,5,12,9,success,0,0,,
EXP-901-008,901,yeller_quarry_q6,pre_protocol,Carn Mellith,10,14,14,partial,0,0,,
EXP-901-009,901,capital_approach,pre_protocol,Dara Vorn,5,8,6,success,0,0,,
EXP-901-010,901,yeller_quarry_q5,pre_protocol,Maren Drusk,11,8,11,partial,1,1,,
EXP-901-011,901,yeller_quarry_q1,pre_protocol,Karr Voss,6,10,12,success,0,0,,
EXP-901-012,901,yeller_quarry_q4,pre_protocol,Penn Kellor,5,8,15,disaster,2,0,,
EXP-901-013,901,capital_approach,pre_protocol,Pell Drenn,9,8,8,success,0,0,,
EXP-901-014,901,yeller_quarry_q8,pre_protocol,Dara Vorn,8,21,22,success,0,3,,
EXP-902-001,902,yeller_quarry_q2,pre_protocol,Sira Kellith,5,9,19,disaster,2,0,,
EXP-902-002,902,yeller_quarry_q7,pre_protocol,Orna Kellith,10,10,11,success,0,1,,
EXP-902-003,902,yeller_quarry_q3,pre_protocol,Goss Prell,6,9,6,success,0,0,,
EXP-902-004,902,capital_approach,pre_protocol,Yorr Pell,6,11,14,partial,0,0,,
EXP-902-005,902,capital_approach,pre_protocol,Jenn Moss,6,11,10,success,0,0,,
EXP-902-006,902,yeller_quarry_q4,pre_protocol,Kira Venn,10,12,17,disaster,3,0,,
EXP-902-007,902,dead_river_main,pre_protocol,Lenn Pell,10,9,9,success,0,0,,
EXP-902-008,902,yeller_quarry_q4,pre_protocol,Erren Poss,6,9,11,failure,1,0,,
EXP-902-009,902,boundary_sw2,pre_protocol,Wren Torvas,6,24,29,disaster,3,0,,
EXP-902-010,902,boundary_sw2,pre_protocol,Dara Vorn,12,20,23,failure,2,0,,
EXP-902-011,902,yeller_quarry_q2,pre_protocol,Senn Drusk,11,12,13,success,0,0,,
EXP-902-012,902,dead_river_remote,pre_protocol,Orna Kellith,7,21,20,success,0,2,,
EXP-903-001,903,yeller_quarry_q3,pre_protocol,Issa Kern,5,10,10,success,0,0,,
EXP-903-002,903,yeller_quarry_q5,pre_protocol,Pell Drenn,10,8,7,success,0,0,,
EXP-903-003,903,yeller_quarry_q3,pre_protocol,Finn Tarn,11,13,10,success,0,0,,
EXP-903-004,903,yeller_quarry_q5,pre_protocol,Carn Mellith,11,12,13,success,0,1,,
EXP-903-005,903,yeller_quarry_q5,pre_protocol,Brenna Tull,9,10,13,partial,0,2,,
EXP-903-006,903,dead_river_main,pre_protocol,Zara Voss,12,10,10,success,0,1,,
EXP-903-007,903,yeller_quarry_q2,pre_protocol,Bren Moss,5,9,11,partial,0,0,,
EXP-903-008,903,yeller_quarry_q7,pre_protocol,Tess Varn,9,8,8,success,0,0,,
EXP-903-009,903,yeller_quarry_q2,pre_protocol,Kira Venn,7,11,11,success,0,0,,
EXP-903-010,903,yeller_quarry_q1,pre_protocol,Bren Moss,6,7,8,success,0,0,,
EXP-904-001,904,dead_river_eastern,pre_protocol,Finn Tarn,12,18,15,success,0,0,,
EXP-904-002,904,yeller_quarry_q2,pre_protocol,Kern Hollith,11,13,18,disaster,5,0,,
EXP-904-003,904,capital_approach,pre_protocol,Torr Vash,10,8,6,partial,0,3,,
EXP-904-004,904,yeller_quarry_q5,pre_protocol,Kern Hollith,6,7,8,partial,1,0,,
EXP-904-005,904,yeller_quarry_q2,pre_protocol,Karr Voss,9,13,15,success,0,0,,
EXP-904-006,904,yeller_quarry_q3,pre_protocol,Erren Poss,12,9,8,success,0,0,,
EXP-904-007,904,yeller_quarry_q7,pre_protocol,Urra Penn,7,8,10,success,0,0,,
EXP-904-008,904,yeller_quarry_q2,pre_protocol,Perr Doss,5,9,13,disaster,2,0,,
EXP-904-009,904,yeller_quarry_q6,pre_protocol,Senn Drusk,6,11,15,failure,0,0,,
EXP-904-010,904,capital_approach,pre_protocol,Carn Mellith,9,7,4,success,0,3,,
EXP-904-011,904,capital_approach,pre_protocol,Goss Prell,5,10,9,success,0,1,,
EXP-904-012,904,other_survey,pre_protocol,Vass Tonner,11,12,10,success,0,0,,
EXP-904-013,904,dead_river_main,pre_protocol,Tesson Vash,9,12,13,partial,0,0,,
EXP-905-001,905,yeller_quarry_q7,pre_protocol,Vess Kern,6,8,5,success,0,0,,
EXP-905-002,905,other_survey,pre_protocol,Karr Voss,12,13,12,success,0,0,,
EXP-905-003,905,yeller_quarry_q5,pre_protocol,Tess Varn,12,8,6,success,0,0,,
EXP-905-004,905,yeller_quarry_q3,pre_protocol,Renn Hollith,5,11,14,failure,2,0,,
EXP-905-005,905,yeller_quarry_q1,pre_protocol,Zara Voss,10,12,10,success,0,0,,
EXP-905-006,905,dead_river_main,pre_protocol,Alden Kross,8,10,8,success,0,1,,
EXP-905-007,905,boundary_de7,pre_protocol,Tarn Vosh,6,24,26,partial,0,0,,
EXP-905-008,905,boundary_de7,pre_protocol,Orra Venn,12,16,17,success,0,1,,
EXP-905-009,905,dead_river_remote,pre_protocol,Maren Drusk,11,18,18,success,0,0,,
EXP-905-010,905,dead_river_remote,pre_protocol,Penn Kellor,12,21,29,disaster,3,0,,
EXP-905-011,905,yeller_quarry_q7,pre_protocol,Karr Voss,7,11,12,success,0,1,,
EXP-905-012,905,yeller_quarry_q6,pre_protocol,Sira Kellith,10,13,15,partial,0,0,,
EXP-905-013,905,dead_river_eastern,pre_protocol,Jenn Moss,11,13,15,success,0,1,,
EXP-905-014,905,yeller_quarry_q2,pre_protocol,Carn Mellith,10,14,15,success,0,1,,
EXP-906-001,906,dead_river_main,pre_protocol,Vass Tonner,12,8,7,success,0,0,,
EXP-906-002,906,yeller_quarry_q7,pre_protocol,Renn Hollith,5,13,14,success,0,3,,
EXP-906-003,906,yeller_quarry_q8,pre_protocol,Mira Toss,10,20,22,success,0,0,,
EXP-906-004,906,yeller_quarry_q1,pre_protocol,Yorr Pell,7,9,9,success,0,0,,
EXP-906-005,906,yeller_quarry_q7,pre_protocol,Wren Torvas,6,9,11,success,0,2,,
EXP-906-006,906,yeller_quarry_q7,pre_protocol,Xenn Moss,10,14,13,partial,0,0,,
EXP-906-007,906,yeller_quarry_q8,pre_protocol,Senn Drusk,8,16,26,disaster,3,0,,
EXP-906-008,906,yeller_quarry_q1,pre_protocol,Carn Mellith,6,8,8,partial,1,3,,
EXP-906-009,906,yeller_quarry_q4,pre_protocol,Bren Moss,7,7,6,success,0,0,,
EXP-906-010,906,yeller_quarry_q5,pre_protocol,Lenn Pell,12,9,12,partial,1,0,,
EXP-907-001,907,boundary_ne4,pre_protocol,Dara Vorn,9,22,26,failure,0,0,,
EXP-907-002,907,yeller_quarry_q4,pre_protocol,Kira Venn,9,7,5,success,0,2,,
EXP-907-003,907,yeller_quarry_q6,pre_protocol,Alden Kross,12,11,10,success,0,0,,
EXP-907-004,907,dead_river_eastern,pre_protocol,Goss Prell,11,16,20,failure,2,0,,
EXP-907-005,907,dead_river_eastern,pre_protocol,Senn Drusk,11,18,19,success,0,0,,
EXP-907-006,907,dead_river_main,pre_protocol,Dara Vorn,9,13,16,failure,0,0,,
EXP-907-007,907,yeller_quarry_q2,pre_protocol,Xenn Moss,9,14,24,disaster,2,0,,
EXP-907-008,907,yeller_quarry_q1,pre_protocol,Mira Toss,9,9,7,success,0,1,,
EXP-907-009,907,yeller_quarry_q6,pre_protocol,Noss Kell,12,12,11,success,0,1,,
EXP-907-010,907,yeller_quarry_q1,pre_protocol,Wren Torvas,12,9,9,success,0,0,,
EXP-907-011,907,yeller_quarry_q2,pre_protocol,Jenn Moss,11,14,12,success,0,0,,
EXP-907-012,907,dead_river_remote,pre_protocol,Harv Noll,12,20,18,success,0,0,,
EXP-907-013,907,yeller_quarry_q1,pre_protocol,Carn Mellith,6,11,9,partial,1,0,,
EXP-908-001,908,yeller_quarry_q3,pre_protocol,Pell Drenn,11,12,13,success,0,1,,
EXP-908-002,908,yeller_quarry_q1,pre_protocol,Pell Drenn,12,9,13,failure,0,0,,
EXP-908-003,908,yeller_quarry_q1,pre_protocol,Jorn Pell,5,12,9,success,0,1,,
EXP-908-004,908,yeller_quarry_q4,pre_protocol,Renn Hollith,12,10,12,success,0,1,,
EXP-908-005,908,yeller_quarry_q6,pre_protocol,Mira Toss,12,10,9,success,0,0,,
EXP-908-006,908,yeller_quarry_q3,pre_protocol,Erren Poss,7,8,7,success,0,0,,
EXP-908-007,908,yeller_quarry_q5,pre_protocol,Brenna Tull,11,9,10,success,0,3,,
EXP-908-008,908,yeller_quarry_q1,pre_protocol,Torr Vash,8,14,13,success,0,0,,
EXP-908-009,908,yeller_quarry_q4,pre_protocol,Pell Drenn,6,7,5,success,0,1,,
EXP-908-010,908,yeller_quarry_q2,pre_protocol,Torr Vash,12,11,9,partial,0,0,,
EXP-909-001,909,yeller_quarry_q3,pre_protocol,Senn Drusk,12,7,7,success,0,0,,
EXP-909-002,909,dead_river_eastern,pre_protocol,Maren Drusk,9,21,18,success,0,0,,
EXP-909-003,909,other_survey,pre_protocol,Pell Drenn,8,13,11,success,0,0,,
EXP-909-004,909,capital_approach,pre_protocol,Erren Poss,11,8,8,success,0,0,,
EXP-909-005,909,yeller_quarry_q5,pre_protocol,Orna Kellith,11,12,13,success,0,0,,
EXP-909-006,909,yeller_quarry_q4,pre_protocol,Orra Venn,10,13,12,success,0,0,,
EXP-909-007,909,yeller_quarry_q7,pre_protocol,Erren Poss,9,12,9,success,0,0,,
EXP-909-008,909,other_survey,pre_protocol,Carn Mellith,7,11,9,success,0,0,,
EXP-909-009,909,yeller_quarry_q1,pre_protocol,Lenn Pell,7,8,6,success,0,3,,
EXP-909-010,909,yeller_quarry_q3,pre_protocol,Noss Kell,6,13,16,partial,0,2,,
EXP-909-011,909,yeller_quarry_q2,pre_protocol,Tarn Vosh,9,7,4,success,0,0,,
EXP-909-012,909,dens_approach,pre_protocol,Winn Tarn,11,25,26,success,0,0,,
EXP-909-013,909,yeller_quarry_q8,pre_protocol,Jorn Pell,9,15,14,success,0,0,,
EXP-909-014,909,yeller_quarry_q3,pre_protocol,Pell Drenn,11,14,12,success,0,0,,
EXP-910-001,910,dead_river_eastern,pre_protocol,Vass Tonner,6,19,25,disaster,3,0,,
EXP-910-002,910,yeller_quarry_q1,pre_protocol,Bren Moss,7,14,16,success,0,0,,
EXP-910-003,910,yeller_quarry_q7,pre_protocol,Carn Mellith,8,10,9,success,0,0,,
EXP-910-004,910,yeller_quarry_q7,pre_protocol,Hesta Vorn,11,12,13,success,0,0,,
EXP-910-005,910,dead_river_remote,pre_protocol,Renn Hollith,12,17,15,success,0,2,,
EXP-910-006,910,yeller_quarry_q2,pre_protocol,Senn Drusk,6,7,6,success,0,3,,
EXP-910-007,910,dead_river_eastern,pre_protocol,Zara Voss,5,13,11,success,0,0,,
EXP-910-008,910,dead_river_remote,pre_protocol,Kira Venn,5,19,16,success,0,1,,
EXP-910-009,910,yeller_quarry_q4,pre_protocol,Lenn Pell,5,14,17,failure,2,0,,
EXP-910-010,910,yeller_quarry_q8,pre_protocol,Sira Kellith,6,14,14,success,0,2,,
EXP-910-011,910,yeller_quarry_q6,pre_protocol,Orra Venn,12,8,8,success,0,0,,
EXP-910-012,910,dead_river_main,pre_protocol,Maren Drusk,9,12,9,success,0,2,,
EXP-911-001,911,yeller_quarry_q4,pre_protocol,Brenna Tull,9,7,4,success,0,0,,
EXP-911-002,911,capital_approach,pre_protocol,Perr Doss,11,9,11,success,0,0,,
EXP-911-003,911,yeller_quarry_q8,pre_protocol,Jenn Moss,7,14,14,success,0,0,,
EXP-911-004,911,yeller_quarry_q3,pre_protocol,Maren Drusk,8,9,10,success,0,0,,
EXP-911-005,911,yeller_quarry_q5,pre_protocol,Kira Venn,7,12,14,success,0,2,,
EXP-911-006,911,boundary_de7,pre_protocol,Tesson Vash,10,18,21,failure,2,0,,
EXP-911-007,911,yeller_quarry_q2,pre_protocol,Bren Moss,7,7,9,partial,0,3,,
EXP-911-008,911,yeller_quarry_q1,pre_protocol,Hesta Vorn,7,14,14,success,0,0,,
EXP-911-009,911,yeller_quarry_q2,pre_protocol,Moss Kellith,11,7,6,partial,0,2,,
EXP-911-010,911,boundary_ne4,pre_protocol,Orra Venn,12,20,21,success,0,0,,
EXP-911-011,911,yeller_quarry_q5,pre_protocol,Dara Vorn,5,8,5,success,0,0,,
EXP-911-012,911,yeller_quarry_q3,pre_protocol,Moss Kellith,11,7,6,success,0,0,,
EXP-911-013,911,yeller_quarry_q4,pre_protocol,Mira Toss,5,9,6,success,0,0,,
EXP-911-014,911,yeller_quarry_q2,pre_protocol,Dara Vorn,7,13,11,success,0,0,,
EXP-912-001,912,boundary_sw2,pre_protocol,Yorr Pell,6,25,27,success,0,0,,
EXP-912-002,912,dead_river_main,pre_protocol,Tesson Vash,12,12,14,success,0,0,,
EXP-912-003,912,yeller_quarry_q6,pre_protocol,Torr Vash,11,7,9,success,0,0,,
EXP-912-004,912,yeller_quarry_q2,pre_protocol,Pell Drenn,5,13,13,success,0,1,,
EXP-912-005,912,yeller_quarry_q2,pre_protocol,Orna Kellith,5,11,11,success,0,0,,
EXP-912-006,912,yeller_quarry_q1,pre_protocol,Jenn Moss,8,14,15,success,0,0,,
EXP-912-007,912,yeller_quarry_q3,pre_protocol,Erren Poss,8,7,9,disaster,3,0,,
EXP-912-008,912,yeller_quarry_q2,pre_protocol,Maren Drusk,9,12,14,failure,0,0,,
EXP-912-009,912,dead_river_main,pre_protocol,Erren Poss,7,14,11,success,0,2,,
EXP-912-010,912,yeller_quarry_q4,pre_protocol,Wren Torvas,11,8,11,failure,2,0,,
EXP-912-011,912,yeller_quarry_q4,pre_protocol,Harv Noll,8,7,9,success,0,0,,
EXP-912-012,912,yeller_quarry_q1,pre_protocol,Mira Toss,11,12,13,success,0,0,,
EXP-913-001,913,yeller_quarry_q2,pre_protocol,Carn Mellith,12,14,16,success,0,1,,
EXP-913-002,913,yeller_quarry_q1,pre_protocol,Pell Drenn,6,10,9,success,0,3,,
EXP-913-003,913,yeller_quarry_q3,pre_protocol,Mira Toss,9,8,7,success,0,0,,
EXP-913-004,913,yeller_quarry_q2,pre_protocol,Urra Penn,5,9,11,success,0,0,,
EXP-913-005,913,yeller_quarry_q6,pre_protocol,Orna Kellith,12,9,10,success,0,0,,
EXP-913-006,913,yeller_quarry_q5,pre_protocol,Jorn Pell,9,12,19,disaster,4,0,,
EXP-913-007,913,dead_river_eastern,pre_protocol,Renn Hollith,6,14,24,disaster,3,0,,
EXP-913-008,913,boundary_de7,pre_protocol,Torr Vash,7,25,27,success,0,2,,
EXP-913-009,913,yeller_quarry_q1,pre_protocol,Sira Kellith,12,11,8,success,0,0,,
EXP-913-010,913,yeller_quarry_q1,pre_protocol,Senn Drusk,12,7,5,success,0,2,,
EXP-913-011,913,dead_river_main,pre_protocol,Orra Venn,7,8,6,success,0,0,,
EXP-913-012,913,yeller_quarry_q5,pre_protocol,Carn Mellith,6,7,14,disaster,2,0,,
EXP-913-013,913,yeller_quarry_q5,pre_protocol,Maren Drusk,9,7,5,success,0,1,,
EXP-913-014,913,yeller_quarry_q4,pre_protocol,Xenn Moss,6,11,13,partial,0,0,,
EXP-914-001,914,yeller_quarry_q2,pre_protocol,Erren Poss,10,11,12,success,0,1,,
EXP-914-002,914,yeller_quarry_q4,pre_protocol,Dara Vorn,12,7,9,success,0,2,,
EXP-914-003,914,yeller_quarry_q1,pre_protocol,Finn Tarn,12,12,14,success,0,0,,
EXP-914-004,914,dead_river_eastern,pre_protocol,Hesta Vorn,7,21,30,disaster,3,0,,
EXP-914-005,914,yeller_quarry_q6,pre_protocol,Kira Venn,9,12,14,success,0,2,,
EXP-914-006,914,yeller_quarry_q5,pre_protocol,Hesta Vorn,6,12,11,success,0,0,,
EXP-914-007,914,yeller_quarry_q7,pre_protocol,Tesson Vash,11,8,7,success,0,0,,
EXP-914-008,914,yeller_quarry_q5,pre_protocol,Jenn Moss,7,14,16,success,0,0,,
