student_id,model_version,prediction_date,semester,predicted_gpa,predicted_retention,predicted_graduation,risk_level,trajectory,intervention_recommended,intervention_applied,actual_outcome,prediction_accuracy,anomaly_flag
ST-3039,v2.0,2020-01-29,Y2-S,2.92,0.9,0.59,low,stable,,,,0.92,False
ST-3097,v2.0,2020-01-29,Y2-S,2.16,0.75,0.28,high,declining,mentorship,mentorship,,0.95,False
ST-3024,v2.0,2020-01-29,Y2-S,2.24,0.42,0.2,medium,stable,course_advising,course_advising,,0.94,False
ST-3069,v2.0,2020-01-29,Y2-S,2.03,0.74,0.51,critical,rising,course_advising,course_advising,,0.82,False
ST-3061,v2.0,2020-01-29,Y2-S,3.37,0.77,0.69,medium,rising,counseling,counseling,,0.95,False
ST-3031,v2.0,2020-01-29,Y2-S,2.77,0.91,0.79,high,stable,tutoring,tutoring,,0.96,False
ST-3029,v2.0,2020-01-29,Y2-S,3.14,0.84,0.63,medium,declining,faculty_notification,,,0.91,False
ST-3094,v2.0,2020-01-29,Y2-S,1.35,0.42,0.35,critical,stable,course_advising,,,1.0,False
ST-3019,v2.0,2020-01-29,Y2-S,2.37,0.67,0.36,medium,stable,course_advising,course_advising,,0.91,False
ST-3060,v2.0,2020-01-29,Y2-S,2.39,0.43,0.42,high,declining,mentorship,mentorship,,0.9,False
ST-3008,v2.0,2020-01-29,Y2-S,2.06,0.45,0.34,medium,rising,counseling,counseling,,0.91,False
ST-3072,v2.0,2020-01-29,Y2-S,2.72,0.72,0.65,medium,stable,mentorship,mentorship,,0.96,False
ST-3092,v2.0,2020-01-29,Y2-S,2.57,0.85,0.61,low,stable,,,,0.97,False
ST-3093,v2.0,2020-01-29,Y2-S,2.54,0.93,0.82,critical,stable,tutoring,tutoring,,0.98,False
ST-3079,v2.0,2020-01-29,Y2-S,2.89,0.77,0.55,low,stable,,,,0.95,False
ST-3096,v2.0,2020-01-29,Y2-S,2.43,0.53,0.53,high,stable,tutoring,tutoring,,0.88,False
ST-3018,v2.0,2020-01-29,Y2-S,2.74,0.8,0.79,low,declining,,,,0.99,True
ST-3050,v2.0,2020-01-29,Y2-S,2.21,0.69,0.43,high,stable,tutoring,tutoring,,0.97,False
ST-3032,v2.0,2020-01-29,Y2-S,2.92,0.78,0.76,medium,volatile,tutoring,tutoring,,0.93,False
ST-3033,v2.0,2020-01-29,Y2-S,2.53,0.79,0.83,low,volatile,,,,0.87,False
ST-3027,v2.0,2020-01-29,Y2-S,3.06,0.71,0.75,high,rising,counseling,,,0.89,False
ST-3043,v2.0,2020-01-29,Y2-S,3.58,0.9,0.74,low,stable,,,,0.94,False
ST-3011,v2.0,2020-01-29,Y2-S,2.7,0.81,0.63,low,stable,,,,0.96,False
ST-3058,v2.0,2020-01-29,Y2-S,2.16,0.72,0.5,high,rising,counseling,,,0.95,False
ST-3048,v2.0,2020-01-29,Y2-S,2.96,0.93,0.54,low,stable,,,,0.91,False
ST-3012,v2.0,2020-01-29,Y2-S,3.05,0.84,0.73,medium,volatile,counseling,,,0.91,False
ST-3025,v2.0,2020-01-29,Y2-S,2.63,0.76,0.68,medium,stable,financial_review,financial_review,,0.99,True
SJ-2202,v2.0,2020-01-29,Y2-S,2.31,0.64,0.44,medium,volatile,course_advising,course_advising,,0.94,False
ST-3074,v2.0,2020-01-29,Y2-S,1.6,0.44,0.53,medium,stable,course_advising,,,0.9,False
ST-3064,v2.0,2020-01-29,Y2-S,2.24,0.43,0.45,high,rising,mentorship,,,0.99,False
ST-3044,v2.0,2020-01-29,Y2-S,3.43,0.86,0.74,low,volatile,,,,0.9,False
ST-3099,v2.0,2020-01-29,Y2-S,2.71,0.74,0.7,critical,rising,course_advising,course_advising,,0.95,False
ST-3059,v2.0,2020-01-29,Y2-S,2.98,0.8,0.76,high,stable,course_advising,course_advising,,0.9,False
SM-2203,v2.0,2020-01-29,Y2-S,2.6,0.89,0.78,low,rising,,,,0.95,False
ST-3056,v2.0,2020-01-29,Y2-S,2.92,0.78,0.66,low,declining,,,,0.96,False
NR-2407,v2.0,2020-01-29,Y2-S,2.0,0.61,0.41,high,stable,course_advising,course_advising,,0.98,False
ST-3013,v2.0,2020-01-29,Y2-S,3.01,0.77,0.72,low,rising,,,,0.89,False
ST-3052,v2.0,2020-01-29,Y2-S,3.02,0.75,0.74,medium,stable,tutoring,tutoring,,0.96,False
ST-3089,v2.0,2020-01-29,Y2-S,2.19,0.59,0.52,critical,rising,tutoring,tutoring,,0.96,False
ST-3038,v2.0,2020-01-29,Y2-S,2.98,0.81,0.52,low,rising,,,,0.95,False
ST-3047,v2.0,2020-01-29,Y2-S,3.3,0.94,0.68,low,stable,,,,0.89,False
ST-3087,v2.0,2020-01-29,Y2-S,1.87,0.57,0.23,low,declining,,,,0.93,False
ST-3036,v2.0,2020-01-29,Y2-S,2.6,0.83,0.56,low,declining,,,,0.94,False
ST-3014,v2.0,2020-01-29,Y2-S,2.76,0.73,0.54,medium,declining,counseling,counseling,,0.91,False
ST-3085,v2.0,2020-01-29,Y2-S,2.74,0.81,0.58,low,declining,,,,0.87,False
ST-3073,v2.0,2020-01-29,Y2-S,2.49,0.71,0.21,medium,declining,mentorship,mentorship,,0.95,False
ST-3022,v2.0,2020-01-29,Y2-S,3.56,0.76,0.78,medium,stable,faculty_notification,faculty_notification,,0.99,False
ST-3091,v2.0,2020-01-29,Y2-S,2.08,0.67,0.48,critical,stable,counseling,counseling,,0.96,False
JK-3847,v2.0,2020-01-29,Y2-S,3.38,0.77,0.7,critical,stable,mentorship,mentorship,,0.84,True
ST-3100,v2.0,2020-01-29,Y2-S,2.7,0.71,0.6,medium,declining,tutoring,tutoring,,0.92,False
ST-3077,v2.0,2020-01-29,Y2-S,2.47,0.67,0.44,high,stable,counseling,counseling,,0.86,False
ST-3080,v2.0,2020-01-29,Y2-S,2.56,0.9,0.77,low,declining,,,,0.98,False
ST-3046,v2.0,2020-01-29,Y2-S,2.35,0.56,0.37,high,declining,mentorship,,,0.85,False
ST-3016,v2.0,2020-01-29,Y2-S,1.99,0.53,0.22,high,rising,course_advising,,,0.97,False
ST-3095,v2.0,2020-01-29,Y2-S,2.26,0.5,0.39,medium,declining,counseling,,,1.0,False
ST-3026,v2.0,2020-01-29,Y2-S,2.71,0.86,0.79,low,volatile,,,,0.98,False
ST-3037,v2.0,2020-01-29,Y2-S,3.0,0.95,0.65,critical,volatile,counseling,counseling,,0.93,False
ST-3021,v2.0,2020-01-29,Y2-S,3.06,0.86,0.59,low,volatile,,,,0.97,False
ST-3082,v2.0,2020-01-29,Y2-S,2.95,0.78,0.74,low,stable,,,,0.94,False
ST-3040,v2.0,2020-01-29,Y2-S,2.69,0.82,0.55,low,stable,,,,1.0,False
ST-3015,v2.0,2020-01-29,Y2-S,3.47,0.9,0.85,low,rising,,,,0.99,True
ST-3062,v2.0,2020-01-29,Y2-S,3.14,0.88,0.54,low,declining,,,,0.97,False
ST-3071,v2.0,2020-01-29,Y2-S,3.26,0.89,0.55,critical,rising,mentorship,mentorship,,0.9,False
ST-3065,v2.0,2020-01-29,Y2-S,2.94,0.75,0.76,high,stable,course_advising,,,0.94,False
ST-3010,v2.0,2020-01-29,Y2-S,2.9,0.89,0.71,low,volatile,,,,0.98,False
ST-3009,v2.0,2020-01-29,Y2-S,2.59,0.77,0.53,medium,stable,financial_review,financial_review,,0.96,False
ST-3070,v2.0,2020-01-29,Y2-S,2.81,0.91,0.81,low,stable,,,,0.99,False
ST-3017,v2.0,2020-01-29,Y2-S,2.89,0.86,0.77,medium,rising,course_advising,course_advising,,0.93,False
ST-3034,v2.0,2020-01-29,Y2-S,2.03,0.58,0.54,critical,volatile,tutoring,tutoring,,1.0,False
ST-3030,v2.0,2020-01-29,Y2-S,2.98,0.84,0.56,low,volatile,,,,0.93,False
AB-2201,v2.0,2020-01-29,Y2-S,3.3,0.7,0.58,high,volatile,course_advising,course_advising,,0.95,False
ST-3081,v2.3,2020-09-09,Y3-F,2.78,0.71,0.8,low,stable,,,,0.91,False
ST-3092,v2.3,2020-09-09,Y3-F,2.49,0.73,0.5,high,volatile,course_advising,course_advising,,0.97,False
ST-3065,v2.3,2020-09-09,Y3-F,2.71,0.78,0.79,medium,rising,faculty_notification,,,0.83,False
ST-3054,v2.3,2020-09-09,Y3-F,3.09,0.95,0.83,low,stable,,,,0.88,False
ST-3055,v2.3,2020-09-09,Y3-F,2.51,0.78,0.69,low,rising,,,,0.86,False
ST-3090,v2.3,2020-09-09,Y3-F,2.31,0.62,0.36,high,stable,tutoring,,,0.97,False
ST-3052,v2.3,2020-09-09,Y3-F,1.85,0.45,0.53,low,stable,,,,0.96,False
ST-3011,v2.3,2020-09-09,Y3-F,2.19,0.4,0.32,high,stable,counseling,counseling,,0.91,False
ST-3082,v2.3,2020-09-09,Y3-F,2.34,0.57,0.22,critical,declining,mentorship,mentorship,,0.99,False
ST-3069,v2.3,2020-09-09,Y3-F,2.81,0.8,0.81,low,declining,,,,0.85,False
ST-3091,v2.3,2020-09-09,Y3-F,2.18,0.62,0.34,high,rising,tutoring,tutoring,,0.96,False
ST-3079,v2.3,2020-09-09,Y3-F,2.67,0.9,0.75,medium,stable,counseling,counseling,,0.93,False
ST-3020,v2.3,2020-09-09,Y3-F,2.95,0.89,0.54,low,stable,,,,0.98,False
ST-3036,v2.3,2020-09-09,Y3-F,2.6,0.79,0.77,low,stable,,,,0.96,False
ST-3093,v2.3,2020-09-09,Y3-F,2.83,0.9,0.61,medium,stable,tutoring,,,0.97,False
ST-3040,v2.3,2020-09-09,Y3-F,2.6,0.76,0.62,medium,stable,counseling,,,0.97,False
ST-3086,v2.3,2020-09-09,Y3-F,3.27,0.91,0.69,medium,rising,mentorship,,,0.83,False
ST-3066,v2.3,2020-09-09,Y3-F,2.75,0.91,0.84,low,declining,,,,0.99,False
ST-3027,v2.3,2020-09-09,Y3-F,2.21,0.63,0.4,medium,declining,mentorship,,,0.93,False
ST-3088,v2.3,2020-09-09,Y3-F,2.93,0.9,0.53,high,declining,mentorship,mentorship,,0.9,False
ST-3095,v2.3,2020-09-09,Y3-F,2.41,0.6,0.49,medium,rising,faculty_notification,faculty_notification,,0.99,False
ST-3042,v2.3,2020-09-09,Y3-F,2.04,0.5,0.36,medium,stable,financial_review,financial_review,,0.87,False
ST-3051,v2.3,2020-09-09,Y3-F,2.56,0.84,0.52,low,rising,,,,0.93,False
ST-3076,v2.3,2020-09-09,Y3-F,3.02,0.83,0.72,high,declining,course_advising,,,0.85,False
ST-3009,v2.3,2020-09-09,Y3-F,2.3,0.57,0.52,high,stable,tutoring,tutoring,,0.93,False
ST-3085,v2.3,2020-09-09,Y3-F,2.6,0.9,0.6,high,stable,counseling,,,0.99,False
ST-3056,v2.3,2020-09-09,Y3-F,4.0,0.73,0.73,low,declining,,,,1.0,False
ST-3031,v2.3,2020-09-09,Y3-F,2.85,0.95,0.58,high,declining,counseling,,,0.99,False
ST-3008,v2.3,2020-09-09,Y3-F,3.01,0.76,0.61,medium,stable,financial_review,financial_review,,1.0,False
ST-3032,v2.3,2020-09-09,Y3-F,2.33,0.6,0.4,medium,volatile,course_advising,course_advising,,0.83,False
ST-3012,v2.3,2020-09-09,Y3-F,2.76,0.71,0.71,low,stable,,,,0.98,False
ST-3074,v2.3,2020-09-09,Y3-F,2.36,0.68,0.32,medium,declining,counseling,counseling,,0.91,False
ST-3015,v2.3,2020-09-09,Y3-F,3.17,0.74,0.54,medium,stable,mentorship,mentorship,,0.91,True
ST-3059,v2.3,2020-09-09,Y3-F,3.17,0.73,0.61,low,rising,,,,0.97,False
ST-3072,v2.3,2020-09-09,Y3-F,3.54,0.94,0.73,low,volatile,,,,0.96,False
ST-3075,v2.3,2020-09-09,Y3-F,2.3,0.68,0.28,high,rising,counseling,,,0.84,False
ST-3023,v2.3,2020-09-09,Y3-F,2.61,0.7,0.75,medium,declining,financial_review,financial_review,,0.95,False
ST-3083,v2.3,2020-09-09,Y3-F,1.8,0.74,0.28,high,volatile,tutoring,tutoring,,0.9,False
JK-3847,v2.3,2020-09-09,Y3-F,1.69,0.39,0.36,low,declining,,,,,True
ST-3046,v2.3,2020-09-09,Y3-F,2.33,0.49,0.22,medium,rising,mentorship,mentorship,,0.98,False
ST-3077,v2.3,2020-09-09,Y3-F,2.22,0.46,0.34,critical,stable,course_advising,course_advising,,0.97,False
ST-3045,v2.3,2020-09-09,Y3-F,1.71,0.63,0.44,medium,rising,mentorship,mentorship,,0.98,False
ST-3062,v2.3,2020-09-09,Y3-F,2.18,0.43,0.26,medium,declining,financial_review,,,0.83,False
ST-3084,v2.3,2020-09-09,Y3-F,3.15,0.95,0.81,medium,stable,faculty_notification,faculty_notification,,0.99,False
ST-3071,v2.3,2020-09-09,Y3-F,2.92,0.73,0.57,low,stable,,,,0.97,False
ST-3064,v2.3,2020-09-09,Y3-F,2.56,0.77,0.6,low,rising,,,,0.88,False
ST-3034,v2.3,2020-09-09,Y3-F,1.84,0.45,0.33,high,stable,course_advising,course_advising,,0.94,False
ST-3097,v2.3,2020-09-09,Y3-F,3.0,0.77,0.53,high,stable,course_advising,course_advising,,0.99,False
ST-3078,v2.3,2020-09-09,Y3-F,3.01,0.86,0.64,low,stable,,,,0.97,False
ST-3047,v2.3,2020-09-09,Y3-F,2.76,0.81,0.59,high,stable,tutoring,,,0.98,False
ST-3017,v2.3,2020-09-09,Y3-F,2.6,0.79,0.69,critical,stable,mentorship,,,0.97,False
ST-3057,v2.3,2020-09-09,Y3-F,2.92,0.83,0.8,low,declining,,,,0.93,False
ST-3024,v2.3,2020-09-09,Y3-F,2.5,0.93,0.75,medium,volatile,financial_review,financial_review,,0.99,False
ST-3060,v2.3,2020-09-09,Y3-F,2.52,0.89,0.56,critical,volatile,tutoring,tutoring,,0.97,False
ST-3018,v2.3,2020-09-09,Y3-F,1.38,0.55,0.55,high,declining,counseling,counseling,,0.9,True
ST-3063,v2.3,2020-09-09,Y3-F,2.57,0.72,0.69,medium,declining,financial_review,financial_review,,0.86,False
AB-2201,v2.3,2020-09-09,Y3-F,3.32,0.86,0.68,low,stable,,,,0.91,False
ST-3022,v2.3,2020-09-09,Y3-F,3.1,0.89,0.83,high,stable,mentorship,,,0.92,False
ST-3028,v2.3,2020-09-09,Y3-F,3.39,0.92,0.59,medium,stable,course_advising,course_advising,,0.89,False
ST-3061,v2.3,2020-09-09,Y3-F,2.66,0.85,0.74,low,declining,,,,0.96,False
ST-3053,v2.3,2020-09-09,Y3-F,2.52,0.89,0.82,high,rising,counseling,counseling,,0.95,False
NR-2407,v2.3,2020-09-09,Y3-F,3.24,0.87,0.84,low,stable,,,,0.88,False
ST-3050,v2.3,2020-09-09,Y3-F,2.67,0.78,0.76,medium,rising,course_advising,course_advising,,0.87,False
ST-3037,v2.3,2020-09-09,Y3-F,3.07,0.89,0.8,high,stable,tutoring,tutoring,,0.89,False
ST-3039,v2.3,2020-09-09,Y3-F,2.57,0.9,0.68,medium,rising,tutoring,,,0.93,False
ST-3080,v2.3,2020-09-09,Y3-F,2.7,0.93,0.75,low,declining,,,,0.92,False
ST-3030,v2.3,2020-09-09,Y3-F,1.99,0.44,0.21,medium,stable,tutoring,,,1.0,False
ST-3033,v2.3,2020-09-09,Y3-F,2.08,0.52,0.49,medium,declining,mentorship,mentorship,,0.98,False
ST-3048,v2.3,2020-09-09,Y3-F,2.47,0.6,0.54,critical,stable,tutoring,tutoring,,0.97,False
ST-3044,v2.3,2020-09-09,Y3-F,2.62,0.9,0.77,low,volatile,,,,0.99,False
ST-3016,v2.3,2020-09-09,Y3-F,2.29,0.4,0.29,critical,stable,counseling,counseling,,0.92,False
ST-3089,v2.3,2020-09-09,Y3-F,2.37,0.49,0.36,high,declining,course_advising,course_advising,,0.95,False
ST-3019,v2.3,2020-09-09,Y3-F,4.0,0.94,0.79,medium,stable,counseling,counseling,,1.0,False
ST-3006,v2.3,2020-09-09,Y3-F,2.84,0.95,0.72,high,stable,counseling,counseling,,0.98,False
ST-3070,v2.3,2020-09-09,Y3-F,2.33,0.42,0.5,critical,stable,counseling,counseling,,0.99,False
ST-3099,v2.3,2020-09-09,Y3-F,2.57,0.95,0.59,low,stable,,,,0.89,False
ST-3094,v2.3,2020-09-09,Y3-F,3.47,0.84,0.57,medium,rising,financial_review,financial_review,,0.98,False
SJ-2202,v2.3,2020-09-09,Y3-F,1.53,0.53,0.31,medium,stable,financial_review,financial_review,,0.97,False
ST-3029,v2.3,2020-09-09,Y3-F,2.91,0.76,0.78,medium,rising,faculty_notification,,,0.98,False
ST-3096,v2.3,2020-09-09,Y3-F,2.5,0.76,0.81,low,declining,,,,0.95,False
SM-2203,v2.3,2020-09-09,Y3-F,2.24,0.56,0.24,low,stable,,,,0.93,False
ST-3075,v2.3,2021-01-29,Y3-S,2.0,0.45,0.55,high,declining,tutoring,,,0.95,False
ST-3080,v2.3,2021-01-29,Y3-S,3.14,0.76,0.75,low,declining,,,,0.96,False
ST-3010,v2.3,2021-01-29,Y3-S,2.44,0.53,0.43,low,declining,,,,0.97,False
ST-3061,v2.3,2021-01-29,Y3-S,2.68,0.71,0.85,medium,stable,mentorship,mentorship,,0.91,False
ST-3025,v2.3,2021-01-29,Y3-S,3.1,0.73,0.59,medium,rising,faculty_notification,faculty_notification,,0.95,True
ST-3065,v2.3,2021-01-29,Y3-S,2.47,0.63,0.29,high,rising,mentorship,mentorship,,0.9,False
ST-3016,v2.3,2021-01-29,Y3-S,2.4,0.67,0.37,high,declining,tutoring,tutoring,,0.96,False
ST-3088,v2.3,2021-01-29,Y3-S,2.45,0.59,0.52,high,stable,tutoring,tutoring,,0.98,False
ST-3049,v2.3,2021-01-29,Y3-S,2.18,0.69,0.43,medium,rising,financial_review,financial_review,,0.85,False
ST-3068,v2.3,2021-01-29,Y3-S,2.52,0.86,0.66,critical,stable,mentorship,mentorship,,0.84,False
ST-3039,v2.3,2021-01-29,Y3-S,2.76,0.77,0.78,low,declining,,,,0.98,False
ST-3053,v2.3,2021-01-29,Y3-S,3.4,0.71,0.8,medium,rising,counseling,,,0.93,False
ST-3007,v2.3,2021-01-29,Y3-S,3.08,0.88,0.63,low,rising,,,,0.98,True
ST-3020,v2.3,2021-01-29,Y3-S,2.25,0.69,0.44,high,stable,tutoring,tutoring,,0.95,False
ST-3018,v2.3,2021-01-29,Y3-S,2.64,0.94,0.56,low,stable,,,,0.97,True
ST-3026,v2.3,2021-01-29,Y3-S,2.94,0.75,0.63,low,rising,,,,0.89,False
ST-3044,v2.3,2021-01-29,Y3-S,2.32,0.74,0.25,critical,rising,course_advising,course_advising,,0.87,False
ST-3089,v2.3,2021-01-29,Y3-S,3.37,0.7,0.8,medium,declining,faculty_notification,faculty_notification,,0.96,False
ST-3073,v2.3,2021-01-29,Y3-S,3.44,0.78,0.68,medium,rising,faculty_notification,,,0.98,False
ST-3059,v2.3,2021-01-29,Y3-S,1.97,0.62,0.25,critical,declining,mentorship,mentorship,,0.99,False
ST-3019,v2.3,2021-01-29,Y3-S,3.24,0.82,0.67,low,declining,,,,0.96,False
ST-3041,v2.3,2021-01-29,Y3-S,2.51,0.77,0.68,medium,stable,tutoring,tutoring,,0.94,False
ST-3024,v2.3,2021-01-29,Y3-S,2.09,0.43,0.37,medium,volatile,faculty_notification,faculty_notification,,0.97,False
ST-3011,v2.3,2021-01-29,Y3-S,3.11,0.84,0.5,low,stable,,,,0.95,False
ST-3063,v2.3,2021-01-29,Y3-S,2.39,0.58,0.27,high,volatile,counseling,,,0.96,False
ST-3043,v2.3,2021-01-29,Y3-S,3.09,0.78,0.77,medium,declining,counseling,,,0.87,False
ST-3023,v2.3,2021-01-29,Y3-S,3.34,0.76,0.62,high,volatile,counseling,counseling,,0.92,False
ST-3079,v2.3,2021-01-29,Y3-S,2.53,0.92,0.67,high,declining,course_advising,course_advising,,0.97,False
ST-3008,v2.3,2021-01-29,Y3-S,2.45,0.73,0.34,high,declining,counseling,counseling,,0.97,False
JK-3847,v2.3,2021-01-29,Y3-S,2.49,0.89,0.77,low,volatile,,,,,True
ST-3058,v2.3,2021-01-29,Y3-S,2.06,0.58,0.54,low,declining,,,,0.97,False
ST-3036,v2.3,2021-01-29,Y3-S,2.2,0.6,0.52,high,volatile,tutoring,,,0.97,False
ST-3027,v2.3,2021-01-29,Y3-S,3.04,0.85,0.81,medium,stable,financial_review,,,0.95,False
ST-3022,v2.3,2021-01-29,Y3-S,2.73,0.94,0.84,low,rising,,,,0.94,False
ST-3021,v2.3,2021-01-29,Y3-S,2.04,0.66,0.3,high,declining,tutoring,tutoring,,0.94,False
ST-3076,v2.3,2021-01-29,Y3-S,2.41,0.52,0.44,critical,stable,tutoring,tutoring,,0.96,False
ST-3012,v2.3,2021-01-29,Y3-S,2.55,0.73,0.62,low,stable,,,,0.94,False
ST-3009,v2.3,2021-01-29,Y3-S,2.44,0.66,0.49,medium,declining,mentorship,mentorship,,0.93,False
ST-3040,v2.3,2021-01-29,Y3-S,2.98,0.87,0.57,medium,rising,counseling,counseling,,0.99,False
ST-3028,v2.3,2021-01-29,Y3-S,2.81,0.9,0.57,medium,stable,course_advising,course_advising,,0.98,False
ST-3082,v2.3,2021-01-29,Y3-S,3.25,0.92,0.76,medium,rising,faculty_notification,faculty_notification,,0.91,False
ST-3097,v2.3,2021-01-29,Y3-S,2.12,0.54,0.53,critical,stable,mentorship,mentorship,,0.85,False
ST-3085,v2.3,2021-01-29,Y3-S,2.69,0.9,0.8,high,volatile,counseling,,,0.9,False
ST-3081,v2.3,2021-01-29,Y3-S,2.05,0.67,0.54,medium,rising,faculty_notification,faculty_notification,,0.97,False
ST-3031,v2.3,2021-01-29,Y3-S,3.49,0.73,0.51,low,stable,,,,0.97,False
ST-3096,v2.3,2021-01-29,Y3-S,3.21,0.7,0.66,high,rising,counseling,counseling,,0.88,False
ST-3071,v2.3,2021-01-29,Y3-S,2.8,0.91,0.61,medium,stable,mentorship,,,0.9,False
SM-2203,v2.3,2021-01-29,Y3-S,2.55,0.75,0.52,medium,stable,financial_review,financial_review,,0.95,False
ST-3035,v2.3,2021-01-29,Y3-S,2.09,0.63,0.32,medium,volatile,financial_review,financial_review,,0.88,False
ST-3013,v2.3,2021-01-29,Y3-S,3.63,0.95,0.5,medium,stable,faculty_notification,faculty_notification,,1.0,False
ST-3047,v2.3,2021-01-29,Y3-S,1.79,0.64,0.31,critical,volatile,course_advising,course_advising,,0.87,False
ST-3078,v2.3,2021-01-29,Y3-S,2.68,0.83,0.77,medium,stable,course_advising,course_advising,,0.98,False
ST-3054,v2.3,2021-01-29,Y3-S,2.96,0.83,0.83,low,volatile,,,,0.97,False
ST-3066,v2.3,2021-01-29,Y3-S,2.64,0.72,0.73,medium,declining,course_advising,,,1.0,False
ST-3034,v2.3,2021-01-29,Y3-S,2.96,0.92,0.76,low,declining,,,,0.86,False
ST-3051,v2.3,2021-01-29,Y3-S,3.38,0.71,0.75,low,rising,,,,0.95,False
AB-2201,v2.3,2021-01-29,Y3-S,2.87,0.72,0.79,high,stable,course_advising,course_advising,,0.95,False
ST-3048,v2.3,2021-01-29,Y3-S,2.62,0.87,0.69,medium,stable,faculty_notification,faculty_notification,,0.99,False
ST-3060,v2.3,2021-01-29,Y3-S,2.64,0.93,0.54,medium,stable,mentorship,mentorship,,0.97,False
ST-3094,v2.3,2021-01-29,Y3-S,3.14,0.91,0.51,low,rising,,,,0.97,False
ST-3015,v2.3,2021-01-29,Y3-S,2.68,0.91,0.6,medium,stable,faculty_notification,faculty_notification,,0.86,True
ST-3074,v2.3,2021-01-29,Y3-S,2.77,0.92,0.55,low,stable,,,,1.0,False
ST-3087,v2.3,2021-01-29,Y3-S,2.2,0.43,0.27,high,declining,tutoring,tutoring,,0.94,False
ST-3095,v2.3,2021-01-29,Y3-S,2.34,0.46,0.28,critical,rising,tutoring,tutoring,,0.93,False
ST-3093,v2.3,2021-01-29,Y3-S,2.55,0.89,0.85,medium,stable,mentorship,mentorship,,0.99,False
ST-3055,v2.3,2021-01-29,Y3-S,2.91,0.88,0.67,low,rising,,,,0.98,False
ST-3033,v2.3,2021-01-29,Y3-S,2.57,0.85,0.82,low,stable,,,,0.97,False
ST-3038,v2.3,2021-01-29,Y3-S,2.38,0.6,0.4,medium,stable,course_advising,course_advising,,0.96,False
ST-3077,v2.3,2021-01-29,Y3-S,2.36,0.65,0.42,medium,stable,faculty_notification,,,0.88,False
ST-3083,v2.3,2021-01-29,Y3-S,3.1,0.79,0.61,medium,rising,financial_review,financial_review,,0.94,False
ST-3091,v2.3,2021-01-29,Y3-S,2.52,0.92,0.57,medium,stable,faculty_notification,faculty_notification,,0.86,False
ST-3084,v2.3,2021-01-29,Y3-S,3.29,0.71,0.7,low,stable,,,,0.99,False
ST-3098,v2.3,2021-01-29,Y3-S,3.23,0.84,0.85,low,declining,,,,0.95,False
ST-3057,v2.3,2021-01-29,Y3-S,2.46,0.67,0.46,medium,stable,financial_review,financial_review,,0.96,False
ST-3062,v2.3,2021-01-29,Y3-S,2.65,0.76,0.84,critical,stable,tutoring,tutoring,,0.99,False
ST-3092,v2.3,2021-01-29,Y3-S,3.22,0.86,0.84,medium,stable,counseling,counseling,,0.84,False
ST-3017,v2.3,2021-01-29,Y3-S,2.73,0.77,0.58,medium,stable,counseling,counseling,,0.94,False
ST-3046,v2.3,2021-01-29,Y3-S,3.6,0.71,0.73,low,volatile,,,,0.92,False
ST-3052,v2.3,2021-01-29,Y3-S,2.43,0.66,0.4,high,stable,course_advising,course_advising,,0.95,False
ST-3032,v2.3,2021-01-29,Y3-S,2.16,0.58,0.33,critical,stable,counseling,,,0.88,False
SJ-2202,v2.3,2021-01-29,Y3-S,2.2,0.71,0.2,critical,stable,tutoring,tutoring,,0.89,False
NR-2407,v2.3,2021-01-29,Y3-S,2.49,0.47,0.33,high,rising,tutoring,tutoring,,0.96,False
ST-3043,v2.3,2021-09-08,Y4-F,2.7,0.86,0.82,medium,rising,faculty_notification,faculty_notification,,,False
ST-3093,v2.3,2021-09-08,Y4-F,2.48,0.58,0.33,low,stable,,,,,False
ST-3015,v2.3,2021-09-08,Y4-F,2.82,0.9,0.63,medium,declining,faculty_notification,faculty_notification,,,True
ST-3062,v2.3,2021-09-08,Y4-F,3.59,0.81,0.59,medium,volatile,mentorship,mentorship,,,False
ST-3087,v2.3,2021-09-08,Y4-F,3.07,0.75,0.75,medium,stable,mentorship,mentorship,,,False
ST-3097,v2.3,2021-09-08,Y4-F,2.34,0.53,0.27,critical,stable,mentorship,mentorship,,,False
ST-3095,v2.3,2021-09-08,Y4-F,2.48,0.7,0.35,medium,stable,faculty_notification,faculty_notification,,,False
ST-3027,v2.3,2021-09-08,Y4-F,2.39,0.47,0.39,high,rising,course_advising,course_advising,,,False
ST-3076,v2.3,2021-09-08,Y4-F,2.54,0.88,0.76,high,stable,tutoring,tutoring,,,False
ST-3021,v2.3,2021-09-08,Y4-F,3.13,0.87,0.56,low,stable,,,,,False
ST-3083,v2.3,2021-09-08,Y4-F,2.37,0.64,0.45,medium,volatile,mentorship,,,,False
ST-3053,v2.3,2021-09-08,Y4-F,3.24,0.91,0.67,medium,rising,counseling,counseling,,,False
SM-2203,v2.3,2021-09-08,Y4-F,2.82,0.8,0.84,medium,stable,faculty_notification,,,,False
ST-3032,v2.3,2021-09-08,Y4-F,2.77,0.71,0.77,low,stable,,,,,False
ST-3006,v2.3,2021-09-08,Y4-F,3.67,0.93,0.68,low,declining,,,,,False
ST-3017,v2.3,2021-09-08,Y4-F,2.77,0.83,0.74,medium,stable,counseling,counseling,,,False
ST-3074,v2.3,2021-09-08,Y4-F,2.99,0.95,0.77,low,stable,,,,,False
ST-3092,v2.3,2021-09-08,Y4-F,2.7,0.85,0.68,medium,rising,mentorship,mentorship,,,False
