journey_id,step_index,traveler_id,traveler_type,origin_place_id,destination_place_id,origin_borough,destination_borough,step_distance_km,step_physical_risk,step_symbolic_risk,mode,day_offset,timestamp_iso,encounter_creature,encounter_symbolic_event
78,6,trav_0078,trader,CAPEA_DUSTY_SOCCER,CAPIT_PAPER_BINDER,Capeast,Capital,20.98,2.5,4.0,truck,21,2034-09-18T03:00:00,False,False
78,7,trav_0078,trader,CAPIT_PAPER_BINDER,DEADR_FERRYMANS_DO,Capital,Deadriver,16.3,3.5,7.0,cart,22,2034-09-19T05:00:00,False,True
78,8,trav_0078,trader,DEADR_FERRYMANS_DO,CAPIT_INNER_TENEME,Deadriver,Capital,15.42,5.0,6.5,truck,25,2034-09-22T11:00:00,False,True
78,9,trav_0078,trader,CAPIT_INNER_TENEME,DEADR_FERRYMANS_DO,Capital,Deadriver,18.22,5.0,6.5,truck,25,2034-09-22T19:00:00,True,True
78,10,trav_0078,trader,DEADR_FERRYMANS_DO,DEADR_DEADRIVER_SH,Deadriver,Deadriver,11.45,5.0,8.5,cart,28,2034-09-25T03:00:00,True,True
79,0,trav_0079,novice,CAPIT_CITY_WALL_EA,NORTH_PILGRIM_WAY_,Capital,Northo,20.49,2.5,6.5,pilgrim_bus,1,2032-04-25T01:00:00,False,True
79,1,trav_0079,novice,NORTH_PILGRIM_WAY_,CAPIT_KACHOT_CARDH,Northo,Capital,21.82,3.0,6.0,pilgrim_bus,1,2032-04-25T07:00:00,False,True
79,2,trav_0079,novice,CAPIT_KACHOT_CARDH,NORTH_NORTH_RIDGE_,Capital,Northo,22.48,4.0,7.0,on_foot,5,2032-04-29T07:00:00,False,True
79,3,trav_0079,novice,NORTH_NORTH_RIDGE_,MIRAD_MIRADO_CAMPG,Northo,Mirado,21.28,3.5,8.0,on_foot,10,2032-05-04T07:00:00,False,True
79,4,trav_0079,novice,MIRAD_MIRADO_CAMPG,NORTH_NORTHO_MARKE,Mirado,Northo,21.59,3.0,7.0,pilgrim_bus,13,2032-05-07T14:00:00,False,True
79,5,trav_0079,novice,NORTH_NORTHO_MARKE,MIRAD_MIRADO_GATE_,Northo,Mirado,15.36,3.5,8.0,on_foot,15,2032-05-09T21:00:00,False,True
79,6,trav_0079,novice,MIRAD_MIRADO_GATE_,NORTH_TRIAL_FIELD_,Mirado,Northo,16.26,4.0,8.5,pilgrim_bus,20,2032-05-14T21:00:00,False,True
79,7,trav_0079,novice,NORTH_TRIAL_FIELD_,MIRAD_MIRADO_GATE_,Northo,Mirado,18.63,4.0,8.5,pilgrim_bus,21,2032-05-15T05:00:00,False,True
80,0,trav_0080,novice,CAPIT_KACHOT_CARDH,NORTH_NORTHO_GATEH,Capital,Northo,17.25,3.5,6.0,pilgrim_bus,0,2035-12-14T08:00:00,False,True
80,1,trav_0080,novice,NORTH_NORTHO_GATEH,MIRAD_MIRADO_CAMPG,Northo,Mirado,24.01,3.0,7.0,pilgrim_bus,5,2035-12-19T15:00:00,False,True
80,2,trav_0080,novice,MIRAD_MIRADO_CAMPG,NORTH_TRIAL_FIELD_,Mirado,Northo,16.58,3.5,7.5,on_foot,5,2035-12-19T16:00:00,False,True
81,0,trav_0081,senator,CAPIT_CAPITAL_TRAI,NORTH_COLLAPSED_CH,Capital,Northo,21.44,4.5,6.0,motorcade,3,2034-06-29T01:00:00,False,True
81,1,trav_0081,senator,NORTH_COLLAPSED_CH,CAPIT_CENTRAL_ARCH,Northo,Capital,15.04,3.5,8.0,motorcade,3,2034-06-29T01:00:00,False,True
81,2,trav_0081,senator,CAPIT_CENTRAL_ARCH,CAPEA_RIVERSLAND_H,Capital,Capeast,23.37,2.0,5.5,motorcade,8,2034-07-04T03:00:00,False,False
81,3,trav_0081,senator,CAPEA_RIVERSLAND_H,DENSM_SMOKELINE_IN,Capeast,Densmok,17.62,3.5,3.0,motorcade,11,2034-07-07T07:00:00,False,False
81,4,trav_0081,senator,DENSM_SMOKELINE_IN,CAPEA_RIVERSLAND_S,Densmok,Capeast,23.66,3.5,3.0,motorcade,11,2034-07-07T12:00:00,False,False
81,5,trav_0081,senator,CAPEA_RIVERSLAND_S,MIRAD_MIRADO_CAMPG,Capeast,Mirado,22.96,2.5,5.0,motorcade,12,2034-07-08T13:00:00,False,True
82,0,trav_0082,trader,YELLE_TRAP_FIELDS_,DEADR_BROKEN_DEADR,Yeller,Deadriver,23.49,7.0,7.0,truck,5,2035-10-06T02:00:00,True,True
82,1,trav_0082,trader,DEADR_BROKEN_DEADR,DEADR_DEADRIVER_SH,Deadriver,Deadriver,11.12,6.0,8.5,cart,5,2035-10-06T08:00:00,False,True
82,2,trav_0082,trader,DEADR_DEADRIVER_SH,CAPEA_MIRADO_STICK,Deadriver,Capeast,16.88,4.0,6.5,cart,7,2035-10-08T08:00:00,False,True
82,3,trav_0082,trader,CAPEA_MIRADO_STICK,CAPIT_DEADRIVER_FE,Capeast,Capital,24.76,3.0,6.0,cart,12,2035-10-13T13:00:00,False,False
82,4,trav_0082,trader,CAPIT_DEADRIVER_FE,CAPEA_MIRADO_STICK,Capital,Capeast,18.76,3.0,6.0,truck,17,2035-10-18T16:00:00,False,False
82,5,trav_0082,trader,CAPEA_MIRADO_STICK,CAPIT_SENATE_SQUAR,Capeast,Capital,17.8,3.0,6.0,cart,22,2035-10-23T22:00:00,False,False
82,6,trav_0082,trader,CAPIT_SENATE_SQUAR,YELLE_FLOODED_SINK,Capital,Yeller,23.23,6.0,7.5,cart,26,2035-10-27T22:00:00,True,False
82,7,trav_0082,trader,YELLE_FLOODED_SINK,CAPIT_PAPER_BINDER,Yeller,Capital,21.08,5.5,6.5,truck,28,2035-10-29T06:00:00,True,False
83,0,trav_0083,senator,CAPIT_KACHOT_CARDH,CAPEA_DEAD_RIVER_O,Capital,Capeast,18.89,3.5,5.5,motorcade,4,2033-02-19T07:00:00,False,False
83,1,trav_0083,senator,CAPEA_DEAD_RIVER_O,CAPIT_PAPER_BINDER,Capeast,Capital,14.97,2.5,5.5,motorcade,7,2033-02-22T14:00:00,False,False
83,2,trav_0083,senator,CAPIT_PAPER_BINDER,DEADR_BROKEN_DEADR,Capital,Deadriver,17.48,4.5,7.0,motorcade,10,2033-02-25T14:00:00,True,True
84,0,trav_0084,trader,DENSM_DENSMOK_BUS_,YELLE_YELLER_GUIDE,Densmok,Yeller,20.16,3.0,4.0,truck,4,2033-08-15T07:00:00,True,False
84,1,trav_0084,trader,YELLE_YELLER_GUIDE,CAPIT_INNER_TENEME,Yeller,Capital,21.88,4.0,4.5,cart,4,2033-08-15T08:00:00,True,False
84,2,trav_0084,trader,CAPIT_INNER_TENEME,DEADR_FERRYMANS_DO,Capital,Deadriver,14.02,5.0,6.5,truck,6,2033-08-17T12:00:00,False,True
84,3,trav_0084,trader,DEADR_FERRYMANS_DO,CAPEA_RIVERSLAND_S,Deadriver,Capeast,21.72,3.5,6.0,truck,6,2033-08-17T14:00:00,False,True
85,0,trav_0085,teen,DENSM_OVERPASS_GRA,CAPIT_CITY_WALL_EA,Densmok,Capital,20.09,3.5,5.0,truck,3,2038-12-05T07:00:00,False,False
85,1,trav_0085,teen,CAPIT_CITY_WALL_EA,CAPEA_CAPEAST_USED,Capital,Capeast,22.59,3.0,4.5,truck,4,2038-12-06T09:00:00,False,False
85,2,trav_0085,teen,CAPEA_CAPEAST_USED,CAPIT_CITY_WALL_QU,Capeast,Capital,22.97,3.5,4.5,truck,4,2038-12-06T15:00:00,False,False
85,3,trav_0085,teen,CAPIT_CITY_WALL_QU,DEADR_DEAD_RIVER_E,Capital,Deadriver,20.61,5.0,7.5,car,6,2038-12-08T23:00:00,False,True
85,4,trav_0085,teen,DEADR_DEAD_RIVER_E,CAPIT_CITY_WALL_EA,Deadriver,Capital,24.77,4.5,7.5,car,12,2038-12-14T02:00:00,True,True
85,5,trav_0085,teen,CAPIT_CITY_WALL_EA,YELLE_YELLER_QUARR,Capital,Yeller,24.68,6.0,6.5,bus,15,2038-12-17T04:00:00,True,False
86,0,trav_0086,trader,DENSM_DENSMOK_STRI,CAPIT_SENATE_SQUAR,Densmok,Capital,20.41,3.0,5.0,truck,5,2035-09-21T06:00:00,False,False
86,1,trav_0086,trader,CAPIT_SENATE_SQUAR,MIRAD_MIRADO_STICK,Capital,Mirado,23.65,4.0,7.5,cart,8,2035-09-24T06:00:00,False,True
86,2,trav_0086,trader,MIRAD_MIRADO_STICK,DEADR_DEAD_RIVER_E,Mirado,Deadriver,14.28,5.5,8.5,cart,9,2035-09-25T06:00:00,False,True
86,3,trav_0086,trader,DEADR_DEAD_RIVER_E,CAPEA_DEAD_RIVER_O,Deadriver,Capeast,16.94,4.5,7.5,cart,10,2035-09-26T10:00:00,False,True
86,4,trav_0086,trader,CAPEA_DEAD_RIVER_O,YELLE_OLD_ROPE_BRI,Capeast,Yeller,23.23,5.5,6.5,cart,15,2035-10-01T14:00:00,True,False
86,5,trav_0086,trader,YELLE_OLD_ROPE_BRI,DEADR_FERRYMANS_DO,Yeller,Deadriver,22.29,6.5,8.0,truck,15,2035-10-01T19:00:00,True,True
86,6,trav_0086,trader,DEADR_FERRYMANS_DO,MIRAD_MIRADO_STICK,Deadriver,Mirado,15.13,5.0,8.5,truck,21,2035-10-07T03:00:00,False,True
86,7,trav_0086,trader,MIRAD_MIRADO_STICK,DEADR_DEAD_RIVER_W,Mirado,Deadriver,16.61,5.5,8.5,cart,26,2035-10-12T07:00:00,False,True
87,0,trav_0087,mapmaker,CAPEA_CAPEAST_YOUT,MIRAD_MIRADO_STICK,Capeast,Mirado,21.97,3.5,6.0,unknown,1,2039-04-26T04:00:00,False,True
87,1,trav_0087,mapmaker,MIRAD_MIRADO_STICK,NORTH_PILGRIM_WAY_,Mirado,Northo,15.95,3.5,7.5,on_foot,6,2039-05-01T05:00:00,False,True
87,2,trav_0087,mapmaker,NORTH_PILGRIM_WAY_,MIRAD_MIRADO_CAMPG,Northo,Mirado,24.59,2.5,7.0,on_foot,11,2039-05-06T13:00:00,False,True
87,3,trav_0087,mapmaker,MIRAD_MIRADO_CAMPG,MIRAD_TOWER_LEVEL_,Mirado,Mirado,5.15,4.5,8.5,unknown,14,2039-05-09T17:00:00,False,True
87,4,trav_0087,mapmaker,MIRAD_TOWER_LEVEL_,DEADR_DEADRIVER_SH,Mirado,Deadriver,15.43,5.5,9.0,unknown,18,2039-05-13T21:00:00,True,True
88,0,trav_0088,archivist,CAPIT_INNER_TENEME,NORTH_TRIAL_FIELD_,Capital,Northo,19.91,4.5,6.0,bus,0,2032-07-18T05:00:00,False,True
88,1,trav_0088,archivist,NORTH_TRIAL_FIELD_,MIRAD_MIRADO_GATE_,Northo,Mirado,23.72,4.0,8.5,car,5,2032-07-23T10:00:00,False,True
88,2,trav_0088,archivist,MIRAD_MIRADO_GATE_,DEADR_DEADRIVER_SH,Mirado,Deadriver,17.97,4.5,8.5,truck,6,2032-07-24T18:00:00,False,True
88,3,trav_0088,archivist,DEADR_DEADRIVER_SH,MIRAD_MIRADO_GATE_,Deadriver,Mirado,23.06,4.5,8.5,car,11,2032-07-29T18:00:00,True,True
88,4,trav_0088,archivist,MIRAD_MIRADO_GATE_,CAPIT_CITY_WALL_QU,Mirado,Capital,18.9,4.0,7.5,bus,16,2032-08-03T21:00:00,False,True
89,0,trav_0089,archivist,CAPIT_CITY_WALL_QU,NORTH_COLLAPSED_CH,Capital,Northo,24.43,4.5,7.0,truck,1,2035-09-04T08:00:00,False,True
89,1,trav_0089,archivist,NORTH_COLLAPSED_CH,MIRAD_TOWER_LEVEL_,Northo,Mirado,14.08,5.5,9.0,truck,1,2035-09-04T11:00:00,False,True
89,2,trav_0089,archivist,MIRAD_TOWER_LEVEL_,CAPIT_CENTRAL_ARCH,Mirado,Capital,20.92,4.0,9.0,bus,2,2035-09-05T17:00:00,False,True
89,3,trav_0089,archivist,CAPIT_CENTRAL_ARCH,DEADR_FERRYMANS_DO,Capital,Deadriver,16.26,3.5,8.5,bus,7,2035-09-10T23:00:00,False,True
89,4,trav_0089,archivist,DEADR_FERRYMANS_DO,MIRAD_MIRADO_STICK,Deadriver,Mirado,22.22,5.0,8.5,car,8,2035-09-11T23:00:00,False,True
89,5,trav_0089,archivist,MIRAD_MIRADO_STICK,NORTH_TRIAL_FIELD_,Mirado,Northo,14.42,4.5,8.0,bus,8,2035-09-11T23:00:00,False,True
90,0,trav_0090,archivist,CAPIT_OUTER_ARCHIV,MIRAD_TOWER_LEVEL_,Capital,Mirado,21.54,4.0,8.0,car,4,2031-05-30T01:00:00,False,True
90,1,trav_0090,archivist,MIRAD_TOWER_LEVEL_,DEADR_DEAD_RIVER_W,Mirado,Deadriver,22.42,6.0,9.5,truck,7,2031-06-02T07:00:00,False,True
90,2,trav_0090,archivist,DEADR_DEAD_RIVER_W,YELLE_FLOODED_SINK,Deadriver,Yeller,14.34,7.5,8.5,bus,8,2031-06-03T15:00:00,True,True
90,3,trav_0090,archivist,YELLE_FLOODED_SINK,DEADR_DEAD_RIVER_W,Yeller,Deadriver,15.5,7.5,8.5,car,11,2031-06-06T23:00:00,True,True
90,4,trav_0090,archivist,DEADR_DEAD_RIVER_W,YELLE_FLOODED_SINK,Deadriver,Yeller,24.56,7.5,8.5,truck,13,2031-06-08T03:00:00,True,True
90,5,trav_0090,archivist,YELLE_FLOODED_SINK,CAPIT_CENTRAL_ARCH,Yeller,Capital,23.76,5.5,8.0,bus,18,2031-06-13T08:00:00,True,False
90,6,trav_0090,archivist,CAPIT_CENTRAL_ARCH,CAPEA_RIVERSLAND_H,Capital,Capeast,20.09,2.0,5.5,bus,22,2031-06-17T10:00:00,False,False
90,7,trav_0090,archivist,CAPEA_RIVERSLAND_H,CAPIT_INNER_TENEME,Capeast,Capital,14.46,3.5,3.5,truck,26,2031-06-21T16:00:00,False,False
90,8,trav_0090,archivist,CAPIT_INNER_TENEME,MIRAD_TOWER_LEVEL_,Capital,Mirado,20.02,5.5,7.0,bus,26,2031-06-21T20:00:00,False,True
91,0,trav_0091,archivist,CAPIT_DEADRIVER_FE,DENSM_DENSMOK_HILL,Capital,Densmok,20.39,3.5,5.0,bus,2,2031-04-26T05:00:00,False,False
91,1,trav_0091,archivist,DENSM_DENSMOK_HILL,CAPIT_CITY_WALL_QU,Densmok,Capital,21.38,4.0,4.5,car,3,2031-04-27T06:00:00,False,False
91,2,trav_0091,archivist,CAPIT_CITY_WALL_QU,DENSM_OVERPASS_GRA,Capital,Densmok,20.81,4.0,5.0,car,4,2031-04-28T11:00:00,False,False
91,3,trav_0091,archivist,DENSM_OVERPASS_GRA,YELLE_OLD_ROPE_BRI,Densmok,Yeller,18.96,6.0,5.5,truck,8,2031-05-02T15:00:00,True,False
91,4,trav_0091,archivist,YELLE_OLD_ROPE_BRI,CAPIT_OUTER_ARCHIV,Yeller,Capital,20.43,5.0,6.5,car,12,2031-05-06T20:00:00,True,False
91,5,trav_0091,archivist,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_STRI,Capital,Densmok,24.55,2.5,4.5,car,13,2031-05-07T20:00:00,False,False
91,6,trav_0091,archivist,DENSM_DENSMOK_STRI,CAPIT_OUTER_ARCHIV,Densmok,Capital,16.71,2.5,4.5,car,15,2031-05-09T02:00:00,False,False
91,7,trav_0091,archivist,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_STRI,Capital,Densmok,23.24,2.5,4.5,car,16,2031-05-10T07:00:00,False,False
92,0,trav_0092,novice,CAPIT_CENTRAL_ARCH,DENSM_OLD_QUARRY_R,Capital,Densmok,23.83,3.0,5.5,on_foot,4,2038-05-22T07:00:00,False,False
92,1,trav_0092,novice,DENSM_OLD_QUARRY_R,CAPIT_DEADRIVER_FE,Densmok,Capital,18.02,3.5,5.0,on_foot,5,2038-05-23T11:00:00,False,False
92,2,trav_0092,novice,CAPIT_DEADRIVER_FE,NORTH_NORTHO_MARKE,Capital,Northo,19.11,3.0,7.0,pilgrim_bus,9,2038-05-27T12:00:00,False,True
92,3,trav_0092,novice,NORTH_NORTHO_MARKE,CAPIT_DEADRIVER_FE,Northo,Capital,18.0,3.0,7.0,on_foot,9,2038-05-27T15:00:00,False,True
92,4,trav_0092,novice,CAPIT_DEADRIVER_FE,YELLE_BONE_HUSK_MA,Capital,Yeller,22.33,4.5,6.5,on_foot,10,2038-05-28T22:00:00,True,False
92,5,trav_0092,novice,YELLE_BONE_HUSK_MA,DEADR_DEAD_RIVER_W,Yeller,Deadriver,15.97,6.0,7.5,pilgrim_bus,15,2038-06-02T00:00:00,True,True
93,0,trav_0093,mapmaker,CAPIT_CITY_WALL_EA,MIRAD_MIRADO_GATE_,Capital,Mirado,20.36,3.5,7.5,unknown,4,2034-12-13T02:00:00,False,True
93,1,trav_0093,mapmaker,MIRAD_MIRADO_GATE_,CAPIT_CENTRAL_ARCH,Mirado,Capital,21.19,3.0,8.5,unknown,6,2034-12-15T03:00:00,False,True
93,2,trav_0093,mapmaker,CAPIT_CENTRAL_ARCH,MIRAD_MIRADO_STICK,Capital,Mirado,18.14,3.5,8.0,unknown,7,2034-12-16T11:00:00,False,True
93,3,trav_0093,mapmaker,MIRAD_MIRADO_STICK,MIRAD_TOWER_LEVEL_,Mirado,Mirado,4.88,5.5,9.0,unknown,9,2034-12-18T18:00:00,False,True
93,4,trav_0093,mapmaker,MIRAD_TOWER_LEVEL_,NORTH_HOUSE_OF_STO,Mirado,Northo,23.76,4.5,9.0,on_foot,10,2034-12-19T02:00:00,False,True
93,5,trav_0093,mapmaker,NORTH_HOUSE_OF_STO,MIRAD_MIRADO_STICK,Northo,Mirado,18.84,4.0,8.0,unknown,11,2034-12-20T03:00:00,False,True
93,6,trav_0093,mapmaker,MIRAD_MIRADO_STICK,DEADR_DEADRIVER_SH,Mirado,Deadriver,16.33,5.0,8.0,on_foot,12,2034-12-21T05:00:00,False,True
94,0,trav_0094,archivist,CAPIT_DEADRIVER_FE,MIRAD_MIRADO_GATE_,Capital,Mirado,15.48,3.5,8.0,truck,4,2033-01-09T00:00:00,False,True
94,1,trav_0094,archivist,MIRAD_MIRADO_GATE_,DEADR_BROKEN_DEADR,Mirado,Deadriver,15.62,5.5,9.0,truck,5,2033-01-10T04:00:00,False,True
94,2,trav_0094,archivist,DEADR_BROKEN_DEADR,CAPEA_RIVERSLAND_S,Deadriver,Capeast,24.54,4.5,6.0,truck,9,2033-01-14T04:00:00,False,True
95,0,trav_0095,archivist,CAPIT_SENATE_SQUAR,MIRAD_TOWER_LEVEL_,Capital,Mirado,14.76,4.5,8.5,bus,3,2037-10-22T06:00:00,False,True
95,1,trav_0095,archivist,MIRAD_TOWER_LEVEL_,CAPIT_CITY_WALL_QU,Mirado,Capital,15.19,5.0,8.0,truck,4,2037-10-23T14:00:00,False,True
95,2,trav_0095,archivist,CAPIT_CITY_WALL_QU,DENSM_DENSMOK_STRI,Capital,Densmok,21.53,3.5,4.5,bus,5,2037-10-24T15:00:00,False,False
95,3,trav_0095,archivist,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_WALM,Densmok,Capeast,19.23,3.0,3.0,truck,9,2037-10-28T15:00:00,False,False
95,4,trav_0095,archivist,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_BUS_,Capeast,Densmok,19.54,3.0,3.0,car,9,2037-10-28T16:00:00,False,False
95,5,trav_0095,archivist,DENSM_DENSMOK_BUS_,YELLE_STALL_TOWN_B,Densmok,Yeller,21.25,4.5,4.0,bus,14,2037-11-02T00:00:00,True,False
96,0,trav_0096,senator,CAPIT_KACHOT_CARDH,DEADR_BROKEN_DEADR,Capital,Deadriver,18.68,5.5,7.0,motorcade,2,2035-10-28T07:00:00,False,True
96,1,trav_0096,senator,DEADR_BROKEN_DEADR,YELLE_QUARRY_RIM_S,Deadriver,Yeller,24.01,7.0,6.5,motorcade,2,2035-10-28T11:00:00,True,True
97,0,trav_0097,novice,CAPIT_SENATE_SQUAR,YELLE_QUARRY_RIM_S,Capital,Yeller,17.03,5.0,5.5,on_foot,5,2039-06-25T06:00:00,True,False
97,1,trav_0097,novice,YELLE_QUARRY_RIM_S,CAPIT_DEADRIVER_FE,Yeller,Capital,18.55,5.0,5.5,on_foot,9,2039-06-29T13:00:00,True,False
97,2,trav_0097,novice,CAPIT_DEADRIVER_FE,NORTH_NORTHO_GATEH,Capital,Northo,18.07,3.0,7.0,pilgrim_bus,13,2039-07-03T20:00:00,False,True
97,3,trav_0097,novice,NORTH_NORTHO_GATEH,MIRAD_TOWER_LEVEL_,Northo,Mirado,24.87,4.5,8.5,pilgrim_bus,18,2039-07-08T01:00:00,False,True
97,4,trav_0097,novice,MIRAD_TOWER_LEVEL_,NORTH_NORTHO_MARKE,Mirado,Northo,22.09,4.5,8.5,on_foot,23,2039-07-13T02:00:00,False,True
98,0,trav_0098,trader,YELLE_YELLER_QUARR,CAPIT_OUTER_ARCHIV,Yeller,Capital,16.44,5.5,6.5,truck,0,2031-02-09T00:00:00,True,False
98,1,trav_0098,trader,CAPIT_OUTER_ARCHIV,YELLE_TRAP_FIELDS_,Capital,Yeller,24.24,4.5,5.5,truck,3,2031-02-12T08:00:00,True,False
98,2,trav_0098,trader,YELLE_TRAP_FIELDS_,CAPIT_CITY_WALL_EA,Yeller,Capital,21.83,5.0,5.5,cart,7,2031-02-16T08:00:00,True,False
98,3,trav_0098,trader,CAPIT_CITY_WALL_EA,YELLE_FLOODED_SINK,Capital,Yeller,21.04,6.0,7.0,cart,10,2031-02-19T08:00:00,True,False
98,4,trav_0098,trader,YELLE_FLOODED_SINK,DEADR_BROKEN_DEADR,Yeller,Deadriver,23.36,8.0,8.5,cart,14,2031-02-23T12:00:00,True,True
99,0,trav_0099,teen,DENSM_DENSMOK_STRI,CAPIT_PAPER_BINDER,Densmok,Capital,17.13,2.5,4.0,car,4,2031-02-22T05:00:00,False,False
99,1,trav_0099,teen,CAPIT_PAPER_BINDER,YELLE_QUARRY_RIM_S,Capital,Yeller,24.6,4.5,4.5,truck,6,2031-02-24T08:00:00,True,False
99,2,trav_0099,teen,YELLE_QUARRY_RIM_S,YELLE_FLOODED_SINK,Yeller,Yeller,11.59,8.0,6.0,on_foot,9,2031-02-27T14:00:00,True,False
99,3,trav_0099,teen,YELLE_FLOODED_SINK,YELLE_BONE_HUSK_MA,Yeller,Yeller,3.87,7.5,7.0,on_foot,12,2031-03-02T22:00:00,True,False
99,4,trav_0099,teen,YELLE_BONE_HUSK_MA,CAPIT_CITY_WALL_QU,Yeller,Capital,20.14,5.0,6.0,car,17,2031-03-07T02:00:00,True,False
99,5,trav_0099,teen,CAPIT_CITY_WALL_QU,DEADR_DEAD_RIVER_W,Capital,Deadriver,24.42,5.0,7.5,truck,21,2031-03-11T06:00:00,False,True
100,0,trav_0100,trader,YELLE_BONE_HUSK_MA,YELLE_BONE_HUSK_MA,Yeller,Yeller,9.24,6.0,6.0,on_foot,2,2031-07-24T01:00:00,True,False
100,1,trav_0100,trader,YELLE_BONE_HUSK_MA,DEADR_FERRYMANS_DO,Yeller,Deadriver,19.24,5.5,7.5,truck,4,2031-07-26T04:00:00,True,True
100,2,trav_0100,trader,DEADR_FERRYMANS_DO,YELLE_QUARRY_RIM_S,Deadriver,Yeller,16.01,6.0,6.5,truck,9,2031-07-31T07:00:00,True,True
100,3,trav_0100,trader,YELLE_QUARRY_RIM_S,CAPIT_INNER_TENEME,Yeller,Capital,22.11,6.0,4.0,truck,10,2031-08-01T10:00:00,True,False
100,4,trav_0100,trader,CAPIT_INNER_TENEME,YELLE_OLD_ROPE_BRI,Capital,Yeller,16.27,6.5,5.5,truck,11,2031-08-02T13:00:00,True,False
100,5,trav_0100,trader,YELLE_OLD_ROPE_BRI,YELLE_OLD_ROPE_BRI,Yeller,Yeller,2.72,8.0,7.0,on_foot,11,2031-08-02T14:00:00,True,False
100,6,trav_0100,trader,YELLE_OLD_ROPE_BRI,YELLE_YELLER_QUARR,Yeller,Yeller,8.43,8.5,7.0,on_foot,16,2031-08-07T21:00:00,True,False
100,7,trav_0100,trader,YELLE_YELLER_QUARR,DEADR_FERRYMANS_DO,Yeller,Deadriver,22.41,7.0,8.0,truck,20,2031-08-11T21:00:00,True,True
100,8,trav_0100,trader,DEADR_FERRYMANS_DO,CAPIT_KACHOT_CARDH,Deadriver,Capital,18.08,4.5,7.0,truck,23,2031-08-14T04:00:00,False,True
100,9,trav_0100,trader,CAPIT_KACHOT_CARDH,YELLE_STALL_TOWN_W,Capital,Yeller,19.4,4.5,5.0,truck,27,2031-08-18T08:00:00,True,False
101,0,trav_0101,teen,CAPEA_RIVERSLAND_H,DEADR_DEADRIVER_SH,Capeast,Deadriver,17.58,3.5,5.5,car,4,2036-10-08T04:00:00,True,True
101,1,trav_0101,teen,DEADR_DEADRIVER_SH,CAPEA_MIRADO_STICK,Deadriver,Capeast,16.61,4.0,6.5,car,7,2036-10-11T09:00:00,False,True
101,2,trav_0101,teen,CAPEA_MIRADO_STICK,DENSM_DENSMOK_STRI,Capeast,Densmok,18.66,3.0,4.0,car,10,2036-10-14T14:00:00,False,False
101,3,trav_0101,teen,DENSM_DENSMOK_STRI,YELLE_YELLER_QUARR,Densmok,Yeller,23.4,6.0,5.0,bus,12,2036-10-16T21:00:00,True,False
101,4,trav_0101,teen,YELLE_YELLER_QUARR,YELLE_YELLER_QUARR,Yeller,Yeller,7.29,9.0,7.0,on_foot,17,2036-10-21T00:00:00,True,False
101,5,trav_0101,teen,YELLE_YELLER_QUARR,CAPIT_KACHOT_CARDH,Yeller,Capital,21.93,6.5,6.0,car,18,2036-10-22T08:00:00,True,False
102,0,trav_0102,senator,CAPIT_CITY_WALL_QU,YELLE_OLD_ROPE_BRI,Capital,Yeller,18.38,6.0,6.5,motorcade,5,2038-10-07T02:00:00,True,False
102,1,trav_0102,senator,YELLE_OLD_ROPE_BRI,YELLE_STALL_TOWN_B,Yeller,Yeller,1.66,7.0,6.0,on_foot,7,2038-10-09T09:00:00,True,False
102,2,trav_0102,senator,YELLE_STALL_TOWN_B,CAPIT_CITY_WALL_EA,Yeller,Capital,18.95,4.5,5.5,motorcade,9,2038-10-11T13:00:00,True,False
102,3,trav_0102,senator,CAPIT_CITY_WALL_EA,MIRAD_TOWER_LEVEL_,Capital,Mirado,17.97,4.5,8.0,motorcade,13,2038-10-15T21:00:00,False,True
102,4,trav_0102,senator,MIRAD_TOWER_LEVEL_,CAPIT_CAPITAL_TRAI,Mirado,Capital,24.25,5.0,7.0,motorcade,16,2038-10-18T02:00:00,False,True
103,0,trav_0103,teen,CAPEA_CAPEAST_STRI,DENSM_DENSMOK_BUS_,Capeast,Densmok,18.19,3.5,3.5,truck,2,2037-12-17T07:00:00,False,False
103,1,trav_0103,teen,DENSM_DENSMOK_BUS_,CAPEA_DEAD_RIVER_O,Densmok,Capeast,24.52,3.0,4.5,car,3,2037-12-18T12:00:00,False,False
104,0,trav_0104,novice,CAPIT_CAPITAL_TRAI,NORTH_COLLAPSED_CH,Capital,Northo,18.55,4.5,6.0,on_foot,1,2039-09-16T00:00:00,False,True
104,1,trav_0104,novice,NORTH_COLLAPSED_CH,MIRAD_MIRADO_CAMPG,Northo,Mirado,22.01,4.0,7.5,on_foot,6,2039-09-21T04:00:00,False,True
104,2,trav_0104,novice,MIRAD_MIRADO_CAMPG,DEADR_FERRYMANS_DO,Mirado,Deadriver,16.32,4.0,8.0,pilgrim_bus,9,2039-09-24T05:00:00,True,True
105,0,trav_0105,novice,NORTH_HOUSE_OF_THE,CAPIT_INNER_TENEME,Northo,Capital,24.66,4.0,6.5,on_foot,5,2034-09-20T08:00:00,False,True
105,1,trav_0105,novice,CAPIT_INNER_TENEME,MIRAD_MIRADO_CAMPG,Capital,Mirado,20.5,4.0,5.5,pilgrim_bus,8,2034-09-23T14:00:00,False,True
