switch_id,trajectory_id,original_target_id,original_target_name,original_basin_id,new_target_id,new_target_name,new_basin_id,switch_year,switch_type,switch_location_x,switch_location_y,switch_location_z,progress_to_original,distance_between_targets,same_basin,switch_cause,outcome,switch_quality,adaptation_benefit,documenter,documentation_method,confidence,description,notes
AS-0090,,MS-0097,Form 0097,BA-031,MS-0024,Form 0024,BA-015,931,voluntary,0.3892,-0.1993,0.6604,71.6,0.9464,False,stronger_attractor,new_target_reached,0.99,False,R. Voss,trajectory_comparison,0.537,Switch from Form 0097 to Form 0024 (voluntary). Cause: stronger_attractor.,
AS-0091,NT-0031,MS-0090,Form 0090,BA-010,MS-0071,Form 0071,BA-038,932,voluntary,0.7815,0.2497,-0.9788,33.2,0.9946,False,original_weakened,new_target_reached,1.0,True,T. Vells,continuous_tracking,0.554,Switch from Form 0090 to Form 0071 (voluntary). Cause: original_weakened.,
AS-0092,NT-0015,MS-0088,Form 0088,BA-041,MS-0052,Form 0052,BA-042,921,gradual_drift,0.0302,-0.4375,-0.6576,83.8,0.3887,False,original_weakened,new_target_reached,1.0,True,Archive Survey Team,retrospective_reconstruction,0.56,Switch from Form 0088 to Form 0052 (gradual_drift). Cause: original_weakened.,
AS-0093,NT-0308,MS-0006,The Septenary Rhythm,BA-006,MS-0099,Form 0099,BA-036,929,forced,-0.2547,-0.4245,0.9612,16.3,1.2414,False,developmental_signal,new_target_reached,1.0,True,K. Strand,form_sequence_analysis,0.898,Switch from The Septenary Rhythm to Form 0099 (forced). Cause: developmental_signal.,
AS-0094,NT-0306,MS-0084,Form 0084,BA-046,MS-0066,Form 0066,BA-032,927,opportunistic,-0.3988,0.5925,-0.6504,85.1,0.3739,False,original_weakened,new_target_reached,0.664,True,K. Strand,continuous_tracking,0.602,Switch from Form 0084 to Form 0066 (opportunistic). Cause: original_weakened.,
AS-0095,NT-0144,MS-0002,The Binary Division,BA-002,MS-0036,Form 0036,BA-035,923,voluntary,-0.3434,0.4017,-0.4786,80.1,0.4591,False,developmental_signal,ongoing,0.593,True,C. Vells,retrospective_reconstruction,0.794,Switch from The Binary Division to Form 0036 (voluntary). Cause: developmental_signal.,
AS-0096,NT-0429,MS-0003,The Breathing Mode,BA-015,MS-0002,The Binary Division,BA-002,932,catastrophic,0.099,0.8761,0.8554,61.7,0.7615,False,competition,new_target_reached,0.811,True,R. Voss,retrospective_reconstruction,0.567,Switch from The Breathing Mode to The Binary Division (catastrophic). Cause: competition.,
AS-0097,NT-0433,MS-0033,Form 0033,BA-007,MS-0076,Form 0076,BA-016,926,voluntary,0.3602,-0.6639,-0.8229,92.3,1.3534,False,original_weakened,new_target_reached,1.0,True,Archive Survey Team,trajectory_comparison,0.629,Switch from Form 0033 to Form 0076 (voluntary). Cause: original_weakened.,
AS-0098,NT-0333,MS-0047,Form 0047,BA-003,MS-0003,The Breathing Mode,BA-015,918,opportunistic,0.9007,0.9866,-0.7021,69.9,1.3801,False,developmental_signal,lost,0.394,True,T. Vells,trajectory_comparison,0.817,Switch from Form 0047 to The Breathing Mode (opportunistic). Cause: developmental_signal.,
AS-0099,NT-0226,MS-0088,Form 0088,BA-041,MS-0073,Form 0073,BA-008,921,gradual_drift,-0.1399,0.474,-0.677,48.8,0.417,False,stronger_attractor,returned_to_original,0.358,True,Archive Survey Team,continuous_tracking,0.936,Switch from Form 0088 to Form 0073 (gradual_drift). Cause: stronger_attractor.,
AS-0100,NT-0488,MS-0071,Form 0071,BA-038,MS-0004,The Tension,BA-003,924,defensive,0.4487,0.6887,0.4323,44.2,0.3784,False,boundary_block,new_target_reached,1.0,True,C. Vells,retrospective_reconstruction,0.656,Switch from Form 0071 to The Tension (defensive). Cause: boundary_block.,
AS-0101,NT-0495,MS-0055,Form 0055,BA-025,MS-0058,Form 0058,BA-015,924,forced,-0.6999,0.8389,0.2662,33.1,0.2819,False,boundary_block,returned_to_original,0.575,True,Archive Survey Team,trajectory_comparison,0.806,Switch from Form 0055 to Form 0058 (forced). Cause: boundary_block.,
AS-0102,NT-0087,MS-0077,Form 0077,BA-010,MS-0005,The Triad Form,BA-004,927,forced,-0.0787,-0.5747,0.2778,6.9,1.2375,False,damage_recovery,new_target_reached,0.524,False,K. Strand,continuous_tracking,0.884,Switch from Form 0077 to The Triad Form (forced). Cause: damage_recovery.,
AS-0103,NT-0469,MS-0012,Form 0012,BA-013,MS-0087,Form 0087,BA-001,918,forced,-0.0747,-0.7289,-0.1901,57.0,0.1637,False,stronger_attractor,new_target_reached,1.0,True,R. Voss,form_sequence_analysis,0.526,Switch from Form 0012 to Form 0087 (forced). Cause: stronger_attractor.,
AS-0104,NT-0035,MS-0010,Form 0010,BA-006,MS-0011,Form 0011,BA-007,929,voluntary,-0.7632,0.7377,-0.0694,20.7,0.8756,False,boundary_block,returned_to_original,0.993,False,Archive Survey Team,continuous_tracking,0.799,Switch from Form 0010 to Form 0011 (voluntary). Cause: boundary_block.,
AS-0105,NT-0295,MS-0050,Form 0050,BA-027,MS-0093,Form 0093,BA-002,927,forced,-0.7106,0.0765,0.0424,79.5,0.4325,False,competition,new_target_reached,0.622,False,R. Voss,retrospective_reconstruction,0.854,Switch from Form 0050 to Form 0093 (forced). Cause: competition.,
AS-0106,NT-0181,MS-0059,Form 0059,BA-026,MS-0078,Form 0078,BA-018,920,defensive,0.7585,-0.127,-0.6767,62.5,0.6334,False,stronger_attractor,new_target_reached,1.0,True,T. Vells,continuous_tracking,0.73,Switch from Form 0059 to Form 0078 (defensive). Cause: stronger_attractor.,
AS-0107,NT-0320,MS-0013,Form 0013,BA-020,MS-0012,Form 0012,BA-013,920,defensive,-0.708,0.6521,-0.2631,6.7,1.2218,False,environmental_change,new_target_reached,0.504,True,T. Vells,trajectory_comparison,0.825,Switch from Form 0013 to Form 0012 (defensive). Cause: environmental_change.,
AS-0108,NT-0097,MS-0075,Form 0075,BA-012,MS-0079,Form 0079,BA-005,927,voluntary,0.5092,-0.9504,-0.8218,59.0,0.5364,False,boundary_block,new_target_reached,0.673,True,R. Voss,form_sequence_analysis,0.797,Switch from Form 0075 to Form 0079 (voluntary). Cause: boundary_block.,
AS-0109,,MS-0097,Form 0097,BA-031,MS-0069,Form 0069,BA-048,930,defensive,0.2805,0.6414,-0.2241,43.5,1.4559,False,environmental_change,new_target_reached,1.0,True,R. Voss,continuous_tracking,0.933,Switch from Form 0097 to Form 0069 (defensive). Cause: environmental_change.,
AS-0110,,MS-0100,Form 0100,BA-047,MS-0026,Form 0026,BA-027,924,voluntary,-0.144,0.3992,0.8301,33.8,0.6622,False,boundary_block,new_target_reached,0.526,False,K. Strand,continuous_tracking,0.847,Switch from Form 0100 to Form 0026 (voluntary). Cause: boundary_block.,
AS-0111,,MS-0038,Form 0038,BA-003,MS-0005,The Triad Form,BA-004,923,opportunistic,0.7208,-0.9286,-0.6032,41.6,0.4609,False,competition,new_target_reached,0.79,False,R. Voss,form_sequence_analysis,0.99,Switch from Form 0038 to The Triad Form (opportunistic). Cause: competition.,
AS-0112,,MS-0074,Form 0074,BA-021,MS-0019,Form 0019,BA-044,927,defensive,-0.9691,-0.7644,0.5736,54.1,0.4997,False,damage_recovery,lost,0.579,False,K. Strand,form_sequence_analysis,0.736,Switch from Form 0074 to Form 0019 (defensive). Cause: damage_recovery.,
AS-0113,NT-0300,MS-0035,Form 0035,BA-049,MS-0054,Form 0054,BA-042,929,forced,0.2685,-0.5213,0.8446,54.2,1.1164,False,competition,new_target_reached,0.539,True,Archive Survey Team,form_sequence_analysis,0.526,Switch from Form 0035 to Form 0054 (forced). Cause: competition.,
AS-0114,NT-0494,MS-0012,Form 0012,BA-013,MS-0036,Form 0036,BA-035,931,forced,0.8021,0.8287,0.0813,19.1,1.1142,False,stronger_attractor,new_target_reached,0.581,False,C. Vells,continuous_tracking,0.959,Switch from Form 0012 to Form 0036 (forced). Cause: stronger_attractor.,
AS-0115,,MS-0047,Form 0047,BA-003,MS-0098,Form 0098,BA-046,926,gradual_drift,-0.2395,-0.0772,-0.6896,24.1,0.3848,False,stronger_attractor,new_target_reached,1.0,False,T. Vells,trajectory_comparison,0.88,Switch from Form 0047 to Form 0098 (gradual_drift). Cause: stronger_attractor.,
AS-0116,,MS-0050,Form 0050,BA-027,MS-0009,Form 0009,BA-009,932,voluntary,-0.6594,-0.1692,-0.2993,59.4,1.0111,False,unknown,third_target,0.415,True,Archive Survey Team,retrospective_reconstruction,0.956,Switch from Form 0050 to Form 0009 (voluntary). Cause: unknown.,
AS-0117,,MS-0098,Form 0098,BA-046,MS-0074,Form 0074,BA-021,926,opportunistic,0.1649,0.3256,0.1579,30.8,1.4453,False,original_weakened,new_target_reached,0.678,True,T. Vells,trajectory_comparison,0.945,Switch from Form 0098 to Form 0074 (opportunistic). Cause: original_weakened.,
AS-0118,NT-0226,MS-0071,Form 0071,BA-038,MS-0010,Form 0010,BA-006,923,opportunistic,-0.5622,0.395,0.2045,27.5,0.931,False,competition,new_target_reached,0.623,True,Archive Survey Team,form_sequence_analysis,0.689,Switch from Form 0071 to Form 0010 (opportunistic). Cause: competition.,
AS-0119,NT-0086,MS-0029,Form 0029,BA-016,MS-0062,Form 0062,BA-034,931,defensive,-0.7225,0.5215,0.6328,59.2,0.9878,False,environmental_change,returned_to_original,0.68,True,Archive Survey Team,trajectory_comparison,0.709,Switch from Form 0029 to Form 0062 (defensive). Cause: environmental_change.,
AS-0120,,MS-0082,Form 0082,BA-008,MS-0056,Form 0056,BA-046,920,voluntary,-0.1288,-0.1364,-0.8891,78.2,0.2033,False,damage_recovery,third_target,0.55,False,Archive Survey Team,trajectory_comparison,0.528,Switch from Form 0082 to Form 0056 (voluntary). Cause: damage_recovery.,
AS-0121,,MS-0036,Form 0036,BA-035,MS-0032,Form 0032,BA-032,919,defensive,0.5081,-0.4581,0.0009,74.4,0.5048,False,environmental_change,lost,0.948,False,K. Strand,retrospective_reconstruction,0.878,Switch from Form 0036 to Form 0032 (defensive). Cause: environmental_change.,
AS-0122,NT-0337,MS-0074,Form 0074,BA-021,MS-0053,Form 0053,BA-017,920,gradual_drift,-0.7113,-0.7781,-0.9775,65.2,1.4723,False,original_weakened,third_target,0.935,True,K. Strand,trajectory_comparison,0.673,Switch from Form 0074 to Form 0053 (gradual_drift). Cause: original_weakened.,
AS-0123,,MS-0025,Form 0025,BA-038,MS-0042,Form 0042,BA-011,927,voluntary,0.8778,0.7393,0.4644,72.1,1.3777,False,original_weakened,new_target_reached,0.835,True,T. Vells,form_sequence_analysis,0.978,Switch from Form 0025 to Form 0042 (voluntary). Cause: original_weakened.,
AS-0124,NT-0048,MS-0089,Form 0089,BA-033,MS-0079,Form 0079,BA-005,928,gradual_drift,0.2136,0.1943,0.1134,20.0,0.4175,False,stronger_attractor,new_target_reached,0.734,False,T. Vells,retrospective_reconstruction,0.93,Switch from Form 0089 to Form 0079 (gradual_drift). Cause: stronger_attractor.,
AS-0125,,MS-0011,Form 0011,BA-007,MS-0014,Form 0014,BA-025,930,voluntary,-0.6126,-0.9237,-0.5007,62.8,1.3797,False,boundary_block,new_target_reached,1.0,True,Archive Survey Team,trajectory_comparison,0.966,Switch from Form 0011 to Form 0014 (voluntary). Cause: boundary_block.,
AS-0126,,MS-0069,Form 0069,BA-048,MS-0043,Form 0043,BA-003,927,forced,0.7546,0.5148,0.5129,31.1,0.578,False,stronger_attractor,new_target_reached,0.652,False,T. Vells,form_sequence_analysis,0.98,Switch from Form 0069 to Form 0043 (forced). Cause: stronger_attractor.,
AS-0127,NT-0347,MS-0004,The Tension,BA-003,MS-0089,Form 0089,BA-033,928,forced,-0.9662,-0.4463,-0.743,8.0,0.4375,False,original_weakened,new_target_reached,1.0,False,K. Strand,continuous_tracking,0.52,Switch from The Tension to Form 0089 (forced). Cause: original_weakened.,
AS-0128,NT-0289,MS-0035,Form 0035,BA-049,MS-0087,Form 0087,BA-001,918,gradual_drift,-0.6741,-0.4212,-0.9288,52.0,0.5079,False,damage_recovery,ongoing,0.349,True,T. Vells,form_sequence_analysis,0.589,Switch from Form 0035 to Form 0087 (gradual_drift). Cause: damage_recovery.,
AS-0129,NT-0440,MS-0026,Form 0026,BA-027,MS-0069,Form 0069,BA-048,922,forced,0.7981,0.5086,0.6725,40.0,1.0902,False,stronger_attractor,new_target_reached,0.644,False,T. Vells,continuous_tracking,0.729,Switch from Form 0026 to Form 0069 (forced). Cause: stronger_attractor.,
AS-0130,,MS-0059,Form 0059,BA-026,MS-0024,Form 0024,BA-015,919,opportunistic,-0.9481,-0.5379,-0.6468,57.9,0.7574,False,boundary_block,new_target_reached,0.525,True,C. Vells,trajectory_comparison,0.504,Switch from Form 0059 to Form 0024 (opportunistic). Cause: boundary_block.,
AS-0131,NT-0183,MS-0061,Form 0061,BA-020,MS-0085,Form 0085,BA-006,929,opportunistic,0.2762,-0.8531,-0.1311,79.2,0.3933,False,damage_recovery,new_target_reached,0.644,True,T. Vells,trajectory_comparison,0.529,Switch from Form 0061 to Form 0085 (opportunistic). Cause: damage_recovery.,
AS-0132,NT-0240,MS-0059,Form 0059,BA-026,MS-0093,Form 0093,BA-002,923,defensive,-0.7792,-0.2551,-0.8171,45.2,1.1048,False,damage_recovery,new_target_reached,0.507,True,T. Vells,form_sequence_analysis,0.968,Switch from Form 0059 to Form 0093 (defensive). Cause: damage_recovery.,
AS-0133,NT-0075,MS-0084,Form 0084,BA-046,MS-0036,Form 0036,BA-035,928,voluntary,-0.4426,0.8928,0.8838,88.9,1.4322,False,original_weakened,new_target_reached,0.748,False,T. Vells,continuous_tracking,0.985,Switch from Form 0084 to Form 0036 (voluntary). Cause: original_weakened.,
AS-0134,NT-0499,MS-0078,Form 0078,BA-018,MS-0005,The Triad Form,BA-004,927,opportunistic,-0.8734,0.1019,-0.9056,56.8,1.2554,False,competition,third_target,0.33,False,R. Voss,continuous_tracking,0.513,Switch from Form 0078 to The Triad Form (opportunistic). Cause: competition.,
AS-0135,,MS-0056,Form 0056,BA-046,MS-0060,Form 0060,BA-016,925,opportunistic,0.7075,0.5591,0.4247,13.0,1.0669,False,competition,third_target,0.756,True,T. Vells,form_sequence_analysis,0.848,Switch from Form 0056 to Form 0060 (opportunistic). Cause: competition.,
AS-0136,NT-0143,MS-0065,Form 0065,BA-018,MS-0073,Form 0073,BA-008,922,forced,0.4252,0.5212,0.8338,48.0,1.3416,False,boundary_block,new_target_reached,0.511,True,C. Vells,retrospective_reconstruction,0.958,Switch from Form 0065 to Form 0073 (forced). Cause: boundary_block.,
AS-0137,NT-0227,MS-0019,Form 0019,BA-044,MS-0013,Form 0013,BA-020,928,defensive,-0.0935,0.1846,0.6305,65.3,0.4486,False,environmental_change,returned_to_original,0.758,True,R. Voss,form_sequence_analysis,0.669,Switch from Form 0019 to Form 0013 (defensive). Cause: environmental_change.,
AS-0138,NT-0432,MS-0061,Form 0061,BA-020,MS-0014,Form 0014,BA-025,924,gradual_drift,-0.6844,0.2624,-0.6262,36.6,1.2379,False,environmental_change,lost,0.616,False,K. Strand,form_sequence_analysis,0.665,Switch from Form 0061 to Form 0014 (gradual_drift). Cause: environmental_change.,
AS-0139,NT-0249,MS-0052,Form 0052,BA-042,MS-0017,Form 0017,BA-002,922,defensive,0.0851,-0.2681,0.4366,64.4,0.1478,False,environmental_change,new_target_reached,1.0,False,Archive Survey Team,form_sequence_analysis,0.697,Switch from Form 0052 to Form 0017 (defensive). Cause: environmental_change.,
AS-0140,NT-0301,MS-0071,Form 0071,BA-038,MS-0043,Form 0043,BA-003,921,gradual_drift,-0.1944,-0.256,0.1577,50.0,0.1201,False,developmental_signal,new_target_reached,0.656,False,R. Voss,continuous_tracking,0.918,Switch from Form 0071 to Form 0043 (gradual_drift). Cause: developmental_signal.,
AS-0141,NT-0304,MS-0019,Form 0019,BA-044,MS-0021,Form 0021,BA-024,928,catastrophic,-0.0217,0.2051,0.9297,44.4,1.4406,False,boundary_block,ongoing,0.863,True,C. Vells,continuous_tracking,0.644,Switch from Form 0019 to Form 0021 (catastrophic). Cause: boundary_block.,
AS-0142,,MS-0029,Form 0029,BA-016,MS-0081,Form 0081,BA-048,925,opportunistic,-0.6904,0.0498,0.64,35.6,1.3644,False,stronger_attractor,new_target_reached,0.708,True,C. Vells,trajectory_comparison,0.936,Switch from Form 0029 to Form 0081 (opportunistic). Cause: stronger_attractor.,
AS-0143,NT-0229,MS-0096,Form 0096,BA-026,MS-0081,Form 0081,BA-048,931,voluntary,-0.9588,0.2513,-0.5231,93.9,0.8003,False,damage_recovery,returned_to_original,0.375,False,R. Voss,continuous_tracking,0.725,Switch from Form 0096 to Form 0081 (voluntary). Cause: damage_recovery.,
AS-0144,NT-0174,MS-0045,Form 0045,BA-025,MS-0092,Form 0092,BA-023,930,opportunistic,-0.0208,0.5934,0.4998,84.0,0.9212,False,original_weakened,new_target_reached,0.805,True,Archive Survey Team,form_sequence_analysis,0.562,Switch from Form 0045 to Form 0092 (opportunistic). Cause: original_weakened.,
AS-0145,NT-0029,MS-0053,Form 0053,BA-017,MS-0067,Form 0067,BA-010,920,voluntary,-0.823,0.5259,0.5141,10.6,0.2253,False,competition,lost,0.753,True,T. Vells,retrospective_reconstruction,0.774,Switch from Form 0053 to Form 0067 (voluntary). Cause: competition.,
AS-0146,NT-0045,MS-0098,Form 0098,BA-046,MS-0090,Form 0090,BA-010,924,opportunistic,0.9626,0.1678,0.2208,23.8,0.601,False,unknown,new_target_reached,0.795,True,Archive Survey Team,continuous_tracking,0.502,Switch from Form 0098 to Form 0090 (opportunistic). Cause: unknown.,
AS-0147,NT-0232,MS-0009,Form 0009,BA-009,MS-0010,Form 0010,BA-006,924,forced,-0.7644,0.633,-0.6014,10.7,0.9865,False,boundary_block,new_target_reached,0.614,True,R. Voss,form_sequence_analysis,0.942,Switch from Form 0009 to Form 0010 (forced). Cause: boundary_block.,
AS-0148,,MS-0015,Form 0015,BA-025,MS-0080,Form 0080,BA-032,924,opportunistic,0.072,-0.0514,-0.9037,29.9,1.3654,False,damage_recovery,new_target_reached,1.0,False,Archive Survey Team,continuous_tracking,0.667,Switch from Form 0015 to Form 0080 (opportunistic). Cause: damage_recovery.,
AS-0149,NT-0093,MS-0035,Form 0035,BA-049,MS-0026,Form 0026,BA-027,928,catastrophic,-0.3924,0.9753,-0.7076,91.9,0.3765,False,damage_recovery,new_target_reached,0.627,False,T. Vells,continuous_tracking,0.54,Switch from Form 0035 to Form 0026 (catastrophic). Cause: damage_recovery.,
AS-0150,NT-0325,MS-0077,Form 0077,BA-010,MS-0043,Form 0043,BA-003,928,catastrophic,0.7726,0.6403,0.6757,22.1,1.0398,False,stronger_attractor,new_target_reached,0.755,True,C. Vells,continuous_tracking,0.575,Switch from Form 0077 to Form 0043 (catastrophic). Cause: stronger_attractor.,
