log_id,session_id,observer_id,date,blank_outs_observed,other_episodes_observed,kitchum_engagement_score,student_anxiety_score,attention_level,observer_mood,notes,minutes_observed
OBS0357,CLS0338,S004,2021-12-03,0,0,3,3,medium,focused,,42
OBS0358,CLS0338,S005,2021-12-03,0,0,5,5,high,curious,,42
OBS0359,CLS0339,S002,2021-12-06,0,1,5,7,medium,focused,,41
OBS0360,CLS0339,S003,2021-12-06,0,1,5,4,low,worried,,44
OBS0361,CLS0339,S004,2021-12-06,0,1,5,3,medium,focused,,43
OBS0362,CLS0339,S005,2021-12-06,0,1,3,8,high,sad,,42
OBS0363,CLS0340,S002,2021-12-08,0,0,1,4,high,curious,,46
OBS0364,CLS0340,S003,2021-12-08,0,0,2,7,high,worried,,46
OBS0365,CLS0340,S004,2021-12-08,0,0,3,3,low,detached,,41
OBS0366,CLS0340,S005,2021-12-08,0,0,3,8,high,curious,,48
OBS0367,CLS0341,S002,2021-12-10,0,0,1,5,low,detached,,41
OBS0368,CLS0341,S003,2021-12-10,0,0,3,6,high,sad,,44
OBS0369,CLS0341,S004,2021-12-10,0,0,2,7,high,detached,,44
OBS0370,CLS0341,S005,2021-12-10,0,0,2,3,high,detached,,50
OBS0371,CLS0342,S002,2021-12-13,0,1,2,3,high,detached,,50
OBS0372,CLS0342,S003,2021-12-13,0,1,4,6,low,sad,,50
OBS0373,CLS0342,S004,2021-12-13,0,1,1,4,low,detached,,46
OBS0374,CLS0342,S005,2021-12-13,0,1,2,3,low,curious,,43
OBS0375,CLS0343,S002,2021-12-15,0,0,2,7,high,detached,,41
OBS0376,CLS0343,S003,2021-12-15,0,0,4,8,medium,detached,,44
OBS0377,CLS0343,S004,2021-12-15,0,0,4,5,high,detached,,50
OBS0378,CLS0343,S005,2021-12-15,0,0,4,7,high,curious,,42
OBS0379,CLS0344,S002,2022-01-17,0,0,1,1,high,curious,,47
OBS0380,CLS0344,S003,2022-01-17,0,0,2,2,high,focused,,41
OBS0381,CLS0344,S004,2022-01-17,0,0,1,4,low,focused,,42
OBS0382,CLS0344,S005,2022-01-17,0,0,2,3,high,sad,,49
OBS0383,CLS0345,S002,2022-01-19,0,0,1,4,low,detached,,43
OBS0384,CLS0345,S003,2022-01-19,0,0,4,4,high,sad,,44
OBS0385,CLS0345,S004,2022-01-19,0,0,5,1,high,focused,,46
OBS0386,CLS0345,S005,2022-01-19,0,0,4,4,low,curious,,46
OBS0387,CLS0346,S002,2022-01-21,0,0,4,1,high,focused,,42
OBS0388,CLS0346,S003,2022-01-21,0,0,2,4,high,detached,,42
OBS0389,CLS0346,S004,2022-01-21,0,0,4,4,high,focused,,49
OBS0390,CLS0346,S005,2022-01-21,0,0,4,2,high,sad,,40
OBS0391,CLS0347,S002,2022-01-24,0,0,3,4,high,sad,,46
OBS0392,CLS0347,S003,2022-01-24,0,0,3,3,high,focused,,40
OBS0393,CLS0347,S004,2022-01-24,0,0,2,3,low,curious,,49
OBS0394,CLS0347,S005,2022-01-24,0,0,4,1,intense,detached,No deviations from baseline,45
OBS0395,CLS0348,S002,2022-01-26,0,0,4,3,high,focused,,50
OBS0396,CLS0348,S003,2022-01-26,0,0,2,2,medium,curious,,49
OBS0397,CLS0348,S004,2022-01-26,0,0,1,3,low,focused,,45
OBS0398,CLS0348,S005,2022-01-26,0,0,1,4,intense,detached,No deviations from baseline,49
OBS0399,CLS0349,S002,2022-01-28,0,0,3,1,high,detached,,49
OBS0400,CLS0349,S003,2022-01-28,0,0,3,4,low,sad,,46
OBS0401,CLS0349,S004,2022-01-28,0,0,5,1,high,detached,,41
OBS0402,CLS0349,S005,2022-01-28,0,0,3,4,medium,sad,,50
OBS0403,CLS0350,S002,2022-01-31,0,0,2,3,high,curious,,46
OBS0404,CLS0350,S003,2022-01-31,0,0,4,1,medium,sad,,43
OBS0405,CLS0350,S004,2022-01-31,0,0,3,1,high,curious,,49
OBS0406,CLS0350,S005,2022-01-31,0,0,5,1,medium,sad,,41
OBS0407,CLS0351,S002,2022-02-02,0,1,3,1,high,sad,,48
OBS0408,CLS0351,S003,2022-02-02,0,1,4,2,high,curious,,41
OBS0409,CLS0351,S004,2022-02-02,0,1,5,3,high,detached,,50
OBS0410,CLS0351,S005,2022-02-02,0,1,4,4,medium,curious,,49
OBS0411,CLS0352,S002,2022-02-04,0,0,5,2,high,focused,,50
OBS0412,CLS0352,S003,2022-02-04,0,0,5,4,medium,worried,,50
OBS0413,CLS0352,S004,2022-02-04,0,0,3,4,high,sad,,50
OBS0414,CLS0352,S005,2022-02-04,0,0,4,2,high,worried,No deviations from baseline,42
OBS0415,CLS0353,S002,2022-02-07,0,0,4,4,high,curious,,41
OBS0416,CLS0353,S003,2022-02-07,0,0,4,3,medium,curious,,50
OBS0417,CLS0353,S004,2022-02-07,0,0,3,2,medium,detached,,43
OBS0418,CLS0353,S005,2022-02-07,0,0,2,3,high,detached,Nothing unusual observed,47
OBS0419,CLS0354,S002,2022-02-09,0,0,4,1,high,worried,,42
OBS0420,CLS0354,S003,2022-02-09,0,0,2,1,high,curious,,44
OBS0421,CLS0354,S004,2022-02-09,0,0,1,4,medium,focused,,40
OBS0422,CLS0354,S005,2022-02-09,0,0,3,3,low,focused,,46
OBS0423,CLS0355,S002,2022-02-11,0,1,1,4,high,worried,,43
OBS0424,CLS0355,S003,2022-02-11,0,1,5,1,low,sad,,50
OBS0425,CLS0355,S004,2022-02-11,0,1,4,1,high,worried,,49
OBS0426,CLS0355,S005,2022-02-11,0,0,5,4,high,worried,No deviations from baseline,46
OBS0427,CLS0356,S002,2022-02-14,0,0,2,1,medium,worried,,43
OBS0428,CLS0356,S003,2022-02-14,0,0,4,4,high,curious,,49
OBS0429,CLS0356,S004,2022-02-14,0,0,4,3,low,focused,,45
OBS0430,CLS0356,S005,2022-02-14,0,0,2,3,high,worried,,45
OBS0431,CLS0357,S002,2022-02-16,0,1,3,3,high,focused,,50
OBS0432,CLS0357,S003,2022-02-16,0,1,1,2,low,curious,,48
OBS0433,CLS0357,S004,2022-02-16,0,1,3,3,high,focused,,48
OBS0434,CLS0357,S005,2022-02-16,0,1,4,1,high,detached,,44
OBS0435,CLS0358,S002,2022-02-18,0,2,1,2,high,curious,,43
OBS0436,CLS0358,S003,2022-02-18,0,2,4,3,medium,detached,,40
OBS0437,CLS0358,S004,2022-02-18,0,2,1,4,high,detached,,46
OBS0438,CLS0358,S005,2022-02-18,0,2,4,1,high,worried,,44
OBS0439,CLS0359,S002,2022-02-21,0,0,3,4,low,sad,,48
OBS0440,CLS0359,S003,2022-02-21,0,0,4,1,high,focused,,50
OBS0441,CLS0359,S004,2022-02-21,0,0,4,2,medium,focused,,46
OBS0442,CLS0359,S005,2022-02-21,0,0,5,1,high,focused,No deviations from baseline,42
OBS0443,CLS0360,S002,2022-02-23,0,0,5,2,medium,sad,,50
OBS0444,CLS0360,S003,2022-02-23,0,0,3,4,high,detached,,42
OBS0445,CLS0360,S004,2022-02-23,0,0,2,3,high,curious,,43
OBS0446,CLS0360,S005,2022-02-23,0,0,4,4,high,sad,Kitchum behaved normally,43
OBS0447,CLS0361,S002,2022-02-25,0,1,1,2,low,focused,,47
OBS0448,CLS0361,S003,2022-02-25,0,1,3,2,medium,focused,,46
OBS0449,CLS0361,S004,2022-02-25,0,1,5,3,high,worried,,41
OBS0450,CLS0361,S005,2022-02-25,0,1,5,1,medium,focused,,48
OBS0451,CLS0362,S002,2022-02-28,0,0,4,4,high,focused,,43
OBS0452,CLS0362,S003,2022-02-28,0,0,2,3,medium,curious,,47
OBS0453,CLS0362,S004,2022-02-28,0,0,2,4,high,worried,,49
OBS0454,CLS0362,S005,2022-02-28,0,0,4,2,high,detached,Kitchum behaved normally,42
OBS0455,CLS0363,S002,2022-03-02,0,0,3,3,low,worried,,49
OBS0456,CLS0363,S003,2022-03-02,0,0,2,3,high,sad,,50
OBS0457,CLS0363,S004,2022-03-02,0,0,1,1,high,detached,,42
OBS0458,CLS0363,S005,2022-03-02,0,0,2,4,high,detached,,49
OBS0459,CLS0364,S002,2022-03-04,0,0,1,1,high,sad,,40
OBS0460,CLS0364,S003,2022-03-04,0,0,3,2,low,detached,,45
OBS0461,CLS0364,S004,2022-03-04,0,0,1,3,low,sad,,49
OBS0462,CLS0364,S005,2022-03-04,0,0,3,2,high,sad,,40
OBS0463,CLS0365,S002,2022-03-07,0,0,3,2,medium,sad,,47
OBS0464,CLS0365,S003,2022-03-07,0,0,4,2,high,focused,,45
OBS0465,CLS0365,S004,2022-03-07,0,0,2,3,high,focused,,45
OBS0466,CLS0365,S005,2022-03-07,0,0,3,3,high,detached,Watching carefully - all standard,44
OBS0467,CLS0366,S002,2022-03-09,0,0,5,3,high,sad,,45
OBS0468,CLS0366,S003,2022-03-09,0,0,2,3,high,detached,,42
OBS0469,CLS0366,S004,2022-03-09,0,0,1,2,high,worried,,40
OBS0470,CLS0366,S005,2022-03-09,0,0,3,2,high,detached,Watching carefully - all standard,46
OBS0471,CLS0367,S002,2022-03-11,0,0,4,1,low,detached,,45
OBS0472,CLS0367,S003,2022-03-11,0,0,4,4,high,focused,,42
OBS0473,CLS0367,S004,2022-03-11,0,0,3,1,low,worried,,44
OBS0474,CLS0367,S005,2022-03-11,0,0,5,2,high,sad,No deviations from baseline,40
OBS0475,CLS0368,S002,2022-03-14,0,0,4,1,medium,worried,,47
OBS0476,CLS0368,S003,2022-03-14,0,0,3,1,low,curious,,50
OBS0477,CLS0368,S004,2022-03-14,0,0,4,3,low,sad,,41
OBS0478,CLS0368,S005,2022-03-14,0,0,1,1,medium,detached,,50
OBS0479,CLS0369,S002,2022-03-16,0,1,4,3,high,sad,,50
OBS0480,CLS0369,S003,2022-03-16,0,1,3,1,low,sad,,47
OBS0481,CLS0369,S004,2022-03-16,0,1,5,2,high,worried,,40
OBS0482,CLS0369,S005,2022-03-16,0,1,3,1,high,focused,,48
OBS0483,CLS0370,S002,2022-03-18,0,0,1,4,high,curious,,42
OBS0484,CLS0370,S003,2022-03-18,0,0,4,1,medium,focused,,43
OBS0485,CLS0370,S004,2022-03-18,0,0,4,4,medium,curious,,50
OBS0486,CLS0370,S005,2022-03-18,0,0,1,3,medium,detached,,46
OBS0487,CLS0371,S002,2022-03-21,0,1,5,2,high,curious,,50
OBS0488,CLS0371,S003,2022-03-21,0,1,3,2,low,detached,,47
OBS0489,CLS0371,S004,2022-03-21,0,1,4,3,high,sad,,49
OBS0490,CLS0371,S005,2022-03-21,0,1,3,2,high,detached,,50
OBS0491,CLS0372,S002,2022-03-23,0,0,1,1,high,sad,,45
OBS0492,CLS0372,S003,2022-03-23,0,0,2,2,high,detached,,48
OBS0493,CLS0372,S004,2022-03-23,0,0,3,4,low,detached,,41
OBS0494,CLS0372,S005,2022-03-23,0,0,3,2,high,worried,,50
OBS0495,CLS0373,S002,2022-03-25,0,0,2,4,high,curious,,49
OBS0496,CLS0373,S003,2022-03-25,0,0,5,1,low,focused,,48
OBS0497,CLS0373,S004,2022-03-25,0,0,5,4,low,detached,,41
OBS0498,CLS0373,S005,2022-03-25,0,0,3,3,high,sad,,41
OBS0499,CLS0374,S002,2022-03-28,0,0,1,4,low,worried,,42
OBS0500,CLS0374,S003,2022-03-28,0,0,1,1,high,detached,,44
OBS0501,CLS0374,S004,2022-03-28,0,0,5,4,high,detached,,49
OBS0502,CLS0374,S005,2022-03-28,0,0,2,2,high,worried,,41
OBS0503,CLS0375,S002,2022-03-30,0,1,1,4,high,sad,,40
OBS0504,CLS0375,S003,2022-03-30,0,1,4,1,low,focused,,42
OBS0505,CLS0375,S004,2022-03-30,0,1,4,4,high,sad,,47
OBS0506,CLS0375,S005,2022-03-30,0,1,4,3,high,focused,,42
OBS0507,CLS0376,S002,2022-04-01,0,0,1,2,medium,focused,,40
OBS0508,CLS0376,S003,2022-04-01,0,0,1,2,medium,detached,,50
OBS0509,CLS0376,S004,2022-04-01,0,0,2,4,medium,sad,,43
OBS0510,CLS0376,S005,2022-04-01,0,0,4,4,high,focused,Kitchum behaved normally,41
OBS0511,CLS0377,S002,2022-04-04,0,1,2,4,medium,detached,,47
OBS0512,CLS0377,S003,2022-04-04,0,1,4,2,low,worried,,44
OBS0513,CLS0377,S004,2022-04-04,0,1,1,3,high,focused,,41
OBS0514,CLS0377,S005,2022-04-04,0,1,4,4,high,sad,,49
OBS0515,CLS0378,S002,2022-04-06,0,0,1,4,high,detached,,47
OBS0516,CLS0378,S003,2022-04-06,0,0,2,1,high,sad,,40
OBS0517,CLS0378,S004,2022-04-06,0,0,5,3,high,sad,,41
OBS0518,CLS0378,S005,2022-04-06,0,0,4,1,intense,detached,Watching carefully - all standard,49
OBS0519,CLS0379,S002,2022-04-08,0,0,4,4,high,focused,,42
OBS0520,CLS0379,S003,2022-04-08,0,0,2,4,high,curious,,47
OBS0521,CLS0379,S004,2022-04-08,0,0,5,2,medium,sad,,50
OBS0522,CLS0379,S005,2022-04-08,0,0,2,3,high,detached,,46
OBS0523,CLS0380,S002,2022-04-11,0,0,4,2,high,sad,,43
OBS0524,CLS0380,S003,2022-04-11,0,0,1,4,high,worried,,42
OBS0525,CLS0380,S004,2022-04-11,0,0,2,4,medium,focused,,46
OBS0526,CLS0380,S005,2022-04-11,0,0,3,2,high,worried,,48
OBS0527,CLS0381,S002,2022-04-13,0,0,1,3,low,curious,,45
OBS0528,CLS0381,S003,2022-04-13,0,0,2,1,medium,focused,,45
OBS0529,CLS0381,S004,2022-04-13,0,0,1,2,high,focused,,48
OBS0530,CLS0381,S005,2022-04-13,0,0,3,1,high,sad,No deviations from baseline,44
OBS0531,CLS0382,S002,2022-04-15,0,0,5,1,medium,focused,,47
OBS0532,CLS0382,S003,2022-04-15,0,0,1,1,high,sad,,49
OBS0533,CLS0382,S004,2022-04-15,0,0,5,1,low,sad,,41
OBS0534,CLS0382,S005,2022-04-15,0,0,3,2,high,curious,Kitchum behaved normally,47
OBS0535,CLS0383,S002,2022-04-18,0,0,1,2,high,curious,,45
OBS0536,CLS0383,S003,2022-04-18,0,0,1,2,medium,detached,,46
OBS0537,CLS0383,S004,2022-04-18,0,0,2,4,low,curious,,44
OBS0538,CLS0383,S005,2022-04-18,0,0,3,3,low,detached,,45
OBS0539,CLS0384,S002,2022-04-20,0,1,2,4,medium,worried,,42
OBS0540,CLS0384,S003,2022-04-20,0,1,4,4,high,detached,,48
OBS0541,CLS0384,S004,2022-04-20,0,1,1,4,high,worried,,40
OBS0542,CLS0384,S005,2022-04-20,0,1,1,3,low,curious,,46
OBS0543,CLS0385,S002,2022-04-22,0,0,4,1,medium,detached,,40
OBS0544,CLS0385,S003,2022-04-22,0,0,5,1,medium,sad,,44
OBS0545,CLS0385,S004,2022-04-22,0,0,4,3,high,curious,,45
OBS0546,CLS0385,S005,2022-04-22,0,0,4,4,high,worried,Kitchum behaved normally,48
OBS0547,CLS0386,S002,2022-04-25,0,1,3,4,high,worried,,44
OBS0548,CLS0386,S003,2022-04-25,0,1,1,3,low,detached,,42
OBS0549,CLS0386,S004,2022-04-25,0,1,2,1,high,sad,,48
OBS0550,CLS0386,S005,2022-04-25,0,1,2,1,high,focused,,48
OBS0551,CLS0387,S002,2022-04-27,0,1,2,3,high,detached,,48
OBS0552,CLS0387,S003,2022-04-27,0,1,1,3,low,curious,,50
OBS0553,CLS0387,S004,2022-04-27,0,1,1,1,high,focused,,47
OBS0554,CLS0387,S005,2022-04-27,0,0,4,3,intense,worried,Nothing unusual observed,49
OBS0555,CLS0388,S002,2022-04-29,0,0,3,3,medium,curious,,50
OBS0556,CLS0388,S003,2022-04-29,0,0,4,2,medium,focused,,45
OBS0557,CLS0388,S004,2022-04-29,0,0,3,4,medium,focused,,42
OBS0558,CLS0388,S005,2022-04-29,0,0,1,1,high,focused,,46
OBS0559,CLS0389,S002,2022-05-02,0,0,4,2,medium,detached,,41
OBS0560,CLS0389,S003,2022-05-02,0,0,5,4,high,sad,,48
OBS0561,CLS0389,S004,2022-05-02,0,0,3,4,high,detached,,47
OBS0562,CLS0389,S005,2022-05-02,0,0,4,2,high,worried,,48
OBS0563,CLS0390,S002,2022-05-04,0,1,4,4,medium,worried,,48
OBS0564,CLS0390,S003,2022-05-04,0,1,2,4,low,detached,,40
OBS0565,CLS0390,S004,2022-05-04,0,1,5,3,medium,focused,,49
OBS0566,CLS0390,S005,2022-05-04,0,1,1,3,low,sad,,44
OBS0567,CLS0391,S002,2022-05-06,0,0,5,2,low,focused,,45
OBS0568,CLS0391,S003,2022-05-06,0,0,3,3,high,curious,,47
OBS0569,CLS0391,S004,2022-05-06,0,0,2,2,low,sad,,46
OBS0570,CLS0391,S005,2022-05-06,0,0,2,2,high,detached,No deviations from baseline,40
OBS0571,CLS0392,S002,2022-05-09,0,0,5,3,low,focused,,40
OBS0572,CLS0392,S003,2022-05-09,0,0,4,3,high,sad,,47
OBS0573,CLS0392,S004,2022-05-09,0,0,4,4,high,sad,,42
OBS0574,CLS0392,S005,2022-05-09,0,0,4,4,high,worried,,45
