event_id,journey_id,event_sequence,event_type,event_subtype,day_of_journey,outcome,outcome_impact,is_regulatory
JRN-BAG-0287-E007,JRN-BAG-0287,6,creature_attack,Maw_Beast,47,resolved_favorably,0.255,False
JRN-BAG-0287-E006,JRN-BAG-0287,7,trade_difficulty,price_collapse,50,resolved_favorably,0.461,False
JRN-BAG-0288-E004,JRN-BAG-0288,1,trade_difficulty,counterfeit_goods,5,resolved_favorably,0.765,False
JRN-BAG-0288-E003,JRN-BAG-0288,2,encounter,fellow_trader,8,resolved_favorably,0.275,True
JRN-BAG-0288-E001,JRN-BAG-0288,3,trade_difficulty,market_closure,9,resolved_favorably,0.522,True
JRN-BAG-0288-E002,JRN-BAG-0288,4,discovery,valuable_site,13,unresolved,0.296,True
JRN-BAG-0288-E006,JRN-BAG-0288,5,discovery,valuable_site,18,unresolved,0.032,True
JRN-BAG-0288-E005,JRN-BAG-0288,6,encounter,desperate_person,21,resolved_favorably,0.588,False
JRN-BAG-0288-E007,JRN-BAG-0288,7,interpersonal,local_hospitality,27,unresolved,-0.231,False
JRN-BAG-0288-E008,JRN-BAG-0288,8,creature_attack,swarm,29,resolved_favorably,0.327,False
JRN-BAG-0288-E009,JRN-BAG-0288,9,interpersonal,guide_betrayal,35,resolved_favorably,0.335,False
JRN-BAG-0289-E001,JRN-BAG-0289,1,delay,bureaucratic,3,resolved_poorly,-0.595,True
JRN-BAG-0289-E002,JRN-BAG-0289,2,trade_success,monopoly_opportunity,3,resolved_favorably,0.504,True
JRN-BAG-0289-E004,JRN-BAG-0289,3,interpersonal,guide_betrayal,12,resolved_poorly,-0.716,True
JRN-BAG-0289-E003,JRN-BAG-0289,4,delay,bridge_out,19,resolved_favorably,0.65,False
JRN-BAG-0289-E009,JRN-BAG-0289,5,trade_success,bulk_buyer,26,resolved_favorably,0.249,False
JRN-BAG-0289-E006,JRN-BAG-0289,6,interpersonal,companion_conflict,30,resolved_favorably,0.392,False
JRN-BAG-0289-E005,JRN-BAG-0289,7,weather,cold_snap,31,resolved_poorly,-0.353,False
JRN-BAG-0289-E008,JRN-BAG-0289,8,encounter,wanderer,31,resolved_poorly,-0.359,True
JRN-BAG-0289-E007,JRN-BAG-0289,9,trade_success,connection_made,32,unresolved,-0.017,True
JRN-BAG-0290-E002,JRN-BAG-0290,1,trade_success,monopoly_opportunity,10,resolved_favorably,0.259,False
JRN-BAG-0290-E001,JRN-BAG-0290,2,interpersonal,helpful_stranger,16,resolved_poorly,-0.6,False
JRN-BAG-0290-E003,JRN-BAG-0290,3,discovery,shortcut,23,resolved_favorably,0.39,True
JRN-BAG-0290-E004,JRN-BAG-0290,4,trade_difficulty,market_closure,25,resolved_favorably,0.301,False
JRN-BAG-0290-E006,JRN-BAG-0290,5,interpersonal,guide_betrayal,26,resolved_poorly,-0.296,False
JRN-BAG-0290-E005,JRN-BAG-0290,6,creature_attack,territorial_bird,36,resolved_poorly,-0.456,False
JRN-BAG-0290-E007,JRN-BAG-0290,7,creature_attack,night_crawler,49,resolved_poorly,-0.211,False
JRN-BAG-0290-E008,JRN-BAG-0290,8,interpersonal,official_harassment,66,resolved_poorly,-0.718,False
JRN-BAG-0291-E002,JRN-BAG-0291,1,weather,flooding,9,resolved_poorly,-0.349,False
JRN-BAG-0291-E003,JRN-BAG-0291,2,creature_attack,territorial_bird,11,resolved_favorably,0.249,True
JRN-BAG-0291-E001,JRN-BAG-0291,3,creature_attack,Maw_Beast,12,unresolved,0.115,True
JRN-BAG-0291-E005,JRN-BAG-0291,4,interpersonal,official_harassment,16,resolved_poorly,-0.663,False
JRN-BAG-0291-E004,JRN-BAG-0291,5,creature_attack,swarm,26,resolved_favorably,0.36,False
JRN-BAG-0291-E006,JRN-BAG-0291,6,interpersonal,official_harassment,31,unresolved,0.164,False
JRN-BAG-0291-E008,JRN-BAG-0291,7,encounter,desperate_person,38,resolved_favorably,0.571,False
JRN-BAG-0291-E007,JRN-BAG-0291,8,creature_attack,territorial_bird,42,unresolved,-0.285,True
JRN-BAG-0292-E002,JRN-BAG-0292,1,trade_difficulty,scam_attempt,13,resolved_favorably,0.632,False
JRN-BAG-0292-E001,JRN-BAG-0292,2,creature_attack,Stakdur,20,resolved_favorably,0.232,True
JRN-BAG-0292-E004,JRN-BAG-0292,3,weather,cold_snap,32,resolved_poorly,-0.383,True
JRN-BAG-0292-E003,JRN-BAG-0292,4,weather,fog,43,resolved_poorly,-0.263,False
JRN-BAG-0292-E007,JRN-BAG-0292,5,creature_attack,swarm,47,unresolved,-0.158,True
JRN-BAG-0292-E008,JRN-BAG-0292,6,encounter,desperate_person,58,resolved_favorably,0.263,True
JRN-BAG-0292-E005,JRN-BAG-0292,7,weather,fog,68,resolved_poorly,-0.451,False
JRN-BAG-0292-E006,JRN-BAG-0292,8,creature_attack,swarm,68,resolved_favorably,0.258,False
JRN-BAG-0293-E001,JRN-BAG-0293,1,interpersonal,official_harassment,48,resolved_poorly,-0.267,True
JRN-BAG-0293-E007,JRN-BAG-0293,2,interpersonal,helpful_stranger,55,unresolved,0.037,False
JRN-BAG-0293-E005,JRN-BAG-0293,3,trade_difficulty,market_closure,56,unresolved,0.164,True
JRN-BAG-0293-E002,JRN-BAG-0293,4,trade_success,bulk_buyer,62,resolved_poorly,-0.235,True
JRN-BAG-0293-E003,JRN-BAG-0293,5,creature_attack,territorial_bird,64,unresolved,-0.041,True
JRN-BAG-0293-E004,JRN-BAG-0293,6,weather,drought,65,unresolved,-0.167,False
JRN-BAG-0293-E006,JRN-BAG-0293,7,trade_difficulty,scam_attempt,67,resolved_poorly,-0.787,False
JRN-BAG-0294-E003,JRN-BAG-0294,1,delay,equipment_failure,3,resolved_favorably,0.622,False
JRN-BAG-0294-E004,JRN-BAG-0294,2,weather,extreme_heat,3,resolved_poorly,-0.675,True
JRN-BAG-0294-E002,JRN-BAG-0294,3,interpersonal,companion_conflict,5,resolved_favorably,0.481,True
JRN-BAG-0294-E001,JRN-BAG-0294,4,interpersonal,guide_betrayal,7,resolved_poorly,-0.72,True
JRN-BAG-0294-E007,JRN-BAG-0294,5,weather,drought,12,resolved_poorly,-0.623,False
JRN-BAG-0294-E006,JRN-BAG-0294,6,discovery,shortcut,16,resolved_poorly,-0.317,True
JRN-BAG-0294-E005,JRN-BAG-0294,7,interpersonal,local_hospitality,18,resolved_favorably,0.371,False
JRN-BAG-0294-E008,JRN-BAG-0294,8,delay,lost,19,resolved_poorly,-0.419,False
JRN-BAG-0294-E009,JRN-BAG-0294,9,creature_attack,Stakdur,25,unresolved,0.139,False
JRN-BAG-0294-E010,JRN-BAG-0294,10,creature_attack,territorial_bird,34,unresolved,0.055,True
JRN-BAG-0295-E001,JRN-BAG-0295,1,creature_attack,Stakdur,1,unresolved,-0.013,False
JRN-BAG-0295-E002,JRN-BAG-0295,2,encounter,fellow_trader,6,resolved_favorably,0.595,True
JRN-BAG-0295-E003,JRN-BAG-0295,3,encounter,wanderer,8,resolved_favorably,0.492,False
JRN-BAG-0295-E004,JRN-BAG-0295,4,interpersonal,guide_betrayal,8,unresolved,-0.14,True
JRN-BAG-0295-E005,JRN-BAG-0295,5,weather,cold_snap,11,resolved_poorly,-0.625,False
JRN-BAG-0295-E008,JRN-BAG-0295,6,weather,storm,24,resolved_favorably,0.224,False
JRN-BAG-0295-E006,JRN-BAG-0295,7,encounter,potential_partner,28,resolved_favorably,0.476,False
JRN-BAG-0295-E007,JRN-BAG-0295,8,delay,bridge_out,30,resolved_poorly,-0.322,False
JRN-BAG-0296-E002,JRN-BAG-0296,1,interpersonal,local_hospitality,3,resolved_favorably,0.487,True
JRN-BAG-0296-E004,JRN-BAG-0296,2,delay,equipment_failure,6,resolved_favorably,0.328,False
JRN-BAG-0296-E001,JRN-BAG-0296,3,discovery,technique,10,resolved_favorably,0.399,True
JRN-BAG-0296-E003,JRN-BAG-0296,4,interpersonal,local_hospitality,12,resolved_favorably,0.219,False
JRN-BAG-0296-E005,JRN-BAG-0296,5,trade_difficulty,market_closure,15,unresolved,0.255,False
JRN-BAG-0296-E006,JRN-BAG-0296,6,trade_difficulty,weighted_coins,23,resolved_favorably,0.318,True
JRN-BAG-0296-E009,JRN-BAG-0296,7,weather,flooding,36,resolved_favorably,0.455,True
JRN-BAG-0296-E008,JRN-BAG-0296,8,weather,fog,37,resolved_poorly,-0.324,False
JRN-BAG-0296-E007,JRN-BAG-0296,9,trade_success,monopoly_opportunity,40,resolved_favorably,0.312,False
JRN-BAG-0296-E010,JRN-BAG-0296,10,trade_success,connection_made,40,resolved_favorably,0.504,False
JRN-BAG-0297-E002,JRN-BAG-0297,1,creature_attack,swarm,1,resolved_poorly,-0.549,False
JRN-BAG-0297-E001,JRN-BAG-0297,2,weather,fog,9,resolved_favorably,0.266,False
JRN-BAG-0297-E003,JRN-BAG-0297,3,encounter,fellow_trader,10,resolved_favorably,0.374,True
JRN-BAG-0297-E004,JRN-BAG-0297,4,creature_attack,unknown,13,resolved_poorly,-0.369,False
JRN-BAG-0297-E005,JRN-BAG-0297,5,delay,equipment_failure,16,unresolved,0.013,False
JRN-BAG-0297-E007,JRN-BAG-0297,6,trade_difficulty,weighted_coins,19,resolved_poorly,-0.517,False
JRN-BAG-0297-E006,JRN-BAG-0297,7,creature_attack,night_crawler,22,resolved_favorably,0.542,False
JRN-BAG-0297-E008,JRN-BAG-0297,8,trade_difficulty,price_collapse,26,resolved_favorably,0.587,False
JRN-BAG-0297-E009,JRN-BAG-0297,9,creature_attack,swarm,28,resolved_poorly,-0.665,True
JRN-BAG-0297-E010,JRN-BAG-0297,10,creature_attack,Maw_Beast,35,resolved_poorly,-0.751,False
JRN-BAG-0298-E002,JRN-BAG-0298,1,creature_attack,territorial_bird,16,resolved_favorably,0.669,True
JRN-BAG-0298-E001,JRN-BAG-0298,2,delay,lost,19,resolved_poorly,-0.689,False
JRN-BAG-0298-E004,JRN-BAG-0298,3,interpersonal,helpful_stranger,30,resolved_poorly,-0.788,True
JRN-BAG-0298-E003,JRN-BAG-0298,4,creature_attack,territorial_bird,31,resolved_poorly,-0.665,True
JRN-BAG-0298-E006,JRN-BAG-0298,5,creature_attack,night_crawler,36,resolved_favorably,0.219,False
JRN-BAG-0298-E005,JRN-BAG-0298,6,creature_attack,night_crawler,45,resolved_favorably,0.774,False
JRN-BAG-0298-E007,JRN-BAG-0298,7,weather,fog,63,resolved_favorably,0.526,False
JRN-BAG-0298-E009,JRN-BAG-0298,8,trade_difficulty,buyer_default,68,resolved_poorly,-0.397,False
JRN-BAG-0298-E008,JRN-BAG-0298,9,trade_success,repeat_customer,69,unresolved,-0.047,False
JRN-BAG-0298-E010,JRN-BAG-0298,10,discovery,valuable_site,73,resolved_favorably,0.293,True
JRN-BAG-0299-E001,JRN-BAG-0299,1,interpersonal,robbery,5,resolved_poorly,-0.504,True
JRN-BAG-0299-E003,JRN-BAG-0299,2,weather,drought,6,resolved_favorably,0.771,True
JRN-BAG-0299-E002,JRN-BAG-0299,3,weather,extreme_heat,7,resolved_favorably,0.576,False
JRN-BAG-0299-E004,JRN-BAG-0299,4,weather,drought,10,resolved_favorably,0.341,True
JRN-BAG-0299-E007,JRN-BAG-0299,5,interpersonal,helpful_stranger,12,unresolved,0.237,False
JRN-BAG-0299-E005,JRN-BAG-0299,6,creature_attack,night_crawler,16,resolved_favorably,0.301,False
JRN-BAG-0299-E006,JRN-BAG-0299,7,weather,storm,16,resolved_favorably,0.699,False
JRN-BAG-0299-E008,JRN-BAG-0299,8,weather,fog,28,resolved_poorly,-0.282,False
JRN-BAG-0299-E010,JRN-BAG-0299,9,interpersonal,official_harassment,29,resolved_poorly,-0.599,True
JRN-BAG-0299-E009,JRN-BAG-0299,10,interpersonal,local_hospitality,30,resolved_favorably,0.249,True
JRN-BAG-0300-E003,JRN-BAG-0300,1,creature_attack,night_crawler,2,resolved_poorly,-0.55,True
JRN-BAG-0300-E002,JRN-BAG-0300,2,creature_attack,swarm,9,unresolved,0.146,False
JRN-BAG-0300-E001,JRN-BAG-0300,3,weather,cold_snap,22,unresolved,-0.23,False
JRN-BAG-0300-E005,JRN-BAG-0300,4,encounter,desperate_person,37,unresolved,-0.006,False
JRN-BAG-0300-E004,JRN-BAG-0300,5,creature_attack,Maw_Beast,38,unresolved,-0.0,False
JRN-BAG-0300-E006,JRN-BAG-0300,6,encounter,local_expert,45,resolved_favorably,0.255,False
JRN-BAG-0300-E007,JRN-BAG-0300,7,interpersonal,official_harassment,65,resolved_poorly,-0.72,True
JRN-BAG-0300-E008,JRN-BAG-0300,8,interpersonal,guide_betrayal,70,resolved_poorly,-0.562,False
JRN-BAG-0301-E001,JRN-BAG-0301,1,trade_success,connection_made,8,resolved_favorably,0.462,False
JRN-BAG-0301-E004,JRN-BAG-0301,2,delay,bureaucratic,19,resolved_favorably,0.622,False
JRN-BAG-0301-E005,JRN-BAG-0301,3,weather,cold_snap,21,resolved_poorly,-0.664,False
JRN-BAG-0301-E002,JRN-BAG-0301,4,discovery,technique,35,resolved_favorably,0.748,False
JRN-BAG-0301-E003,JRN-BAG-0301,5,creature_attack,night_crawler,37,resolved_favorably,0.721,False
JRN-BAG-0301-E007,JRN-BAG-0301,6,discovery,information,41,resolved_favorably,0.308,False
JRN-BAG-0301-E006,JRN-BAG-0301,7,weather,fog,56,resolved_favorably,0.557,False
JRN-BAG-0302-E001,JRN-BAG-0302,1,interpersonal,helpful_stranger,6,unresolved,0.179,False
JRN-BAG-0302-E002,JRN-BAG-0302,2,encounter,fellow_trader,7,resolved_favorably,0.608,False
JRN-BAG-0302-E003,JRN-BAG-0302,3,weather,extreme_heat,18,resolved_favorably,0.752,True
JRN-BAG-0302-E004,JRN-BAG-0302,4,trade_difficulty,buyer_default,20,resolved_poorly,-0.244,False
JRN-BAG-0302-E005,JRN-BAG-0302,5,creature_attack,Stakdur,20,resolved_poorly,-0.39,True
JRN-BAG-0302-E006,JRN-BAG-0302,6,interpersonal,guide_betrayal,21,resolved_poorly,-0.633,False
JRN-BAG-0302-E008,JRN-BAG-0302,7,interpersonal,robbery,26,resolved_favorably,0.298,False
JRN-BAG-0302-E009,JRN-BAG-0302,8,trade_difficulty,weighted_coins,32,resolved_favorably,0.528,True
JRN-BAG-0302-E007,JRN-BAG-0302,9,creature_attack,night_crawler,37,resolved_favorably,0.228,False
JRN-BAG-0303-E001,JRN-BAG-0303,1,trade_difficulty,scam_attempt,6,resolved_poorly,-0.299,False
JRN-BAG-0303-E002,JRN-BAG-0303,2,delay,equipment_failure,12,resolved_poorly,-0.507,True
JRN-BAG-0303-E003,JRN-BAG-0303,3,delay,illness,18,resolved_favorably,0.358,False
JRN-BAG-0303-E010,JRN-BAG-0303,4,trade_success,repeat_customer,33,resolved_favorably,0.394,False
JRN-BAG-0303-E008,JRN-BAG-0303,5,interpersonal,guide_betrayal,35,resolved_poorly,-0.729,False
JRN-BAG-0303-E005,JRN-BAG-0303,6,weather,cold_snap,36,resolved_poorly,-0.387,True
JRN-BAG-0303-E006,JRN-BAG-0303,7,weather,flooding,36,unresolved,-0.237,False
JRN-BAG-0303-E009,JRN-BAG-0303,8,trade_success,bulk_buyer,37,resolved_poorly,-0.454,False
JRN-BAG-0303-E007,JRN-BAG-0303,9,encounter,desperate_person,39,resolved_favorably,0.438,False
JRN-BAG-0303-E004,JRN-BAG-0303,10,discovery,warning,42,resolved_poorly,-0.591,False
JRN-BAG-0304-E003,JRN-BAG-0304,1,creature_attack,territorial_bird,8,unresolved,-0.294,False
JRN-BAG-0304-E002,JRN-BAG-0304,2,weather,cold_snap,12,resolved_favorably,0.541,True
JRN-BAG-0304-E001,JRN-BAG-0304,3,creature_attack,Maw_Beast,14,unresolved,-0.204,False
JRN-BAG-0304-E005,JRN-BAG-0304,4,creature_attack,swarm,21,resolved_favorably,0.491,True
JRN-BAG-0304-E004,JRN-BAG-0304,5,interpersonal,robbery,26,resolved_poorly,-0.458,False
JRN-BAG-0304-E007,JRN-BAG-0304,6,interpersonal,local_hospitality,35,resolved_favorably,0.418,False
JRN-BAG-0304-E008,JRN-BAG-0304,7,creature_attack,unknown,37,unresolved,0.061,False
JRN-BAG-0304-E006,JRN-BAG-0304,8,creature_attack,Stakdur,38,resolved_poorly,-0.249,False
JRN-BAG-0305-E001,JRN-BAG-0305,1,trade_success,bulk_buyer,11,resolved_favorably,0.521,False
JRN-BAG-0305-E002,JRN-BAG-0305,2,discovery,technique,12,resolved_favorably,0.253,False
JRN-BAG-0305-E003,JRN-BAG-0305,3,trade_success,repeat_customer,19,resolved_favorably,0.233,False
JRN-BAG-0305-E004,JRN-BAG-0305,4,discovery,shortcut,23,resolved_favorably,0.558,False
JRN-BAG-0306-E001,JRN-BAG-0306,1,trade_success,premium_price,28,resolved_favorably,0.737,False
JRN-BAG-0306-E003,JRN-BAG-0306,2,encounter,potential_partner,37,resolved_favorably,0.226,False
JRN-BAG-0306-E002,JRN-BAG-0306,3,trade_difficulty,counterfeit_goods,40,resolved_favorably,0.461,False
JRN-BAG-0306-E006,JRN-BAG-0306,4,discovery,shortcut,49,resolved_favorably,0.679,False
JRN-BAG-0306-E004,JRN-BAG-0306,5,discovery,technique,60,resolved_favorably,0.613,False
JRN-BAG-0306-E005,JRN-BAG-0306,6,trade_success,bulk_buyer,61,resolved_favorably,0.227,False
JRN-BAG-0307-E001,JRN-BAG-0307,1,weather,extreme_heat,3,resolved_favorably,0.278,True
JRN-BAG-0307-E002,JRN-BAG-0307,2,trade_difficulty,scam_attempt,9,resolved_favorably,0.33,False
JRN-BAG-0307-E003,JRN-BAG-0307,3,trade_difficulty,market_closure,24,resolved_favorably,0.437,False
JRN-BAG-0307-E004,JRN-BAG-0307,4,trade_success,premium_price,24,unresolved,0.111,False
JRN-BAG-0307-E005,JRN-BAG-0307,5,creature_attack,territorial_bird,25,resolved_poorly,-0.65,False
JRN-BAG-0307-E006,JRN-BAG-0307,6,creature_attack,territorial_bird,25,resolved_favorably,0.415,False
JRN-BAG-0307-E009,JRN-BAG-0307,7,trade_difficulty,market_closure,30,unresolved,0.293,False
JRN-BAG-0307-E007,JRN-BAG-0307,8,trade_difficulty,buyer_default,37,resolved_poorly,-0.306,False
JRN-BAG-0307-E008,JRN-BAG-0307,9,trade_success,connection_made,41,resolved_favorably,0.425,False
JRN-BAG-0307-E010,JRN-BAG-0307,10,weather,cold_snap,41,resolved_poorly,-0.527,True
JRN-BAG-0308-E001,JRN-BAG-0308,1,interpersonal,local_hospitality,4,resolved_favorably,0.474,False
JRN-BAG-0308-E003,JRN-BAG-0308,2,interpersonal,robbery,11,resolved_poorly,-0.542,False
JRN-BAG-0308-E002,JRN-BAG-0308,3,trade_difficulty,market_closure,15,resolved_poorly,-0.724,True
JRN-BAG-0308-E005,JRN-BAG-0308,4,trade_difficulty,scam_attempt,20,resolved_favorably,0.496,False
JRN-BAG-0308-E004,JRN-BAG-0308,5,creature_attack,Maw_Beast,30,unresolved,-0.109,False
JRN-BAG-0308-E008,JRN-BAG-0308,6,discovery,warning,36,resolved_favorably,0.686,False
JRN-BAG-0308-E009,JRN-BAG-0308,7,interpersonal,guide_betrayal,42,unresolved,-0.217,False
JRN-BAG-0308-E006,JRN-BAG-0308,8,interpersonal,local_hospitality,48,resolved_favorably,0.768,False
JRN-BAG-0308-E007,JRN-BAG-0308,9,trade_difficulty,buyer_default,49,resolved_poorly,-0.41,True
JRN-BAG-0309-E001,JRN-BAG-0309,1,creature_attack,Stakdur,1,resolved_favorably,0.511,False
JRN-BAG-0309-E002,JRN-BAG-0309,2,trade_difficulty,market_closure,4,resolved_favorably,0.691,False
JRN-BAG-0309-E004,JRN-BAG-0309,3,trade_difficulty,weighted_coins,18,resolved_favorably,0.435,False
JRN-BAG-0309-E005,JRN-BAG-0309,4,encounter,potential_partner,20,resolved_favorably,0.537,False
JRN-BAG-0309-E003,JRN-BAG-0309,5,trade_difficulty,counterfeit_goods,27,resolved_poorly,-0.461,True
JRN-BAG-0309-E006,JRN-BAG-0309,6,weather,flooding,32,resolved_poorly,-0.463,False
JRN-BAG-0309-E008,JRN-BAG-0309,7,weather,flooding,36,resolved_favorably,0.714,False
JRN-BAG-0309-E009,JRN-BAG-0309,8,creature_attack,territorial_bird,37,resolved_favorably,0.244,False
JRN-BAG-0309-E007,JRN-BAG-0309,9,interpersonal,helpful_stranger,47,resolved_favorably,0.567,True
JRN-BAG-0310-E001,JRN-BAG-0310,1,delay,equipment_failure,2,resolved_poorly,-0.549,False
JRN-BAG-0310-E002,JRN-BAG-0310,2,trade_success,connection_made,6,unresolved,-0.172,False
JRN-BAG-0310-E003,JRN-BAG-0310,3,interpersonal,robbery,6,resolved_favorably,0.366,True
JRN-BAG-0310-E004,JRN-BAG-0310,4,discovery,shortcut,34,resolved_favorably,0.796,True
JRN-BAG-0310-E005,JRN-BAG-0310,5,trade_difficulty,counterfeit_goods,48,resolved_favorably,0.521,False
JRN-BAG-0310-E006,JRN-BAG-0310,6,discovery,information,69,resolved_favorably,0.329,False
JRN-BAG-0311-E001,JRN-BAG-0311,1,delay,border_closure,4,resolved_poorly,-0.302,False
JRN-BAG-0311-E003,JRN-BAG-0311,2,discovery,opportunity,12,unresolved,-0.118,False
JRN-BAG-0311-E002,JRN-BAG-0311,3,encounter,desperate_person,15,resolved_favorably,0.422,False
JRN-BAG-0311-E004,JRN-BAG-0311,4,trade_success,repeat_customer,18,resolved_favorably,0.62,False
JRN-BAG-0311-E007,JRN-BAG-0311,5,delay,lost,23,resolved_favorably,0.496,False
JRN-BAG-0311-E006,JRN-BAG-0311,6,interpersonal,companion_conflict,24,unresolved,0.01,True
JRN-BAG-0311-E005,JRN-BAG-0311,7,weather,drought,27,unresolved,0.0,False
JRN-BAG-0311-E008,JRN-BAG-0311,8,encounter,fellow_trader,39,resolved_favorably,0.555,False
JRN-BAG-0311-E009,JRN-BAG-0311,9,discovery,valuable_site,44,resolved_poorly,-0.799,False
JRN-BAG-0311-E010,JRN-BAG-0311,10,creature_attack,swarm,47,unresolved,-0.128,False
JRN-BAG-0311-E011,JRN-BAG-0311,11,interpersonal,local_hospitality,52,resolved_poorly,-0.329,True
JRN-BAG-0312-E001,JRN-BAG-0312,1,weather,storm,2,resolved_poorly,-0.372,False
JRN-BAG-0312-E002,JRN-BAG-0312,2,creature_attack,territorial_bird,12,resolved_poorly,-0.531,True
JRN-BAG-0312-E003,JRN-BAG-0312,3,interpersonal,guide_betrayal,24,unresolved,0.194,True
JRN-BAG-0312-E009,JRN-BAG-0312,4,trade_difficulty,price_collapse,41,resolved_poorly,-0.354,False
JRN-BAG-0312-E004,JRN-BAG-0312,5,delay,bureaucratic,43,resolved_poorly,-0.24,False
JRN-BAG-0312-E005,JRN-BAG-0312,6,discovery,information,43,resolved_poorly,-0.793,True
JRN-BAG-0312-E007,JRN-BAG-0312,7,trade_difficulty,price_collapse,45,resolved_favorably,0.455,False
JRN-BAG-0312-E008,JRN-BAG-0312,8,interpersonal,robbery,48,resolved_favorably,0.653,False
JRN-BAG-0312-E010,JRN-BAG-0312,9,delay,bureaucratic,48,unresolved,-0.237,False
JRN-BAG-0312-E006,JRN-BAG-0312,10,trade_difficulty,counterfeit_goods,53,resolved_favorably,0.793,False
JRN-BAG-0313-E001,JRN-BAG-0313,1,encounter,fellow_trader,9,resolved_poorly,-0.258,True
JRN-BAG-0313-E002,JRN-BAG-0313,2,discovery,shortcut,13,unresolved,-0.2,False
JRN-BAG-0313-E004,JRN-BAG-0313,3,trade_difficulty,counterfeit_goods,27,resolved_favorably,0.425,True
JRN-BAG-0313-E003,JRN-BAG-0313,4,creature_attack,Maw_Beast,28,unresolved,0.123,False
JRN-BAG-0313-E007,JRN-BAG-0313,5,trade_difficulty,price_collapse,45,resolved_favorably,0.399,False
JRN-BAG-0313-E006,JRN-BAG-0313,6,creature_attack,Maw_Beast,47,resolved_poorly,-0.418,False
JRN-BAG-0313-E005,JRN-BAG-0313,7,trade_difficulty,market_closure,51,resolved_poorly,-0.638,False
JRN-BAG-0314-E001,JRN-BAG-0314,1,creature_attack,Maw_Beast,7,resolved_poorly,-0.337,False
JRN-BAG-0314-E002,JRN-BAG-0314,2,creature_attack,night_crawler,14,unresolved,0.069,False
JRN-BAG-0314-E005,JRN-BAG-0314,3,interpersonal,official_harassment,30,resolved_favorably,0.611,False
JRN-BAG-0314-E004,JRN-BAG-0314,4,interpersonal,helpful_stranger,38,resolved_favorably,0.295,False
JRN-BAG-0314-E003,JRN-BAG-0314,5,creature_attack,Stakdur,45,resolved_favorably,0.418,False
JRN-BAG-0314-E006,JRN-BAG-0314,6,interpersonal,guide_betrayal,54,resolved_poorly,-0.576,False
JRN-BAG-0314-E008,JRN-BAG-0314,7,interpersonal,official_harassment,61,resolved_favorably,0.358,False
JRN-BAG-0314-E007,JRN-BAG-0314,8,creature_attack,night_crawler,62,resolved_favorably,0.698,True
JRN-BAG-0315-E001,JRN-BAG-0315,1,interpersonal,local_hospitality,7,resolved_poorly,-0.428,False
JRN-BAG-0315-E002,JRN-BAG-0315,2,interpersonal,companion_conflict,7,resolved_poorly,-0.44,True
JRN-BAG-0315-E006,JRN-BAG-0315,3,weather,extreme_heat,24,resolved_poorly,-0.279,False
JRN-BAG-0315-E003,JRN-BAG-0315,4,interpersonal,companion_conflict,45,resolved_favorably,0.245,False
JRN-BAG-0315-E004,JRN-BAG-0315,5,trade_difficulty,buyer_default,45,unresolved,0.036,False
JRN-BAG-0315-E005,JRN-BAG-0315,6,delay,equipment_failure,45,resolved_poorly,-0.679,False
JRN-BAG-0315-E009,JRN-BAG-0315,7,interpersonal,guide_betrayal,47,unresolved,0.042,True
JRN-BAG-0315-E008,JRN-BAG-0315,8,trade_difficulty,buyer_default,49,resolved_poorly,-0.322,False
JRN-BAG-0315-E010,JRN-BAG-0315,9,trade_difficulty,market_closure,56,resolved_favorably,0.789,False
JRN-BAG-0315-E007,JRN-BAG-0315,10,delay,bridge_out,64,unresolved,-0.077,False
JRN-BAG-0316-E002,JRN-BAG-0316,1,discovery,shortcut,4,resolved_favorably,0.797,True
JRN-BAG-0316-E003,JRN-BAG-0316,2,discovery,technique,4,resolved_favorably,0.214,False
JRN-BAG-0316-E004,JRN-BAG-0316,3,weather,fog,5,resolved_poorly,-0.641,False
JRN-BAG-0316-E001,JRN-BAG-0316,4,creature_attack,swarm,12,resolved_favorably,0.426,False
JRN-BAG-0316-E007,JRN-BAG-0316,5,creature_attack,territorial_bird,20,unresolved,-0.2,False
JRN-BAG-0316-E005,JRN-BAG-0316,6,interpersonal,official_harassment,22,resolved_favorably,0.492,True
JRN-BAG-0316-E006,JRN-BAG-0316,7,creature_attack,territorial_bird,30,resolved_poorly,-0.602,False
JRN-BAG-0316-E009,JRN-BAG-0316,8,interpersonal,guide_betrayal,38,resolved_poorly,-0.415,False
JRN-BAG-0316-E008,JRN-BAG-0316,9,encounter,fellow_trader,42,resolved_favorably,0.713,False
JRN-BAG-0317-E002,JRN-BAG-0317,1,creature_attack,Stakdur,5,resolved_favorably,0.736,False
JRN-BAG-0317-E001,JRN-BAG-0317,2,interpersonal,guide_betrayal,17,resolved_favorably,0.628,False
JRN-BAG-0317-E003,JRN-BAG-0317,3,discovery,valuable_site,18,unresolved,-0.173,False
JRN-BAG-0317-E004,JRN-BAG-0317,4,trade_success,bulk_buyer,18,resolved_favorably,0.568,True
JRN-BAG-0317-E005,JRN-BAG-0317,5,trade_difficulty,weighted_coins,29,resolved_poorly,-0.68,False
JRN-BAG-0317-E006,JRN-BAG-0317,6,weather,fog,53,unresolved,-0.285,True
JRN-BAG-0317-E007,JRN-BAG-0317,7,weather,storm,60,resolved_favorably,0.621,False
