arrival_id,trajectory_id,destination_form_id,destination_form_name,basin_id,arrival_position,arrival_year,arrival_type,distance_from_center,arrival_velocity,stabilization_time,stability_achieved,match_quality,persistence_duration,prior_exposure,inherited_trajectory,guidance_received,observer,observation_method,confidence,description,notes
AA-0114,,MS-0071,Form 0071,BA-050,inner,925,forced_insertion,0.036,0.1241,12,0.796,0.962,414,False,False,False,R. Voss,direct_observation,0.815,Form manifestation confirmed at distance 0.036 from center.,
AA-0115,NT-0333,MS-0035,Form 0035,BA-049,outer,929,gradual_convergence,0.1957,0.0962,23,0.563,0.948,199,False,False,False,C. Vells,retrospective_analysis,0.8,Arrival at Form 0035 observed over 23 days.,
AA-0116,NT-0102,MS-0033,Form 0033,BA-048,ridge_adjacent,924,gradual_convergence,0.2785,0.0617,39,0.609,0.719,999,False,False,True,T. Vells,instrumental_measurement,0.938,Form manifestation confirmed at distance 0.279 from center.,
AA-0117,NT-0019,MS-0064,Form 0064,BA-001,outer,924,gradual_convergence,0.2042,0.0516,6,0.625,0.691,999,True,True,False,K. Strand,behavior_signature,0.704,Form manifestation confirmed at distance 0.204 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0118,NT-0165,MS-0053,Form 0053,BA-013,outer,930,gradual_convergence,0.1313,0.0989,32,0.665,0.985,83,True,False,False,Boundary Commission,direct_observation,0.879,Arrival at Form 0053 observed over 32 days.,Prior exposure to this Form documented.
AA-0119,,MS-0010,Form 0010,BA-020,center,921,forced_insertion,0.0054,0.1682,71,0.937,0.609,999,True,False,False,T. Vells,instrumental_measurement,0.7,Form manifestation confirmed at distance 0.005 from center.,Prior exposure to this Form documented.
AA-0120,NT-0218,MS-0068,Form 0068,BA-028,inner,924,oscillating_approach,0.0354,0.1289,52,0.839,0.969,446,True,True,False,C. Vells,direct_observation,0.697,System settled into inner position of BA-028 via oscillating_approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0121,NT-0029,MS-0070,Form 0070,BA-005,inner,930,oscillating_approach,0.1104,0.109,37,0.857,0.743,182,False,True,False,Archive Survey Team,direct_observation,0.95,Arrival at Form 0070 observed over 37 days.,Lineage shows similar trajectory pattern.
AA-0122,NT-0167,MS-0043,Form 0043,BA-006,inner,930,gradual_convergence,0.096,0.0966,15,0.756,0.869,999,False,True,True,Boundary Commission,form_recognition,0.699,Arrival at Form 0043 observed over 15 days.,Lineage shows similar trajectory pattern.
AA-0123,NT-0125,MS-0066,Form 0066,BA-006,inner,929,sudden_collapse,0.0516,0.2187,39,0.786,0.759,241,True,False,False,Boundary Commission,direct_observation,0.79,Arrival at Form 0066 observed over 39 days.,Prior exposure to this Form documented.
AA-0124,NT-0496,MS-0033,Form 0033,BA-048,center,925,gradual_convergence,0.0284,0.0764,33,0.895,0.975,999,False,True,True,R. Voss,retrospective_analysis,0.651,Stabilization to 0.89 achieved after gradual_convergence approach.,Lineage shows similar trajectory pattern.
AA-0125,,MS-0084,Form 0084,BA-046,outer,927,forced_insertion,0.1849,0.1841,36,0.66,0.724,492,False,True,False,Boundary Commission,direct_observation,0.808,System settled into outer position of BA-046 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0126,,MS-0048,Form 0048,BA-041,outer,924,oscillating_approach,0.1182,0.2237,36,0.643,0.925,289,False,True,False,Archive Survey Team,retrospective_analysis,0.895,System settled into outer position of BA-041 via oscillating_approach.,Lineage shows similar trajectory pattern.
AA-0127,NT-0463,MS-0073,Form 0073,BA-010,outer,920,bounce_settle,0.1533,0.2135,74,0.68,0.966,353,False,True,False,Boundary Commission,form_recognition,0.823,System settled into outer position of BA-010 via bounce_settle.,Lineage shows similar trajectory pattern.
AA-0128,NT-0336,MS-0092,Form 0092,BA-039,ridge_adjacent,921,oscillating_approach,0.255,0.2422,42,0.595,0.942,89,False,False,True,K. Strand,instrumental_measurement,0.838,Form manifestation confirmed at distance 0.255 from center.,
AA-0129,,MS-0060,Form 0060,BA-037,outer,927,oscillating_approach,0.2351,0.1135,90,0.658,0.785,477,True,True,False,Boundary Commission,direct_observation,0.829,Form manifestation confirmed at distance 0.235 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0130,NT-0120,MS-0085,Form 0085,BA-018,ridge_adjacent,932,drift_capture,0.2452,0.1454,39,0.583,0.722,999,False,True,False,K. Strand,form_recognition,0.606,Stabilization to 0.58 achieved after drift_capture approach.,Lineage shows similar trajectory pattern.
AA-0131,NT-0489,MS-0002,The Binary Division,BA-002,inner,931,gradual_convergence,0.0964,0.0564,35,0.701,0.888,108,False,False,False,R. Voss,retrospective_analysis,0.718,Stabilization to 0.70 achieved after gradual_convergence approach.,
AA-0132,NT-0412,MS-0089,Form 0089,BA-042,center,923,gradual_convergence,0.0365,0.0448,34,0.966,0.96,80,False,True,False,C. Vells,form_recognition,0.882,Arrival at Form 0089 observed over 34 days.,Lineage shows similar trajectory pattern.
AA-0133,,MS-0019,Form 0019,BA-039,inner,927,gradual_convergence,0.1026,0.0684,31,0.897,0.618,73,True,True,False,C. Vells,instrumental_measurement,0.644,Form manifestation confirmed at distance 0.103 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0134,NT-0255,MS-0074,Form 0074,BA-026,inner,931,drift_capture,0.0503,0.2114,84,0.889,0.916,220,False,True,False,R. Voss,form_recognition,0.712,Stabilization to 0.89 achieved after drift_capture approach.,Lineage shows similar trajectory pattern.
AA-0135,,MS-0080,Form 0080,BA-046,ridge_adjacent,918,gradual_convergence,0.2507,0.065,35,0.566,0.809,351,True,False,False,R. Voss,retrospective_analysis,0.773,System settled into ridge_adjacent position of BA-046 via gradual_convergence.,Prior exposure to this Form documented.
AA-0136,,MS-0026,Form 0026,BA-034,inner,926,sudden_collapse,0.0994,0.4802,51,0.747,0.866,999,False,False,False,R. Voss,direct_observation,0.699,System settled into inner position of BA-034 via sudden_collapse.,
AA-0137,NT-0399,MS-0011,Form 0011,BA-029,inner,932,gradual_convergence,0.0378,0.0553,28,0.711,0.797,999,False,False,False,K. Strand,behavior_signature,0.605,Stabilization to 0.71 achieved after gradual_convergence approach.,
AA-0138,NT-0175,MS-0097,Form 0097,BA-027,inner,919,gradual_convergence,0.0747,0.0594,34,0.825,0.992,999,False,False,False,C. Vells,direct_observation,0.796,Arrival at Form 0097 observed over 34 days.,
AA-0139,,MS-0073,Form 0073,BA-010,outer,922,drift_capture,0.1417,0.2143,84,0.534,0.938,497,False,True,False,Archive Survey Team,retrospective_analysis,0.605,Stabilization to 0.53 achieved after drift_capture approach.,Lineage shows similar trajectory pattern.
AA-0140,,MS-0012,Form 0012,BA-025,ridge_adjacent,930,sudden_collapse,0.2006,0.3804,22,0.66,0.766,276,False,True,False,T. Vells,retrospective_analysis,0.692,Arrival at Form 0012 observed over 22 days.,Lineage shows similar trajectory pattern.
AA-0141,NT-0257,MS-0034,Form 0034,BA-018,ridge_adjacent,921,drift_capture,0.2598,0.0914,21,0.747,0.623,999,True,False,False,Archive Survey Team,direct_observation,0.843,Form manifestation confirmed at distance 0.260 from center.,Prior exposure to this Form documented.
AA-0142,,MS-0073,Form 0073,BA-010,inner,932,sudden_collapse,0.1072,0.2718,90,0.829,0.884,999,False,False,False,Boundary Commission,retrospective_analysis,0.946,Form manifestation confirmed at distance 0.107 from center.,
AA-0143,NT-0136,MS-0046,Form 0046,BA-017,center,930,gradual_convergence,0.0476,0.0476,54,0.872,0.78,278,False,False,False,R. Voss,behavior_signature,0.806,System settled into center position of BA-017 via gradual_convergence.,
AA-0144,,MS-0034,Form 0034,BA-018,center,932,forced_insertion,0.0297,0.1791,23,0.955,0.763,999,False,True,False,Boundary Commission,direct_observation,0.967,System settled into center position of BA-018 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0145,,MS-0006,The Septenary Rhythm,BA-006,center,923,gradual_convergence,0.0325,0.0493,29,0.996,0.644,73,True,True,False,C. Vells,form_recognition,0.75,System settled into center position of BA-006 via gradual_convergence.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0146,NT-0340,MS-0097,Form 0097,BA-027,center,927,drift_capture,0.0207,0.0507,44,0.923,0.931,175,False,True,False,R. Voss,behavior_signature,0.952,System settled into center position of BA-027 via drift_capture.,Lineage shows similar trajectory pattern.
AA-0147,,MS-0080,Form 0080,BA-046,center,928,oscillating_approach,0.0412,0.1744,13,0.979,0.752,125,True,True,True,K. Strand,form_recognition,0.717,Arrival at Form 0080 observed over 13 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0148,,MS-0083,Form 0083,BA-018,outer,925,drift_capture,0.2148,0.0731,31,0.693,0.751,999,False,True,False,R. Voss,retrospective_analysis,0.781,System settled into outer position of BA-018 via drift_capture.,Lineage shows similar trajectory pattern.
AA-0149,NT-0454,MS-0067,Form 0067,BA-008,inner,924,gradual_convergence,0.0955,0.0318,51,0.815,0.937,305,True,True,False,K. Strand,retrospective_analysis,0.666,System settled into inner position of BA-008 via gradual_convergence.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0150,,MS-0041,Form 0041,BA-024,inner,926,gradual_convergence,0.1191,0.0154,90,0.828,0.891,73,False,True,False,C. Vells,behavior_signature,0.733,Arrival at Form 0041 observed over 90 days.,Lineage shows similar trajectory pattern.
AA-0151,NT-0457,MS-0090,Form 0090,BA-016,ridge_adjacent,928,drift_capture,0.218,0.176,38,0.737,0.706,428,True,False,False,T. Vells,form_recognition,0.782,Stabilization to 0.74 achieved after drift_capture approach.,Prior exposure to this Form documented.
AA-0152,NT-0384,MS-0015,Form 0015,BA-050,inner,928,bounce_settle,0.0896,0.187,37,0.724,0.928,253,False,False,False,T. Vells,retrospective_analysis,0.829,Stabilization to 0.72 achieved after bounce_settle approach.,
AA-0153,NT-0440,MS-0083,Form 0083,BA-018,inner,926,oscillating_approach,0.0543,0.1244,27,0.759,0.943,299,False,True,False,C. Vells,form_recognition,0.994,Form manifestation confirmed at distance 0.054 from center.,Lineage shows similar trajectory pattern.
AA-0154,,MS-0032,Form 0032,BA-022,outer,925,bounce_settle,0.1247,0.2313,38,0.642,0.876,411,False,True,False,T. Vells,direct_observation,0.674,System settled into outer position of BA-022 via bounce_settle.,Lineage shows similar trajectory pattern.
AA-0155,NT-0398,MS-0051,Form 0051,BA-048,inner,929,gradual_convergence,0.0755,0.0793,41,0.868,0.788,259,True,True,False,K. Strand,form_recognition,0.767,System settled into inner position of BA-048 via gradual_convergence.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0156,,MS-0053,Form 0053,BA-013,outer,929,gradual_convergence,0.1828,0.0405,35,0.53,0.71,252,False,False,False,Boundary Commission,behavior_signature,0.732,Arrival at Form 0053 observed over 35 days.,
AA-0157,NT-0006,MS-0088,Form 0088,BA-041,outer,923,bounce_settle,0.2496,0.2009,18,0.571,0.903,288,False,False,True,K. Strand,instrumental_measurement,0.73,System settled into outer position of BA-041 via bounce_settle.,
AA-0158,NT-0375,MS-0020,Form 0020,BA-046,center,930,gradual_convergence,0.0085,0.0513,39,0.944,0.635,197,True,True,False,R. Voss,retrospective_analysis,0.616,Stabilization to 0.94 achieved after gradual_convergence approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0159,NT-0192,MS-0051,Form 0051,BA-048,inner,928,sudden_collapse,0.1015,0.4522,31,0.809,0.634,254,True,True,False,Archive Survey Team,retrospective_analysis,0.645,Arrival at Form 0051 observed over 31 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0160,NT-0332,MS-0036,Form 0036,BA-031,inner,926,gradual_convergence,0.0929,0.0177,22,0.76,0.948,312,False,True,False,R. Voss,instrumental_measurement,0.726,Arrival at Form 0036 observed over 22 days.,Lineage shows similar trajectory pattern.
AA-0161,NT-0251,MS-0024,Form 0024,BA-048,center,924,gradual_convergence,0.0165,0.0219,27,0.939,0.682,367,False,False,False,C. Vells,direct_observation,0.836,Stabilization to 0.94 achieved after gradual_convergence approach.,
AA-0162,,MS-0075,Form 0075,BA-010,outer,927,forced_insertion,0.1647,0.0769,90,0.75,0.637,162,False,False,False,Boundary Commission,form_recognition,0.842,Form manifestation confirmed at distance 0.165 from center.,
AA-0163,NT-0137,MS-0055,Form 0055,BA-005,center,921,sudden_collapse,0.0141,0.3456,29,0.899,0.683,999,False,False,True,Boundary Commission,instrumental_measurement,0.732,Arrival at Form 0055 observed over 29 days.,
AA-0164,NT-0381,MS-0027,The Five-Body Form,BA-005,inner,932,sudden_collapse,0.0441,0.3804,23,0.898,0.707,999,True,True,False,C. Vells,instrumental_measurement,0.734,Arrival at The Five-Body Form observed over 23 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0165,,MS-0035,Form 0035,BA-049,outer,921,sudden_collapse,0.2151,0.4719,13,0.696,0.935,187,True,True,False,C. Vells,form_recognition,0.836,Stabilization to 0.70 achieved after sudden_collapse approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0166,NT-0487,MS-0098,Form 0098,BA-037,outer,928,bounce_settle,0.1662,0.0728,90,0.503,0.825,397,True,False,False,R. Voss,retrospective_analysis,0.677,Stabilization to 0.50 achieved after bounce_settle approach.,Prior exposure to this Form documented.
AA-0167,,MS-0045,Form 0045,BA-022,outer,923,forced_insertion,0.1521,0.2416,58,0.659,0.986,168,True,True,True,C. Vells,direct_observation,0.643,System settled into outer position of BA-022 via forced_insertion.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0168,NT-0180,MS-0021,Form 0021,BA-005,outer,925,gradual_convergence,0.1161,0.0833,18,0.717,0.722,295,False,True,True,T. Vells,direct_observation,0.619,Stabilization to 0.72 achieved after gradual_convergence approach.,Lineage shows similar trajectory pattern.
AA-0169,NT-0498,MS-0033,Form 0033,BA-048,center,919,gradual_convergence,0.0379,0.0448,19,0.897,0.799,142,False,True,False,C. Vells,form_recognition,0.647,Form manifestation confirmed at distance 0.038 from center.,Lineage shows similar trajectory pattern.
AA-0170,,MS-0056,Form 0056,BA-035,inner,930,gradual_convergence,0.0967,0.0118,61,0.727,0.947,999,False,False,False,Archive Survey Team,retrospective_analysis,0.91,Stabilization to 0.73 achieved after gradual_convergence approach.,
AA-0171,,MS-0043,Form 0043,BA-006,center,926,forced_insertion,0.0235,0.0767,37,0.873,0.766,999,False,True,False,C. Vells,instrumental_measurement,0.932,System settled into center position of BA-006 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0172,NT-0237,MS-0090,Form 0090,BA-016,inner,932,gradual_convergence,0.0329,0.0963,33,0.782,0.829,999,True,False,False,Boundary Commission,direct_observation,0.932,Stabilization to 0.78 achieved after gradual_convergence approach.,Prior exposure to this Form documented.
AA-0173,NT-0188,MS-0055,Form 0055,BA-005,center,928,drift_capture,0.0138,0.1077,26,0.85,0.848,158,False,True,False,K. Strand,instrumental_measurement,0.723,System settled into center position of BA-005 via drift_capture.,Lineage shows similar trajectory pattern.
AA-0174,NT-0358,MS-0063,Form 0063,BA-006,outer,927,oscillating_approach,0.2188,0.2241,20,0.526,0.871,473,True,True,False,K. Strand,behavior_signature,0.907,Form manifestation confirmed at distance 0.219 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0175,NT-0414,MS-0034,Form 0034,BA-018,outer,929,sudden_collapse,0.1612,0.208,35,0.613,0.964,56,False,False,False,Archive Survey Team,direct_observation,0.812,Arrival at Form 0034 observed over 35 days.,
AA-0176,NT-0383,MS-0059,Form 0059,BA-028,center,919,oscillating_approach,0.0066,0.0654,51,0.89,0.775,162,False,True,False,R. Voss,form_recognition,0.665,Stabilization to 0.89 achieved after oscillating_approach approach.,Lineage shows similar trajectory pattern.
AA-0177,,MS-0081,Form 0081,BA-032,ridge_adjacent,932,drift_capture,0.2422,0.1502,78,0.687,0.68,999,False,True,True,Boundary Commission,direct_observation,0.61,Arrival at Form 0081 observed over 78 days.,Lineage shows similar trajectory pattern.
AA-0178,NT-0381,MS-0002,The Binary Division,BA-002,inner,919,gradual_convergence,0.0931,0.0538,13,0.766,0.62,486,True,True,False,K. Strand,form_recognition,0.942,Stabilization to 0.77 achieved after gradual_convergence approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0179,NT-0447,MS-0087,Form 0087,BA-043,center,918,gradual_convergence,0.0452,0.0161,88,0.891,0.979,108,True,True,True,R. Voss,retrospective_analysis,0.846,Arrival at Form 0087 observed over 88 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0180,NT-0256,MS-0003,The Breathing Mode,BA-015,center,923,gradual_convergence,0.0231,0.014,66,0.941,0.724,325,True,True,False,Archive Survey Team,direct_observation,0.91,Stabilization to 0.94 achieved after gradual_convergence approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0181,NT-0265,MS-0093,Form 0093,BA-049,outer,928,bounce_settle,0.1595,0.2256,19,0.734,0.845,329,False,True,False,C. Vells,retrospective_analysis,0.88,Form manifestation confirmed at distance 0.160 from center.,Lineage shows similar trajectory pattern.
AA-0182,NT-0189,MS-0076,Form 0076,BA-040,ridge_adjacent,927,gradual_convergence,0.2895,0.0746,19,0.772,0.88,486,False,True,False,Archive Survey Team,direct_observation,0.759,Arrival at Form 0076 observed over 19 days.,Lineage shows similar trajectory pattern.
AA-0183,,MS-0017,Form 0017,BA-036,inner,920,sudden_collapse,0.0348,0.2714,32,0.806,0.706,414,False,False,False,Boundary Commission,direct_observation,0.906,Form manifestation confirmed at distance 0.035 from center.,
AA-0184,NT-0181,MS-0096,Form 0096,BA-008,center,923,bounce_settle,0.0195,0.0622,59,0.896,0.802,999,False,True,False,K. Strand,behavior_signature,0.756,Arrival at Form 0096 observed over 59 days.,Lineage shows similar trajectory pattern.
AA-0185,NT-0259,MS-0079,Form 0079,BA-032,ridge_adjacent,929,gradual_convergence,0.2626,0.0864,76,0.688,0.684,419,False,True,False,C. Vells,direct_observation,0.825,Arrival at Form 0079 observed over 76 days.,Lineage shows similar trajectory pattern.
AA-0186,NT-0055,MS-0100,Form 0100,BA-023,outer,919,gradual_convergence,0.2171,0.0366,71,0.775,0.667,496,True,False,False,Boundary Commission,direct_observation,0.765,System settled into outer position of BA-023 via gradual_convergence.,Prior exposure to this Form documented.
AA-0187,,MS-0010,Form 0010,BA-020,outer,930,bounce_settle,0.1849,0.1194,57,0.663,0.773,146,True,True,False,Boundary Commission,behavior_signature,0.809,System settled into outer position of BA-020 via bounce_settle.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0188,NT-0087,MS-0079,Form 0079,BA-032,center,926,oscillating_approach,0.0026,0.1195,67,0.888,0.845,360,False,True,False,Boundary Commission,direct_observation,0.61,System settled into center position of BA-032 via oscillating_approach.,Lineage shows similar trajectory pattern.
AA-0189,NT-0281,MS-0072,Form 0072,BA-025,center,926,drift_capture,0.0463,0.1558,36,0.976,0.771,999,False,False,False,C. Vells,form_recognition,0.954,Stabilization to 0.98 achieved after drift_capture approach.,
AA-0190,NT-0496,MS-0027,The Five-Body Form,BA-005,inner,929,gradual_convergence,0.0726,0.0814,28,0.84,0.69,113,False,True,False,K. Strand,form_recognition,0.77,Arrival at The Five-Body Form observed over 28 days.,Lineage shows similar trajectory pattern.
AA-0191,NT-0226,MS-0066,Form 0066,BA-006,inner,923,sudden_collapse,0.0709,0.2386,32,0.703,0.656,68,False,True,False,T. Vells,retrospective_analysis,0.933,Stabilization to 0.70 achieved after sudden_collapse approach.,Lineage shows similar trajectory pattern.
AA-0192,NT-0312,MS-0018,Form 0018,BA-003,outer,929,drift_capture,0.1037,0.1227,13,0.59,0.938,413,True,False,True,Archive Survey Team,retrospective_analysis,0.885,System settled into outer position of BA-003 via drift_capture.,Prior exposure to this Form documented.
AA-0193,NT-0055,MS-0087,Form 0087,BA-043,center,929,drift_capture,0.0041,0.1828,60,0.911,0.987,369,False,False,False,C. Vells,retrospective_analysis,0.898,Arrival at Form 0087 observed over 60 days.,
AA-0194,,MS-0057,Form 0057,BA-012,inner,932,bounce_settle,0.0867,0.0925,75,0.845,0.613,999,False,True,False,T. Vells,retrospective_analysis,0.934,Arrival at Form 0057 observed over 75 days.,Lineage shows similar trajectory pattern.
AA-0195,,MS-0061,Form 0061,BA-039,ridge_adjacent,930,drift_capture,0.218,0.2072,29,0.789,0.61,317,True,True,False,Archive Survey Team,form_recognition,0.995,Form manifestation confirmed at distance 0.218 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0196,NT-0410,MS-0095,Form 0095,BA-025,ridge_adjacent,922,gradual_convergence,0.2645,0.0773,32,0.526,0.833,58,False,True,False,T. Vells,direct_observation,0.669,Stabilization to 0.53 achieved after gradual_convergence approach.,Lineage shows similar trajectory pattern.
AA-0197,NT-0060,MS-0100,Form 0100,BA-023,center,924,sudden_collapse,0.03,0.2856,81,0.904,0.816,999,False,False,False,K. Strand,retrospective_analysis,0.611,Form manifestation confirmed at distance 0.030 from center.,
AA-0198,NT-0133,MS-0024,Form 0024,BA-048,center,925,gradual_convergence,0.0219,0.0808,37,0.856,0.989,999,False,False,False,T. Vells,direct_observation,0.711,Stabilization to 0.86 achieved after gradual_convergence approach.,
AA-0199,NT-0412,MS-0006,The Septenary Rhythm,BA-006,center,921,sudden_collapse,0.0472,0.4355,27,0.866,0.908,999,True,False,False,Archive Survey Team,direct_observation,0.806,Stabilization to 0.87 achieved after sudden_collapse approach.,Prior exposure to this Form documented.
AA-0200,NT-0044,MS-0070,Form 0070,BA-005,center,922,gradual_convergence,0.012,0.048,20,0.899,0.988,999,False,False,False,C. Vells,instrumental_measurement,0.69,Stabilization to 0.90 achieved after gradual_convergence approach.,
AA-0201,,MS-0026,Form 0026,BA-034,outer,925,forced_insertion,0.1467,0.0534,37,0.679,0.722,999,False,True,True,C. Vells,behavior_signature,0.844,Stabilization to 0.68 achieved after forced_insertion approach.,Lineage shows similar trajectory pattern.
AA-0202,NT-0249,MS-0008,Form 0008,BA-019,inner,922,bounce_settle,0.0686,0.2426,35,0.755,0.816,999,False,False,False,K. Strand,form_recognition,0.979,Arrival at Form 0008 observed over 35 days.,
AA-0203,NT-0438,MS-0073,Form 0073,BA-010,outer,932,forced_insertion,0.2082,0.241,71,0.738,0.97,345,False,False,False,T. Vells,form_recognition,0.903,Stabilization to 0.74 achieved after forced_insertion approach.,
AA-0204,NT-0167,MS-0035,Form 0035,BA-049,inner,919,bounce_settle,0.0512,0.1691,37,0.721,0.617,450,True,False,True,Boundary Commission,direct_observation,0.969,Form manifestation confirmed at distance 0.051 from center.,Prior exposure to this Form documented.
AA-0205,NT-0098,MS-0062,Form 0062,BA-014,outer,921,gradual_convergence,0.1994,0.0985,60,0.637,0.988,999,False,False,False,Archive Survey Team,form_recognition,0.91,System settled into outer position of BA-014 via gradual_convergence.,
AA-0206,,MS-0093,Form 0093,BA-049,ridge_adjacent,931,sudden_collapse,0.233,0.3209,36,0.509,0.957,64,False,False,True,K. Strand,retrospective_analysis,0.818,System settled into ridge_adjacent position of BA-049 via sudden_collapse.,
AA-0207,NT-0018,MS-0069,Form 0069,BA-026,inner,932,bounce_settle,0.0827,0.1541,69,0.703,0.633,368,True,True,True,C. Vells,direct_observation,0.627,System settled into inner position of BA-026 via bounce_settle.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0208,NT-0275,MS-0003,The Breathing Mode,BA-015,center,932,bounce_settle,0.047,0.2178,58,0.969,0.968,999,False,False,False,T. Vells,form_recognition,0.939,Form manifestation confirmed at distance 0.047 from center.,
AA-0209,NT-0410,MS-0025,Form 0025,BA-043,ridge_adjacent,923,gradual_convergence,0.2242,0.0279,62,0.506,0.602,471,True,False,True,Boundary Commission,instrumental_measurement,0.742,Form manifestation confirmed at distance 0.224 from center.,Prior exposure to this Form documented.
AA-0210,NT-0194,MS-0019,Form 0019,BA-039,inner,919,gradual_convergence,0.117,0.0653,35,0.765,0.782,265,False,False,False,K. Strand,form_recognition,0.949,Arrival at Form 0019 observed over 35 days.,
AA-0211,NT-0410,MS-0038,Form 0038,BA-021,ridge_adjacent,931,sudden_collapse,0.2203,0.3539,47,0.573,0.63,398,False,True,False,C. Vells,direct_observation,0.911,Stabilization to 0.57 achieved after sudden_collapse approach.,Lineage shows similar trajectory pattern.
AA-0212,NT-0184,MS-0015,Form 0015,BA-050,center,931,sudden_collapse,0.0125,0.2539,18,0.96,0.8,999,True,False,False,T. Vells,behavior_signature,0.689,Form manifestation confirmed at distance 0.013 from center.,Prior exposure to this Form documented.
AA-0213,,MS-0001,The Quintic Cycle,BA-001,inner,930,forced_insertion,0.0906,0.0787,31,0.874,0.863,999,False,True,False,Archive Survey Team,direct_observation,0.653,Arrival at The Quintic Cycle observed over 31 days.,Lineage shows similar trajectory pattern.
AA-0214,NT-0112,MS-0099,Form 0099,BA-002,center,919,gradual_convergence,0.0399,0.0495,10,0.896,0.646,240,False,True,False,C. Vells,behavior_signature,0.728,Form manifestation confirmed at distance 0.040 from center.,Lineage shows similar trajectory pattern.
AA-0215,,MS-0083,Form 0083,BA-018,outer,920,forced_insertion,0.1521,0.0797,38,0.617,0.746,438,True,False,False,K. Strand,instrumental_measurement,0.983,Arrival at Form 0083 observed over 38 days.,Prior exposure to this Form documented.
AA-0216,NT-0341,MS-0095,Form 0095,BA-025,inner,928,bounce_settle,0.0685,0.1926,36,0.88,0.754,457,False,False,False,Archive Survey Team,direct_observation,0.995,Arrival at Form 0095 observed over 36 days.,
AA-0217,NT-0204,MS-0067,Form 0067,BA-008,inner,924,forced_insertion,0.0395,0.1626,69,0.882,0.803,435,False,False,False,K. Strand,behavior_signature,0.735,Stabilization to 0.88 achieved after forced_insertion approach.,
AA-0218,NT-0453,MS-0032,Form 0032,BA-022,outer,924,oscillating_approach,0.1688,0.2214,42,0.686,0.703,999,False,True,True,K. Strand,behavior_signature,0.835,Stabilization to 0.69 achieved after oscillating_approach approach.,Lineage shows similar trajectory pattern.
AA-0219,NT-0167,MS-0039,Form 0039,BA-010,center,927,gradual_convergence,0.002,0.0504,90,0.871,0.659,420,False,False,False,C. Vells,instrumental_measurement,0.63,Arrival at Form 0039 observed over 90 days.,
AA-0220,NT-0236,MS-0013,Form 0013,BA-026,inner,919,drift_capture,0.0997,0.1375,70,0.815,0.726,399,True,True,True,R. Voss,form_recognition,0.98,Form manifestation confirmed at distance 0.100 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0221,,MS-0060,Form 0060,BA-037,inner,922,bounce_settle,0.0448,0.0539,90,0.86,0.75,304,False,True,False,T. Vells,direct_observation,0.678,Stabilization to 0.86 achieved after bounce_settle approach.,Lineage shows similar trajectory pattern.
AA-0222,NT-0404,MS-0052,Form 0052,BA-004,outer,930,gradual_convergence,0.1587,0.0524,35,0.524,0.838,78,False,False,False,R. Voss,behavior_signature,0.884,System settled into outer position of BA-004 via gradual_convergence.,
AA-0223,,MS-0011,Form 0011,BA-029,inner,932,bounce_settle,0.0433,0.1911,50,0.868,0.728,462,False,True,False,T. Vells,behavior_signature,0.693,System settled into inner position of BA-029 via bounce_settle.,Lineage shows similar trajectory pattern.
AA-0224,NT-0144,MS-0056,Form 0056,BA-035,inner,927,sudden_collapse,0.0649,0.2298,40,0.772,0.732,999,False,False,False,Boundary Commission,behavior_signature,0.745,Stabilization to 0.77 achieved after sudden_collapse approach.,
AA-0225,,MS-0011,Form 0011,BA-029,inner,929,sudden_collapse,0.0947,0.2302,35,0.784,0.774,493,False,False,True,Boundary Commission,direct_observation,0.732,Arrival at Form 0011 observed over 35 days.,
