correction_id,trajectory_id,perturbation_year,perturbation_type,perturbation_magnitude,original_target_id,off_course_location_x,off_course_location_y,off_course_location_z,correction_type,correction_duration,correction_distance,energy_cost,correction_mechanism,correction_quality,outcome,final_form_id,delay_caused,documenter,observation_method,confidence,description,notes
CC-0102,,918,navigation_error,0.7248,MS-0067,-0.8928,0.5774,-0.6429,assisted_correction,48,0.1585,0.909,gradient_following,0.326,partial_recovery,,0,T. Vells,entity_report,0.802,Correction from navigation_error perturbation via assisted_correction. partial_recovery.,
CC-0103,NT-0428,930,competing_signal,0.5335,MS-0028,-0.5602,-0.7397,-0.576,alternative_path,26,0.4859,2.794,gradient_following,0.99,correction_failed,,0,Archive Survey Team,entity_report,0.624,Correction from competing_signal perturbation via alternative_path. correction_failed.,
CC-0104,NT-0259,926,interference_agent,0.6811,MS-0028,-0.7761,-0.8691,0.2278,assisted_correction,12,0.5829,2.594,gradient_following,0.426,original_target_reached,MS-0028,12,C. Vells,continuous_tracking,0.551,Correction from interference_agent perturbation via assisted_correction. original_target_reached.,
CC-0105,NT-0055,920,competing_signal,0.1209,MS-0057,0.685,0.0507,-0.4778,alternative_path,56,0.1879,3.607,trial_and_error,0.777,original_target_reached,MS-0057,56,K. Strand,before_after_comparison,0.99,Correction from competing_signal perturbation via alternative_path. original_target_reached.,
CC-0106,,920,navigation_error,0.623,MS-0072,0.5725,-0.2296,0.4013,gradual_correction,17,0.3284,1.318,gradient_following,0.717,original_target_reached,MS-0072,17,T. Vells,entity_report,0.714,Correction from navigation_error perturbation via gradual_correction. original_target_reached.,
CC-0107,NT-0228,918,attractor_shift,0.2045,MS-0029,0.4374,0.4677,-0.0264,alternative_path,25,0.7171,3.434,gradient_following,0.326,original_target_reached,MS-0029,25,C. Vells,continuous_tracking,0.929,Correction from attractor_shift perturbation via alternative_path. original_target_reached.,
CC-0108,NT-0462,924,boundary_encounter,0.3294,MS-0023,0.0439,0.0711,0.7667,alternative_path,13,0.3551,2.995,attractor_memory,0.854,original_target_reached,MS-0023,13,R. Voss,continuous_tracking,0.912,Correction from boundary_encounter perturbation via alternative_path. original_target_reached.,
CC-0109,NT-0130,926,environmental_force,0.0593,MS-0058,0.2155,-0.5421,0.2951,full_restart,95,1.3057,2.846,landmark_recognition,0.51,partial_recovery,,0,K. Strand,before_after_comparison,0.712,Correction from environmental_force perturbation via full_restart. partial_recovery.,
CC-0110,NT-0130,920,substrate_damage,0.6234,MS-0018,0.2844,-0.8493,-0.0226,gradual_correction,38,0.6048,1.25,landmark_recognition,1.0,original_target_reached,MS-0018,38,K. Strand,before_after_comparison,0.649,Correction from substrate_damage perturbation via gradual_correction. original_target_reached.,
CC-0111,NT-0035,923,attractor_shift,0.7944,MS-0016,-0.1273,0.4429,-0.3182,immediate_return,1,0.2356,3.408,trial_and_error,0.701,partial_recovery,,0,K. Strand,continuous_tracking,0.997,Correction from attractor_shift perturbation via immediate_return. partial_recovery.,
CC-0112,NT-0106,927,navigation_error,0.4149,MS-0045,-0.6471,0.021,0.0743,target_revision,57,0.7103,3.146,gradient_following,0.705,original_target_reached,MS-0045,57,K. Strand,before_after_comparison,0.822,Correction from navigation_error perturbation via target_revision. original_target_reached.,
CC-0113,NT-0206,923,substrate_damage,0.5788,MS-0045,0.7782,-0.333,0.3085,immediate_return,1,0.2781,1.439,unknown,1.0,original_target_reached,MS-0045,1,K. Strand,before_after_comparison,0.662,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0114,NT-0381,931,environmental_force,0.093,MS-0019,0.0171,-0.0008,0.0475,assisted_correction,41,0.5801,3.228,attractor_memory,0.927,correction_failed,,0,C. Vells,trajectory_reconstruction,0.527,Correction from environmental_force perturbation via assisted_correction. correction_failed.,
CC-0115,,929,substrate_damage,0.4091,MS-0055,0.2361,-0.9639,-0.5297,alternative_path,31,0.6209,3.87,inherited_pattern,0.861,original_target_reached,MS-0055,31,T. Vells,trajectory_reconstruction,0.851,Correction from substrate_damage perturbation via alternative_path. original_target_reached.,
CC-0116,NT-0168,924,environmental_force,0.7194,MS-0067,0.7602,-0.0155,-0.8006,alternative_path,39,0.6943,2.933,landmark_recognition,0.876,alternative_target,MS-0044,0,Archive Survey Team,trajectory_reconstruction,0.697,Correction from environmental_force perturbation via alternative_path. alternative_target.,
CC-0117,,921,attractor_shift,0.3934,MS-0024,0.2584,0.9441,0.9924,gradual_correction,38,0.3396,3.768,unknown,0.617,alternative_target,MS-0033,0,Archive Survey Team,trajectory_reconstruction,0.638,Correction from attractor_shift perturbation via gradual_correction. alternative_target.,
CC-0118,NT-0457,921,dens_fluctuation,0.7044,MS-0012,-0.9683,0.7056,-0.8913,assisted_correction,29,0.4302,1.053,gradient_following,0.995,original_target_reached,MS-0012,29,C. Vells,before_after_comparison,0.937,Correction from dens_fluctuation perturbation via assisted_correction. original_target_reached.,
CC-0119,NT-0454,923,competing_signal,0.7026,MS-0058,-0.5674,0.7416,0.7895,gradual_correction,38,0.5817,3.271,unknown,0.578,alternative_target,MS-0066,0,C. Vells,before_after_comparison,0.779,Correction from competing_signal perturbation via gradual_correction. alternative_target.,
CC-0120,NT-0091,930,competing_signal,0.5083,MS-0078,0.5102,0.7303,-0.3996,gradual_correction,53,0.6211,2.343,gradient_following,1.0,original_target_reached,MS-0078,53,R. Voss,continuous_tracking,0.972,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0121,,920,environmental_force,0.4454,MS-0023,-0.8677,0.3068,0.4903,full_restart,145,0.8316,5.361,unknown,0.935,alternative_target,MS-0054,0,Archive Survey Team,continuous_tracking,0.517,Correction from environmental_force perturbation via full_restart. alternative_target.,
CC-0122,NT-0314,919,environmental_force,0.7375,MS-0079,0.4245,0.4894,-0.6077,alternative_path,53,0.7187,2.148,gradient_following,0.621,delayed_arrival,MS-0014,185,R. Voss,continuous_tracking,0.762,Correction from environmental_force perturbation via alternative_path. delayed_arrival.,
CC-0123,,922,environmental_force,0.6212,MS-0095,-0.3629,0.8751,-0.4534,full_restart,75,1.1729,1.668,inherited_pattern,0.502,original_target_reached,MS-0095,75,R. Voss,entity_report,0.554,Correction from environmental_force perturbation via full_restart. original_target_reached.,
CC-0124,NT-0019,919,substrate_damage,0.5781,MS-0074,-0.9766,0.0823,-0.0806,immediate_return,7,0.095,1.926,inherited_pattern,0.5,original_target_reached,MS-0074,7,R. Voss,trajectory_reconstruction,0.759,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0125,NT-0272,925,environmental_force,0.6466,MS-0090,0.7013,0.4433,-0.7423,assisted_correction,46,0.2677,1.032,trial_and_error,0.649,correction_failed,,0,Archive Survey Team,trajectory_reconstruction,0.787,Correction from environmental_force perturbation via assisted_correction. correction_failed.,
CC-0126,NT-0349,925,interference_agent,0.7943,MS-0038,0.1217,-0.5163,0.3233,gradual_correction,42,0.5157,2.269,trial_and_error,0.858,correction_failed,,0,K. Strand,entity_report,0.634,Correction from interference_agent perturbation via gradual_correction. correction_failed.,
CC-0127,NT-0246,926,dens_fluctuation,0.7709,MS-0025,0.169,-0.808,0.1396,alternative_path,33,0.5698,1.863,inherited_pattern,0.477,original_target_reached,MS-0025,33,T. Vells,trajectory_reconstruction,0.988,Correction from dens_fluctuation perturbation via alternative_path. original_target_reached.,
CC-0128,NT-0116,931,boundary_encounter,0.0794,MS-0081,-0.9816,-0.9391,0.4516,alternative_path,51,0.551,0.989,gradient_following,0.892,alternative_target,MS-0013,0,T. Vells,trajectory_reconstruction,0.521,Correction from boundary_encounter perturbation via alternative_path. alternative_target.,
CC-0129,NT-0239,932,competing_signal,0.3542,MS-0070,-0.3642,-0.8634,0.4974,immediate_return,4,0.2316,2.735,gradient_following,0.692,alternative_target,MS-0057,0,K. Strand,before_after_comparison,0.679,Correction from competing_signal perturbation via immediate_return. alternative_target.,
CC-0130,NT-0396,932,attractor_shift,0.6876,MS-0062,-0.0871,-0.4687,0.2486,alternative_path,19,0.7427,0.885,landmark_recognition,0.564,alternative_target,MS-0019,0,T. Vells,trajectory_reconstruction,0.603,Correction from attractor_shift perturbation via alternative_path. alternative_target.,
CC-0131,,923,competing_signal,0.7436,MS-0033,-0.1546,-0.5337,0.7162,gradual_correction,59,0.1982,1.829,gradient_following,0.906,original_target_reached,MS-0033,59,T. Vells,trajectory_reconstruction,0.987,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0132,NT-0406,929,boundary_encounter,0.612,MS-0086,-0.8647,0.5225,-0.5453,alternative_path,25,0.257,2.757,gradient_following,0.814,original_target_reached,MS-0086,25,K. Strand,continuous_tracking,0.679,Correction from boundary_encounter perturbation via alternative_path. original_target_reached.,
CC-0133,,927,boundary_encounter,0.6307,MS-0098,0.3924,0.6871,0.2334,alternative_path,15,0.3005,3.528,trial_and_error,0.965,original_target_reached,MS-0098,15,R. Voss,continuous_tracking,0.825,Correction from boundary_encounter perturbation via alternative_path. original_target_reached.,
CC-0134,,922,competing_signal,0.1222,MS-0092,-0.3704,0.017,-0.8051,gradual_correction,10,0.7404,1.451,unknown,0.986,original_target_reached,MS-0092,10,K. Strand,entity_report,0.84,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0135,NT-0069,925,dens_fluctuation,0.6124,MS-0081,0.2063,0.6801,-0.2825,full_restart,62,1.1033,4.944,trial_and_error,0.841,alternative_target,MS-0084,0,C. Vells,trajectory_reconstruction,0.942,Correction from dens_fluctuation perturbation via full_restart. alternative_target.,
CC-0136,NT-0323,927,boundary_encounter,0.6249,MS-0061,0.7349,0.3958,0.4544,gradual_correction,33,0.5811,1.039,external_guidance,0.749,original_target_reached,MS-0061,33,R. Voss,continuous_tracking,0.702,Correction from boundary_encounter perturbation via gradual_correction. original_target_reached.,
CC-0137,,918,competing_signal,0.2073,MS-0093,-0.2753,-0.4527,0.8986,gradual_correction,58,0.2053,2.455,inherited_pattern,0.594,original_target_reached,MS-0093,58,C. Vells,trajectory_reconstruction,0.682,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0138,NT-0483,931,competing_signal,0.7045,MS-0087,0.969,0.7563,0.3411,gradual_correction,16,0.5133,2.192,inherited_pattern,0.611,original_target_reached,MS-0087,16,Archive Survey Team,trajectory_reconstruction,0.829,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0139,,922,attractor_shift,0.2238,MS-0048,0.9149,-0.3905,-0.9767,immediate_return,3,0.1839,1.316,attractor_memory,0.544,original_target_reached,MS-0048,3,C. Vells,entity_report,0.68,Correction from attractor_shift perturbation via immediate_return. original_target_reached.,
CC-0140,,925,substrate_damage,0.2355,MS-0028,0.6881,-0.9168,-0.3839,gradual_correction,32,0.3526,3.985,gradient_following,0.748,original_target_reached,MS-0028,32,C. Vells,before_after_comparison,0.715,Correction from substrate_damage perturbation via gradual_correction. original_target_reached.,
CC-0141,NT-0243,928,boundary_encounter,0.314,MS-0100,-0.1334,-0.4639,-0.3432,target_revision,34,0.3608,3.813,landmark_recognition,0.348,correction_failed,,0,Archive Survey Team,entity_report,0.901,Correction from boundary_encounter perturbation via target_revision. correction_failed.,
CC-0142,,924,environmental_force,0.7565,MS-0100,-0.7629,0.1734,0.6063,assisted_correction,15,0.4767,2.468,trial_and_error,0.549,delayed_arrival,MS-0002,97,K. Strand,continuous_tracking,0.621,Correction from environmental_force perturbation via assisted_correction. delayed_arrival.,
CC-0143,NT-0254,919,environmental_force,0.6693,MS-0049,-0.0331,0.0157,-0.2326,immediate_return,13,0.1098,1.424,gradient_following,1.0,correction_failed,,0,K. Strand,continuous_tracking,0.792,Correction from environmental_force perturbation via immediate_return. correction_failed.,
CC-0144,NT-0207,930,environmental_force,0.7163,MS-0093,-0.0307,-0.9096,-0.1586,immediate_return,15,0.2207,1.203,external_guidance,0.929,partial_recovery,,0,T. Vells,entity_report,0.725,Correction from environmental_force perturbation via immediate_return. partial_recovery.,
CC-0145,NT-0470,927,navigation_error,0.5704,MS-0092,0.4918,-0.8667,0.408,alternative_path,51,0.3943,0.907,landmark_recognition,0.61,original_target_reached,MS-0092,51,K. Strand,continuous_tracking,0.831,Correction from navigation_error perturbation via alternative_path. original_target_reached.,
CC-0146,NT-0250,929,competing_signal,0.5942,MS-0047,0.0301,0.1244,-0.5037,full_restart,156,0.971,3.489,gradient_following,0.553,original_target_reached,MS-0047,156,C. Vells,continuous_tracking,0.612,Correction from competing_signal perturbation via full_restart. original_target_reached.,
CC-0147,,925,attractor_shift,0.7611,MS-0081,0.0581,-0.5645,0.1723,alternative_path,32,0.4054,2.277,landmark_recognition,0.322,delayed_arrival,MS-0067,160,Archive Survey Team,before_after_comparison,0.554,Correction from attractor_shift perturbation via alternative_path. delayed_arrival.,
CC-0148,NT-0130,927,interference_agent,0.6696,MS-0001,-0.7845,0.0895,0.1065,target_revision,29,0.6964,3.396,gradient_following,0.567,delayed_arrival,MS-0098,132,R. Voss,entity_report,0.763,Correction from interference_agent perturbation via target_revision. delayed_arrival.,
CC-0149,,919,environmental_force,0.2849,MS-0031,-0.7414,-0.418,-0.0971,gradual_correction,34,0.3691,3.338,external_guidance,0.976,original_target_reached,MS-0031,34,Archive Survey Team,entity_report,0.977,Correction from environmental_force perturbation via gradual_correction. original_target_reached.,
CC-0150,NT-0254,925,substrate_damage,0.2812,MS-0029,0.2901,0.024,0.0863,assisted_correction,29,0.1101,3.789,attractor_memory,0.544,original_target_reached,MS-0029,29,Archive Survey Team,entity_report,0.666,Correction from substrate_damage perturbation via assisted_correction. original_target_reached.,
CC-0151,,930,competing_signal,0.4034,MS-0067,0.1048,-0.9893,0.6685,gradual_correction,25,0.5221,3.074,landmark_recognition,1.0,original_target_reached,MS-0067,25,K. Strand,entity_report,0.614,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0152,NT-0119,929,environmental_force,0.297,MS-0077,-0.7609,-0.0397,0.8086,gradual_correction,52,0.6685,3.156,landmark_recognition,0.685,original_target_reached,MS-0077,52,Archive Survey Team,entity_report,0.862,Correction from environmental_force perturbation via gradual_correction. original_target_reached.,
CC-0153,NT-0431,928,competing_signal,0.2291,MS-0097,-0.7974,0.9733,-0.1771,full_restart,101,0.5054,3.936,gradient_following,0.702,alternative_target,MS-0065,0,K. Strand,before_after_comparison,0.628,Correction from competing_signal perturbation via full_restart. alternative_target.,
CC-0154,NT-0215,932,environmental_force,0.4484,MS-0076,-0.0099,0.7946,0.0559,gradual_correction,37,0.7759,3.601,gradient_following,0.536,alternative_target,MS-0085,0,Archive Survey Team,trajectory_reconstruction,0.946,Correction from environmental_force perturbation via gradual_correction. alternative_target.,
CC-0155,NT-0099,919,substrate_damage,0.2427,MS-0012,-0.9246,-0.7706,0.4627,immediate_return,2,0.0601,1.047,trial_and_error,0.745,original_target_reached,MS-0012,2,C. Vells,entity_report,0.65,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0156,,921,dens_fluctuation,0.0677,MS-0023,-0.8727,-0.7363,-0.2735,alternative_path,15,0.6073,1.423,landmark_recognition,0.655,alternative_target,MS-0085,0,Archive Survey Team,continuous_tracking,0.728,Correction from dens_fluctuation perturbation via alternative_path. alternative_target.,
CC-0157,NT-0152,918,dens_fluctuation,0.6978,MS-0099,-0.7024,-0.7409,0.872,gradual_correction,30,0.1598,0.846,attractor_memory,1.0,original_target_reached,MS-0099,30,K. Strand,trajectory_reconstruction,0.825,Correction from dens_fluctuation perturbation via gradual_correction. original_target_reached.,
CC-0158,NT-0278,930,navigation_error,0.6075,MS-0072,-0.5861,-0.0171,-0.0013,gradual_correction,60,0.7501,2.058,external_guidance,0.968,original_target_reached,MS-0072,60,K. Strand,continuous_tracking,0.55,Correction from navigation_error perturbation via gradual_correction. original_target_reached.,
CC-0159,,928,boundary_encounter,0.4398,MS-0034,-0.0281,-0.6668,-0.7953,immediate_return,1,0.1487,1.032,gradient_following,0.801,original_target_reached,MS-0034,1,T. Vells,entity_report,0.981,Correction from boundary_encounter perturbation via immediate_return. original_target_reached.,
CC-0160,,926,dens_fluctuation,0.7513,MS-0040,0.4755,0.5837,-0.9259,gradual_correction,12,0.6286,2.248,external_guidance,0.578,partial_recovery,,0,R. Voss,continuous_tracking,0.836,Correction from dens_fluctuation perturbation via gradual_correction. partial_recovery.,
CC-0161,NT-0024,919,attractor_shift,0.6686,MS-0014,0.7763,0.2018,-0.8706,gradual_correction,30,0.7132,2.347,gradient_following,0.775,original_target_reached,MS-0014,30,T. Vells,entity_report,0.547,Correction from attractor_shift perturbation via gradual_correction. original_target_reached.,
CC-0162,NT-0355,923,attractor_shift,0.0785,MS-0057,-0.3523,-0.3577,-0.4699,immediate_return,9,0.1025,2.634,inherited_pattern,1.0,partial_recovery,,0,R. Voss,trajectory_reconstruction,0.662,Correction from attractor_shift perturbation via immediate_return. partial_recovery.,
CC-0163,,932,navigation_error,0.5958,MS-0026,-0.9041,0.0704,0.1563,gradual_correction,53,0.3366,2.112,trial_and_error,0.549,original_target_reached,MS-0026,53,K. Strand,entity_report,0.882,Correction from navigation_error perturbation via gradual_correction. original_target_reached.,
CC-0164,NT-0477,922,boundary_encounter,0.1243,MS-0089,0.9704,-0.0894,0.3701,gradual_correction,36,0.2579,2.779,landmark_recognition,0.855,original_target_reached,MS-0089,36,R. Voss,continuous_tracking,0.781,Correction from boundary_encounter perturbation via gradual_correction. original_target_reached.,
CC-0165,NT-0233,923,attractor_shift,0.053,MS-0042,0.9088,0.3513,-0.2754,gradual_correction,23,0.4643,3.015,external_guidance,0.638,delayed_arrival,MS-0003,30,R. Voss,continuous_tracking,0.616,Correction from attractor_shift perturbation via gradual_correction. delayed_arrival.,
CC-0166,NT-0467,921,environmental_force,0.3891,MS-0057,-0.7601,0.5399,-0.581,target_revision,11,0.7466,3.632,gradient_following,0.89,original_target_reached,MS-0057,11,T. Vells,continuous_tracking,0.589,Correction from environmental_force perturbation via target_revision. original_target_reached.,
CC-0167,,930,substrate_damage,0.6394,MS-0018,0.8956,0.4802,-0.0598,immediate_return,14,0.0584,1.044,external_guidance,0.506,original_target_reached,MS-0018,14,C. Vells,before_after_comparison,0.736,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0168,,928,attractor_shift,0.4838,MS-0053,-0.9461,0.6426,0.285,gradual_correction,28,0.7239,0.965,trial_and_error,1.0,alternative_target,MS-0053,0,C. Vells,trajectory_reconstruction,0.597,Correction from attractor_shift perturbation via gradual_correction. alternative_target.,
CC-0169,NT-0170,922,substrate_damage,0.7645,MS-0041,-0.3764,0.8309,-0.9483,immediate_return,9,0.0912,3.94,unknown,1.0,correction_failed,,0,Archive Survey Team,entity_report,0.988,Correction from substrate_damage perturbation via immediate_return. correction_failed.,
CC-0170,NT-0336,925,environmental_force,0.7929,MS-0078,0.579,0.151,-0.0982,gradual_correction,56,0.6478,1.992,trial_and_error,1.0,original_target_reached,MS-0078,56,Archive Survey Team,continuous_tracking,0.659,Correction from environmental_force perturbation via gradual_correction. original_target_reached.,
CC-0171,NT-0347,927,competing_signal,0.2958,MS-0018,-0.0534,0.1676,0.4103,alternative_path,31,0.5305,1.403,trial_and_error,0.363,alternative_target,MS-0060,0,R. Voss,continuous_tracking,0.877,Correction from competing_signal perturbation via alternative_path. alternative_target.,
CC-0172,NT-0103,918,substrate_damage,0.3839,MS-0075,-0.1277,0.6105,0.7275,target_revision,58,0.6143,1.386,unknown,0.557,original_target_reached,MS-0075,58,Archive Survey Team,before_after_comparison,0.877,Correction from substrate_damage perturbation via target_revision. original_target_reached.,
CC-0173,,923,environmental_force,0.2488,MS-0077,-0.2503,-0.0843,0.8981,alternative_path,56,0.2171,2.101,gradient_following,0.761,partial_recovery,,0,K. Strand,trajectory_reconstruction,0.742,Correction from environmental_force perturbation via alternative_path. partial_recovery.,
CC-0174,NT-0327,927,substrate_damage,0.6852,MS-0044,0.4934,-0.6075,-0.1066,gradual_correction,29,0.7192,1.431,trial_and_error,0.601,correction_failed,,0,K. Strand,before_after_comparison,0.62,Correction from substrate_damage perturbation via gradual_correction. correction_failed.,
CC-0175,NT-0043,932,substrate_damage,0.1479,MS-0100,0.1039,-0.9806,-0.5257,full_restart,149,1.319,2.016,unknown,0.654,original_target_reached,MS-0100,149,K. Strand,before_after_comparison,0.564,Correction from substrate_damage perturbation via full_restart. original_target_reached.,
CC-0176,NT-0409,925,environmental_force,0.1306,MS-0056,0.7709,-0.6157,0.0166,full_restart,60,0.8359,4.915,gradient_following,0.589,original_target_reached,MS-0056,60,C. Vells,continuous_tracking,0.967,Correction from environmental_force perturbation via full_restart. original_target_reached.,
CC-0177,NT-0181,930,navigation_error,0.3279,MS-0033,0.21,0.2872,-0.341,target_revision,59,0.3553,2.306,gradient_following,0.687,original_target_reached,MS-0033,59,T. Vells,trajectory_reconstruction,0.651,Correction from navigation_error perturbation via target_revision. original_target_reached.,
CC-0178,,924,substrate_damage,0.4907,MS-0050,0.4599,-0.5091,0.354,immediate_return,11,0.2955,1.36,attractor_memory,1.0,original_target_reached,MS-0050,11,K. Strand,continuous_tracking,0.738,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0179,NT-0001,925,substrate_damage,0.7437,MS-0062,-0.1727,0.7444,-0.9419,gradual_correction,10,0.7117,2.491,gradient_following,0.745,original_target_reached,MS-0062,10,K. Strand,before_after_comparison,0.594,Correction from substrate_damage perturbation via gradual_correction. original_target_reached.,
CC-0180,NT-0166,923,boundary_encounter,0.5351,MS-0076,-0.9025,0.4705,-0.2272,gradual_correction,24,0.4894,3.943,inherited_pattern,1.0,alternative_target,MS-0089,0,T. Vells,before_after_comparison,0.912,Correction from boundary_encounter perturbation via gradual_correction. alternative_target.,
CC-0181,NT-0078,930,boundary_encounter,0.7509,MS-0067,0.2974,-0.7164,-0.1563,assisted_correction,54,0.5743,1.411,attractor_memory,0.351,alternative_target,MS-0083,0,Archive Survey Team,trajectory_reconstruction,0.756,Correction from boundary_encounter perturbation via assisted_correction. alternative_target.,
CC-0182,NT-0122,921,attractor_shift,0.1369,MS-0029,-0.4603,-0.3741,-0.2486,immediate_return,4,0.2396,2.303,inherited_pattern,0.837,correction_failed,,0,K. Strand,entity_report,0.937,Correction from attractor_shift perturbation via immediate_return. correction_failed.,
CC-0183,,929,environmental_force,0.4445,MS-0066,0.0216,-0.4423,0.9242,immediate_return,3,0.171,1.177,landmark_recognition,0.861,partial_recovery,,0,Archive Survey Team,entity_report,0.713,Correction from environmental_force perturbation via immediate_return. partial_recovery.,
CC-0184,NT-0249,924,environmental_force,0.6901,MS-0025,-0.0967,0.153,-0.8053,alternative_path,38,0.723,2.544,attractor_memory,0.562,partial_recovery,,0,T. Vells,before_after_comparison,0.703,Correction from environmental_force perturbation via alternative_path. partial_recovery.,
CC-0185,,925,boundary_encounter,0.5141,MS-0041,-0.8,-0.5822,0.1648,gradual_correction,36,0.3987,1.441,trial_and_error,1.0,correction_failed,,0,R. Voss,continuous_tracking,0.962,Correction from boundary_encounter perturbation via gradual_correction. correction_failed.,
CC-0186,NT-0461,921,environmental_force,0.4386,MS-0013,-0.2734,0.1518,0.4638,alternative_path,38,0.1145,3.696,landmark_recognition,0.318,overcorrection,,0,R. Voss,continuous_tracking,0.788,Correction from environmental_force perturbation via alternative_path. overcorrection.,
CC-0187,NT-0132,922,competing_signal,0.6548,MS-0033,-0.5404,-0.2444,0.832,gradual_correction,60,0.5138,2.005,attractor_memory,0.627,original_target_reached,MS-0033,60,Archive Survey Team,before_after_comparison,0.618,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0188,,926,interference_agent,0.2206,MS-0059,-0.2222,-0.9895,0.9272,assisted_correction,11,0.3944,2.437,external_guidance,0.495,original_target_reached,MS-0059,11,R. Voss,entity_report,0.563,Correction from interference_agent perturbation via assisted_correction. original_target_reached.,
CC-0189,NT-0304,919,environmental_force,0.6253,MS-0035,-0.8487,-0.9449,0.5429,alternative_path,52,0.157,2.338,gradient_following,0.397,overcorrection,,0,C. Vells,continuous_tracking,0.544,Correction from environmental_force perturbation via alternative_path. overcorrection.,
CC-0190,NT-0003,918,environmental_force,0.4395,MS-0060,-0.3123,0.3913,-0.3217,gradual_correction,27,0.7094,2.321,gradient_following,0.957,original_target_reached,MS-0060,27,K. Strand,trajectory_reconstruction,0.775,Correction from environmental_force perturbation via gradual_correction. original_target_reached.,
CC-0191,NT-0440,927,competing_signal,0.0763,MS-0054,-0.8278,-0.7257,0.4775,assisted_correction,47,0.5004,1.799,gradient_following,0.557,correction_failed,,0,C. Vells,trajectory_reconstruction,0.797,Correction from competing_signal perturbation via assisted_correction. correction_failed.,
CC-0192,NT-0395,926,attractor_shift,0.4925,MS-0064,0.4985,0.7296,-0.1351,gradual_correction,39,0.27,1.224,attractor_memory,0.938,correction_failed,,0,Archive Survey Team,continuous_tracking,0.821,Correction from attractor_shift perturbation via gradual_correction. correction_failed.,
CC-0193,NT-0437,925,attractor_shift,0.3057,MS-0013,0.6415,0.7628,-0.3381,alternative_path,13,0.3023,1.94,external_guidance,0.642,delayed_arrival,MS-0096,46,T. Vells,entity_report,0.828,Correction from attractor_shift perturbation via alternative_path. delayed_arrival.,
CC-0194,,926,competing_signal,0.4472,MS-0002,0.6514,-0.8045,-0.3229,target_revision,17,0.3724,3.523,attractor_memory,0.857,partial_recovery,,0,Archive Survey Team,before_after_comparison,0.61,Correction from competing_signal perturbation via target_revision. partial_recovery.,
CC-0195,NT-0305,927,attractor_shift,0.11,MS-0087,-0.7848,-0.5345,0.0975,immediate_return,13,0.2855,3.449,external_guidance,0.687,delayed_arrival,MS-0001,120,R. Voss,continuous_tracking,0.734,Correction from attractor_shift perturbation via immediate_return. delayed_arrival.,
CC-0196,NT-0475,925,environmental_force,0.1309,MS-0063,-0.5323,-0.961,-0.883,immediate_return,13,0.1461,3.489,external_guidance,1.0,correction_failed,,0,Archive Survey Team,entity_report,0.583,Correction from environmental_force perturbation via immediate_return. correction_failed.,
CC-0197,,923,environmental_force,0.4289,MS-0090,-0.4955,-0.1727,0.2403,immediate_return,15,0.2022,2.686,inherited_pattern,0.522,alternative_target,MS-0012,0,C. Vells,entity_report,0.738,Correction from environmental_force perturbation via immediate_return. alternative_target.,
CC-0198,,927,substrate_damage,0.2382,MS-0004,-0.1892,-0.9912,0.378,gradual_correction,52,0.3678,3.681,unknown,0.927,original_target_reached,MS-0004,52,R. Voss,trajectory_reconstruction,0.733,Correction from substrate_damage perturbation via gradual_correction. original_target_reached.,
CC-0199,NT-0487,926,boundary_encounter,0.2598,MS-0075,-0.8916,0.0523,-0.2602,full_restart,162,1.1974,2.324,attractor_memory,0.921,delayed_arrival,MS-0057,89,T. Vells,entity_report,0.774,Correction from boundary_encounter perturbation via full_restart. delayed_arrival.,
CC-0200,,922,substrate_damage,0.6121,MS-0031,-0.1377,-0.821,-0.4163,assisted_correction,49,0.3333,1.856,gradient_following,0.857,original_target_reached,MS-0031,49,K. Strand,continuous_tracking,0.896,Correction from substrate_damage perturbation via assisted_correction. original_target_reached.,
CC-0201,NT-0479,930,competing_signal,0.3918,MS-0053,-0.0779,-0.7516,-0.8157,full_restart,179,0.9114,1.318,attractor_memory,0.414,original_target_reached,MS-0053,179,R. Voss,trajectory_reconstruction,0.89,Correction from competing_signal perturbation via full_restart. original_target_reached.,
CC-0202,,924,interference_agent,0.7671,MS-0075,-0.609,-0.4923,0.212,immediate_return,2,0.2451,2.369,gradient_following,0.739,alternative_target,MS-0078,0,K. Strand,trajectory_reconstruction,0.874,Correction from interference_agent perturbation via immediate_return. alternative_target.,
