case_id,case_name,entity_type,entity_scale,original_boundary_strength,dissolution_type,dissolution_rate,completeness,reversibility,primary_cause,secondary_causes,dens_proximity_km,boundary_drift_rate,early_symptoms,progression_pattern,duration_to_crisis_days,outcome,entity_survived,ghost_produced,affected_neighbors,recovery_attempted,recovery_method,recovery_success,location,region,observation_year,observer,confidence,cross_reference,notes
BD-0096,Student 65 Identity Confusion,federation,small_collective,0.95,merger,rapid,0.1,fully_reversible,unknown,ghost_contamination,176.4,0.87,neighbor_blending,stepwise,625,merger_complete,False,False,27,True,relocation,made_worse,Siege fields,Tower of Mirado,936,Boundary Commission,0.62,,
BD-0097,Mill Worker 92 Blending,creature,individual,0.87,sudden_collapse,rapid,0.47,partially_reversible,boundary_instability,,181.9,6.45,neighbor_blending,oscillating,11,merger_complete,False,False,9,False,none,not_attempted,Scholar's Quarter,Capital,893,Capital Survey,0.93,HS-0177,
BD-0098,Scholar 12 Identity Diffusion,creature,cellular,0.44,sudden_collapse,prolonged,0.42,irreversible,trust_failure,dens_proximity,3.8,4.39,pattern_leakage,linear,27,recovery,True,False,9,True,relocation,successful,Dens deep,Dens,918,Field Team B,0.6,HS-0020,
BD-0099,Trapper 93 Boundary Failure,individual,cellular,0.58,selective_permeability,prolonged,0.24,irreversible,ghost_contamination,trust_failure,80.9,0.56,permeability_increase,linear,478,fragmentation_stable,False,False,10,False,none,not_attempted,Northern workings,Yeller Quarry,890,C. Vells,0.5,HS-0140,
BD-0100,Digger Colony 54 Merger,creature,cellular,0.48,sudden_collapse,prolonged,0.61,irreversible,dens_proximity,ghost_contamination,1.4,10.54,boundary_fluctuation,exponential,1,fragmentation_stable,False,True,8,True,merger_acceptance,made_worse,Dissolution zone,Dens,918,Boundary Commission,0.91,HS-0188,
BD-0101,Pattern 50 Boundary Breach,creature,individual,0.67,gradual_weakening,instantaneous,0.58,spontaneous_recovery,dens_proximity,,320.2,0.73,boundary_fluctuation,stepwise,2567,partial_dissolution,True,True,0,True,relocation,partial,Recovery settlement,Northo,925,Capital Survey,0.88,,
BD-0102,Archive Annex 8 Dissolution,creature,individual,0.41,gradual_weakening,intermittent,0.73,partially_reversible,ghost_contamination,dens_proximity,201.5,6.61,permeability_increase,stepwise,2544,total_dissolution,False,True,10,True,merger_acceptance,failed,Capital proper,Capital,936,P. Tross (recovered),0.79,,
BD-0103,Expedition 61 Fragmentation,individual,cellular,0.66,sudden_collapse,instantaneous,0.12,irreversible,dens_proximity,,219.2,0.2,boundary_fluctuation,stepwise,0,partial_dissolution,False,False,3,True,pattern_editing,partial,Western districts,Capital,926,C. Vells,0.6,,
BD-0104,Trapper 57 Boundary Failure,individual,individual,0.53,selective_permeability,instantaneous,0.27,partially_reversible,dens_proximity,trauma,181.4,1.73,neighbor_blending,exponential,528,fragmentation_stable,True,False,10,True,boundary_reinforcement,failed,Scholar's Quarter,Capital,927,Field Team B,0.52,,
BD-0105,Mill Worker 46 Blending,creature,individual,0.46,merger,instantaneous,0.79,irreversible,trust_failure,ghost_contamination,58.8,8.88,permeability_increase,oscillating,155,recovery,True,False,7,True,pattern_editing,successful,Quarry Sector 7,Yeller Quarry,911,A. Vells,0.96,,
BD-0106,Digger Colony 75 Merger,federation,small_collective,0.51,sudden_collapse,intermittent,1.0,irreversible,trust_failure,substrate_degradation,11.7,5.64,pattern_leakage,oscillating,27,merger_complete,False,True,7,True,pattern_editing,failed,Western approach,Dens boundary,901,P. Tross (recovered),0.59,,
BD-0107,Colony 13 Absorption,institution,large_collective,0.57,gradual_weakening,prolonged,0.95,spontaneous_recovery,boundary_instability,horizon_collapse,21.3,5.77,pattern_leakage,exponential,752,transformation,True,False,7,True,isolation,failed,Western approach,Dens boundary,931,A. Vells,0.55,,
BD-0108,Digger Colony 17 Merger,place,individual,0.46,gradual_weakening,gradual,0.37,spontaneous_recovery,boundary_instability,trauma,61.2,0.63,identity_confusion,oscillating,1268,partial_dissolution,False,False,5,True,pattern_editing,partial,Quarry interior,Yeller Quarry,922,Field Team A,0.98,,
BD-0109,Expedition 4 Fragmentation,individual,individual,0.62,absorption,gradual,0.86,partially_reversible,boundary_instability,trust_failure,12.4,4.35,permeability_increase,oscillating,492,recovery,True,False,7,True,isolation,successful,Sector NE-4,Dens boundary,929,Capital Survey,0.59,,
BD-0110,Threshold Walker Case,creature,cellular,0.54,sudden_collapse,intermittent,1.0,fully_reversible,dens_proximity,trauma,16.2,2.91,identity_confusion,linear,0,transformation,False,False,0,True,relocation,partial,Western approach,Dens boundary,898,C. Vells,0.81,,
BD-0111,Pattern 35 Boundary Breach,creature,individual,0.68,fragmentation,prolonged,0.59,partially_reversible,trust_failure,ghost_contamination,181.0,7.83,pattern_leakage,linear,532,recovery,True,True,25,True,pattern_editing,successful,Capital proper,Capital,940,P. Tross (recovered),0.76,HS-0169,
BD-0112,Settlement 69 Dissolution,creature,cellular,0.56,merger,gradual,0.3,fully_reversible,trust_failure,,78.6,5.77,permeability_increase,stepwise,45,transformation,False,False,14,True,pattern_editing,failed,Northern workings,Yeller Quarry,903,A. Vells,0.85,,
BD-0113,Pattern 90 Boundary Breach,colony,small_collective,0.95,sudden_collapse,gradual,0.49,irreversible,competing_form,horizon_collapse,199.0,5.2,boundary_fluctuation,linear,12,recovery,True,False,5,False,none,not_attempted,Northern approach,Tower of Mirado,918,Field Team B,0.64,,
BD-0114,Trapper 60 Boundary Failure,colony,large_collective,0.62,sudden_collapse,prolonged,0.65,irreversible,trust_failure,substrate_degradation,163.9,0.47,identity_confusion,linear,10,transformation,True,False,6,False,none,not_attempted,Healing Institute,Capital,914,K. Vorn,0.73,,
BD-0115,Colony 1 Absorption,creature,individual,0.86,gradual_weakening,rapid,0.94,irreversible,ghost_contamination,trauma,11.5,0.89,identity_confusion,stepwise,1207,total_dissolution,False,True,2,True,boundary_reinforcement,failed,Sector SW-6,Dens boundary,898,P. Tross (recovered),0.72,,
BD-0116,Archive Annex 91 Dissolution,place,regional,0.46,gradual_weakening,rapid,0.76,partially_reversible,competing_form,dens_proximity,24.7,2.95,self_reference_failure,linear,1778,partial_dissolution,True,True,3,True,merger_acceptance,partial,Sector SW-6,Dens boundary,909,Boundary Commission,0.56,,
BD-0117,Settlement 53 Dissolution,pattern,small_collective,0.6,gradual_weakening,gradual,0.58,partially_reversible,trauma,ghost_contamination,108.6,8.45,identity_confusion,exponential,842,total_dissolution,False,False,7,True,isolation,failed,Quarry interior,Yeller Quarry,895,Capital Survey,0.82,,
BD-0118,Settlement 56 Dissolution,individual,cellular,0.84,selective_permeability,gradual,0.77,irreversible,ghost_contamination,dens_proximity,25.8,8.78,permeability_increase,oscillating,365,partial_dissolution,True,False,5,True,boundary_reinforcement,failed,Sector NE-4,Dens boundary,890,P. Tross (recovered),0.57,,
BD-0119,Mill Worker 73 Blending,federation,small_collective,0.72,merger,instantaneous,1.0,irreversible,trauma,horizon_collapse,15.4,8.76,pattern_leakage,exponential,108,total_dissolution,False,True,2,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,891,P. Tross (recovered),0.65,,
BD-0120,Colony 22 Absorption,individual,cellular,0.64,sudden_collapse,prolonged,0.46,irreversible,competing_form,dens_proximity,138.3,2.03,self_reference_failure,linear,5,total_dissolution,False,False,1,True,merger_acceptance,failed,Tower base,Tower of Mirado,934,K. Vorn,0.71,,
BD-0121,Expedition 28 Fragmentation,phenomenon,regional,0.4,gradual_weakening,gradual,0.78,partially_reversible,substrate_degradation,trauma,350.9,1.73,pattern_leakage,stepwise,1469,merger_complete,False,True,10,True,isolation,made_worse,Northern monastery,Northo,901,K. Vorn,0.62,,
BD-0122,Expedition 43 Fragmentation,colony,large_collective,0.8,gradual_weakening,prolonged,0.64,fully_reversible,dens_proximity,substrate_degradation,214.3,4.17,self_reference_failure,linear,1206,partial_dissolution,True,False,0,True,merger_acceptance,partial,Healing Institute,Capital,934,Capital Survey,0.64,HS-0132,
BD-0123,Digger Colony 33 Merger,creature,cellular,0.55,gradual_weakening,instantaneous,0.39,irreversible,dens_proximity,,94.7,9.82,self_reference_failure,linear,1863,partial_dissolution,True,False,6,True,isolation,failed,Quarry interior,Yeller Quarry,932,Field Team A,0.95,,
BD-0124,Digger Colony 60 Merger,creature,cellular,0.86,gradual_weakening,instantaneous,0.83,irreversible,horizon_collapse,dens_proximity,88.5,7.68,pattern_leakage,oscillating,532,total_dissolution,False,False,4,True,boundary_reinforcement,failed,Mill vicinity,Yeller Quarry,923,A. Vells,0.96,,
BD-0125,Colony 79 Absorption,individual,individual,0.93,sudden_collapse,instantaneous,0.37,partially_reversible,horizon_collapse,ghost_contamination,26.4,7.54,boundary_fluctuation,exponential,22,total_dissolution,False,False,0,True,boundary_reinforcement,failed,Sector SW-6,Dens boundary,911,Boundary Commission,0.93,,
BD-0126,Pattern 89 Boundary Breach,individual,individual,0.66,sudden_collapse,gradual,0.33,partially_reversible,ghost_contamination,dens_proximity,147.6,4.35,identity_confusion,plateau_then_collapse,11,recovery,True,False,9,True,relocation,successful,Camp settlements,Yeller Quarry,906,Field Team A,0.58,,
BD-0127,Healer 63 Boundary Weakening,creature,cellular,0.54,gradual_weakening,gradual,0.55,irreversible,competing_form,horizon_collapse,19.6,5.16,neighbor_blending,linear,1363,merger_complete,False,False,9,False,none,not_attempted,Southern perimeter,Dens boundary,902,Field Team A,0.93,,
BD-0128,Pattern 79 Boundary Breach,individual,individual,0.57,merger,intermittent,0.36,partially_reversible,dens_proximity,ghost_contamination,220.6,7.34,boundary_fluctuation,exponential,726,partial_dissolution,True,False,2,False,none,not_attempted,Archive vicinity,Capital,936,C. Vells,0.72,HS-0123,
BD-0129,Mill Worker 99 Blending,federation,large_collective,0.43,gradual_weakening,intermittent,0.26,spontaneous_recovery,dens_proximity,,138.0,4.97,neighbor_blending,linear,1563,recovery,True,False,10,True,boundary_reinforcement,successful,Camp settlements,Yeller Quarry,892,Field Team A,0.94,,
BD-0130,Archive Annex 11 Dissolution,colony,small_collective,0.92,merger,prolonged,0.86,irreversible,trust_failure,ghost_contamination,59.9,0.47,identity_confusion,linear,472,recovery,True,True,8,True,boundary_reinforcement,successful,Quarry interior,Yeller Quarry,917,Capital Survey,0.6,,
BD-0131,Student 4 Identity Confusion,institution,large_collective,0.79,sudden_collapse,intermittent,0.37,partially_reversible,trust_failure,trauma,92.9,6.61,self_reference_failure,stepwise,25,total_dissolution,False,False,10,True,merger_acceptance,made_worse,Quarry interior,Yeller Quarry,909,Field Team B,0.62,HS-0081,
BD-0132,Scholar 5 Identity Diffusion,federation,small_collective,0.79,merger,intermittent,0.75,fully_reversible,dens_proximity,ghost_contamination,0.5,11.58,pattern_leakage,exponential,30,partial_dissolution,False,False,16,True,relocation,failed,Dens deep,Dens,918,Boundary Commission,0.54,HS-0155,
BD-0133,Mill Worker 64 Blending,creature,cellular,0.94,gradual_weakening,intermittent,0.81,irreversible,horizon_collapse,trauma,25.8,8.59,self_reference_failure,plateau_then_collapse,957,recovery,True,False,6,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,928,A. Vells,0.83,,
BD-0134,Trapper 19 Boundary Failure,colony,small_collective,0.99,fragmentation,intermittent,0.52,partially_reversible,boundary_instability,,18.1,0.97,pattern_leakage,linear,290,merger_complete,False,True,3,False,none,not_attempted,Southern perimeter,Dens boundary,914,P. Tross (recovered),0.54,HS-0198,
BD-0135,Pattern 14 Boundary Breach,individual,individual,0.62,gradual_weakening,instantaneous,0.39,irreversible,boundary_instability,trust_failure,115.7,5.8,self_reference_failure,stepwise,546,partial_dissolution,True,False,9,False,none,not_attempted,Quarry interior,Yeller Quarry,938,Field Team B,0.52,,
BD-0136,Mill Worker 81 Blending,phenomenon,small_collective,0.86,selective_permeability,rapid,0.47,irreversible,trauma,dens_proximity,22.8,8.63,pattern_leakage,linear,165,fragmentation_stable,False,False,5,False,none,not_attempted,Sector NE-4,Dens boundary,908,Field Team A,0.79,,
BD-0137,Healer 75 Boundary Weakening,creature,cellular,0.73,gradual_weakening,rapid,0.82,irreversible,dens_proximity,substrate_degradation,113.4,6.97,self_reference_failure,exponential,317,recovery,True,False,6,True,relocation,successful,Northern workings,Yeller Quarry,890,Capital Survey,0.71,HS-0068,
BD-0138,Scholar 71 Identity Diffusion,federation,small_collective,0.95,fragmentation,prolonged,0.28,partially_reversible,trauma,trust_failure,158.0,5.97,boundary_fluctuation,oscillating,104,total_dissolution,False,False,2,True,relocation,made_worse,Northern approach,Tower of Mirado,904,Field Team A,0.76,,
BD-0139,Mill Worker 51 Blending,creature,cellular,0.9,sudden_collapse,instantaneous,0.44,partially_reversible,substrate_degradation,ghost_contamination,21.9,8.42,permeability_increase,linear,26,total_dissolution,False,False,8,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,939,A. Vells,0.91,,
BD-0140,Digger Colony 7 Merger,individual,cellular,0.5,fragmentation,prolonged,1.0,partially_reversible,substrate_degradation,horizon_collapse,6.8,3.62,boundary_fluctuation,oscillating,438,recovery,True,True,8,False,none,not_attempted,Western approach,Dens boundary,934,C. Vells,0.69,,
BD-0141,Pattern 16 Boundary Breach,creature,cellular,0.86,gradual_weakening,instantaneous,1.0,irreversible,dens_proximity,ghost_contamination,0.8,6.98,pattern_leakage,exponential,1123,recovery,True,True,7,True,pattern_editing,successful,Dens interior,Dens,893,K. Vorn,0.72,,
BD-0142,Pattern 55 Boundary Breach,creature,cellular,0.5,gradual_weakening,rapid,0.22,irreversible,ghost_contamination,trust_failure,184.6,9.85,neighbor_blending,linear,637,recovery,True,False,3,True,isolation,successful,Veteran settlement,Tower of Mirado,935,Field Team B,0.84,,
BD-0143,Colony 29 Absorption,colony,large_collective,0.5,sudden_collapse,gradual,0.42,irreversible,competing_form,trauma,69.1,3.31,permeability_increase,plateau_then_collapse,28,merger_complete,False,False,2,False,none,not_attempted,Trapper territory,Yeller Quarry,898,K. Vorn,0.59,HS-0126,
BD-0144,Trapper 48 Boundary Failure,institution,large_collective,0.79,gradual_weakening,instantaneous,0.74,irreversible,observer_interference,ghost_contamination,68.8,9.1,boundary_fluctuation,exponential,360,merger_complete,False,False,3,False,none,not_attempted,Camp settlements,Yeller Quarry,931,C. Vells,0.89,HS-0112,
BD-0145,Expedition 48 Fragmentation,pattern,regional,0.5,gradual_weakening,gradual,0.73,fully_reversible,boundary_instability,horizon_collapse,150.6,7.38,boundary_fluctuation,plateau_then_collapse,641,fragmentation_stable,False,True,7,True,relocation,made_worse,Western districts,Capital,922,Boundary Commission,0.65,,
BD-0146,Expedition 54 Fragmentation,institution,large_collective,0.45,gradual_weakening,rapid,0.33,partially_reversible,competing_form,horizon_collapse,29.9,2.08,neighbor_blending,linear,2645,total_dissolution,False,False,1,True,pattern_editing,failed,Eastern fluctuation zone,Dens boundary,917,C. Vells,0.5,HS-0080,
BD-0147,Mill Worker 79 Blending,federation,small_collective,0.91,selective_permeability,intermittent,0.11,partially_reversible,boundary_instability,trauma,80.6,0.13,permeability_increase,plateau_then_collapse,436,partial_dissolution,True,False,7,True,merger_acceptance,partial,Quarry interior,Yeller Quarry,940,K. Vorn,0.87,,
BD-0148,Archive Annex 30 Dissolution,colony,small_collective,0.9,gradual_weakening,prolonged,0.66,partially_reversible,observer_interference,,179.3,7.1,neighbor_blending,plateau_then_collapse,712,transformation,False,True,10,True,relocation,partial,Western districts,Capital,917,Boundary Commission,0.97,,
BD-0149,Expedition 6 Fragmentation,individual,individual,0.77,gradual_weakening,instantaneous,0.15,partially_reversible,trauma,trust_failure,127.5,0.41,pattern_leakage,oscillating,300,total_dissolution,False,False,9,True,relocation,failed,Suburban zone,Densmok,890,Boundary Commission,0.65,HS-0145,
BD-0150,Threshold Walker Case,colony,small_collective,0.74,selective_permeability,instantaneous,0.12,partially_reversible,ghost_contamination,trust_failure,364.1,9.75,neighbor_blending,stepwise,876,recovery,True,False,9,True,relocation,successful,Isolation community,Northo,938,Field Team A,0.88,,
BD-0151,Settlement 32 Dissolution,phenomenon,large_collective,0.47,gradual_weakening,instantaneous,0.91,partially_reversible,ghost_contamination,dens_proximity,27.0,8.34,identity_confusion,exponential,307,fragmentation_stable,False,True,5,True,isolation,made_worse,Southern perimeter,Dens boundary,893,Capital Survey,0.91,,
BD-0152,Colony 46 Absorption,creature,cellular,0.55,gradual_weakening,gradual,0.62,irreversible,unknown,,4.9,16.78,boundary_fluctuation,linear,351,partial_dissolution,True,True,7,True,boundary_reinforcement,partial,Dissolution zone,Dens,926,Field Team B,0.99,HS-0164,
BD-0153,Northern Surveyor Identity Loss,individual,individual,0.5,absorption,prolonged,0.36,partially_reversible,horizon_collapse,,74.3,2.99,identity_confusion,oscillating,938,partial_dissolution,True,False,5,False,none,not_attempted,Mill vicinity,Yeller Quarry,934,Field Team B,0.73,,
BD-0154,Settlement 73 Dissolution,institution,large_collective,0.58,sudden_collapse,gradual,0.68,partially_reversible,boundary_instability,,194.3,4.55,neighbor_blending,stepwise,25,recovery,True,False,7,True,merger_acceptance,successful,Siege fields,Tower of Mirado,935,Capital Survey,0.74,,
BD-0155,Scholar 78 Identity Diffusion,individual,individual,0.89,fragmentation,rapid,0.6,fully_reversible,boundary_instability,,1.8,10.93,self_reference_failure,linear,802,recovery,True,True,16,False,none,not_attempted,Dissolution zone,Dens,927,C. Vells,0.6,HS-0183,
BD-0156,Threshold Walker Case,pattern,small_collective,0.66,gradual_weakening,instantaneous,1.0,partially_reversible,trust_failure,,8.3,2.19,identity_confusion,linear,368,partial_dissolution,True,True,0,True,boundary_reinforcement,partial,Eastern fluctuation zone,Dens boundary,929,K. Vorn,0.73,,
BD-0157,Trapper 32 Boundary Failure,colony,small_collective,0.46,fragmentation,instantaneous,0.19,partially_reversible,dens_proximity,substrate_degradation,133.2,0.94,boundary_fluctuation,exponential,551,total_dissolution,False,False,7,True,boundary_reinforcement,failed,Camp settlements,Yeller Quarry,900,Field Team B,1.0,,
BD-0158,Pattern 50 Boundary Breach,federation,large_collective,0.46,fragmentation,instantaneous,1.0,partially_reversible,boundary_instability,,2.5,15.56,boundary_fluctuation,oscillating,128,recovery,True,True,11,True,pattern_editing,successful,Dens interior,Dens,912,P. Tross (recovered),0.69,HS-0065,
BD-0159,Threshold Walker Case,creature,individual,0.96,sudden_collapse,intermittent,0.18,irreversible,observer_interference,horizon_collapse,140.0,2.41,boundary_fluctuation,linear,26,partial_dissolution,True,False,9,True,isolation,failed,Quarry Sector 7,Yeller Quarry,910,P. Tross (recovered),0.87,,
BD-0160,Healer 90 Boundary Weakening,individual,cellular,0.49,merger,instantaneous,1.0,fully_reversible,dens_proximity,substrate_degradation,17.6,1.17,self_reference_failure,stepwise,996,transformation,True,False,19,False,none,not_attempted,Western approach,Dens boundary,907,Boundary Commission,0.65,,
BD-0161,Healer 12 Boundary Weakening,individual,individual,0.89,gradual_weakening,gradual,0.23,partially_reversible,dens_proximity,ghost_contamination,379.5,1.5,identity_confusion,oscillating,2478,total_dissolution,False,False,10,True,isolation,made_worse,Isolation community,Northo,937,K. Vorn,0.69,,
BD-0162,Digger Colony 75 Merger,place,regional,0.53,gradual_weakening,prolonged,0.82,irreversible,competing_form,dens_proximity,1.5,4.44,neighbor_blending,linear,421,recovery,True,True,1,True,pattern_editing,successful,Dens deep,Dens,928,A. Vells,0.56,,
BD-0163,Scholar 50 Identity Diffusion,individual,cellular,0.43,absorption,gradual,0.7,fully_reversible,competing_form,ghost_contamination,21.9,3.55,identity_confusion,exponential,570,total_dissolution,False,False,6,True,merger_acceptance,made_worse,Sector SW-6,Dens boundary,926,Field Team B,0.83,,
BD-0164,Mill Worker 45 Blending,pattern,regional,0.41,gradual_weakening,rapid,0.85,partially_reversible,horizon_collapse,trauma,135.5,6.18,pattern_leakage,plateau_then_collapse,2481,total_dissolution,False,True,4,True,pattern_editing,failed,Trapper territory,Yeller Quarry,893,C. Vells,0.74,HS-0186,
BD-0165,Settlement 6 Dissolution,creature,cellular,0.44,gradual_weakening,intermittent,0.86,fully_reversible,competing_form,dens_proximity,120.2,0.41,pattern_leakage,plateau_then_collapse,2495,merger_complete,False,False,5,False,none,not_attempted,Camp settlements,Yeller Quarry,890,P. Tross (recovered),0.96,HS-0013,
BD-0166,Trapper 22 Boundary Failure,colony,large_collective,0.48,gradual_weakening,instantaneous,0.51,partially_reversible,boundary_instability,trauma,86.6,7.41,neighbor_blending,linear,1737,total_dissolution,False,True,1,True,relocation,failed,Suburban zone,Densmok,918,Field Team A,0.68,,
BD-0167,Archive Annex 12 Dissolution,federation,large_collective,0.85,gradual_weakening,instantaneous,0.85,irreversible,trust_failure,trauma,156.4,2.05,self_reference_failure,stepwise,2021,recovery,True,True,1,True,relocation,successful,Northern approach,Tower of Mirado,927,A. Vells,0.92,HS-0191,
BD-0168,Archive Annex 58 Dissolution,creature,cellular,0.93,absorption,rapid,0.54,fully_reversible,dens_proximity,substrate_degradation,361.4,6.33,identity_confusion,stepwise,217,recovery,True,False,24,False,none,not_attempted,Ascetic village,Northo,916,K. Vorn,0.87,,
BD-0169,Scholar 31 Identity Diffusion,federation,small_collective,0.65,sudden_collapse,prolonged,0.63,irreversible,ghost_contamination,horizon_collapse,65.4,8.88,neighbor_blending,exponential,18,partial_dissolution,False,False,8,True,isolation,failed,Trapper territory,Yeller Quarry,891,Field Team B,0.56,HS-0094,
BD-0170,Expedition 14 Fragmentation,creature,cellular,0.97,gradual_weakening,intermittent,0.91,partially_reversible,dens_proximity,substrate_degradation,8.6,9.9,identity_confusion,linear,1020,partial_dissolution,False,False,0,True,merger_acceptance,partial,Sector SW-6,Dens boundary,931,K. Vorn,0.76,,
BD-0171,Colony 94 Absorption,individual,cellular,0.87,gradual_weakening,rapid,0.42,fully_reversible,unknown,dens_proximity,64.9,3.75,neighbor_blending,linear,2110,recovery,True,False,3,True,relocation,successful,Trapper territory,Yeller Quarry,918,A. Vells,0.61,,
BD-0172,Student 54 Identity Confusion,institution,large_collective,0.47,sudden_collapse,gradual,0.77,fully_reversible,ghost_contamination,,163.1,5.38,permeability_increase,plateau_then_collapse,6,merger_complete,False,False,10,False,none,not_attempted,Scholar's Quarter,Capital,936,Field Team A,0.69,,
BD-0173,Student 53 Identity Confusion,federation,small_collective,0.55,sudden_collapse,prolonged,0.13,partially_reversible,trauma,trust_failure,67.7,1.77,neighbor_blending,oscillating,30,transformation,True,False,4,True,boundary_reinforcement,failed,Trapper territory,Yeller Quarry,927,Field Team A,0.81,HS-0171,
BD-0174,Scholar 14 Identity Diffusion,individual,individual,0.85,gradual_weakening,intermittent,0.64,fully_reversible,dens_proximity,,19.1,0.79,boundary_fluctuation,oscillating,506,merger_complete,False,True,5,True,merger_acceptance,made_worse,Eastern fluctuation zone,Dens boundary,908,A. Vells,0.95,,
BD-0175,Colony 5 Absorption,colony,large_collective,0.45,gradual_weakening,intermittent,0.64,partially_reversible,boundary_instability,,233.9,0.73,permeability_increase,oscillating,1992,recovery,True,False,0,True,merger_acceptance,successful,Western districts,Capital,929,C. Vells,0.92,,
BD-0176,Mill Worker 70 Blending,creature,cellular,0.46,gradual_weakening,prolonged,1.0,irreversible,competing_form,ghost_contamination,12.0,1.59,neighbor_blending,linear,2325,merger_complete,False,False,3,True,isolation,failed,Southern perimeter,Dens boundary,931,Boundary Commission,0.8,,
BD-0177,Threshold Walker Case,institution,large_collective,0.6,merger,prolonged,1.0,partially_reversible,ghost_contamination,dens_proximity,5.0,3.65,boundary_fluctuation,stepwise,413,total_dissolution,False,True,18,True,merger_acceptance,failed,Dens deep,Dens,939,P. Tross (recovered),0.76,HS-0193,
BD-0178,Digger Colony 45 Merger,creature,individual,0.79,gradual_weakening,instantaneous,0.21,partially_reversible,boundary_instability,trust_failure,195.6,0.74,boundary_fluctuation,plateau_then_collapse,1466,partial_dissolution,True,False,8,True,merger_acceptance,partial,Western districts,Capital,901,Capital Survey,0.57,HS-0015,
BD-0179,Settlement 7 Dissolution,individual,cellular,0.58,sudden_collapse,prolonged,0.23,irreversible,competing_form,ghost_contamination,111.5,5.85,self_reference_failure,exponential,24,fragmentation_stable,True,False,5,True,pattern_editing,made_worse,Veteran settlement,Tower of Mirado,935,Field Team B,0.6,,
BD-0180,Northern Surveyor Identity Loss,pattern,institutional,0.93,sudden_collapse,intermittent,0.54,irreversible,trust_failure,horizon_collapse,324.3,5.42,neighbor_blending,oscillating,21,partial_dissolution,True,False,10,True,boundary_reinforcement,failed,Recovery settlement,Northo,919,Field Team A,0.8,,
BD-0181,Colony 12 Absorption,individual,cellular,0.89,fragmentation,gradual,0.38,partially_reversible,trust_failure,horizon_collapse,7.1,6.41,neighbor_blending,plateau_then_collapse,220,recovery,True,False,8,True,isolation,successful,Sector SW-6,Dens boundary,904,K. Vorn,0.96,,
BD-0182,Northern Surveyor Identity Loss,pattern,institutional,0.45,merger,instantaneous,0.57,partially_reversible,boundary_instability,ghost_contamination,164.4,8.53,boundary_fluctuation,linear,315,recovery,True,True,8,True,pattern_editing,successful,Scholar's Quarter,Capital,903,K. Vorn,0.57,HS-0192,
BD-0183,Expedition 70 Fragmentation,creature,cellular,0.51,gradual_weakening,prolonged,1.0,irreversible,ghost_contamination,dens_proximity,5.0,7.93,self_reference_failure,oscillating,691,partial_dissolution,True,True,1,False,none,not_attempted,Dissolution zone,Dens,920,Boundary Commission,0.51,,
BD-0184,Pattern 62 Boundary Breach,individual,individual,0.89,gradual_weakening,rapid,1.0,irreversible,trauma,ghost_contamination,28.9,7.69,pattern_leakage,linear,184,recovery,True,True,0,True,isolation,successful,Southern perimeter,Dens boundary,918,Boundary Commission,0.63,,
BD-0185,Healer 66 Boundary Weakening,colony,small_collective,0.61,sudden_collapse,prolonged,0.13,spontaneous_recovery,trauma,ghost_contamination,111.0,4.94,boundary_fluctuation,stepwise,20,merger_complete,False,False,1,False,none,not_attempted,Siege fields,Tower of Mirado,894,P. Tross (recovered),0.92,,
BD-0186,Healer 19 Boundary Weakening,phenomenon,institutional,0.85,absorption,prolonged,0.51,spontaneous_recovery,boundary_instability,ghost_contamination,162.8,9.74,self_reference_failure,linear,599,transformation,False,True,7,False,none,not_attempted,Archive vicinity,Capital,925,Boundary Commission,0.97,,
BD-0187,Expedition 56 Fragmentation,institution,institutional,0.8,selective_permeability,gradual,0.45,partially_reversible,horizon_collapse,dens_proximity,227.7,8.23,identity_confusion,stepwise,380,partial_dissolution,False,False,9,True,isolation,partial,Western districts,Capital,907,Field Team B,0.55,,
BD-0188,Settlement 72 Dissolution,individual,cellular,0.91,selective_permeability,rapid,0.96,irreversible,boundary_instability,trauma,24.4,3.16,permeability_increase,stepwise,435,recovery,True,False,8,True,boundary_reinforcement,successful,Sector NE-4,Dens boundary,925,K. Vorn,0.6,,
BD-0189,Settlement 98 Dissolution,phenomenon,regional,0.58,gradual_weakening,gradual,0.4,partially_reversible,competing_form,ghost_contamination,22.6,1.3,identity_confusion,linear,2187,partial_dissolution,True,False,2,True,merger_acceptance,failed,Sector NE-4,Dens boundary,896,Boundary Commission,0.62,,
BD-0190,Settlement 42 Dissolution,colony,small_collective,0.48,sudden_collapse,prolonged,0.66,irreversible,horizon_collapse,,182.5,9.44,pattern_leakage,stepwise,24,merger_complete,False,True,2,True,merger_acceptance,made_worse,Western districts,Capital,928,P. Tross (recovered),0.65,HS-0117,
BD-0191,Trapper 87 Boundary Failure,individual,cellular,0.51,sudden_collapse,rapid,0.39,irreversible,horizon_collapse,ghost_contamination,27.1,4.33,pattern_leakage,stepwise,14,partial_dissolution,False,False,0,True,merger_acceptance,failed,Southern perimeter,Dens boundary,895,Field Team A,0.84,,
