dissolution_id,federation_name,pre_integration_score,pre_collective_level,component_count_pre,years_existed,dissolution_trigger,dissolution_year,dissolution_duration_days,dissolution_mode,primary_failure,cascade_pattern,warning_signs_present,warning_signs_heeded,post_integration_score,component_survival_rate,reformed,successor_federations,capability_loss,goal_loss,knowledge_loss,documented_year,documenter,documentation_source,lessons_recorded,confidence,notes
FD-0098,Western Research Circle 28,0.79,3.3,571,95,boundary_collapse,896,167,absorption_into_larger,boundary_permeation,hierarchical_collapse,True,False,0.18,0.8,True,4,coordination,,minimal_loss,932,M. Strand,historical_record,Federation dissolved due to boundary_collapse; demonstrated importance of redundancy,0.77,
FD-0099,Former Archive Annex 1,0.59,3.9,522,18,defection_cascade,855,384,gradual_erosion,trust_breakdown,hierarchical_collapse,False,True,0.17,0.37,False,1,coordination,long_term_preservation,partial_loss,937,O. Venn,inference,Federation dissolved due to defection_cascade; demonstrated importance of boundary maintenance,0.76,
FD-0100,Western Trade Coalition 16,0.88,3.5,1696,136,external_destruction,926,422,gradual_erosion,boundary_permeation,local_spread,True,,0.01,0.38,False,5,distributed_memory,,partial_loss,924,Independent Observer,direct_observation,Federation dissolved due to external_destruction; demonstrated importance of goal alignment,0.73,
FD-0101,Western Archive Annex 25,0.82,2.7,1395,46,dens_proximity,871,338,planned_disbanding,boundary_permeation,hierarchical_collapse,True,False,0.3,0.83,False,4,distributed_memory,,partial_loss,916,Archive Survey Team,historical_record,Federation dissolved due to dens_proximity; demonstrated importance of boundary maintenance,0.76,
FD-0102,Old Mill Crew 15,0.67,3.3,508,1,communication_breakdown,864,831,planned_disbanding,boundary_permeation,local_spread,True,True,0.04,0.48,False,1,none_significant,expansion,minimal_loss,925,Independent Observer,inference,Federation dissolved due to communication_breakdown; demonstrated importance of goal alignment,0.52,
FD-0103,Former Archive Annex 8,0.87,3.0,1240,99,boundary_collapse,860,126,gradual_erosion,boundary_permeation,no_cascade,False,True,0.22,0.73,False,0,coordination,,significant_loss,931,T. Mord,historical_record,Federation dissolved due to boundary_collapse; demonstrated importance of maintaining trust,0.51,
FD-0104,Old Archive Annex 9,0.81,3.1,1452,106,defection_cascade,926,68,fission_into_smaller,boundary_permeation,local_spread,True,,0.27,0.39,False,4,threat_response,expansion,significant_loss,914,T. Crost,testimony,Federation dissolved due to defection_cascade; demonstrated importance of maintaining trust,0.82,
FD-0105,Former Mill Crew 26,0.66,3.2,243,125,communication_breakdown,891,649,sudden_collapse,communication_failure,local_spread,False,True,0.17,0.81,False,2,distributed_memory,,partial_loss,939,Independent Observer,historical_record,Federation dissolved due to communication_breakdown; demonstrated importance of boundary maintenance,0.56,
FD-0106,Eastern Archive Annex 4,0.53,2.6,1919,22,resource_exhaustion,871,418,gradual_erosion,communication_failure,local_spread,True,True,0.14,0.66,False,1,coordination,,significant_loss,917,Boundary Commission,historical_record,Federation dissolved due to resource_exhaustion; demonstrated importance of maintaining trust,0.66,
FD-0107,Old Archive Annex 19,0.66,2.6,1746,64,trust_failure,918,666,violent_breakup,communication_failure,no_cascade,False,False,0.11,0.86,False,5,preservation_capacity,,significant_loss,938,O. Venn,historical_record,Federation dissolved due to trust_failure; demonstrated importance of maintaining trust,0.8,
FD-0108,Western Archive Annex 20,0.58,3.7,1879,1,dens_proximity,864,736,gradual_erosion,memory_failure,hierarchical_collapse,True,False,0.27,0.61,False,1,threat_response,status,partial_loss,915,Independent Observer,biological_observation,Federation dissolved due to dens_proximity; demonstrated importance of redundancy,0.78,
FD-0109,Western Archive Annex 21,0.45,2.7,1219,162,trust_failure,894,92,planned_disbanding,trust_breakdown,network_propagation,True,True,0.19,0.9,False,5,threat_response,expansion,minimal_loss,939,Colony Observation Unit,historical_record,Federation dissolved due to trust_failure; demonstrated importance of maintaining trust,0.64,
FD-0110,Old Colony 16,0.56,3.4,1346,161,external_destruction,851,483,fission_into_smaller,communication_failure,network_propagation,True,False,0.19,0.36,False,3,none_significant,status,no_loss,923,Klutch CC Research,inference,Federation dissolved due to external_destruction; demonstrated importance of goal alignment,0.86,
FD-0111,Former Trade Coalition 7,0.41,3.6,79,95,leadership_vacuum,853,165,planned_disbanding,communication_failure,local_spread,True,,0.08,0.88,False,0,preservation_capacity,long_term_preservation,complete_loss,919,Klutch CC Research,historical_record,Federation dissolved due to leadership_vacuum; demonstrated importance of communication,0.81,
FD-0112,Former Trade Coalition 12,0.71,3.5,356,98,goal_completion,912,262,violent_breakup,external_force,local_spread,True,False,0.26,0.85,False,1,distributed_memory,,no_loss,930,T. Crost,direct_observation,Federation dissolved due to goal_completion; demonstrated importance of goal alignment,0.8,
FD-0113,Former Survey Team 17,0.73,3.5,1140,193,leadership_vacuum,867,494,sudden_collapse,memory_failure,network_propagation,True,False,0.16,0.64,True,0,none_significant,expansion,significant_loss,930,P. Anster,historical_record,Federation dissolved due to leadership_vacuum; demonstrated importance of communication,0.59,
FD-0114,Western Colony 7,0.87,3.5,749,32,resource_exhaustion,861,72,sudden_collapse,external_force,local_spread,True,,0.02,0.48,False,2,coordination,expansion,partial_loss,928,Boundary Commission,direct_observation,Federation dissolved due to resource_exhaustion; demonstrated importance of boundary maintenance,0.57,
FD-0115,Former Research Circle 9,0.43,2.7,1104,12,communication_breakdown,888,451,gradual_erosion,boundary_permeation,network_propagation,True,,0.17,0.93,True,3,none_significant,none,significant_loss,936,T. Mord,historical_record,Federation dissolved due to communication_breakdown; demonstrated importance of redundancy,0.78,
FD-0116,Eastern Research Circle 26,0.51,3.1,1547,107,goal_completion,890,121,sudden_collapse,memory_failure,local_spread,True,False,0.11,0.39,False,1,coordination,expansion,significant_loss,930,Klutch CC Research,direct_observation,Federation dissolved due to goal_completion; demonstrated importance of redundancy,0.53,
FD-0117,Former Research Circle 2,0.8,4.0,1523,194,trust_failure,930,466,fission_into_smaller,memory_failure,network_propagation,True,True,0.07,0.82,False,3,distributed_memory,,minimal_loss,929,Klutch CC Research,historical_record,Federation dissolved due to trust_failure; demonstrated importance of communication,0.65,
FD-0118,Old Research Circle 10,0.57,3.6,1067,112,goal_completion,902,957,violent_breakup,external_force,no_cascade,True,True,0.2,0.61,False,2,threat_response,status,partial_loss,923,Archive Survey Team,direct_observation,Federation dissolved due to goal_completion; demonstrated importance of communication,0.71,
FD-0119,Former Survey Team 13,0.84,3.5,558,24,communication_breakdown,879,276,absorption_into_larger,coordination_failure,no_cascade,False,False,0.17,0.51,False,1,distributed_memory,,minimal_loss,940,T. Mord,inference,Federation dissolved due to communication_breakdown; demonstrated importance of boundary maintenance,0.84,
FD-0120,Western Research Circle 13,0.87,3.4,1197,21,goal_completion,874,731,violent_breakup,trust_breakdown,no_cascade,False,False,0.17,0.67,False,2,threat_response,expansion,significant_loss,937,Colony Observation Unit,historical_record,Federation dissolved due to goal_completion; demonstrated importance of goal alignment,0.84,
FD-0121,Western Colony 11,0.53,3.7,1101,128,trust_failure,891,511,violent_breakup,external_force,no_cascade,False,,0.01,0.76,True,5,distributed_memory,status,no_loss,917,T. Crost,testimony,Federation dissolved due to trust_failure; demonstrated importance of redundancy,0.65,
FD-0122,Old Mill Crew 14,0.51,3.3,1846,44,internal_conflict,864,871,absorption_into_larger,memory_failure,no_cascade,True,False,0.13,0.34,False,4,threat_response,expansion,significant_loss,940,P. Anster,inference,Federation dissolved due to internal_conflict; demonstrated importance of goal alignment,0.65,
FD-0123,Eastern Archive Annex 15,0.89,3.6,606,19,resource_exhaustion,934,415,fission_into_smaller,boundary_permeation,local_spread,True,False,0.28,0.75,False,1,preservation_capacity,expansion,partial_loss,933,Colony Observation Unit,inference,Federation dissolved due to resource_exhaustion; demonstrated importance of communication,0.66,
FD-0124,Former Survey Team 21,0.88,3.8,330,11,resource_exhaustion,851,584,violent_breakup,trust_breakdown,local_spread,True,True,0.18,0.32,False,3,preservation_capacity,status,significant_loss,940,Archive Survey Team,historical_record,Federation dissolved due to resource_exhaustion; demonstrated importance of boundary maintenance,0.86,
FD-0125,Eastern Archive Annex 27,0.87,3.7,909,139,internal_conflict,854,191,planned_disbanding,external_force,simultaneous,False,False,0.14,0.43,False,5,threat_response,long_term_preservation,partial_loss,939,O. Venn,archaeological,Federation dissolved due to internal_conflict; demonstrated importance of maintaining trust,0.52,
FD-0126,Old Mill Crew 1,0.82,2.6,22,76,boundary_collapse,851,542,fission_into_smaller,coordination_failure,local_spread,False,True,0.06,0.33,False,2,none_significant,none,minimal_loss,921,Klutch CC Research,direct_observation,Federation dissolved due to boundary_collapse; demonstrated importance of communication,0.56,
FD-0127,Former Archive Annex 11,0.69,3.8,1681,6,internal_conflict,867,800,absorption_into_larger,coordination_failure,simultaneous,True,False,0.05,0.34,True,0,preservation_capacity,status,partial_loss,914,Colony Observation Unit,archaeological,Federation dissolved due to internal_conflict; demonstrated importance of boundary maintenance,0.71,
FD-0128,Former Archive Annex 11,0.53,2.6,1875,187,internal_conflict,853,634,gradual_erosion,coordination_failure,no_cascade,True,,0.18,0.47,False,4,distributed_memory,,partial_loss,935,O. Venn,historical_record,Federation dissolved due to internal_conflict; demonstrated importance of communication,0.75,
FD-0129,Western Trade Coalition 27,0.51,2.6,65,187,boundary_collapse,882,535,sudden_collapse,trust_breakdown,no_cascade,False,True,0.21,0.58,False,4,preservation_capacity,long_term_preservation,minimal_loss,930,Klutch CC Research,inference,Federation dissolved due to boundary_collapse; demonstrated importance of goal alignment,0.79,
FD-0130,Western Mill Crew 23,0.89,2.7,975,164,defection_cascade,924,570,absorption_into_larger,goal_divergence,no_cascade,True,False,0.17,0.31,False,5,threat_response,expansion,complete_loss,919,O. Venn,historical_record,Federation dissolved due to defection_cascade; demonstrated importance of goal alignment,0.74,
FD-0131,Western Colony 24,0.48,3.0,628,122,leadership_vacuum,883,638,absorption_into_larger,trust_breakdown,no_cascade,True,True,0.14,0.61,False,3,none_significant,long_term_preservation,significant_loss,929,Klutch CC Research,historical_record,Federation dissolved due to leadership_vacuum; demonstrated importance of goal alignment,0.73,
FD-0132,Eastern Survey Team 29,0.85,3.4,206,98,internal_conflict,866,511,absorption_into_larger,external_force,local_spread,True,False,0.01,0.51,False,2,none_significant,expansion,no_loss,939,T. Mord,testimony,Federation dissolved due to internal_conflict; demonstrated importance of boundary maintenance,0.51,
FD-0133,Former Colony 22,0.41,3.0,1090,169,leadership_vacuum,875,271,violent_breakup,trust_breakdown,hierarchical_collapse,True,,0.29,0.62,True,0,preservation_capacity,,significant_loss,920,P. Anster,direct_observation,Federation dissolved due to leadership_vacuum; demonstrated importance of boundary maintenance,0.65,
FD-0134,Old Survey Team 9,0.44,3.8,113,69,trust_failure,884,527,violent_breakup,external_force,local_spread,True,False,0.14,0.35,False,4,coordination,,minimal_loss,937,Archive Survey Team,inference,Federation dissolved due to trust_failure; demonstrated importance of communication,0.64,
FD-0135,Eastern Archive Annex 5,0.56,2.8,1722,50,dens_proximity,863,673,gradual_erosion,coordination_failure,local_spread,True,False,0.15,0.37,False,5,coordination,status,partial_loss,940,P. Anster,archaeological,Federation dissolved due to dens_proximity; demonstrated importance of communication,0.64,
FD-0136,Western Research Circle 18,0.65,3.0,467,159,internal_conflict,889,444,sudden_collapse,memory_failure,local_spread,False,False,0.13,0.41,False,0,preservation_capacity,,minimal_loss,924,Boundary Commission,historical_record,Federation dissolved due to internal_conflict; demonstrated importance of redundancy,0.59,
FD-0137,Old Survey Team 10,0.78,3.6,815,95,defection_cascade,871,665,planned_disbanding,boundary_permeation,local_spread,False,,0.19,0.46,True,5,threat_response,status,minimal_loss,915,O. Venn,inference,Federation dissolved due to defection_cascade; demonstrated importance of redundancy,0.75,
FD-0138,Old Archive Annex 2,0.57,3.9,1847,10,internal_conflict,925,942,violent_breakup,communication_failure,network_propagation,True,,0.06,0.6,False,3,none_significant,,significant_loss,917,Independent Observer,testimony,Federation dissolved due to internal_conflict; demonstrated importance of communication,0.83,
FD-0139,Western Mill Crew 26,0.7,3.7,595,10,external_destruction,879,477,absorption_into_larger,goal_divergence,hierarchical_collapse,False,False,0.14,0.57,False,3,preservation_capacity,,significant_loss,932,T. Mord,direct_observation,Federation dissolved due to external_destruction; demonstrated importance of goal alignment,0.9,
FD-0140,Western Trade Coalition 26,0.79,3.1,863,153,boundary_collapse,892,516,gradual_erosion,goal_divergence,network_propagation,True,True,0.04,0.61,False,2,coordination,,partial_loss,939,O. Venn,historical_record,Federation dissolved due to boundary_collapse; demonstrated importance of boundary maintenance,0.76,
FD-0141,Former Survey Team 11,0.57,2.9,1858,196,communication_breakdown,892,598,fission_into_smaller,trust_breakdown,local_spread,True,False,0.1,0.48,False,4,distributed_memory,,minimal_loss,928,T. Mord,testimony,Federation dissolved due to communication_breakdown; demonstrated importance of boundary maintenance,0.59,
FD-0142,Former Trade Coalition 7,0.49,2.6,920,73,trust_failure,940,401,violent_breakup,goal_divergence,local_spread,True,False,0.1,0.41,True,2,threat_response,expansion,partial_loss,918,T. Crost,historical_record,Federation dissolved due to trust_failure; demonstrated importance of goal alignment,0.55,
FD-0143,Eastern Mill Crew 29,0.45,3.0,44,121,trust_failure,915,281,violent_breakup,coordination_failure,local_spread,False,False,0.27,0.78,True,3,coordination,,partial_loss,917,T. Mord,direct_observation,Federation dissolved due to trust_failure; demonstrated importance of boundary maintenance,0.59,
FD-0144,Old Colony 28,0.62,3.4,1985,76,communication_breakdown,882,418,absorption_into_larger,goal_divergence,network_propagation,True,False,0.1,0.75,False,2,coordination,,significant_loss,940,P. Anster,archaeological,Federation dissolved due to communication_breakdown; demonstrated importance of redundancy,0.63,
FD-0145,Western Trade Coalition 21,0.76,3.6,420,7,trust_failure,921,259,violent_breakup,goal_divergence,network_propagation,True,False,0.18,0.43,False,4,coordination,,minimal_loss,935,T. Crost,direct_observation,Federation dissolved due to trust_failure; demonstrated importance of goal alignment,0.56,
FD-0146,Old Colony 13,0.48,3.2,1588,87,resource_exhaustion,929,606,fission_into_smaller,coordination_failure,hierarchical_collapse,True,,0.1,0.59,False,4,distributed_memory,expansion,no_loss,916,T. Crost,testimony,Federation dissolved due to resource_exhaustion; demonstrated importance of boundary maintenance,0.51,
FD-0147,Old Archive Annex 23,0.55,3.4,280,167,goal_completion,936,288,fission_into_smaller,coordination_failure,simultaneous,True,True,0.26,0.62,False,0,preservation_capacity,status,complete_loss,922,T. Crost,biological_observation,Federation dissolved due to goal_completion; demonstrated importance of maintaining trust,0.67,
FD-0148,Western Archive Annex 5,0.47,3.1,1491,24,resource_exhaustion,898,320,planned_disbanding,trust_breakdown,network_propagation,True,False,0.03,0.61,False,0,none_significant,long_term_preservation,minimal_loss,926,Archive Survey Team,direct_observation,Federation dissolved due to resource_exhaustion; demonstrated importance of redundancy,0.9,
FD-0149,Western Trade Coalition 3,0.83,2.9,1735,90,leadership_vacuum,880,26,planned_disbanding,communication_failure,no_cascade,True,,0.19,1.0,False,4,coordination,,minimal_loss,917,T. Mord,historical_record,Federation dissolved due to leadership_vacuum; demonstrated importance of communication,0.79,
FD-0150,Western Survey Team 23,0.68,2.7,1032,129,external_destruction,901,53,fission_into_smaller,boundary_permeation,local_spread,False,,0.17,0.73,False,5,distributed_memory,none,partial_loss,914,P. Anster,inference,Federation dissolved due to external_destruction; demonstrated importance of maintaining trust,0.73,
