date,weather_type,temperature,wind_direction,wind_strength,ground_moisture,visibility,drift_modifier,compass_variance_modifier,dens_mist_active,days_since_mist,anomaly_probability_modifier,notes
1845-11-20,overcast,mild,south,light,9.5,0.9,1.1,1.0,False,79,1.0,
1845-11-21,fog,mild,east,light,10.1,0.5,1.3,1.1,False,80,1.0,
1845-11-22,clear,cool,west,light,7.2,1.0,1.0,1.5,False,81,1.0,
1845-11-23,clear,mild,east,light,5.0,1.0,1.0,1.0,False,82,1.0,
1845-11-24,fog,mild,south,moderate,5.7,0.5,1.3,1.1,False,83,1.0,
1845-11-25,clear,cold,east,light,5.0,1.0,1.0,1.0,False,84,1.0,
1845-11-26,clear,mild,south,strong,5.0,1.0,1.0,1.0,False,85,1.0,
1845-11-27,dens_mist,cool,west,strong,6.6,0.3,2.0,1.95,True,0,3.0,Ground-hugging mist obscures the perimeter markers. Wind from the west carries a distant low tone.
1845-11-28,overcast,mild,calm,calm,5.7,0.9,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1845-11-29,clear,mild,calm,calm,5.0,1.0,1.25,1.0,True,2,2.0,
1845-11-30,overcast,cold,west,light,5.0,0.9,1.12,1.5,True,3,1.5,
1845-12-01,overcast,cold,calm,calm,5.0,0.9,1.1,1.0,False,4,1.0,
1845-12-02,clear,cold,north,light,5.0,1.0,1.0,1.0,False,5,1.0,
1845-12-03,rain,cold,south,light,11.8,0.7,1.2,1.0,False,6,1.0,
1845-12-04,clear,cold,calm,calm,9.1,1.0,1.0,1.0,False,7,1.0,
1845-12-05,clear,cool,north,light,6.4,1.0,1.0,1.0,False,8,1.0,
1845-12-06,clear,cold,west,moderate,5.0,1.0,1.0,1.5,False,9,1.0,Wind from the west carries a distant low tone.
1845-12-07,clear,cold,east,light,5.0,1.0,1.0,1.0,False,10,1.0,
1845-12-08,overcast,cold,calm,calm,5.0,0.9,1.1,1.0,False,11,1.0,
1845-12-09,fog,cold,north,strong,6.0,0.5,1.3,1.1,False,12,1.0,
1845-12-10,clear,cold,north,light,5.0,1.0,1.0,1.0,False,13,1.0,
1845-12-11,clear,cold,south,light,5.0,1.0,1.0,1.0,False,14,1.0,
1845-12-12,overcast,cold,east,strong,5.0,0.9,1.1,1.0,False,15,1.0,
1845-12-13,fog,cold,east,strong,6.5,0.5,1.3,1.1,False,16,1.0,
1845-12-14,clear,cool,south,light,5.0,1.0,1.0,1.0,False,17,1.0,
1845-12-15,fog,cold,calm,calm,5.9,0.5,1.3,1.1,False,18,1.0,
1845-12-16,overcast,cold,east,light,5.0,0.9,1.1,1.0,False,19,1.0,
1845-12-17,overcast,cold,east,light,5.0,0.9,1.1,1.0,False,20,1.0,
1845-12-18,overcast,cold,east,moderate,5.0,0.9,1.1,1.0,False,21,1.0,
1845-12-19,overcast,cold,east,light,5.0,0.9,1.1,1.0,False,22,1.0,
1845-12-20,clear,cold,north,light,5.0,1.0,1.0,1.0,False,23,1.0,
1845-12-21,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,24,1.0,
1845-12-22,clear,cool,east,moderate,5.0,1.0,1.0,1.0,False,25,1.0,
1845-12-23,clear,cool,north,light,5.0,1.0,1.0,1.0,False,26,1.0,
1845-12-24,fog,cold,north,light,5.8,0.5,1.3,1.1,False,27,1.0,
1845-12-25,overcast,cold,north,moderate,5.0,0.9,1.1,1.0,False,28,1.0,
1845-12-26,clear,cool,north,light,5.0,1.0,1.0,1.0,False,29,1.0,
1845-12-27,clear,cool,north,moderate,5.0,1.0,1.0,1.0,False,30,1.0,
1845-12-28,clear,cool,west,moderate,5.0,1.0,1.0,1.5,False,31,1.0,Wind from the west carries a distant low tone.
1845-12-29,clear,cool,north,light,5.0,1.0,1.0,1.0,False,32,1.0,
1845-12-30,clear,cold,east,light,5.0,1.0,1.0,1.0,False,33,1.0,
1845-12-31,clear,cool,north,strong,5.0,1.0,1.0,1.0,False,34,1.0,
1846-01-01,fog,cold,east,moderate,5.7,0.5,1.3,1.1,False,35,1.0,
1846-01-02,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,36,1.0,
1846-01-03,clear,cold,west,light,5.0,1.0,1.0,1.5,False,37,1.0,
1846-01-04,dens_mist,cold,east,moderate,7.9,0.3,2.0,1.3,True,0,3.0,Ground-hugging mist obscures the perimeter markers.
1846-01-05,clear,cold,west,light,5.2,1.0,1.5,1.5,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-01-06,overcast,cold,calm,calm,5.0,0.9,1.25,1.0,True,2,2.0,
1846-01-07,clear,cold,west,moderate,5.0,1.0,1.12,1.5,True,3,1.5,Wind from the west carries a distant low tone.
1846-01-08,overcast,cold,west,moderate,5.0,0.9,1.1,1.5,False,4,1.0,Wind from the west carries a distant low tone.
1846-01-09,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,5,1.0,
1846-01-10,clear,cool,south,moderate,5.0,1.0,1.0,1.0,False,6,1.0,
1846-01-11,clear,cold,west,strong,5.0,1.0,1.0,1.5,False,7,1.0,Wind from the west carries a distant low tone.
1846-01-12,overcast,cold,east,moderate,5.0,0.9,1.1,1.0,False,8,1.0,
1846-01-13,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,9,1.0,
1846-01-14,overcast,cold,west,moderate,5.0,0.9,1.1,1.5,False,10,1.0,Wind from the west carries a distant low tone.
1846-01-15,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,11,1.0,
1846-01-16,clear,cold,south,light,5.0,1.0,1.0,1.0,False,12,1.0,
1846-01-17,overcast,cool,calm,calm,5.0,0.9,1.1,1.0,False,13,1.0,
1846-01-18,overcast,cold,east,light,5.0,0.9,1.1,1.0,False,14,1.0,
1846-01-19,fog,cold,south,strong,5.6,0.5,1.3,1.1,False,15,1.0,
1846-01-20,clear,cold,south,light,5.0,1.0,1.0,1.0,False,16,1.0,
1846-01-21,overcast,cool,south,moderate,5.0,0.9,1.1,1.0,False,17,1.0,
1846-01-22,overcast,cold,west,strong,5.0,0.9,1.1,1.5,False,18,1.0,Wind from the west carries a distant low tone.
1846-01-23,dens_mist,cold,west,light,7.2,0.3,2.0,1.95,True,0,3.0,Ground-hugging mist obscures the perimeter markers.
1846-01-24,clear,cold,west,moderate,5.0,1.0,1.5,1.5,True,1,1.0,Wind from the west carries a distant low tone. Residual effects of yesterday's dens mist persist.
1846-01-25,overcast,cold,east,moderate,5.0,0.9,1.25,1.0,True,2,2.0,
1846-01-26,fog,cool,north,moderate,5.6,0.5,1.3,1.1,True,3,1.5,
1846-01-27,fog,cold,calm,calm,7.1,0.5,1.3,1.1,False,4,1.0,
1846-01-28,fog,cool,south,moderate,7.6,0.5,1.3,1.1,False,5,1.0,
1846-01-29,clear,cold,south,light,5.0,1.0,1.0,1.0,False,6,1.0,
1846-01-30,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,7,1.0,
1846-01-31,overcast,cold,north,strong,5.0,0.9,1.1,1.0,False,8,1.0,
1846-02-01,clear,cold,north,light,5.0,1.0,1.0,1.0,False,9,1.0,
1846-02-02,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,10,1.0,
1846-02-03,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,11,1.0,
1846-02-04,overcast,cool,south,light,5.0,0.9,1.1,1.0,False,12,1.0,
1846-02-05,clear,cold,east,strong,5.0,1.0,1.0,1.0,False,13,1.0,
1846-02-06,clear,cold,south,light,5.0,1.0,1.0,1.0,False,14,1.0,
1846-02-07,clear,cool,west,moderate,5.0,1.0,1.0,1.5,False,15,1.0,Wind from the west carries a distant low tone.
1846-02-08,fog,cold,east,light,6.4,0.5,1.3,1.1,False,16,1.0,
1846-02-09,clear,cold,north,light,5.0,1.0,1.0,1.0,False,17,1.0,
1846-02-10,clear,cold,west,strong,5.0,1.0,1.0,1.5,False,18,1.0,Wind from the west carries a distant low tone.
1846-02-11,overcast,cool,north,moderate,5.0,0.9,1.1,1.0,False,19,1.0,
1846-02-12,overcast,cold,west,light,5.0,0.9,1.1,1.5,False,20,1.0,
1846-02-13,clear,cool,east,light,5.0,1.0,1.0,1.0,False,21,1.0,
1846-02-14,fog,cold,east,light,6.1,0.5,1.3,1.1,False,22,1.0,
1846-02-15,overcast,cool,east,light,5.2,0.9,1.1,1.0,False,23,1.0,
1846-02-16,dens_mist,cold,north,light,8.0,0.3,2.0,1.3,True,0,3.0,Mist rises from the south before dawn.
1846-02-17,clear,cold,calm,calm,5.3,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-02-18,clear,cold,east,light,5.0,1.0,1.25,1.0,True,2,2.0,
1846-02-19,clear,cool,east,light,5.0,1.0,1.12,1.0,True,3,1.5,
1846-02-20,clear,cold,south,strong,5.0,1.0,1.0,1.0,False,4,1.0,
1846-02-21,clear,cold,north,light,5.0,1.0,1.0,1.0,False,5,1.0,
1846-02-22,clear,cold,south,light,5.0,1.0,1.0,1.0,False,6,1.0,
1846-02-23,clear,cold,west,strong,5.0,1.0,1.0,1.5,False,7,1.0,Wind from the west carries a distant low tone.
1846-02-24,overcast,cold,east,moderate,5.0,0.9,1.1,1.0,False,8,1.0,
1846-02-25,clear,cold,south,strong,5.0,1.0,1.0,1.0,False,9,1.0,
1846-02-26,clear,cold,north,moderate,5.0,1.0,1.0,1.0,False,10,1.0,
1846-02-27,clear,cold,east,strong,5.0,1.0,1.0,1.0,False,11,1.0,
1846-02-28,overcast,cool,east,light,5.0,0.9,1.1,1.0,False,12,1.0,
1846-03-01,overcast,cool,calm,calm,5.0,0.9,1.1,1.0,False,13,1.0,
1846-03-02,clear,mild,north,moderate,5.0,1.0,1.0,1.0,False,14,1.0,
1846-03-03,dens_mist,mild,north,moderate,6.3,0.3,2.0,1.3,True,0,3.0,"A pale mist drifts from the dens, carrying no smell."
1846-03-04,rain,cold,east,strong,12.3,0.7,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-03-05,clear,cold,south,light,9.0,1.0,1.25,1.0,True,2,2.0,
1846-03-06,clear,cool,east,light,5.6,1.0,1.12,1.0,True,3,1.5,
1846-03-07,clear,mild,calm,calm,5.0,1.0,1.0,1.0,False,4,1.0,
1846-03-08,overcast,mild,south,moderate,5.0,0.9,1.1,1.0,False,5,1.0,
1846-03-09,overcast,cold,north,moderate,5.0,0.9,1.1,1.0,False,6,1.0,
1846-03-10,fog,mild,south,light,5.9,0.5,1.3,1.1,False,7,1.0,
1846-03-11,fog,cool,north,light,7.1,0.5,1.3,1.1,False,8,1.0,
1846-03-12,clear,cool,east,light,5.0,1.0,1.0,1.0,False,9,1.0,
1846-03-13,overcast,cool,south,moderate,5.0,0.9,1.1,1.0,False,10,1.0,
1846-03-14,clear,cool,south,moderate,5.0,1.0,1.0,1.0,False,11,1.0,
1846-03-15,overcast,cold,east,moderate,5.0,0.9,1.1,1.0,False,12,1.0,
1846-03-16,clear,cold,south,light,5.0,1.0,1.0,1.0,False,13,1.0,
1846-03-17,overcast,cold,calm,calm,5.0,0.9,1.1,1.0,False,14,1.0,
1846-03-18,clear,cold,east,moderate,5.0,1.0,1.0,1.0,False,15,1.0,
1846-03-19,clear,cool,north,light,5.0,1.0,1.0,1.0,False,16,1.0,
1846-03-20,rain,cold,south,moderate,8.2,0.7,1.2,1.0,False,17,1.0,
1846-03-21,overcast,cool,east,light,7.1,0.9,1.1,1.0,False,18,1.0,
1846-03-22,clear,mild,north,moderate,5.0,1.0,1.0,1.0,False,19,1.0,
1846-03-23,clear,mild,west,light,5.0,1.0,1.0,1.5,False,20,1.0,
1846-03-24,overcast,cold,north,light,5.0,0.9,1.1,1.0,False,21,1.0,
1846-03-25,overcast,mild,east,strong,5.0,0.9,1.1,1.0,False,22,1.0,
1846-03-26,dens_mist,cool,north,light,6.3,0.3,2.0,1.3,True,0,3.0,The mist comes with an unnatural stillness.
1846-03-27,rain,cool,west,light,10.2,0.7,1.5,1.5,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-03-28,rain,cool,south,strong,17.9,0.7,1.25,1.0,True,2,2.0,
1846-03-29,rain,cool,south,moderate,21.1,0.7,1.2,1.0,True,3,1.5,
1846-03-30,clear,cold,south,moderate,17.8,1.0,1.0,1.0,False,4,1.0,
1846-03-31,clear,cold,north,light,14.5,1.0,1.0,1.0,False,5,1.0,
1846-04-01,clear,cold,south,light,11.1,1.0,1.0,1.0,False,6,1.0,
1846-04-02,overcast,cool,west,moderate,10.0,0.9,1.1,1.5,False,7,1.0,Wind from the west carries a distant low tone.
1846-04-03,overcast,mild,west,strong,8.9,0.9,1.1,1.5,False,8,1.0,Wind from the west carries a distant low tone.
1846-04-04,fog,mild,east,light,10.1,0.5,1.3,1.1,False,9,1.0,
1846-04-05,clear,cool,west,light,6.8,1.0,1.0,1.5,False,10,1.0,
1846-04-06,overcast,cool,north,light,5.7,0.9,1.1,1.0,False,11,1.0,
1846-04-07,clear,cool,north,moderate,5.0,1.0,1.0,1.0,False,12,1.0,
1846-04-08,overcast,mild,south,moderate,5.0,0.9,1.1,1.0,False,13,1.0,
1846-04-09,fog,cool,south,light,6.3,0.5,1.3,1.1,False,14,1.0,
1846-04-10,clear,cold,north,strong,5.0,1.0,1.0,1.0,False,15,1.0,
1846-04-11,dens_mist,cool,calm,calm,7.6,0.3,2.0,1.3,True,0,3.0,"A pale mist drifts from the dens, carrying no smell."
1846-04-12,clear,cool,south,moderate,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-04-13,clear,cool,calm,calm,5.0,1.0,1.25,1.0,True,2,2.0,
1846-04-14,clear,cool,calm,calm,5.0,1.0,1.12,1.0,True,3,1.5,
1846-04-15,clear,mild,east,moderate,5.0,1.0,1.0,1.0,False,4,1.0,
1846-04-16,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,5,1.0,
1846-04-17,clear,cold,north,light,5.0,1.0,1.0,1.0,False,6,1.0,
1846-04-18,overcast,cool,north,light,5.0,0.9,1.1,1.0,False,7,1.0,
1846-04-19,clear,cool,south,strong,5.0,1.0,1.0,1.0,False,8,1.0,
1846-04-20,clear,cold,south,moderate,5.0,1.0,1.0,1.0,False,9,1.0,
1846-04-21,overcast,cool,north,light,5.0,0.9,1.1,1.0,False,10,1.0,
1846-04-22,dens_mist,cool,north,light,7.2,0.3,2.0,1.3,True,0,3.0,"A pale mist drifts from the dens, carrying no smell."
1846-04-23,clear,cold,north,light,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-04-24,clear,mild,north,moderate,5.0,1.0,1.25,1.0,True,2,2.0,
1846-04-25,overcast,mild,north,light,5.0,0.9,1.12,1.0,True,3,1.5,
1846-04-26,fog,cool,south,light,6.0,0.5,1.3,1.1,False,4,1.0,
1846-04-27,overcast,cool,east,light,5.0,0.9,1.1,1.0,False,5,1.0,
1846-04-28,clear,mild,west,light,5.0,1.0,1.0,1.5,False,6,1.0,
1846-04-29,rain,cold,north,light,10.1,0.7,1.2,1.0,False,7,1.0,
1846-04-30,clear,cool,calm,calm,6.8,1.0,1.0,1.0,False,8,1.0,
1846-05-01,clear,mild,west,light,5.0,1.0,1.0,1.5,False,9,1.0,
1846-05-02,dens_mist,cool,east,light,6.9,0.3,2.0,1.3,True,0,3.0,Mist rises from the south before dawn.
1846-05-03,fog,cool,east,strong,8.0,0.5,1.5,1.1,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-05-04,clear,mild,north,light,5.0,1.0,1.25,1.0,True,2,2.0,
1846-05-05,fog,mild,south,light,6.5,0.5,1.3,1.1,True,3,1.5,
1846-05-06,clear,cool,east,light,5.0,1.0,1.0,1.0,False,4,1.0,
1846-05-07,fog,cold,south,light,5.6,0.5,1.3,1.1,False,5,1.0,
1846-05-08,overcast,cold,west,light,5.0,0.9,1.1,1.5,False,6,1.0,
1846-05-09,rain,cold,east,light,8.2,0.7,1.2,1.0,False,7,1.0,
1846-05-10,overcast,cool,west,light,7.0,0.9,1.1,1.5,False,8,1.0,
1846-05-11,fog,cool,north,strong,8.5,0.5,1.3,1.1,False,9,1.0,
1846-05-12,rain,cold,west,strong,16.4,0.7,1.2,1.5,False,10,1.0,Wind from the west carries a distant low tone.
1846-05-13,rain,mild,north,strong,23.9,0.7,1.2,1.0,False,11,1.0,
1846-05-14,overcast,mild,south,strong,22.8,0.9,1.1,1.0,False,12,1.0,
1846-05-15,clear,cool,east,moderate,19.4,1.0,1.0,1.0,False,13,1.0,
1846-05-16,clear,mild,east,strong,16.1,1.0,1.0,1.0,False,14,1.0,
1846-05-17,clear,cold,calm,calm,12.8,1.0,1.0,1.0,False,15,1.0,
1846-05-18,rain,mild,north,moderate,18.9,0.7,1.2,1.0,False,16,1.0,
1846-05-19,fog,mild,south,light,19.4,0.5,1.3,1.1,False,17,1.0,
1846-05-20,clear,cool,south,moderate,16.1,1.0,1.0,1.0,False,18,1.0,
1846-05-21,overcast,cool,north,light,15.0,0.9,1.1,1.0,False,19,1.0,
1846-05-22,clear,cool,north,strong,11.6,1.0,1.0,1.0,False,20,1.0,
1846-05-23,dens_mist,cool,west,light,13.5,0.3,2.0,1.95,True,0,3.0,Mist rises from the south before dawn.
1846-05-24,clear,cool,north,strong,10.2,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-05-25,fog,cool,east,light,11.6,0.5,1.3,1.1,True,2,2.0,
1846-05-26,rain,cold,east,light,17.9,0.7,1.2,1.0,True,3,1.5,
1846-05-27,clear,cool,east,moderate,14.6,1.0,1.0,1.0,False,4,1.0,
1846-05-28,clear,mild,south,light,11.3,1.0,1.0,1.0,False,5,1.0,
1846-05-29,clear,cool,east,moderate,7.9,1.0,1.0,1.0,False,6,1.0,
1846-05-30,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,7,1.0,
1846-05-31,clear,mild,east,moderate,5.0,1.0,1.0,1.0,False,8,1.0,
1846-06-01,clear,warm,south,light,5.0,1.0,1.0,1.0,False,9,1.0,
1846-06-02,clear,warm,calm,calm,5.0,1.0,1.0,1.0,False,10,1.0,
1846-06-03,dens_mist,mild,south,moderate,7.6,0.3,2.0,1.3,True,0,3.0,Mist so thick the moat cannot be seen from ten paces.
1846-06-04,clear,mild,north,moderate,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-06-05,clear,warm,calm,calm,5.0,1.0,1.25,1.0,True,2,2.0,
1846-06-06,clear,warm,north,moderate,5.0,1.0,1.12,1.0,True,3,1.5,
1846-06-07,fog,warm,north,light,5.8,0.5,1.3,1.1,False,4,1.0,
1846-06-08,clear,mild,south,light,5.0,1.0,1.0,1.0,False,5,1.0,
1846-06-09,fog,warm,north,moderate,6.2,0.5,1.3,1.1,False,6,1.0,
1846-06-10,clear,warm,east,strong,5.0,1.0,1.0,1.0,False,7,1.0,
1846-06-11,clear,mild,west,strong,5.0,1.0,1.0,1.5,False,8,1.0,Wind from the west carries a distant low tone.
1846-06-12,overcast,warm,west,strong,5.0,0.9,1.1,1.5,False,9,1.0,Wind from the west carries a distant low tone.
1846-06-13,overcast,warm,north,light,5.0,0.9,1.1,1.0,False,10,1.0,
1846-06-14,overcast,warm,north,light,5.0,0.9,1.1,1.0,False,11,1.0,
1846-06-15,clear,warm,north,moderate,5.0,1.0,1.0,1.0,False,12,1.0,
1846-06-16,clear,warm,north,light,5.0,1.0,1.0,1.0,False,13,1.0,
1846-06-17,fog,mild,calm,calm,6.3,0.5,1.3,1.1,False,14,1.0,
1846-06-18,overcast,warm,calm,calm,5.3,0.9,1.1,1.0,False,15,1.0,
1846-06-19,overcast,warm,east,light,5.0,0.9,1.1,1.0,False,16,1.0,
1846-06-20,clear,warm,west,moderate,5.0,1.0,1.0,1.5,False,17,1.0,Wind from the west carries a distant low tone.
1846-06-21,clear,warm,south,light,5.0,1.0,1.0,1.0,False,18,1.0,
1846-06-22,clear,warm,south,light,5.0,1.0,1.0,1.0,False,19,1.0,
1846-06-23,clear,mild,west,light,5.0,1.0,1.0,1.5,False,20,1.0,
1846-06-24,clear,mild,east,light,5.0,1.0,1.0,1.0,False,21,1.0,
1846-06-25,clear,warm,east,moderate,5.0,1.0,1.0,1.0,False,22,1.0,
1846-06-26,clear,warm,calm,calm,5.0,1.0,1.0,1.0,False,23,1.0,
1846-06-27,clear,warm,west,light,5.0,1.0,1.0,1.5,False,24,1.0,
1846-06-28,clear,warm,calm,calm,5.0,1.0,1.0,1.0,False,25,1.0,
1846-06-29,clear,warm,west,light,5.0,1.0,1.0,1.5,False,26,1.0,
1846-06-30,clear,mild,north,moderate,5.0,1.0,1.0,1.0,False,27,1.0,
1846-07-01,clear,warm,calm,calm,5.0,1.0,1.0,1.0,False,28,1.0,
1846-07-02,clear,warm,west,light,5.0,1.0,1.0,1.5,False,29,1.0,
1846-07-03,clear,warm,west,light,5.0,1.0,1.0,1.5,False,30,1.0,
1846-07-04,overcast,mild,north,moderate,5.0,0.9,1.1,1.0,False,31,1.0,
1846-07-05,clear,mild,south,strong,5.0,1.0,1.0,1.0,False,32,1.0,
1846-07-06,overcast,warm,west,light,5.0,0.9,1.1,1.5,False,33,1.0,
1846-07-07,rain,warm,north,light,10.5,0.7,1.2,1.0,False,34,1.0,
1846-07-08,fog,warm,south,light,11.1,0.5,1.3,1.1,False,35,1.0,
1846-07-09,rain,warm,west,light,18.7,0.7,1.2,1.5,False,36,1.0,
1846-07-10,clear,warm,south,light,15.7,1.0,1.0,1.0,False,37,1.0,
1846-07-11,clear,warm,south,moderate,12.7,1.0,1.0,1.0,False,38,1.0,
1846-07-12,rain,warm,south,moderate,16.4,0.7,1.2,1.0,False,39,1.0,
1846-07-13,overcast,warm,east,light,15.4,0.9,1.1,1.0,False,40,1.0,
1846-07-14,overcast,warm,south,light,14.4,0.9,1.1,1.0,False,41,1.0,
1846-07-15,overcast,warm,east,moderate,13.4,0.9,1.1,1.0,False,42,1.0,
1846-07-16,overcast,warm,east,moderate,12.4,0.9,1.1,1.0,False,43,1.0,
1846-07-17,clear,warm,north,light,9.4,1.0,1.0,1.0,False,44,1.0,
1846-07-18,overcast,mild,calm,calm,8.4,0.9,1.1,1.0,False,45,1.0,
1846-07-19,clear,warm,west,strong,5.4,1.0,1.0,1.5,False,46,1.0,Wind from the west carries a distant low tone.
1846-07-20,clear,mild,north,moderate,5.0,1.0,1.0,1.0,False,47,1.0,
1846-07-21,clear,warm,calm,calm,5.0,1.0,1.0,1.0,False,48,1.0,
1846-07-22,fog,warm,south,moderate,6.1,0.5,1.3,1.1,False,49,1.0,
1846-07-23,clear,warm,east,light,5.0,1.0,1.0,1.0,False,50,1.0,
1846-07-24,clear,warm,east,light,5.0,1.0,1.0,1.0,False,51,1.0,
1846-07-25,fog,warm,south,moderate,6.2,0.5,1.3,1.1,False,52,1.0,
1846-07-26,clear,mild,calm,calm,5.0,1.0,1.0,1.0,False,53,1.0,
1846-07-27,clear,mild,east,strong,5.0,1.0,1.0,1.0,False,54,1.0,
1846-07-28,clear,warm,north,moderate,5.0,1.0,1.0,1.0,False,55,1.0,
1846-07-29,overcast,mild,calm,calm,5.0,0.9,1.1,1.0,False,56,1.0,
1846-07-30,overcast,warm,north,light,5.0,0.9,1.1,1.0,False,57,1.0,
1846-07-31,clear,mild,west,light,5.0,1.0,1.0,1.5,False,58,1.0,
1846-08-01,rain,warm,west,strong,10.5,0.7,1.2,1.5,False,59,1.0,Wind from the west carries a distant low tone.
1846-08-02,rain,warm,east,moderate,15.2,0.7,1.2,1.0,False,60,1.0,
1846-08-03,clear,warm,south,moderate,12.2,1.0,1.0,1.0,False,61,1.0,
1846-08-04,rain,warm,east,light,15.7,0.7,1.2,1.0,False,62,1.0,
1846-08-05,overcast,warm,south,light,14.7,0.9,1.1,1.0,False,63,1.0,
1846-08-06,clear,warm,calm,calm,11.7,1.0,1.0,1.0,False,64,1.0,
1846-08-07,clear,warm,north,moderate,8.7,1.0,1.0,1.0,False,65,1.0,
1846-08-08,overcast,warm,calm,calm,7.7,0.9,1.1,1.0,False,66,1.0,
1846-08-09,overcast,warm,north,moderate,6.7,0.9,1.1,1.0,False,67,1.0,
1846-08-10,overcast,warm,south,light,5.7,0.9,1.1,1.0,False,68,1.0,
1846-08-11,clear,mild,east,strong,5.0,1.0,1.0,1.0,False,69,1.0,
1846-08-12,clear,warm,south,light,5.0,1.0,1.0,1.0,False,70,1.0,
1846-08-13,clear,warm,north,light,5.0,1.0,1.0,1.0,False,71,1.0,
1846-08-14,dens_mist,warm,north,moderate,6.2,0.3,2.0,1.3,True,0,3.0,"A pale mist drifts from the dens, carrying no smell."
1846-08-15,clear,warm,south,light,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-08-16,dens_mist,warm,north,light,7.3,0.3,2.0,1.3,True,0,3.0,Mist rises from the south before dawn.
1846-08-17,clear,mild,east,light,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-08-18,rain,warm,calm,calm,11.6,0.7,1.25,1.0,True,2,2.0,
1846-08-19,rain,warm,west,light,17.2,0.7,1.2,1.5,True,3,1.5,
1846-08-20,clear,warm,west,moderate,14.2,1.0,1.0,1.5,False,4,1.0,Wind from the west carries a distant low tone.
1846-08-21,clear,warm,south,strong,11.2,1.0,1.0,1.0,False,5,1.0,
1846-08-22,clear,warm,north,light,8.2,1.0,1.0,1.0,False,6,1.0,
1846-08-23,clear,warm,east,light,5.2,1.0,1.0,1.0,False,7,1.0,
1846-08-24,clear,warm,south,light,5.0,1.0,1.0,1.0,False,8,1.0,
1846-08-25,dens_mist,mild,north,moderate,6.6,0.3,2.0,1.3,True,0,3.0,Ground-hugging mist obscures the perimeter markers.
1846-08-26,clear,warm,calm,calm,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-08-27,clear,warm,east,light,5.0,1.0,1.25,1.0,True,2,2.0,
1846-08-28,clear,warm,north,light,5.0,1.0,1.12,1.0,True,3,1.5,
1846-08-29,overcast,warm,east,moderate,5.0,0.9,1.1,1.0,False,4,1.0,
1846-08-30,overcast,mild,south,light,5.0,0.9,1.1,1.0,False,5,1.0,
1846-08-31,rain,warm,calm,calm,11.8,0.7,1.2,1.0,False,6,1.0,
1846-09-01,clear,cold,west,light,8.9,1.0,1.0,1.5,False,7,1.0,
1846-09-02,fog,mild,calm,calm,10.2,0.5,1.3,1.1,False,8,1.0,
1846-09-03,overcast,mild,calm,calm,9.3,0.9,1.1,1.0,False,9,1.0,
1846-09-04,rain,cold,calm,calm,14.4,0.7,1.2,1.0,False,10,1.0,
1846-09-05,fog,cold,west,light,15.4,0.5,1.3,1.65,False,11,1.0,
1846-09-06,dens_mist,mild,south,strong,18.0,0.3,2.0,1.3,True,0,3.0,The mist comes with an unnatural stillness.
1846-09-07,clear,mild,south,moderate,15.1,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1846-09-08,overcast,mild,north,light,14.2,0.9,1.25,1.0,True,2,2.0,
1846-09-09,overcast,mild,west,moderate,13.2,0.9,1.12,1.5,True,3,1.5,Wind from the west carries a distant low tone.
1846-09-10,clear,mild,east,light,10.4,1.0,1.0,1.0,False,4,1.0,
1846-09-11,fog,mild,east,light,11.3,0.5,1.3,1.1,False,5,1.0,
1846-09-12,rain,cool,east,moderate,16.4,0.7,1.2,1.0,False,6,1.0,
1846-09-13,overcast,mild,north,strong,15.4,0.9,1.1,1.0,False,7,1.0,
1846-09-14,dens_mist,mild,east,light,16.9,0.3,2.0,1.3,True,0,3.0,Ground-hugging mist obscures the perimeter markers.
1846-09-15,clear,mild,east,light,14.1,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
