event_id,event_name,form_id,form_type,form_complexity,form_novelty,prior_manifestations,location,region,dens_proximity_km,boundary_instability_index,spatial_curvature,ingression_mode,ingression_duration_minutes,manifestation_completeness,stability_post_ingression,fidelity_score,distortion_type,noise_level,observer,observer_type,instrument_used,prebel_effect_observed,observation_year,documented_year,vells_category,confidence,notes
IE-0112,Tension Manifestation 900,FORM-0121,relationship,moderate,familiar,16,Dissolution zone,Dens,0.0,9.8,extreme,blending,904.82,0.95,dissolved,0.83,hybrid_contamination,minimal,Boundary Commission,indigenous,False,False,900,908,decelerated,0.85,
IE-0113,Assembly Event 912,,structure,highly_complex,unusual,26,Southern perimeter,Dens boundary,21.7,8.3,extreme,cascading,33807.77,0.96,transformed,0.88,none,extreme,T. Mord,indigenous,True,False,912,914,decelerated,0.86,
IE-0114,Design Arrival 924,FORM-0302,structure,highly_complex,rare,87,Sector NE-4,Dens boundary,26.3,8.3,highly_curved,cascading,3051.35,1.0,gradually_stabilizing,0.72,noise_overlay,minimal,A. Prebel,surveyor,False,False,924,924,standard,0.6,
IE-0115,Sequence Arrival 896,FORM-0986,pattern,highly_complex,rare,42,Southern approach,Yeller Quarry,130.1,6.8,highly_curved,gradual,192788.09,1.0,stable,0.85,scale_distortion,high,C. Vells,indigenous,False,True,896,896,decelerated,0.8,
IE-0116,Convergence Arrival 895,,phenomenon,moderate,familiar,55,Southern approach,Yeller Quarry,119.2,7.5,highly_curved,replacement,14.84,0.66,degrading,0.76,hybrid_contamination,moderate,S. Moll,multiple,False,False,895,895,recursive,0.83,
IE-0117,Convergence Arrival 931,FORM-0803,phenomenon,simple,unusual,98,Third Mill,Yeller Quarry,122.1,6.6,moderately_curved,competing,35.55,0.84,dissolved,0.71,scale_distortion,low,Capital Survey Team,healer,False,False,931,940,decelerated,0.93,
IE-0118,Convergence Emergence 918,FORM-0898,phenomenon,complex,unprecedented,0,Sector SW-6,Dens boundary,40.5,8.1,highly_curved,gradual,6950.48,0.74,transformed,0.88,none,high,A. Vells,surveyor,False,False,918,924,decelerated,0.74,
IE-0119,Merged Manifestation 897,,hybrid,simple,unusual,57,Dens interior,Dens,0.0,9.4,extreme,cascading,85.23,1.0,transformed,0.97,none,extreme,T. Mord,archivist,False,False,897,903,decelerated,0.89,
IE-0120,Response Emergence 897,,behavior,simple,unusual,7,Tower base,Tower of Mirado,210.6,5.8,mildly_curved,cascading,40.9,0.66,stable,0.62,scale_distortion,high,Boundary Commission,healer,False,False,897,897,decelerated,0.89,
IE-0121,Hybrid Formation 929,FORM-0066,hybrid,highly_complex,rare,29,Northern margin,Dens boundary,42.3,8.4,extreme,oscillating,61573.22,0.93,degrading,0.88,none,extreme,Boundary Commission,archivist,True,True,929,930,decelerated,0.7,
IE-0122,Emergence Event 924,FORM-0021,behavior,highly_complex,rare,74,Scholar's Quarter,Capital,293.7,1.9,flat,competing,53681.11,0.57,transformed,0.55,noise_overlay,moderate,S. Moll,scholar,True,False,924,934,decelerated,0.98,
IE-0123,Affinity Arrival 908,,relationship,complex,unprecedented,0,Sector NE-4,Dens boundary,49.3,7.3,moderately_curved,blending,9829.78,0.83,transformed,0.79,structural_variation,extreme,M. Strand,scholar,False,False,908,913,decelerated,0.77,
IE-0124,Architecture Emergence 917,FORM-0502,structure,moderate,unusual,82,Quarry interior,Yeller Quarry,112.2,8.4,highly_curved,blending,554.18,0.74,fluctuating,0.78,hybrid_contamination,high,M. Strand,surveyor,False,False,917,917,decelerated,0.54,
IE-0125,Merged Appearance 917,,hybrid,highly_complex,rare,96,Sector NE-4,Dens boundary,30.0,6.6,highly_curved,sudden,938.49,1.0,stable,0.8,structural_variation,minimal,M. Strand,multiple,False,False,917,927,accelerated,0.97,
IE-0126,Response Appearance 914,FORM-0513,behavior,moderate,variant,24,Ascetic village,Northo,339.4,0.8,flat,replacement,774.92,0.47,gradually_stabilizing,0.52,scale_distortion,extreme,E. Pol,trapper,False,False,914,916,blocked_complete,0.97,
IE-0127,Merged Event 920,FORM-0696,hybrid,complex,unprecedented,0,Ascetic village,Northo,359.7,0.0,mildly_curved,cascading,8688.13,0.44,dissolved,0.48,noise_overlay,extreme,A. Vells,trapper,True,True,920,929,blocked_partial,0.68,
IE-0128,Architecture Arrival 893,FORM-0447,structure,simple,variant,53,Western approach,Dens boundary,39.8,8.7,highly_curved,gradual,79.52,0.89,gradually_stabilizing,0.86,none,low,Ingression Study Group,trapper,True,False,893,893,decelerated,0.73,
IE-0129,Convergence Arrival 918,FORM-0140,phenomenon,highly_complex,unusual,28,Southern approach,Yeller Quarry,134.7,7.1,moderately_curved,sudden,452.69,0.75,gradually_stabilizing,0.7,temporal_smearing,low,C. Vells,trapper,False,False,918,924,accelerated,0.77,
IE-0130,Bond Arrival 934,FORM-0235,relationship,simple,familiar,51,Quarry Sector 7,Yeller Quarry,172.9,5.7,moderately_curved,competing,19.02,0.95,stable,0.8,incomplete_expression,moderate,Capital Survey Team,scholar,True,False,934,935,standard,0.62,
IE-0131,Maw Beast Formation 891,FORM-0739,creature,moderate,familiar,18,Sector SW-6,Dens boundary,42.4,6.8,highly_curved,sudden,1.47,0.74,transformed,0.75,temporal_smearing,extreme,Field Team,multiple,False,False,891,895,accelerated,0.56,
IE-0132,Formation Emergence 921,FORM-0330,pattern,complex,unusual,15,Dens deep,Dens,0.0,9.1,highly_curved,competing,1296.19,0.97,degrading,0.79,hybrid_contamination,minimal,M. Strand,multiple,False,False,921,924,overflow,0.66,
IE-0133,Pattern Arrival 933,FORM-0302,phenomenon,simple,unprecedented,0,Scholar's Quarter,Capital,254.4,3.4,flat,competing,81.07,0.88,transformed,0.6,structural_variation,moderate,Field Team,trapper,False,False,933,936,decelerated,0.8,
IE-0134,Connection Event 892,FORM-0338,relationship,complex,variant,23,Southern perimeter,Dens boundary,25.4,8.3,extreme,cascading,3754.49,0.97,dissolved,0.9,none,minimal,C. Vells,trapper,True,False,892,899,decelerated,0.56,
IE-0135,Convergence Event 924,,phenomenon,moderate,unprecedented,0,Tower base,Tower of Mirado,157.6,6.3,highly_curved,oscillating,825.68,0.82,transformed,0.82,hybrid_contamination,moderate,Boundary Commission,surveyor,False,True,924,925,decelerated,0.88,
IE-0136,Digger Formation 896,,creature,simple,rare,83,Coder quarter,Densmok,207.7,6.2,moderately_curved,replacement,17.58,0.75,gradually_stabilizing,0.66,incomplete_expression,low,C. Vells,healer,False,False,896,897,overflow,0.81,
IE-0137,Sequence Event 913,FORM-0936,pattern,simple,unprecedented,0,Klutch CC vicinity,Densmok,255.0,4.3,moderately_curved,sudden,0.85,0.61,transformed,0.73,noise_overlay,high,S. Moll,scholar,True,False,913,916,accelerated,0.69,
IE-0138,Zone Emergence 935,FORM-0196,place,simple,variant,95,Southern camps,Tower of Mirado,237.5,3.8,flat,replacement,3.39,0.75,stable,0.66,hybrid_contamination,minimal,C. Vells,archivist,True,False,935,937,standard,0.97,
IE-0139,Emergence Formation 893,FORM-0962,behavior,highly_complex,unprecedented,0,Tower base,Tower of Mirado,184.9,6.4,moderately_curved,gradual,115141.69,0.59,dissolved,0.82,temporal_smearing,low,M. Strand,multiple,False,False,893,897,decelerated,0.77,
IE-0140,Architecture Arrival 921,FORM-0660,structure,simple,unprecedented,0,Trapper territory,Yeller Quarry,126.4,5.6,moderately_curved,blending,51.53,1.0,stable,0.64,hybrid_contamination,extreme,Field Team,surveyor,False,True,921,922,decelerated,0.89,
IE-0141,Tension Manifestation 924,FORM-0443,relationship,highly_complex,unprecedented,0,Eastern Northo,Northo,255.7,3.2,flat,sudden,563.5,0.68,stable,0.69,structural_variation,minimal,T. Mord,multiple,False,False,924,933,accelerated,0.8,
IE-0142,Configuration Emergence 911,FORM-0060,pattern,complex,familiar,86,Eastern fluctuation zone,Dens boundary,52.5,8.8,highly_curved,blending,166.87,1.0,stable,0.91,none,low,M. Strand,trapper,True,False,911,917,recursive,0.9,
IE-0143,Blended Event 916,,hybrid,simple,familiar,58,Archive vicinity,Capital,206.3,4.6,moderately_curved,replacement,93.25,0.57,fluctuating,0.61,temporal_smearing,low,A. Vells,healer,True,False,916,926,decelerated,0.92,
IE-0144,Zone Formation 916,FORM-0586,place,moderate,unusual,17,Southern camps,Tower of Mirado,192.2,5.2,moderately_curved,gradual,1119.77,0.62,gradually_stabilizing,0.79,temporal_smearing,moderate,E. Pol,indigenous,False,False,916,921,decelerated,0.72,
IE-0145,Assembly Event 892,FORM-0167,structure,highly_complex,variant,32,Sector SW-6,Dens boundary,47.2,8.8,highly_curved,replacement,51171.99,0.72,degrading,0.73,noise_overlay,high,T. Mord,archivist,False,False,892,892,decelerated,0.59,
IE-0146,Construction Manifestation 897,,structure,highly_complex,unprecedented,0,Central anomaly,Dens,0.0,9.1,extreme,oscillating,92335.91,1.0,dissolved,0.96,none,high,Field Team,healer,False,True,897,904,decelerated,0.92,
IE-0147,Link Emergence 932,,relationship,simple,variant,46,Southern camps,Tower of Mirado,220.4,3.2,mildly_curved,sudden,0.17,0.78,stable,0.48,noise_overlay,moderate,C. Vells,scholar,True,False,932,937,accelerated,0.55,
IE-0148,Sequence Emergence 914,FORM-0681,pattern,moderate,unprecedented,0,Lake vicinity,Northo,255.9,4.9,mildly_curved,oscillating,412.67,0.8,gradually_stabilizing,0.65,structural_variation,extreme,Field Team,multiple,False,False,914,918,decelerated,0.69,
IE-0149,Anomaly Emergence 921,FORM-0668,phenomenon,simple,familiar,54,Capital outskirts,Capital,271.3,2.9,mildly_curved,replacement,87.05,0.83,stable,0.45,incomplete_expression,low,M. Strand,surveyor,False,False,921,921,decelerated,0.64,
IE-0150,Mixed Formation 920,FORM-0067,hybrid,moderate,variant,64,Lake vicinity,Northo,338.6,2.1,mildly_curved,replacement,244.01,0.72,fluctuating,0.45,structural_variation,minimal,T. Mord,indigenous,False,False,920,921,overflow,0.73,
IE-0151,Site Arrival 916,,place,highly_complex,variant,10,Suburban zone,Densmok,250.9,3.3,flat,replacement,6563.49,0.72,dissolved,0.48,temporal_smearing,low,Ingression Study Group,surveyor,False,False,916,923,overflow,0.77,
IE-0152,Blended Appearance 920,FORM-0986,hybrid,simple,variant,24,Northern margin,Dens boundary,24.6,7.8,highly_curved,oscillating,15.04,1.0,degrading,0.74,structural_variation,minimal,Boundary Commission,scholar,True,False,920,924,overflow,0.97,
IE-0153,Mixed Appearance 900,FORM-0499,hybrid,highly_complex,rare,32,Eastern markets,Capital,272.6,3.1,flat,competing,84067.46,0.87,gradually_stabilizing,0.6,incomplete_expression,moderate,M. Strand,indigenous,True,False,900,905,decelerated,0.78,
IE-0154,Stakdur Emergence 918,FORM-0235,creature,simple,rare,44,Southern camps,Tower of Mirado,198.3,5.7,mildly_curved,blending,63.28,0.62,stable,0.64,hybrid_contamination,low,A. Vells,healer,False,True,918,922,decelerated,0.74,
IE-0155,Design Arrival 925,FORM-0727,structure,highly_complex,variant,88,Dens deep,Dens,0.0,9.1,extreme,gradual,63045.56,1.0,transformed,0.8,hybrid_contamination,extreme,A. Vells,archivist,True,False,925,935,decelerated,0.87,
IE-0156,Location Appearance 896,,place,complex,unusual,6,Philosophical Society grounds,Capital,208.9,4.1,mildly_curved,sudden,29.53,0.85,degrading,0.67,temporal_smearing,minimal,E. Pol,indigenous,True,False,896,904,accelerated,0.66,
IE-0157,Response Formation 901,FORM-0900,behavior,highly_complex,variant,57,Klutch CC vicinity,Densmok,219.8,3.4,mildly_curved,blending,9923.13,0.84,dissolved,0.56,noise_overlay,minimal,S. Moll,indigenous,True,False,901,904,overflow,0.94,
IE-0158,Merged Event 935,,hybrid,moderate,variant,25,Southern camps,Tower of Mirado,161.8,5.0,moderately_curved,gradual,945.48,0.76,fluctuating,0.74,temporal_smearing,minimal,T. Mord,multiple,True,True,935,940,decelerated,0.98,
IE-0159,Bond Arrival 915,,relationship,simple,variant,17,Dissolution zone,Dens,0.0,9.1,extreme,cascading,75.57,0.78,fluctuating,0.92,none,extreme,M. Strand,surveyor,True,False,915,921,decelerated,0.9,
IE-0160,Location Emergence 910,FORM-0448,place,highly_complex,familiar,92,Northern approach,Tower of Mirado,220.5,3.8,mildly_curved,oscillating,7037.13,0.82,degrading,0.59,hybrid_contamination,high,T. Mord,scholar,False,False,910,917,standard,0.6,
IE-0161,Hybrid Formation 923,,hybrid,moderate,unprecedented,0,Educational district,Densmok,207.8,5.7,moderately_curved,replacement,799.06,0.61,stable,0.68,noise_overlay,low,Boundary Commission,scholar,False,False,923,929,decelerated,0.68,
IE-0162,Connection Appearance 904,FORM-0680,relationship,moderate,rare,84,Sector NE-4,Dens boundary,31.1,7.2,moderately_curved,competing,367.24,1.0,degrading,0.88,none,high,E. Pol,indigenous,False,True,904,907,decelerated,0.73,
IE-0163,Structure Formation 890,,pattern,simple,variant,94,Tower base,Tower of Mirado,206.6,4.0,flat,sudden,0.52,0.59,degrading,0.58,noise_overlay,low,Boundary Commission,surveyor,True,False,890,899,accelerated,0.73,
IE-0164,Formation Event 922,FORM-0509,pattern,highly_complex,unprecedented,0,Northern workings,Yeller Quarry,135.2,7.2,moderately_curved,cascading,24947.2,0.92,fluctuating,0.84,noise_overlay,minimal,C. Vells,archivist,True,False,922,927,overflow,0.67,
IE-0165,Location Emergence 920,FORM-0321,place,simple,unusual,32,Quarry Sector 7,Yeller Quarry,132.8,6.9,moderately_curved,replacement,14.94,0.73,transformed,0.75,hybrid_contamination,low,Ingression Study Group,trapper,True,False,920,926,recursive,0.57,
IE-0166,Stakdur Appearance 913,FORM-0346,creature,complex,unprecedented,0,Coder quarter,Densmok,257.0,2.8,flat,blending,3785.8,0.61,stable,0.43,hybrid_contamination,minimal,S. Moll,healer,False,False,913,920,decelerated,0.82,
IE-0167,Affinity Arrival 932,FORM-0710,relationship,moderate,familiar,92,Eastern markets,Capital,275.0,3.9,flat,oscillating,566.38,0.83,stable,0.69,structural_variation,moderate,A. Prebel,scholar,True,False,932,939,decelerated,0.75,
IE-0168,Assembly Emergence 893,,structure,highly_complex,unprecedented,0,Capital outskirts,Capital,223.4,5.6,moderately_curved,cascading,14280.97,0.74,degrading,0.47,scale_distortion,high,Field Team,surveyor,False,True,893,894,standard,0.51,
IE-0169,Manifestation Appearance 929,FORM-0529,phenomenon,moderate,unusual,40,Educational district,Densmok,257.7,3.0,flat,oscillating,69.02,0.82,degrading,0.48,temporal_smearing,low,M. Strand,surveyor,True,False,929,939,recursive,0.81,
IE-0170,Territory Emergence 921,FORM-0424,place,highly_complex,unprecedented,0,Northern workings,Yeller Quarry,109.2,7.8,moderately_curved,oscillating,58416.98,0.84,transformed,0.86,none,high,S. Moll,trapper,True,False,921,929,decelerated,0.86,
IE-0171,Mixed Emergence 909,,hybrid,highly_complex,unusual,29,Coder quarter,Densmok,190.1,5.8,moderately_curved,cascading,87051.5,0.86,gradually_stabilizing,0.78,incomplete_expression,extreme,Ingression Study Group,archivist,False,False,909,909,decelerated,0.58,
IE-0172,Assembly Appearance 902,,structure,moderate,unprecedented,0,Coder quarter,Densmok,255.9,2.3,flat,replacement,246.75,0.87,transformed,0.59,scale_distortion,high,Field Team,multiple,False,True,902,902,standard,0.75,
IE-0173,Formation Arrival 903,FORM-0833,pattern,simple,rare,46,Lake vicinity,Northo,288.4,3.4,mildly_curved,oscillating,63.12,0.57,stable,0.56,scale_distortion,extreme,C. Vells,multiple,False,False,903,912,decelerated,0.54,
IE-0174,Bond Arrival 910,FORM-0307,relationship,moderate,variant,97,Siege fields,Tower of Mirado,220.2,6.0,mildly_curved,cascading,879.85,0.92,transformed,0.56,noise_overlay,moderate,S. Moll,indigenous,True,True,910,918,decelerated,0.85,
IE-0175,Prime Pattern Event 910,FORM-0106,pattern,moderate,rare,18,Klutch CC vicinity,Densmok,261.2,3.8,mildly_curved,cascading,683.9,0.58,fluctuating,0.63,hybrid_contamination,extreme,Ingression Study Group,healer,True,False,910,910,decelerated,0.62,
IE-0176,Link Manifestation 930,FORM-0533,relationship,complex,familiar,28,Klutch CC vicinity,Densmok,274.2,3.9,flat,replacement,5570.44,0.74,degrading,0.7,scale_distortion,minimal,A. Vells,trapper,False,False,930,934,decelerated,0.72,
IE-0177,Tension Formation 896,FORM-0476,relationship,simple,familiar,54,Dissolution zone,Dens,0.0,9.1,extreme,competing,49.83,1.0,stable,0.78,structural_variation,extreme,Field Team,indigenous,True,False,896,906,decelerated,0.85,
IE-0178,Zone Appearance 900,FORM-0801,place,moderate,unusual,22,Mill vicinity,Yeller Quarry,157.6,7.0,highly_curved,blending,623.58,0.75,transformed,0.6,hybrid_contamination,low,Capital Survey Team,archivist,False,False,900,900,decelerated,0.83,
IE-0179,Zone Arrival 914,,place,moderate,familiar,100,Southern approach,Yeller Quarry,128.0,8.1,highly_curved,cascading,778.19,0.65,dissolved,0.81,incomplete_expression,minimal,A. Vells,multiple,True,True,914,924,decelerated,0.94,
IE-0180,Blended Emergence 913,FORM-0081,hybrid,simple,rare,77,Southern approach,Yeller Quarry,154.0,5.9,mildly_curved,blending,80.41,0.97,transformed,0.65,structural_variation,high,S. Moll,indigenous,False,False,913,921,decelerated,0.96,
IE-0181,Manifestation Emergence 921,FORM-0252,phenomenon,highly_complex,familiar,42,Northern margin,Dens boundary,40.2,8.1,highly_curved,replacement,55455.12,1.0,degrading,0.91,none,moderate,S. Moll,archivist,False,False,921,931,decelerated,0.8,
IE-0182,Anomaly Event 933,,phenomenon,moderate,variant,62,Capital proper,Capital,221.5,3.4,mildly_curved,blending,516.63,0.64,degrading,0.54,temporal_smearing,high,E. Pol,archivist,True,True,933,934,decelerated,0.72,
IE-0183,Emergence Appearance 920,FORM-0175,behavior,complex,variant,31,Southern perimeter,Dens boundary,54.4,8.1,extreme,cascading,133.07,0.83,stable,0.68,incomplete_expression,moderate,Capital Survey Team,multiple,True,False,920,922,overflow,0.56,
IE-0184,Territory Formation 891,FORM-0616,place,highly_complex,unusual,15,Southern approach,Yeller Quarry,124.8,8.2,highly_curved,blending,23703.57,0.75,stable,0.62,scale_distortion,moderate,C. Vells,healer,False,False,891,894,overflow,0.85,
IE-0185,Digger Formation 921,FORM-0508,creature,complex,unprecedented,0,Central anomaly,Dens,0.0,9.9,extreme,cascading,6535.58,0.86,gradually_stabilizing,0.84,hybrid_contamination,high,T. Mord,scholar,True,False,921,931,decelerated,0.64,
IE-0186,Digger Event 932,FORM-0753,creature,simple,variant,17,Dissolution zone,Dens,0.0,9.9,highly_curved,replacement,50.47,0.82,stable,1.0,none,minimal,Boundary Commission,archivist,False,False,932,938,decelerated,0.66,
IE-0187,Stakdur Appearance 891,FORM-0335,creature,complex,familiar,65,Southern approach,Yeller Quarry,130.9,8.0,highly_curved,oscillating,9530.47,0.68,dissolved,0.62,hybrid_contamination,moderate,A. Prebel,scholar,True,False,891,899,decelerated,0.98,
IE-0188,Mixed Appearance 911,FORM-0675,hybrid,highly_complex,variant,45,Central anomaly,Dens,0.0,9.7,extreme,cascading,77506.69,1.0,fluctuating,0.88,none,moderate,Field Team,scholar,False,False,911,919,decelerated,0.66,
IE-0189,Emergence Arrival 922,FORM-0124,behavior,highly_complex,unusual,71,Sector SW-6,Dens boundary,38.6,8.2,highly_curved,gradual,83199.69,1.0,transformed,0.92,none,minimal,A. Vells,scholar,False,False,922,931,decelerated,0.91,
IE-0190,Merged Manifestation 926,FORM-0133,hybrid,moderate,rare,24,Southern approach,Yeller Quarry,144.8,7.7,moderately_curved,blending,157.36,0.91,stable,0.68,scale_distortion,high,C. Vells,trapper,True,False,926,928,recursive,0.84,
IE-0191,Assembly Appearance 921,FORM-0998,structure,moderate,variant,0,Northern approach,Tower of Mirado,214.9,5.7,moderately_curved,competing,404.41,0.65,gradually_stabilizing,0.53,noise_overlay,low,M. Strand,archivist,True,False,921,922,decelerated,0.99,
IE-0192,Structure Manifestation 923,FORM-0834,pattern,simple,variant,38,Third Mill,Yeller Quarry,152.5,6.0,mildly_curved,cascading,98.26,0.96,transformed,0.68,scale_distortion,moderate,C. Vells,surveyor,False,False,923,931,decelerated,0.63,
IE-0193,Composite Emergence 890,FORM-0430,hybrid,complex,variant,54,Northern monastery,Northo,347.9,0.3,mildly_curved,sudden,52.91,0.52,fluctuating,0.33,temporal_smearing,minimal,Ingression Study Group,trapper,True,False,890,900,accelerated,0.55,
IE-0194,Tendency Formation 919,FORM-0416,behavior,moderate,unusual,79,Ascetic village,Northo,259.0,3.3,flat,sudden,3.55,0.77,transformed,0.58,temporal_smearing,extreme,A. Vells,indigenous,False,True,919,922,accelerated,0.94,
IE-0195,Prime Pattern Event 915,FORM-0316,pattern,moderate,variant,53,Southern camps,Tower of Mirado,213.1,3.5,flat,competing,468.45,0.65,dissolved,0.63,temporal_smearing,moderate,T. Mord,archivist,True,True,915,916,decelerated,0.97,
IE-0196,Behavioral Event 893,,behavior,moderate,variant,98,Trapper territory,Yeller Quarry,114.6,7.7,moderately_curved,sudden,7.03,0.77,degrading,0.85,temporal_smearing,high,M. Strand,archivist,True,False,893,902,accelerated,0.69,
IE-0197,Composite Appearance 914,FORM-0568,hybrid,moderate,variant,6,Capital proper,Capital,248.9,2.6,mildly_curved,oscillating,99.04,0.69,dissolved,0.45,hybrid_contamination,high,Field Team,trapper,True,True,914,921,recursive,0.66,
IE-0198,Prime Pattern Appearance 915,FORM-0370,pattern,moderate,rare,41,Quarry interior,Yeller Quarry,128.5,5.4,moderately_curved,blending,13.8,0.88,transformed,0.78,noise_overlay,moderate,Field Team,indigenous,False,False,915,925,recursive,0.92,
IE-0199,Landscape Emergence 922,,place,moderate,unprecedented,0,Mill vicinity,Yeller Quarry,120.1,7.3,moderately_curved,replacement,881.12,0.98,degrading,0.65,hybrid_contamination,minimal,E. Pol,surveyor,True,False,922,931,decelerated,0.96,
IE-0200,Construction Arrival 890,FORM-0851,structure,moderate,variant,85,Eastern markets,Capital,238.5,3.9,mildly_curved,gradual,1284.93,0.85,transformed,0.64,scale_distortion,extreme,A. Vells,indigenous,False,False,890,894,decelerated,0.96,
IE-0201,Link Emergence 935,FORM-0327,relationship,simple,rare,9,Siege fields,Tower of Mirado,182.9,4.5,mildly_curved,oscillating,13.11,0.64,gradually_stabilizing,0.77,noise_overlay,moderate,E. Pol,scholar,True,True,935,937,recursive,0.84,
IE-0202,Bond Arrival 923,FORM-0511,relationship,highly_complex,unusual,28,Northern approach,Tower of Mirado,178.1,5.6,mildly_curved,blending,34727.34,0.92,gradually_stabilizing,0.58,temporal_smearing,moderate,M. Strand,healer,False,False,923,923,decelerated,0.68,
IE-0203,Behavioral Appearance 917,FORM-0124,behavior,moderate,variant,69,Eastern Northo,Northo,313.6,1.0,flat,gradual,477.2,0.8,stable,0.58,noise_overlay,low,M. Strand,healer,True,False,917,918,decelerated,0.6,
IE-0204,Architecture Event 897,FORM-0435,structure,highly_complex,unprecedented,0,Southern camps,Tower of Mirado,153.1,5.9,moderately_curved,cascading,15308.71,0.63,stable,0.7,hybrid_contamination,moderate,E. Pol,indigenous,False,False,897,899,overflow,0.52,
IE-0205,Tension Emergence 900,,relationship,moderate,unprecedented,0,Ascetic village,Northo,280.1,3.0,mildly_curved,sudden,0.58,0.69,degrading,0.56,structural_variation,high,Field Team,surveyor,False,False,900,901,accelerated,0.71,
IE-0206,Location Manifestation 933,FORM-0421,place,simple,unprecedented,0,Philosophical Society grounds,Capital,228.8,5.5,moderately_curved,gradual,22.39,0.59,degrading,0.67,temporal_smearing,extreme,Field Team,indigenous,False,True,933,935,recursive,0.91,
IE-0207,Site Emergence 916,FORM-0629,place,simple,unusual,79,Dens deep,Dens,0.0,9.1,highly_curved,blending,83.5,1.0,stable,0.92,none,minimal,Field Team,trapper,True,False,916,924,decelerated,0.92,
IE-0208,Convergence Appearance 924,FORM-0964,phenomenon,highly_complex,variant,5,Western approach,Dens boundary,32.9,6.0,moderately_curved,oscillating,18169.52,0.74,transformed,0.8,temporal_smearing,moderate,T. Mord,healer,True,False,924,932,overflow,0.64,
IE-0209,Tension Manifestation 919,,relationship,highly_complex,unprecedented,0,Educational district,Densmok,236.0,5.2,moderately_curved,replacement,55381.43,0.61,fluctuating,0.5,hybrid_contamination,low,Ingression Study Group,trapper,True,False,919,925,decelerated,0.72,
IE-0210,Site Arrival 902,FORM-0318,place,complex,unusual,57,Central anomaly,Dens,0.0,9.9,highly_curved,blending,8915.07,0.84,stable,0.86,none,high,S. Moll,multiple,True,True,902,909,decelerated,0.57,
IE-0211,Prime Pattern Formation 904,,pattern,simple,familiar,43,Ascetic village,Northo,297.3,3.5,mildly_curved,blending,76.83,0.55,transformed,0.4,incomplete_expression,extreme,T. Mord,surveyor,True,True,904,912,decelerated,0.59,
IE-0212,Site Appearance 913,,place,highly_complex,unusual,38,Archive vicinity,Capital,200.7,5.2,mildly_curved,sudden,817.68,0.95,fluctuating,0.52,temporal_smearing,high,M. Strand,scholar,True,False,913,915,accelerated,0.69,
IE-0213,Tendency Event 921,,behavior,moderate,rare,40,Dens deep,Dens,0.0,9.1,extreme,competing,846.75,0.8,degrading,0.89,none,minimal,M. Strand,archivist,False,True,921,930,decelerated,0.89,
IE-0214,Anomaly Arrival 934,FORM-0216,phenomenon,moderate,unprecedented,0,Philosophical Society grounds,Capital,265.8,3.2,mildly_curved,sudden,5.86,0.67,gradually_stabilizing,0.64,structural_variation,minimal,C. Vells,indigenous,True,False,934,937,accelerated,0.64,
IE-0215,Mixed Emergence 891,FORM-0037,hybrid,moderate,rare,14,Trapper territory,Yeller Quarry,120.4,7.2,moderately_curved,cascading,764.96,0.77,dissolved,0.73,noise_overlay,minimal,S. Moll,scholar,True,False,891,895,decelerated,0.92,
IE-0216,Connection Event 922,FORM-0254,relationship,highly_complex,unprecedented,0,Capital proper,Capital,233.2,5.0,mildly_curved,oscillating,8613.99,0.89,transformed,0.74,temporal_smearing,extreme,E. Pol,healer,True,False,922,922,overflow,0.59,
IE-0217,Location Manifestation 934,FORM-0412,place,highly_complex,unusual,36,Isolation community,Northo,288.9,3.7,flat,sudden,195.06,0.59,degrading,0.6,scale_distortion,high,S. Moll,healer,False,False,934,935,accelerated,0.88,
IE-0218,Construction Emergence 911,,structure,moderate,rare,10,Philosophical Society grounds,Capital,296.2,3.4,mildly_curved,cascading,814.05,0.75,fluctuating,0.41,temporal_smearing,extreme,S. Moll,surveyor,True,False,911,915,decelerated,0.88,
IE-0219,Maw Beast Appearance 909,FORM-0633,creature,complex,variant,30,Lake vicinity,Northo,313.9,2.3,mildly_curved,blending,8982.54,0.68,degrading,0.61,hybrid_contamination,extreme,E. Pol,surveyor,True,False,909,912,decelerated,0.91,
IE-0220,Anomaly Arrival 929,,phenomenon,complex,unusual,75,Sector NE-4,Dens boundary,56.5,6.4,highly_curved,replacement,6981.54,0.72,transformed,0.88,none,high,Capital Survey Team,surveyor,False,False,929,932,decelerated,0.89,
IE-0221,Emergence Arrival 908,,behavior,moderate,familiar,96,Capital outskirts,Capital,223.6,5.5,moderately_curved,competing,235.94,0.59,fluctuating,0.53,hybrid_contamination,minimal,Boundary Commission,surveyor,False,False,908,910,overflow,0.63,
IE-0222,Mixed Formation 932,FORM-0676,hybrid,moderate,unprecedented,0,Lake vicinity,Northo,262.0,2.8,mildly_curved,competing,347.04,0.6,stable,0.44,hybrid_contamination,minimal,Capital Survey Team,indigenous,True,False,932,937,decelerated,0.9,
IE-0223,Mixed Formation 926,FORM-0079,hybrid,simple,unprecedented,0,Quarry interior,Yeller Quarry,153.7,7.1,moderately_curved,blending,64.99,0.71,dissolved,0.64,incomplete_expression,extreme,A. Vells,archivist,False,False,926,931,decelerated,0.67,
