formation_id,federation_name,founding_agents_count,founding_agent_scale,founding_agent_level_avg,pre_integration_score,formation_trigger,formation_year,formation_duration_days,formation_mode,communication_established,coordination_mechanism,boundary_definition,post_integration_score,collective_level_achieved,emergent_capabilities,emergent_goals,formation_success,stability_rating,years_persisted,documented_year,documenter,documentation_source,confidence,notes
FF-0121,Third Scholar Assembly 2,326,mixed,2.6,0.25,resource_opportunity,858,301,fission_from_larger,formal_protocols,stigmergy,functional_role,0.33,2.6,none,none,False,fragile,8,924,Klutch CC Research,direct_observation,0.68,
FF-0122,Eastern Observer Network 19,299,individual,1.9,0.16,proximity_pressure,895,450,planned_establishment,shared_procedures,market,functional_role,0.39,1.9,none,none,False,fragile,2,930,Colony Observation Unit,testimony,0.63,
FF-0123,Eastern Research Circle 2,169,small_group,1.6,0.07,resource_opportunity,926,79,gradual_accumulation,chemical_signaling,stigmergy,chemical_signature,0.68,2.2,adaptive_reorganization,none,True,stable,3,936,Archive Survey Team,testimony,0.94,
FF-0124,Central Recovery Team 18,399,large_collective,3.2,0.16,imposed_structure,893,297,planned_establishment,chemical_signaling,network,spatial_proximity,0.81,4.0,distributed_cognition,expansion,True,moderate,46,926,T. Mord,historical_record,0.83,
FF-0125,Western Boundary Watch 7,145,small_group,2.3,0.12,external_threat,802,715,gradual_accumulation,shared_procedures,hierarchy,formal_membership,0.73,2.9,adaptive_reorganization,status,True,fragile,77,938,Independent Observer,testimony,0.93,
FF-0126,Eastern Boundary Watch 2,478,mixed,2.9,0.25,imposed_structure,873,687,gradual_accumulation,physical_proximity,consensus,formal_membership,0.51,3.3,threat_response_coordination,status,True,stable,54,913,Boundary Commission,historical_record,0.77,
FF-0127,New Observer Network 10,459,individual,1.6,0.29,goal_alignment,882,332,gradual_accumulation,distributed_memory,mixed,formal_membership,0.75,2.3,adaptive_reorganization,self_preservation,True,moderate,1,939,Colony Observation Unit,direct_observation,0.91,
FF-0128,Eastern Boundary Watch 17,306,individual,2.3,0.14,proximity_pressure,828,355,emergent_self_organization,distributed_memory,hierarchy,functional_role,0.86,2.9,complex_construction,status,True,moderate,88,913,Boundary Commission,direct_observation,0.65,
FF-0129,Eastern Recovery Team 6,358,individual,3.5,0.25,goal_alignment,923,953,planned_establishment,physical_proximity,network,formal_membership,0.91,4.5,threat_response_coordination,self_preservation,True,fragile,17,929,Archive Survey Team,historical_record,0.77,
FF-0130,Third Navigation Guild 18,279,small_group,2.5,0.13,communication_density,882,272,gradual_accumulation,shared_procedures,hierarchy,formal_membership,0.85,3.1,distributed_cognition,none,True,stable,7,936,T. Crost,direct_observation,0.63,
FF-0131,Eastern Recovery Team 18,463,individual,2.4,0.11,external_threat,882,746,gradual_accumulation,shared_procedures,network,formal_membership,0.36,2.4,none,none,False,moderate,10,924,Colony Observation Unit,historical_record,0.95,
FF-0132,Central Recovery Team 13,474,individual,1.8,0.24,imposed_structure,800,838,gradual_accumulation,distributed_memory,stigmergy,formal_membership,0.7,2.3,multi-generational_preservation,none,True,stable,27,922,Archive Survey Team,historical_record,0.8,
FF-0133,New Observer Network 16,344,individual,2.9,0.24,imposed_structure,830,96,planned_establishment,formal_protocols,hierarchy,spatial_proximity,0.49,3.4,complex_construction,none,True,moderate,4,924,M. Strand,direct_observation,0.72,
FF-0134,Eastern Boundary Watch 7,98,small_group,2.7,0.09,imposed_structure,908,675,emergent_self_organization,shared_procedures,market,chemical_signature,0.75,3.3,threat_response_coordination,none,True,stable,27,938,Klutch CC Research,testimony,0.69,
FF-0135,Third Observer Network 2,12,individual,3.0,0.27,goal_alignment,825,296,emergent_self_organization,physical_proximity,mixed,unclear,0.86,3.7,complex_construction,none,True,stable,63,922,Colony Observation Unit,direct_observation,0.84,
FF-0136,New Recovery Team 18,442,small_group,1.8,0.2,reproduction,935,139,gradual_accumulation,regular_meetings,market,spatial_proximity,0.82,2.6,adaptive_reorganization,status,True,stable,2,939,T. Crost,inference,0.64,
FF-0137,Third Navigation Guild 9,138,individual,1.7,0.19,imposed_structure,860,897,gradual_accumulation,physical_proximity,network,formal_membership,0.51,2.1,adaptive_reorganization,none,True,moderate,73,926,Colony Observation Unit,biological_observation,0.76,
FF-0138,Western Preservation Unit 5,250,individual,2.2,0.21,proximity_pressure,866,41,emergent_self_organization,formal_protocols,mixed,formal_membership,0.84,3.1,multi-generational_preservation,knowledge_accumulation,True,moderate,62,930,Boundary Commission,direct_observation,0.73,
FF-0139,Digger Colony 14,348,tissue,2.8,0.05,imposed_structure,827,301,fission_from_larger,regular_meetings,stigmergy,functional_role,0.68,3.3,adaptive_reorganization,status,True,moderate,30,937,O. Venn,biological_observation,0.76,
FF-0140,Third Scholar Assembly 16,327,large_collective,2.9,0.25,proximity_pressure,915,635,gradual_accumulation,physical_proximity,consensus,formal_membership,0.58,3.6,adaptive_reorganization,status,True,fragile,3,924,Klutch CC Research,direct_observation,0.67,
FF-0141,Third Research Circle 2,166,small_group,3.1,0.28,external_threat,813,545,planned_establishment,formal_protocols,network,functional_role,0.51,3.6,multi-generational_preservation,none,True,moderate,101,924,Boundary Commission,historical_record,0.93,
FF-0142,Third Archive Committee 4,63,individual,2.9,0.13,imposed_structure,932,25,planned_establishment,chemical_signaling,mixed,chemical_signature,0.68,3.6,resource_optimization,self_preservation,True,fragile,4,937,M. Strand,testimony,0.94,
FF-0143,Western Preservation Unit 16,7,large_collective,3.1,0.21,task_complexity,846,867,planned_establishment,physical_proximity,hierarchy,functional_role,0.81,3.9,threat_response_coordination,none,True,stable,42,916,P. Anster,biological_observation,0.75,
FF-0144,Western Navigation Guild 12,65,individual,1.6,0.09,goal_alignment,920,643,sudden_crystallization,physical_proximity,network,behavioral_synchrony,0.17,1.6,none,none,False,fragile,8,935,Archive Survey Team,inference,0.64,
FF-0145,Third Preservation Unit 2,491,individual,1.9,0.12,reproduction,890,193,sudden_crystallization,shared_procedures,hierarchy,formal_membership,0.44,2.3,distributed_cognition,self_preservation,True,robust,38,917,T. Crost,direct_observation,0.71,
FF-0146,Central Research Circle 10,99,small_group,2.4,0.03,goal_alignment,839,607,planned_establishment,chemical_signaling,network,functional_role,0.71,3.0,resource_optimization,knowledge_accumulation,True,stable,49,932,Archive Survey Team,inference,0.7,
FF-0147,New Boundary Watch 13,221,large_collective,2.2,0.28,proximity_pressure,843,779,emergent_self_organization,shared_procedures,consensus,spatial_proximity,0.92,2.9,distributed_cognition,self_preservation,True,moderate,29,917,P. Anster,testimony,0.83,
FF-0148,New Observer Network 6,18,individual,3.0,0.0,reproduction,888,49,gradual_accumulation,formal_protocols,network,formal_membership,0.45,3.4,threat_response_coordination,self_preservation,True,moderate,8,938,P. Anster,direct_observation,0.77,
FF-0149,Central Archive Committee 1,263,tissue,3.0,0.29,imposed_structure,830,222,gradual_accumulation,regular_meetings,market,spatial_proximity,0.56,3.6,multi-generational_preservation,none,True,moderate,49,934,Independent Observer,direct_observation,0.89,
FF-0150,Eastern Observer Network 3,446,tissue,2.6,0.22,goal_alignment,931,782,gradual_accumulation,distributed_memory,consensus,formal_membership,0.89,3.2,distributed_cognition,expansion,True,stable,2,913,P. Anster,testimony,0.9,
FF-0151,Digger Colony 48,295,individual,2.7,0.17,proximity_pressure,932,310,gradual_accumulation,shared_procedures,mixed,behavioral_synchrony,0.42,3.1,multi-generational_preservation,none,True,stable,7,927,Klutch CC Research,historical_record,0.66,
FF-0152,Western Scholar Assembly 17,53,small_group,2.4,0.17,resource_opportunity,924,525,sudden_crystallization,physical_proximity,network,spatial_proximity,0.72,2.9,complex_construction,status,True,stable,8,930,T. Mord,historical_record,0.9,
FF-0153,Third Boundary Watch 12,190,small_group,2.8,0.23,goal_alignment,892,763,planned_establishment,distributed_memory,hierarchy,formal_membership,0.83,3.6,distributed_cognition,status,True,moderate,32,923,M. Strand,direct_observation,0.81,
FF-0154,Digger Colony 49,240,small_group,3.2,0.23,proximity_pressure,845,474,planned_establishment,chemical_signaling,mixed,formal_membership,0.55,3.7,multi-generational_preservation,self_preservation,True,moderate,26,936,Boundary Commission,direct_observation,0.73,
FF-0155,New Boundary Watch 3,481,small_group,2.1,0.22,resource_opportunity,819,327,emergent_self_organization,distributed_memory,hierarchy,chemical_signature,0.11,2.1,none,none,False,fragile,6,928,Independent Observer,biological_observation,0.91,
FF-0156,Western Survey Team 20,281,mixed,1.9,0.12,goal_alignment,813,85,gradual_accumulation,shared_procedures,hierarchy,formal_membership,0.81,2.5,multi-generational_preservation,none,True,robust,35,929,Klutch CC Research,historical_record,0.66,
FF-0157,Eastern Survey Team 1,113,small_group,3.5,0.06,resource_opportunity,865,790,emergent_self_organization,chemical_signaling,hierarchy,formal_membership,0.48,4.1,complex_construction,none,True,stable,45,927,Colony Observation Unit,direct_observation,0.64,
FF-0158,New Navigation Guild 12,123,individual,1.7,0.09,task_complexity,808,355,gradual_accumulation,formal_protocols,hierarchy,behavioral_synchrony,0.35,1.7,none,none,False,moderate,6,921,T. Crost,historical_record,0.92,
FF-0159,Third Archive Committee 13,308,individual,3.1,0.06,external_threat,855,748,planned_establishment,shared_procedures,stigmergy,functional_role,0.93,3.8,distributed_cognition,none,True,moderate,24,938,Klutch CC Research,historical_record,0.7,
FF-0160,Western Trade Coalition 13,361,large_collective,1.8,0.02,resource_opportunity,815,719,planned_establishment,formal_protocols,network,formal_membership,0.74,2.7,resource_optimization,expansion,True,stable,99,930,Klutch CC Research,direct_observation,0.74,
FF-0161,Eastern Trade Coalition 6,474,individual,2.1,0.17,reproduction,802,330,gradual_accumulation,regular_meetings,network,functional_role,0.67,2.8,resource_optimization,expansion,True,robust,60,928,T. Crost,testimony,0.6,
FF-0162,Western Mill Crew 20,238,small_group,3.3,0.17,resource_opportunity,849,233,sudden_crystallization,distributed_memory,market,formal_membership,0.16,3.3,none,none,False,fragile,4,940,T. Crost,testimony,0.76,
FF-0163,Digger Colony 21,395,individual,2.7,0.12,reproduction,916,477,emergent_self_organization,formal_protocols,consensus,spatial_proximity,0.91,3.6,complex_construction,knowledge_accumulation,True,moderate,18,933,Independent Observer,testimony,0.78,
FF-0164,Western Research Circle 18,332,large_collective,1.6,0.03,imposed_structure,855,739,sudden_crystallization,shared_procedures,market,formal_membership,0.24,1.6,none,none,False,fragile,6,934,Klutch CC Research,historical_record,0.73,
FF-0165,Central Research Circle 3,238,small_group,3.0,0.1,goal_alignment,843,688,emergent_self_organization,distributed_memory,network,spatial_proximity,0.76,3.9,multi-generational_preservation,self_preservation,True,moderate,61,912,Colony Observation Unit,testimony,0.86,
FF-0166,Central Research Circle 10,108,small_group,2.5,0.09,external_threat,830,620,gradual_accumulation,formal_protocols,hierarchy,behavioral_synchrony,0.7,3.1,complex_construction,expansion,True,robust,19,915,M. Strand,testimony,0.92,
FF-0167,Eastern Survey Team 16,237,small_group,3.1,0.18,external_threat,816,491,sudden_crystallization,shared_procedures,market,functional_role,0.31,3.1,none,none,False,unstable,10,917,M. Strand,testimony,0.82,
FF-0168,Third Scholar Assembly 5,312,small_group,2.3,0.06,external_threat,911,409,sudden_crystallization,formal_protocols,consensus,formal_membership,0.6,2.9,complex_construction,none,True,moderate,29,922,Colony Observation Unit,historical_record,0.84,
FF-0169,Central Trade Coalition 19,315,individual,3.5,0.27,external_threat,848,528,emergent_self_organization,shared_procedures,stigmergy,functional_role,0.72,4.2,complex_construction,status,True,stable,55,924,Klutch CC Research,historical_record,0.67,
FF-0170,Third Recovery Team 9,141,cellular,2.2,0.27,external_threat,882,808,emergent_self_organization,regular_meetings,network,unclear,0.65,2.9,threat_response_coordination,expansion,True,stable,40,927,P. Anster,historical_record,0.75,
FF-0171,New Mill Crew 7,340,individual,2.8,0.1,goal_alignment,883,739,planned_establishment,physical_proximity,network,spatial_proximity,0.92,3.6,distributed_cognition,status,True,stable,3,929,Boundary Commission,historical_record,0.95,
FF-0172,Digger Colony 2,203,individual,2.0,0.12,communication_density,845,408,gradual_accumulation,regular_meetings,consensus,functional_role,0.84,2.8,adaptive_reorganization,status,True,stable,71,933,Archive Survey Team,historical_record,0.6,
FF-0173,Digger Colony 29,67,individual,2.2,0.13,goal_alignment,869,764,gradual_accumulation,regular_meetings,consensus,formal_membership,0.86,3.1,resource_optimization,none,True,unstable,17,916,P. Anster,historical_record,0.62,
FF-0174,Third Boundary Watch 18,433,small_group,3.1,0.15,proximity_pressure,822,993,sudden_crystallization,shared_procedures,market,spatial_proximity,0.69,3.8,multi-generational_preservation,status,True,robust,35,924,Independent Observer,testimony,0.7,
FF-0175,Third Research Circle 1,205,individual,2.2,0.22,resource_opportunity,851,174,gradual_accumulation,physical_proximity,hierarchy,functional_role,0.56,2.8,resource_optimization,status,True,moderate,9,926,Archive Survey Team,historical_record,0.64,
FF-0176,Western Recovery Team 18,237,small_group,3.4,0.0,resource_opportunity,907,745,emergent_self_organization,distributed_memory,hierarchy,spatial_proximity,0.3,3.4,none,none,False,fragile,2,914,Boundary Commission,biological_observation,0.9,
FF-0177,Eastern Recovery Team 12,141,large_collective,2.7,0.19,proximity_pressure,901,69,sudden_crystallization,distributed_memory,network,formal_membership,0.63,3.2,resource_optimization,none,True,fragile,23,917,Colony Observation Unit,direct_observation,0.71,
FF-0178,New Boundary Watch 20,179,individual,3.2,0.1,imposed_structure,896,958,gradual_accumulation,regular_meetings,mixed,spatial_proximity,0.55,3.8,resource_optimization,none,True,stable,26,936,Boundary Commission,historical_record,0.81,
FF-0179,New Research Circle 11,178,mixed,3.0,0.06,imposed_structure,863,526,gradual_accumulation,physical_proximity,mixed,formal_membership,0.11,3.0,none,none,False,fragile,0,916,Colony Observation Unit,testimony,0.87,
FF-0180,New Survey Team 2,315,small_group,2.6,0.01,imposed_structure,913,819,gradual_accumulation,regular_meetings,hierarchy,unclear,0.84,3.6,threat_response_coordination,self_preservation,True,unstable,26,932,P. Anster,historical_record,0.8,
FF-0181,Western Mill Crew 4,141,individual,2.2,0.03,communication_density,843,726,emergent_self_organization,formal_protocols,stigmergy,formal_membership,0.9,3.0,complex_construction,status,True,stable,38,931,T. Crost,biological_observation,0.93,
FF-0182,Eastern Recovery Team 4,244,individual,2.3,0.03,external_threat,829,692,gradual_accumulation,formal_protocols,market,functional_role,0.57,3.0,threat_response_coordination,knowledge_accumulation,True,stable,31,935,M. Strand,testimony,0.69,
FF-0183,Central Trade Coalition 19,499,individual,1.9,0.2,external_threat,847,466,gradual_accumulation,distributed_memory,network,chemical_signature,0.75,2.7,multi-generational_preservation,knowledge_accumulation,True,moderate,28,937,T. Mord,historical_record,0.67,
FF-0184,Third Trade Coalition 10,203,mixed,2.6,0.15,goal_alignment,835,333,sudden_crystallization,regular_meetings,mixed,spatial_proximity,0.51,3.1,distributed_cognition,none,True,robust,87,933,Boundary Commission,direct_observation,0.62,
FF-0185,Third Boundary Watch 19,173,large_collective,2.1,0.15,proximity_pressure,807,789,fission_from_larger,distributed_memory,consensus,formal_membership,0.76,2.7,adaptive_reorganization,knowledge_accumulation,True,stable,129,912,M. Strand,direct_observation,0.87,
FF-0186,Western Archive Committee 13,476,individual,3.3,0.18,imposed_structure,915,602,gradual_accumulation,regular_meetings,network,formal_membership,0.68,4.0,complex_construction,knowledge_accumulation,True,unstable,24,938,Independent Observer,biological_observation,0.86,
FF-0187,Eastern Trade Coalition 16,266,individual,2.5,0.28,task_complexity,900,741,gradual_accumulation,distributed_memory,mixed,formal_membership,0.7,3.3,distributed_cognition,none,True,moderate,40,937,Klutch CC Research,biological_observation,0.9,
FF-0188,Western Research Circle 4,386,individual,2.6,0.04,task_complexity,880,499,emergent_self_organization,physical_proximity,network,behavioral_synchrony,0.22,2.6,none,none,False,unstable,8,930,O. Venn,historical_record,0.75,
FF-0189,Central Survey Team 4,155,large_collective,3.3,0.05,imposed_structure,886,208,planned_establishment,chemical_signaling,network,spatial_proximity,0.75,3.9,threat_response_coordination,none,True,fragile,29,916,T. Mord,direct_observation,0.68,
FF-0190,Central Archive Committee 11,125,individual,2.4,0.04,goal_alignment,849,204,emergent_self_organization,distributed_memory,hierarchy,spatial_proximity,0.5,2.9,resource_optimization,knowledge_accumulation,True,unstable,89,937,O. Venn,historical_record,0.81,
FF-0191,Eastern Mill Crew 7,129,individual,2.1,0.26,reproduction,923,790,gradual_accumulation,regular_meetings,mixed,functional_role,0.45,2.4,adaptive_reorganization,none,True,stable,2,917,M. Strand,historical_record,0.68,
FF-0192,Central Scholar Assembly 10,354,individual,2.1,0.09,goal_alignment,842,999,emergent_self_organization,chemical_signaling,consensus,behavioral_synchrony,0.58,2.7,threat_response_coordination,status,True,robust,43,939,P. Anster,biological_observation,0.88,
FF-0193,Western Boundary Watch 14,272,large_collective,2.4,0.03,external_threat,834,87,sudden_crystallization,formal_protocols,mixed,functional_role,0.57,3.0,complex_construction,knowledge_accumulation,True,moderate,27,927,T. Crost,historical_record,0.89,
FF-0194,Eastern Trade Coalition 7,325,large_collective,2.0,0.17,reproduction,909,819,emergent_self_organization,chemical_signaling,mixed,spatial_proximity,0.34,2.0,none,none,False,fragile,9,915,P. Anster,historical_record,0.8,
FF-0195,Central Preservation Unit 17,67,individual,3.0,0.17,communication_density,905,453,planned_establishment,formal_protocols,stigmergy,chemical_signature,0.87,4.0,adaptive_reorganization,status,True,moderate,32,934,Independent Observer,direct_observation,0.79,
FF-0196,Eastern Mill Crew 1,103,small_group,3.5,0.14,resource_opportunity,862,558,planned_establishment,formal_protocols,market,unclear,0.85,4.5,resource_optimization,none,True,stable,41,933,Boundary Commission,direct_observation,0.61,
FF-0197,Western Trade Coalition 13,427,large_collective,2.8,0.12,reproduction,903,724,gradual_accumulation,shared_procedures,network,formal_membership,0.25,2.8,none,none,False,fragile,8,934,O. Venn,testimony,0.85,
FF-0198,New Survey Team 3,50,small_group,3.1,0.11,imposed_structure,833,277,planned_establishment,chemical_signaling,network,unclear,0.39,3.1,none,none,False,unstable,0,931,Archive Survey Team,direct_observation,0.66,
FF-0199,Western Survey Team 2,338,individual,3.0,0.24,imposed_structure,892,358,fission_from_larger,formal_protocols,consensus,formal_membership,0.9,4.0,distributed_cognition,none,True,moderate,45,925,M. Strand,biological_observation,0.62,
FF-0200,Third Boundary Watch 19,175,small_group,2.9,0.07,communication_density,881,792,sudden_crystallization,regular_meetings,consensus,functional_role,0.28,2.9,none,none,False,moderate,7,913,Archive Survey Team,inference,0.64,
