event_id,event_name,delegator_id,delegator_scale,delegator_level,delegate_id,delegate_scale,delegate_level,task_type,task_description,specification_level,autonomy_granted,trust_required,reversibility,delegation_year,completion_status,outcome_quality,trust_change,success_factor,failure_factor,documented_year,documenter,documentation_source,confidence,notes
DE-0115,Survey Document Response,AG-0057,organ,2.5,AG-0130,tissue,1.1,resource,Complete assigned objective,high_level,complete,0.48,fully_reversible,926,failed,0.17,trust_unchanged,,competency_mismatch,936,P. Anster,direct_observation,0.68,
DE-0116,Archive Task Integration,AG-0005,small_group,2.5,AG-0224,cellular,0.7,response,Complete urgent task,outcome_only,moderate,0.79,difficult_to_reverse,861,failed,0.02,trust_unchanged,,communication_breakdown,923,T. Crost,institutional_record,0.83,
DE-0117,Survey Tunnel Assessment,AG-0008,institution,4.4,AG-0180,individual,3.3,construction,Complete routine objective,detailed,moderate,0.77,fully_reversible,932,partially_completed,0.5,trust_unchanged,,,938,P. Anster,institutional_record,0.91,
DE-0118,Colony Project Extension,AG-0081,institution,4.2,AG-0272,individual,2.9,decision,Complete routine objective,outcome_only,substantial,0.6,difficult_to_reverse,911,completed_modified,0.88,trust_unchanged,high_trust,,932,O. Venn,institutional_record,0.91,
DE-0119,Survey Document Integration,AG-0005,organism,3.6,AG-0336,individual,2.5,response,Complete standard task,high_level,moderate,0.73,irreversible,867,ongoing,,trust_unchanged,,,919,P. Anster,biological_observation,0.83,
DE-0120,Guild Document Integration,AG-0017,small_group,3.3,AG-0362,individual,3.4,maintenance,Complete urgent operation,detailed,substantial,0.84,fully_reversible,917,partially_completed,0.67,trust_unchanged,,,926,O. Venn,inference,0.63,
DE-0121,Colony Task Integration,AG-0012,institution,3.2,AG-0180,small_group,2.9,coordination,Complete routine operation,outcome_only,moderate,0.88,fully_reversible,910,failed,0.37,trust_destroyed,,unclear_specification,932,T. Mord,institutional_record,0.72,
DE-0122,Survey Document Extension,AG-0055,large_collective,2.9,AG-0249,cellular,0.6,coordination,Complete standard objective,micromanaged,moderate,0.68,partially_reversible,871,completed_modified,0.97,trust_increased,competency_match,,918,Boundary Commission,direct_observation,0.79,
DE-0123,Colony Document Repair,AG-0094,large_collective,2.9,AG-0382,cellular,1.1,construction,Complete urgent operation,high_level,complete,0.68,difficult_to_reverse,898,completed_modified,0.85,trust_increased,clear_outcome_spec,,934,O. Venn,institutional_record,0.81,
DE-0124,Guild Tunnel Response,AG-0007,institution,4.1,AG-0319,individual,2.3,information,Complete assigned task,high_level,none,0.67,partially_reversible,938,completed_as_specified,0.93,trust_increased,competency_match,,929,P. Anster,testimony,0.67,
DE-0125,Archive Project Response,AG-0092,institution,3.1,AG-0217,cellular,0.9,response,Complete urgent operation,detailed,substantial,0.7,partially_reversible,865,abandoned,0.21,trust_destroyed,,competency_mismatch,917,M. Strand,institutional_record,0.72,
DE-0126,Guild Mission Assessment,AG-0059,institution,3.1,AG-0117,small_group,3.5,resource,Complete routine mission,high_level,moderate,0.77,partially_reversible,931,ongoing,,trust_unchanged,,,934,Boundary Commission,institutional_record,0.93,
DE-0127,Guild Task Assessment,AG-0037,large_collective,3.0,AG-0214,small_group,3.3,resource,Complete assigned task,detailed,substantial,0.71,fully_reversible,888,partially_completed,0.54,trust_unchanged,,,931,P. Anster,institutional_record,0.82,
DE-0128,Colony Document Repair,AG-0025,organism,3.1,AG-0250,individual,2.7,response,Complete urgent objective,high_level,minimal,0.86,partially_reversible,850,completed_as_specified,0.78,trust_increased,high_trust,,921,Independent Observer,direct_observation,0.88,
DE-0129,Colony Tunnel Extension,AG-0062,small_group,3.4,AG-0118,tissue,1.1,protection,Complete urgent objective,outcome_only,moderate,0.55,difficult_to_reverse,850,partially_completed,0.68,trust_unchanged,,,913,P. Anster,direct_observation,0.9,
DE-0130,Colony Tunnel Response,AG-0051,institution,3.2,AG-0306,small_group,3.2,response,Complete standard objective,detailed,moderate,0.78,irreversible,929,partially_completed,0.55,trust_unchanged,,,926,T. Mord,direct_observation,0.6,
DE-0131,Guild Tunnel Assessment,AG-0062,small_group,2.7,AG-0224,organ,2.5,resource,Complete routine task,outcome_only,moderate,0.69,fully_reversible,939,partially_completed,0.51,trust_unchanged,,,938,Boundary Commission,inference,0.94,
DE-0132,Colony Task Response,AG-0064,small_group,3.2,AG-0356,cellular,0.9,construction,Complete routine objective,high_level,moderate,0.43,difficult_to_reverse,854,completed_as_specified,0.83,trust_increased,high_trust,,936,P. Anster,inference,0.71,
DE-0133,Crew Task Integration,AG-0020,institution,3.4,AG-0190,cellular,1.2,protection,Complete standard operation,high_level,moderate,0.55,fully_reversible,923,completed_as_specified,0.75,trust_increased,clear_outcome_spec,,938,Archive Survey Team,testimony,0.93,
DE-0134,Survey Tunnel Assessment,AG-0039,organ,1.7,AG-0182,tissue,1.9,coordination,Complete assigned objective,outcome_only,moderate,0.58,difficult_to_reverse,908,completed_as_specified,0.74,trust_increased,good_communication,,912,Klutch CC Research,biological_observation,0.72,
DE-0135,Archive Task Integration,AG-0079,large_collective,3.2,AG-0322,small_group,2.8,construction,Complete standard objective,outcome_only,substantial,0.63,partially_reversible,892,completed_as_specified,0.72,trust_increased,appropriate_autonomy,,932,T. Mord,direct_observation,0.84,
DE-0136,Guild Document Integration,AG-0029,small_group,2.9,AG-0297,individual,4.0,protection,Complete standard objective,outcome_only,moderate,0.62,partially_reversible,886,partially_completed,0.44,trust_unchanged,,,940,T. Mord,institutional_record,0.71,
DE-0137,Guild Mission Integration,AG-0094,large_collective,2.6,AG-0161,tissue,1.7,construction,Complete standard objective,high_level,substantial,0.83,difficult_to_reverse,893,ongoing,,trust_unchanged,,,940,M. Strand,institutional_record,0.72,
DE-0138,Colony Task Extension,AG-0043,institution,3.4,AG-0287,large_collective,2.8,information,Complete urgent task,micromanaged,minimal,0.7,difficult_to_reverse,857,abandoned,0.33,trust_decreased,,trust_failure,914,Boundary Commission,direct_observation,0.73,
DE-0139,Colony Task Integration,AG-0002,institution,4.3,AG-0248,small_group,3.1,decision,Complete assigned mission,high_level,moderate,0.86,fully_reversible,929,completed_as_specified,0.73,trust_increased,backup_available,,930,Independent Observer,inference,0.77,
DE-0140,Crew Tunnel Extension,AG-0007,institution,4.3,AG-0378,organ,2.3,protection,Complete assigned operation,high_level,moderate,0.79,irreversible,905,completed_modified,0.79,trust_unchanged,clear_outcome_spec,,937,Archive Survey Team,direct_observation,0.61,
DE-0141,Guild Project Integration,AG-0022,institution,3.6,AG-0181,individual,2.1,protection,Complete routine mission,detailed,substantial,0.85,difficult_to_reverse,853,partially_completed,0.59,trust_unchanged,,,940,M. Strand,testimony,0.7,
DE-0142,Guild Task Extension,AG-0033,tissue,1.9,AG-0192,cellular,0.6,resource,Complete routine task,high_level,moderate,0.89,difficult_to_reverse,890,failed,0.22,trust_destroyed,,competency_mismatch,921,P. Anster,biological_observation,0.87,
DE-0143,Colony Mission Integration,AG-0026,organ,1.5,AG-0147,tissue,1.9,protection,Complete assigned objective,detailed,minimal,0.73,difficult_to_reverse,860,abandoned,0.35,trust_destroyed,,unclear_specification,935,Independent Observer,testimony,0.85,
DE-0144,Survey Tunnel Integration,AG-0058,institution,3.3,AG-0133,small_group,3.4,coordination,Complete assigned objective,high_level,substantial,0.41,difficult_to_reverse,863,completed_modified,0.77,trust_increased,competency_match,,931,Independent Observer,institutional_record,0.82,
DE-0145,Archive Task Repair,AG-0040,organism,4.0,AG-0243,tissue,1.6,coordination,Complete routine mission,high_level,complete,0.48,fully_reversible,910,completed_as_specified,0.75,trust_increased,high_trust,,921,Colony Observation Unit,direct_observation,0.62,
DE-0146,Archive Project Repair,AG-0086,large_collective,2.6,AG-0144,cellular,0.6,decision,Complete standard mission,detailed,complete,0.8,difficult_to_reverse,852,completed_as_specified,0.81,trust_increased,competency_match,,913,M. Strand,institutional_record,0.74,
DE-0147,Survey Project Assessment,AG-0076,small_group,2.7,AG-0255,organ,2.1,decision,Complete urgent operation,high_level,minimal,0.45,difficult_to_reverse,937,completed_as_specified,0.76,trust_unchanged,competency_match,,933,Colony Observation Unit,testimony,0.85,
DE-0148,Guild Project Response,AG-0040,tissue,1.0,AG-0234,cellular,1.5,coordination,Complete urgent objective,high_level,substantial,0.69,fully_reversible,881,completed_as_specified,0.7,trust_increased,competency_match,,934,Colony Observation Unit,direct_observation,0.88,
DE-0149,Archive Task Extension,AG-0093,organism,4.0,AG-0125,individual,2.0,response,Complete assigned operation,high_level,complete,0.61,partially_reversible,914,partially_completed,0.68,trust_unchanged,,,926,Independent Observer,biological_observation,0.89,
DE-0150,Colony Task Response,AG-0054,organ,1.6,AG-0332,tissue,2.0,resource,Complete standard mission,detailed,minimal,0.8,difficult_to_reverse,900,partially_completed,0.69,trust_unchanged,,,914,M. Strand,testimony,0.67,
DE-0151,Guild Document Repair,AG-0071,large_collective,3.4,AG-0145,individual,3.8,protection,Complete standard mission,high_level,substantial,0.82,partially_reversible,893,completed_as_specified,0.75,trust_unchanged,high_trust,,939,O. Venn,testimony,0.92,
DE-0152,Guild Mission Integration,AG-0097,organism,3.9,AG-0266,individual,3.2,coordination,Complete routine task,high_level,substantial,0.61,partially_reversible,855,failed,0.25,trust_destroyed,,trust_failure,919,Independent Observer,institutional_record,0.93,
DE-0153,Guild Project Assessment,AG-0056,organ,1.9,AG-0136,tissue,1.3,resource,Complete routine mission,high_level,substantial,0.75,partially_reversible,909,completed_as_specified,0.97,trust_increased,good_communication,,920,P. Anster,biological_observation,0.93,
DE-0154,Crew Document Response,AG-0076,institution,3.3,AG-0371,organ,2.4,construction,Complete urgent operation,high_level,substantial,0.91,fully_reversible,937,failed,0.14,trust_unchanged,,competency_mismatch,920,P. Anster,biological_observation,0.76,
DE-0155,Archive Project Repair,AG-0009,organism,3.3,AG-0134,individual,2.5,decision,Complete urgent operation,high_level,complete,0.92,fully_reversible,934,completed_modified,0.98,trust_unchanged,high_trust,,931,O. Venn,institutional_record,0.87,
DE-0156,Colony Project Response,AG-0021,small_group,2.9,AG-0323,cellular,1.5,maintenance,Complete standard task,outcome_only,substantial,0.87,difficult_to_reverse,871,completed_modified,0.99,trust_increased,clear_outcome_spec,,914,M. Strand,inference,0.64,
DE-0157,Colony Task Assessment,AG-0026,large_collective,2.6,AG-0224,organ,1.8,maintenance,Complete urgent objective,high_level,minimal,0.91,partially_reversible,864,completed_modified,0.74,trust_increased,competency_match,,917,M. Strand,direct_observation,0.88,
DE-0158,Archive Document Extension,AG-0067,institution,4.2,AG-0298,individual,3.7,maintenance,Complete assigned mission,detailed,substantial,0.89,fully_reversible,908,completed_modified,0.99,trust_unchanged,appropriate_autonomy,,919,M. Strand,institutional_record,0.66,
DE-0159,Survey Document Extension,AG-0068,small_group,3.3,AG-0235,cellular,1.1,maintenance,Complete assigned objective,outcome_only,substantial,0.78,irreversible,893,completed_modified,0.76,trust_increased,high_trust,,912,Archive Survey Team,institutional_record,0.74,
DE-0160,Crew Document Extension,AG-0091,institution,4.3,AG-0215,tissue,1.6,construction,Complete routine task,high_level,substantial,0.86,difficult_to_reverse,901,ongoing,,trust_unchanged,,,939,Klutch CC Research,testimony,0.76,
DE-0161,Crew Document Response,AG-0092,small_group,3.4,AG-0287,organ,2.1,protection,Complete standard task,outcome_only,complete,0.63,fully_reversible,890,completed_as_specified,0.91,trust_increased,clear_outcome_spec,,930,Independent Observer,institutional_record,0.93,
DE-0162,Crew Task Repair,AG-0065,large_collective,3.3,AG-0379,tissue,1.3,maintenance,Complete routine task,outcome_only,moderate,0.54,fully_reversible,876,completed_as_specified,0.72,trust_increased,clear_outcome_spec,,939,Archive Survey Team,direct_observation,0.81,
DE-0163,Colony Task Extension,AG-0080,small_group,3.1,AG-0338,organ,1.7,coordination,Complete routine mission,high_level,complete,0.72,fully_reversible,923,completed_as_specified,0.72,trust_increased,appropriate_autonomy,,934,Boundary Commission,inference,0.65,
DE-0164,Archive Document Extension,AG-0003,small_group,3.5,AG-0183,tissue,1.3,response,Complete urgent task,high_level,minimal,0.73,irreversible,903,completed_as_specified,0.96,trust_unchanged,competency_match,,929,M. Strand,institutional_record,0.61,
DE-0165,Archive Task Extension,AG-0069,small_group,3.2,AG-0363,cellular,1.4,information,Complete routine operation,outcome_only,substantial,0.42,partially_reversible,858,completed_as_specified,0.8,trust_increased,high_trust,,928,Boundary Commission,direct_observation,0.74,
DE-0166,Survey Tunnel Integration,AG-0024,large_collective,3.3,AG-0123,tissue,1.7,maintenance,Complete urgent mission,outcome_only,substantial,0.71,irreversible,908,completed_as_specified,0.86,trust_increased,good_communication,,936,P. Anster,institutional_record,0.69,
DE-0167,Archive Project Integration,AG-0024,large_collective,3.0,AG-0136,individual,2.2,construction,Complete standard mission,high_level,substantial,0.54,partially_reversible,906,ongoing,,trust_unchanged,,,913,Independent Observer,direct_observation,0.73,
DE-0168,Colony Project Integration,AG-0040,large_collective,2.5,AG-0368,cellular,1.0,information,Complete standard operation,micromanaged,substantial,0.51,fully_reversible,913,completed_modified,0.72,trust_increased,backup_available,,919,P. Anster,testimony,0.92,
DE-0169,Crew Tunnel Integration,AG-0049,organ,2.0,AG-0217,cellular,1.0,information,Complete routine operation,outcome_only,moderate,0.61,partially_reversible,903,completed_modified,0.83,trust_unchanged,appropriate_autonomy,,918,Klutch CC Research,biological_observation,0.86,
DE-0170,Guild Task Assessment,AG-0058,institution,4.5,AG-0130,cellular,0.5,protection,Complete standard mission,outcome_only,substantial,0.72,partially_reversible,917,completed_modified,0.91,trust_unchanged,high_trust,,926,M. Strand,inference,0.66,
DE-0171,Archive Document Integration,AG-0089,small_group,3.4,AG-0143,organ,2.1,response,Complete standard objective,detailed,substantial,0.66,difficult_to_reverse,925,completed_as_specified,0.8,trust_increased,appropriate_autonomy,,913,P. Anster,direct_observation,0.88,
DE-0172,Archive Tunnel Assessment,AG-0021,large_collective,3.4,AG-0183,individual,2.2,coordination,Complete routine mission,outcome_only,minimal,0.77,difficult_to_reverse,879,partially_completed,0.62,trust_unchanged,,,914,Archive Survey Team,biological_observation,0.7,
DE-0173,Crew Project Repair,AG-0001,institution,4.4,AG-0326,organ,2.1,construction,Complete routine objective,high_level,none,0.76,partially_reversible,873,completed_as_specified,0.77,trust_unchanged,clear_outcome_spec,,936,O. Venn,testimony,0.76,
DE-0174,Archive Project Assessment,AG-0030,institution,3.4,AG-0170,small_group,2.8,maintenance,Complete routine objective,high_level,minimal,0.94,fully_reversible,893,completed_modified,0.85,trust_increased,clear_outcome_spec,,933,P. Anster,biological_observation,0.85,
DE-0175,Colony Task Repair,AG-0060,small_group,3.3,AG-0120,individual,2.7,resource,Complete routine task,high_level,moderate,0.79,difficult_to_reverse,901,completed_modified,0.96,trust_unchanged,high_trust,,921,O. Venn,institutional_record,0.68,
DE-0176,Crew Mission Assessment,AG-0069,organism,3.4,AG-0207,individual,3.7,information,Complete standard operation,outcome_only,substantial,0.56,fully_reversible,873,failed,0.36,trust_decreased,,unclear_specification,931,P. Anster,direct_observation,0.88,
DE-0177,Archive Mission Extension,AG-0049,organ,1.6,AG-0240,tissue,1.7,decision,Complete routine objective,high_level,complete,0.54,partially_reversible,912,ongoing,,trust_unchanged,,,940,Archive Survey Team,institutional_record,0.91,
DE-0178,Archive Task Response,AG-0062,institution,3.4,AG-0108,cellular,1.2,maintenance,Complete urgent mission,high_level,substantial,0.52,difficult_to_reverse,909,partially_completed,0.66,trust_unchanged,,,929,Archive Survey Team,testimony,0.85,
DE-0179,Crew Project Extension,AG-0034,institution,3.2,AG-0390,cellular,1.4,information,Complete routine operation,outcome_only,moderate,0.66,difficult_to_reverse,905,completed_as_specified,0.96,trust_unchanged,high_trust,,920,Colony Observation Unit,direct_observation,0.9,
DE-0180,Survey Tunnel Repair,AG-0024,organism,4.1,AG-0392,individual,3.7,construction,Complete urgent objective,high_level,moderate,0.81,partially_reversible,935,completed_modified,0.99,trust_increased,good_communication,,918,Archive Survey Team,direct_observation,0.7,
DE-0181,Colony Project Integration,AG-0022,organism,3.0,AG-0333,cellular,1.0,resource,Complete urgent operation,detailed,substantial,0.84,partially_reversible,874,completed_as_specified,0.95,trust_increased,appropriate_autonomy,,928,O. Venn,inference,0.61,
DE-0182,Colony Task Extension,AG-0052,organ,2.1,AG-0354,tissue,1.4,construction,Complete urgent mission,high_level,substantial,0.69,partially_reversible,881,partially_completed,0.41,trust_unchanged,,,912,T. Mord,direct_observation,0.88,
DE-0183,Archive Mission Response,AG-0041,large_collective,2.8,AG-0244,organ,2.2,protection,Complete routine task,detailed,minimal,0.65,fully_reversible,867,completed_modified,0.74,trust_unchanged,good_communication,,918,Klutch CC Research,institutional_record,0.81,
DE-0184,Survey Mission Assessment,AG-0023,large_collective,2.6,AG-0190,individual,2.1,response,Complete routine task,high_level,complete,0.43,fully_reversible,858,abandoned,0.35,trust_decreased,,unclear_specification,926,Colony Observation Unit,testimony,0.75,
DE-0185,Colony Document Response,AG-0053,large_collective,3.3,AG-0337,cellular,1.5,resource,Complete routine objective,outcome_only,moderate,0.69,difficult_to_reverse,920,completed_as_specified,0.71,trust_increased,competency_match,,930,O. Venn,direct_observation,0.75,
DE-0186,Guild Project Integration,AG-0061,large_collective,3.2,AG-0263,cellular,0.9,information,Complete urgent objective,high_level,substantial,0.91,irreversible,873,abandoned,0.4,trust_destroyed,,context_change,929,Boundary Commission,institutional_record,0.78,
DE-0187,Guild Project Assessment,AG-0098,small_group,2.7,AG-0361,tissue,1.4,maintenance,Complete routine task,high_level,substantial,0.78,difficult_to_reverse,876,failed,0.22,trust_decreased,,competency_mismatch,940,P. Anster,inference,0.79,
DE-0188,Guild Task Response,AG-0036,institution,3.5,AG-0229,large_collective,3.1,protection,Complete standard task,outcome_only,moderate,0.58,difficult_to_reverse,860,failed,0.12,trust_decreased,,communication_breakdown,932,Colony Observation Unit,institutional_record,0.73,
DE-0189,Guild Task Extension,AG-0041,institution,3.1,AG-0360,tissue,1.7,decision,Complete urgent mission,detailed,minimal,0.81,partially_reversible,929,completed_as_specified,0.85,trust_increased,clear_outcome_spec,,929,T. Crost,institutional_record,0.84,
DE-0190,Colony Tunnel Repair,AG-0075,organ,2.3,AG-0230,tissue,1.3,resource,Complete standard mission,outcome_only,moderate,0.67,partially_reversible,930,ongoing,,trust_unchanged,,,940,Archive Survey Team,direct_observation,0.93,
DE-0191,Guild Mission Assessment,AG-0016,large_collective,2.9,AG-0264,cellular,0.6,construction,Complete standard task,high_level,substantial,0.85,partially_reversible,887,completed_as_specified,0.86,trust_unchanged,clear_outcome_spec,,936,Colony Observation Unit,testimony,0.95,
DE-0192,Survey Mission Extension,AG-0023,institution,4.5,AG-0346,organ,2.0,information,Complete standard objective,high_level,moderate,0.5,partially_reversible,920,completed_as_specified,0.86,trust_increased,high_trust,,938,P. Anster,direct_observation,0.61,
DE-0193,Archive Mission Response,AG-0069,organism,4.0,AG-0126,cellular,0.8,resource,Complete urgent operation,high_level,none,0.51,difficult_to_reverse,875,completed_modified,0.89,trust_unchanged,high_trust,,926,P. Anster,institutional_record,0.79,
DE-0194,Survey Mission Integration,AG-0100,small_group,2.8,AG-0292,cellular,1.5,response,Complete urgent objective,high_level,moderate,0.53,partially_reversible,938,partially_completed,0.51,trust_unchanged,,,922,O. Venn,institutional_record,0.9,
DE-0195,Survey Project Integration,AG-0060,institution,4.3,AG-0233,tissue,1.9,maintenance,Complete standard mission,high_level,minimal,0.64,difficult_to_reverse,854,completed_as_specified,0.91,trust_increased,good_communication,,932,T. Mord,institutional_record,0.8,
DE-0196,Crew Project Repair,AG-0033,organ,1.7,AG-0122,cellular,0.9,information,Complete routine mission,detailed,minimal,0.85,fully_reversible,935,completed_modified,0.96,trust_increased,competency_match,,925,T. Mord,direct_observation,0.91,
DE-0197,Survey Task Repair,AG-0024,institution,3.6,AG-0390,tissue,1.7,maintenance,Complete assigned task,outcome_only,complete,0.65,fully_reversible,895,completed_as_specified,0.78,trust_increased,clear_outcome_spec,,933,Independent Observer,inference,0.84,
DE-0198,Crew Document Extension,AG-0024,small_group,2.8,AG-0279,organ,2.2,maintenance,Complete urgent task,detailed,substantial,0.75,partially_reversible,920,completed_as_specified,0.75,trust_unchanged,high_trust,,928,T. Mord,institutional_record,0.74,
DE-0199,Colony Tunnel Extension,AG-0014,organ,2.4,AG-0181,cellular,0.6,coordination,Complete urgent objective,outcome_only,substantial,0.47,difficult_to_reverse,900,completed_as_specified,0.89,trust_increased,competency_match,,940,T. Crost,testimony,0.87,
DE-0200,Guild Mission Repair,AG-0069,large_collective,3.4,AG-0291,individual,3.6,resource,Complete standard mission,outcome_only,substantial,0.64,partially_reversible,925,partially_completed,0.45,trust_unchanged,,,918,O. Venn,biological_observation,0.95,
DE-0201,Crew Project Response,AG-0041,large_collective,2.6,AG-0210,small_group,2.7,protection,Complete assigned objective,outcome_only,moderate,0.69,difficult_to_reverse,926,completed_as_specified,0.72,trust_increased,appropriate_autonomy,,934,Archive Survey Team,inference,0.93,
DE-0202,Archive Mission Assessment,AG-0030,large_collective,2.7,AG-0384,small_group,3.0,response,Complete assigned task,high_level,substantial,0.88,difficult_to_reverse,930,completed_as_specified,0.7,trust_unchanged,good_communication,,922,P. Anster,institutional_record,0.75,
DE-0203,Colony Task Integration,AG-0038,large_collective,3.4,AG-0385,organ,2.3,resource,Complete routine task,outcome_only,substantial,0.7,fully_reversible,871,partially_completed,0.47,trust_unchanged,,,934,Independent Observer,testimony,0.79,
DE-0204,Guild Task Integration,AG-0031,organism,3.8,AG-0143,organ,2.2,information,Complete urgent task,high_level,minimal,0.53,partially_reversible,932,completed_as_specified,0.72,trust_increased,competency_match,,917,Colony Observation Unit,testimony,0.62,
DE-0205,Guild Mission Response,AG-0048,large_collective,2.8,AG-0137,organ,2.4,protection,Complete routine objective,detailed,minimal,0.48,partially_reversible,879,completed_modified,0.98,trust_increased,high_trust,,926,Independent Observer,institutional_record,0.64,
DE-0206,Guild Mission Integration,AG-0098,institution,3.7,AG-0336,organ,1.9,protection,Complete standard objective,high_level,moderate,0.54,irreversible,853,partially_completed,0.65,trust_unchanged,,,937,Boundary Commission,institutional_record,0.75,
DE-0207,Crew Document Response,AG-0004,large_collective,2.9,AG-0379,organ,2.4,information,Complete urgent mission,detailed,substantial,0.67,partially_reversible,898,completed_as_specified,0.78,trust_increased,high_trust,,921,T. Mord,testimony,0.61,
DE-0208,Crew Task Extension,AG-0097,institution,3.4,AG-0160,individual,2.9,coordination,Complete routine operation,high_level,substantial,0.8,irreversible,863,completed_modified,0.97,trust_increased,good_communication,,938,P. Anster,direct_observation,0.76,
DE-0209,Archive Document Repair,AG-0054,institution,4.5,AG-0367,large_collective,3.0,response,Complete standard objective,outcome_only,moderate,0.83,difficult_to_reverse,931,failed,0.39,trust_decreased,,communication_breakdown,923,Archive Survey Team,direct_observation,0.77,
DE-0210,Archive Document Integration,AG-0055,small_group,2.6,AG-0140,organ,2.2,information,Complete routine mission,detailed,moderate,0.65,partially_reversible,859,completed_as_specified,0.99,trust_increased,high_trust,,928,M. Strand,biological_observation,0.7,
DE-0211,Guild Document Assessment,AG-0010,tissue,1.5,AG-0382,cellular,0.6,response,Complete urgent operation,high_level,minimal,0.75,partially_reversible,851,completed_modified,0.85,trust_unchanged,appropriate_autonomy,,929,Colony Observation Unit,institutional_record,0.66,
DE-0212,Archive Document Assessment,AG-0057,organ,2.3,AG-0292,cellular,1.0,construction,Complete urgent task,high_level,substantial,0.46,fully_reversible,926,abandoned,0.03,trust_unchanged,,communication_breakdown,938,M. Strand,testimony,0.75,
DE-0213,Crew Project Assessment,AG-0006,small_group,3.0,AG-0373,cellular,0.9,construction,Complete assigned mission,detailed,substantial,0.52,partially_reversible,874,failed,0.1,trust_decreased,,communication_breakdown,924,Boundary Commission,direct_observation,0.8,
DE-0214,Archive Mission Assessment,AG-0027,large_collective,2.7,AG-0303,cellular,0.7,coordination,Complete standard objective,detailed,moderate,0.55,irreversible,859,abandoned,0.16,trust_destroyed,,unclear_specification,917,P. Anster,direct_observation,0.68,
DE-0215,Crew Project Repair,AG-0097,large_collective,3.0,AG-0145,small_group,3.2,coordination,Complete standard operation,outcome_only,minimal,0.75,partially_reversible,874,completed_as_specified,0.89,trust_increased,competency_match,,928,M. Strand,direct_observation,0.95,
DE-0216,Guild Tunnel Assessment,AG-0017,large_collective,3.1,AG-0386,small_group,3.2,response,Complete assigned mission,high_level,minimal,0.62,irreversible,859,ongoing,,trust_unchanged,,,917,P. Anster,inference,0.64,
DE-0217,Guild Mission Repair,AG-0066,organism,4.2,AG-0238,tissue,1.4,coordination,Complete assigned operation,outcome_only,minimal,0.64,partially_reversible,940,completed_modified,0.93,trust_increased,competency_match,,931,O. Venn,institutional_record,0.93,
DE-0218,Guild Project Response,AG-0022,organism,3.5,AG-0217,organ,1.9,protection,Complete standard mission,high_level,minimal,0.71,difficult_to_reverse,878,failed,0.33,trust_destroyed,,competency_mismatch,938,T. Mord,institutional_record,0.62,
DE-0219,Survey Mission Assessment,AG-0073,organism,4.0,AG-0385,individual,3.5,maintenance,Complete assigned task,outcome_only,substantial,0.44,fully_reversible,931,completed_as_specified,0.87,trust_increased,competency_match,,916,Klutch CC Research,institutional_record,0.79,
DE-0220,Crew Tunnel Repair,AG-0044,large_collective,3.3,AG-0287,tissue,1.7,coordination,Complete assigned mission,high_level,substantial,0.45,fully_reversible,892,completed_modified,0.93,trust_unchanged,competency_match,,928,Klutch CC Research,testimony,0.9,
DE-0221,Survey Task Integration,AG-0056,large_collective,2.9,AG-0388,tissue,2.0,information,Complete urgent task,detailed,complete,0.52,fully_reversible,938,completed_modified,0.85,trust_unchanged,competency_match,,929,T. Mord,institutional_record,0.82,
DE-0222,Colony Tunnel Extension,AG-0065,large_collective,2.6,AG-0325,tissue,1.4,protection,Complete routine task,outcome_only,substantial,0.55,fully_reversible,856,completed_as_specified,0.78,trust_increased,high_trust,,940,M. Strand,testimony,0.94,
DE-0223,Guild Project Response,AG-0002,institution,3.9,AG-0224,organ,1.8,coordination,Complete assigned objective,high_level,moderate,0.54,partially_reversible,889,completed_as_specified,0.7,trust_increased,clear_outcome_spec,,930,Boundary Commission,institutional_record,0.65,
DE-0224,Crew Project Repair,AG-0019,large_collective,3.0,AG-0397,individual,3.1,decision,Complete standard mission,outcome_only,moderate,0.65,fully_reversible,934,ongoing,,trust_unchanged,,,929,Boundary Commission,institutional_record,0.71,
DE-0225,Guild Tunnel Response,AG-0066,institution,4.0,AG-0330,large_collective,3.4,information,Complete urgent operation,detailed,moderate,0.46,difficult_to_reverse,936,completed_as_specified,0.97,trust_increased,high_trust,,913,Klutch CC Research,testimony,0.87,
DE-0226,Survey Mission Response,AG-0077,small_group,3.0,AG-0259,tissue,1.6,coordination,Complete assigned objective,high_level,minimal,0.81,partially_reversible,909,completed_as_specified,0.82,trust_increased,clear_outcome_spec,,938,Colony Observation Unit,inference,0.91,
DE-0227,Archive Task Assessment,AG-0082,large_collective,3.0,AG-0254,cellular,0.7,coordination,Complete standard operation,outcome_only,moderate,0.58,partially_reversible,894,completed_modified,0.86,trust_increased,appropriate_autonomy,,916,M. Strand,direct_observation,0.64,
DE-0228,Guild Mission Repair,AG-0040,small_group,2.7,AG-0235,individual,3.4,resource,Complete standard operation,high_level,substantial,0.41,partially_reversible,904,completed_as_specified,0.89,trust_unchanged,clear_outcome_spec,,912,T. Crost,direct_observation,0.7,
DE-0229,Crew Task Response,AG-0027,large_collective,3.2,AG-0181,individual,3.4,resource,Complete assigned mission,high_level,substantial,0.76,fully_reversible,878,completed_as_specified,0.98,trust_unchanged,competency_match,,933,Independent Observer,biological_observation,0.93,
