agent_id,agent_name,agent_scale,anster_level,agent_type,competency_domain,competency_level,autonomy_level,parent_agent_id,federation_role,delegation_accepts,delegation_gives,integration_score,communication_channels,memory_distributed,turnover_resilient,temporal_horizon_days,spatial_horizon_km,trust_given_score,trust_received_score,documented_year,documenter,region,confidence,notes
AG-0275,Holt Kellam,individual,2.5,person,construction,expert,supervised,,specialist,True,False,0.0,9,False,False,1174.0,494.6,0.83,0.79,915,Klutch CC Research,Unknown,0.61,
AG-0276,Survey Squad 6,small_group,3.3,human_group,protection,competent,autonomous,AG-0015,specialist,True,True,0.45,3,True,False,3929.8,200.3,0.43,0.47,927,Independent Observer,Capital,0.66,
AG-0277,Capital Class 6,small_group,2.9,creature_colony,construction,competent,supervised,AG-0013,component,False,True,0.46,1,True,False,3296.1,559.4,0.34,0.61,912,Klutch CC Research,Unknown,0.88,
AG-0278,Eastern Unit 8,small_group,3.1,human_group,decision_making,master,supervised,,component,True,True,0.41,2,False,True,4743.0,438.9,0.55,0.65,918,Archive Survey Team,Densmok,0.86,
AG-0279,Digger Colony 23,large_collective,2.8,creature_colony,communication,basic,supervised,,component,True,False,0.76,5,False,False,12684.8,493.5,0.49,0.68,929,T. Mord,Yeller Quarry,0.88,
AG-0280,Stakdur Specimen 280,individual,4.0,creature,preservation,expert,sovereign,,coordinator,True,True,0.0,8,False,False,943.7,533.7,0.77,0.88,922,Colony Observation Unit,Unknown,0.64,
AG-0281,Toren Brent,individual,4.0,person,resource_acquisition,basic,autonomous,,coordinator,True,True,0.19,6,True,False,1782.2,152.2,0.65,0.59,912,M. Strand,Densmok,0.88,
AG-0282,Senn Pol,individual,2.7,person,signaling,master,autonomous,,coordinator,True,True,0.02,7,False,False,1872.0,71.8,0.71,0.75,920,Independent Observer,Unknown,0.8,
AG-0283,Northo Coalition,large_collective,3.3,institution,preservation,master,autonomous,,generalist,True,False,0.52,5,False,True,15609.5,591.4,0.91,0.77,940,Independent Observer,Yeller Quarry,0.91,
AG-0284,Northo Consortium,large_collective,2.9,institution,protection,competent,autonomous,,sovereign,False,True,0.72,2,True,True,10808.1,220.8,0.91,0.48,918,T. Mord,Dens boundary,0.76,
AG-0285,Yeller Quarry Federation,large_collective,2.9,institution,communication,expert,fully_dependent,,component,True,True,0.55,11,True,True,13052.7,510.4,0.55,0.57,934,Colony Observation Unit,Dens boundary,0.65,
AG-0286,Western Class 11,small_group,2.9,human_group,construction,competent,supervised,,component,True,True,0.65,13,True,False,5404.4,776.2,0.63,0.5,917,M. Strand,Dens boundary,0.63,
AG-0287,Lorn Moll,individual,3.1,person,threat_response,competent,autonomous,AG-0007,coordinator,True,True,0.1,9,False,False,1166.2,632.3,0.51,0.92,924,Boundary Commission,Yeller Quarry,0.72,
AG-0288,Eastern The Commission,institution,3.3,human_group,memory_storage,competent,semi_autonomous,,specialist,True,False,0.63,4,True,True,7622.2,150.8,0.74,0.91,934,Archive Survey Team,Dens boundary,0.86,
AG-0289,Isla Keth,individual,2.1,person,maintenance,expert,fully_dependent,,component,True,False,0.0,6,False,False,429.4,679.3,0.0,0.53,921,M. Strand,Multiple,0.75,
AG-0290,Boundary Squad 6,small_group,3.5,human_group,coordination,master,supervised,,component,False,True,0.55,7,True,False,981.1,358.7,0.31,0.56,930,Colony Observation Unit,Yeller Quarry,0.79,
AG-0291,Digger Colony 29,large_collective,3.5,creature_colony,protection,expert,supervised,,component,False,True,0.61,6,True,False,11323.0,301.0,0.75,0.44,930,Independent Observer,Tower of Mirado,0.91,
AG-0292,Jorn Thane,individual,2.8,person,resource_acquisition,competent,supervised,,generalist,True,True,0.2,10,False,True,3152.8,41.6,0.89,0.65,914,M. Strand,Yeller Quarry,0.94,
AG-0293,Jorn Venn,individual,3.2,person,resource_acquisition,expert,autonomous,,interface,True,True,0.18,7,True,False,3411.3,586.8,0.61,0.9,940,T. Mord,Yeller Quarry,0.94,
AG-0294,Stakdur Specimen 294,individual,2.8,creature,threat_response,basic,autonomous,,generalist,True,False,0.15,8,True,False,409.3,534.0,0.61,0.78,923,T. Mord,Unknown,0.67,
AG-0295,Cave Bat Specimen 295,individual,3.4,creature,coordination,expert,autonomous,AG-0003,sovereign,True,True,0.0,3,False,False,1268.6,581.5,0.64,0.41,925,T. Mord,Multiple,0.78,
AG-0296,Orra Creel,individual,3.5,person,document_processing,competent,autonomous,AG-0019,coordinator,True,True,0.0,4,False,False,677.0,335.5,0.33,0.9,925,Boundary Commission,Multiple,0.65,
AG-0297,Western Class 5,small_group,2.6,human_group,decision_making,basic,supervised,,component,True,True,0.52,5,False,True,2809.2,459.4,0.95,0.59,919,Colony Observation Unit,Multiple,0.82,
AG-0298,Senn Keth,individual,2.2,person,resource_acquisition,master,fully_dependent,AG-0002,component,True,False,0.18,6,True,True,1742.4,176.7,0.0,0.62,923,Boundary Commission,Densmok,0.79,
AG-0299,Kira Moll,individual,3.9,person,resource_acquisition,expert,supervised,,component,True,False,0.0,10,False,False,1355.7,719.0,0.82,0.8,932,Independent Observer,Yeller Quarry,0.82,
AG-0300,Capital Federation,large_collective,3.1,human_group,coordination,competent,autonomous,,component,True,False,0.44,2,True,True,5272.9,353.4,0.53,0.87,912,Colony Observation Unit,Densmok,0.75,
AG-0301,Northo Assembly,large_collective,3.4,human_group,adaptation,expert,autonomous,,component,False,True,0.74,16,True,True,10828.4,550.4,0.51,0.92,917,T. Mord,Capital,0.72,
AG-0302,Archive Crew 2,small_group,2.9,human_group,resource_acquisition,expert,autonomous,AG-0002,generalist,True,True,0.57,7,True,False,2907.7,752.8,0.32,0.75,916,T. Mord,Capital,0.78,
AG-0303,Lorn Vost,individual,2.1,person,construction,basic,autonomous,,component,True,False,0.1,4,False,False,756.4,404.7,0.0,0.86,938,Independent Observer,Dens boundary,0.69,
AG-0304,Stakdur Specimen 304,individual,3.2,creature,pattern_recognition,master,sovereign,,generalist,True,True,0.05,5,False,False,1156.4,289.1,0.44,0.43,934,Independent Observer,Tower of Mirado,0.65,
AG-0305,Survey Class 20,small_group,2.8,creature_colony,construction,basic,supervised,,component,True,True,0.32,12,False,False,5249.9,54.7,0.54,0.94,933,Archive Survey Team,Capital,0.85,
AG-0306,Densmok The Commission,institution,4.4,institution,preservation,master,semi_autonomous,,generalist,True,True,0.56,13,True,False,6066.9,916.7,0.31,0.49,921,Boundary Commission,Yeller Quarry,0.64,
AG-0307,Vira Crost,individual,4.0,person,construction,competent,autonomous,AG-0018,component,True,True,0.19,8,False,False,240.6,128.9,0.45,0.43,913,Archive Survey Team,Capital,0.89,
AG-0308,Civilization Fragment 5,civilization_fragment,4.0,institution,adaptation,master,semi_autonomous,,component,True,True,0.54,13,False,False,25777.6,480.7,0.87,0.76,938,Klutch CC Research,Tower of Mirado,0.83,
AG-0309,Jorn Marsh,individual,3.0,person,threat_response,master,supervised,,component,True,False,0.08,5,False,False,2024.9,543.3,0.33,0.42,935,Boundary Commission,Tower of Mirado,0.73,
AG-0310,Archive Section 1,small_group,3.3,human_group,coordination,competent,autonomous,AG-0008,component,True,True,0.33,2,False,True,2483.1,473.2,0.78,0.82,912,T. Crost,Densmok,0.74,
AG-0311,Mira Pol,individual,3.7,person,memory_storage,master,autonomous,AG-0008,component,True,False,0.16,8,False,False,2711.5,542.4,0.43,0.81,926,Colony Observation Unit,Densmok,0.63,
AG-0312,Western Circle 4,small_group,2.6,creature_colony,decision_making,competent,supervised,,specialist,True,False,0.6,13,True,False,4290.3,603.2,0.93,0.81,938,Klutch CC Research,Dens boundary,0.93,
AG-0313,Isla Keth,individual,3.5,person,coordination,expert,autonomous,,generalist,False,False,0.0,9,False,False,2124.4,907.5,0.51,0.49,917,Klutch CC Research,Northo,0.84,
AG-0314,Boundary The Academy,institution,4.0,institution,memory_storage,expert,semi_autonomous,,coordinator,True,True,0.82,2,True,True,25860.2,243.8,0.48,0.9,938,Colony Observation Unit,Densmok,0.92,
AG-0315,Digger Colony 50,large_collective,2.7,creature_colony,protection,competent,fully_dependent,,sovereign,True,False,0.66,9,True,True,12422.9,443.9,0.94,0.57,926,T. Crost,Multiple,0.72,
AG-0316,Capital Unit 18,small_group,3.1,creature_colony,decision_making,expert,semi_autonomous,,interface,False,True,0.62,1,True,False,583.5,670.8,0.8,0.42,922,Boundary Commission,Multiple,0.82,
AG-0317,Western Crew 11,small_group,2.5,creature_colony,decision_making,foundational,semi_autonomous,AG-0014,component,True,True,0.48,2,True,True,5774.0,645.5,0.89,0.55,934,T. Mord,Densmok,0.87,
AG-0318,Third Mill Crew 3,small_group,3.1,creature_colony,resource_acquisition,master,sovereign,,sovereign,True,True,0.61,13,True,False,6152.2,623.2,0.52,0.42,913,Colony Observation Unit,Unknown,0.79,
AG-0319,Tunnel Digger Specimen 319,individual,2.1,creature,threat_response,competent,supervised,,specialist,False,False,0.07,2,False,True,3021.5,722.6,0.0,0.9,939,Independent Observer,Dens boundary,0.76,
AG-0320,Eastern Unit 8,small_group,2.6,creature_colony,resource_acquisition,competent,semi_autonomous,AG-0010,component,True,True,0.42,12,True,True,2052.1,170.3,0.82,0.87,928,Boundary Commission,Unknown,0.93,
AG-0321,Boundary Circle 20,small_group,2.6,human_group,coordination,master,fully_dependent,,component,True,False,0.48,4,True,True,5946.3,427.1,0.93,0.86,930,Colony Observation Unit,Tower of Mirado,0.64,
AG-0322,Kira Marsh,individual,2.5,person,maintenance,master,supervised,,component,True,False,0.0,2,False,False,829.9,784.3,0.44,0.53,935,Klutch CC Research,Capital,0.63,
AG-0323,Mirin Moll,individual,3.9,person,memory_storage,competent,autonomous,AG-0018,component,True,True,0.0,9,False,False,566.1,623.5,0.55,0.67,917,P. Anster,Tower of Mirado,0.79,
AG-0324,Densmok Assembly,large_collective,3.1,institution,communication,basic,supervised,,component,True,False,0.53,8,False,False,17299.7,620.7,0.73,0.48,925,Klutch CC Research,Northo,0.73,
AG-0325,Tissue Complex 325,tissue,1.7,organism,construction,competent,fully_dependent,,specialist,True,False,0.86,18,True,False,0.5,193.8,0.0,0.78,931,Klutch CC Research,Capital,0.82,
AG-0326,Tissue Complex 326,tissue,1.7,organism,signaling,competent,autonomous,,generalist,True,False,0.74,13,True,True,0.1,554.8,0.0,0.44,919,T. Crost,Unknown,0.67,
AG-0327,Capital Squad 2,small_group,2.5,human_group,resource_acquisition,basic,semi_autonomous,,generalist,True,False,0.48,6,False,False,3750.1,53.7,0.77,0.82,935,O. Venn,Unknown,0.75,
AG-0328,Tower of Mirado Coalition,large_collective,2.7,institution,coordination,competent,supervised,,specialist,True,False,0.4,2,True,False,8050.9,790.3,0.46,0.8,939,M. Strand,Dens boundary,0.93,
AG-0329,Vira Vells,individual,3.9,person,coordination,master,autonomous,AG-0003,coordinator,False,True,0.0,7,False,False,2331.6,201.9,0.41,0.47,918,T. Mord,Tower of Mirado,0.6,
AG-0330,Civilization Fragment 2,civilization_fragment,4.4,institution,communication,basic,semi_autonomous,,coordinator,False,True,0.57,15,True,False,10892.4,758.4,0.41,0.52,916,Klutch CC Research,Capital,0.65,
AG-0331,Cell Cluster 331-C,cellular,0.6,organism,resource_acquisition,expert,semi_autonomous,,sovereign,True,False,0.99,8,True,True,0.0,288.8,0.0,0.84,919,O. Venn,Northo,0.74,
AG-0332,Tissue Complex 332,tissue,1.6,organism,coordination,competent,semi_autonomous,,component,True,False,0.69,4,False,True,0.8,520.9,0.0,0.67,940,P. Anster,Northo,0.66,
AG-0333,Northo Assembly,large_collective,2.5,human_group,communication,expert,supervised,,coordinator,True,True,0.6,9,False,False,7818.2,292.2,0.46,0.94,915,T. Crost,Northo,0.85,
AG-0334,Kira Vost,individual,3.6,person,pattern_recognition,competent,autonomous,,component,True,True,0.17,2,False,False,1800.8,114.6,0.84,0.79,933,T. Mord,Dens boundary,0.85,
AG-0335,Quarry Circle 3,small_group,2.7,creature_colony,coordination,expert,supervised,AG-0020,component,False,False,0.62,1,False,False,6914.4,794.5,0.68,0.91,940,Boundary Commission,Yeller Quarry,0.7,
AG-0336,Tower of Mirado Federation,large_collective,2.7,institution,coordination,competent,semi_autonomous,,coordinator,True,True,0.78,4,True,True,14873.6,676.2,0.66,0.41,927,O. Venn,Tower of Mirado,0.78,
AG-0337,Multiple Assembly,large_collective,2.7,human_group,adaptation,basic,supervised,,specialist,True,True,0.55,3,False,False,16173.1,507.9,0.67,0.89,923,T. Mord,Unknown,0.67,
AG-0338,Densmok The Guild,institution,3.5,human_group,memory_storage,expert,semi_autonomous,,component,True,False,0.6,12,True,False,27777.3,534.5,0.5,0.7,934,T. Mord,Densmok,0.71,
AG-0339,Quarry Section 2,small_group,2.7,creature_colony,decision_making,basic,supervised,,component,True,True,0.53,2,False,False,2497.5,614.4,0.58,0.89,919,Klutch CC Research,Dens boundary,0.79,
AG-0340,Capital Class 2,small_group,2.7,human_group,construction,expert,supervised,AG-0016,coordinator,True,True,0.3,13,False,True,3797.5,642.9,0.86,0.52,917,Klutch CC Research,Dens boundary,0.88,
AG-0341,Civilization Fragment 6,civilization_fragment,4.0,institution,communication,competent,semi_autonomous,,specialist,True,True,0.48,1,True,True,21897.4,632.6,0.94,0.82,921,Colony Observation Unit,Densmok,0.75,
AG-0342,Capital Unit 4,small_group,2.6,human_group,coordination,expert,autonomous,,generalist,True,False,0.54,13,False,True,6598.3,347.7,0.86,0.95,922,Archive Survey Team,Tower of Mirado,0.92,
AG-0343,Calla Crost,individual,2.8,person,maintenance,master,supervised,,specialist,False,True,0.07,8,False,False,1047.4,75.2,0.9,0.9,926,Boundary Commission,Capital,0.67,
AG-0344,Capital Federation,large_collective,2.6,human_group,protection,basic,fully_dependent,,coordinator,True,True,0.5,14,False,False,15969.6,600.4,0.77,0.41,940,T. Crost,Capital,0.76,
AG-0345,Vira Gast,individual,2.7,person,threat_response,competent,semi_autonomous,AG-0014,interface,True,True,0.12,3,False,True,700.6,552.8,0.49,0.58,926,T. Crost,Northo,0.65,
AG-0346,Tissue Fragment 346-B,cellular,1.0,organism,cellular_maintenance,basic,fully_dependent,,component,True,False,1.0,9,True,True,0.0,331.5,0.0,0.79,930,P. Anster,Tower of Mirado,0.63,
AG-0347,Capital Class 13,small_group,2.6,human_group,resource_acquisition,competent,fully_dependent,AG-0009,coordinator,False,True,0.32,6,False,True,7266.1,649.9,0.83,0.72,912,Independent Observer,Yeller Quarry,0.75,
AG-0348,Tunnel Digger Specimen 348,individual,3.0,creature,preservation,competent,semi_autonomous,AG-0014,component,True,False,0.0,10,False,False,2156.0,754.9,0.76,0.95,934,Independent Observer,Capital,0.89,
AG-0349,Eastern Section 19,small_group,2.9,human_group,resource_acquisition,basic,autonomous,,specialist,True,False,0.63,10,True,False,3297.6,419.6,0.49,0.65,924,Archive Survey Team,Yeller Quarry,0.69,
AG-0350,Neural Cluster 350,organ,2.0,organism,resource_acquisition,competent,semi_autonomous,,component,True,False,0.72,1,False,False,27.3,356.4,0.0,0.82,919,T. Mord,Yeller Quarry,0.94,
AG-0351,Tissue Fragment 351-B,cellular,0.6,organism,cellular_maintenance,master,autonomous,,specialist,True,False,0.75,8,True,False,0.0,547.8,0.0,0.4,918,Klutch CC Research,Dens boundary,0.81,
AG-0352,Border Creature Specimen 352,individual,3.9,creature,document_processing,basic,semi_autonomous,AG-0012,specialist,False,True,0.11,10,True,False,1166.2,187.5,0.82,0.5,921,Klutch CC Research,Capital,0.65,
AG-0353,Cellular Unit 353-C,cellular,0.8,organism,cellular_maintenance,competent,supervised,,coordinator,True,False,0.93,16,False,True,0.1,550.1,0.0,0.9,936,Klutch CC Research,Densmok,0.95,
AG-0354,Quarry Section 14,small_group,3.2,human_group,protection,expert,autonomous,,component,True,True,0.6,13,True,True,3291.6,463.8,0.33,0.94,913,Boundary Commission,Tower of Mirado,0.9,
AG-0355,Greta Brent,individual,3.6,person,coordination,competent,semi_autonomous,,generalist,True,True,0.0,10,False,False,154.2,705.8,0.46,0.8,926,Colony Observation Unit,Densmok,0.74,
AG-0356,Isla Tross,individual,2.9,person,communication,foundational,autonomous,,specialist,False,True,0.09,9,False,False,2269.2,428.7,0.75,0.49,931,T. Mord,Densmok,0.8,
AG-0357,Calla Crost,individual,3.5,person,construction,basic,semi_autonomous,AG-0017,specialist,True,True,0.0,5,False,False,746.0,443.5,0.63,0.42,915,Klutch CC Research,Capital,0.72,
AG-0358,Maw Beast Specimen 358,individual,2.1,creature,pattern_recognition,expert,semi_autonomous,AG-0003,component,True,False,0.11,3,False,False,1806.9,411.8,0.0,0.71,920,Klutch CC Research,Dens boundary,0.8,
AG-0359,Vira Drusk,individual,3.9,person,document_processing,expert,autonomous,,interface,True,True,0.07,7,False,False,219.1,567.5,0.59,0.57,918,Independent Observer,Multiple,0.83,
AG-0360,Eastern Class 7,small_group,3.3,human_group,resource_acquisition,master,semi_autonomous,,specialist,True,False,0.51,11,False,False,578.1,691.0,0.54,0.57,930,T. Crost,Northo,0.81,
AG-0361,Circulatory Unit 361,organ,2.5,organism,adaptation,basic,fully_dependent,,component,True,True,0.9,3,True,True,12.6,652.5,0.43,0.4,918,Klutch CC Research,Capital,0.85,
AG-0362,Northo Consortium,large_collective,3.3,institution,communication,basic,supervised,,coordinator,True,False,0.48,9,True,False,4171.3,298.9,0.42,0.54,917,Independent Observer,Capital,0.61,
AG-0363,Holt Thane,individual,2.9,person,threat_response,expert,autonomous,AG-0007,coordinator,True,True,0.11,9,False,False,1287.0,715.8,0.58,0.72,939,Klutch CC Research,Multiple,0.86,
AG-0364,Unknown Assembly,large_collective,3.1,institution,communication,master,supervised,,component,True,True,0.74,3,True,True,13985.6,588.9,0.91,0.82,922,P. Anster,Tower of Mirado,0.73,
AG-0365,Night Stalker Specimen 365,individual,3.0,creature,resource_acquisition,competent,sovereign,,specialist,True,False,0.0,4,False,False,2317.5,293.9,0.41,0.55,939,Colony Observation Unit,Tower of Mirado,0.67,
AG-0366,Western Section 11,small_group,2.9,human_group,decision_making,master,supervised,,specialist,True,True,0.61,1,True,False,4900.5,700.3,0.33,0.6,929,T. Crost,Tower of Mirado,0.61,
AG-0367,Jorn Brent,individual,2.1,person,decision_making,master,supervised,AG-0012,specialist,True,False,0.0,3,False,False,751.1,467.0,0.0,0.7,913,Colony Observation Unit,Multiple,0.78,
AG-0368,Senn Anster,individual,3.6,person,maintenance,competent,sovereign,AG-0004,coordinator,True,True,0.15,1,False,False,109.6,189.5,0.71,0.6,933,P. Anster,Yeller Quarry,0.69,
AG-0369,Tissue Complex 369,tissue,1.2,organism,signaling,competent,semi_autonomous,,coordinator,True,False,1.0,17,True,True,0.9,164.3,0.0,0.58,919,Klutch CC Research,Densmok,0.83,
AG-0370,Jorn Marsh,individual,2.1,person,memory_storage,master,semi_autonomous,,generalist,True,False,0.19,4,False,False,770.4,585.6,0.0,0.88,929,T. Mord,Yeller Quarry,0.81,
AG-0371,Petra Tross,individual,3.6,person,maintenance,competent,autonomous,AG-0001,component,True,False,0.0,8,False,False,1035.8,185.5,0.67,0.57,938,Klutch CC Research,Dens boundary,0.93,
AG-0372,Tunnel Digger Specimen 372,individual,3.5,creature,memory_storage,expert,semi_autonomous,,component,True,True,0.04,4,False,False,1736.1,670.2,0.46,0.65,918,O. Venn,Densmok,0.82,
AG-0373,Orra Vells,individual,3.8,person,document_processing,foundational,semi_autonomous,AG-0008,generalist,True,True,0.0,8,False,False,607.2,480.6,0.58,0.79,937,Boundary Commission,Tower of Mirado,0.68,
AG-0374,Greta Creel,individual,2.5,person,memory_storage,competent,semi_autonomous,,component,True,True,0.17,9,False,False,3398.5,620.9,0.62,0.79,924,P. Anster,Yeller Quarry,0.75,
AG-0375,Senn Tross,individual,2.2,person,memory_storage,competent,supervised,,component,True,False,0.0,7,False,False,3007.3,621.8,0.0,0.68,912,Colony Observation Unit,Capital,0.91,
AG-0376,Tower of Mirado Assembly,large_collective,2.9,institution,adaptation,competent,supervised,,specialist,False,False,0.5,3,False,False,15295.9,4.9,0.66,0.53,912,O. Venn,Yeller Quarry,0.77,
AG-0377,Archive Crew 19,small_group,3.0,human_group,protection,competent,fully_dependent,,specialist,True,True,0.65,15,False,True,496.1,435.2,0.73,0.79,936,Boundary Commission,Unknown,0.7,
AG-0378,Tissue Complex 378,tissue,1.0,organism,maintenance,basic,supervised,,interface,True,False,1.0,14,True,True,0.9,175.3,0.0,0.73,934,M. Strand,Yeller Quarry,0.74,
AG-0379,Densmok Consortium,large_collective,2.9,human_group,preservation,expert,semi_autonomous,,specialist,True,True,0.42,12,True,True,6401.2,106.3,0.81,0.85,918,T. Crost,Tower of Mirado,0.68,
AG-0380,Orra Tall,individual,3.1,person,spatial_navigation,basic,semi_autonomous,AG-0014,coordinator,True,True,0.0,3,False,False,2339.6,693.3,0.9,0.6,912,T. Crost,Multiple,0.83,
AG-0381,Night Stalker Specimen 381,individual,3.0,creature,document_processing,competent,autonomous,,sovereign,True,True,0.0,10,False,False,3232.7,35.5,0.32,0.63,931,Colony Observation Unit,Capital,0.7,
AG-0382,Orra Anster,individual,2.9,person,threat_response,competent,supervised,,component,True,True,0.0,1,False,False,1822.1,550.0,0.65,0.72,912,Boundary Commission,Northo,0.93,
AG-0383,Densmok The College,institution,3.4,institution,coordination,expert,semi_autonomous,,coordinator,True,True,0.55,7,False,False,14347.0,505.7,0.58,0.54,939,Independent Observer,Multiple,0.62,
AG-0384,Third Mill Squad 5,small_group,3.0,human_group,resource_acquisition,expert,autonomous,AG-0007,specialist,True,True,0.67,11,True,True,4795.8,495.1,0.68,0.5,917,T. Mord,Multiple,0.89,
AG-0385,Capital Squad 15,small_group,3.1,human_group,protection,expert,semi_autonomous,,generalist,True,False,0.44,10,False,True,937.4,130.4,0.8,0.78,925,Archive Survey Team,Yeller Quarry,0.68,
AG-0386,Multiple Alliance,large_collective,3.3,institution,communication,competent,fully_dependent,,component,True,False,0.8,7,True,False,6900.7,170.1,0.87,0.49,914,M. Strand,Capital,0.85,
AG-0387,Tissue Fragment 387-B,cellular,1.2,organism,cellular_maintenance,expert,fully_dependent,,generalist,True,False,0.79,10,True,False,0.1,515.6,0.0,0.73,939,Colony Observation Unit,Tower of Mirado,0.92,
AG-0388,Neural Cluster 388,organ,1.6,organism,adaptation,expert,supervised,,coordinator,True,False,0.78,11,True,True,28.8,528.0,0.0,0.41,928,Independent Observer,Densmok,0.73,
AG-0389,Quarry Section 19,small_group,3.0,human_group,construction,competent,sovereign,AG-0015,component,True,True,0.57,4,True,True,4744.5,200.8,0.67,0.47,937,Klutch CC Research,Dens boundary,0.79,
AG-0390,Border Creature Specimen 390,individual,3.9,creature,decision_making,competent,semi_autonomous,AG-0002,component,True,False,0.01,10,False,False,2939.9,267.3,0.34,0.84,923,T. Mord,Yeller Quarry,0.6,
AG-0391,Yeller Quarry Coalition,large_collective,3.5,institution,coordination,competent,fully_dependent,,coordinator,True,True,0.73,8,True,False,15327.4,198.0,0.63,0.64,934,Colony Observation Unit,Dens boundary,0.68,
AG-0392,Ferris Moll,individual,2.9,person,communication,foundational,fully_dependent,,specialist,False,True,0.08,10,True,False,2322.2,142.4,0.38,0.46,917,Independent Observer,Northo,0.75,
AG-0393,Kellen Tall,individual,2.7,person,resource_acquisition,basic,semi_autonomous,AG-0008,specialist,True,True,0.03,4,False,False,2653.6,451.8,0.54,0.93,915,T. Mord,Tower of Mirado,0.71,
AG-0394,Densmok Federation,large_collective,3.3,institution,protection,expert,autonomous,,component,True,True,0.77,15,True,False,1746.6,639.2,0.71,0.4,925,Archive Survey Team,Dens boundary,0.88,
AG-0395,Greta Thane,individual,3.3,person,pattern_recognition,competent,semi_autonomous,AG-0008,component,True,True,0.01,4,False,False,47.3,298.5,0.42,0.79,939,O. Venn,Multiple,0.8,
AG-0396,Capital Section 13,small_group,3.2,human_group,decision_making,expert,semi_autonomous,,component,True,True,0.34,3,False,False,4345.4,648.0,0.3,0.57,940,M. Strand,Unknown,0.95,
AG-0397,Maw Beast Specimen 397,individual,2.6,creature,maintenance,expert,fully_dependent,,specialist,True,False,0.0,10,False,False,3448.8,143.2,0.42,0.63,938,Boundary Commission,Unknown,0.87,
AG-0398,Liver Complex 398,organ,2.2,organism,maintenance,expert,semi_autonomous,,component,True,False,0.97,1,True,True,17.8,166.1,0.0,0.7,933,P. Anster,Yeller Quarry,0.9,
AG-0399,Densmok Consortium,large_collective,3.1,institution,adaptation,foundational,semi_autonomous,,component,True,False,0.61,12,False,False,7463.9,842.0,0.82,0.52,935,O. Venn,Capital,0.95,
AG-0400,Ferris Vost,individual,2.2,person,document_processing,master,supervised,,component,True,False,0.1,6,False,False,3255.9,588.0,0.0,0.92,926,Boundary Commission,Dens boundary,0.93,
AG-0401,Capital Team 14,small_group,3.2,human_group,protection,basic,supervised,,component,True,True,0.46,7,False,True,1606.6,588.4,0.74,0.94,924,Boundary Commission,Yeller Quarry,0.8,
AG-0402,Western Unit 20,small_group,2.6,human_group,resource_acquisition,competent,fully_dependent,AG-0008,component,True,True,0.52,1,False,True,4815.0,228.3,0.39,0.42,933,Klutch CC Research,Dens boundary,0.83,
AG-0403,Maw Beast Specimen 403,individual,2.5,creature,memory_storage,competent,semi_autonomous,AG-0006,component,True,True,0.07,4,False,False,3013.3,438.4,0.76,0.81,938,M. Strand,Tower of Mirado,0.81,
AG-0404,Dens boundary Federation,large_collective,3.0,human_group,preservation,foundational,semi_autonomous,,component,True,True,0.73,2,True,True,7033.6,242.7,0.92,0.54,939,Boundary Commission,Yeller Quarry,0.76,
AG-0405,Bren Strand,individual,2.1,person,coordination,expert,fully_dependent,,component,True,False,0.0,9,False,False,2123.9,419.6,0.0,0.65,940,O. Venn,Multiple,0.76,
AG-0406,Capital Federation,large_collective,2.8,human_group,coordination,expert,semi_autonomous,,specialist,True,True,0.52,14,True,True,6217.5,31.7,0.59,0.79,938,Boundary Commission,Tower of Mirado,0.68,
AG-0407,Neural Cluster 407,organ,2.2,organism,adaptation,basic,fully_dependent,,generalist,True,False,0.98,19,True,False,10.3,428.5,0.0,0.65,924,M. Strand,Multiple,0.72,
AG-0408,Densmok Consortium,large_collective,3.1,institution,adaptation,competent,sovereign,,specialist,True,False,0.53,9,False,False,14719.7,797.0,0.54,0.81,918,T. Mord,Dens boundary,0.78,
AG-0409,Civilization Fragment 10,civilization_fragment,3.9,institution,memory_storage,expert,semi_autonomous,,component,True,True,0.42,2,True,False,17843.8,340.7,0.5,0.52,931,Boundary Commission,Densmok,0.81,
AG-0410,Tissue Complex 410,tissue,1.7,organism,signaling,competent,supervised,,sovereign,True,False,0.86,4,True,True,0.4,446.7,0.0,0.7,927,O. Venn,Tower of Mirado,0.72,
AG-0411,Tissue Complex 411,tissue,1.1,organism,coordination,master,semi_autonomous,,component,True,False,0.81,12,True,True,0.3,141.3,0.0,0.42,920,M. Strand,Dens boundary,0.88,
AG-0412,Capital Team 19,small_group,3.3,human_group,resource_acquisition,expert,autonomous,AG-0003,specialist,True,True,0.69,3,True,False,2095.9,370.5,0.63,0.51,921,M. Strand,Multiple,0.75,
AG-0413,Cellular Unit 413-F,cellular,0.5,organism,signaling,expert,supervised,,component,False,False,1.0,17,True,True,0.0,444.7,0.0,0.87,912,Boundary Commission,Densmok,0.89,
AG-0414,Kira Mord,individual,3.3,person,signaling,expert,supervised,AG-0010,coordinator,True,False,0.0,5,False,False,975.6,637.7,0.95,0.74,922,Archive Survey Team,Capital,0.7,
AG-0415,Isla Pol,individual,3.5,person,decision_making,expert,semi_autonomous,,specialist,False,True,0.0,3,False,False,3258.1,471.3,0.52,0.41,913,T. Mord,Capital,0.69,
AG-0416,Kellen Brent,individual,3.1,person,adaptation,competent,semi_autonomous,,generalist,True,True,0.0,4,False,False,305.3,437.8,0.37,0.89,926,Boundary Commission,Unknown,0.68,
