inheritance_id,source_type,source_id,source_pattern,recipient_type,recipient_id,recipient_prior_pattern,inheritance_mechanism,inheritance_year,inheritance_duration_days,inheritance_fidelity,pattern_modifications,dominant_features_preserved,dens_proximity_km,population_contact,prime_day_event,reinforcement_available,outcome,persistence_after_transfer,koss_documented,form_inheritance_ref,documenter,documentation_method,confidence,description,notes
MI-0112,collective,SRC-364,physical form,regenerating_tissue,RCP-254,,proximity,928,269,0.762,none,True,101.0,True,False,True,successful_transfer,permanent,False,,R. Voss,historical_reconstruction,0.76,Memory inheritance from collective to regenerating_tissue via proximity.,
MI-0113,collective,,physical form,offspring,,behavioral pattern,contact,925,208,0.83,none,True,60.7,True,False,False,successful_transfer,stable,False,,M. Tall,generational_tracking,0.6,Memory inheritance from collective to offspring via contact.,
MI-0114,form_library,,memory trace,collective_member,,,hereditary,896,63,0.73,none,True,38.1,True,False,True,successful_transfer,permanent,False,,C. Vells,direct_observation,0.69,Memory inheritance from form_library to collective_member via hereditary.,
MI-0115,form_library,,operational knowledge,offspring,RCP-628,memory trace,form_library_access,918,275,0.344,,False,58.5,True,False,False,conflict_transfer,unstable,False,,C. Vells,historical_reconstruction,0.78,Memory inheritance from form_library to offspring via form_library_access.,
MI-0116,location,,spatial configuration,nearby_creature,,,hereditary,914,216,0.707,none,True,92.9,True,True,True,successful_transfer,stable,False,,C. Vells,historical_reconstruction,0.78,Memory inheritance from location to nearby_creature via hereditary.,
MI-0117,dying_entity,SRC-421,operational knowledge,new_structure,,physical form,deliberate_transfer,919,69,0.614,none,True,124.1,True,False,True,successful_transfer,stable,False,,C. Vells,generational_tracking,0.53,Memory inheritance from dying_entity to new_structure via deliberate_transfer.,
MI-0118,form_library,,behavioral pattern,collective_member,,,collective_memory,931,202,0.371,,False,139.7,True,False,True,conflict_transfer,lost,True,FI-0161,Archive Survey Team,experimental_verification,0.94,Memory inheritance from form_library to collective_member via collective_memory.,
MI-0119,form_library,,collective identity,new_entity,RCP-694,physical form,contact,898,192,0.322,,False,116.3,True,False,True,conflict_transfer,lost,False,,Quarry Guild Records,pattern_comparison,0.85,Memory inheritance from form_library to new_entity via contact.,
MI-0120,form_library,SRC-874,spatial configuration,nearby_creature,RCP-650,,deliberate_transfer,916,230,0.362,,False,100.0,True,False,True,failed_transfer,unstable,False,,Boundary Commission,pattern_comparison,0.93,Memory inheritance from form_library to nearby_creature via deliberate_transfer.,
MI-0121,dying_entity,SRC-211,spatial configuration,nearby_creature,RCP-442,,hereditary,902,117,0.671,none,True,27.0,False,False,False,successful_transfer,stable,False,,S. Moll,direct_observation,0.81,Memory inheritance from dying_entity to nearby_creature via hereditary.,
MI-0122,form_library,SRC-882,behavioral pattern,collective_member,RCP-168,physical form,proximity,885,90,0.486,pattern_simplification,False,24.6,True,False,False,modified_transfer,lost,False,,Boundary Commission,direct_observation,0.54,Memory inheritance from form_library to collective_member via proximity.,
MI-0123,experimental_transfer,SRC-628,collective identity,nearby_creature,,,deliberate_transfer,911,286,1.0,none,True,159.6,False,False,True,successful_transfer,permanent,True,FI-0041,T. Vells,historical_reconstruction,0.77,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
MI-0124,ghost_pattern,SRC-357,spatial configuration,nearby_creature,RCP-877,,ghost_imprint,901,116,0.469,detail_loss,False,27.8,False,False,False,partial_transfer,stable,False,,Quarry Guild Records,pattern_comparison,0.81,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0125,form_library,,spatial configuration,collective_member,,memory trace,hereditary,883,16,0.547,"behavioral_drift,form_stable",True,111.3,False,False,True,modified_transfer,fading,False,,Quarry Guild Records,pattern_comparison,0.64,Memory inheritance from form_library to collective_member via hereditary.,
MI-0126,ghost_pattern,,operational knowledge,nearby_creature,,,ghost_imprint,919,43,0.607,selective_inheritance,True,30.0,True,False,True,partial_transfer,fading,False,,R. Voss,experimental_verification,0.91,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0127,collective,SRC-174,operational knowledge,new_entity,,physical form,form_library_access,921,277,0.321,,False,59.4,False,False,False,conflict_transfer,lost,False,,S. Moll,direct_observation,0.77,Memory inheritance from collective to new_entity via form_library_access.,
MI-0128,collective,,memory trace,new_entity,RCP-335,,hereditary,880,18,0.98,none,True,66.5,False,True,False,successful_transfer,permanent,False,,M. Tall,historical_reconstruction,0.53,Memory inheritance from collective to new_entity via hereditary.,
MI-0129,experimental_transfer,,spatial configuration,collective_member,,spatial configuration,deliberate_transfer,883,272,1.0,none,True,101.5,True,True,False,successful_transfer,stable,True,FI-0274,Independent Observer,direct_observation,0.71,Memory inheritance from experimental_transfer to collective_member via deliberate_transfer.,
MI-0130,location,,operational knowledge,new_entity,RCP-567,,unknown,912,338,0.937,none,True,157.1,True,False,False,successful_transfer,stable,False,,Boundary Commission,historical_reconstruction,0.83,Memory inheritance from location to new_entity via unknown.,
MI-0131,experimental_transfer,,collective identity,nearby_creature,RCP-590,spatial configuration,deliberate_transfer,923,70,0.719,partial_expression,True,106.0,False,False,False,partial_transfer,fading,True,FI-0120,S. Moll,direct_observation,0.89,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
MI-0132,location,,operational knowledge,nearby_creature,RCP-215,,deliberate_transfer,922,281,0.754,detail_loss,True,51.3,True,False,False,partial_transfer,stable,False,,R. Voss,direct_observation,0.68,Memory inheritance from location to nearby_creature via deliberate_transfer.,
MI-0133,experimental_transfer,SRC-219,behavioral pattern,new_entity,RCP-335,physical form,deliberate_transfer,881,32,1.0,none,True,103.9,True,True,False,successful_transfer,permanent,True,,Quarry Guild Records,experimental_verification,0.7,Memory inheritance from experimental_transfer to new_entity via deliberate_transfer.,
MI-0134,parent_creature,,operational knowledge,offspring,,collective identity,collective_memory,928,24,0.772,none,True,77.9,True,True,True,successful_transfer,stable,False,,R. Voss,pattern_comparison,0.69,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0135,experimental_transfer,,behavioral pattern,nearby_creature,,,deliberate_transfer,928,206,0.823,none,True,63.7,True,False,True,successful_transfer,permanent,True,,S. Moll,pattern_comparison,0.87,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
MI-0136,ghost_pattern,SRC-762,physical form,nearby_creature,RCP-479,physical form,ghost_imprint,925,46,1.0,none,True,67.0,False,True,False,successful_transfer,stable,True,,Archive Survey Team,pattern_comparison,0.5,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0137,collective,,physical form,nearby_creature,RCP-661,collective identity,collective_memory,889,193,0.774,none,True,80.4,False,False,True,successful_transfer,stable,False,,K. Strand,historical_reconstruction,0.75,Memory inheritance from collective to nearby_creature via collective_memory.,
MI-0138,collective,,collective identity,new_entity,,,deliberate_transfer,884,186,0.689,none,True,92.4,True,False,False,successful_transfer,stable,False,,S. Moll,pattern_comparison,0.86,Memory inheritance from collective to new_entity via deliberate_transfer.,
MI-0139,collective,,spatial configuration,new_entity,,,collective_memory,920,267,0.766,none,True,168.9,True,False,True,successful_transfer,permanent,False,,C. Vells,historical_reconstruction,0.87,Memory inheritance from collective to new_entity via collective_memory.,
MI-0140,dying_entity,,memory trace,collective_member,RCP-622,physical form,hereditary,909,249,1.0,none,True,195.6,True,True,False,successful_transfer,permanent,False,,R. Voss,pattern_comparison,0.82,Memory inheritance from dying_entity to collective_member via hereditary.,
MI-0141,form_library,,spatial configuration,new_structure,,,proximity,907,136,0.906,none,True,60.1,False,False,True,successful_transfer,permanent,False,,T. Vells,generational_tracking,0.56,Memory inheritance from form_library to new_structure via proximity.,
MI-0142,collective,,spatial configuration,regenerating_tissue,RCP-953,,contact,900,222,0.491,partial_expression,False,11.6,False,False,False,partial_transfer,stable,False,,K. Strand,generational_tracking,0.5,Memory inheritance from collective to regenerating_tissue via contact.,
MI-0143,location,,memory trace,new_entity,RCP-381,,proximity,909,87,0.335,,False,99.9,True,False,False,conflict_transfer,unstable,False,,Archive Survey Team,generational_tracking,0.63,Memory inheritance from location to new_entity via proximity.,
MI-0144,experimental_transfer,SRC-597,collective identity,collective_member,,,deliberate_transfer,932,264,0.851,none,True,33.4,True,False,False,successful_transfer,permanent,True,FI-0353,Boundary Commission,experimental_verification,0.61,Memory inheritance from experimental_transfer to collective_member via deliberate_transfer.,
MI-0145,dying_entity,SRC-688,spatial configuration,collective_member,RCP-101,,contact,909,55,0.304,"scale_change,detail_loss",False,188.4,True,False,False,modified_transfer,fading,False,,M. Tall,pattern_comparison,0.58,Memory inheritance from dying_entity to collective_member via contact.,
MI-0146,parent_creature,,behavioral pattern,offspring,,spatial configuration,collective_memory,896,358,0.395,feature_emphasis,False,189.5,False,False,False,modified_transfer,fading,False,,M. Tall,historical_reconstruction,0.76,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0147,ghost_pattern,,behavioral pattern,nearby_creature,RCP-583,,ghost_imprint,906,45,0.715,none,True,162.3,True,False,False,successful_transfer,stable,False,,C. Vells,historical_reconstruction,0.92,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0148,collective,SRC-287,collective identity,new_entity,RCP-403,operational knowledge,ghost_imprint,903,224,0.272,,False,17.4,False,False,True,conflict_transfer,lost,False,,Boundary Commission,historical_reconstruction,0.84,Memory inheritance from collective to new_entity via ghost_imprint.,
MI-0149,experimental_transfer,,behavioral pattern,new_entity,RCP-834,,deliberate_transfer,899,277,0.605,detail_loss,True,84.7,True,False,False,partial_transfer,fading,True,,K. Strand,pattern_comparison,0.94,Memory inheritance from experimental_transfer to new_entity via deliberate_transfer.,
MI-0150,ghost_pattern,SRC-443,spatial configuration,nearby_creature,RCP-472,,ghost_imprint,890,105,1.0,none,True,183.1,True,False,True,successful_transfer,permanent,False,,C. Vells,generational_tracking,0.83,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0151,parent_creature,SRC-619,memory trace,offspring,,operational knowledge,collective_memory,881,72,0.521,detail_loss,True,22.3,True,False,False,partial_transfer,stable,False,,Independent Observer,pattern_comparison,0.82,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0152,collective,,physical form,new_structure,,behavioral pattern,deliberate_transfer,880,42,0.735,none,True,137.7,True,False,False,successful_transfer,stable,False,,T. Vells,generational_tracking,0.7,Memory inheritance from collective to new_structure via deliberate_transfer.,
MI-0153,ghost_pattern,,physical form,new_entity,RCP-917,,ghost_imprint,923,301,0.355,"behavioral_drift,form_stable",False,32.4,True,False,False,modified_transfer,unstable,False,,Boundary Commission,experimental_verification,0.79,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0154,location,SRC-462,spatial configuration,regenerating_tissue,,,hereditary,903,329,0.793,none,True,57.2,False,False,False,successful_transfer,stable,False,,S. Moll,generational_tracking,0.8,Memory inheritance from location to regenerating_tissue via hereditary.,
MI-0155,experimental_transfer,SRC-229,physical form,offspring,,,deliberate_transfer,907,23,0.594,detail_loss,True,196.5,True,False,True,partial_transfer,stable,True,,Boundary Commission,direct_observation,0.53,Memory inheritance from experimental_transfer to offspring via deliberate_transfer.,
MI-0156,ghost_pattern,SRC-470,operational knowledge,new_entity,RCP-134,spatial configuration,ghost_imprint,916,295,0.551,partial_expression,True,68.0,False,False,False,partial_transfer,fading,False,,S. Moll,direct_observation,0.68,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0157,collective,,physical form,nearby_creature,RCP-323,,hereditary,916,147,0.855,none,True,109.8,False,False,True,successful_transfer,stable,False,,Boundary Commission,historical_reconstruction,0.81,Memory inheritance from collective to nearby_creature via hereditary.,
MI-0158,ghost_pattern,,spatial configuration,new_entity,RCP-233,,ghost_imprint,891,146,0.573,"behavioral_drift,form_stable",True,98.7,True,False,True,modified_transfer,fading,True,FI-0276,Boundary Commission,generational_tracking,0.76,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0159,form_library,,behavioral pattern,new_entity,,behavioral pattern,proximity,880,326,0.861,none,True,158.1,True,False,True,successful_transfer,permanent,False,,K. Strand,historical_reconstruction,0.91,Memory inheritance from form_library to new_entity via proximity.,
MI-0160,location,SRC-997,physical form,regenerating_tissue,,,form_library_access,914,230,0.608,partial_expression,True,31.1,False,True,True,partial_transfer,fading,False,,Independent Observer,historical_reconstruction,0.89,Memory inheritance from location to regenerating_tissue via form_library_access.,
MI-0161,parent_creature,,behavioral pattern,offspring,RCP-478,behavioral pattern,collective_memory,884,130,0.863,none,True,79.7,True,False,False,successful_transfer,permanent,False,,R. Voss,experimental_verification,0.9,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0162,form_library,,physical form,nearby_creature,RCP-914,,proximity,922,87,0.458,selective_inheritance,False,181.6,True,False,False,partial_transfer,stable,False,,M. Tall,pattern_comparison,0.91,Memory inheritance from form_library to nearby_creature via proximity.,
MI-0163,location,,operational knowledge,offspring,,,unknown,910,85,0.317,,False,1.9,True,True,True,conflict_transfer,fading,False,,M. Tall,experimental_verification,0.75,Memory inheritance from location to offspring via unknown.,
MI-0164,parent_creature,,behavioral pattern,offspring,,,collective_memory,931,260,0.347,,False,96.3,False,False,False,failed_transfer,lost,False,,Boundary Commission,pattern_comparison,0.93,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0165,ghost_pattern,SRC-190,behavioral pattern,new_entity,RCP-598,,ghost_imprint,921,108,0.557,detail_loss,True,144.8,True,True,True,partial_transfer,stable,False,,T. Vells,historical_reconstruction,0.84,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0166,parent_creature,,operational knowledge,offspring,RCP-549,,hereditary,888,356,0.193,,False,3.0,True,False,True,conflict_transfer,lost,False,,M. Tall,generational_tracking,0.67,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0167,dying_entity,SRC-698,collective identity,offspring,RCP-650,physical form,proximity,923,11,0.43,partial_expression,False,19.6,True,True,True,partial_transfer,fading,False,,T. Vells,historical_reconstruction,0.54,Memory inheritance from dying_entity to offspring via proximity.,
MI-0168,form_library,,spatial configuration,new_structure,RCP-962,,contact,914,141,0.913,none,True,60.4,False,True,False,successful_transfer,permanent,False,,M. Tall,historical_reconstruction,0.67,Memory inheritance from form_library to new_structure via contact.,
MI-0169,dying_entity,,behavioral pattern,new_entity,RCP-871,,contact,882,196,0.892,none,True,187.8,True,True,True,successful_transfer,stable,False,,Archive Survey Team,experimental_verification,0.92,Memory inheritance from dying_entity to new_entity via contact.,
MI-0170,parent_creature,,memory trace,offspring,,behavioral pattern,collective_memory,916,213,0.261,,False,13.0,True,False,False,failed_transfer,unstable,False,,Independent Observer,direct_observation,0.64,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0171,location,SRC-321,spatial configuration,collective_member,,,proximity,927,175,0.884,none,True,38.8,False,False,False,successful_transfer,permanent,False,,K. Strand,pattern_comparison,0.62,Memory inheritance from location to collective_member via proximity.,
MI-0172,dying_entity,SRC-418,collective identity,offspring,,,hereditary,922,307,0.369,,False,147.3,False,False,False,conflict_transfer,unstable,False,,C. Vells,experimental_verification,0.62,Memory inheritance from dying_entity to offspring via hereditary.,
MI-0173,dying_entity,SRC-366,behavioral pattern,nearby_creature,,,collective_memory,882,353,0.743,detail_loss,True,177.6,False,False,True,partial_transfer,stable,False,,Archive Survey Team,direct_observation,0.54,Memory inheritance from dying_entity to nearby_creature via collective_memory.,
MI-0174,experimental_transfer,,spatial configuration,regenerating_tissue,RCP-829,,deliberate_transfer,931,137,0.521,pattern_simplification,True,6.6,False,False,False,modified_transfer,unstable,True,,Independent Observer,generational_tracking,0.66,Memory inheritance from experimental_transfer to regenerating_tissue via deliberate_transfer.,
MI-0175,dying_entity,SRC-281,collective identity,collective_member,RCP-478,operational knowledge,collective_memory,880,293,0.716,partial_expression,True,95.0,False,False,False,partial_transfer,stable,False,,Independent Observer,historical_reconstruction,0.91,Memory inheritance from dying_entity to collective_member via collective_memory.,
MI-0176,ghost_pattern,SRC-345,behavioral pattern,nearby_creature,RCP-990,,ghost_imprint,888,122,0.703,detail_loss,True,152.3,True,False,False,partial_transfer,fading,False,,Independent Observer,historical_reconstruction,0.94,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0177,ghost_pattern,,memory trace,new_entity,,physical form,ghost_imprint,908,290,0.322,pattern_simplification,False,11.5,False,False,False,modified_transfer,unstable,False,,Quarry Guild Records,generational_tracking,0.8,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0178,collective,SRC-847,operational knowledge,new_entity,,collective identity,contact,897,162,0.647,detail_loss,True,180.8,True,False,False,partial_transfer,stable,False,,T. Vells,generational_tracking,0.66,Memory inheritance from collective to new_entity via contact.,
MI-0179,form_library,SRC-758,spatial configuration,regenerating_tissue,,,proximity,932,346,0.919,none,True,177.9,True,False,True,successful_transfer,stable,True,FI-0271,Quarry Guild Records,pattern_comparison,0.89,Memory inheritance from form_library to regenerating_tissue via proximity.,
MI-0180,experimental_transfer,SRC-163,spatial configuration,new_entity,,operational knowledge,deliberate_transfer,924,182,0.585,detail_loss,True,93.1,True,False,False,partial_transfer,fading,True,,R. Voss,historical_reconstruction,0.53,Memory inheritance from experimental_transfer to new_entity via deliberate_transfer.,
MI-0181,ghost_pattern,SRC-127,physical form,new_entity,,collective identity,ghost_imprint,924,63,0.346,"behavioral_drift,form_stable",False,184.2,True,False,False,modified_transfer,unstable,False,,Archive Survey Team,experimental_verification,0.74,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0182,form_library,,spatial configuration,new_structure,,operational knowledge,contact,920,248,0.811,none,True,198.7,False,False,True,successful_transfer,stable,False,,Archive Survey Team,pattern_comparison,0.56,Memory inheritance from form_library to new_structure via contact.,
MI-0183,ghost_pattern,,behavioral pattern,new_entity,,,ghost_imprint,930,113,0.459,partial_expression,False,30.5,True,False,False,partial_transfer,stable,True,,Archive Survey Team,generational_tracking,0.6,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0184,collective,SRC-617,physical form,offspring,,,collective_memory,892,195,0.378,,False,94.4,True,True,False,conflict_transfer,unstable,False,,S. Moll,direct_observation,0.51,Memory inheritance from collective to offspring via collective_memory.,
MI-0185,parent_creature,,memory trace,offspring,RCP-912,,hereditary,907,362,1.0,none,True,129.3,False,False,True,successful_transfer,permanent,False,,Boundary Commission,historical_reconstruction,0.89,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0186,experimental_transfer,SRC-265,behavioral pattern,collective_member,,,deliberate_transfer,920,54,1.0,none,True,65.5,False,True,True,successful_transfer,permanent,True,,Boundary Commission,pattern_comparison,0.95,Memory inheritance from experimental_transfer to collective_member via deliberate_transfer.,
MI-0187,ghost_pattern,,behavioral pattern,new_entity,RCP-750,,ghost_imprint,910,125,1.0,none,True,147.1,True,True,True,successful_transfer,stable,False,,M. Tall,direct_observation,0.74,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0188,ghost_pattern,,physical form,nearby_creature,RCP-893,spatial configuration,ghost_imprint,922,29,0.757,none,True,165.7,True,False,True,successful_transfer,stable,False,,K. Strand,pattern_comparison,0.8,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0189,dying_entity,,operational knowledge,nearby_creature,,,unknown,903,44,0.332,,False,73.7,True,False,False,failed_transfer,unstable,False,,Quarry Guild Records,pattern_comparison,0.53,Memory inheritance from dying_entity to nearby_creature via unknown.,
MI-0190,location,SRC-608,memory trace,new_structure,RCP-289,physical form,collective_memory,931,70,0.916,none,True,86.2,True,False,True,successful_transfer,permanent,False,,S. Moll,pattern_comparison,0.58,Memory inheritance from location to new_structure via collective_memory.,
MI-0191,dying_entity,,physical form,new_structure,,,hereditary,916,331,0.421,partial_expression,False,124.9,False,True,False,partial_transfer,stable,False,,R. Voss,experimental_verification,0.52,Memory inheritance from dying_entity to new_structure via hereditary.,
MI-0192,location,,physical form,collective_member,RCP-447,,form_library_access,913,273,0.841,none,True,33.8,True,False,True,successful_transfer,stable,False,,C. Vells,experimental_verification,0.79,Memory inheritance from location to collective_member via form_library_access.,
MI-0193,collective,,operational knowledge,regenerating_tissue,RCP-416,collective identity,form_library_access,923,296,0.789,detail_loss,True,187.3,False,False,False,partial_transfer,stable,False,,Independent Observer,generational_tracking,0.6,Memory inheritance from collective to regenerating_tissue via form_library_access.,
MI-0194,dying_entity,SRC-107,physical form,offspring,,spatial configuration,proximity,915,237,1.0,none,True,117.6,True,True,True,successful_transfer,stable,False,,Quarry Guild Records,pattern_comparison,0.64,Memory inheritance from dying_entity to offspring via proximity.,
MI-0195,form_library,SRC-807,spatial configuration,collective_member,,memory trace,unknown,882,11,1.0,none,True,60.3,True,False,True,successful_transfer,permanent,False,,Quarry Guild Records,generational_tracking,0.66,Memory inheritance from form_library to collective_member via unknown.,
MI-0196,form_library,SRC-812,behavioral pattern,new_entity,RCP-428,operational knowledge,unknown,903,303,0.577,pattern_simplification,True,8.5,False,False,False,modified_transfer,fading,False,,R. Voss,direct_observation,0.58,Memory inheritance from form_library to new_entity via unknown.,
MI-0197,ghost_pattern,,spatial configuration,new_entity,,,ghost_imprint,901,313,0.897,none,True,83.3,True,False,False,successful_transfer,stable,False,,Quarry Guild Records,pattern_comparison,0.92,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0198,collective,SRC-174,behavioral pattern,new_structure,,physical form,deliberate_transfer,905,291,0.946,none,True,60.4,True,False,False,successful_transfer,permanent,False,,C. Vells,historical_reconstruction,0.61,Memory inheritance from collective to new_structure via deliberate_transfer.,
MI-0199,location,,memory trace,new_entity,,operational knowledge,ghost_imprint,910,111,0.618,none,True,116.1,True,False,True,successful_transfer,permanent,False,,C. Vells,historical_reconstruction,0.79,Memory inheritance from location to new_entity via ghost_imprint.,
MI-0200,location,,physical form,nearby_creature,RCP-408,,ghost_imprint,913,178,0.788,none,True,50.6,True,True,False,successful_transfer,permanent,False,,Archive Survey Team,pattern_comparison,0.78,Memory inheritance from location to nearby_creature via ghost_imprint.,
MI-0201,experimental_transfer,,memory trace,collective_member,RCP-165,collective identity,deliberate_transfer,894,290,0.498,feature_emphasis,False,95.1,True,False,True,modified_transfer,lost,True,FI-0015,T. Vells,pattern_comparison,0.55,Memory inheritance from experimental_transfer to collective_member via deliberate_transfer.,
MI-0202,experimental_transfer,,operational knowledge,offspring,,,deliberate_transfer,880,284,0.881,none,True,172.9,True,False,True,successful_transfer,stable,True,,M. Tall,historical_reconstruction,0.77,Memory inheritance from experimental_transfer to offspring via deliberate_transfer.,
MI-0203,parent_creature,,behavioral pattern,offspring,RCP-517,operational knowledge,collective_memory,927,69,0.516,pattern_simplification,True,52.6,True,False,True,modified_transfer,fading,False,,S. Moll,generational_tracking,0.59,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0204,collective,SRC-824,memory trace,regenerating_tissue,,,proximity,897,195,0.842,selective_inheritance,True,81.9,False,True,True,partial_transfer,stable,True,,S. Moll,generational_tracking,0.9,Memory inheritance from collective to regenerating_tissue via proximity.,
MI-0205,form_library,,spatial configuration,offspring,RCP-934,,unknown,897,216,0.511,pattern_simplification,True,178.0,True,False,False,modified_transfer,fading,False,,Quarry Guild Records,pattern_comparison,0.58,Memory inheritance from form_library to offspring via unknown.,
MI-0206,experimental_transfer,SRC-210,behavioral pattern,regenerating_tissue,RCP-998,physical form,deliberate_transfer,894,101,0.307,pattern_simplification,False,41.0,True,False,False,modified_transfer,fading,True,FI-0240,R. Voss,direct_observation,0.83,Memory inheritance from experimental_transfer to regenerating_tissue via deliberate_transfer.,
MI-0207,parent_creature,SRC-757,memory trace,offspring,RCP-157,behavioral pattern,collective_memory,894,297,0.725,detail_loss,True,186.6,True,False,True,partial_transfer,stable,False,,K. Strand,pattern_comparison,0.87,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0208,dying_entity,SRC-267,behavioral pattern,new_entity,,physical form,hereditary,903,29,0.759,none,True,54.9,False,False,True,successful_transfer,permanent,False,,R. Voss,experimental_verification,0.91,Memory inheritance from dying_entity to new_entity via hereditary.,
MI-0209,ghost_pattern,,spatial configuration,new_entity,RCP-993,,ghost_imprint,889,346,0.437,partial_expression,False,128.8,False,False,True,partial_transfer,fading,True,,T. Vells,pattern_comparison,0.73,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0210,parent_creature,SRC-687,collective identity,offspring,,behavioral pattern,collective_memory,886,66,0.44,selective_inheritance,False,9.0,False,False,True,partial_transfer,stable,False,,M. Tall,direct_observation,0.94,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0211,parent_creature,SRC-944,behavioral pattern,offspring,RCP-810,operational knowledge,hereditary,894,306,0.82,none,True,139.7,False,False,False,successful_transfer,permanent,False,,T. Vells,pattern_comparison,0.55,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0212,location,,operational knowledge,nearby_creature,,collective identity,ghost_imprint,909,93,0.377,feature_emphasis,False,71.6,True,False,False,modified_transfer,fading,False,,T. Vells,direct_observation,0.66,Memory inheritance from location to nearby_creature via ghost_imprint.,
MI-0213,ghost_pattern,,spatial configuration,new_entity,RCP-652,,ghost_imprint,892,148,1.0,none,True,36.1,False,False,True,successful_transfer,permanent,False,,Boundary Commission,pattern_comparison,0.7,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0214,experimental_transfer,,collective identity,offspring,RCP-483,,deliberate_transfer,904,259,0.308,,False,168.3,True,False,False,failed_transfer,fading,True,,M. Tall,historical_reconstruction,0.84,Memory inheritance from experimental_transfer to offspring via deliberate_transfer.,
MI-0215,ghost_pattern,SRC-609,memory trace,nearby_creature,RCP-913,memory trace,ghost_imprint,916,78,0.446,"behavioral_drift,form_stable",False,125.2,False,False,False,modified_transfer,unstable,False,,S. Moll,experimental_verification,0.54,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0216,collective,SRC-430,behavioral pattern,regenerating_tissue,,,contact,929,210,0.949,none,True,162.1,True,False,False,successful_transfer,permanent,False,,Archive Survey Team,direct_observation,0.57,Memory inheritance from collective to regenerating_tissue via contact.,
MI-0217,ghost_pattern,SRC-486,spatial configuration,new_entity,RCP-779,collective identity,ghost_imprint,881,330,0.421,"behavioral_drift,form_stable",False,49.6,False,False,False,modified_transfer,lost,False,,K. Strand,pattern_comparison,0.54,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0218,dying_entity,,behavioral pattern,new_structure,RCP-255,behavioral pattern,contact,930,39,0.99,none,True,131.3,False,True,True,successful_transfer,permanent,True,,Boundary Commission,historical_reconstruction,0.8,Memory inheritance from dying_entity to new_structure via contact.,
MI-0219,parent_creature,SRC-412,spatial configuration,offspring,,,hereditary,923,0,0.356,"scale_change,detail_loss",False,109.1,True,False,True,modified_transfer,lost,False,,S. Moll,experimental_verification,0.58,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0220,location,,operational knowledge,collective_member,,,unknown,887,305,0.904,none,True,105.4,True,False,True,successful_transfer,stable,False,,Quarry Guild Records,generational_tracking,0.6,Memory inheritance from location to collective_member via unknown.,
MI-0221,form_library,,collective identity,new_entity,,operational knowledge,contact,911,261,0.254,pattern_simplification,False,29.0,False,False,True,modified_transfer,unstable,False,,C. Vells,direct_observation,0.54,Memory inheritance from form_library to new_entity via contact.,
MI-0222,experimental_transfer,,behavioral pattern,nearby_creature,RCP-662,behavioral pattern,deliberate_transfer,907,216,0.494,selective_inheritance,False,165.3,True,False,False,partial_transfer,stable,True,,T. Vells,direct_observation,0.53,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
