failure_id,failure_name,bridge_type,bridge_mechanism,intended_temporal_gap_days,actual_bridge_duration_days,agent_type,agent_id,agent_horizon_days,failure_mode,failure_cause,failure_year,was_preventable,prevention_method,warning_signs,warnings_heeded,intended_effect_lost,actual_consequences,affected_entities,severity,recovery_possible,recovery_attempted,recovery_outcome,failure_category,lesson_learned,documented_year,documenter,documentation_source,confidence,description,notes
BF-0085,Failed Investment 85,investment,collective_memory,17927,12483,institution,AGT-546,3717.1,resource_exhaustion,funding exhausted,862,True,distributed storage,True,True,Future scholars would have benefited,Resources wasted; opportunity lost,62655,catastrophic,True,True,successful,horizon_exceeded,Cannot bridge further than one can care,919,P. Anster,archaeological_evidence,0.65,Investment bridge failed via resource exhaustion,
BF-0086,Failed Preservation 86,preservation,trained_successor,3005,28,collective,AGT-153,1642.2,institutional_collapse,funding ended,854,False,,False,,Future generations would have benefited,Resources wasted; knowledge lost,299,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,933,P. Anster,institutional_record,0.69,Preservation bridge failed via institutional collapse,
BF-0087,Failed Communication 87,communication,spatial_configuration,18272,13403,collective,,13378.3,memory_fade,meaning lost,821,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,85010,significant,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,924,Archive Survey Team,testimony,0.62,Communication bridge failed via memory fade,
BF-0088,Failed Communication 88,communication,collective_memory,26241,13194,collective,,30740.6,context_change,need no longer existed,839,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,99500,severe,False,False,not_attempted,context_unpredicted,The future may not need what we prepare,933,R. Voss,archival_record,0.74,Communication bridge failed via context change,
BF-0089,Failed Communication 89,communication,institutional_structure,11999,4470,collective,,21207.1,active_sabotage,deliberate destruction,831,False,,False,,Future scholars would have benefited,Resources wasted; connection lost,1115,catastrophic,False,False,not_attempted,external_destruction,Build redundancy against destruction,926,K. Strand,archival_record,0.76,Communication bridge failed via active sabotage,
BF-0090,Failed Planning 90,planning,trained_successor,16329,8001,collective,AGT-396,1896.4,resource_exhaustion,labor unavailable,840,True,redundant copies,False,,Future scholars would have benefited,Resources wasted; connection lost,82855,catastrophic,True,True,successful,horizon_exceeded,Cannot bridge further than one can care,937,Independent Observer,archaeological_evidence,0.86,Planning bridge failed via resource exhaustion,
BF-0091,Failed Legacy 91,legacy,written_record,1610,916,person,AGT-472,3531.2,institutional_collapse,purpose forgotten,928,False,,False,,Future community would have benefited,Resources wasted; knowledge lost,314,severe,True,True,partial,internal_decay,Renew purpose to maintain bridges,927,Archive Survey Team,institutional_record,0.62,Legacy bridge failed via institutional collapse,
BF-0092,Failed Warning 92,warning,trained_successor,18633,14507,collective,AGT-581,32192.1,resource_exhaustion,materials depleted,879,True,multiple successors,True,False,Future generations would have benefited,Resources wasted; knowledge lost,97330,significant,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,924,Archive Survey Team,institutional_record,0.71,Warning bridge failed via resource exhaustion,
BF-0093,Failed Communication 93,communication,written_record,26622,16326,collective,AGT-768,25681.5,active_sabotage,rival faction,915,False,,False,,Future scholars would have benefited,Resources wasted; opportunity lost,56108,catastrophic,False,False,not_attempted,external_destruction,Build redundancy against destruction,932,C. Vells,testimony,0.51,Communication bridge failed via active sabotage,
BF-0094,Failed Legacy 94,legacy,ritual_practice,27914,4783,institution,,23869.0,horizon_collapse,builder lost purpose,877,False,,True,True,Future scholars would have benefited,Resources wasted; knowledge lost,84807,severe,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,914,Archive Survey Team,testimony,0.57,Legacy bridge failed via horizon collapse,
BF-0095,Failed Legacy 95,legacy,institutional_structure,28323,16890,institution,,9283.5,context_change,technology changed,921,False,,True,True,Future scholars would have benefited,Resources wasted; knowledge lost,37967,significant,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,934,P. Anster,archival_record,0.73,Legacy bridge failed via context change,
BF-0096,Failed Construction 96,construction,biological_growth,6764,4860,person,AGT-161,1828.8,successor_failure,successor died young,811,True,endowment fund,True,False,Future community would have benefited,Resources wasted; opportunity lost,852,moderate,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,923,M. Strand,institutional_record,0.87,Construction bridge failed via successor failure,
BF-0097,Failed Warning 97,warning,institutional_structure,30461,16971,institution,,4147.8,memory_fade,meaning lost,910,False,,False,,Future scholars would have benefited,Resources wasted; connection lost,13734,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,926,Archive Survey Team,archaeological_evidence,0.61,Warning bridge failed via memory fade,
BF-0098,Failed Investment 98,investment,physical_artifact,8849,1376,institution,AGT-822,30823.5,information_loss,key lost,904,False,,True,True,Future generations would have benefited,Resources wasted; knowledge lost,92196,catastrophic,True,True,successful,mechanism_inadequate,Match mechanism to the gap,921,Archive Survey Team,archival_record,0.9,Investment bridge failed via information loss,
BF-0099,Failed Warning 99,warning,biological_growth,2199,1923,collective,AGT-127,1959.7,horizon_collapse,builder lost purpose,934,False,,False,,Future scholars would have benefited,Resources wasted; connection lost,117,severe,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,940,C. Vells,testimony,0.88,Warning bridge failed via horizon collapse,
BF-0100,Failed Cultivation 100,cultivation,trained_successor,1640,1172,person,AGT-571,588.9,dens_interference,dens instability,859,False,,False,,Future scholars would have benefited,Resources wasted; opportunity lost,415,minor,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,923,C. Vells,archival_record,0.68,Cultivation bridge failed via dens interference,
BF-0101,Failed Promise 101,promise,written_record,10469,2119,collective,,13848.7,active_sabotage,rival faction,918,False,,False,,Future community would have benefited,Resources wasted; opportunity lost,30225,significant,False,False,not_attempted,external_destruction,Build redundancy against destruction,912,R. Voss,testimony,0.88,Promise bridge failed via active sabotage,
BF-0102,Failed Communication 102,communication,written_record,20587,13275,collective,AGT-615,5406.3,memory_fade,meaning lost,819,False,,False,,Future generations would have benefited,Resources wasted; connection lost,76331,severe,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,935,T. Vells,testimony,0.75,Communication bridge failed via memory fade,
BF-0103,Failed Construction 103,construction,written_record,17159,11761,collective,,29832.1,memory_fade,tradition abandoned,860,False,,False,,Future community would have benefited,Resources wasted; connection lost,49427,severe,True,True,ongoing,maintenance_failed,Bridges require ongoing maintenance,939,P. Anster,testimony,0.77,Construction bridge failed via memory fade,
BF-0104,Failed Construction 104,construction,collective_memory,14240,11329,institution,AGT-796,28662.1,context_change,need no longer existed,934,False,,True,False,Future generations would have benefited,Resources wasted; connection lost,41410,catastrophic,False,False,not_attempted,context_unpredicted,The future may not need what we prepare,923,Independent Observer,testimony,0.81,Construction bridge failed via context change,
BF-0105,Failed Communication 105,communication,physical_artifact,29076,18167,collective,,26722.7,memory_fade,collective forgot,814,False,,False,,Future scholars would have benefited,Resources wasted; opportunity lost,74138,catastrophic,True,True,successful,maintenance_failed,Bridges require ongoing maintenance,928,Independent Observer,testimony,0.73,Communication bridge failed via memory fade,
BF-0106,Failed Preservation 106,preservation,biological_growth,32618,6717,institution,AGT-871,16149.2,information_loss,records corrupted,823,False,,True,True,Future community would have benefited,Resources wasted; knowledge lost,12684,severe,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,937,Boundary Commission,testimony,0.75,Preservation bridge failed via information loss,
BF-0107,Failed Promise 107,promise,institutional_structure,4371,2278,person,,2294.5,context_change,population moved,841,False,,True,False,Future scholars would have benefited,Resources wasted; opportunity lost,301,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,939,R. Voss,archival_record,0.59,Promise bridge failed via context change,
BF-0108,Failed Preservation 108,preservation,ritual_practice,12903,5740,institution,AGT-180,14924.4,dens_interference,proximity disruption,834,False,,False,,Future generations would have benefited,Resources wasted; opportunity lost,90943,severe,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,925,T. Vells,testimony,0.53,Preservation bridge failed via dens interference,
BF-0109,Failed Promise 109,promise,collective_memory,14239,7801,institution,,22855.3,information_loss,language forgotten,843,False,,False,,Future generations would have benefited,Resources wasted; connection lost,21473,significant,True,True,ongoing,mechanism_inadequate,Match mechanism to the gap,928,R. Voss,institutional_record,0.74,Promise bridge failed via information loss,
BF-0110,Failed Promise 110,promise,collective_memory,14564,13597,institution,AGT-158,27327.2,memory_fade,tradition abandoned,934,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,42867,significant,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,928,Independent Observer,institutional_record,0.93,Promise bridge failed via memory fade,
BF-0111,Failed Legacy 111,legacy,written_record,33451,933,collective,,29254.8,physical_destruction,earthquake,865,False,,False,,Future community would have benefited,Resources wasted; connection lost,83908,catastrophic,True,False,not_attempted,external_destruction,Build redundancy against destruction,925,Independent Observer,institutional_record,0.92,Legacy bridge failed via physical destruction,
BF-0112,Failed Investment 112,investment,biological_growth,20766,4466,institution,,6518.9,memory_fade,meaning lost,869,False,,False,,Future scholars would have benefited,Resources wasted; connection lost,7131,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,913,T. Vells,archival_record,0.64,Investment bridge failed via memory fade,
BF-0113,Failed Planning 113,planning,written_record,17392,7980,collective,,4218.0,context_change,need no longer existed,882,False,,False,,Future generations would have benefited,Resources wasted; connection lost,41677,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,914,Independent Observer,institutional_record,0.54,Planning bridge failed via context change,
BF-0114,Failed Preservation 114,preservation,trained_successor,35018,12900,institution,AGT-672,21577.8,institutional_collapse,funding ended,845,False,,True,False,Future generations would have benefited,Resources wasted; connection lost,71616,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,928,Independent Observer,archival_record,0.63,Preservation bridge failed via institutional collapse,
BF-0115,Failed Repair 115,repair,spatial_configuration,13579,9772,collective,AGT-862,4711.8,resource_exhaustion,funding exhausted,809,True,distributed storage,True,False,Future generations would have benefited,Resources wasted; connection lost,12256,catastrophic,True,True,partial,horizon_exceeded,Cannot bridge further than one can care,924,Independent Observer,archival_record,0.74,Repair bridge failed via resource exhaustion,
BF-0116,Failed Construction 116,construction,institutional_structure,21817,4125,collective,,15976.2,active_sabotage,rival faction,866,False,,True,False,Future generations would have benefited,Resources wasted; knowledge lost,31342,catastrophic,False,False,not_attempted,external_destruction,Build redundancy against destruction,922,K. Strand,archaeological_evidence,0.85,Construction bridge failed via active sabotage,
BF-0117,Failed Warning 117,warning,ritual_practice,4353,2652,collective,AGT-529,1577.0,successor_failure,successor died young,897,True,multiple successors,True,False,Future scholars would have benefited,Resources wasted; knowledge lost,394,moderate,True,True,partial,horizon_exceeded,Cannot bridge further than one can care,922,C. Vells,archival_record,0.68,Warning bridge failed via successor failure,
BF-0118,Failed Communication 118,communication,spatial_configuration,26445,5583,collective,,2821.8,context_change,need no longer existed,811,False,,True,False,Future community would have benefited,Resources wasted; connection lost,49129,significant,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,939,Independent Observer,testimony,0.7,Communication bridge failed via context change,
BF-0119,Failed Preservation 119,preservation,institutional_structure,26809,7609,collective,AGT-710,14105.0,physical_destruction,war destruction,934,False,,False,,Future scholars would have benefited,Resources wasted; connection lost,68077,significant,True,True,successful,horizon_exceeded,Cannot bridge further than one can care,932,C. Vells,institutional_record,0.73,Preservation bridge failed via physical destruction,
BF-0120,Failed Construction 120,construction,trained_successor,33730,6177,collective,AGT-202,25865.0,successor_failure,successor abandoned post,845,True,endowment fund,False,,Future generations would have benefited,Resources wasted; connection lost,53591,severe,True,True,successful,internal_decay,Renew purpose to maintain bridges,931,Klutch CC Counseling,archaeological_evidence,0.84,Construction bridge failed via successor failure,
BF-0121,Failed Warning 121,warning,spatial_configuration,8275,3079,collective,AGT-884,9696.6,active_sabotage,political enemies,879,False,,False,,Future generations would have benefited,Resources wasted; opportunity lost,31228,catastrophic,False,False,not_attempted,external_destruction,Build redundancy against destruction,929,C. Vells,archaeological_evidence,0.62,Warning bridge failed via active sabotage,
BF-0122,Failed Warning 122,warning,collective_memory,34257,8855,institution,,26276.3,institutional_collapse,funding ended,891,False,,False,,Future community would have benefited,Resources wasted; knowledge lost,56705,catastrophic,True,True,successful,internal_decay,Renew purpose to maintain bridges,931,Boundary Commission,institutional_record,0.86,Warning bridge failed via institutional collapse,
BF-0123,Failed Repair 123,repair,spatial_configuration,9473,6706,collective,AGT-129,17432.0,information_loss,records corrupted,808,False,,False,,Future scholars would have benefited,Resources wasted; connection lost,94841,severe,True,True,failed,mechanism_inadequate,Match mechanism to the gap,918,Archive Survey Team,institutional_record,0.54,Repair bridge failed via information loss,
BF-0124,Failed Construction 124,construction,spatial_configuration,35740,2074,institution,,11172.1,horizon_collapse,collective lost vision,910,False,,False,,Future scholars would have benefited,Resources wasted; opportunity lost,95911,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,933,Independent Observer,testimony,0.51,Construction bridge failed via horizon collapse,
BF-0125,Failed Cultivation 125,cultivation,trained_successor,24909,9695,institution,AGT-700,19090.2,successor_failure,successor never trained,861,True,redundant copies,True,True,Future scholars would have benefited,Resources wasted; opportunity lost,94689,severe,True,True,partial,internal_decay,Renew purpose to maintain bridges,918,P. Anster,testimony,0.95,Cultivation bridge failed via successor failure,
BF-0126,Failed Investment 126,investment,institutional_structure,12118,9720,institution,,29058.1,successor_failure,successor never trained,867,True,distributed storage,False,,Future generations would have benefited,Resources wasted; opportunity lost,93551,catastrophic,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,933,T. Vells,archaeological_evidence,0.78,Investment bridge failed via successor failure,
BF-0127,Failed Communication 127,communication,trained_successor,4784,1785,person,,6688.5,successor_failure,successor died young,831,True,multiple successors,False,,Future community would have benefited,Resources wasted; knowledge lost,245,significant,True,True,partial,internal_decay,Renew purpose to maintain bridges,939,M. Strand,archival_record,0.81,Communication bridge failed via successor failure,
BF-0128,Failed Warning 128,warning,trained_successor,20920,9467,collective,,24864.6,institutional_collapse,purpose forgotten,882,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,92735,significant,True,True,failed,internal_decay,Renew purpose to maintain bridges,930,P. Anster,institutional_record,0.81,Warning bridge failed via institutional collapse,
BF-0129,Failed Planning 129,planning,spatial_configuration,9633,2364,institution,,32227.4,institutional_collapse,funding ended,928,False,,True,True,Future scholars would have benefited,Resources wasted; knowledge lost,90440,significant,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,939,Independent Observer,testimony,0.57,Planning bridge failed via institutional collapse,
BF-0130,Failed Warning 130,warning,trained_successor,35363,12159,collective,,26940.5,physical_destruction,war destruction,818,False,,True,True,Future scholars would have benefited,Resources wasted; opportunity lost,29856,catastrophic,True,False,not_attempted,external_destruction,Build redundancy against destruction,922,C. Vells,archaeological_evidence,0.8,Warning bridge failed via physical destruction,
BF-0131,Failed Promise 131,promise,collective_memory,7467,1845,institution,,9377.3,institutional_collapse,funding ended,896,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,26383,severe,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,933,P. Anster,archival_record,0.84,Promise bridge failed via institutional collapse,
BF-0132,Failed Repair 132,repair,biological_growth,24240,2449,institution,,20318.2,dens_interference,dens boundary shifted,852,False,,False,,Future generations would have benefited,Resources wasted; knowledge lost,94225,severe,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,939,T. Vells,institutional_record,0.79,Repair bridge failed via dens interference,
BF-0133,Failed Construction 133,construction,trained_successor,33901,9082,institution,,16475.2,context_change,need no longer existed,864,False,,True,True,Future community would have benefited,Resources wasted; opportunity lost,72917,catastrophic,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,918,K. Strand,archaeological_evidence,0.73,Construction bridge failed via context change,
BF-0134,Failed Communication 134,communication,ritual_practice,21778,1927,collective,AGT-265,35580.2,information_loss,records corrupted,910,False,,True,True,Future scholars would have benefited,Resources wasted; connection lost,43393,severe,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,919,T. Vells,testimony,0.79,Communication bridge failed via information loss,
BF-0135,Failed Communication 135,communication,collective_memory,813,59,person,AGT-189,5328.2,institutional_collapse,funding ended,897,False,,True,False,Future generations would have benefited,Resources wasted; knowledge lost,266,minor,True,True,ongoing,internal_decay,Renew purpose to maintain bridges,937,T. Vells,testimony,0.6,Communication bridge failed via institutional collapse,
BF-0136,Failed Communication 136,communication,collective_memory,23461,11677,collective,,36203.8,active_sabotage,political enemies,857,False,,True,False,Future scholars would have benefited,Resources wasted; connection lost,43010,severe,False,False,not_attempted,external_destruction,Build redundancy against destruction,939,M. Strand,testimony,0.95,Communication bridge failed via active sabotage,
BF-0137,Failed Investment 137,investment,institutional_structure,17053,9480,institution,,5273.2,institutional_collapse,funding ended,938,False,,False,,Future generations would have benefited,Resources wasted; opportunity lost,75456,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,939,C. Vells,archival_record,0.85,Investment bridge failed via institutional collapse,
BF-0138,Failed Preservation 138,preservation,written_record,32303,11424,collective,AGT-190,21403.8,resource_exhaustion,labor unavailable,821,True,redundant copies,True,False,Future scholars would have benefited,Resources wasted; opportunity lost,10212,severe,True,True,failed,horizon_exceeded,Cannot bridge further than one can care,927,R. Voss,testimony,0.91,Preservation bridge failed via resource exhaustion,
BF-0139,Failed Preservation 139,preservation,spatial_configuration,7919,5254,institution,,1942.0,context_change,technology changed,867,False,,True,False,Future community would have benefited,Resources wasted; knowledge lost,97393,catastrophic,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,932,Boundary Commission,institutional_record,0.86,Preservation bridge failed via context change,
BF-0140,Failed Investment 140,investment,spatial_configuration,16095,11596,collective,AGT-732,9917.7,information_loss,key lost,884,False,,True,False,Future community would have benefited,Resources wasted; knowledge lost,50170,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,932,P. Anster,institutional_record,0.62,Investment bridge failed via information loss,
BF-0141,Failed Promise 141,promise,institutional_structure,28916,10243,collective,AGT-703,21701.8,horizon_collapse,builder lost purpose,836,False,,False,,Future community would have benefited,Resources wasted; knowledge lost,19758,catastrophic,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,924,R. Voss,archaeological_evidence,0.91,Promise bridge failed via horizon collapse,
BF-0142,Failed Warning 142,warning,spatial_configuration,3359,579,collective,,1457.7,information_loss,language forgotten,835,False,,False,,Future scholars would have benefited,Resources wasted; opportunity lost,961,minor,True,True,failed,horizon_exceeded,Cannot bridge further than one can care,918,K. Strand,institutional_record,0.53,Warning bridge failed via information loss,
BF-0143,Failed Legacy 143,legacy,ritual_practice,18009,12619,collective,,12955.4,resource_exhaustion,funding exhausted,864,True,endowment fund,True,False,Future community would have benefited,Resources wasted; knowledge lost,79495,severe,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,915,C. Vells,archival_record,0.79,Legacy bridge failed via resource exhaustion,
BF-0144,Failed Construction 144,construction,written_record,18121,924,collective,,16922.4,information_loss,key lost,926,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,66044,catastrophic,True,True,failed,mechanism_inadequate,Match mechanism to the gap,924,Boundary Commission,institutional_record,0.64,Construction bridge failed via information loss,
BF-0145,Failed Communication 145,communication,institutional_structure,33864,5564,institution,,4447.1,resource_exhaustion,materials depleted,924,True,endowment fund,True,True,Future generations would have benefited,Resources wasted; opportunity lost,41379,catastrophic,True,True,ongoing,horizon_exceeded,Cannot bridge further than one can care,936,Klutch CC Counseling,archival_record,0.94,Communication bridge failed via resource exhaustion,
BF-0146,Failed Cultivation 146,cultivation,institutional_structure,5746,1577,collective,,2539.3,memory_fade,meaning lost,802,False,,False,,Future generations would have benefited,Resources wasted; opportunity lost,801,catastrophic,True,True,successful,horizon_exceeded,Cannot bridge further than one can care,913,Boundary Commission,testimony,0.78,Cultivation bridge failed via memory fade,
BF-0147,Failed Preservation 147,preservation,trained_successor,5595,4101,collective,AGT-525,591.1,resource_exhaustion,materials depleted,918,True,multiple successors,False,,Future generations would have benefited,Resources wasted; connection lost,272,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,940,R. Voss,archaeological_evidence,0.65,Preservation bridge failed via resource exhaustion,
BF-0148,Failed Cultivation 148,cultivation,spatial_configuration,15934,13838,institution,,17262.7,dens_interference,dens instability,882,False,,True,False,Future community would have benefited,Resources wasted; knowledge lost,8191,catastrophic,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,917,T. Vells,archival_record,0.53,Cultivation bridge failed via dens interference,
BF-0149,Failed Communication 149,communication,biological_growth,23437,17408,institution,,16984.1,horizon_collapse,entity collapsed,889,False,,False,,Future community would have benefited,Resources wasted; connection lost,50052,catastrophic,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,929,R. Voss,archaeological_evidence,0.54,Communication bridge failed via horizon collapse,
BF-0150,Failed Warning 150,warning,physical_artifact,33290,16959,institution,,32785.0,context_change,need no longer existed,920,False,,True,False,Future scholars would have benefited,Resources wasted; opportunity lost,22291,catastrophic,False,False,not_attempted,context_unpredicted,The future may not need what we prepare,929,P. Anster,archival_record,0.84,Warning bridge failed via context change,
BF-0151,Failed Cultivation 151,cultivation,trained_successor,3196,2679,person,,3936.8,active_sabotage,political enemies,921,False,,False,,Future community would have benefited,Resources wasted; opportunity lost,774,catastrophic,False,False,not_attempted,external_destruction,Build redundancy against destruction,938,C. Vells,archival_record,0.51,Cultivation bridge failed via active sabotage,
BF-0152,Failed Warning 152,warning,physical_artifact,34775,7904,institution,AGT-500,17014.4,successor_failure,successor abandoned post,863,True,multiple successors,False,,Future scholars would have benefited,Resources wasted; connection lost,75926,severe,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,931,P. Anster,archaeological_evidence,0.77,Warning bridge failed via successor failure,
BF-0153,Failed Cultivation 153,cultivation,trained_successor,2123,141,person,,2520.2,context_change,population moved,842,False,,False,,Future generations would have benefited,Resources wasted; connection lost,698,significant,False,False,not_attempted,context_unpredicted,The future may not need what we prepare,934,P. Anster,institutional_record,0.66,Cultivation bridge failed via context change,
BF-0154,Failed Preservation 154,preservation,physical_artifact,17956,13006,collective,,31848.0,institutional_collapse,organization dissolved,802,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,25214,significant,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,933,T. Vells,testimony,0.73,Preservation bridge failed via institutional collapse,
BF-0155,Failed Preservation 155,preservation,ritual_practice,7547,2941,collective,,29523.2,context_change,technology changed,833,False,,False,,Future generations would have benefited,Resources wasted; knowledge lost,6637,significant,False,False,not_attempted,context_unpredicted,The future may not need what we prepare,927,Independent Observer,archival_record,0.89,Preservation bridge failed via context change,
BF-0156,Failed Cultivation 156,cultivation,spatial_configuration,9366,8988,collective,,22698.3,horizon_collapse,entity collapsed,934,False,,False,,Future generations would have benefited,Resources wasted; opportunity lost,16313,significant,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,938,C. Vells,archival_record,0.72,Cultivation bridge failed via horizon collapse,
BF-0157,Failed Preservation 157,preservation,ritual_practice,21400,8300,institution,AGT-537,35722.6,memory_fade,tradition abandoned,823,False,,False,,Future community would have benefited,Resources wasted; opportunity lost,35670,catastrophic,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,920,M. Strand,archival_record,0.8,Preservation bridge failed via memory fade,
BF-0158,Failed Repair 158,repair,ritual_practice,5284,5067,collective,AGT-775,5393.5,information_loss,language forgotten,859,False,,True,False,Future generations would have benefited,Resources wasted; connection lost,857,severe,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,938,R. Voss,archaeological_evidence,0.61,Repair bridge failed via information loss,
BF-0159,Failed Legacy 159,legacy,collective_memory,31583,16332,collective,AGT-215,19070.9,resource_exhaustion,funding exhausted,802,True,redundant copies,True,False,Future generations would have benefited,Resources wasted; knowledge lost,77932,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,921,R. Voss,institutional_record,0.79,Legacy bridge failed via resource exhaustion,
BF-0160,Failed Promise 160,promise,biological_growth,28599,18204,institution,,9565.1,physical_destruction,war destruction,937,False,,True,False,Future generations would have benefited,Resources wasted; knowledge lost,45673,severe,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,937,T. Vells,testimony,0.91,Promise bridge failed via physical destruction,
BF-0161,Failed Communication 161,communication,collective_memory,443,303,collective,AGT-310,4010.7,institutional_collapse,purpose forgotten,900,False,,True,False,Future scholars would have benefited,Resources wasted; opportunity lost,383,significant,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,912,P. Anster,testimony,0.82,Communication bridge failed via institutional collapse,
BF-0162,Failed Legacy 162,legacy,biological_growth,920,5,collective,AGT-288,1754.2,institutional_collapse,funding ended,925,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,456,catastrophic,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,926,T. Vells,archival_record,0.71,Legacy bridge failed via institutional collapse,
BF-0163,Failed Investment 163,investment,institutional_structure,23465,15547,collective,,9158.1,active_sabotage,deliberate destruction,874,False,,False,,Future community would have benefited,Resources wasted; opportunity lost,6439,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,919,P. Anster,testimony,0.82,Investment bridge failed via active sabotage,
BF-0164,Failed Warning 164,warning,spatial_configuration,32326,3951,collective,,27045.2,resource_exhaustion,labor unavailable,903,True,endowment fund,False,,Future generations would have benefited,Resources wasted; knowledge lost,43259,significant,True,True,ongoing,maintenance_failed,Bridges require ongoing maintenance,933,R. Voss,archival_record,0.93,Warning bridge failed via resource exhaustion,
BF-0165,Failed Investment 165,investment,physical_artifact,11854,17,collective,AGT-773,2038.8,context_change,technology changed,876,False,,True,False,Future generations would have benefited,Resources wasted; knowledge lost,19152,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,940,R. Voss,testimony,0.54,Investment bridge failed via context change,
BF-0166,Failed Warning 166,warning,physical_artifact,33578,14343,collective,,14126.6,horizon_collapse,entity collapsed,836,False,,True,False,Future community would have benefited,Resources wasted; connection lost,44158,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,932,K. Strand,institutional_record,0.77,Warning bridge failed via horizon collapse,
BF-0167,Failed Planning 167,planning,written_record,29181,3365,institution,,25767.0,institutional_collapse,organization dissolved,816,False,,True,True,Future community would have benefited,Resources wasted; connection lost,49169,catastrophic,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,920,Independent Observer,archaeological_evidence,0.65,Planning bridge failed via institutional collapse,
BF-0168,Failed Planning 168,planning,physical_artifact,19735,8359,collective,AGT-256,11094.5,dens_interference,dens boundary shifted,845,False,,False,,Future community would have benefited,Resources wasted; connection lost,46894,significant,True,True,failed,horizon_exceeded,Cannot bridge further than one can care,934,T. Vells,institutional_record,0.59,Planning bridge failed via dens interference,
BF-0169,Failed Planning 169,planning,physical_artifact,11287,3497,collective,,23390.0,horizon_collapse,builder lost purpose,902,False,,False,,Future community would have benefited,Resources wasted; connection lost,5440,severe,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,933,Klutch CC Counseling,institutional_record,0.57,Planning bridge failed via horizon collapse,
BF-0170,Failed Planning 170,planning,institutional_structure,25984,16591,collective,AGT-377,24754.2,resource_exhaustion,materials depleted,923,True,distributed storage,True,False,Future community would have benefited,Resources wasted; opportunity lost,15038,significant,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,934,R. Voss,archaeological_evidence,0.64,Planning bridge failed via resource exhaustion,
