basin_id,basin_name,measurement_id,center_x,center_y,center_z,depth,width,slope,curvature_avg,stability_index,escape_velocity,form_count,adjacent_basins,ridge_count,geodesic_count,measurement_year,measurement_method,surveyor,confidence,notes
BA-020,The Western Valley,BM-0121,0.7663,0.3278,-0.0373,0.969,0.162,2.0,0.18,0.679,0.56,7,"BA-013,BA-001,BA-003",3,6,927,trajectory_analysis,Independent Scholar,0.85,Archive Survey Team suggests revised coordinates.
BA-020,The Southern Well,BM-0122,0.7669,0.3286,-0.0409,0.961,0.185,2.0,0.178,0.661,0.48,8,"BA-013,BA-001,BA-003",3,10,929,historical_reconstruction,C. Vells,0.9,Archive Survey Team suggests revised coordinates.
BA-020,The Tertiary Pool,BM-0123,0.829,0.3496,-0.0402,0.802,0.169,2.0,0.031,0.655,0.38,6,"BA-013,BA-001,BA-003",3,7,930,form_clustering,Archive Survey Team,0.76,Measurement contested by Boundary Commission.
BA-021,The Lower Catchment,BM-0124,0.2389,-0.0327,0.2675,1.233,0.092,2.0,-0.174,0.786,0.63,5,"BA-025,BA-001",2,9,920,trajectory_analysis,C. Vells,0.56,Saddle point SP-031 observed on boundary.
BA-021,The Deep Well,BM-0125,0.25,-0.0328,0.301,1.316,0.078,2.0,0.744,0.782,0.65,8,"BA-025,BA-001",2,6,921,historical_reconstruction,K. Strand,0.6,Measurement contested by Boundary Commission.
BA-021,The Eastern Pool,BM-0126,0.2499,-0.0323,0.2907,1.373,0.099,2.0,-0.074,0.827,0.72,6,"BA-025,BA-001",2,6,924,form_clustering,Archive Survey Team,0.78,Adjacent basin measurements suggest shared ridge.
BA-021,The Southern Catchment,BM-0129,0.2522,-0.035,0.2967,1.166,0.099,2.0,0.343,0.843,0.69,11,"BA-025,BA-001",2,10,931,form_clustering,Senate Survey,0.82,Curvature measurements indicate local geometry variation.
BA-022,The Southern Sink,BM-0130,-0.4274,0.6466,0.0214,0.939,0.079,2.0,0.073,0.648,0.49,7,"BA-014,BA-010,BA-015",3,7,918,boundary_mapping,C. Vells,0.57,
BA-022,The Shallow Depression,BM-0131,-0.4337,0.6627,0.0223,0.828,0.081,2.0,0.057,0.61,0.4,9,"BA-014,BA-010,BA-015",3,6,923,trajectory_analysis,Senate Survey,0.61,Prime association confirmed by behavioral analysis.
BA-022,The Secondary Hollow,BM-0132,-0.4751,0.6393,0.0231,0.871,0.085,2.0,-0.139,0.672,0.47,7,"BA-014,BA-010,BA-015",3,10,924,boundary_mapping,Senate Survey,0.7,Geodesic paths through this basin documented.
BA-022,The Southern Pool,BM-0133,-0.4932,0.668,0.0197,0.956,0.102,2.0,-0.357,0.624,0.55,6,"BA-014,BA-010,BA-015",3,5,927,trajectory_analysis,C. Vells,0.75,Adjacent basin measurements suggest shared ridge.
BA-022,The Secondary Depression,BM-0134,-0.4488,0.5929,0.0218,0.722,0.091,2.0,0.127,0.675,0.39,12,"BA-014,BA-010,BA-015",3,14,930,form_clustering,Archive Survey Team,0.77,Stability index higher than predicted by depth alone.
BA-022,The Minor Basin,BM-0135,-0.4781,0.6716,0.0224,0.77,0.078,2.0,0.31,0.649,0.37,12,"BA-014,BA-010,BA-015",3,10,932,historical_reconstruction,Western Archive Team,0.87,Depth measurement refined from earlier estimates.
BA-023,The Northern Well,BM-0136,0.4566,0.0086,-0.5439,0.491,0.101,2.0,0.008,0.689,0.39,1,"BA-029,BA-008,BA-027,BA-025",5,7,919,historical_reconstruction,C. Vells,0.58,Stability index higher than predicted by depth alone.
BA-023,The Central Basin,BM-0137,0.4515,0.011,-0.4131,0.481,0.117,2.0,-0.831,0.722,0.3,3,"BA-029,BA-008,BA-027,BA-025",5,5,920,historical_reconstruction,C. Vells,0.68,Adjacent basin measurements suggest shared ridge.
BA-023,The Central Pool,BM-0138,0.4689,0.0095,-0.529,0.653,0.11,2.0,0.214,0.616,0.34,1,"BA-029,BA-008,BA-027,BA-025",5,5,923,trajectory_analysis,Archive Survey Team,0.74,Archive Survey Team suggests revised coordinates.
BA-023,The Western Catchment,BM-0139,0.5216,0.0096,-0.5089,0.534,0.117,2.0,-0.715,0.603,0.41,5,"BA-029,BA-008,BA-027,BA-025",5,3,924,trajectory_analysis,Archive Survey Team,0.62,Saddle point SP-013 observed on boundary.
BA-023,The Minor Well,BM-0140,0.5023,0.0096,-0.5553,0.49,0.111,2.0,0.003,0.669,0.26,2,"BA-029,BA-008,BA-027,BA-025",5,6,926,boundary_mapping,Senate Survey,0.75,Form count increased since last survey.
BA-023,The Deep Depression,BM-0141,0.4783,0.0104,-0.4896,0.606,0.111,2.0,-0.32,0.58,0.32,2,"BA-029,BA-008,BA-027,BA-025",5,1,927,form_clustering,C. Vells,0.77,Stability index higher than predicted by depth alone.
BA-024,The Western Hollow,BM-0142,-0.7847,0.2881,0.2287,1.201,0.108,2.0,-0.288,0.952,0.59,4,"BA-016,BA-014,BA-022,BA-010",4,6,918,boundary_mapping,Boundary Commission,0.55,
BA-024,The Eastern Trough,BM-0143,-0.7179,0.3664,0.2805,1.257,0.114,2.0,0.144,0.926,0.6,5,"BA-016,BA-014,BA-022,BA-010",4,12,922,trajectory_analysis,T. Vells,0.71,Senate Survey funding enabled comprehensive mapping.
BA-024,The Eastern Hollow,BM-0144,-0.8078,0.3675,0.2739,1.171,0.142,2.0,0.135,0.832,0.64,4,"BA-016,BA-014,BA-022,BA-010",4,6,923,historical_reconstruction,C. Vells,0.58,Form count increased since last survey.
BA-024,The Minor Well,BM-0145,-0.7343,0.3391,0.2539,1.184,0.118,2.0,0.339,0.814,0.56,6,"BA-016,BA-014,BA-022,BA-010",4,4,924,trajectory_analysis,Archive Survey Team,0.63,Depth measurement refined from earlier estimates.
BA-024,The Southern Trough,BM-0146,-0.7289,0.3483,0.2638,1.042,0.121,2.0,-0.275,0.757,0.47,7,"BA-016,BA-014,BA-022,BA-010",4,8,927,form_clustering,Morren Kast,0.87,Measurement contested by Boundary Commission.
BA-024,The Northern Valley,BM-0147,-0.7702,0.3427,0.2775,0.912,0.09,2.0,-0.114,0.83,0.58,2,"BA-016,BA-014,BA-022,BA-010",4,7,928,boundary_mapping,Senate Survey,0.79,Curvature measurements indicate local geometry variation.
BA-024,The Upper Sink,BM-0148,-0.7801,0.3601,0.2472,1.18,0.105,2.0,0.032,0.877,0.55,8,"BA-016,BA-014,BA-022,BA-010",4,11,930,boundary_mapping,Senate Survey,0.92,Ridge structure more complex than initially mapped.
BA-024,The Northern Depression,BM-0149,-0.7382,0.3403,0.2572,1.166,0.125,2.0,-0.221,0.813,0.57,7,"BA-016,BA-014,BA-022,BA-010",4,12,932,form_clustering,Morren Kast,0.96,Measurement contested by Boundary Commission.
BA-025,The Minor Catchment,BM-0150,0.2376,0.1079,-0.0914,0.848,0.121,2.0,-0.433,0.59,0.35,1,"BA-027,BA-001,BA-029,BA-021",4,6,920,boundary_mapping,Morren Kast,0.57,Measurement contested by Boundary Commission.
BA-025,The Minor Catchment,BM-0151,0.2206,0.1044,-0.101,0.977,0.132,2.0,-0.502,0.678,0.49,1,"BA-027,BA-001,BA-029,BA-021",4,7,922,boundary_mapping,Independent Scholar,0.63,Ridge structure more complex than initially mapped.
BA-025,The Shallow Catchment,BM-0152,0.2342,0.1107,-0.1015,0.923,0.125,2.0,0.275,0.769,0.49,3,"BA-027,BA-001,BA-029,BA-021",4,8,924,trajectory_analysis,Boundary Commission,0.79,Adjacent basin measurements suggest shared ridge.
BA-025,The Inner Hollow,BM-0154,0.2296,0.1168,-0.0972,1.055,0.114,2.0,0.533,0.726,0.51,2,"BA-027,BA-001,BA-029,BA-021",4,6,932,boundary_mapping,Independent Scholar,0.85,Ridge structure more complex than initially mapped.
BA-026,The Eastern Well,BM-0155,0.1168,0.6383,-0.7964,0.418,0.103,2.0,-0.009,0.619,0.28,6,"BA-043,BA-009,BA-028,BA-015",5,4,924,form_clustering,Senate Survey,0.66,Ridge structure more complex than initially mapped.
BA-026,The Southern Trough,BM-0156,0.1106,0.6121,-0.8465,0.418,0.114,1.983,-0.424,0.619,0.25,5,"BA-043,BA-009,BA-028,BA-015",5,6,926,form_clustering,K. Strand,0.72,Width appears to have expanded slightly since Year 920.
BA-026,The Secondary Trough,BM-0157,0.1132,0.5953,-0.8149,0.449,0.105,2.0,0.01,0.586,0.23,2,"BA-043,BA-009,BA-028,BA-015",5,4,927,historical_reconstruction,C. Vells,0.71,Curvature measurements indicate local geometry variation.
BA-026,The Shallow Basin,BM-0158,0.104,0.6039,-0.7676,0.414,0.108,2.0,-0.167,0.598,0.34,4,"BA-043,BA-009,BA-028,BA-015",5,2,930,boundary_mapping,Boundary Commission,0.77,Stability index higher than predicted by depth alone.
BA-026,The Southern Basin,BM-0159,0.1134,0.6064,-0.8458,0.414,0.113,1.768,-0.742,0.603,0.4,7,"BA-043,BA-009,BA-028,BA-015",5,5,931,form_clustering,T. Vells,0.94,Saddle point SP-023 observed on boundary.
BA-027,The Upper Catchment,BM-0160,0.6048,-0.0292,-0.1025,0.342,0.172,1.142,-0.33,0.657,0.31,9,"BA-025,BA-029,BA-023",3,10,919,boundary_mapping,C. Vells,0.65,Form count increased since last survey.
BA-027,The Eastern Pool,BM-0161,0.6025,-0.0301,-0.1262,0.439,0.143,1.579,-0.687,0.708,0.3,11,"BA-025,BA-029,BA-023",3,14,921,trajectory_analysis,Archive Survey Team,0.64,Archive Survey Team suggests revised coordinates.
BA-027,The Minor Trough,BM-0162,0.5563,-0.0332,-0.1135,0.438,0.136,1.712,-0.056,0.647,0.36,12,"BA-025,BA-029,BA-023",3,13,923,trajectory_analysis,Independent Scholar,0.62,Archive Survey Team suggests revised coordinates.
BA-027,The Ancient Sink,BM-0163,0.5368,-0.032,-0.1128,0.392,0.123,1.608,-0.461,0.692,0.27,9,"BA-025,BA-029,BA-023",3,5,924,boundary_mapping,Independent Scholar,0.75,Depth measurement refined from earlier estimates.
BA-027,The Inner Basin,BM-0164,0.6113,-0.0293,-0.1003,0.539,0.128,2.0,-0.127,0.68,0.35,11,"BA-025,BA-029,BA-023",3,10,925,trajectory_analysis,Independent Scholar,0.64,
BA-027,The Outer Valley,BM-0165,0.6281,-0.0332,-0.1143,0.368,0.136,1.191,-0.895,0.62,0.35,12,"BA-025,BA-029,BA-023",3,7,927,trajectory_analysis,Boundary Commission,0.82,Independent verification pending.
BA-027,The Secondary Hollow,BM-0166,0.6355,-0.0304,-0.1059,0.347,0.149,1.082,-0.625,0.715,0.28,12,"BA-025,BA-029,BA-023",3,6,929,trajectory_analysis,Morren Kast,0.81,Independent verification pending.
BA-027,The Eastern Hollow,BM-0167,0.5958,-0.0302,-0.1189,0.425,0.135,1.582,-0.314,0.692,0.24,14,"BA-025,BA-029,BA-023",3,7,930,trajectory_analysis,K. Strand,0.8,Archive Survey Team suggests revised coordinates.
BA-028,The Tertiary Valley,BM-0168,-0.3645,0.2881,-0.5681,1.38,0.12,2.0,0.181,0.749,0.64,1,"BA-032,BA-015,BA-009,BA-043",5,7,918,historical_reconstruction,Esseny Moll,0.63,Curvature measurements indicate local geometry variation.
BA-028,The Minor Hollow,BM-0169,-0.3902,0.3229,-0.6088,1.1,0.089,2.0,0.075,0.686,0.58,2,"BA-032,BA-015,BA-009,BA-043",5,1,921,trajectory_analysis,Western Archive Team,0.61,
BA-028,The Lower Catchment,BM-0170,-0.3731,0.3436,-0.5486,0.911,0.126,2.0,0.266,0.725,0.51,3,"BA-032,BA-015,BA-009,BA-043",5,4,924,form_clustering,Senate Survey,0.7,Form count increased since last survey.
BA-028,The Shallow Catchment,BM-0171,-0.3816,0.3343,-0.5577,1.183,0.123,2.0,0.37,0.761,0.63,5,"BA-032,BA-015,BA-009,BA-043",5,9,925,trajectory_analysis,C. Vells,0.66,Consistent with Vells Year 918 survey.
BA-028,The Secondary Hollow,BM-0172,-0.3807,0.3078,-0.555,1.304,0.108,2.0,-0.228,0.737,0.63,1,"BA-032,BA-015,BA-009,BA-043",5,6,926,trajectory_analysis,C. Vells,0.67,Saddle point SP-048 observed on boundary.
BA-028,The Ancient Valley,BM-0173,-0.412,0.3321,-0.5604,1.14,0.105,2.0,-0.123,0.718,0.65,2,"BA-032,BA-015,BA-009,BA-043",5,7,927,historical_reconstruction,K. Strand,0.87,Saddle point SP-045 observed on boundary.
BA-028,The Secondary Well,BM-0174,-0.3966,0.3311,-0.5688,1.234,0.108,2.0,-0.154,0.754,0.67,8,"BA-032,BA-015,BA-009,BA-043",5,7,932,form_clustering,C. Vells,0.86,Archive Survey Team suggests revised coordinates.
BA-029,The Western Basin,BM-0175,0.2739,-0.2068,-0.3298,0.782,0.183,2.0,-0.407,0.75,0.48,9,"BA-008,BA-023,BA-025",3,9,918,boundary_mapping,T. Vells,0.64,Measurement contested by Boundary Commission.
BA-029,The Ancient Sink,BM-0176,0.2859,-0.1944,-0.3415,0.878,0.15,2.0,0.238,0.788,0.44,9,"BA-008,BA-023,BA-025",3,5,919,form_clustering,C. Vells,0.57,Consistent with Vells Year 918 survey.
BA-029,The Secondary Sink,BM-0177,0.2807,-0.2063,-0.3641,0.978,0.195,2.0,-0.215,0.735,0.55,9,"BA-008,BA-023,BA-025",3,9,920,form_clustering,Archive Survey Team,0.64,Independent verification pending.
BA-029,The Outer Pool,BM-0178,0.2777,-0.1996,-0.3526,0.808,0.187,2.0,-0.138,0.819,0.44,8,"BA-008,BA-023,BA-025",3,13,922,trajectory_analysis,C. Vells,0.71,Independent verification pending.
BA-029,The Eastern Pool,BM-0179,0.2552,-0.1843,-0.3927,0.925,0.188,2.0,0.104,0.822,0.59,12,"BA-008,BA-023,BA-025",3,8,924,form_clustering,Archive Survey Team,0.75,Geodesic paths through this basin documented.
BA-029,The Secondary Valley,BM-0180,0.272,-0.1981,-0.3717,0.766,0.185,2.0,0.126,0.702,0.42,8,"BA-008,BA-023,BA-025",3,11,930,form_clustering,Senate Survey,0.9,Archive Survey Team suggests revised coordinates.
BA-029,The Tertiary Valley,BM-0181,0.2742,-0.2125,-0.3595,0.876,0.171,2.0,-0.504,0.699,0.38,11,"BA-008,BA-023,BA-025",3,7,931,trajectory_analysis,Independent Scholar,0.78,Curvature measurements indicate local geometry variation.
BA-030,The Minor Pool,BM-0182,-0.1583,-0.8046,-0.5524,0.76,0.155,2.0,-0.669,0.58,0.44,5,"BA-046,BA-039,BA-049",3,10,918,form_clustering,Archive Survey Team,0.46,Geodesic paths through this basin documented.
BA-030,The Eastern Well,BM-0183,-0.1598,-0.7928,-0.5712,0.599,0.15,2.0,-0.404,0.683,0.31,9,"BA-046,BA-039,BA-049",3,10,926,trajectory_analysis,Boundary Commission,0.74,Stability index higher than predicted by depth alone.
BA-030,The Lower Pool,BM-0184,-0.1568,-0.7496,-0.5577,0.631,0.132,2.0,-0.452,0.585,0.38,6,"BA-046,BA-039,BA-049",3,8,927,historical_reconstruction,Senate Survey,0.7,
BA-030,The Eastern Sink,BM-0185,-0.1578,-0.7887,-0.604,0.668,0.136,2.0,-0.524,0.691,0.4,6,"BA-046,BA-039,BA-049",3,9,929,boundary_mapping,Esseny Moll,0.9,Senate Survey funding enabled comprehensive mapping.
BA-030,The Upper Well,BM-0186,-0.1523,-0.7635,-0.5698,0.714,0.121,2.0,-0.229,0.666,0.46,6,"BA-046,BA-039,BA-049",3,7,930,trajectory_analysis,Archive Survey Team,0.95,Consistent with Vells Year 918 survey.
BA-030,The Southern Basin,BM-0187,-0.1559,-0.7832,-0.5519,0.653,0.119,2.0,-0.661,0.653,0.38,9,"BA-046,BA-039,BA-049",3,11,932,form_clustering,Senate Survey,0.96,Prime association confirmed by behavioral analysis.
BA-031,The Eastern Hollow,BM-0188,-0.7685,0.981,0.4669,0.977,0.108,2.0,0.113,0.766,0.6,5,"BA-040,BA-010",2,3,918,trajectory_analysis,Boundary Commission,0.51,Saddle point SP-020 observed on boundary.
BA-031,The Lower Trough,BM-0189,-0.8415,0.88,0.4216,1.192,0.102,2.0,0.351,0.756,0.68,5,"BA-040,BA-010",2,7,921,form_clustering,Independent Scholar,0.56,Measurement contested by Boundary Commission.
BA-031,The Deep Pool,BM-0190,-0.8676,0.8318,0.4253,0.95,0.107,2.0,-0.296,0.87,0.46,7,"BA-040,BA-010",2,12,925,historical_reconstruction,K. Strand,0.81,Independent verification pending.
BA-031,The Deep Trough,BM-0191,-0.9223,0.8741,0.4268,1.076,0.114,2.0,-0.059,0.858,0.61,5,"BA-040,BA-010",2,6,927,boundary_mapping,Senate Survey,0.71,Archive Survey Team suggests revised coordinates.
BA-031,The Ancient Trough,BM-0192,-0.8149,0.8587,0.3815,1.071,0.098,2.0,0.326,0.802,0.47,5,"BA-040,BA-010",2,5,930,form_clustering,T. Vells,0.83,Stability index higher than predicted by depth alone.
BA-032,The Lower Sink,BM-0193,-0.6502,0.338,-0.3875,0.6,0.244,1.364,-0.12,0.605,0.3,9,"BA-028,BA-015,BA-010,BA-022",5,5,920,form_clustering,T. Vells,0.52,Adjacent basin measurements suggest shared ridge.
BA-032,The Secondary Valley,BM-0194,-0.5709,0.2978,-0.4523,0.562,0.233,1.143,-0.66,0.666,0.44,7,"BA-028,BA-015,BA-010,BA-022",5,3,923,boundary_mapping,T. Vells,0.67,Geodesic paths through this basin documented.
BA-032,The Southern Valley,BM-0195,-0.7174,0.3717,-0.3896,0.494,0.254,0.814,-0.128,0.558,0.34,9,"BA-028,BA-015,BA-010,BA-022",5,11,924,historical_reconstruction,Western Archive Team,0.71,Saddle point SP-020 observed on boundary.
BA-032,The Eastern Trough,BM-0196,-0.6599,0.3624,-0.4019,0.622,0.182,1.767,0.058,0.648,0.4,8,"BA-028,BA-015,BA-010,BA-022",5,10,925,historical_reconstruction,K. Strand,0.73,Stability index higher than predicted by depth alone.
BA-032,The Secondary Catchment,BM-0197,-0.6035,0.3501,-0.4058,0.634,0.254,1.278,-0.08,0.637,0.3,11,"BA-028,BA-015,BA-010,BA-022",5,5,928,form_clustering,K. Strand,0.71,Ridge structure more complex than initially mapped.
BA-032,The Secondary Hollow,BM-0198,-0.6327,0.3515,-0.3886,0.575,0.262,0.916,-0.312,0.643,0.43,8,"BA-028,BA-015,BA-010,BA-022",5,10,930,trajectory_analysis,Western Archive Team,0.8,Independent verification pending.
BA-033,The Secondary Trough,BM-0199,-0.5122,-0.5132,0.6291,0.565,0.196,1.613,-0.751,0.67,0.39,3,"BA-047,BA-050,BA-042,BA-002",5,5,918,historical_reconstruction,Boundary Commission,0.61,Geodesic paths through this basin documented.
BA-033,The Inner Valley,BM-0200,-0.4986,-0.4651,0.6221,0.669,0.196,1.51,-0.754,0.68,0.36,5,"BA-047,BA-050,BA-042,BA-002",5,7,920,trajectory_analysis,K. Strand,0.53,Curvature measurements indicate local geometry variation.
BA-033,The Central Hollow,BM-0201,-0.5382,-0.5636,0.6032,0.694,0.179,1.868,-0.233,0.674,0.48,4,"BA-047,BA-050,BA-042,BA-002",5,8,921,historical_reconstruction,Senate Survey,0.57,Curvature measurements indicate local geometry variation.
BA-033,The Tertiary Pool,BM-0202,-0.487,-0.4947,0.6581,0.619,0.191,1.726,-0.6,0.673,0.41,5,"BA-047,BA-050,BA-042,BA-002",5,9,923,form_clustering,Senate Survey,0.59,Depth measurement refined from earlier estimates.
BA-033,The Inner Well,BM-0203,-0.471,-0.5129,0.6083,0.688,0.209,1.773,-0.627,0.574,0.41,3,"BA-047,BA-050,BA-042,BA-002",5,7,926,trajectory_analysis,Boundary Commission,0.75,Prime association confirmed by behavioral analysis.
BA-033,The Deep Hollow,BM-0204,-0.482,-0.4993,0.6391,0.746,0.166,2.0,0.031,0.693,0.34,6,"BA-047,BA-050,BA-042,BA-002",5,5,932,form_clustering,Boundary Commission,0.92,Geodesic paths through this basin documented.
BA-034,The Ancient Depression,BM-0206,0.1699,-0.7156,0.005,0.343,0.237,0.582,-0.31,0.684,0.33,11,"BA-037,BA-038,BA-006,BA-049",4,10,921,form_clustering,T. Vells,0.64,Curvature measurements indicate local geometry variation.
BA-034,The Ancient Depression,BM-0207,0.1878,-0.7106,0.005,0.307,0.199,0.645,-0.892,0.605,0.26,10,"BA-037,BA-038,BA-006,BA-049",4,8,925,boundary_mapping,K. Strand,0.75,Prime association confirmed by behavioral analysis.
BA-034,The Secondary Valley,BM-0208,0.1722,-0.6962,0.005,0.397,0.235,0.849,-0.137,0.669,0.35,11,"BA-037,BA-038,BA-006,BA-049",4,7,926,boundary_mapping,Archive Survey Team,0.74,Depth measurement refined from earlier estimates.
BA-034,The Outer Valley,BM-0209,0.183,-0.6585,0.0052,0.396,0.215,0.998,-0.638,0.695,0.42,10,"BA-037,BA-038,BA-006,BA-049",4,6,929,historical_reconstruction,Western Archive Team,0.83,Adjacent basin measurements suggest shared ridge.
BA-035,The Shallow Sink,BM-0210,0.6565,-0.5418,-0.4467,0.575,0.283,0.961,-0.231,0.658,0.27,6,"BA-018,BA-029,BA-023",3,4,918,boundary_mapping,Boundary Commission,0.55,Depth measurement refined from earlier estimates.
BA-035,The Central Catchment,BM-0211,0.6512,-0.5594,-0.4956,0.584,0.201,1.506,-0.381,0.508,0.38,6,"BA-018,BA-029,BA-023",3,9,920,form_clustering,C. Vells,0.6,
BA-035,The Deep Valley,BM-0212,0.6232,-0.5664,-0.4881,0.525,0.244,1.104,-0.841,0.557,0.23,6,"BA-018,BA-029,BA-023",3,7,922,form_clustering,Morren Kast,0.69,Form count increased since last survey.
BA-035,The Ancient Sink,BM-0213,0.6413,-0.5099,-0.5259,0.5,0.186,1.269,0.002,0.602,0.31,7,"BA-018,BA-029,BA-023",3,10,923,trajectory_analysis,Archive Survey Team,0.65,Adjacent basin measurements suggest shared ridge.
BA-035,The Ancient Sink,BM-0214,0.6138,-0.4973,-0.5201,0.526,0.204,1.294,0.004,0.584,0.43,7,"BA-018,BA-029,BA-023",3,4,925,form_clustering,T. Vells,0.78,Geodesic paths through this basin documented.
BA-035,The Central Well,BM-0215,0.6381,-0.5122,-0.4744,0.537,0.217,1.187,0.095,0.571,0.4,4,"BA-018,BA-029,BA-023",3,3,928,boundary_mapping,Independent Scholar,0.87,
BA-035,The Upper Sink,BM-0216,0.6525,-0.5212,-0.5292,0.475,0.244,0.874,-0.829,0.606,0.28,6,"BA-018,BA-029,BA-023",3,3,929,boundary_mapping,T. Vells,0.8,Measurement contested by Boundary Commission.
BA-035,The Outer Basin,BM-0217,0.6625,-0.5091,-0.5136,0.502,0.2,1.153,-0.197,0.643,0.4,6,"BA-018,BA-029,BA-023",3,7,932,boundary_mapping,Boundary Commission,0.8,Curvature measurements indicate local geometry variation.
BA-036,The Southern Depression,BM-0218,-0.0636,0.0265,0.6352,0.919,0.168,2.0,-0.443,0.695,0.4,7,"BA-042,BA-021,BA-016,BA-006",5,7,919,form_clustering,C. Vells,0.62,Ridge structure more complex than initially mapped.
BA-036,The Eastern Pool,BM-0219,-0.0723,0.0285,0.6542,0.742,0.134,2.0,0.104,0.73,0.46,7,"BA-042,BA-021,BA-016,BA-006",5,6,920,form_clustering,C. Vells,0.58,Ridge structure more complex than initially mapped.
BA-036,The Secondary Sink,BM-0220,-0.0768,0.0295,0.683,0.861,0.135,2.0,-0.452,0.728,0.5,6,"BA-042,BA-021,BA-016,BA-006",5,5,925,historical_reconstruction,Independent Scholar,0.73,Archive Survey Team suggests revised coordinates.
BA-036,The Western Hollow,BM-0221,-0.0785,0.0279,0.6435,0.841,0.138,2.0,-0.162,0.715,0.43,9,"BA-042,BA-021,BA-016,BA-006",5,7,926,trajectory_analysis,Western Archive Team,0.79,Independent verification pending.
BA-036,The Secondary Valley,BM-0223,-0.0715,0.0274,0.6703,0.88,0.127,2.0,0.119,0.68,0.46,8,"BA-042,BA-021,BA-016,BA-006",5,5,928,boundary_mapping,Morren Kast,0.9,Independent verification pending.
BA-036,The Lower Trough,BM-0224,-0.0752,0.0286,0.6531,0.803,0.137,2.0,-0.079,0.656,0.53,6,"BA-042,BA-021,BA-016,BA-006",5,3,931,historical_reconstruction,Western Archive Team,0.97,Ridge structure more complex than initially mapped.
BA-036,The Secondary Sink,BM-0225,-0.0718,0.0277,0.6977,0.935,0.133,2.0,0.343,0.693,0.44,5,"BA-042,BA-021,BA-016,BA-006",5,3,932,historical_reconstruction,Senate Survey,0.83,Width appears to have expanded slightly since Year 920.
BA-037,The Deep Trough,BM-0226,0.0063,-0.4659,0.2945,1.259,0.203,2.0,0.158,0.915,0.61,6,"BA-006,BA-034,BA-049,BA-042",5,8,922,trajectory_analysis,Esseny Moll,0.65,
BA-037,The Tertiary Basin,BM-0227,0.0057,-0.508,0.2899,1.266,0.24,2.0,0.183,0.894,0.58,5,"BA-006,BA-034,BA-049,BA-042",5,10,924,trajectory_analysis,C. Vells,0.74,Senate Survey funding enabled comprehensive mapping.
BA-037,The Central Sink,BM-0228,0.0065,-0.557,0.3021,1.293,0.179,2.0,-0.007,0.899,0.65,6,"BA-006,BA-034,BA-049,BA-042",5,4,925,historical_reconstruction,C. Vells,0.63,Width appears to have expanded slightly since Year 920.
BA-037,The Deep Valley,BM-0229,0.0056,-0.5355,0.2881,1.231,0.219,2.0,0.011,0.938,0.61,9,"BA-006,BA-034,BA-049,BA-042",5,8,928,historical_reconstruction,Western Archive Team,0.72,Senate Survey funding enabled comprehensive mapping.
BA-037,The Northern Well,BM-0230,0.0056,-0.5012,0.3033,1.243,0.202,2.0,0.352,0.932,0.63,9,"BA-006,BA-034,BA-049,BA-042",5,13,931,form_clustering,Western Archive Team,0.95,Ridge structure more complex than initially mapped.
BA-037,The Eastern Pool,BM-0231,0.0058,-0.4976,0.2967,1.366,0.244,2.0,0.377,0.879,0.66,11,"BA-006,BA-034,BA-049,BA-042",5,7,932,form_clustering,T. Vells,0.97,Saddle point SP-035 observed on boundary.
BA-038,The Outer Valley,BM-0232,0.4965,-0.4646,0.1094,0.742,0.229,1.542,-0.411,0.66,0.47,8,"BA-018,BA-017,BA-034",3,5,918,boundary_mapping,Archive Survey Team,0.51,Archive Survey Team suggests revised coordinates.
BA-038,The Western Pool,BM-0233,0.5922,-0.5256,0.1204,0.856,0.226,1.87,-0.183,0.692,0.37,8,"BA-018,BA-017,BA-034",3,7,920,trajectory_analysis,Senate Survey,0.52,Geodesic paths through this basin documented.
BA-038,The Outer Basin,BM-0234,0.5673,-0.5579,0.1208,0.941,0.22,2.0,0.195,0.613,0.49,8,"BA-018,BA-017,BA-034",3,10,921,trajectory_analysis,Morren Kast,0.64,Depth measurement refined from earlier estimates.
BA-038,The Northern Basin,BM-0235,0.5226,-0.5194,0.125,0.625,0.21,1.663,-0.673,0.721,0.36,9,"BA-018,BA-017,BA-034",3,6,922,historical_reconstruction,Senate Survey,0.74,Independent verification pending.
BA-038,The Deep Trough,BM-0236,0.6098,-0.4661,0.122,0.665,0.221,1.517,-0.146,0.684,0.38,12,"BA-018,BA-017,BA-034",3,10,925,boundary_mapping,Senate Survey,0.65,
BA-038,The Lower Sink,BM-0237,0.5604,-0.4983,0.1259,0.959,0.247,1.997,-0.196,0.759,0.56,11,"BA-018,BA-017,BA-034",3,9,926,trajectory_analysis,Morren Kast,0.77,Adjacent basin measurements suggest shared ridge.
BA-038,The Ancient Sink,BM-0238,0.6049,-0.5117,0.118,0.908,0.231,2.0,-0.228,0.712,0.58,8,"BA-018,BA-017,BA-034",3,4,928,form_clustering,T. Vells,0.82,
BA-039,The Central Trough,BM-0239,-0.2449,-0.6912,-0.7996,0.673,0.18,1.938,-0.004,0.548,0.44,5,"BA-046,BA-030,BA-008",3,5,919,boundary_mapping,C. Vells,0.55,Ridge structure more complex than initially mapped.
BA-039,The Deep Depression,BM-0240,-0.2339,-0.6462,-0.859,0.699,0.172,1.988,-0.154,0.642,0.42,7,"BA-046,BA-030,BA-008",3,10,920,form_clustering,Morren Kast,0.59,Stability index higher than predicted by depth alone.
