relationship_id,entity_id,entity_name,neighbor_id,neighbor_name,sympathy_rank,sympathy_strength,distance_morphospace,sympathy_type,mutual,stability,edge_weight,contribution_to_cluster,first_documented,documenter,documentation_method,confidence,notes
SN-0174,MS-0055,Form 55,MS-0048,Form 48,1,0.83,0.1678,developmental,False,0.71,0.689,0.75,922,P. Tross,trajectory_correlation,0.57,
SN-0175,MS-0055,Form 55,MS-0174,Form 174,2,0.79,0.207,unknown,False,0.56,0.671,0.16,1845,P. Tross,classification_clustering,0.53,
SN-0176,MS-0055,Form 55,MS-0006,The Septenary Rhythm,3,0.73,0.2713,functional,True,0.56,0.7,0.61,928,P. Tross,trajectory_correlation,0.93,
SN-0177,MS-0055,Form 55,MS-0152,Form 152,4,0.67,0.3251,unknown,False,0.76,0.621,0.42,930,P. Tross,classification_clustering,0.51,
SN-0178,MS-0056,Form 56,MS-0190,Form 190,1,0.8,0.1965,developmental,True,0.84,0.686,0.66,927,P. Tross,historical_inference,0.77,
SN-0179,MS-0056,Form 56,MS-0041,Form 41,2,0.8,0.2018,behavioral,True,0.49,0.794,0.32,1838,Constellation Survey,classification_clustering,0.52,
SN-0180,MS-0056,Form 56,MS-0075,Form 75,3,0.74,0.2556,functional,False,0.45,0.731,0.76,926,P. Tross,classification_clustering,0.72,
SN-0181,MS-0056,Form 56,MS-0111,Form 111,4,0.63,0.3709,behavioral,True,0.93,0.507,0.79,917,Constellation Survey,behavioral_observation,0.54,
SN-0182,MS-0056,Form 56,MS-0106,Form 106,5,0.62,0.3758,historical,True,0.44,0.521,0.63,919,K. Strand,historical_inference,0.68,
SN-0183,MS-0057,Form 57,MS-0162,Form 162,1,0.87,0.1277,historical,True,0.75,0.723,0.37,921,P. Tross,proximity_measurement,0.83,
SN-0184,MS-0057,Form 57,MS-0148,Form 148,2,0.85,0.151,historical,False,0.46,0.681,0.19,917,K. Strand,historical_inference,0.83,
SN-0185,MS-0057,Form 57,MS-0133,Form 133,3,0.78,0.2152,behavioral,True,0.66,0.656,0.48,918,Constellation Survey,trajectory_correlation,0.67,
SN-0186,MS-0057,Form 57,MS-0077,Form 77,4,0.73,0.2748,functional,False,0.89,0.674,0.75,1831,P. Tross,trajectory_correlation,0.9,
SN-0187,MS-0057,Form 57,MS-0085,Form 85,5,0.72,0.2829,developmental,False,0.51,0.705,0.54,913,Constellation Survey,historical_inference,0.82,
SN-0188,MS-0057,Form 57,MS-0170,Form 170,6,0.7,0.2982,unknown,True,0.95,0.57,0.39,916,P. Tross,proximity_measurement,0.5,
SN-0189,MS-0058,Form 58,MS-0122,Form 122,1,0.79,0.2134,developmental,True,0.56,0.731,0.72,1834,P. Tross,trajectory_correlation,0.82,
SN-0190,MS-0058,Form 58,MS-0160,Form 160,2,0.79,0.2135,functional,True,0.5,0.718,0.4,1846,T. Vells,behavioral_observation,0.94,
SN-0191,MS-0058,Form 58,MS-0047,Form 47,3,0.78,0.2163,historical,True,0.91,0.721,0.18,913,Archive Survey Team,trajectory_correlation,0.94,
SN-0192,MS-0059,Form 59,MS-0068,Form 68,1,0.87,0.1295,developmental,True,0.46,0.828,0.73,924,P. Tross,proximity_measurement,0.82,
SN-0193,MS-0059,Form 59,MS-0084,Form 84,2,0.77,0.2295,behavioral,False,0.78,0.685,0.55,921,Constellation Survey,trajectory_correlation,0.85,
SN-0194,MS-0059,Form 59,MS-0148,Form 148,3,0.76,0.2371,unknown,False,0.44,0.643,0.75,1846,P. Tross,behavioral_observation,0.75,
SN-0195,MS-0059,Form 59,MS-0057,Form 57,4,0.67,0.3257,unknown,False,0.83,0.61,0.27,914,T. Vells,proximity_measurement,0.88,
SN-0196,MS-0059,Form 59,MS-0077,Form 77,5,0.66,0.3417,behavioral,False,0.72,0.639,0.62,913,K. Strand,proximity_measurement,0.69,
SN-0197,MS-0060,Form 60,MS-0180,Form 180,1,0.86,0.1409,developmental,True,0.89,0.822,0.41,1837,Constellation Survey,classification_clustering,0.67,
SN-0198,MS-0060,Form 60,MS-0143,Form 143,2,0.81,0.1928,historical,True,0.46,0.794,0.14,921,T. Vells,classification_clustering,0.64,
SN-0199,MS-0060,Form 60,MS-0134,Form 134,3,0.77,0.2313,functional,True,0.47,0.738,0.78,912,P. Tross,classification_clustering,0.6,
SN-0200,MS-0060,Form 60,MS-0166,Form 166,4,0.74,0.2557,unknown,True,0.51,0.655,0.13,926,P. Tross,historical_inference,0.53,
SN-0201,MS-0061,Form 61,MS-0066,Form 66,1,0.84,0.1592,developmental,True,0.71,0.748,0.68,1849,K. Strand,classification_clustering,0.8,
SN-0202,MS-0061,Form 61,EN-012,Cluster Gamma,2,0.77,0.2289,structural,True,0.68,0.714,0.19,926,P. Tross,proximity_measurement,0.56,
SN-0203,MS-0061,Form 61,MS-0030,Form 30,3,0.75,0.2511,behavioral,False,0.7,0.607,0.34,928,K. Strand,behavioral_observation,0.54,
SN-0204,MS-0061,Form 61,MS-0199,Form 199,4,0.73,0.2725,structural,True,0.76,0.597,0.57,1842,P. Tross,behavioral_observation,0.74,
SN-0205,MS-0061,Form 61,MS-0122,Form 122,5,0.72,0.2799,historical,False,0.95,0.577,0.75,915,P. Tross,trajectory_correlation,0.68,
SN-0206,MS-0061,Form 61,MS-0090,Form 90,6,0.72,0.2813,historical,False,0.52,0.659,0.23,917,T. Vells,trajectory_correlation,0.55,
SN-0207,MS-0062,Form 62,MS-0107,Form 107,1,0.78,0.2159,functional,True,0.64,0.701,0.17,930,T. Vells,trajectory_correlation,0.9,
SN-0208,MS-0062,Form 62,MS-0084,Form 84,2,0.76,0.2389,unknown,False,0.78,0.658,0.53,912,P. Tross,trajectory_correlation,0.86,
SN-0209,MS-0062,Form 62,MS-0077,Form 77,3,0.75,0.2548,structural,False,0.73,0.666,0.26,924,P. Tross,trajectory_correlation,0.84,
SN-0210,MS-0063,Form 63,MS-0140,Form 140,1,0.89,0.1069,behavioral,False,0.41,0.797,0.12,1850,Archive Survey Team,proximity_measurement,0.57,
SN-0211,MS-0063,Form 63,MS-0116,Form 116,2,0.84,0.1562,behavioral,True,0.76,0.767,0.5,1833,Archive Survey Team,historical_inference,0.6,
SN-0212,MS-0063,Form 63,MS-0166,Form 166,3,0.81,0.19,unknown,False,0.58,0.798,0.44,919,P. Tross,proximity_measurement,0.89,
SN-0213,MS-0063,Form 63,MS-0180,Form 180,4,0.76,0.2353,developmental,False,0.45,0.708,0.75,921,K. Strand,classification_clustering,0.79,
SN-0214,MS-0063,Form 63,MS-0143,Form 143,5,0.74,0.262,developmental,False,0.87,0.664,0.78,1837,P. Tross,trajectory_correlation,0.66,
SN-0215,MS-0063,Form 63,MS-0134,Form 134,6,0.69,0.3054,historical,True,0.52,0.664,0.25,916,T. Vells,proximity_measurement,0.83,
SN-0216,MS-0064,Form 64,MS-0053,Form 53,1,0.77,0.2325,unknown,True,0.43,0.673,0.37,928,P. Tross,historical_inference,0.7,
SN-0217,MS-0064,Form 64,EN-011,Cluster Beta,2,0.71,0.2921,developmental,False,0.54,0.641,0.37,1851,P. Tross,behavioral_observation,0.53,
SN-0218,MS-0064,Form 64,MS-0123,Form 123,3,0.7,0.3025,developmental,True,0.6,0.584,0.61,929,P. Tross,proximity_measurement,0.56,
SN-0219,MS-0064,Form 64,MS-0089,Form 89,4,0.68,0.3185,structural,True,0.94,0.58,0.68,925,Constellation Survey,proximity_measurement,0.51,
SN-0220,MS-0065,Form 65,MS-0175,Form 175,1,0.94,0.0566,historical,False,0.5,0.927,0.39,926,K. Strand,behavioral_observation,0.85,
SN-0221,MS-0065,Form 65,MS-0052,Form 52,2,0.81,0.1889,historical,False,0.5,0.67,0.44,925,Constellation Survey,proximity_measurement,0.61,
SN-0222,MS-0065,Form 65,MS-0164,Form 164,3,0.8,0.1958,functional,False,0.7,0.656,0.65,1845,P. Tross,proximity_measurement,0.7,
SN-0223,MS-0065,Form 65,MS-0102,Form 102,4,0.8,0.1962,structural,False,0.51,0.77,0.8,1843,Archive Survey Team,behavioral_observation,0.91,
SN-0224,MS-0066,Form 66,MS-0061,Form 61,1,0.84,0.1592,developmental,True,0.52,0.779,0.24,913,P. Tross,trajectory_correlation,0.51,
SN-0225,MS-0066,Form 66,MS-0058,Form 58,2,0.77,0.2302,behavioral,True,0.58,0.692,0.79,930,T. Vells,behavioral_observation,0.83,
SN-0226,MS-0066,Form 66,MS-0102,Form 102,3,0.74,0.2579,developmental,True,0.93,0.693,0.71,915,Archive Survey Team,historical_inference,0.74,
SN-0227,MS-0066,Form 66,MS-0175,Form 175,4,0.73,0.2708,functional,False,0.9,0.656,0.71,1849,P. Tross,behavioral_observation,0.65,
SN-0228,MS-0067,Form 67,MS-0129,Form 129,1,0.85,0.1493,behavioral,True,0.84,0.807,0.21,922,P. Tross,classification_clustering,0.84,
SN-0229,MS-0067,Form 67,MS-0141,Form 141,2,0.71,0.2918,functional,True,0.47,0.68,0.4,1839,P. Tross,behavioral_observation,0.61,
SN-0230,MS-0067,Form 67,MS-0038,Form 38,3,0.58,0.4154,functional,True,0.47,0.512,0.52,921,Archive Survey Team,behavioral_observation,0.73,
SN-0231,MS-0067,Form 67,MS-0120,Form 120,4,0.55,0.4492,behavioral,False,0.54,0.452,0.8,918,K. Strand,proximity_measurement,0.74,
SN-0232,MS-0068,Form 68,MS-0059,Form 59,1,0.87,0.1295,structural,True,0.87,0.813,0.11,914,T. Vells,behavioral_observation,0.95,
SN-0233,MS-0068,Form 68,MS-0084,Form 84,2,0.85,0.1533,behavioral,False,0.41,0.84,0.67,928,Constellation Survey,behavioral_observation,0.74,
SN-0234,MS-0068,Form 68,MS-0148,Form 148,3,0.73,0.2733,developmental,True,0.76,0.675,0.7,1840,Archive Survey Team,proximity_measurement,0.61,
SN-0235,MS-0068,Form 68,MS-0162,Form 162,4,0.7,0.2995,structural,False,0.87,0.636,0.14,924,P. Tross,historical_inference,0.79,
SN-0236,MS-0068,Form 68,MS-0077,Form 77,5,0.7,0.3028,historical,True,0.53,0.631,0.31,926,P. Tross,proximity_measurement,0.53,
SN-0237,MS-0068,Form 68,MS-0057,Form 57,6,0.7,0.305,developmental,False,0.52,0.599,0.51,1835,T. Vells,proximity_measurement,0.74,
SN-0238,MS-0069,Form 69,MS-0098,Form 98,1,0.67,0.333,developmental,False,0.47,0.604,0.17,1847,P. Tross,classification_clustering,0.64,
SN-0239,MS-0069,Form 69,MS-0169,Form 169,2,0.58,0.4192,functional,True,0.52,0.464,0.28,922,T. Vells,behavioral_observation,0.68,
SN-0240,MS-0069,Form 69,MS-0182,Form 182,3,0.57,0.4266,structural,True,0.43,0.489,0.69,920,T. Vells,historical_inference,0.75,
SN-0241,MS-0069,Form 69,MS-0108,Form 108,4,0.56,0.4357,unknown,True,0.93,0.537,0.42,919,Constellation Survey,classification_clustering,0.52,
SN-0242,MS-0069,Form 69,MS-0188,Form 188,5,0.54,0.4567,developmental,False,0.85,0.471,0.38,912,P. Tross,behavioral_observation,0.76,
SN-0243,MS-0069,Form 69,MS-0123,Form 123,6,0.54,0.4631,functional,True,0.63,0.458,0.44,913,P. Tross,historical_inference,0.78,
SN-0244,MS-0070,Form 70,MS-0191,Form 191,1,0.91,0.0858,functional,True,0.62,0.9,0.21,1847,K. Strand,proximity_measurement,0.86,
SN-0245,MS-0070,Form 70,MS-0054,Form 54,2,0.77,0.23,unknown,True,0.81,0.682,0.33,918,P. Tross,proximity_measurement,0.92,
SN-0246,MS-0070,Form 70,MS-0146,Form 146,3,0.76,0.2363,behavioral,True,0.4,0.642,0.17,1833,P. Tross,trajectory_correlation,0.94,
SN-0247,MS-0070,Form 70,MS-0159,Form 159,4,0.7,0.3046,historical,False,0.5,0.69,0.2,926,P. Tross,proximity_measurement,0.6,
SN-0248,MS-0071,Form 71,MS-0005,The Triad Form,1,0.86,0.1411,functional,False,0.78,0.794,0.48,1845,P. Tross,trajectory_correlation,0.76,
SN-0249,MS-0071,Form 71,MS-0128,Form 128,2,0.84,0.1557,unknown,False,0.65,0.744,0.67,1833,P. Tross,proximity_measurement,0.72,
SN-0250,MS-0071,Form 71,MS-0035,Form 35,3,0.78,0.2201,historical,False,0.59,0.717,0.78,917,Constellation Survey,trajectory_correlation,0.66,
SN-0251,MS-0072,Form 72,MS-0107,Form 107,1,0.75,0.2473,functional,False,0.7,0.725,0.41,1840,Constellation Survey,trajectory_correlation,0.88,
SN-0252,MS-0072,Form 72,MS-0062,Form 62,2,0.72,0.2839,functional,True,0.75,0.718,0.34,1835,Constellation Survey,historical_inference,0.73,
SN-0253,MS-0072,Form 72,EN-011,Cluster Beta,3,0.7,0.2956,developmental,True,0.46,0.664,0.77,1849,P. Tross,historical_inference,0.64,
SN-0254,MS-0072,Form 72,MS-0053,Form 53,4,0.65,0.3453,functional,True,0.5,0.531,0.23,912,P. Tross,proximity_measurement,0.52,
SN-0255,MS-0072,Form 72,MS-0002,The Binary Division,5,0.65,0.353,developmental,True,0.57,0.642,0.2,1850,Constellation Survey,behavioral_observation,0.66,
SN-0256,MS-0072,Form 72,MS-0064,Form 64,6,0.61,0.3892,historical,True,0.65,0.502,0.32,913,Constellation Survey,historical_inference,0.56,
SN-0257,MS-0073,Form 73,MS-0095,Form 95,1,0.86,0.1358,historical,True,0.6,0.688,0.8,919,P. Tross,classification_clustering,0.88,
SN-0258,MS-0073,Form 73,MS-0189,Form 189,2,0.85,0.1526,developmental,True,0.47,0.775,0.37,1833,Constellation Survey,proximity_measurement,0.87,
SN-0259,MS-0073,Form 73,MS-0033,Form 33,3,0.8,0.2009,unknown,False,0.65,0.788,0.67,1831,P. Tross,behavioral_observation,0.55,
SN-0260,MS-0073,Form 73,MS-0083,Form 83,4,0.77,0.234,behavioral,False,0.74,0.726,0.35,919,Constellation Survey,classification_clustering,0.73,
SN-0261,MS-0073,Form 73,MS-0089,Form 89,5,0.76,0.2398,functional,True,0.71,0.64,0.75,925,Archive Survey Team,classification_clustering,0.59,
SN-0262,MS-0074,Form 74,MS-0004,The Tension,1,0.87,0.1318,behavioral,False,0.89,0.826,0.38,912,P. Tross,classification_clustering,0.89,
SN-0263,MS-0074,Form 74,MS-0078,Form 78,2,0.83,0.1691,developmental,True,0.48,0.803,0.25,1830,Archive Survey Team,trajectory_correlation,0.74,
SN-0264,MS-0074,Form 74,MS-0001,The Quintic Cycle,3,0.78,0.2217,functional,False,0.58,0.644,0.55,1843,K. Strand,trajectory_correlation,0.69,
SN-0265,MS-0074,Form 74,MS-0130,Form 130,4,0.78,0.2241,unknown,True,0.45,0.737,0.5,1846,T. Vells,historical_inference,0.87,
SN-0266,MS-0074,Form 74,MS-0032,Form 32,5,0.75,0.2468,structural,True,0.61,0.737,0.73,914,P. Tross,historical_inference,0.94,
SN-0267,MS-0075,Form 75,MS-0111,Form 111,1,0.86,0.1432,developmental,False,0.83,0.773,0.63,923,Constellation Survey,historical_inference,0.65,
SN-0268,MS-0075,Form 75,MS-0056,Form 56,2,0.74,0.2556,developmental,True,0.57,0.686,0.56,1832,Archive Survey Team,proximity_measurement,0.92,
SN-0269,MS-0075,Form 75,MS-0041,Form 41,3,0.74,0.2626,developmental,True,0.74,0.733,0.33,926,Archive Survey Team,historical_inference,0.94,
SN-0270,MS-0075,Form 75,MS-0090,Form 90,4,0.68,0.3154,unknown,False,0.66,0.618,0.4,1848,T. Vells,behavioral_observation,0.86,
SN-0271,MS-0076,Form 76,MS-0115,Form 115,1,0.75,0.2512,structural,True,0.71,0.658,0.32,923,K. Strand,trajectory_correlation,0.75,
SN-0272,MS-0076,Form 76,MS-0113,Form 113,2,0.73,0.2743,structural,True,0.58,0.629,0.67,1832,K. Strand,trajectory_correlation,0.81,
SN-0273,MS-0076,Form 76,MS-0120,Form 120,3,0.69,0.3115,developmental,True,0.68,0.672,0.36,919,P. Tross,behavioral_observation,0.5,
SN-0274,MS-0076,Form 76,MS-0172,Form 172,4,0.68,0.3177,behavioral,False,0.42,0.622,0.29,930,K. Strand,historical_inference,0.81,
SN-0275,MS-0077,Form 77,MS-0133,Form 133,1,0.81,0.1891,historical,True,0.79,0.729,0.33,1835,Archive Survey Team,proximity_measurement,0.69,
SN-0276,MS-0077,Form 77,MS-0084,Form 84,2,0.8,0.2026,functional,False,0.45,0.666,0.77,928,T. Vells,historical_inference,0.86,
SN-0277,MS-0077,Form 77,MS-0162,Form 162,3,0.77,0.2312,developmental,False,0.64,0.735,0.19,930,Archive Survey Team,trajectory_correlation,0.89,
SN-0278,MS-0078,Form 78,MS-0004,The Tension,1,0.85,0.154,unknown,False,0.83,0.832,0.68,1847,P. Tross,behavioral_observation,0.7,
SN-0279,MS-0078,Form 78,MS-0074,Form 74,2,0.83,0.1691,historical,False,0.43,0.665,0.38,923,Constellation Survey,trajectory_correlation,0.54,
SN-0280,MS-0078,Form 78,MS-0158,Form 158,3,0.78,0.2249,developmental,True,0.57,0.771,0.11,1842,T. Vells,trajectory_correlation,0.64,
SN-0281,MS-0079,Form 79,MS-0002,The Binary Division,1,0.78,0.2203,behavioral,True,0.85,0.666,0.53,1843,P. Tross,classification_clustering,0.64,
SN-0282,MS-0079,Form 79,MS-0172,Form 172,2,0.77,0.2273,structural,False,0.49,0.756,0.15,917,P. Tross,behavioral_observation,0.69,
SN-0283,MS-0079,Form 79,MS-0132,Form 132,3,0.73,0.2677,unknown,False,0.63,0.598,0.79,918,P. Tross,behavioral_observation,0.86,
SN-0284,MS-0079,Form 79,MS-0053,Form 53,4,0.69,0.3123,functional,False,0.47,0.688,0.59,925,Constellation Survey,behavioral_observation,0.52,
SN-0285,MS-0079,Form 79,MS-0115,Form 115,5,0.68,0.3237,unknown,False,0.81,0.67,0.47,1841,T. Vells,trajectory_correlation,0.68,
SN-0286,MS-0080,Form 80,MS-0126,Form 126,1,0.88,0.1195,functional,True,0.55,0.842,0.7,924,T. Vells,proximity_measurement,0.74,
SN-0287,MS-0080,Form 80,MS-0146,Form 146,2,0.79,0.2087,historical,False,0.89,0.666,0.64,918,Archive Survey Team,historical_inference,0.79,
SN-0288,MS-0080,Form 80,MS-0118,Form 118,3,0.76,0.2363,behavioral,True,0.81,0.624,0.46,912,K. Strand,trajectory_correlation,0.89,
SN-0289,MS-0080,Form 80,MS-0103,Form 103,4,0.67,0.333,developmental,True,0.61,0.592,0.22,924,T. Vells,classification_clustering,0.68,
SN-0290,MS-0080,Form 80,MS-0070,Form 70,5,0.66,0.3426,historical,False,0.46,0.648,0.42,1839,Archive Survey Team,historical_inference,0.93,
SN-0291,MS-0081,Form 81,MS-0006,The Septenary Rhythm,1,0.76,0.2387,unknown,False,0.64,0.649,0.12,924,T. Vells,historical_inference,0.79,
SN-0292,MS-0081,Form 81,MS-0156,Form 156,2,0.76,0.2434,behavioral,True,0.93,0.638,0.26,926,Constellation Survey,proximity_measurement,0.55,
SN-0293,MS-0081,Form 81,MS-0050,Form 50,3,0.74,0.2559,unknown,False,0.6,0.737,0.53,925,Archive Survey Team,trajectory_correlation,0.86,
SN-0294,MS-0081,Form 81,MS-0187,Form 187,4,0.7,0.2974,unknown,False,0.68,0.602,0.22,915,T. Vells,proximity_measurement,0.62,
SN-0295,MS-0082,Form 82,MS-0165,Form 165,1,0.9,0.1025,historical,True,0.54,0.745,0.4,1831,Archive Survey Team,behavioral_observation,0.86,
SN-0296,MS-0082,Form 82,MS-0131,Form 131,2,0.8,0.2013,structural,True,0.52,0.683,0.61,927,K. Strand,behavioral_observation,0.7,
SN-0297,MS-0082,Form 82,MS-0043,Form 43,3,0.67,0.3292,unknown,False,0.89,0.658,0.16,1845,P. Tross,proximity_measurement,0.65,
SN-0298,MS-0083,Form 83,MS-0167,Form 167,1,0.86,0.1443,developmental,False,0.56,0.812,0.47,1834,P. Tross,proximity_measurement,0.86,
SN-0299,MS-0083,Form 83,MS-0089,Form 89,2,0.84,0.1635,behavioral,True,0.57,0.744,0.37,916,K. Strand,trajectory_correlation,0.59,
SN-0300,MS-0083,Form 83,MS-0095,Form 95,3,0.83,0.1705,structural,False,0.5,0.753,0.53,1842,P. Tross,behavioral_observation,0.77,
SN-0301,MS-0083,Form 83,MS-0105,Form 105,4,0.81,0.1881,unknown,True,0.51,0.648,0.26,912,P. Tross,proximity_measurement,0.78,
SN-0302,MS-0083,Form 83,MS-0114,Form 114,5,0.79,0.2051,unknown,False,0.5,0.766,0.72,921,Archive Survey Team,classification_clustering,0.83,
SN-0303,MS-0084,Form 84,MS-0068,Form 68,1,0.85,0.1533,historical,True,0.9,0.794,0.44,929,Archive Survey Team,historical_inference,0.54,
SN-0304,MS-0084,Form 84,MS-0077,Form 77,2,0.8,0.2026,behavioral,True,0.43,0.77,0.69,1836,P. Tross,historical_inference,0.53,
SN-0305,MS-0084,Form 84,MS-0059,Form 59,3,0.77,0.2295,developmental,True,0.87,0.712,0.39,928,Constellation Survey,proximity_measurement,0.82,
SN-0306,MS-0084,Form 84,MS-0062,Form 62,4,0.76,0.2389,developmental,False,0.91,0.715,0.57,1842,Constellation Survey,classification_clustering,0.91,
SN-0307,MS-0084,Form 84,MS-0107,Form 107,5,0.74,0.2635,functional,False,0.53,0.598,0.64,923,Archive Survey Team,trajectory_correlation,0.69,
SN-0308,MS-0084,Form 84,MS-0162,Form 162,6,0.7,0.2988,unknown,True,0.67,0.615,0.16,917,K. Strand,proximity_measurement,0.67,
SN-0309,MS-0085,Form 85,MS-0170,Form 170,1,0.83,0.171,developmental,False,0.93,0.728,0.38,915,T. Vells,behavioral_observation,0.93,
SN-0310,MS-0085,Form 85,MS-0162,Form 162,2,0.82,0.1778,functional,False,0.82,0.774,0.36,922,P. Tross,trajectory_correlation,0.8,
SN-0311,MS-0085,Form 85,MS-0142,Form 142,3,0.8,0.1975,functional,False,0.7,0.8,0.28,1842,P. Tross,historical_inference,0.63,
SN-0312,MS-0086,Form 86,EN-001,The Prebel Zone,1,0.87,0.1257,developmental,True,0.68,0.822,0.65,914,Archive Survey Team,proximity_measurement,0.84,
SN-0313,MS-0086,Form 86,MS-0046,Form 46,2,0.85,0.1504,unknown,False,0.5,0.792,0.57,924,K. Strand,proximity_measurement,0.63,
SN-0314,MS-0086,Form 86,MS-0164,Form 164,3,0.81,0.1928,historical,True,0.92,0.728,0.42,1831,Constellation Survey,trajectory_correlation,0.75,
SN-0315,MS-0086,Form 86,MS-0052,Form 52,4,0.79,0.212,unknown,False,0.61,0.761,0.4,930,P. Tross,trajectory_correlation,0.59,
SN-0316,MS-0087,Form 87,MS-0168,Form 168,1,0.73,0.2743,structural,True,0.58,0.663,0.49,1838,P. Tross,trajectory_correlation,0.9,
SN-0317,MS-0087,Form 87,MS-0136,Form 136,2,0.68,0.319,structural,True,0.46,0.577,0.15,1843,P. Tross,historical_inference,0.58,
SN-0318,MS-0087,Form 87,MS-0097,Form 97,3,0.63,0.3716,structural,True,0.86,0.562,0.19,917,P. Tross,trajectory_correlation,0.91,
SN-0319,MS-0087,Form 87,MS-0179,Form 179,4,0.57,0.4282,historical,True,0.42,0.464,0.53,1837,K. Strand,behavioral_observation,0.59,
SN-0320,MS-0087,Form 87,MS-0060,Form 60,5,0.57,0.4296,structural,True,0.87,0.504,0.72,1834,Constellation Survey,historical_inference,0.82,
SN-0321,MS-0087,Form 87,MS-0071,Form 71,6,0.57,0.4318,behavioral,True,0.76,0.52,0.16,1848,P. Tross,trajectory_correlation,0.6,
SN-0322,MS-0088,Form 88,MS-0169,Form 169,1,0.82,0.1846,developmental,False,0.56,0.687,0.7,929,K. Strand,historical_inference,0.87,
SN-0323,MS-0088,Form 88,MS-0188,Form 188,2,0.76,0.236,developmental,False,0.63,0.686,0.19,929,P. Tross,trajectory_correlation,0.76,
SN-0324,MS-0088,Form 88,MS-0123,Form 123,3,0.69,0.3126,historical,True,0.65,0.69,0.4,1838,P. Tross,trajectory_correlation,0.94,
SN-0325,MS-0088,Form 88,MS-0038,Form 38,4,0.62,0.3822,historical,True,0.51,0.603,0.62,1848,Archive Survey Team,trajectory_correlation,0.83,
SN-0326,MS-0089,Form 89,MS-0083,Form 83,1,0.84,0.1635,historical,True,0.87,0.817,0.74,928,P. Tross,proximity_measurement,0.83,
SN-0327,MS-0089,Form 89,MS-0095,Form 95,2,0.83,0.171,functional,False,0.71,0.672,0.51,914,Archive Survey Team,historical_inference,0.54,
SN-0328,MS-0089,Form 89,MS-0189,Form 189,3,0.77,0.2258,structural,True,0.64,0.701,0.52,912,P. Tross,trajectory_correlation,0.85,
SN-0329,MS-0089,Form 89,MS-0114,Form 114,4,0.77,0.2345,unknown,True,0.41,0.687,0.22,1846,P. Tross,behavioral_observation,0.76,
SN-0330,MS-0089,Form 89,MS-0051,Form 51,5,0.76,0.2376,structural,True,0.7,0.667,0.78,920,Archive Survey Team,behavioral_observation,0.63,
SN-0331,MS-0090,Form 90,MS-0030,Form 30,1,0.87,0.1283,historical,False,0.6,0.744,0.3,1843,P. Tross,classification_clustering,0.92,
SN-0332,MS-0090,Form 90,MS-0199,Form 199,2,0.84,0.1564,functional,True,0.55,0.672,0.33,916,P. Tross,behavioral_observation,0.67,
SN-0333,MS-0090,Form 90,MS-0122,Form 122,3,0.79,0.2088,developmental,True,0.72,0.69,0.66,1845,Archive Survey Team,historical_inference,0.73,
SN-0334,MS-0090,Form 90,MS-0061,Form 61,4,0.72,0.2813,developmental,False,0.9,0.614,0.14,929,P. Tross,proximity_measurement,0.7,
SN-0335,MS-0090,Form 90,MS-0111,Form 111,5,0.71,0.2869,structural,False,0.67,0.629,0.3,1830,Constellation Survey,proximity_measurement,0.56,
SN-0336,MS-0090,Form 90,MS-0194,Form 194,6,0.69,0.3074,functional,True,0.5,0.554,0.53,1847,K. Strand,classification_clustering,0.79,
SN-0337,MS-0091,Form 91,MS-0179,Form 179,1,0.98,0.0244,historical,False,0.82,0.901,0.13,1840,P. Tross,trajectory_correlation,0.86,
SN-0338,MS-0091,Form 91,MS-0097,Form 97,2,0.88,0.1199,structural,True,0.61,0.797,0.34,926,Constellation Survey,trajectory_correlation,0.88,
SN-0339,MS-0091,Form 91,MS-0150,Form 150,3,0.83,0.1666,functional,False,0.72,0.729,0.17,930,T. Vells,historical_inference,0.72,
SN-0340,MS-0091,Form 91,MS-0186,Form 186,4,0.81,0.1909,developmental,False,0.51,0.753,0.53,916,Archive Survey Team,trajectory_correlation,0.59,
SN-0341,MS-0091,Form 91,MS-0035,Form 35,5,0.81,0.1948,developmental,True,0.43,0.722,0.73,919,T. Vells,behavioral_observation,0.82,
SN-0342,MS-0091,Form 91,MS-0136,Form 136,6,0.77,0.2323,developmental,False,0.69,0.752,0.24,929,P. Tross,trajectory_correlation,0.91,
SN-0343,MS-0092,Form 92,MS-0040,Form 40,1,0.75,0.2485,behavioral,True,0.57,0.614,0.65,924,T. Vells,behavioral_observation,0.82,
SN-0344,MS-0092,Form 92,MS-0161,Form 161,2,0.73,0.2737,developmental,False,0.45,0.729,0.61,1851,P. Tross,trajectory_correlation,0.77,
SN-0345,MS-0092,Form 92,MS-0109,Form 109,3,0.5,0.499,developmental,True,0.73,0.418,0.48,1834,P. Tross,classification_clustering,0.85,
SN-0346,MS-0092,Form 92,MS-0144,Form 144,4,0.49,0.5118,structural,False,0.48,0.473,0.6,1835,P. Tross,trajectory_correlation,0.67,
SN-0347,MS-0092,Form 92,MS-0121,Form 121,5,0.46,0.54,behavioral,True,0.62,0.399,0.38,1836,P. Tross,historical_inference,0.69,
SN-0348,MS-0093,Form 93,MS-0117,Form 117,1,0.84,0.1611,historical,True,0.66,0.835,0.79,927,Archive Survey Team,classification_clustering,0.5,
SN-0349,MS-0093,Form 93,MS-0036,Form 36,2,0.83,0.1724,unknown,False,0.5,0.758,0.24,929,P. Tross,proximity_measurement,0.63,
