event_id,coder_id,event_year,event_type,event_description,previous_stage,subsequent_stage,is_turning_point
IM-2402-885-2895,IM-2402,885,job_change,Changed positions: involuntary departure,early,early,False
IM-2402-886-9858,IM-2402,886,job_change,Changed positions: lateral move,early,early,True
IM-2402-888-2610,IM-2402,888,job_change,Changed positions: promotion move,early,early,False
IM-2402-889-9348,IM-2402,889,job_change,Changed positions: voluntary departure,early,early,True
IM-2402-890-2329,IM-2402,890,education,Educational activity: course,mid,mid,False
IM-2402-891-6351,IM-2402,891,project_completion,Project completed: exceptional quality,mid,mid,False
IM-2402-891-8736,IM-2402,891,project_completion,Project completed: minor success,mid,mid,False
IM-2402-892-4340,IM-2402,892,education,Educational activity: self study,mid,mid,False
IM-2402-892-8769,IM-2402,892,recognition,Recognition received: industry recognition,mid,mid,False
IM-2402-894-4025,IM-2402,894,recognition,Recognition received: industry recognition,mid,mid,False
IM-2402-895-6831,IM-2402,895,project_completion,Project completed: exceptional quality,mid,mid,False
IM-2402-897-9149,IM-2402,897,recognition,Recognition received: industry recognition,late,late,True
IM-2402-899-1034,IM-2402,899,recognition,Recognition received: publication,late,late,False
IM-2402-900-6315,IM-2402,900,project_completion,Project completed: exceptional quality,late,late,False
IM-2402-900-3400,IM-2402,900,recognition,Recognition received: publication,late,late,False
IM-2402-901-1843,IM-2402,901,promotion,Promoted: mid to senior,late,late,False
IM-2402-902-2127,IM-2402,902,recognition,Recognition received: patent,late,late,False
IM-2402-903-7012,IM-2402,903,project_completion,Project completed: exceptional quality,late,late,False
IM-2402-904-9464,IM-2402,904,project_completion,Project completed: minor success,late,late,False
IM-2402-906-8413,IM-2402,906,recognition,Recognition received: industry recognition,late,late,False
IM-2402-907-6266,IM-2402,907,project_completion,Project completed: exceptional quality,late,late,False
IM-2402-907-8096,IM-2402,907,project_completion,Project completed: on time,late,late,False
CD-5661-878-6985,CD-5661,878,job_change,Changed positions: involuntary departure,early,early,True
CD-5661-879-6268,CD-5661,879,project_failure,Project outcome: abandoned,early,early,False
CD-5661-880-1015,CD-5661,880,job_change,Changed positions: promotion move,early,early,False
CD-5661-881-2601,CD-5661,881,project_failure,Project outcome: cancelled,early,early,True
CD-5661-883-6496,CD-5661,883,job_change,Changed positions: voluntary departure,early,early,False
CD-5661-883-4804,CD-5661,883,job_change,Changed positions: voluntary departure,early,early,True
CD-5661-885-4365,CD-5661,885,project_completion,Project completed: exceptional quality,mid,mid,False
CD-5661-886-4149,CD-5661,886,education,Educational activity: certification,mid,mid,False
CD-5661-888-7280,CD-5661,888,education,Educational activity: conference,mid,mid,False
CD-5661-888-7248,CD-5661,888,education,Educational activity: workshop,mid,mid,False
CD-5661-889-3468,CD-5661,889,project_completion,Project completed: major success,mid,late,True
CD-5661-889-8034,CD-5661,889,recognition,Recognition received: award,mid,mid,False
CD-5661-890-9986,CD-5661,890,recognition,Recognition received: patent,mid,mid,False
CD-5661-894-2718,CD-5661,894,promotion,Promoted: senior to lead,late,late,True
CD-5661-894-3134,CD-5661,894,recognition,Recognition received: industry recognition,late,late,True
CD-5661-895-1813,CD-5661,895,recognition,Recognition received: award,late,late,False
CD-5661-896-2007,CD-5661,896,promotion,Promoted: senior to lead,late,late,False
CD-5661-896-6270,CD-5661,896,promotion,Promoted: lead to director,late,late,False
CD-5661-897-3204,CD-5661,897,recognition,Recognition received: award,late,late,False
CD-5661-899-5959,CD-5661,899,promotion,Promoted: junior to mid,late,late,True
CD-5661-900-4683,CD-5661,900,promotion,Promoted: senior to lead,late,late,True
CD-5661-900-8169,CD-5661,900,recognition,Recognition received: publication,late,late,False
CD-5661-901-4957,CD-5661,901,project_completion,Project completed: delayed but completed,late,late,False
CD-5661-901-8097,CD-5661,901,recognition,Recognition received: commendation,late,late,False
CD-5661-902-2133,CD-5661,902,project_completion,Project completed: major success,late,late,False
CD-5661-903-5181,CD-5661,903,project_completion,Project completed: major success,late,late,False
CD-5661-904-7049,CD-5661,904,promotion,Promoted: lead to director,late,late,True
CD-5661-906-7755,CD-5661,906,recognition,Recognition received: publication,late,late,True
CD-5661-907-6435,CD-5661,907,recognition,Recognition received: industry recognition,late,late,False
IM-6859-887-6068,IM-6859,887,job_change,Changed positions: internal transfer,early,early,False
IM-6859-888-5976,IM-6859,888,job_change,Changed positions: involuntary departure,early,early,False
IM-6859-889-7276,IM-6859,889,project_failure,Project outcome: scope failure,early,early,False
IM-6859-891-6037,IM-6859,891,job_change,Changed positions: internal transfer,early,early,False
IM-6859-891-6961,IM-6859,891,job_change,Changed positions: voluntary departure,early,early,True
IM-6859-893-1444,IM-6859,893,project_completion,Project completed: minor success,mid,mid,False
IM-6859-893-7607,IM-6859,893,education,Educational activity: degree,mid,mid,False
IM-6859-894-9313,IM-6859,894,recognition,Recognition received: commendation,mid,mid,False
IM-6859-895-4792,IM-6859,895,project_completion,Project completed: exceptional quality,mid,mid,False
IM-6859-896-5572,IM-6859,896,education,Educational activity: self study,mid,mid,False
IM-6859-897-2657,IM-6859,897,project_completion,Project completed: delayed but completed,mid,mid,False
IM-6859-898-7330,IM-6859,898,recognition,Recognition received: commendation,mid,mid,True
IM-6859-899-5146,IM-6859,899,recognition,Recognition received: award,mid,mid,True
IM-6859-900-5908,IM-6859,900,recognition,Recognition received: award,late,late,True
IM-6859-901-9869,IM-6859,901,recognition,Recognition received: award,late,late,False
IM-6859-902-1123,IM-6859,902,project_completion,Project completed: exceptional quality,late,late,True
IM-6859-903-8099,IM-6859,903,promotion,Promoted: senior to lead,late,late,True
IM-6859-904-5042,IM-6859,904,promotion,Promoted: senior to lead,late,late,True
IM-6859-905-3348,IM-6859,905,recognition,Recognition received: publication,late,late,False
IM-6859-905-8792,IM-6859,905,recognition,Recognition received: publication,late,late,False
IM-6859-906-3484,IM-6859,906,recognition,Recognition received: industry recognition,late,late,False
IM-6859-907-9752,IM-6859,907,promotion,Promoted: senior to lead,late,late,True
IM-6859-908-4620,IM-6859,908,project_completion,Project completed: on time,late,late,False
SY-4595-881-5713,SY-4595,881,job_change,Changed positions: lateral move,early,early,True
SY-4595-881-9723,SY-4595,881,job_change,Changed positions: promotion move,early,early,True
SY-4595-882-1120,SY-4595,882,job_change,Changed positions: voluntary departure,early,early,False
SY-4595-883-6159,SY-4595,883,job_change,Changed positions: lateral move,early,early,False
SY-4595-884-2919,SY-4595,884,job_change,Changed positions: involuntary departure,early,early,False
SY-4595-884-7765,SY-4595,884,job_change,Changed positions: lateral move,early,early,False
SY-4595-885-6056,SY-4595,885,job_change,Changed positions: promotion move,early,early,False
SY-4595-885-4118,SY-4595,885,job_change,Changed positions: involuntary departure,early,early,True
SY-4595-888-3653,SY-4595,888,education,Educational activity: workshop,mid,mid,True
SY-4595-889-1964,SY-4595,889,project_completion,Project completed: delayed but completed,mid,mid,False
SY-4595-891-1403,SY-4595,891,education,Educational activity: degree,mid,mid,False
SY-4595-891-5971,SY-4595,891,project_completion,Project completed: minor success,mid,mid,False
SY-4595-892-2562,SY-4595,892,education,Educational activity: certification,mid,mid,False
SY-4595-893-3623,SY-4595,893,recognition,Recognition received: commendation,mid,mid,True
SY-4595-894-9561,SY-4595,894,promotion,Promoted: lead to director,late,late,False
SY-4595-896-6077,SY-4595,896,promotion,Promoted: senior to lead,late,late,False
SY-4595-897-9838,SY-4595,897,project_completion,Project completed: delayed but completed,late,late,True
SY-4595-898-8696,SY-4595,898,promotion,Promoted: lead to director,late,late,False
SY-4595-899-9218,SY-4595,899,recognition,Recognition received: commendation,late,late,False
SY-4595-900-2248,SY-4595,900,recognition,Recognition received: patent,late,late,True
SY-4595-900-6200,SY-4595,900,recognition,Recognition received: patent,late,late,False
SY-4595-904-2237,SY-4595,904,promotion,Promoted: mid to senior,late,late,False
SY-4595-904-4324,SY-4595,904,recognition,Recognition received: publication,late,late,False
SY-4595-905-4391,SY-4595,905,recognition,Recognition received: industry recognition,late,late,False
SY-4595-906-3441,SY-4595,906,promotion,Promoted: mid to senior,late,late,True
SY-4595-907-5504,SY-4595,907,recognition,Recognition received: publication,late,late,True
SY-4595-908-7568,SY-4595,908,promotion,Promoted: special recognition,late,late,False
SY-4595-909-3802,SY-4595,909,project_completion,Project completed: delayed but completed,late,late,True
SY-4595-910-4986,SY-4595,910,recognition,Recognition received: industry recognition,late,late,False
SY-4595-911-7350,SY-4595,911,project_completion,Project completed: on time,late,late,False
CD-9265-889-4072,CD-9265,889,project_completion,Project completed: delayed but completed,early,early,True
CD-9265-889-3332,CD-9265,889,promotion,Promoted: senior to lead,early,early,False
CD-9265-889-8992,CD-9265,889,promotion,Promoted: senior to lead,early,early,True
CD-9265-889-2365,CD-9265,889,project_completion,Project completed: delayed but completed,early,early,False
CD-9265-890-9126,CD-9265,890,promotion,Promoted: senior to lead,early,early,False
CD-9265-890-6894,CD-9265,890,project_completion,Project completed: exceptional quality,early,early,False
CD-9265-890-6047,CD-9265,890,recognition,Recognition received: commendation,early,early,False
CD-9265-891-9546,CD-9265,891,recognition,Recognition received: patent,early,early,True
CD-9265-891-4445,CD-9265,891,promotion,Promoted: junior to mid,early,early,False
CD-9265-892-6643,CD-9265,892,project_completion,Project completed: major success,early,early,False
CD-9265-892-9968,CD-9265,892,project_completion,Project completed: on time,early,early,True
CD-9265-892-1587,CD-9265,892,promotion,Promoted: senior to lead,early,early,False
CD-9265-893-3839,CD-9265,893,recognition,Recognition received: patent,early,early,False
CD-9265-893-9492,CD-9265,893,recognition,Recognition received: patent,early,early,False
CD-9265-893-8717,CD-9265,893,recognition,Recognition received: award,early,early,True
CD-9265-894-2290,CD-9265,894,project_completion,Project completed: delayed but completed,early,early,False
CD-9265-895-4902,CD-9265,895,project_completion,Project completed: minor success,mid,mid,False
CD-9265-896-4779,CD-9265,896,project_failure,Project outcome: major bugs,mid,mid,False
CD-9265-896-2218,CD-9265,896,project_completion,Project completed: major success,mid,mid,False
CD-9265-897-4670,CD-9265,897,project_failure,Project outcome: abandoned,mid,mid,True
CD-9265-898-7813,CD-9265,898,extended_leave,Extended leave: burnout,mid,post,True
CD-9265-901-4059,CD-9265,901,project_completion,Project completed: delayed but completed,mid,mid,False
CD-9265-902-1899,CD-9265,902,extended_leave,Extended leave: sabbatical,late,late,False
CD-9265-904-9878,CD-9265,904,job_change,Changed positions: internal transfer,late,late,False
CD-9265-905-5587,CD-9265,905,job_change,Changed positions: promotion move,late,late,True
CD-9265-908-8445,CD-9265,908,demotion,Position change: voluntary step down,late,post,True
CD-9265-909-7507,CD-9265,909,extended_leave,Extended leave: family,late,late,False
CD-9265-910-2909,CD-9265,910,demotion,Position change: personal reasons,late,post,True
NW-8090-899-9560,NW-8090,899,education,Educational activity: certification,early,early,False
NW-8090-901-4844,NW-8090,901,project_completion,Project completed: delayed but completed,early,early,False
NW-8090-903-8014,NW-8090,903,education,Educational activity: certification,early,early,True
NW-8090-904-7988,NW-8090,904,project_completion,Project completed: major success,early,early,False
NW-8090-909-6308,NW-8090,909,job_change,Changed positions: involuntary departure,mid,mid,True
NW-8090-911-7401,NW-8090,911,education,Educational activity: degree,mid,mid,False
CD-8003-892-2308,CD-8003,892,project_completion,Project completed: major success,early,early,True
CD-8003-892-4813,CD-8003,892,promotion,Promoted: junior to mid,early,early,False
CD-8003-892-7775,CD-8003,892,project_completion,Project completed: major success,early,early,False
CD-8003-893-7588,CD-8003,893,promotion,Promoted: lead to director,early,early,False
CD-8003-893-5441,CD-8003,893,recognition,Recognition received: award,early,early,False
CD-8003-893-1985,CD-8003,893,project_completion,Project completed: on time,early,early,False
CD-8003-893-5686,CD-8003,893,project_completion,Project completed: minor success,early,early,True
CD-8003-894-8328,CD-8003,894,project_completion,Project completed: delayed but completed,early,early,False
CD-8003-894-5688,CD-8003,894,project_completion,Project completed: exceptional quality,early,early,False
CD-8003-894-9727,CD-8003,894,recognition,Recognition received: industry recognition,early,early,False
CD-8003-894-4144,CD-8003,894,recognition,Recognition received: patent,early,early,True
CD-8003-895-1458,CD-8003,895,promotion,Promoted: senior to lead,early,early,True
CD-8003-895-9696,CD-8003,895,promotion,Promoted: senior to lead,early,early,True
CD-8003-895-8422,CD-8003,895,recognition,Recognition received: industry recognition,early,early,False
CD-8003-896-7101,CD-8003,896,promotion,Promoted: senior to lead,early,early,False
CD-8003-896-2129,CD-8003,896,recognition,Recognition received: award,early,early,False
CD-8003-897-6138,CD-8003,897,project_completion,Project completed: exceptional quality,early,early,False
CD-8003-897-7202,CD-8003,897,project_completion,Project completed: on time,early,early,False
CD-8003-898-3919,CD-8003,898,extended_leave,Extended leave: personal,mid,post,True
CD-8003-899-4555,CD-8003,899,project_failure,Project outcome: major bugs,mid,mid,True
CD-8003-899-5645,CD-8003,899,extended_leave,Extended leave: sabbatical,mid,post,True
CD-8003-900-7622,CD-8003,900,extended_leave,Extended leave: sabbatical,mid,mid,False
CD-8003-900-2972,CD-8003,900,project_completion,Project completed: exceptional quality,mid,mid,False
CD-8003-901-6661,CD-8003,901,extended_leave,Extended leave: family,mid,mid,False
CD-8003-903-1717,CD-8003,903,project_failure,Project outcome: delivered poorly,mid,mid,False
CD-8003-903-6925,CD-8003,903,extended_leave,Extended leave: sabbatical,mid,post,True
CD-8003-904-4819,CD-8003,904,extended_leave,Extended leave: sabbatical,mid,mid,False
CD-8003-907-6045,CD-8003,907,demotion,Position change: restructuring,late,post,True
CD-8003-908-8505,CD-8003,908,demotion,Position change: restructuring,late,post,True
CD-8003-909-9875,CD-8003,909,demotion,Position change: restructuring,late,post,True
CD-8003-910-8825,CD-8003,910,job_change,Changed positions: lateral move,late,late,False
SY-4893-893-2722,SY-4893,893,project_failure,Project outcome: abandoned,early,early,False
SY-4893-895-7256,SY-4893,895,job_change,Changed positions: internal transfer,early,early,True
SY-4893-898-9455,SY-4893,898,job_change,Changed positions: lateral move,early,early,False
SY-4893-899-1668,SY-4893,899,education,Educational activity: conference,mid,mid,True
SY-4893-899-4146,SY-4893,899,education,Educational activity: certification,mid,mid,False
SY-4893-900-9737,SY-4893,900,recognition,Recognition received: patent,mid,mid,False
SY-4893-902-9482,SY-4893,902,project_completion,Project completed: on time,mid,mid,False
SY-4893-903-4391,SY-4893,903,education,Educational activity: certification,mid,mid,False
SY-4893-906-3923,SY-4893,906,project_completion,Project completed: delayed but completed,late,late,True
SY-4893-907-8481,SY-4893,907,recognition,Recognition received: industry recognition,late,late,True
SY-4893-907-9137,SY-4893,907,recognition,Recognition received: industry recognition,late,late,True
AN-3344-894-6316,AN-3344,894,project_completion,Project completed: minor success,early,early,False
AN-3344-895-9323,AN-3344,895,education,Educational activity: course,early,early,False
AN-3344-896-7161,AN-3344,896,project_completion,Project completed: exceptional quality,early,early,True
AN-3344-897-2269,AN-3344,897,project_completion,Project completed: major success,early,early,True
AN-3344-899-5935,AN-3344,899,education,Educational activity: self study,early,early,False
AN-3344-899-8477,AN-3344,899,education,Educational activity: conference,early,early,False
AN-3344-905-3138,AN-3344,905,project_completion,Project completed: delayed but completed,mid,mid,False
BD-8823-889-9062,BD-8823,889,project_failure,Project outcome: scope failure,early,early,True
BD-8823-890-5452,BD-8823,890,job_change,Changed positions: involuntary departure,early,early,False
BD-8823-892-4140,BD-8823,892,job_change,Changed positions: involuntary departure,early,early,False
BD-8823-893-9013,BD-8823,893,project_completion,Project completed: exceptional quality,mid,mid,False
BD-8823-894-3824,BD-8823,894,project_completion,Project completed: major success,mid,mid,False
BD-8823-895-8691,BD-8823,895,education,Educational activity: conference,mid,mid,False
BD-8823-897-4286,BD-8823,897,project_completion,Project completed: major success,mid,mid,False
BD-8823-898-7164,BD-8823,898,recognition,Recognition received: publication,mid,mid,False
BD-8823-901-7646,BD-8823,901,promotion,Promoted: senior to lead,late,late,True
BD-8823-901-6747,BD-8823,901,promotion,Promoted: senior to lead,late,late,True
BD-8823-903-7874,BD-8823,903,project_completion,Project completed: delayed but completed,late,late,False
BD-8823-905-4070,BD-8823,905,recognition,Recognition received: commendation,late,late,False
BD-8823-906-8439,BD-8823,906,recognition,Recognition received: award,late,late,False
BD-8823-906-9520,BD-8823,906,promotion,Promoted: mid to senior,late,late,True
BD-8823-907-7831,BD-8823,907,recognition,Recognition received: industry recognition,late,late,False
IM-4031-892-6834,IM-4031,892,education,Educational activity: certification,early,early,False
IM-4031-892-5248,IM-4031,892,education,Educational activity: course,early,early,False
IM-4031-893-3019,IM-4031,893,education,Educational activity: conference,early,early,False
IM-4031-893-2249,IM-4031,893,education,Educational activity: certification,early,early,False
IM-4031-893-3554,IM-4031,893,education,Educational activity: self study,early,early,False
IM-4031-894-5970,IM-4031,894,education,Educational activity: degree,early,early,False
IM-4031-895-4989,IM-4031,895,education,Educational activity: course,early,early,True
IM-4031-896-7139,IM-4031,896,education,Educational activity: self study,early,early,False
IM-4031-896-2333,IM-4031,896,education,Educational activity: course,early,early,False
IM-4031-897-9157,IM-4031,897,education,Educational activity: self study,early,early,False
IM-4031-897-2149,IM-4031,897,education,Educational activity: degree,early,early,False
IM-4031-898-1105,IM-4031,898,education,Educational activity: self study,mid,mid,False
IM-4031-898-8160,IM-4031,898,education,Educational activity: workshop,mid,mid,False
IM-4031-899-1414,IM-4031,899,education,Educational activity: course,mid,mid,False
IM-4031-899-8160,IM-4031,899,education,Educational activity: conference,mid,mid,False
IM-4031-900-4120,IM-4031,900,education,Educational activity: degree,mid,mid,False
IM-4031-901-8926,IM-4031,901,education,Educational activity: certification,mid,mid,False
IM-4031-901-4027,IM-4031,901,education,Educational activity: degree,mid,mid,False
IM-4031-902-1828,IM-4031,902,job_change,Changed positions: promotion move,mid,mid,True
IM-4031-903-7915,IM-4031,903,education,Educational activity: conference,mid,mid,False
IM-4031-904-5601,IM-4031,904,education,Educational activity: workshop,mid,mid,False
IM-4031-904-1589,IM-4031,904,job_change,Changed positions: internal transfer,mid,mid,False
IM-4031-905-8466,IM-4031,905,education,Educational activity: course,late,late,True
IM-4031-905-2203,IM-4031,905,education,Educational activity: self study,late,late,False
IM-4031-906-5594,IM-4031,906,education,Educational activity: certification,late,late,True
IM-4031-906-2740,IM-4031,906,project_completion,Project completed: major success,late,late,True
IM-4031-907-5357,IM-4031,907,education,Educational activity: conference,late,late,True
IM-4031-908-6883,IM-4031,908,education,Educational activity: conference,late,late,False
BD-2489-882-5893,BD-2489,882,project_completion,Project completed: delayed but completed,early,early,True
BD-2489-882-3376,BD-2489,882,promotion,Promoted: junior to mid,early,early,True
BD-2489-883-3629,BD-2489,883,project_completion,Project completed: major success,early,early,False
BD-2489-883-3268,BD-2489,883,promotion,Promoted: mid to senior,early,early,True
BD-2489-884-4115,BD-2489,884,project_completion,Project completed: minor success,early,early,False
BD-2489-884-9702,BD-2489,884,recognition,Recognition received: commendation,early,early,False
BD-2489-885-5403,BD-2489,885,project_completion,Project completed: exceptional quality,early,early,True
BD-2489-885-6617,BD-2489,885,recognition,Recognition received: patent,early,early,False
BD-2489-886-2374,BD-2489,886,recognition,Recognition received: industry recognition,early,early,False
BD-2489-886-5316,BD-2489,886,recognition,Recognition received: commendation,early,early,False
BD-2489-887-9154,BD-2489,887,recognition,Recognition received: award,early,early,False
BD-2489-887-7310,BD-2489,887,project_completion,Project completed: exceptional quality,early,early,False
BD-2489-888-2594,BD-2489,888,project_failure,Project outcome: cancelled,mid,mid,True
BD-2489-889-4835,BD-2489,889,project_completion,Project completed: major success,mid,mid,False
BD-2489-890-2104,BD-2489,890,extended_leave,Extended leave: burnout,mid,post,True
BD-2489-890-6824,BD-2489,890,project_failure,Project outcome: abandoned,mid,mid,False
BD-2489-892-3038,BD-2489,892,extended_leave,Extended leave: personal,mid,mid,False
BD-2489-894-6179,BD-2489,894,extended_leave,Extended leave: burnout,mid,post,True
BD-2489-894-6263,BD-2489,894,project_completion,Project completed: minor success,mid,mid,False
BD-2489-896-7394,BD-2489,896,job_change,Changed positions: internal transfer,late,late,True
BD-2489-897-9522,BD-2489,897,demotion,Position change: restructuring,late,post,True
BD-2489-898-3329,BD-2489,898,extended_leave,Extended leave: family,late,late,False
BD-2489-898-1314,BD-2489,898,extended_leave,Extended leave: personal,late,late,False
BD-2489-899-4585,BD-2489,899,extended_leave,Extended leave: personal,late,post,True
BD-2489-900-5131,BD-2489,900,demotion,Position change: restructuring,late,post,True
BD-2489-901-7315,BD-2489,901,extended_leave,Extended leave: burnout,late,late,False
BD-2489-901-3352,BD-2489,901,extended_leave,Extended leave: personal,late,late,False
BD-2489-903-7437,BD-2489,903,job_change,Changed positions: involuntary departure,late,late,False
BD-2489-903-2754,BD-2489,903,demotion,Position change: restructuring,late,post,True
BD-2489-906-8914,BD-2489,906,job_change,Changed positions: promotion move,late,late,False
IM-5820-891-5672,IM-5820,891,education,Educational activity: certification,early,early,False
IM-5820-894-8025,IM-5820,894,education,Educational activity: self study,mid,mid,True
IM-5820-896-9302,IM-5820,896,project_completion,Project completed: major success,mid,mid,False
IM-5820-898-7415,IM-5820,898,job_change,Changed positions: lateral move,mid,mid,True
IM-5820-900-1882,IM-5820,900,recognition,Recognition received: patent,late,post,True
IM-5820-901-4623,IM-5820,901,project_completion,Project completed: exceptional quality,late,late,False
IM-5820-903-2054,IM-5820,903,recognition,Recognition received: award,late,post,True
BD-2703-895-4303,BD-2703,895,project_failure,Project outcome: major bugs,early,early,True
BD-2703-895-7935,BD-2703,895,job_change,Changed positions: involuntary departure,early,early,False
BD-2703-897-6741,BD-2703,897,job_change,Changed positions: involuntary departure,early,early,False
BD-2703-900-6085,BD-2703,900,job_change,Changed positions: internal transfer,early,early,False
BD-2703-900-1418,BD-2703,900,project_failure,Project outcome: delivered poorly,early,early,True
BD-2703-900-6557,BD-2703,900,job_change,Changed positions: involuntary departure,early,early,True
BD-2703-902-1918,BD-2703,902,recognition,Recognition received: award,mid,mid,False
BD-2703-903-4470,BD-2703,903,education,Educational activity: workshop,mid,mid,True
BD-2703-905-8688,BD-2703,905,project_completion,Project completed: major success,mid,mid,False
BD-2703-906-3179,BD-2703,906,recognition,Recognition received: award,mid,mid,True
BD-2703-907-3870,BD-2703,907,recognition,Recognition received: award,mid,mid,True
BD-2703-907-4720,BD-2703,907,project_completion,Project completed: delayed but completed,mid,mid,False
BD-2703-908-9067,BD-2703,908,recognition,Recognition received: award,late,late,True
BD-2703-909-7508,BD-2703,909,recognition,Recognition received: industry recognition,late,late,True
BD-2703-910-3603,BD-2703,910,recognition,Recognition received: commendation,late,late,True
BD-2703-911-9130,BD-2703,911,recognition,Recognition received: commendation,late,late,False
IM-4151-896-9452,IM-4151,896,education,Educational activity: workshop,early,early,False
IM-4151-896-9573,IM-4151,896,education,Educational activity: certification,early,early,False
IM-4151-897-7423,IM-4151,897,education,Educational activity: conference,early,early,False
IM-4151-897-8797,IM-4151,897,education,Educational activity: workshop,early,early,False
IM-4151-898-9981,IM-4151,898,education,Educational activity: course,early,early,False
IM-4151-899-4802,IM-4151,899,education,Educational activity: workshop,early,early,False
IM-4151-900-7469,IM-4151,900,education,Educational activity: degree,early,early,False
IM-4151-900-8305,IM-4151,900,education,Educational activity: certification,early,early,False
IM-4151-901-1620,IM-4151,901,education,Educational activity: workshop,early,early,False
IM-4151-902-8861,IM-4151,902,education,Educational activity: workshop,mid,mid,False
IM-4151-902-7622,IM-4151,902,education,Educational activity: conference,mid,mid,False
IM-4151-903-5482,IM-4151,903,education,Educational activity: conference,mid,mid,False
IM-4151-903-7458,IM-4151,903,education,Educational activity: self study,mid,mid,False
IM-4151-904-4867,IM-4151,904,education,Educational activity: conference,mid,mid,False
IM-4151-904-8188,IM-4151,904,job_change,Changed positions: voluntary departure,mid,mid,False
IM-4151-905-7582,IM-4151,905,education,Educational activity: course,mid,mid,False
IM-4151-905-1669,IM-4151,905,education,Educational activity: workshop,mid,mid,False
IM-4151-906-5680,IM-4151,906,education,Educational activity: certification,mid,mid,False
IM-4151-906-4226,IM-4151,906,education,Educational activity: course,mid,mid,True
IM-4151-907-4863,IM-4151,907,education,Educational activity: certification,mid,mid,True
IM-4151-908-3887,IM-4151,908,education,Educational activity: degree,mid,mid,False
IM-4151-908-1987,IM-4151,908,education,Educational activity: conference,mid,mid,False
IM-4151-909-2025,IM-4151,909,education,Educational activity: self study,late,late,True
CD-4704-881-1025,CD-4704,881,education,Educational activity: workshop,early,early,False
CD-4704-881-3136,CD-4704,881,education,Educational activity: self study,early,early,False
CD-4704-884-9885,CD-4704,884,education,Educational activity: self study,early,early,False
CD-4704-885-3444,CD-4704,885,project_completion,Project completed: major success,early,early,False
CD-4704-889-3941,CD-4704,889,education,Educational activity: conference,mid,mid,False
CD-4704-890-5302,CD-4704,890,project_completion,Project completed: major success,mid,mid,True
CD-4704-891-6452,CD-4704,891,education,Educational activity: self study,mid,mid,True
CD-4704-891-4002,CD-4704,891,project_completion,Project completed: delayed but completed,mid,mid,False
CD-4704-894-6216,CD-4704,894,project_completion,Project completed: exceptional quality,late,late,False
CD-4704-898-4046,CD-4704,898,recognition,Recognition received: industry recognition,late,late,False
CD-4704-899-1697,CD-4704,899,project_completion,Project completed: delayed but completed,late,late,False
CD-4704-902-6210,CD-4704,902,recognition,Recognition received: industry recognition,late,late,False
CD-4704-902-5814,CD-4704,902,project_completion,Project completed: minor success,late,late,True
CD-4704-904-6598,CD-4704,904,recognition,Recognition received: industry recognition,late,late,False
CD-4704-905-5817,CD-4704,905,recognition,Recognition received: industry recognition,late,late,False
CD-4704-906-3688,CD-4704,906,project_completion,Project completed: exceptional quality,late,late,True
NW-6138-886-2678,NW-6138,886,promotion,Promoted: lead to director,early,early,False
NW-6138-886-6847,NW-6138,886,project_completion,Project completed: on time,early,early,True
NW-6138-886-3453,NW-6138,886,project_completion,Project completed: major success,early,early,False
NW-6138-887-2330,NW-6138,887,project_completion,Project completed: exceptional quality,early,early,False
NW-6138-887-4316,NW-6138,887,recognition,Recognition received: award,early,early,True
NW-6138-887-2201,NW-6138,887,promotion,Promoted: special recognition,early,early,False
NW-6138-888-5116,NW-6138,888,project_completion,Project completed: exceptional quality,early,early,False
NW-6138-888-5210,NW-6138,888,promotion,Promoted: junior to mid,early,early,True
NW-6138-889-8433,NW-6138,889,project_completion,Project completed: minor success,early,early,False
NW-6138-889-5494,NW-6138,889,project_completion,Project completed: delayed but completed,early,early,False
NW-6138-890-7332,NW-6138,890,project_completion,Project completed: major success,early,early,True
NW-6138-890-4528,NW-6138,890,recognition,Recognition received: patent,early,early,False
NW-6138-891-3168,NW-6138,891,recognition,Recognition received: publication,early,early,False
NW-6138-891-9936,NW-6138,891,promotion,Promoted: lead to director,early,early,False
NW-6138-891-3431,NW-6138,891,recognition,Recognition received: publication,early,early,False
NW-6138-892-3152,NW-6138,892,extended_leave,Extended leave: illness,mid,mid,False
NW-6138-892-2166,NW-6138,892,extended_leave,Extended leave: burnout,mid,post,True
NW-6138-893-3413,NW-6138,893,project_failure,Project outcome: scope failure,mid,mid,False
NW-6138-893-3954,NW-6138,893,extended_leave,Extended leave: personal,mid,mid,False
NW-6138-894-9586,NW-6138,894,project_completion,Project completed: major success,mid,mid,False
NW-6138-897-6368,NW-6138,897,project_failure,Project outcome: delivered poorly,mid,mid,True
NW-6138-898-2895,NW-6138,898,project_failure,Project outcome: scope failure,mid,mid,False
NW-6138-901-5405,NW-6138,901,extended_leave,Extended leave: family,late,late,False
NW-6138-904-7444,NW-6138,904,demotion,Position change: personal reasons,late,post,True
NW-6138-905-2481,NW-6138,905,demotion,Position change: performance based,late,post,True
NW-6138-906-6689,NW-6138,906,demotion,Position change: burnout recovery,late,late,False
SY-2011-886-1533,SY-2011,886,project_completion,Project completed: minor success,early,early,False
SY-2011-888-5721,SY-2011,888,project_completion,Project completed: exceptional quality,early,early,False
SY-2011-889-5867,SY-2011,889,project_completion,Project completed: exceptional quality,early,early,False
